"('date', '')","('open', 'BBW')","('high', 'BBW')","('low', 'BBW')","('close', 'BBW')","('volume', 'BBW')"
2024-02-23 00:00:00+00:00,21.881541678076054,22.506453523443927,21.881541678076054,22.43915557861328,134300
2024-02-26 00:00:00+00:00,22.44876933285347,22.948699531509003,22.44876933285347,22.862173080444336,146700
2024-02-27 00:00:00+00:00,22.900627991703146,23.52553981577614,22.84294430291847,22.939085006713867,158100
2024-02-28 00:00:00+00:00,22.746803168881296,23.19866208432222,22.68911948118767,22.987154006958008,117200
2024-02-29 00:00:00+00:00,23.275574446334826,23.563996554337297,22.94869899123557,23.0159969329834,140400
2024-03-01 00:00:00+00:00,22.97753991842385,23.256347772786434,22.823715527648417,23.0159969329834,122400
2024-03-04 00:00:00+00:00,23.035223876777863,23.275574719400662,22.794873034155067,22.939085006713867,169200
2024-03-05 00:00:00+00:00,22.7852600190978,23.054451782217306,22.660276557308297,22.958311080932617,137800
2024-03-06 00:00:00+00:00,23.044838527188386,23.189050502229428,22.32378598690892,22.621822357177734,182100
2024-03-07 00:00:00+00:00,22.75641621433894,23.16020567422033,22.58336332671388,23.131362915039062,180200
2024-03-08 00:00:00+00:00,23.27557485618793,23.51592570022324,23.092909535007717,23.237119674682617,196100
2024-03-11 00:00:00+00:00,23.17943502035254,23.4582410342835,22.967925112820772,23.43901252746582,193400
2024-03-12 00:00:00+00:00,23.467855351731664,23.612065485795085,23.294802457363023,23.573610305786133,181500
2024-03-13 00:00:00+00:00,23.602449656369572,24.150451063189394,23.496696543107827,24.03508186340332,501100
2024-03-14 00:00:00+00:00,25.477188386757714,29.08245089431777,25.41950470008153,27.899925231933594,1568500
2024-03-15 00:00:00+00:00,27.81339987951,29.226662177942085,27.717259175445665,28.80364418029785,685200
2024-03-18 00:00:00+00:00,28.688273268998504,28.803640632681294,27.70764150903888,27.813396453857422,347000
2024-03-19 00:00:00+00:00,27.611502189547526,28.034520156121253,27.35192469149052,27.832626342773438,332600
2024-03-20 00:00:00+00:00,27.64034604557106,28.217188416746637,27.515364418119837,28.063364028930664,155300
2024-03-21 00:00:00+00:00,27.7941720326023,28.092206571927584,27.428839548951775,27.736488342285156,159500
2024-03-22 00:00:00+00:00,27.78455943787335,27.81340220162013,27.428841186987622,27.67880630493164,149300
2024-03-25 00:00:00+00:00,27.65957575173591,28.24603056806238,27.59227780836496,28.05375099182129,119000
2024-03-26 00:00:00+00:00,28.130663304701162,28.755575139083536,28.12104905078987,28.48638153076172,127000
2024-03-27 00:00:00+00:00,28.660612520583676,29.173617901762213,28.583177641564664,28.776763916015625,133100
2024-03-28 00:00:00+00:00,28.80579976680622,29.260729404134878,28.786440587466377,28.912273406982422,130300
2024-04-01 00:00:00+00:00,28.941311477378644,29.396242978939178,28.6702903406461,28.689647674560547,166900
2024-04-02 00:00:00+00:00,28.573497698841773,29.08650307369926,28.13792535585606,28.196001052856445,184100
2024-04-03 00:00:00+00:00,28.12824616478667,28.350873057803845,27.750751359633476,27.837865829467773,166200
2024-04-04 00:00:00+00:00,27.944336312357226,27.944336312357226,27.02479561111487,27.12158966064453,185000
2024-04-05 00:00:00+00:00,27.150629994467764,27.29582201010115,26.947364126490093,27.10223388671875,121100
2024-04-08 00:00:00+00:00,27.208705740337983,28.0992077258752,27.208705740337983,27.857223510742188,124600
2024-04-09 00:00:00+00:00,27.8959389239419,28.002412565179117,27.58619943618959,27.7120304107666,111700
2024-04-10 00:00:00+00:00,27.518444470147184,27.78946560194743,27.382933904247064,27.537803649902344,118400
2024-04-11 00:00:00+00:00,27.586201453826543,27.605560634775223,27.111912597742524,27.24742317199707,93600
2024-04-12 00:00:00+00:00,27.18934629553033,27.45068968841785,26.763453564105458,26.90864372253418,223500
2024-04-15 00:00:00+00:00,27.06351103506762,27.247419537160265,26.579542653071194,26.695695877075195,160900
2024-04-16 00:00:00+00:00,26.589226379909483,26.947363850642898,26.57954678922013,26.61826515197754,127800
2024-04-17 00:00:00+00:00,26.821533228140233,26.821533228140233,26.44403839111328,26.44403839111328,133500
2024-04-18 00:00:00+00:00,26.44403323571387,26.74409312853982,26.44403323571387,26.656980514526367,135600
2024-04-19 00:00:00+00:00,26.531150885422385,27.344218047631482,26.531150885422385,27.286142349243164,135400
2024-04-22 00:00:00+00:00,27.499088284009606,28.11856733406873,27.295822413031406,27.876583099365234,142800
2024-04-23 00:00:00+00:00,28.00241417296998,28.63157277436484,28.00241417296998,28.350872039794922,149200
2024-04-24 00:00:00+00:00,28.341194014981607,28.82516248066385,28.205681589179218,28.805803298950195,174500
2024-04-25 00:00:00+00:00,28.496062202240957,28.78644252713302,28.21535962147796,28.350872039794922,164000
2024-04-26 00:00:00+00:00,28.312155841711196,28.892918382061865,28.196002595163776,28.834842681884766,180900
2024-04-29 00:00:00+00:00,28.85419713354099,29.647905059330565,28.85419713354099,29.444639205932617,173900
2024-04-30 00:00:00+00:00,29.309127320294724,29.870530597183,29.18329450091688,29.192974090576172,288000
2024-05-01 00:00:00+00:00,29.202653345645157,29.396241444227055,28.505739513897613,28.70900535583496,195500
2024-05-02 00:00:00+00:00,29.009067606654206,29.61886887445322,28.54445834769796,29.10586166381836,238400
2024-05-03 00:00:00+00:00,29.270410585041752,29.76405860788645,28.815480922981607,28.989709854125977,152400
2024-05-06 00:00:00+00:00,29.14458124391578,29.270412231155966,27.78946807933629,27.847545623779297,210900
2024-05-07 00:00:00+00:00,28.002415385224484,28.07985026496081,27.353897575110306,27.566843032836914,185100
2024-05-08 00:00:00+00:00,27.42165184863235,27.760430127255653,27.150628856495093,27.702354431152344,114400
2024-05-09 00:00:00+00:00,27.702353929761834,28.437984323604326,27.702353929761834,28.428306579589844,113900
2024-05-10 00:00:00+00:00,28.60253503034002,28.650932983688428,27.50876713137013,27.55716323852539,82300
2024-05-13 00:00:00+00:00,27.75074773680411,28.399265457466644,27.75074773680411,28.12824249267578,124500
2024-05-14 00:00:00+00:00,28.534778144893437,28.989709649942412,28.496061630574633,28.980030059814453,184500
2024-05-15 00:00:00+00:00,29.154258611735408,29.415600157029804,28.718686292589716,29.338165283203125,184700
2024-05-16 00:00:00+00:00,29.463998696578397,29.657584961921987,28.9703506737337,28.989709854125977,150200
2024-05-17 00:00:00+00:00,29.01874631364536,29.773737721111765,28.844517385292107,29.154258728027344,187000
2024-05-20 00:00:00+00:00,29.067144301884206,29.502714777144234,28.59285546640923,28.689647674560547,108000
2024-05-21 00:00:00+00:00,28.505741741810965,28.747725960854545,28.128245104691686,28.631572723388672,130400
2024-05-22 00:00:00+00:00,28.650932170689853,28.815481515018885,28.137924956912734,28.45734405517578,205800
2024-05-23 00:00:00+00:00,28.447660446166992,28.767079499307812,28.079845294080798,28.447660446166992,194200
2024-05-24 00:00:00+00:00,28.631572426334273,29.386563846546668,28.544457960686955,29.367204666137695,130300
2024-05-28 00:00:00+00:00,29.686624643126027,31.293401587303574,29.27041148289034,31.196605682373047,359500
2024-05-29 00:00:00+00:00,31.0514166721714,31.428911462029646,30.83846937845192,30.973979949951172,273200
2024-05-30 00:00:00+00:00,27.0925530530249,27.712032065520123,26.444035269496556,26.66666030883789,1026700
2024-05-31 00:00:00+00:00,26.627943908747575,26.65698267990621,25.91167083590575,26.202051162719727,536600
2024-06-03 00:00:00+00:00,26.608583269568268,27.382933842285485,26.45371352426342,26.879606246948242,267500
2024-06-04 00:00:00+00:00,26.87960665849216,27.169986973836405,26.02782120008114,26.056859970092773,224000
2024-06-05 00:00:00+00:00,26.134294330315438,26.73441597541056,25.69872201966632,26.405317306518555,224000
2024-06-06 00:00:00+00:00,26.405316434537998,26.49243089379105,25.950384959284754,25.989103317260742,162300
2024-06-07 00:00:00+00:00,25.9600664144371,25.979425594816373,25.234113765951978,25.330907821655273,259600
2024-06-10 00:00:00+00:00,25.224433206989044,26.14397393156474,25.00180817975678,25.843914031982422,295300
2024-06-11 00:00:00+00:00,25.872953273135185,25.872953273135185,25.166359768864947,25.301870346069336,175800
2024-06-12 00:00:00+00:00,25.54385381289517,25.79551762462235,25.021168854841097,25.263153076171875,191000
2024-06-13 00:00:00+00:00,25.292191857289733,25.427704286591144,24.67271279600293,24.78886604309082,190900
2024-06-14 00:00:00+00:00,24.750145899898325,24.75982549030942,24.275857046913075,24.42104721069336,161300
2024-06-17 00:00:00+00:00,24.4113668205253,24.66303062438965,24.227460147318805,24.66303062438965,218900
2024-06-18 00:00:00+00:00,24.663030215633707,24.759824268776235,24.45976436560811,24.6436710357666,134000
2024-06-20 00:00:00+00:00,24.7114300714266,24.914695937131185,24.227461614575894,24.266178131103516,121400
2024-06-21 00:00:00+00:00,24.227458232066695,24.856616768894206,24.18873987475158,24.84693717956543,246000
2024-06-24 00:00:00+00:00,24.972770548020875,25.021168499315202,24.633994119925937,24.963092803955078,190400
2024-06-25 00:00:00+00:00,24.79854440442069,24.91469579955532,24.469445707884,24.633995056152344,155500
2024-06-26 00:00:00+00:00,24.585594791031195,25.021167097308435,24.421045458236787,24.614633560180664,148800
2024-06-27 00:00:00+00:00,24.73170875963708,24.87804985721983,24.48780631005649,24.721952438354492,127400
2024-06-28 00:00:00+00:00,24.760973716358208,24.995121685188114,24.507316828310206,24.653657913208008,379600
2024-07-01 00:00:00+00:00,24.780486353816432,24.956096400000728,24.42926812227569,24.57560920715332,200400
2024-07-02 00:00:00+00:00,24.478052395370096,24.546344790234446,24.22439359956808,24.312198638916016,208100
2024-07-03 00:00:00+00:00,24.312195520339262,24.741464339773927,24.312195520339262,24.439023971557617,89700
2024-07-05 00:00:00+00:00,24.35121966337408,24.409757591046624,23.746342630715237,23.863414764404297,205300
2024-07-08 00:00:00+00:00,24.07804963556536,24.429269751355267,23.980488285531724,24.11707305908203,190800
2024-07-09 00:00:00+00:00,24.126830888095125,24.204879600834484,23.336587439005598,23.35610008239746,162400
2024-07-10 00:00:00+00:00,23.55121831766885,23.81463339171353,23.46341329298729,23.775609970092773,141700
2024-07-11 00:00:00+00:00,23.960972652971815,24.868289931641687,23.960972652971815,24.71219253540039,170600
2024-07-12 00:00:00+00:00,25.04390504034076,25.102441110580973,24.71219754093269,24.897563934326172,209200
2024-07-15 00:00:00+00:00,25.102438204319597,25.37560960186075,24.91707369321501,25.014633178710938,168300
2024-07-16 00:00:00+00:00,25.199999327741175,25.51219414455365,25.03414559870606,25.4926815032959,299900
2024-07-17 00:00:00+00:00,25.473173881354274,25.502440986041922,24.878051274997187,25.053661346435547,177300
2024-07-18 00:00:00+00:00,25.063416219767085,25.648782470455114,24.907318801027344,25.190244674682617,211800
2024-07-19 00:00:00+00:00,25.200002492338978,25.200002492338978,24.35122109931631,24.66341781616211,329600
2024-07-22 00:00:00+00:00,24.858536503349193,25.814633631748478,24.70243908895045,25.3756103515625,345900
2024-07-23 00:00:00+00:00,25.239027231681288,25.697563183896474,25.05366084213554,25.541465759277344,122400
2024-07-24 00:00:00+00:00,25.365856140111863,26.048783780523042,25.24878213916236,25.678050994873047,440300
2024-07-25 00:00:00+00:00,25.707318052640648,25.8243901840744,24.936585433918538,25.600000381469727,212000
2024-07-26 00:00:00+00:00,25.658536208312533,26.0682923861719,25.57073118014067,26.0,194700
2024-07-29 00:00:00+00:00,26.000000970887104,26.34146477532545,25.736585876535123,26.117074966430664,233700
2024-07-30 00:00:00+00:00,26.32195189439828,26.448782210158395,26.048782341982058,26.204879760742188,170400
2024-07-31 00:00:00+00:00,26.351220384142575,26.93658662437577,25.921951559861164,26.458538055419922,161300
2024-08-01 00:00:00+00:00,26.604879118190873,26.643902541717775,25.521951668106656,25.83414649963379,136800
2024-08-02 00:00:00+00:00,25.287807274093176,25.65853819668185,24.58536885511185,24.82927131652832,165600
2024-08-05 00:00:00+00:00,23.21951087343404,24.429268578442787,23.053657144588318,24.321950912475586,249800
2024-08-06 00:00:00+00:00,24.30244088965965,24.419514888858497,23.775612545335058,24.136587142944336,139900
2024-08-07 00:00:00+00:00,24.370732068053062,24.458537097876814,23.834147428755017,23.873170852661133,152500
2024-08-08 00:00:00+00:00,24.17561221325597,24.17561221325597,23.804879436467633,23.91219711303711,138400
2024-08-09 00:00:00+00:00,24.11707305371426,24.643903227281864,23.931708535602382,24.351219177246094,206200
2024-08-12 00:00:00+00:00,24.5073166057401,24.81951141357422,24.31219392042986,24.81951141357422,124900
2024-08-13 00:00:00+00:00,24.96585182866376,25.36585164809441,24.72194940897054,25.239023208618164,132900
2024-08-14 00:00:00+00:00,25.30731865599216,25.678049560099264,25.297562334722496,25.502439498901367,116100
2024-08-15 00:00:00+00:00,26.136584797663588,26.643900428239306,26.019510814713602,26.6243896484375,174600
2024-08-16 00:00:00+00:00,26.614632898227466,27.434145183156623,26.419510216738505,27.112194061279297,206700
2024-08-19 00:00:00+00:00,27.141462332814033,27.482926109749243,27.141462332814033,27.375608444213867,208500
2024-08-20 00:00:00+00:00,27.317074768412297,27.336587411274177,26.848782504695386,27.043903350830078,158900
2024-08-21 00:00:00+00:00,27.278047162151083,28.0780487039799,27.01463394923635,28.0,185500
2024-08-22 00:00:00+00:00,28.00975634024669,28.039025304014622,27.38536666648824,27.531707763671875,194900
2024-08-23 00:00:00+00:00,27.834145533062184,28.47804778902205,27.834145533062184,28.029266357421875,154900
2024-08-26 00:00:00+00:00,28.263415365674195,28.321953293738733,27.804879427470144,28.146343231201172,218900
2024-08-27 00:00:00+00:00,27.92195414644007,28.097562352700937,27.317075233225715,27.726831436157227,138100
2024-08-28 00:00:00+00:00,27.541462920913833,27.775609038677285,26.770732182545952,27.190244674682617,356600
2024-08-29 00:00:00+00:00,29.785366743686325,33.95121901878155,29.67804907425752,31.473169326782227,1200000
2024-08-30 00:00:00+00:00,31.463413105987442,33.17073009623482,31.219510678809243,32.565853118896484,613400
2024-09-03 00:00:00+00:00,32.253659508994375,32.81951122582454,31.941464688331695,32.67317199707031,444000
2024-09-04 00:00:00+00:00,32.36097015261152,33.512189831954664,32.078046183894145,32.80975341796875,280700
2024-09-05 00:00:00+00:00,32.65366201029753,33.024391063939646,31.91219645970104,31.94146728515625,245700
2024-09-06 00:00:00+00:00,31.70731881101293,32.57561094606493,30.507319191841017,30.55609893798828,304300
2024-09-09 00:00:00+00:00,30.702437181410208,30.82926748692059,30.039024135707088,30.439023971557617,253400
2024-09-10 00:00:00+00:00,30.497563920743136,30.497563920743136,29.0243928342595,29.19024658203125,437100
2024-09-11 00:00:00+00:00,29.08292821686554,29.336586993397155,28.604879628304133,29.063417434692383,260800
2024-09-12 00:00:00+00:00,30.26341604986923,31.35609796962577,29.521952388191874,30.5073184967041,478600
2024-09-13 00:00:00+00:00,30.51707553487391,31.170734182182155,30.029270629743223,30.165855407714844,316100
2024-09-16 00:00:00+00:00,30.126830135190975,30.614635040533514,29.726830261676334,29.93170928955078,288100
2024-09-17 00:00:00+00:00,30.107318830003095,31.385365277930834,29.746342387558308,31.356098175048828,240800
2024-09-18 00:00:00+00:00,31.346340829167822,32.49756057753155,31.209754205255418,31.31707000732422,254500
2024-09-19 00:00:00+00:00,32.13658411941068,32.34146499724478,31.668291881722215,32.02927017211914,302100
2024-09-20 00:00:00+00:00,32.00975440519426,32.74146165295557,31.336581355394316,31.92194938659668,974500
2024-09-23 00:00:00+00:00,31.746345013190385,31.765857656543886,31.131709773351748,31.687807083129883,241700
2024-09-24 00:00:00+00:00,31.78536693619369,31.78536693619369,31.170731761399153,31.51219367980957,280000
2024-09-25 00:00:00+00:00,31.570732787616105,31.834147872406437,30.126828912188348,30.292682647705078,225600
2024-09-26 00:00:00+00:00,30.83274650831335,31.078230161839556,30.1650306710594,30.55780601501465,175700
2024-09-27 00:00:00+00:00,30.822927815055845,32.15835952758789,30.636361581545753,32.15835952758789,312800
2024-09-30 00:00:00+00:00,32.27618651242599,34.02403249913903,32.23691197855627,33.749088287353516,337300
2024-10-01 00:00:00+00:00,33.42505525608827,33.7883700154983,31.657573694939984,32.069984436035156,436900
2024-10-02 00:00:00+00:00,31.971796523619247,32.13872363165573,31.490646852261328,32.09944534301758,163600
2024-10-03 00:00:00+00:00,31.97179172785809,33.110835707021735,31.57901639196033,33.08137512207031,164300
2024-10-04 00:00:00+00:00,33.59198202224571,35.182718783296146,33.552703738959295,34.89795684814453,268500
2024-10-07 00:00:00+00:00,34.515003708475966,34.80958334802624,34.141867500627846,34.573917388916016,207800
2024-10-08 00:00:00+00:00,34.60337828210758,35.06488501471275,34.27933805367731,35.01578903198242,330900
2024-10-09 00:00:00+00:00,34.6524745060874,34.858679882460414,33.346499630824816,33.5330696105957,213400
2024-10-10 00:00:00+00:00,33.49379403820202,33.77855600717762,32.688607864106906,33.690181732177734,162400
2024-10-11 00:00:00+00:00,33.719634751719546,34.603377401509256,33.719634751719546,34.37752914428711,169300
2024-10-14 00:00:00+00:00,34.51500507206009,35.51657513694335,34.249882262255646,35.13362121582031,221600
2024-10-15 00:00:00+00:00,35.015788015878705,36.52796821310543,35.015788015878705,36.13519287109375,261000
2024-10-16 00:00:00+00:00,36.4886937751361,37.28406224092779,36.12537898024622,36.82255172729492,343200
2024-10-17 00:00:00+00:00,36.75381385854807,37.08767178583121,36.341399362123774,37.077850341796875,214300
2024-10-18 00:00:00+00:00,37.136763331044676,37.991045316564836,36.98947165439713,37.9517707824707,200700
2024-10-21 00:00:00+00:00,38.01068590770498,38.01068590770498,36.223565308680435,36.4788703918457,194000
2024-10-22 00:00:00+00:00,36.26284567403794,36.3610376373395,35.958444594549825,36.02717971801758,108300
2024-10-23 00:00:00+00:00,36.10573794119708,36.65562269994167,35.7522408638458,36.06645965576172,167900
2024-10-24 00:00:00+00:00,36.3315789678116,36.67525456784252,36.05663848778686,36.64579772949219,133100
2024-10-25 00:00:00+00:00,36.84218731229771,36.969839861441244,36.272663435952154,36.43959426879883,105600
2024-10-28 00:00:00+00:00,36.6752565911754,38.3641853377222,36.51814720166756,38.0892448425293,247700
2024-10-29 00:00:00+00:00,37.735749388432275,38.0696073235923,37.03857667688098,37.44116973876953,127100
2024-10-30 00:00:00+00:00,37.40189171833313,38.61949235689379,37.40189171833313,38.29545211791992,195000
2024-10-31 00:00:00+00:00,38.40346356226047,38.7078608969589,37.38225065914431,37.40188980102539,149400
2024-11-01 00:00:00+00:00,37.735752662781,37.804487795473705,36.734178770393875,37.38225555419922,192200
2024-11-04 00:00:00+00:00,37.22514203604485,38.07942412364629,36.98947607440477,37.077850341796875,165700
2024-11-05 00:00:00+00:00,36.773454390384686,37.60809736723933,36.773454390384686,37.08767318725586,200600
2024-11-06 00:00:00+00:00,38.92388718544889,39.405036790569795,37.313515030812816,37.617916107177734,399700
2024-11-07 00:00:00+00:00,37.56882019160018,37.99105241471009,36.5181503561733,36.930564880371094,209500
2024-11-08 00:00:00+00:00,36.901104413438205,37.126948924070774,36.08609688978811,36.13519287109375,262600
2024-11-11 00:00:00+00:00,36.704716623081865,39.03190059060825,36.68507748146681,38.305267333984375,327500
2024-11-12 00:00:00+00:00,38.29545295665646,38.87479457429364,36.56724954829572,36.59670639038086,266100
2024-11-13 00:00:00+00:00,37.1564085853458,37.667015070423005,35.97808621561252,36.017364501953125,208200
2024-11-14 00:00:00+00:00,36.11555486859627,36.76363158130933,35.81115752742981,36.390499114990234,183100
2024-11-15 00:00:00+00:00,36.61634018898316,36.72435358857392,35.59512736021258,35.62458419799805,119500
2024-11-18 00:00:00+00:00,35.87007145647013,36.77345327952281,35.801336330842396,36.41995620727539,158900
2024-11-19 00:00:00+00:00,35.948629373748844,36.253026728429646,35.614771431420806,36.017364501953125,209900
2024-11-20 00:00:00+00:00,35.958440747809576,36.1155501197549,34.55427409726821,35.61476516723633,239100
2024-11-21 00:00:00+00:00,35.42820037635152,36.105733867644545,34.98632907951561,36.0369987487793,229500
2024-11-22 00:00:00+00:00,36.23338735240842,37.63755409573926,36.23338735240842,37.50008010864258,217900
2024-11-25 00:00:00+00:00,38.30526700802941,39.179191946437975,37.70629004989193,37.72592544555664,334400
2024-11-26 00:00:00+00:00,37.23496005002301,37.6473745499443,36.07628061163324,37.244781494140625,207200
2024-11-27 00:00:00+00:00,37.521176406468854,38.103588950079846,37.244778509717506,37.649505615234375,256300
2024-11-29 00:00:00+00:00,37.787705786494826,38.54780379279822,37.32375269702476,37.50143814086914,112400
2024-12-02 00:00:00+00:00,37.412593834571794,38.80446057531632,36.84992454143926,38.27140426635742,216200
2024-12-03 00:00:00+00:00,37.9357770172348,38.478703071127335,37.27439149418689,37.649505615234375,228700
2024-12-04 00:00:00+00:00,37.4816948964687,38.24179290279436,37.136193748699384,37.432334899902344,417100
2024-12-05 00:00:00+00:00,39.554685638566276,46.40543348239552,39.554685638566276,45.89212417602539,1205200
2024-12-06 00:00:00+00:00,45.980972049985674,46.01058503792385,40.127232943713075,40.49247360229492,682800
2024-12-09 00:00:00+00:00,40.67015330997687,42.05214652582631,39.14995738346754,40.02851104736328,530200
2024-12-10 00:00:00+00:00,40.23581437874396,41.18347139652286,39.59417580340829,40.80835723876953,292800
2024-12-11 00:00:00+00:00,40.9169418595875,42.53585038650849,40.88732510756098,41.95343780517578,510800
2024-12-12 00:00:00+00:00,41.815236744770694,41.815236744770694,40.63066839554464,40.976165771484375,312400
2024-12-13 00:00:00+00:00,41.173598684348526,42.07189571965373,40.40363087284103,40.49247360229492,202800
2024-12-16 00:00:00+00:00,40.56157055788009,43.43414694376245,40.48259757411192,42.57533645629883,263800
2024-12-17 00:00:00+00:00,42.65430708750589,43.58222084932672,42.09163773925419,42.87147903442383,212800
2024-12-18 00:00:00+00:00,43.128131714645505,43.838873496683625,42.545719146728516,42.545719146728516,445700
2024-12-19 00:00:00+00:00,42.60494641728502,43.236715180015956,41.08475047843943,42.19034957885742,295200
2024-12-20 00:00:00+00:00,41.19334047280314,43.75003252361853,41.19334047280314,43.216976165771484,386000
2024-12-23 00:00:00+00:00,43.14787657931757,44.14488981271295,42.733279701331604,43.35517501831055,188800
2024-12-24 00:00:00+00:00,43.75003052535858,45.783539631503444,43.65131806314262,45.32945251464844,159200
2024-12-26 00:00:00+00:00,45.24061332322987,47.60974629486839,45.033311128629784,47.3234748840332,310300
2024-12-27 00:00:00+00:00,46.96810583177948,47.3432161833447,45.54662234159084,46.06980514526367,347200
2024-12-30 00:00:00+00:00,45.79340780739393,46.306720877790674,45.19125201778162,46.099422454833984,287200
2024-12-31 00:00:00+00:00,46.47453644676343,46.63247863985667,44.88524101059078,45.44791030883789,379400
2025-01-02 00:00:00+00:00,45.3195863666702,45.58611455454496,42.654308253561965,43.51312255859375,311800
2025-01-03 00:00:00+00:00,43.7302881199891,44.875370025634766,43.226848527992445,44.875370025634766,249200
2025-01-06 00:00:00+00:00,45.092542797061924,46.326467449421024,44.46077397755634,46.000709533691406,360000
2025-01-07 00:00:00+00:00,45.80328537710858,46.06980979276694,44.96421433991845,45.6848258972168,388300
2025-01-08 00:00:00+00:00,45.13202888624304,45.13202888624304,40.97616783236222,41.95343780517578,526100
2025-01-10 00:00:00+00:00,41.716522477609836,42.05215012955407,40.89719847664074,41.37102508544922,413700
2025-01-13 00:00:00+00:00,40.50233863302285,41.469735038111004,40.29504021028373,41.01565170288086,494900
2025-01-14 00:00:00+00:00,41.104497188606814,41.57832380060457,38.26153375098111,38.65639114379883,336600
2025-01-15 00:00:00+00:00,39.28816155606924,39.515203248190396,38.577423492014994,38.745235443115234,263300
2025-01-16 00:00:00+00:00,38.399736442866974,38.784720329446415,37.81732386004088,37.9357795715332,230600
2025-01-17 00:00:00+00:00,38.07397750911256,38.893305258610546,37.76796284984721,38.59716033935547,201700
2025-01-21 00:00:00+00:00,38.85381921635912,39.68301671545114,38.68600350913238,39.5546875,260100
2025-01-22 00:00:00+00:00,39.82121555880744,41.094626672688605,39.76198582131095,40.551700592041016,268800
2025-01-23 00:00:00+00:00,40.295040874323384,42.54571810832699,40.27529762912207,41.62767791748047,300300
2025-01-24 00:00:00+00:00,41.50922402641732,42.49636373580008,41.50922402641732,42.160736083984375,209900
