"('date', '')","('open', 'ADP')","('high', 'ADP')","('low', 'ADP')","('close', 'ADP')","('volume', 'ADP')"
2024-03-14 00:00:00+00:00,237.13682315509982,237.40815664857402,234.73356251780496,235.7220001220703,1867500
2024-03-15 00:00:00+00:00,235.46037178101463,236.28407231879203,231.43880982967246,234.59791564941406,11912100
2024-03-18 00:00:00+00:00,236.0708681771015,236.72013154487666,234.20058925767626,234.36534118652344,2001900
2024-03-19 00:00:00+00:00,235.06304868236072,236.75889038897495,233.82264800188196,236.57476806640625,1864200
2024-03-20 00:00:00+00:00,237.42752661329914,240.19901710859543,236.56507055636598,240.0536651611328,2105100
2024-03-21 00:00:00+00:00,240.78047966043232,242.77672547610703,239.76297156204987,241.24562072753906,1858000
2024-03-22 00:00:00+00:00,243.45504772676438,243.45504772676438,239.3172043291008,239.94708251953125,1612600
2024-03-25 00:00:00+00:00,239.76295875814742,240.08274784550832,236.49725668767186,236.64260864257812,1069600
2024-03-26 00:00:00+00:00,236.02240861614362,237.66010959654335,235.86735667782452,237.48568725585938,1072900
2024-03-27 00:00:00+00:00,239.30750874423532,241.710754772127,239.23968275914996,240.64480590820312,1149200
2024-03-28 00:00:00+00:00,241.9045730703198,243.29031100631406,241.32313567308594,242.01116943359375,1302000
2024-04-01 00:00:00+00:00,242.63134932020847,242.85422723626573,237.43722776463366,237.71824645996094,1535500
2024-04-02 00:00:00+00:00,232.6792099334692,241.03243823882568,232.30128002789567,239.9955596923828,2297400
2024-04-03 00:00:00+00:00,240.1505920308601,240.72232944371194,237.16590862627837,237.54383850097656,2370100
2024-04-04 00:00:00+00:00,239.90830446972774,239.9567452594055,233.92923828153363,234.01646423339844,1690600
2024-04-05 00:00:00+00:00,234.46223055917534,238.30936985766363,233.8032820097291,237.27249145507812,1420100
2024-04-08 00:00:00+00:00,236.80734213830112,239.355954809881,236.71044576537898,239.00709533691406,905600
2024-04-09 00:00:00+00:00,240.61572522915858,242.36002258876485,238.95863904089094,242.27279663085938,1158700
2024-04-10 00:00:00+00:00,240.65449750979096,241.09056818329142,236.76860225614598,238.18341064453125,1263200
2024-04-11 00:00:00+00:00,238.90050575947407,239.13308367691153,235.45068131027216,236.85580444335938,1099200
2024-04-12 00:00:00+00:00,235.41192545165552,236.6426263125034,234.69483603848397,236.303466796875,1226400
2024-04-15 00:00:00+00:00,239.4334787321351,239.6660566409793,235.5960245623227,236.5263214111328,1383600
2024-04-16 00:00:00+00:00,237.42754338908605,237.93145482017172,235.8964386925097,236.65231323242188,1457700
2024-04-17 00:00:00+00:00,237.4953697310809,237.4953697310809,234.53975688202647,235.38282775878906,1126100
2024-04-18 00:00:00+00:00,236.93332339999787,237.41784962371975,234.190903199344,234.50100708007812,1454200
2024-04-19 00:00:00+00:00,236.26467759655134,236.72013343507874,234.946765661219,235.7801513671875,1638700
2024-04-22 00:00:00+00:00,237.51475647607526,239.91800236191736,236.3712669198125,238.6873016357422,1329000
2024-04-23 00:00:00+00:00,239.12338650219465,240.41222808501087,238.31907116314838,239.20091247558594,1661800
2024-04-24 00:00:00+00:00,237.06899281788637,239.22029045833608,236.75890372023107,238.97802734375,1455800
2024-04-25 00:00:00+00:00,241.84641959229148,242.55382371875623,236.84610555558487,238.71636962890625,1224500
2024-04-26 00:00:00+00:00,236.54571502927192,239.0749425801333,235.44099579938805,235.54759216308594,1555500
2024-04-29 00:00:00+00:00,236.49727127438143,237.36941263074524,235.65418552422383,236.40036010742188,1153500
2024-04-30 00:00:00+00:00,236.63292212180346,236.92364081656223,234.32657253970203,234.4040985107422,1944900
2024-05-01 00:00:00+00:00,241.9627151679025,245.86799546438067,236.95271563992924,239.67575073242188,2782400
2024-05-02 00:00:00+00:00,238.39658903337244,239.31720069449753,233.57071194969527,234.53976440429688,1781100
2024-05-03 00:00:00+00:00,235.49913252015455,236.12901070332603,231.91364138230836,234.4040985107422,1491500
2024-05-06 00:00:00+00:00,234.78202782612271,236.15808053907514,233.63855302574407,235.22779846191406,1108800
2024-05-07 00:00:00+00:00,235.53790334289846,237.640745538674,234.6076212033963,237.53414916992188,1202500
2024-05-08 00:00:00+00:00,237.46631695736227,237.46631695736227,233.7160737452623,235.42161560058594,1133500
2024-05-09 00:00:00+00:00,236.29373038499176,237.84422011808118,235.27622242181218,237.5631866455078,1020200
2024-05-10 00:00:00+00:00,237.88299400968094,239.55946541370585,237.47599375040855,239.2202911376953,757900
2024-05-13 00:00:00+00:00,239.84049162241382,242.0887005000228,239.13308744392805,240.13121032714844,950000
2024-05-14 00:00:00+00:00,241.37158378077646,241.7010580619433,236.93332182656965,237.90237426757812,1279000
2024-05-15 00:00:00+00:00,238.83267951658158,240.56727694090168,238.3869088719509,238.9877166748047,1053800
2024-05-16 00:00:00+00:00,238.7357523263368,242.5247507983282,238.41596325663912,242.3212432861328,1032000
2024-05-17 00:00:00+00:00,242.32124298547376,244.57913687242905,241.52662769924993,244.52099609375,1291500
2024-05-20 00:00:00+00:00,244.62760000895017,244.8407927284049,242.83484708259894,243.98802185058594,772900
2024-05-21 00:00:00+00:00,245.17028455214933,245.17028455214933,243.32909070136506,244.33689880371094,917400
2024-05-22 00:00:00+00:00,244.49195042916438,246.75952974635769,243.9202129989141,246.15872192382812,1272800
2024-05-23 00:00:00+00:00,246.4881764724076,246.4881764724076,243.29030049886876,243.70700073242188,1096100
2024-05-24 00:00:00+00:00,243.81361236537373,245.16059473482733,240.65449178500137,241.19715881347656,973900
2024-05-28 00:00:00+00:00,240.61572424490427,240.77077618436098,234.423479733557,235.7704620361328,1483500
2024-05-29 00:00:00+00:00,233.9583320662668,235.218103241751,232.20434945143367,232.65980529785156,1565600
2024-05-30 00:00:00+00:00,233.2218440931601,234.3071780716082,232.107439725044,233.4544219970703,1562200
2024-05-31 00:00:00+00:00,234.04554446130243,237.43722792902238,233.07649204195386,237.34031677246094,2721000
2024-06-03 00:00:00+00:00,236.6135526473433,237.93146466942224,234.55916603131985,236.46820068359375,1113300
2024-06-04 00:00:00+00:00,236.95270377699538,239.80172028047102,236.38095160682423,238.06710815429688,911700
2024-06-05 00:00:00+00:00,237.5535130883665,239.26874003685063,235.82860093870596,238.1737060546875,1298300
2024-06-06 00:00:00+00:00,238.68729839455975,241.81733356030193,238.60977242683478,240.29592895507812,1614300
2024-06-07 00:00:00+00:00,241.18747947027393,245.26719705780505,240.26688253985137,244.51133728027344,1650200
2024-06-10 00:00:00+00:00,243.50348991336372,244.38533116071346,236.14838562458462,239.22996520996094,2339700
2024-06-11 00:00:00+00:00,239.17183727800276,240.25717131053736,236.17746870044888,238.94895935058594,1478200
2024-06-12 00:00:00+00:00,238.34815652813506,239.2687534347057,236.48756273842142,238.5128936767578,1764500
2024-06-13 00:00:00+00:00,236.71044921875,238.4256614315078,235.11150378325488,236.71044921875,1368700
2024-06-14 00:00:00+00:00,236.81765206144604,237.47065805389414,234.81964021696288,236.46678161621094,1106900
2024-06-17 00:00:00+00:00,234.71244901619102,239.72209027519943,233.95221730961327,238.74745178222656,1347800
2024-06-18 00:00:00+00:00,238.9228924967129,239.32249786968066,237.33422690825336,238.21141052246094,1004800
2024-06-20 00:00:00+00:00,238.55250134411835,240.6479829318535,237.72406758582514,239.8195343017578,1954200
2024-06-21 00:00:00+00:00,240.65770279434972,242.28534707585567,240.22885953516467,241.6810760498047,3022800
2024-06-24 00:00:00+00:00,241.9637203501881,244.3905752851333,240.90136807869945,242.8798828125,1303100
2024-06-25 00:00:00+00:00,244.02998408098293,244.02998408098293,240.18990614222975,242.10018920898438,1408300
2024-06-26 00:00:00+00:00,240.35560060177005,241.39845606135796,231.1940046687151,231.98345947265625,3146300
2024-06-27 00:00:00+00:00,231.83725924372663,233.22124415303477,230.24860857409033,231.28172302246094,2066800
2024-06-28 00:00:00+00:00,232.21734184282752,235.02430521813264,231.44738404374692,232.63644409179688,2595000
2024-07-01 00:00:00+00:00,233.23099672380587,235.2874845598453,229.11802105172706,229.69305419921875,2124700
2024-07-02 00:00:00+00:00,230.59945466428195,230.87235223041418,228.06538883956597,230.62869262695312,1278100
2024-07-03 00:00:00+00:00,229.9659366246408,231.5448610080762,228.776876539746,230.90159606933594,815700
2024-07-05 00:00:00+00:00,229.76127334265033,230.52149014319738,227.8217374751096,229.58583068847656,1847300
2024-07-08 00:00:00+00:00,229.50786348551094,230.43376706061161,227.11026116985246,227.5196075439453,1448800
2024-07-09 00:00:00+00:00,227.2077140517985,229.04003912376547,226.99329239989584,228.7574005126953,1458700
2024-07-10 00:00:00+00:00,227.9191987427925,228.46499387437828,225.40462985358482,228.21157836914062,1687000
2024-07-11 00:00:00+00:00,227.9581916974677,232.17837806725584,227.22721284322316,229.65406799316406,1882300
2024-07-12 00:00:00+00:00,230.2875831321804,233.39668232048447,230.00494451133605,231.98345947265625,1312700
2024-07-15 00:00:00+00:00,232.14911408955862,236.60320367565194,232.14911408955862,236.4862518310547,1268300
2024-07-16 00:00:00+00:00,236.92484354306887,240.31659586066695,236.60321108854828,239.5856170654297,1252800
2024-07-17 00:00:00+00:00,240.53101750327895,243.6888514478806,240.53101750327895,242.9286346435547,1896800
2024-07-18 00:00:00+00:00,241.91500365342756,245.3944550058733,240.8428954653901,241.1255340576172,1225800
2024-07-19 00:00:00+00:00,241.9344904695245,242.55825846251656,238.44528314654303,240.70645141601562,1424500
2024-07-22 00:00:00+00:00,242.85065826152004,242.85065826152004,239.69282436270396,241.70059204101562,1421300
2024-07-23 00:00:00+00:00,240.6577271620339,242.53878712632476,239.77080259271435,242.0514678955078,765400
2024-07-24 00:00:00+00:00,243.32823238511222,243.32823238511222,239.56612747545483,240.83316040039062,1853200
2024-07-25 00:00:00+00:00,242.74345848234148,247.8993043916926,241.69084713484557,243.25027465820312,1476200
2024-07-26 00:00:00+00:00,243.24053150406496,247.03187457943437,243.16255864139737,246.26190185546875,1449500
2024-07-29 00:00:00+00:00,248.0454879431295,249.6341533910938,246.22291878283858,248.73748779296875,2120000
2024-07-30 00:00:00+00:00,249.64389519443213,252.187687153134,249.4781935784889,251.2032928466797,1762400
2024-07-31 00:00:00+00:00,253.51319688479649,262.65531044657604,252.43136246544663,255.9595489501953,3046500
2024-08-01 00:00:00+00:00,253.776368676383,257.109615575527,252.22669708381875,254.6730194091797,2282000
2024-08-02 00:00:00+00:00,255.35526077927065,257.25581755655776,252.88942681721494,256.8367004394531,2310600
2024-08-05 00:00:00+00:00,260.66708288396893,261.67095936525146,250.11173110403402,251.59320068359375,2295700
2024-08-06 00:00:00+00:00,251.20328446451992,256.32013591717754,249.9655044398597,252.88941955566406,1847500
2024-08-07 00:00:00+00:00,252.7529746786728,258.4838534902592,252.09998357739624,252.34364318847656,2011700
2024-08-08 00:00:00+00:00,251.95379280448486,256.69052134900267,251.95379280448486,256.125244140625,1968000
2024-08-09 00:00:00+00:00,254.9362007316364,255.8523633052511,253.33777930750634,255.5307159423828,1462300
2024-08-12 00:00:00+00:00,254.36118303874179,255.1018881214319,252.07077646553563,252.54833984375,1257100
2024-08-13 00:00:00+00:00,253.18183741704513,255.37477408517722,252.50933445932938,255.267578125,1104500
2024-08-14 00:00:00+00:00,254.29288670927508,256.7100004417206,253.7568177890774,256.1544494628906,1047600
2024-08-15 00:00:00+00:00,256.8172598280177,257.9576000271552,255.2188383172415,256.97320556640625,1169500
2024-08-16 00:00:00+00:00,257.0023930340763,257.82108569204206,255.55991754512573,257.3922424316406,1013200
2024-08-19 00:00:00+00:00,257.91856725589923,259.1368652686761,256.2129500380115,257.93804931640625,998100
2024-08-20 00:00:00+00:00,257.1778507138661,258.2791969541949,256.73928124444706,257.83087158203125,913300
2024-08-21 00:00:00+00:00,259.04916245183085,261.3103010550389,258.0160480723327,261.0569152832031,1305100
2024-08-22 00:00:00+00:00,262.10946606117113,262.7429749958028,260.4720808857416,262.5480651855469,1137600
2024-08-23 00:00:00+00:00,263.7371812141342,264.1172747583736,261.3980547879959,262.7625427246094,1206700
2024-08-26 00:00:00+00:00,263.68844149849934,264.9749714921957,263.2595981672672,264.4681701660156,792600
2024-08-27 00:00:00+00:00,264.39991927878754,268.1230453209309,263.8833620866078,267.71368408203125,1260000
2024-08-28 00:00:00+00:00,268.79557619602446,269.75070294680233,264.9165040281061,265.7644348144531,1369500
2024-08-29 00:00:00+00:00,267.5772505263326,268.2887175646025,264.7897690704154,266.4271545410156,850400
2024-08-30 00:00:00+00:00,266.92423527967355,269.7214429532775,265.3940457303538,268.9125061035156,1548100
2024-09-03 00:00:00+00:00,266.07629882175894,270.9689731693183,266.07629882175894,268.5616149902344,1589900
2024-09-04 00:00:00+00:00,269.00023762506225,271.1931743448318,266.73906906887845,268.2400207519531,1374400
2024-09-05 00:00:00+00:00,267.8306357829702,267.9670994437262,262.1972266976315,263.3180847167969,1856300
2024-09-06 00:00:00+00:00,264.16598620511525,264.6045556156122,260.9984115736957,262.7235107421875,2814500
2024-09-09 00:00:00+00:00,262.8600112463181,269.12692956507647,262.8600112463181,268.6006164550781,1784400
2024-09-10 00:00:00+00:00,270.0236090907724,272.4894435303375,268.4836932078779,272.1775817871094,1354300
2024-09-11 00:00:00+00:00,270.2769863644881,270.8032994560372,263.8443666416145,270.44268798828125,1556000
2024-09-12 00:00:00+00:00,270.5400838960151,271.9338392581438,266.9534221213796,271.33929443359375,1499000
2024-09-13 00:00:00+00:00,271.12383544354606,272.98500183853884,270.193237299083,271.83892822265625,1183100
2024-09-16 00:00:00+00:00,273.327852244289,274.0625255413539,271.30995197986516,272.9066467285156,1699400
2024-09-17 00:00:00+00:00,272.3874606262539,275.7865500497144,272.3874606262539,273.7000732421875,2163300
2024-09-18 00:00:00+00:00,273.7393035628677,275.39476991148734,269.80143525467724,270.2716369628906,1521100
2024-09-19 00:00:00+00:00,273.71966068400354,273.9939375077875,270.85934950653296,272.0152282714844,1559300
2024-09-20 00:00:00+00:00,271.12381707974623,272.3286919808738,268.69448675248816,270.7613830566406,3271500
2024-09-23 00:00:00+00:00,271.22179356527363,272.1621670110334,269.644679349743,271.907470703125,1435000
2024-09-24 00:00:00+00:00,271.7899449862566,272.27972721316604,269.38022480016417,270.9867248535156,1436900
2024-09-25 00:00:00+00:00,270.7124242897904,271.3295546928175,269.3410400019165,269.6251220703125,1076300
2024-09-26 00:00:00+00:00,270.281378910343,271.10420928666935,268.0381684249968,268.8218078613281,1333800
2024-09-27 00:00:00+00:00,269.1842746660925,270.5654640035076,267.13698873719454,267.30352783203125,1581300
2024-09-30 00:00:00+00:00,267.9206611432887,271.3785221831631,266.61782378699536,271.0748596191406,1987800
2024-10-01 00:00:00+00:00,272.49521789423994,275.43391109722484,267.86189740965085,274.35638427734375,1909900
2024-10-02 00:00:00+00:00,274.3564032616499,277.96122322613894,272.9850189841496,277.7554931640625,1297900
2024-10-03 00:00:00+00:00,277.01102965626427,279.8321799582426,276.34490313378956,278.8036193847656,1489500
2024-10-04 00:00:00+00:00,279.8615536988364,280.44926840827844,276.89347484042486,279.33258056640625,1076700
2024-10-07 00:00:00+00:00,277.7652809486047,279.0975040874074,275.5220700855368,276.3547058105469,1443300
2024-10-08 00:00:00+00:00,277.26571783132056,280.2631827888748,276.22738186008604,279.5873107910156,1176000
2024-10-09 00:00:00+00:00,279.988894279789,282.4084196730057,278.77424392485636,281.8892517089844,1253300
2024-10-10 00:00:00+00:00,281.6247533496634,281.7129105547445,279.88112998555147,281.04681396484375,864500
2024-10-11 00:00:00+00:00,281.07625917690353,282.60437750953014,280.801982293969,282.46722412109375,952200
2024-10-14 00:00:00+00:00,283.0843190755375,285.8075070338119,282.53576537847033,285.0532531738281,969700
2024-10-15 00:00:00+00:00,285.73893442110426,288.1682348903234,283.96592532938604,284.11285400390625,1532000
2024-10-16 00:00:00+00:00,283.20183527117,285.2099601278068,281.9088330467694,284.7593688964844,1242100
2024-10-17 00:00:00+00:00,286.0719731950174,286.84580748638353,284.0638483969596,285.99359130859375,2299200
2024-10-18 00:00:00+00:00,286.59114082804206,286.77726044071443,284.30873921745194,286.3168640136719,2738200
2024-10-21 00:00:00+00:00,285.76833788641534,286.0230043067405,283.2704306888625,284.965087890625,1044300
2024-10-22 00:00:00+00:00,284.2206074649745,285.8173022356424,282.52598016849385,285.38629150390625,983100
2024-10-23 00:00:00+00:00,283.7993862356419,286.46380247802523,283.44672752286164,284.11285400390625,1183700
2024-10-24 00:00:00+00:00,284.1129002406672,285.28835972205604,282.85905885749054,283.5153503417969,1261700
2024-10-25 00:00:00+00:00,284.4361323947386,284.90633410550095,281.72274955534857,282.07537841796875,1691500
2024-10-28 00:00:00+00:00,282.6141312396116,283.2802278491238,280.19460600470944,280.58642578125,1591800
2024-10-29 00:00:00+00:00,279.6068660536705,283.740629037034,278.5783353863655,282.0655822753906,2583000
2024-10-30 00:00:00+00:00,280.3513541504344,286.8850322121596,279.76360950876943,286.796875,2012600
2024-10-31 00:00:00+00:00,285.55282340101786,286.56177352168197,283.03533575734485,283.3291931152344,2215700
2024-11-01 00:00:00+00:00,282.12438432845187,283.45657771408287,280.14564488446825,282.2908935546875,2037000
2024-11-04 00:00:00+00:00,284.07367680297557,286.27769670920554,283.07453187396726,283.9365234375,1184300
2024-11-05 00:00:00+00:00,283.6622442126329,285.7487211559961,282.54555634772186,285.22955322265625,897600
2024-11-06 00:00:00+00:00,293.46768961956184,300.44218323645475,290.6759251520425,298.9434509277344,2869300
2024-11-07 00:00:00+00:00,298.767137419195,299.932821428837,296.85697491090906,298.6202087402344,1299400
2024-11-08 00:00:00+00:00,299.4136426999236,300.6479033465351,297.91491044072325,298.5026550292969,1552200
2024-11-11 00:00:00+00:00,299.5312082813841,302.23481565683835,298.89449738476986,300.5107727050781,1340200
2024-11-12 00:00:00+00:00,301.0789278919026,302.89112818076865,300.55975990693474,301.6177062988281,1711200
2024-11-13 00:00:00+00:00,300.43239442271795,303.0478144645812,300.40300868833515,301.2160339355469,1637800
2024-11-14 00:00:00+00:00,300.8339988161471,301.4315486256878,295.240694643146,295.8186340332031,1505800
2024-11-15 00:00:00+00:00,295.7598348577282,295.7794452753749,290.99916682256355,291.5575256347656,1457700
2024-11-18 00:00:00+00:00,291.5575686115502,293.71259240136055,290.8816667695547,291.8024597167969,1075900
2024-11-19 00:00:00+00:00,290.32329645564045,292.97790756179785,289.0302642962534,291.4595947265625,1741700
2024-11-20 00:00:00+00:00,290.42126214095305,294.4766431851177,289.1184247570214,292.4881286621094,2159300
2024-11-21 00:00:00+00:00,293.86933062128327,298.7279618505869,292.7036465516374,298.345947265625,1810600
2024-11-22 00:00:00+00:00,299.10018212242056,301.7254074680248,298.09123201379265,298.9140625,1312000
2024-11-25 00:00:00+00:00,299.0707838014431,299.70749463843566,295.505185177926,298.4438781738281,3078700
2024-11-26 00:00:00+00:00,299.3548594846015,302.00947039768045,298.53202905045663,301.6764221191406,1048400
2024-11-27 00:00:00+00:00,303.2927246439309,303.30252985398624,300.46179907371925,300.6479187011719,1515400
2024-11-29 00:00:00+00:00,300.46181988660555,301.6372793112778,299.99161818037555,300.65771484375,805000
2024-12-02 00:00:00+00:00,301.38259249649116,301.38259249649116,298.32632645358007,299.7760925292969,1279300
2024-12-03 00:00:00+00:00,299.9622031319049,301.44135489939873,295.9459832286909,297.3663635253906,2059800
2024-12-04 00:00:00+00:00,298.7083440789961,299.3548601130236,296.03412274196364,297.2879638671875,1374300
2024-12-05 00:00:00+00:00,297.003921322182,297.0626927913597,293.88888398610726,295.63250732421875,3169100
2024-12-06 00:00:00+00:00,295.29946509525786,299.3646512311204,295.29946509525786,298.33612060546875,2621900
2024-12-09 00:00:00+00:00,297.72881280695617,298.52225759724223,289.5788296415702,291.47918701171875,2266200
2024-12-10 00:00:00+00:00,290.9306391808207,296.58271524753405,289.6767978912197,296.05377197265625,1672500
2024-12-11 00:00:00+00:00,296.582713303671,298.32633680268714,294.4178842720347,294.60400390625,1952200
2024-12-12 00:00:00+00:00,294.790146130074,295.82848211950835,291.4008612946362,292.6448974609375,1172600
2024-12-13 00:00:00+00:00,291.85715220947156,293.5999542289378,291.1482101924494,292.2017822265625,1880600
2024-12-16 00:00:00+00:00,293.4227311284235,293.8756571319294,291.3943750554018,292.2510070800781,2579900
2024-12-17 00:00:00+00:00,291.46330382997496,293.43258388277286,290.3998757741199,291.0300598144531,2625300
2024-12-18 00:00:00+00:00,290.3407858936455,291.2958878755369,283.96033805891534,284.0686340332031,2262400
2024-12-19 00:00:00+00:00,283.21201353244845,289.4546276483642,283.21201353244845,286.85516357421875,1787100
2024-12-20 00:00:00+00:00,285.65389916599827,290.6164932350794,285.4963832072083,289.50384521484375,4165800
2024-12-23 00:00:00+00:00,289.3561379528298,290.4687859066574,286.4317560927656,289.6318359375,1388800
2024-12-24 00:00:00+00:00,288.69646603661397,292.5070181082219,288.5192079958102,291.9063720703125,956000
2024-12-26 00:00:00+00:00,291.77838118926906,293.7378353783453,290.8626731281439,292.6645812988281,1403700
2024-12-27 00:00:00+00:00,291.4140542614268,293.7082823539183,290.5771042278949,291.63067626953125,1332000
2024-12-30 00:00:00+00:00,288.076120728317,289.9764686421652,286.33328876533045,288.469970703125,1161800
2024-12-31 00:00:00+00:00,289.4940110722285,289.6909210395692,287.0914871093477,288.2336730957031,980600
2025-01-02 00:00:00+00:00,289.31677702882,290.6165091261207,284.1178786884474,285.20098876953125,1025300
2025-01-03 00:00:00+00:00,286.26440973669406,288.0564317729466,285.338845694897,287.20965576171875,1044200
2025-01-06 00:00:00+00:00,284.7086580838856,285.8607001381201,281.46918397812254,282.7196960449219,1529100
2025-01-07 00:00:00+00:00,282.837854278773,285.54561441547145,282.837854278773,283.9701843261719,1451800
2025-01-08 00:00:00+00:00,284.07849766620967,287.56410165130586,284.07849766620967,287.4065856933594,1513000
2025-01-10 00:00:00+00:00,285.73266348453154,288.35180930230166,282.2962797469342,282.4439697265625,2292500
2025-01-13 00:00:00+00:00,281.3018174825338,286.01825172219446,281.0950514862985,285.7425537109375,1809400
2025-01-14 00:00:00+00:00,285.8409916822508,287.38688375725536,283.0544735896604,287.20965576171875,2321600
2025-01-15 00:00:00+00:00,289.50387113867487,290.67559526058676,287.8693649682026,288.8638610839844,1764400
2025-01-16 00:00:00+00:00,287.3573474152992,293.03870966307176,287.3278094158727,291.679931640625,1667500
2025-01-17 00:00:00+00:00,296.46526241267526,296.46526241267526,291.4140542614268,291.63067626953125,2408400
