"('date', '')","('open', 'BCML')","('high', 'BCML')","('low', 'BCML')","('close', 'BCML')","('volume', 'BCML')"
2024-01-02 00:00:00+00:00,22.496946105654157,22.83286502798704,22.170625076029168,22.362577438354492,20900
2024-01-03 00:00:00+00:00,22.257006308286986,22.602521324207057,21.671547614022867,21.76752471923828,28000
2024-01-04 00:00:00+00:00,21.873097422680285,22.41056659262934,21.729130864659457,22.093843460083008,15600
2024-01-05 00:00:00+00:00,21.873096834213637,22.439357836043694,21.3068340017728,21.546775817871094,40800
2024-01-08 00:00:00+00:00,21.326028487888788,21.95947475174414,20.44304250939181,21.796314239501953,27400
2024-01-09 00:00:00+00:00,21.537178415117598,21.623557617325343,20.999707416800355,21.210857391357422,12200
2024-01-10 00:00:00+00:00,21.210858385414294,21.37401890494098,20.644595513563505,21.134077072143555,25900
2024-01-11 00:00:00+00:00,21.709934558990078,21.709934558990078,20.740569481179907,20.93252182006836,16400
2024-01-12 00:00:00+00:00,21.124477033836065,21.47958988517022,20.64459341697639,20.999706268310547,12900
2024-01-16 00:00:00+00:00,20.90373260554598,21.39321415179083,20.596605529591884,20.730974197387695,22400
2024-01-17 00:00:00+00:00,20.443041957286738,21.04769635775293,20.347066695533428,20.51022720336914,8300
2024-01-18 00:00:00+00:00,20.510226737870493,20.77896039365784,20.39505386352539,20.39505386352539,6700
2024-01-19 00:00:00+00:00,20.4814327690701,20.567811965942383,20.164709657408633,20.567811965942383,15800
2024-01-22 00:00:00+00:00,21.095684397999964,21.306834371420557,21.018903088740878,21.220455169677734,10100
2024-01-23 00:00:00+00:00,21.374015982830613,21.96907062167428,20.03993833004757,20.164709091186523,22000
2024-01-24 00:00:00+00:00,20.375858768488207,20.625398479166545,20.08792931880363,20.491031646728516,13800
2024-01-25 00:00:00+00:00,20.788560264319162,21.316431564665862,19.45448425865724,20.539020538330078,14300
2024-01-26 00:00:00+00:00,20.81735212547999,20.81735212547999,20.279881148462426,20.529420852661133,5000
2024-01-29 00:00:00+00:00,20.721374335902393,20.88453483581543,20.23189283616328,20.88453483581543,12200
2024-01-30 00:00:00+00:00,20.73097577109621,21.114882356917978,20.26068997463818,20.606204986572266,7800
2024-01-31 00:00:00+00:00,20.577410977924846,20.759765442926913,19.588850021362305,19.588850021362305,13700
2024-02-01 00:00:00+00:00,19.2337348941165,19.953560268945218,19.099366245999935,19.771203994750977,19900
2024-02-02 00:00:00+00:00,19.406492408790253,19.876778123994665,19.243331909179688,19.243331909179688,23500
2024-02-05 00:00:00+00:00,18.945807217116304,19.358507469376747,18.945807217116304,19.185749053955078,29300
2024-02-06 00:00:00+00:00,18.917012335843367,19.531264643941494,18.917012335843367,19.28172492980957,30900
2024-02-07 00:00:00+00:00,19.204940683149445,19.32011171476002,18.571494517459644,19.21453857421875,30900
2024-02-08 00:00:00+00:00,18.801839707101486,19.416090132986405,18.801839707101486,19.108964920043945,25800
2024-02-09 00:00:00+00:00,18.66747541507498,19.473680123661524,18.66747541507498,19.204944610595703,18900
2024-02-12 00:00:00+00:00,19.675227024508363,20.06873141854968,19.646433350330728,19.761606216430664,27600
2024-02-13 00:00:00+00:00,19.137756640113523,19.243329777145423,18.494712604729948,18.51390838623047,33500
2024-02-14 00:00:00+00:00,18.85942533886125,19.35850472816157,18.456323036828017,19.099367141723633,16800
2024-02-15 00:00:00+00:00,19.34890858005348,20.039940375551517,19.051381230262624,19.857585906982422,20100
2024-02-16 00:00:00+00:00,19.75200765982604,19.991949444727044,19.21453857421875,19.21453857421875,16600
2024-02-20 00:00:00+00:00,19.22414047891434,19.617644941859208,18.19718788741749,19.051382064819336,57100
2024-02-21 00:00:00+00:00,18.82103565304349,19.300919260061544,18.523506498652605,19.243331909179688,21200
