"('date', '')","('open', 'BIPJ')","('high', 'BIPJ')","('low', 'BIPJ')","('close', 'BIPJ')","('volume', 'BIPJ')"
2024-05-30 00:00:00+00:00,22.2940731048584,22.2940731048584,22.2940731048584,22.2940731048584,0
2024-05-31 00:00:00+00:00,22.656728744506836,22.656728744506836,22.656728744506836,22.656728744506836,0
2024-06-03 00:00:00+00:00,22.656728744506836,22.656728744506836,22.656728744506836,22.656728744506836,0
2024-06-04 00:00:00+00:00,22.6929931640625,22.6929931640625,22.6929931640625,22.6929931640625,0
2024-06-05 00:00:00+00:00,22.756458122304622,22.801789019795585,22.674861123410576,22.70206069946289,86500
2024-06-06 00:00:00+00:00,22.692991193759987,22.756455133617543,22.58419463310227,22.711122512817383,116000
2024-06-07 00:00:00+00:00,22.647662218887234,22.711126168961517,22.547933895597478,22.656728744506836,64800
2024-06-10 00:00:00+00:00,22.702059575315815,22.702059575315815,22.606861928478104,22.67486000061035,39800
2024-06-11 00:00:00+00:00,22.729257534588587,22.756457109430265,22.679392512010253,22.6929931640625,70300
2024-06-12 00:00:00+00:00,22.756458056865203,22.828988530199908,22.711125430241708,22.720191955566406,191000
2024-06-13 00:00:00+00:00,22.711123637842462,22.74738973627908,22.68392579327775,22.738323211669922,220100
2024-06-14 00:00:00+00:00,22.73832507160308,22.781843701581625,22.575131073814987,22.70206069946289,117400
2024-06-17 00:00:00+00:00,22.620461571984634,22.683925514205185,22.566062424998965,22.66579246520996,116300
2024-06-18 00:00:00+00:00,22.66579246520996,22.738322931928124,22.575128949496573,22.66579246520996,105200
2024-06-20 00:00:00+00:00,22.66579246520996,22.66579246520996,22.620461571984634,22.66579246520996,15300
2024-06-21 00:00:00+00:00,22.66579527012644,22.729259220200724,22.656728744506836,22.656728744506836,37000
2024-06-24 00:00:00+00:00,22.738322931928124,22.738322931928124,22.647659416214736,22.66579246520996,65400
2024-06-25 00:00:00+00:00,22.629526367219515,22.711123358435287,22.629526367219515,22.66579246520996,28200
2024-06-26 00:00:00+00:00,22.65219342861507,22.70205844846856,22.643126904163278,22.647659301757812,93500
2024-06-27 00:00:00+00:00,22.629526367219515,22.711123358435287,22.593261998491798,22.66579246520996,72100
2024-06-28 00:00:00+00:00,22.71112229244919,22.747388388737427,22.620460510253906,22.620460510253906,732200
2024-07-01 00:00:00+00:00,22.620464371291366,22.656728744506836,22.620464371291366,22.656728744506836,27900
2024-07-02 00:00:00+00:00,22.656724434193812,22.756454467773438,22.63859138640431,22.756454467773438,23500
2024-07-03 00:00:00+00:00,22.738324270731624,22.783655166625977,22.738324270731624,22.783655166625977,20300
2024-07-05 00:00:00+00:00,22.847119942725545,22.847119942725545,22.711123801868784,22.792720794677734,32000
2024-07-08 00:00:00+00:00,22.838054267927777,22.838054267927777,22.66579375122488,22.747390747070312,15500
2024-07-09 00:00:00+00:00,22.828986728498712,22.828986728498712,22.692992317886905,22.738323211669922,39600
2024-07-10 00:00:00+00:00,22.738324335350853,22.76552391052246,22.720191285236446,22.76552391052246,27100
2024-07-11 00:00:00+00:00,22.86525103792422,22.964981079101562,22.76552272600963,22.964981079101562,67800
2024-07-12 00:00:00+00:00,23.001245834524738,23.11004066467285,22.946846690188035,23.11004066467285,36400
2024-07-15 00:00:00+00:00,23.119109047127623,23.128175571912543,22.713844208482012,23.07377815246582,38900
2024-07-16 00:00:00+00:00,23.19164018985344,23.19164018985344,22.943222937171175,23.028446197509766,53800
2024-07-17 00:00:00+00:00,23.110043193681605,23.110043193681605,22.974048776482817,23.028446197509766,23000
2024-07-18 00:00:00+00:00,23.119109880965258,23.119109880965258,22.93778283725255,23.082843780517578,19100
2024-07-19 00:00:00+00:00,23.119112014770508,23.119112014770508,23.010315432648806,23.119112014770508,14600
2024-07-22 00:00:00+00:00,23.119112014770508,23.119112014770508,23.06471458834116,23.119112014770508,21800
2024-07-23 00:00:00+00:00,23.1191098324422,23.1191098324422,22.98311541457452,23.046579360961914,21000
2024-07-24 00:00:00+00:00,23.028446197509766,23.044765250891565,22.955915726386223,23.028446197509766,17000
2024-07-25 00:00:00+00:00,23.1191098324422,23.1191098324422,22.929624127010452,23.046579360961914,19900
2024-07-26 00:00:00+00:00,23.119109718729902,23.119109718729902,22.96498225143452,23.028446197509766,12200
2024-07-29 00:00:00+00:00,23.055646475528718,23.055646475528718,22.683927583530497,22.720191955566406,35500
2024-07-30 00:00:00+00:00,22.756454563966773,22.801785454369522,22.520730129494712,22.56606101989746,72900
2024-07-31 00:00:00+00:00,22.638594721328975,22.892452239990234,22.575130773979378,22.892452239990234,55300
2024-08-01 00:00:00+00:00,22.928718340911644,22.937783136879126,22.848027476845516,22.892452239990234,133900
2024-08-02 00:00:00+00:00,22.911491424195113,22.911491424195113,22.892452239990234,22.892452239990234,10700
2024-08-05 00:00:00+00:00,22.515291984898194,22.983114634079868,22.405589283041355,22.865251541137695,19800
2024-08-06 00:00:00+00:00,22.765524504908274,22.946849822998047,22.765524504908274,22.946849822998047,1500
2024-08-07 00:00:00+00:00,22.84258744098872,22.98311598954991,22.711125417747237,22.92871856689453,15000
2024-08-08 00:00:00+00:00,22.810856136514857,22.937784036190457,22.78819068718178,22.883386611938477,3900
2024-08-09 00:00:00+00:00,22.98311306404231,22.98311306404231,22.919649124145508,22.919649124145508,1000
2024-08-12 00:00:00+00:00,22.97404810929487,22.97404810929487,22.801787596905505,22.865251541137695,4600
2024-08-13 00:00:00+00:00,22.801787823677962,22.98311486265569,22.801787823677962,22.901517868041992,15100
2024-08-14 00:00:00+00:00,22.95591588747639,23.091910305629497,22.95591588747639,23.082843780517578,5900
2024-08-15 00:00:00+00:00,23.119108932931834,23.119108932931834,22.92871710117735,23.055644989013672,1100
2024-08-16 00:00:00+00:00,23.119108982848463,23.119108982848463,22.919650625923197,23.091909408569336,6200
2024-08-19 00:00:00+00:00,23.037513572937254,23.037513572937254,22.983116149902344,22.983116149902344,35600
2024-08-20 00:00:00+00:00,23.055645038793276,23.119108982848463,23.0012476194978,23.091909408569336,15600
2024-08-21 00:00:00+00:00,23.119108982848463,23.119108982848463,23.073778088312697,23.091909408569336,10400
2024-08-22 00:00:00+00:00,23.119108982848463,23.119108982848463,23.091909408569336,23.091909408569336,8800
2024-08-23 00:00:00+00:00,23.119112014770508,23.119112014770508,23.037515010494985,23.119112014770508,10700
2024-08-26 00:00:00+00:00,23.119112014770508,23.119112014770508,23.094632567635248,23.119112014770508,13900
2024-08-27 00:00:00+00:00,23.119107188728968,23.119107188728968,23.071962301194745,23.11004066467285,5400
2024-08-28 00:00:00+00:00,23.119107188728968,23.119107188728968,23.078308695107765,23.11004066467285,9100
2024-08-29 00:00:00+00:00,23.055645102895987,23.119109047127623,22.964981584309594,23.07377815246582,13400
2024-08-30 00:00:00+00:00,23.091910607269376,23.119110182960434,22.892452239990234,22.892452239990234,25800
2024-09-03 00:00:00+00:00,22.955915726386223,23.055645772654657,22.92508988707458,23.028446197509766,10000
2024-09-04 00:00:00+00:00,23.055643645720075,23.20070457458496,22.95591360865196,23.20070457458496,84000
2024-09-05 00:00:00+00:00,23.236971289387025,23.327634811401367,23.11910992125237,23.327634811401367,6200
2024-09-06 00:00:00+00:00,23.300437314859245,23.300437314859245,23.123642666110527,23.173507690429688,6000
2024-09-09 00:00:00+00:00,23.191639776421415,23.409231185913086,23.119109306590857,23.409231185913086,13000
2024-09-10 00:00:00+00:00,23.345768632066935,23.508962631225586,23.345768632066935,23.508962631225586,8500
2024-09-11 00:00:00+00:00,23.481764737746584,23.481764737746584,23.282306351849158,23.472698211669922,9600
2024-09-12 00:00:00+00:00,23.454562576137434,23.572423934936523,23.454562576137434,23.572423934936523,5800
2024-09-13 00:00:00+00:00,23.585419506728815,23.585419506728815,23.43226835169308,23.474037170410156,24100
2024-09-16 00:00:00+00:00,23.501881449318503,23.501881449318503,23.241988155625684,23.390499114990234,95400
2024-09-17 00:00:00+00:00,23.390501523402417,23.55664735749327,23.353372894543174,23.455474853515625,21900
2024-09-18 00:00:00+00:00,23.45547444696338,23.52044777595041,23.399781504639837,23.511165618896484,26700
2024-09-19 00:00:00+00:00,23.548292843612842,23.636470674783986,23.464755205496882,23.57613754272461,16000
2024-09-20 00:00:00+00:00,23.483317836586412,23.622548414231147,23.44619098083406,23.557573318481445,15300
2024-09-23 00:00:00+00:00,23.557572739662874,23.650392532348633,23.446190404752194,23.650392532348633,19700
2024-09-24 00:00:00+00:00,23.64111028777295,23.668956756591797,23.585419120525543,23.668956756591797,19100
2024-09-25 00:00:00+00:00,23.668960070722516,23.76177987605836,23.622551053249865,23.743215560913086,20600
2024-09-26 00:00:00+00:00,23.817469731673334,23.87316090363347,23.789623260498047,23.789623260498047,27900
2024-09-27 00:00:00+00:00,23.85459868181684,23.90100769734482,23.817470053082086,23.891725540161133,58300
2024-09-30 00:00:00+00:00,23.938134326280426,24.030952349582343,23.82675021977169,23.910287857055664,121500
2024-10-01 00:00:00+00:00,23.94741762324928,23.965054253685892,23.78498429233588,23.90100860595703,13900
2024-10-02 00:00:00+00:00,23.78034328120438,23.79890582524879,23.71536818068231,23.733932495117188,21200
2024-10-03 00:00:00+00:00,23.836035184018936,23.836035184018936,23.761779694396065,23.780344009399414,5200
2024-10-04 00:00:00+00:00,23.826749872451355,23.826749872451355,23.6503924440459,23.668956756591797,11700
2024-10-07 00:00:00+00:00,23.6225513621527,23.6225513621527,23.492602924827022,23.519521713256836,5600
2024-10-08 00:00:00+00:00,23.52972795327814,23.7432122363851,23.487959135245013,23.668956756591797,8300
2024-10-09 00:00:00+00:00,23.5854190145689,23.715365661025828,23.52972784757168,23.54829216003418,12700
2024-10-10 00:00:00+00:00,23.606768822043012,23.650393010140743,23.399780095943324,23.436908721923828,23400
2024-10-11 00:00:00+00:00,23.57613794691238,23.57613794691238,23.3997805111563,23.52044677734375,26600
2024-10-14 00:00:00+00:00,23.50188286885138,23.529729339310535,23.325525430057485,23.46475601196289,16200
2024-10-15 00:00:00+00:00,23.464754788687532,23.557572811265114,23.446190476015897,23.492599487304688,29500
2024-10-16 00:00:00+00:00,23.55757322972321,23.58541969922531,23.446190892495483,23.57613754272461,16500
2024-10-17 00:00:00+00:00,23.61326898869675,23.659678006352223,23.50188486777686,23.58542251586914,13100
2024-10-18 00:00:00+00:00,23.594703277875624,23.650394449846225,23.557574649634933,23.558504104614258,7600
2024-10-21 00:00:00+00:00,23.61326867059377,23.61326867059377,23.409064746723296,23.483320236206055,34600
2024-10-22 00:00:00+00:00,23.576139043295615,23.65039452963708,23.39978159933822,23.6318302154541,11400
2024-10-23 00:00:00+00:00,23.650392831313088,23.650392831313088,23.43690854471039,23.474037170410156,1800
2024-10-24 00:00:00+00:00,23.35337050751663,23.54829224832312,23.35337050751663,23.529727935791016,2100
2024-10-25 00:00:00+00:00,23.594701855726008,23.613266168727407,23.57613754272461,23.57613754272461,3300
2024-10-28 00:00:00+00:00,23.524160379895633,23.65039452963708,23.524160379895633,23.6318302154541,5100
2024-10-29 00:00:00+00:00,23.622547639493895,23.622547639493895,23.44619021188072,23.54829216003418,7700
2024-10-30 00:00:00+00:00,23.641113691133818,23.641113691133818,23.58078232225981,23.58542251586914,11800
2024-10-31 00:00:00+00:00,23.631828622440576,23.631828622440576,23.568712437019716,23.594701766967773,28200
2024-11-01 00:00:00+00:00,23.650391621663363,23.650391621663363,23.53900929104159,23.549219131469727,6100
2024-11-04 00:00:00+00:00,23.650393756981174,23.70608669771062,23.232707323852622,23.622549057006836,34200
2024-11-05 00:00:00+00:00,23.70608669771062,23.71536708410848,23.455473775599263,23.622549057006836,24600
2024-11-06 00:00:00+00:00,23.520446462729097,23.706086052661853,23.511164306193425,23.557573318481445,8000
2024-11-07 00:00:00+00:00,23.650393441480116,23.733931081069493,23.55757364522632,23.65967559814453,9000
2024-11-08 00:00:00+00:00,23.529730664046014,23.89172594844364,23.511166349361396,23.836034774780273,26200
2024-11-11 00:00:00+00:00,23.83603157704698,24.021669387817383,23.826749420949923,24.021669387817383,16500
2024-11-12 00:00:00+00:00,24.021669789560008,24.0402341020646,23.88244098655616,23.965978622436523,11900
2024-11-13 00:00:00+00:00,24.07736414660736,24.160901787412868,23.920498706358718,24.04023551940918,34500
2024-11-14 00:00:00+00:00,24.11448991360958,24.11448991360958,23.94741463954919,24.06808090209961,11100
2024-11-15 00:00:00+00:00,24.142336876815097,24.142336876815097,23.854597104706087,23.993825912475586,16700
2024-11-18 00:00:00+00:00,24.133055317014236,24.402232553029858,23.78034221058349,24.04023551940918,22000
2024-11-19 00:00:00+00:00,24.030954357135535,24.170184944500395,23.836034367449464,23.891725540161133,9600
2024-11-20 00:00:00+00:00,23.891724113694966,23.896366077204892,23.520446700467026,23.678239822387695,17300
