"('date', '')","('open', 'BEN')","('high', 'BEN')","('low', 'BEN')","('close', 'BEN')","('volume', 'BEN')"
2024-01-02 00:00:00+00:00,26.789997088873065,26.973428106499096,26.597396094760775,26.863370895385742,3657700
2024-01-03 00:00:00+00:00,26.597397707214498,26.597397707214498,25.918705699777345,25.92787742614746,3577900
2024-01-04 00:00:00+00:00,25.918708028420976,26.40479907374193,25.86367941458422,26.111309051513672,2725500
2024-01-05 00:00:00+00:00,25.927877699914568,26.679941776925606,25.863677363973814,26.48733901977539,3083000
2024-01-08 00:00:00+00:00,26.579053423384273,26.900056838989258,26.313080364279262,26.900056838989258,2775300
2024-01-09 00:00:00+00:00,26.689109323986443,26.973425802627528,26.6340807231299,26.70745277404785,3211200
2024-01-10 00:00:00+00:00,26.7808277006517,26.964256972979094,26.56988150094979,26.67076873779297,3491500
2024-01-11 00:00:00+00:00,26.423136951085233,26.643253123873816,26.092963566566276,26.413965225219727,5964800
2024-01-12 00:00:00+00:00,26.54236850615376,26.716626055314418,25.909533395357982,26.04710578918457,3449600
2024-01-16 00:00:00+00:00,25.781132023103595,25.781132023103595,25.322556223329162,25.53350067138672,3981200
2024-01-17 00:00:00+00:00,25.084096428664918,25.432613264443074,24.937352313671184,25.102439880371094,2914400
2024-01-18 00:00:00+00:00,25.27669972470585,25.27669972470585,24.726408368718673,25.18498420715332,2407500
2024-01-19 00:00:00+00:00,25.31338503387671,25.62521672427815,25.010725069584474,25.616044998168945,3397400
2024-01-22 00:00:00+00:00,25.762790154057114,26.092965309964523,25.68024636508026,25.982906341552734,3644400
2024-01-23 00:00:00+00:00,26.065449532303788,26.0746212585716,24.9465251675494,24.992382049560547,5172300
2024-01-24 00:00:00+00:00,25.29504102920469,25.29504102920469,24.643864233624036,24.653034210205078,4063200
2024-01-25 00:00:00+00:00,24.88232186526323,25.221668723243848,24.662205693597894,25.203325271606445,4183100
2024-01-26 00:00:00+00:00,25.24001033611579,25.340895814116212,25.074922782061662,25.304210662841797,5037000
2024-01-29 00:00:00+00:00,25.790305667458014,25.799475644727114,24.579663996563234,25.23084259033203,9094300
2024-01-30 00:00:00+00:00,25.001552999854447,25.10244023634123,24.698893039721966,24.882322311401367,4879700
2024-01-31 00:00:00+00:00,24.68054725695256,25.065750965227323,24.396230775636905,24.423744201660156,5663400
2024-02-01 00:00:00+00:00,24.533805640111154,24.808950424194336,24.06605810770745,24.808950424194336,3641700
2024-02-02 00:00:00+00:00,24.43291826768119,24.8639806428407,24.295345876401118,24.68054962158203,2737800
2024-02-05 00:00:00+00:00,24.36871963055993,24.405406537095402,24.029374491746744,24.148603439331055,3257800
2024-02-06 00:00:00+00:00,24.07522739385332,24.423744201660156,24.07522739385332,24.423744201660156,2423400
2024-02-07 00:00:00+00:00,24.469605280972125,24.680549731832397,24.047714629923707,24.506290435791016,2646100
2024-02-08 00:00:00+00:00,24.552151030428437,24.698895160100964,24.28617620206698,24.607179641723633,2301400
2024-02-09 00:00:00+00:00,24.643864358384178,24.88232223591116,24.37788955366337,24.854808807373047,2687800
2024-02-12 00:00:00+00:00,24.863978315255583,26.14799009588281,24.854806590118454,25.781129837036133,4671400
2024-02-13 00:00:00+00:00,25.038238451344274,25.065753629619977,23.910142381958686,24.130258560180664,5787200
2024-02-14 00:00:00+00:00,24.451261582908966,24.66220603164705,24.25866058605972,24.552148818969727,3265500
2024-02-15 00:00:00+00:00,24.7539212952651,25.166640212014872,24.689720963621323,25.102439880371094,2825700
2024-02-16 00:00:00+00:00,24.827295891547593,25.1299558783375,24.68972348833909,25.010726928710938,2635700
2024-02-20 00:00:00+00:00,24.689721238832938,25.056581530406593,24.59800572860756,24.854808807373047,2395500
2024-02-21 00:00:00+00:00,24.70806374781283,24.845636133236813,24.57049136238885,24.8181209564209,1626300
2024-02-22 00:00:00+00:00,24.96486745268356,25.074926421134847,24.79060989751696,24.873153686523438,1793400
2024-02-23 00:00:00+00:00,24.900665142497665,25.056580981667896,24.753921029081894,24.77226448059082,2319000
2024-02-26 00:00:00+00:00,24.616350115378328,24.873153203896475,24.35037530055654,24.51546287536621,2539600
2024-02-27 00:00:00+00:00,24.579661570716407,24.891493246929503,24.54297641727665,24.84563636779785,2285800
2024-02-28 00:00:00+00:00,24.634692092929516,25.0107241022234,24.61634864142059,24.77226448059082,2518400
2024-02-29 00:00:00+00:00,25.001552476203823,25.322555881579277,24.900665241830097,25.175811767578125,3868900
2024-03-01 00:00:00+00:00,25.13912844380149,25.27670085159958,24.90066878726503,25.148300170898438,2760900
2024-03-04 00:00:00+00:00,25.240012377050792,25.790303685285814,25.221668925266464,25.432613372802734,2006100
2024-03-05 00:00:00+00:00,25.322558235697517,25.625218217627737,25.203327538657376,25.359243392944336,2399800
2024-03-06 00:00:00+00:00,25.68024550487244,25.781132743426507,25.285870026155145,25.542673110961914,2021300
2024-03-07 00:00:00+00:00,25.790307005888945,26.019594934731266,25.597704236010795,25.652732849121094,2689500
2024-03-08 00:00:00+00:00,25.790301089064382,26.06544584082009,25.716929038641016,25.726099014282227,2438400
2024-03-11 00:00:00+00:00,25.66190203687339,26.065449241515555,25.460129309216253,26.04710578918457,2658700
2024-03-12 00:00:00+00:00,26.056277531247552,26.239708556013515,25.31338520466841,25.542673110961914,3634400
2024-03-13 00:00:00+00:00,25.55184460393449,25.82698938924443,25.450957366301168,25.51515769958496,3639000
2024-03-14 00:00:00+00:00,25.423441505208334,25.460128408572515,24.653034027838885,24.799779891967773,3773500
2024-03-15 00:00:00+00:00,24.5338085881316,24.964869268146266,24.405407906707673,24.6713809967041,10803400
2024-03-18 00:00:00+00:00,24.67137639082082,24.744748444983582,24.350372997860838,24.63469123840332,2888600
2024-03-19 00:00:00+00:00,24.579661338666366,24.946523365567366,24.57049136238885,24.8181209564209,2998700
2024-03-20 00:00:00+00:00,24.66220625789494,25.285869633214038,24.625521103108575,25.084096908569336,3863600
2024-03-21 00:00:00+00:00,25.35924208619595,25.744445838742156,25.139125906073534,25.542673110961914,3043100
2024-03-22 00:00:00+00:00,25.579357379436807,25.652729436933672,25.06575297695874,25.102439880371094,2300200
2024-03-25 00:00:00+00:00,25.157471847930747,25.377588049835264,25.00155598624904,25.047412872314453,2476100
2024-03-26 00:00:00+00:00,25.22166999905797,25.28587033370856,24.781437633458566,24.79060935974121,2813200
2024-03-27 00:00:00+00:00,24.9761674900248,25.653455409150467,24.9761674900248,25.634899139404297,5497600
2024-03-28 00:00:00+00:00,25.690569319634154,26.117352928831917,25.644178642793065,26.080242156982422,3102100
2024-04-01 00:00:00+00:00,26.03384909674241,26.03384909674241,25.597787392097885,25.625621795654297,2405700
2024-04-02 00:00:00+00:00,25.421505197137954,25.449339599404176,25.143168252968277,25.310171127319336,1717800
2024-04-03 00:00:00+00:00,25.18955841044636,25.607065617152628,25.18955841044636,25.514286041259766,1952600
2024-04-04 00:00:00+00:00,25.86684772754015,26.05240688952272,25.161727159102337,25.235950469970703,2553500
2024-04-05 00:00:00+00:00,25.106057004193485,25.310172425367696,24.809163776619965,25.096778869628906,2031700
2024-04-08 00:00:00+00:00,25.3194527532729,25.51428828713727,25.180282492371628,25.29161834716797,2527500
2024-04-09 00:00:00+00:00,25.449343417640645,25.56067750416303,25.087504982007797,25.551401138305664,3063200
2024-04-10 00:00:00+00:00,24.911222939776025,25.106058468123262,24.26176763937191,24.400936126708984,3512500
2024-04-11 00:00:00+00:00,24.475159250306927,24.558660695993726,24.21537854783539,24.382381439208984,3676600
2024-04-12 00:00:00+00:00,24.159709190965575,24.271043261458395,23.43603065426967,23.575199127197266,4734000
2024-04-15 00:00:00+00:00,23.74220378307612,23.974151845224483,22.999970692050677,23.13913917541504,5014100
2024-04-16 00:00:00+00:00,22.990693865304973,23.12058422121894,22.638131799790802,22.92574691772461,5064200
2024-04-17 00:00:00+00:00,23.120581879014512,23.343251796434007,22.981413401830224,23.018524169921875,2886700
2024-04-18 00:00:00+00:00,23.13914033463995,23.35253213779736,22.972137438386895,23.213363647460938,4018900
2024-04-19 00:00:00+00:00,23.269029663605203,23.491699592249358,23.19480635405715,23.333974838256836,3621200
2024-04-22 00:00:00+00:00,23.53808989416804,23.834983127660987,23.380365142672,23.732925415039062,4328600
2024-04-23 00:00:00+00:00,23.677261420860678,23.751484738778405,23.463869603050146,23.500980377197266,4895400
2024-04-24 00:00:00+00:00,23.306141371218462,23.63086723288471,23.176249256928738,23.519533157348633,7187000
2024-04-25 00:00:00+00:00,23.23191805786962,23.417475440252637,22.907190426670308,23.27830696105957,6577400
2024-04-26 00:00:00+00:00,23.324698202003756,23.473144830637754,23.092750123560208,23.185529708862305,7536000
2024-04-29 00:00:00+00:00,22.972136291976568,23.296863932971803,21.571169783974405,21.691781997680664,10158100
2024-04-30 00:00:00+00:00,21.32994339977267,21.543335190408428,21.18149678284143,21.19077491760254,8588800
