"('date', '')","('open', 'ARCB')","('high', 'ARCB')","('low', 'ARCB')","('close', 'ARCB')","('volume', 'ARCB')"
2024-03-15 00:00:00+00:00,127.63741269057984,131.0396303094429,125.50483828999508,127.50847625732422,537900
2024-03-18 00:00:00+00:00,128.22263837107144,128.36150346365108,123.99715144200327,124.21537017822266,236400
2024-03-19 00:00:00+00:00,124.28479902554373,127.08194298858724,123.7690079248162,125.58418273925781,205300
2024-03-20 00:00:00+00:00,124.79065323283103,132.6861659650253,124.79065323283103,130.75196838378906,748200
2024-03-21 00:00:00+00:00,132.51755209273153,138.2804758873086,131.92240735885343,137.0406036376953,430700
2024-03-22 00:00:00+00:00,137.92341205267772,138.08211935605576,133.5689806866884,135.9296875,236300
2024-03-25 00:00:00+00:00,136.40579620209624,137.85395858350236,133.34082035113772,134.74932861328125,203200
2024-03-26 00:00:00+00:00,135.72139242418217,137.74485749488926,134.02524034382694,135.08657836914062,157900
2024-03-27 00:00:00+00:00,135.8602477275272,136.64384035803428,134.06491506705265,136.05862426757812,261600
2024-03-28 00:00:00+00:00,136.87200464342246,142.0596267247932,135.81066656371482,141.345458984375,508300
2024-04-01 00:00:00+00:00,141.4247818788415,141.94057294255597,138.44908865266763,140.9288330078125,415700
2024-04-02 00:00:00+00:00,138.31024374119457,139.37156660966562,135.58252455280663,138.95497131347656,356900
2024-04-03 00:00:00+00:00,138.76650368747195,145.45190067049666,138.76650368747195,144.00372314453125,338800
2024-04-04 00:00:00+00:00,144.52943353241093,146.21565674711957,141.53389797100397,142.5753936767578,333900
2024-04-05 00:00:00+00:00,143.44826730423972,148.77476923929666,142.63491890871668,148.65573120117188,247900
2024-04-08 00:00:00+00:00,148.57637816267402,152.3555218340324,148.12011360933545,149.90553283691406,354400
2024-04-09 00:00:00+00:00,149.0921581704195,150.28243252154246,145.7891366298207,150.0741424560547,446100
2024-04-10 00:00:00+00:00,145.54116964833042,148.08042576380427,144.26162806059065,147.04885864257812,467800
2024-04-11 00:00:00+00:00,147.85230001350604,151.11565261244579,146.71162347129777,150.5205078125,387700
2024-04-12 00:00:00+00:00,148.79459533851121,150.11382133343145,146.106560562863,147.9812469482422,374800
2024-04-15 00:00:00+00:00,147.62415617553674,150.31219082498166,146.89014633108607,148.73507690429688,353100
2024-04-16 00:00:00+00:00,147.0885276165237,149.07232334483976,146.54299589936502,148.04075622558594,242600
2024-04-17 00:00:00+00:00,144.81709485735212,145.77923704084742,135.3246245939484,138.86570739746094,482900
2024-04-18 00:00:00+00:00,140.2741930659715,140.99827426345402,134.6302918402187,135.13616943359375,350400
2024-04-19 00:00:00+00:00,135.25519918191605,138.89546268379436,135.25519918191605,136.9116668701172,302200
2024-04-22 00:00:00+00:00,138.092034928658,140.5519376267433,136.22726192429758,138.39952087402344,285800
2024-04-23 00:00:00+00:00,138.51852715965245,145.2237662376673,138.09201835376732,144.76748657226562,209300
2024-04-24 00:00:00+00:00,143.77560006268322,144.79725370652648,132.5373948452464,135.8900146484375,487300
2024-04-25 00:00:00+00:00,134.10458726266282,138.13169014115672,133.31106594989296,136.9612579345703,262600
2024-04-26 00:00:00+00:00,128.96656039750258,130.93051386767291,125.74288487484739,126.85381317138672,404200
2024-04-29 00:00:00+00:00,128.8078505588756,130.16674571898398,127.44895539876724,128.4011688232422,393800
2024-04-30 00:00:00+00:00,123.68965494414768,123.68965494414768,107.4522924979985,110.01139068603516,988600
2024-05-01 00:00:00+00:00,108.95998139709089,111.37029356572742,106.74805334644562,107.4820556640625,563200
2024-05-02 00:00:00+00:00,109.10876793300488,112.14397305569732,107.3630255271543,111.75713348388672,389700
2024-05-03 00:00:00+00:00,115.20893431565479,115.8635829474475,112.71926864672494,113.91946411132812,378700
2024-05-06 00:00:00+00:00,115.07997208859996,117.51012608419764,113.48302369459698,117.03401184082031,326400
2024-05-07 00:00:00+00:00,117.12330071694139,118.94838914054401,115.46683311273203,116.15123748779297,345500
2024-05-08 00:00:00+00:00,114.32614197741667,117.40102362858349,112.9474046476911,113.46318817138672,340500
2024-05-09 00:00:00+00:00,113.602209663132,115.86611046784064,113.602209663132,114.92281341552734,173300
2024-05-10 00:00:00+00:00,115.11146852279157,116.78953858511598,114.94267063767151,116.57109069824219,176500
2024-05-13 00:00:00+00:00,116.74982237795462,117.14699967315805,115.57815352364423,116.11434173583984,175700
2024-05-14 00:00:00+00:00,117.43494910330682,120.5726415000186,116.17391929546825,118.90450286865234,336200
2024-05-15 00:00:00+00:00,119.84779362684142,121.13861799635772,115.53843986879778,116.99806213378906,234400
2024-05-16 00:00:00+00:00,116.37250804291111,116.75975384743647,114.1880441417153,114.35684204101562,152600
2024-05-17 00:00:00+00:00,114.28732615968211,114.86323284358936,112.0333570009784,112.97664642333984,291200
2024-05-20 00:00:00+00:00,112.68870649299254,113.85045151445675,111.70569846762514,112.42061614990234,205500
2024-05-21 00:00:00+00:00,111.54681983030946,112.16244504770103,107.9821706603941,108.14104461669922,275900
2024-05-22 00:00:00+00:00,108.06160659538637,108.50842633600861,105.10264357974852,105.55939483642578,461100
2024-05-23 00:00:00+00:00,106.06579813366348,106.24452754844832,103.88133424231751,105.02320861816406,275700
2024-05-24 00:00:00+00:00,105.93671823625456,106.60198588662645,103.7026043495061,105.4501724243164,303000
2024-05-28 00:00:00+00:00,106.05586586190917,106.19487678624853,102.65008306454067,103.06712341308594,216300
2024-05-29 00:00:00+00:00,100.90250754251258,103.0373212552948,100.81313905459298,100.84292602539062,242200
2024-05-30 00:00:00+00:00,101.1308882869099,103.25577824715454,100.94223493004675,102.37206268310547,194900
2024-05-31 00:00:00+00:00,103.48415422454204,105.02320587927674,102.47135170866497,104.77497100830078,291400
2024-06-03 00:00:00+00:00,106.73106793346132,106.87007886158645,101.79615725843706,102.18341064453125,265000
2024-06-04 00:00:00+00:00,104.14942624970837,107.33676121829747,101.6770089517425,102.06425476074219,375400
2024-06-05 00:00:00+00:00,102.6202980453201,104.34801069180806,101.42877364957545,103.66288757324219,214900
2024-06-06 00:00:00+00:00,102.51107616084249,102.5408631350082,99.73084998948356,100.82308197021484,244900
2024-06-07 00:00:00+00:00,100.42589712854414,107.88287464999564,99.7804849596175,107.65449523925781,449600
2024-06-10 00:00:00+00:00,106.04594461334885,111.3383065398256,105.68848577725113,109.05455017089844,624600
2024-06-11 00:00:00+00:00,107.92259323030397,108.29990750105641,105.85727731817842,108.2403335571289,194600
2024-06-12 00:00:00+00:00,111.28865943046425,113.91001906796751,108.90560314849935,109.96804809570312,291900
2024-06-13 00:00:00+00:00,109.58080763111522,109.58080763111522,105.84735286032749,107.53535461425781,162900
2024-06-14 00:00:00+00:00,105.83741007922771,106.40339282614762,102.2131872245397,104.74517822265625,252800
2024-06-17 00:00:00+00:00,104.64589606314463,106.18495535900927,103.92105445129341,105.53954315185547,244500
2024-06-18 00:00:00+00:00,105.12249908869128,106.45303427480947,104.25863906638027,105.01327514648438,144600
2024-06-20 00:00:00+00:00,105.07285952481182,107.69421924711475,104.6955452350429,106.43318939208984,210400
2024-06-21 00:00:00+00:00,106.34381237013439,106.6416972319564,104.85440321207781,105.60903930664062,381500
2024-06-24 00:00:00+00:00,106.02607993012064,107.8729480293685,104.89412949194,106.8204345703125,176500
2024-06-25 00:00:00+00:00,106.03600390607589,106.67148454282884,104.8544035460852,106.27430725097656,142100
2024-06-26 00:00:00+00:00,106.26438420781469,108.19068930278918,104.77497492626385,105.38066864013672,235100
2024-06-27 00:00:00+00:00,105.45017835031955,105.56933382483214,103.2756458630403,104.34801483154297,247900
2024-06-28 00:00:00+00:00,105.73812871641134,107.18781952509465,104.92391860261584,106.32396697998047,955400
2024-07-01 00:00:00+00:00,106.25446446845719,107.47577588532617,104.65583117033789,106.06580352783203,236000
2024-07-02 00:00:00+00:00,106.40340146128572,108.06160862382178,105.14236404207938,107.8729476928711,190600
2024-07-03 00:00:00+00:00,107.8729359186471,110.20634199589288,106.76084106233708,107.77364349365234,85300
2024-07-05 00:00:00+00:00,107.69421049474468,107.69421049474468,105.7579816216046,106.7012710571289,189800
2024-07-08 00:00:00+00:00,106.6417059897688,107.6942194570632,103.62316893915079,107.64457702636719,308200
2024-07-09 00:00:00+00:00,103.80190253613968,105.251593385021,101.05145571199034,104.30830383300781,337900
2024-07-10 00:00:00+00:00,105.20193713931225,106.81050185871183,103.36500057689416,106.46297454833984,247300
2024-07-11 00:00:00+00:00,108.33963385412207,111.65604828265292,108.33963385412207,110.62339782714844,160300
2024-07-12 00:00:00+00:00,111.4475259378109,114.37670197077796,111.31844653164654,113.98945617675781,234900
2024-07-15 00:00:00+00:00,114.18804144260396,119.49033468725098,114.18804144260396,117.54417419433594,277000
2024-07-16 00:00:00+00:00,117.98107430783355,123.95856692778568,117.98107430783355,122.87626647949219,394000
2024-07-17 00:00:00+00:00,120.94002871980759,123.25357189390768,118.1796506698537,120.25489807128906,468800
2024-07-18 00:00:00+00:00,119.86765739228933,121.9528288226646,116.28314519901603,117.78248596191406,242500
2024-07-19 00:00:00+00:00,118.11015687673435,118.80521910960755,116.31293870879246,118.63642120361328,164600
2024-07-22 00:00:00+00:00,118.8350054997147,120.64215517545347,114.66466242509523,117.30587768554688,247100
2024-07-23 00:00:00+00:00,116.78955618462417,117.83213819882378,115.76682205327437,116.70018768310547,239000
2024-07-24 00:00:00+00:00,116.81932923930842,120.13574340670054,113.78092933371246,115.96540069580078,219000
2024-07-25 00:00:00+00:00,116.67039131842591,126.28204598708413,115.88596820390259,123.60111236572266,275700
2024-07-26 00:00:00+00:00,121.56559012315472,122.24078932413948,115.99519860891232,119.30168914794922,370700
2024-07-29 00:00:00+00:00,120.45348358154297,123.90891623881961,119.74849747334419,120.45348358154297,190200
2024-07-30 00:00:00+00:00,121.39678491617556,125.57705928575673,121.39678491617556,123.4422378540039,215700
2024-07-31 00:00:00+00:00,124.28622736900081,128.8736027143565,121.35705906341198,125.16001892089844,305600
2024-08-01 00:00:00+00:00,126.45084419470346,128.91333749542918,119.24210128161857,120.830810546875,357500
2024-08-02 00:00:00+00:00,117.16686753981328,117.50446335240355,102.8586049099269,104.73526763916016,672600
2024-08-05 00:00:00+00:00,99.29395182619851,107.87294865793987,98.24143836100956,104.12957000732422,529100
2024-08-06 00:00:00+00:00,104.27850031198253,108.94532038893563,102.77916715938926,106.76084899902344,208400
2024-08-07 00:00:00+00:00,108.33963049374074,108.57793385488664,102.59050982434593,102.71958923339844,248300
2024-08-08 00:00:00+00:00,105.02321329451642,106.59205960798052,103.78203885200261,105.28137969970703,194200
2024-08-09 00:00:00+00:00,105.08278101046358,105.48988223483765,102.5905009362521,103.45436096191406,175300
2024-08-12 00:00:00+00:00,103.72246089214309,103.97069577104699,100.88265327144026,102.33234405517578,250300
2024-08-13 00:00:00+00:00,103.79366434252692,106.13972612515923,102.85921079916514,105.4140396118164,196900
2024-08-14 00:00:00+00:00,106.26897228575731,106.82566418645747,103.31650294144997,104.53924560546875,181200
2024-08-15 00:00:00+00:00,108.46592582773148,111.62715463630904,107.49170741668325,108.01858520507812,157300
2024-08-16 00:00:00+00:00,107.23325008396871,109.6787278842365,104.38018885814373,108.34663391113281,148900
2024-08-19 00:00:00+00:00,107.98875371457717,109.75825273454053,107.5115914047564,108.82379913330078,156700
2024-08-20 00:00:00+00:00,108.64486469429559,108.64486469429559,105.22516850375845,105.97074127197266,204800
2024-08-21 00:00:00+00:00,107.72035614852139,108.56533711790391,106.26897537637247,107.5115966796875,126900
2024-08-22 00:00:00+00:00,106.9548968791881,108.53551511644882,105.41405101800375,106.18944549560547,115100
2024-08-23 00:00:00+00:00,106.54731765404401,110.94122461052838,106.54731765404401,110.40441131591797,138500
2024-08-26 00:00:00+00:00,111.46809045013858,111.46809045013858,107.62094003249152,107.92910766601562,150300
2024-08-27 00:00:00+00:00,106.62685003624519,107.3823583216715,104.4199534063202,105.28482055664062,152300
2024-08-28 00:00:00+00:00,104.81759560621622,106.47773586306897,104.54918515489354,104.70824432373047,131600
2024-08-29 00:00:00+00:00,105.9707434682282,106.50755678259095,104.3106032235107,104.97664642333984,136300
2024-08-30 00:00:00+00:00,105.66256514668038,105.82161671394283,103.22702308191042,105.6725082397461,285900
2024-09-03 00:00:00+00:00,103.9725978721135,105.20528356877846,103.36620570140376,104.67841339111328,200500
2024-09-04 00:00:00+00:00,99.10152517522535,104.69828814926565,99.10152517522535,101.55694580078125,356200
2024-09-05 00:00:00+00:00,100.40379263779027,100.8213115394045,98.10743109455414,99.49916076660156,404200
2024-09-06 00:00:00+00:00,99.97633076077226,100.0359741512566,95.72159699411095,98.51500701904297,394600
2024-09-09 00:00:00+00:00,99.21088433916583,100.19503825254318,98.09749296088029,98.60448455810547,234100
2024-09-10 00:00:00+00:00,98.94247492779812,99.14129888189207,96.37770280267377,97.9185562133789,215900
2024-09-11 00:00:00+00:00,97.71974232970231,98.7337179761235,94.21057339816225,98.24661254882812,379000
2024-09-12 00:00:00+00:00,99.50911147781989,99.79740052748797,97.16304187339416,99.31029510498047,161600
2024-09-13 00:00:00+00:00,101.04995516589413,103.73401386212998,100.49325572379449,103.21708679199219,306300
2024-09-16 00:00:00+00:00,103.32644393457447,106.14967575570972,102.87909573687077,105.72221374511719,327600
2024-09-17 00:00:00+00:00,107.17359885596034,110.09624656420806,106.71631513024104,107.21336364746094,323700
2024-09-18 00:00:00+00:00,107.23324343176022,113.70480927876376,106.92506821212336,110.00677490234375,444000
2024-09-19 00:00:00+00:00,113.69486727321434,115.41465069458582,112.63118387403689,115.14624786376953,311700
2024-09-20 00:00:00+00:00,114.96731894740265,114.96731894740265,108.56533187490332,109.20155334472656,626700
2024-09-23 00:00:00+00:00,110.14595474689082,110.54358749425293,108.33669844270263,110.27518463134766,211700
2024-09-24 00:00:00+00:00,111.63709480040863,112.5118974195915,110.84181417616377,112.3826675415039,171100
2024-09-25 00:00:00+00:00,112.0148452364626,112.31307735682208,109.73836229850178,110.8119888305664,200100
2024-09-26 00:00:00+00:00,110.81199181626758,114.29133125387139,106.94495516236515,107.20341491699219,271600
2024-09-27 00:00:00+00:00,109.2015568584652,111.54762644806134,107.29289238758106,108.6548080444336,258600
2024-09-30 00:00:00+00:00,108.79397592411637,111.24939667834731,106.81571747307089,107.809814453125,283900
2024-10-01 00:00:00+00:00,106.54731664853973,107.68058662056967,101.36807219424482,103.33638000488281,577600
2024-10-02 00:00:00+00:00,103.48549514659729,104.83746765980432,101.23883382547999,101.2984848022461,289700
2024-10-03 00:00:00+00:00,100.40380781353241,100.93067806677925,98.57467277702574,100.48333740234375,207800
2024-10-04 00:00:00+00:00,102.84926679513413,102.84926679513413,100.12544334836566,100.23479461669922,209000
2024-10-07 00:00:00+00:00,99.47928007767732,100.7417798492232,98.35595327041656,100.49325561523438,285700
2024-10-08 00:00:00+00:00,100.89090516727364,103.02821529263308,100.31433465560795,102.07388305664062,154200
2024-10-09 00:00:00+00:00,99.41963378029301,102.72003520774716,99.40969068760414,101.18912506103516,237400
2024-10-10 00:00:00+00:00,100.11551603224109,101.20902130353933,98.62437041200927,100.9505615234375,211500
2024-10-11 00:00:00+00:00,101.28854581532802,105.62280947439051,101.28854581532802,105.32457733154297,170700
2024-10-14 00:00:00+00:00,101.55694553853523,105.80173607284156,100.55290552026919,105.68244171142578,169100
2024-10-15 00:00:00+00:00,105.9210470867644,107.35254172701983,104.14161240043386,104.20125579833984,160300
2024-10-16 00:00:00+00:00,106.22919805413443,108.89337811755921,105.51344705435498,105.68244171142578,143700
2024-10-17 00:00:00+00:00,104.99653003856818,104.99653003856818,102.88904162467917,104.27083587646484,141300
2024-10-18 00:00:00+00:00,104.8474103625198,104.8474103625198,102.39198959276872,102.8890380859375,140500
2024-10-21 00:00:00+00:00,102.25281739177605,102.69022249605446,100.38391777375055,101.25872039794922,182600
2024-10-22 00:00:00+00:00,101.18913725132913,102.96857183912931,99.9266297802616,101.88500213623047,201300
2024-10-23 00:00:00+00:00,100.85113808436508,102.3820483815939,98.24660878626521,99.21088409423828,223200
2024-10-24 00:00:00+00:00,100.46343849006466,102.27269469242007,99.51904939169621,101.00025177001953,217900
2024-10-25 00:00:00+00:00,101.76571604274373,104.50941839427635,101.76571604274373,103.16738891601562,177400
2024-10-28 00:00:00+00:00,104.22112348765835,105.70233344497133,102.48145377691566,105.31463623046875,126100
2024-10-29 00:00:00+00:00,104.49947899733854,105.39416022665824,103.52526060369858,103.75390625,157600
2024-10-30 00:00:00+00:00,103.4954356171732,108.02851534988989,103.4954356171732,106.22920227050781,291200
2024-10-31 00:00:00+00:00,104.55912232542605,106.23914867538384,102.97850415818023,103.56502532958984,319500
2024-11-01 00:00:00+00:00,100.58272915527854,102.36216359618729,97.72966819398499,99.42957305908203,589800
2024-11-04 00:00:00+00:00,97.97819497641609,103.04809559298319,97.97819497641609,99.9465103149414,258100
2024-11-05 00:00:00+00:00,99.73774680278288,104.87722611041221,99.73774680278288,103.48548889160156,223300
2024-11-06 00:00:00+00:00,113.30717847305861,122.53239734432647,113.30717847305861,120.09685516357422,1293600
2024-11-07 00:00:00+00:00,119.29164661747963,119.3314114098085,112.05462126951659,112.19379425048828,377200
2024-11-08 00:00:00+00:00,112.08444405579215,117.49233451527925,111.64703892028696,115.74272155761719,351900
2024-11-11 00:00:00+00:00,117.36308368370857,121.37923627846,117.31338338674124,121.180419921875,295200
2024-11-12 00:00:00+00:00,120.51437771112342,120.7927236462257,115.62341490733387,116.21987915039062,205700
2024-11-13 00:00:00+00:00,117.7026020492469,117.7026020492469,112.25930323681905,112.31901550292969,308100
2024-11-14 00:00:00+00:00,112.81658566968814,113.83160318646918,110.13971450861968,110.9557113647461,186200
2024-11-15 00:00:00+00:00,110.70692492672924,111.2542430980589,106.41796693883148,107.86088562011719,281700
2024-11-18 00:00:00+00:00,108.61717331209694,109.50282806795312,107.35336871071736,107.72156524658203,188200
2024-11-19 00:00:00+00:00,105.75123114734876,108.07981219794608,104.6466566859852,107.1842041015625,187800
2024-11-20 00:00:00+00:00,106.20899348700786,107.65191217517663,104.25855468104778,106.23884582519531,236700
2024-11-21 00:00:00+00:00,107.41308764184595,109.72176213612792,106.24879328835299,108.46791076660156,203400
2024-11-22 00:00:00+00:00,109.29386282178564,111.18458942352076,108.01015909100997,109.37347412109375,205000
2024-11-25 00:00:00+00:00,110.7268233606533,114.42866510140145,110.14966044652618,112.03043365478516,266600
2024-11-26 00:00:00+00:00,110.77658776368477,112.63746203554041,108.9953247915361,112.4981460571289,197200
2024-11-27 00:00:00+00:00,112.76681649512489,114.07041916629353,111.12486962090546,112.94593811035156,177000
2024-11-29 00:00:00+00:00,113.3837995490081,115.15510918973823,112.98575064732519,114.71725463867188,134800
2024-12-02 00:00:00+00:00,114.70730036376087,115.19491387049418,110.38848993601728,110.66712188720703,240700
2024-12-03 00:00:00+00:00,109.33366831472811,110.19941651897096,107.96039997616133,108.29874420166016,236600
2024-12-04 00:00:00+00:00,106.64683880854085,108.56741765488965,103.77094719399823,107.5324935913086,336800
2024-12-05 00:00:00+00:00,107.51260317239058,108.28879438419057,105.58207086149719,106.78616333007812,238700
2024-12-06 00:00:00+00:00,108.1693697886537,108.74654029741943,105.6019700215236,106.73640441894531,208200
2024-12-09 00:00:00+00:00,107.45289126939653,110.85619447336535,106.73640478600286,110.10985565185547,232400
2024-12-10 00:00:00+00:00,110.14966403053825,112.14984665541807,108.73659005674962,111.5428237915039,321500
2024-12-11 00:00:00+00:00,112.69716575765526,113.18477167795663,109.50283640750305,110.84624481201172,245900
2024-12-12 00:00:00+00:00,110.44819344639778,111.25424454485194,108.5475211753516,110.38848876953125,226400
2024-12-13 00:00:00+00:00,110.26907172096058,110.78653756049262,107.7912289353414,108.04000854492188,193400
2024-12-16 00:00:00+00:00,107.92059173165525,109.44312932156411,107.24391088907947,107.94049835205078,225600
2024-12-17 00:00:00+00:00,106.85581375092312,108.27883340246034,105.22382014117917,105.51240539550781,245100
2024-12-18 00:00:00+00:00,106.63689663232971,107.44294014648034,100.3079426897178,101.12393951416016,227600
2024-12-19 00:00:00+00:00,101.98968824572678,103.4624668984976,97.0539016239253,97.1036605834961,271500
2024-12-20 00:00:00+00:00,96.98424023811855,97.29272451862657,92.11811177490297,93.67049407958984,1071500
2024-12-23 00:00:00+00:00,93.81976718737724,94.24766842883282,91.86933591697424,93.08338165283203,234400
2024-12-24 00:00:00+00:00,93.14308498676007,94.37702973346238,92.54601543784935,94.12825012207031,103100
2024-12-26 00:00:00+00:00,93.3122524024962,94.57605706781167,92.9739157784912,93.65059661865234,149500
2024-12-27 00:00:00+00:00,92.56591116507656,95.57117301512208,91.63050502226419,93.14308166503906,167400
2024-12-30 00:00:00+00:00,92.38678411024551,92.79478627859814,90.5657232970109,92.62561798095703,286600
2024-12-31 00:00:00+00:00,92.85450286616323,94.79498845592546,92.12807062794033,92.86445617675781,274800
2025-01-02 00:00:00+00:00,93.71030564230912,94.52630249398919,90.79460818591237,91.49119567871094,252100
2025-01-03 00:00:00+00:00,92.5062103627136,94.3969369394503,91.07323736271927,93.68045043945312,308000
2025-01-06 00:00:00+00:00,94.54619853640469,97.96940056932664,94.03868604148971,96.22794342041016,250800
2025-01-07 00:00:00+00:00,95.76024741070992,96.26775233068345,93.90932657086873,94.81488037109375,208800
2025-01-08 00:00:00+00:00,93.59089890566575,94.486499490976,92.62563273618738,94.14816284179688,222400
2025-01-10 00:00:00+00:00,92.19771974049452,93.14307916786477,91.33196401376173,92.6853256225586,194200
2025-01-13 00:00:00+00:00,91.31207414172619,96.19810194618518,91.31207414172619,96.08863830566406,194300
2025-01-14 00:00:00+00:00,96.75536557964388,100.10890973584532,96.75536557964388,100.0093994140625,401200
2025-01-15 00:00:00+00:00,102.78578550176877,103.12412213017478,100.83535425291026,101.12393951416016,302700
2025-01-16 00:00:00+00:00,100.83535688611292,102.23846998783628,100.54677161732694,101.43242645263672,207800
2025-01-17 00:00:00+00:00,101.62149902044115,101.62149902044115,98.62619035503172,99.70092010498047,205700
2025-01-21 00:00:00+00:00,99.98950392805028,100.84529879941425,98.77545821970782,99.62130737304688,219400
2025-01-22 00:00:00+00:00,99.06404092505144,100.6164232178693,96.52648593826753,97.98931121826172,202900
2025-01-23 00:00:00+00:00,99.51184207892202,101.98968482088489,98.24804502506616,99.74072265625,296100
2025-01-24 00:00:00+00:00,98.74560175845981,99.83027716567884,97.29272221945965,98.00920867919922,196900
