"('date', '')","('open', 'AMRC')","('high', 'AMRC')","('low', 'AMRC')","('close', 'AMRC')","('volume', 'AMRC')"
2025-09-26 00:00:00+00:00,34.5,35.4900016784668,34.22999954223633,34.790000915527344,648009
