"('date', '')","('open', 'AOSL')","('high', 'AOSL')","('low', 'AOSL')","('close', 'AOSL')","('volume', 'AOSL')"
2024-02-12 00:00:00+00:00,23.600000381469727,24.020000457763672,23.520000457763672,23.649999618530273,175000
2024-02-13 00:00:00+00:00,22.790000915527344,23.100000381469727,22.079999923706055,22.229999542236328,208700
2024-02-14 00:00:00+00:00,22.75,23.059999465942383,22.40999984741211,22.889999389648438,167900
2024-02-15 00:00:00+00:00,23.290000915527344,23.43000030517578,22.729999542236328,22.969999313354492,194300
2024-02-16 00:00:00+00:00,22.8799991607666,23.0,22.350000381469727,22.40999984741211,127800
2024-02-20 00:00:00+00:00,22.06999969482422,22.59000015258789,21.790000915527344,22.229999542236328,181100
2024-02-21 00:00:00+00:00,22.200000762939453,22.239999771118164,21.75,22.110000610351562,133800
2024-02-22 00:00:00+00:00,22.09000015258789,22.229999542236328,21.889999389648438,22.09000015258789,183500
2024-02-23 00:00:00+00:00,21.799999237060547,22.06999969482422,21.59000015258789,21.809999465942383,158000
2024-02-26 00:00:00+00:00,21.809999465942383,22.389999389648438,21.809999465942383,22.190000534057617,106000
2024-02-27 00:00:00+00:00,22.360000610351562,22.68000030517578,21.969999313354492,22.0,107800
2024-02-28 00:00:00+00:00,21.68000030517578,22.010000228881836,21.610000610351562,21.65999984741211,115400
2024-02-29 00:00:00+00:00,22.149999618530273,22.299999237060547,21.59000015258789,21.899999618530273,158000
2024-03-01 00:00:00+00:00,22.049999237060547,22.959999084472656,21.940000534057617,22.860000610351562,157600
2024-03-04 00:00:00+00:00,23.0,23.34000015258789,22.530000686645508,22.760000228881836,107300
2024-03-05 00:00:00+00:00,22.540000915527344,22.739999771118164,22.149999618530273,22.290000915527344,91800
2024-03-06 00:00:00+00:00,22.68000030517578,23.25,22.5,22.989999771118164,99100
2024-03-07 00:00:00+00:00,23.200000762939453,25.010000228881836,23.200000762939453,24.579999923706055,135000
2024-03-08 00:00:00+00:00,24.899999618530273,25.0,23.90999984741211,23.940000534057617,85200
2024-03-11 00:00:00+00:00,23.59000015258789,24.010000228881836,23.329999923706055,23.559999465942383,127000
2024-03-12 00:00:00+00:00,23.579999923706055,23.65999984741211,23.079999923706055,23.31999969482422,100300
2024-03-13 00:00:00+00:00,23.049999237060547,23.329999923706055,22.360000610351562,22.469999313354492,130900
2024-03-14 00:00:00+00:00,22.25,22.469999313354492,21.479999542236328,21.639999389648438,111800
2024-03-15 00:00:00+00:00,21.399999618530273,21.93000030517578,21.399999618530273,21.549999237060547,271600
2024-03-18 00:00:00+00:00,21.610000610351562,21.6200008392334,20.920000076293945,20.920000076293945,117800
2024-03-19 00:00:00+00:00,20.75,21.09000015258789,20.56999969482422,20.729999542236328,83400
2024-03-20 00:00:00+00:00,20.559999465942383,21.549999237060547,20.360000610351562,21.350000381469727,132200
2024-03-21 00:00:00+00:00,21.59000015258789,23.149999618530273,21.549999237060547,22.219999313354492,198800
2024-03-22 00:00:00+00:00,22.100000381469727,22.219999313354492,21.579999923706055,21.639999389648438,65800
2024-03-25 00:00:00+00:00,21.56999969482422,21.760000228881836,21.43000030517578,21.579999923706055,59900
2024-03-26 00:00:00+00:00,21.709999084472656,21.8799991607666,21.030000686645508,21.030000686645508,97000
2024-03-27 00:00:00+00:00,21.329999923706055,21.889999389648438,20.850000381469727,21.84000015258789,116900
2024-03-28 00:00:00+00:00,21.860000610351562,22.270000457763672,21.780000686645508,22.040000915527344,99600
2024-04-01 00:00:00+00:00,22.0,22.450000762939453,21.829999923706055,22.06999969482422,67000
2024-04-02 00:00:00+00:00,21.8799991607666,21.8799991607666,21.59000015258789,21.75,134900
2024-04-03 00:00:00+00:00,21.43000030517578,22.81999969482422,21.389999389648438,22.81999969482422,105500
2024-04-04 00:00:00+00:00,23.18000030517578,23.729999542236328,22.65999984741211,22.799999237060547,127300
2024-04-05 00:00:00+00:00,22.68000030517578,22.760000228881836,22.1299991607666,22.510000228881836,92800
2024-04-08 00:00:00+00:00,22.639999389648438,23.06999969482422,22.5,22.93000030517578,73200
2024-04-09 00:00:00+00:00,23.079999923706055,23.309999465942383,22.90999984741211,23.18000030517578,66100
2024-04-10 00:00:00+00:00,22.31999969482422,23.219999313354492,22.09000015258789,22.280000686645508,106000
2024-04-11 00:00:00+00:00,22.209999084472656,22.93000030517578,21.989999771118164,22.889999389648438,82500
2024-04-12 00:00:00+00:00,22.520000457763672,22.520000457763672,21.65999984741211,21.719999313354492,78700
2024-04-15 00:00:00+00:00,22.020000457763672,22.06999969482422,21.15999984741211,21.459999084472656,95600
2024-04-16 00:00:00+00:00,21.25,21.530000686645508,20.979999542236328,21.350000381469727,61200
2024-04-17 00:00:00+00:00,21.5,21.690000534057617,20.6299991607666,20.65999984741211,73800
2024-04-18 00:00:00+00:00,20.479999542236328,20.479999542236328,19.8700008392334,20.020000457763672,138200
2024-04-19 00:00:00+00:00,19.809999465942383,20.09000015258789,19.3799991607666,19.549999237060547,162800
2024-04-22 00:00:00+00:00,19.799999237060547,19.950000762939453,19.43000030517578,19.790000915527344,89900
2024-04-23 00:00:00+00:00,19.790000915527344,20.40999984741211,19.790000915527344,20.18000030517578,84300
2024-04-24 00:00:00+00:00,20.229999542236328,21.25,20.229999542236328,21.209999084472656,132600
2024-04-25 00:00:00+00:00,20.979999542236328,21.559999465942383,20.729999542236328,21.510000228881836,98900
2024-04-26 00:00:00+00:00,21.5,22.280000686645508,21.459999084472656,22.190000534057617,80700
2024-04-29 00:00:00+00:00,22.200000762939453,22.559999465942383,21.889999389648438,22.459999084472656,82200
2024-04-30 00:00:00+00:00,22.270000457763672,22.350000381469727,21.84000015258789,21.8700008392334,106000
2024-05-01 00:00:00+00:00,21.639999389648438,21.770000457763672,21.0,21.06999969482422,123200
2024-05-02 00:00:00+00:00,21.3799991607666,21.940000534057617,20.969999313354492,21.899999618530273,78800
2024-05-03 00:00:00+00:00,22.579999923706055,22.700000762939453,22.030000686645508,22.360000610351562,80000
2024-05-06 00:00:00+00:00,22.489999771118164,22.670000076293945,21.760000228881836,22.15999984741211,245600
2024-05-07 00:00:00+00:00,22.389999389648438,23.3700008392334,22.270000457763672,22.280000686645508,173900
2024-05-08 00:00:00+00:00,23.0,27.209999084472656,22.790000915527344,26.93000030517578,594900
2024-05-09 00:00:00+00:00,26.670000076293945,27.170000076293945,26.290000915527344,27.09000015258789,257800
2024-05-10 00:00:00+00:00,26.739999771118164,27.200000762939453,26.549999237060547,27.0,227000
2024-05-13 00:00:00+00:00,26.969999313354492,27.479999542236328,26.209999084472656,27.190000534057617,159800
2024-05-14 00:00:00+00:00,27.43000030517578,27.690000534057617,27.020000457763672,27.6200008392334,165200
2024-05-15 00:00:00+00:00,27.770000457763672,27.81999969482422,27.020000457763672,27.790000915527344,182300
2024-05-16 00:00:00+00:00,27.56999969482422,27.8700008392334,27.219999313354492,27.25,164300
2024-05-17 00:00:00+00:00,27.549999237060547,27.549999237060547,26.81999969482422,27.229999542236328,103700
2024-05-20 00:00:00+00:00,27.18000030517578,27.520000457763672,26.559999465942383,26.690000534057617,128300
2024-05-21 00:00:00+00:00,26.450000762939453,26.6299991607666,26.06999969482422,26.579999923706055,95100
2024-05-22 00:00:00+00:00,26.860000610351562,27.770000457763672,26.709999084472656,27.399999618530273,141800
2024-05-23 00:00:00+00:00,28.0,28.700000762939453,27.0,27.25,216400
2024-05-24 00:00:00+00:00,27.459999084472656,28.899999618530273,27.329999923706055,28.34000015258789,161300
2024-05-28 00:00:00+00:00,28.709999084472656,29.959999084472656,28.459999084472656,29.709999084472656,288600
2024-05-29 00:00:00+00:00,29.06999969482422,29.600000381469727,28.8799991607666,29.440000534057617,136700
2024-05-30 00:00:00+00:00,29.690000534057617,30.579999923706055,29.649999618530273,29.790000915527344,235500
2024-05-31 00:00:00+00:00,29.989999771118164,30.389999389648438,28.940000534057617,29.309999465942383,156600
2024-06-03 00:00:00+00:00,29.690000534057617,29.959999084472656,27.989999771118164,28.790000915527344,209600
2024-06-04 00:00:00+00:00,28.739999771118164,28.739999771118164,27.899999618530273,28.399999618530273,109600
2024-06-05 00:00:00+00:00,28.739999771118164,29.829999923706055,28.489999771118164,29.709999084472656,229700
2024-06-06 00:00:00+00:00,29.56999969482422,29.780000686645508,29.0,29.530000686645508,114600
2024-06-07 00:00:00+00:00,29.219999313354492,29.6299991607666,28.920000076293945,29.149999618530273,93500
2024-06-10 00:00:00+00:00,28.709999084472656,29.540000915527344,28.709999084472656,29.3700008392334,127000
2024-06-11 00:00:00+00:00,29.040000915527344,29.59000015258789,28.700000762939453,29.56999969482422,179400
2024-06-12 00:00:00+00:00,30.0,31.260000228881836,29.989999771118164,30.670000076293945,202900
2024-06-13 00:00:00+00:00,30.579999923706055,30.600000381469727,29.309999465942383,29.93000030517578,166300
2024-06-14 00:00:00+00:00,30.010000228881836,30.190000534057617,29.68000030517578,30.1299991607666,144300
2024-06-17 00:00:00+00:00,29.719999313354492,30.559999465942383,29.40999984741211,30.520000457763672,176300
2024-06-18 00:00:00+00:00,30.549999237060547,31.399999618530273,30.329999923706055,31.350000381469727,206400
2024-06-20 00:00:00+00:00,31.5,36.5,31.040000915527344,32.540000915527344,1334200
2024-06-21 00:00:00+00:00,32.61000061035156,32.880001068115234,31.559999465942383,32.4900016784668,815800
2024-06-24 00:00:00+00:00,32.560001373291016,36.599998474121094,32.560001373291016,35.880001068115234,766500
2024-06-25 00:00:00+00:00,35.880001068115234,36.650001525878906,34.09000015258789,36.58000183105469,521700
2024-06-26 00:00:00+00:00,36.41999816894531,37.529998779296875,36.25,37.380001068115234,522700
2024-06-27 00:00:00+00:00,37.52000045776367,37.56999969482422,34.689998626708984,35.77000045776367,394500
2024-06-28 00:00:00+00:00,37.0,37.880001068115234,36.06999969482422,37.369998931884766,528000
2024-07-01 00:00:00+00:00,37.369998931884766,38.380001068115234,36.599998474121094,38.2400016784668,312500
2024-07-02 00:00:00+00:00,38.11000061035156,40.790000915527344,38.11000061035156,38.41999816894531,529700
2024-07-03 00:00:00+00:00,38.63999938964844,39.47999954223633,37.709999084472656,37.81999969482422,214200
2024-07-05 00:00:00+00:00,37.81999969482422,38.189998626708984,36.689998626708984,37.47999954223633,381000
2024-07-08 00:00:00+00:00,37.47999954223633,37.959999084472656,37.060001373291016,37.43000030517578,324600
2024-07-09 00:00:00+00:00,37.599998474121094,38.2400016784668,36.880001068115234,38.16999816894531,237100
2024-07-10 00:00:00+00:00,38.22999954223633,38.34000015258789,37.060001373291016,37.13999938964844,225900
2024-07-11 00:00:00+00:00,38.810001373291016,40.2599983215332,38.279998779296875,39.619998931884766,735500
2024-07-12 00:00:00+00:00,40.25,44.08000183105469,39.5099983215332,42.310001373291016,1124600
2024-07-15 00:00:00+00:00,42.279998779296875,46.72999954223633,41.04999923706055,45.689998626708984,1091100
2024-07-16 00:00:00+00:00,46.849998474121094,47.25,45.83000183105469,47.029998779296875,528900
2024-07-17 00:00:00+00:00,45.41999816894531,46.349998474121094,43.880001068115234,45.400001525878906,711900
2024-07-18 00:00:00+00:00,46.540000915527344,47.45000076293945,44.349998474121094,45.349998474121094,487300
2024-07-19 00:00:00+00:00,44.95000076293945,45.189998626708984,43.0,43.04999923706055,439300
2024-07-22 00:00:00+00:00,43.060001373291016,43.47999954223633,40.400001525878906,42.7599983215332,723700
2024-07-23 00:00:00+00:00,41.79999923706055,46.689998626708984,41.5099983215332,45.869998931884766,746200
2024-07-24 00:00:00+00:00,45.40999984741211,45.86000061035156,43.2400016784668,43.27000045776367,408700
2024-07-25 00:00:00+00:00,43.27000045776367,44.0,41.0099983215332,41.099998474121094,557800
2024-07-26 00:00:00+00:00,42.779998779296875,44.400001525878906,41.84000015258789,43.529998779296875,355700
2024-07-29 00:00:00+00:00,44.04999923706055,45.75,43.11000061035156,43.189998626708984,306500
2024-07-30 00:00:00+00:00,43.40999984741211,43.65999984741211,40.18000030517578,40.25,375500
2024-07-31 00:00:00+00:00,41.16999816894531,42.599998474121094,40.189998626708984,41.400001525878906,387100
2024-08-01 00:00:00+00:00,41.060001373291016,41.41999816894531,37.91999816894531,38.25,336000
2024-08-02 00:00:00+00:00,36.0099983215332,37.130001068115234,34.380001068115234,34.810001373291016,466100
2024-08-05 00:00:00+00:00,32.369998931884766,34.720001220703125,31.93000030517578,34.2599983215332,410000
2024-08-06 00:00:00+00:00,34.09000015258789,35.52000045776367,33.84000015258789,34.5,242700
2024-08-07 00:00:00+00:00,35.650001525878906,35.939998626708984,33.439998626708984,33.470001220703125,301300
2024-08-08 00:00:00+00:00,37.0,39.38999938964844,34.959999084472656,35.0,928400
2024-08-09 00:00:00+00:00,34.61000061035156,36.25,34.0,36.209999084472656,227700
2024-08-12 00:00:00+00:00,36.060001373291016,36.20000076293945,34.47999954223633,34.779998779296875,207100
2024-08-13 00:00:00+00:00,35.47999954223633,36.75,35.33000183105469,36.060001373291016,182500
2024-08-14 00:00:00+00:00,36.02000045776367,36.25,34.75,35.09000015258789,214800
2024-08-15 00:00:00+00:00,36.619998931884766,37.79999923706055,35.97999954223633,37.27000045776367,212500
2024-08-16 00:00:00+00:00,37.06999969482422,38.2599983215332,37.06999969482422,37.369998931884766,191900
2024-08-19 00:00:00+00:00,36.88999938964844,37.119998931884766,36.029998779296875,36.84000015258789,196400
2024-08-20 00:00:00+00:00,36.61000061035156,36.650001525878906,35.34000015258789,35.939998626708984,301800
2024-08-21 00:00:00+00:00,36.400001525878906,36.70000076293945,35.130001068115234,36.029998779296875,184000
2024-08-22 00:00:00+00:00,36.189998626708984,38.970001220703125,36.029998779296875,36.45000076293945,563200
2024-08-23 00:00:00+00:00,37.040000915527344,38.959999084472656,37.040000915527344,38.33000183105469,234000
2024-08-26 00:00:00+00:00,38.25,38.54999923706055,37.2599983215332,37.91999816894531,164700
2024-08-27 00:00:00+00:00,37.439998626708984,38.41999816894531,36.77000045776367,37.65999984741211,142300
2024-08-28 00:00:00+00:00,38.189998626708984,42.279998779296875,37.5,41.90999984741211,1074100
2024-08-29 00:00:00+00:00,41.560001373291016,43.45000076293945,40.63999938964844,41.22999954223633,392200
2024-08-30 00:00:00+00:00,41.52000045776367,43.869998931884766,41.31999969482422,41.810001373291016,358100
2024-09-03 00:00:00+00:00,40.5,41.02000045776367,36.34000015258789,36.540000915527344,525600
2024-09-04 00:00:00+00:00,35.79999923706055,37.47999954223633,34.34000015258789,35.90999984741211,1012400
2024-09-05 00:00:00+00:00,35.540000915527344,35.90999984741211,34.27000045776367,34.52000045776367,269800
2024-09-06 00:00:00+00:00,33.95000076293945,34.04999923706055,32.0099983215332,32.099998474121094,330200
2024-09-09 00:00:00+00:00,32.470001220703125,33.5,32.16999816894531,32.810001373291016,228400
2024-09-10 00:00:00+00:00,32.7599983215332,32.79999923706055,31.729999542236328,32.61000061035156,211300
2024-09-11 00:00:00+00:00,32.709999084472656,34.56999969482422,31.899999618530273,34.38999938964844,287500
2024-09-12 00:00:00+00:00,34.720001220703125,35.54999923706055,33.720001220703125,35.060001373291016,259900
2024-09-13 00:00:00+00:00,35.810001373291016,37.5,35.720001220703125,37.40999984741211,247700
2024-09-16 00:00:00+00:00,36.84000015258789,36.84000015258789,35.029998779296875,35.4900016784668,205500
2024-09-17 00:00:00+00:00,36.130001068115234,36.689998626708984,34.59000015258789,34.91999816894531,297600
2024-09-18 00:00:00+00:00,35.27000045776367,36.220001220703125,34.2599983215332,34.2599983215332,210400
2024-09-19 00:00:00+00:00,36.0099983215332,36.540000915527344,35.290000915527344,36.08000183105469,151200
2024-09-20 00:00:00+00:00,35.41999816894531,35.95000076293945,34.790000915527344,34.810001373291016,755200
2024-09-23 00:00:00+00:00,35.060001373291016,35.470001220703125,34.06999969482422,34.61000061035156,189900
2024-09-24 00:00:00+00:00,35.150001525878906,35.810001373291016,34.529998779296875,35.060001373291016,203700
2024-09-25 00:00:00+00:00,35.380001068115234,36.61000061035156,35.380001068115234,35.86000061035156,235100
2024-09-26 00:00:00+00:00,37.59000015258789,38.09000015258789,36.029998779296875,37.79999923706055,244000
2024-09-27 00:00:00+00:00,38.36000061035156,38.41999816894531,36.75,37.31999969482422,152100
2024-09-30 00:00:00+00:00,36.7599983215332,37.869998931884766,36.189998626708984,37.119998931884766,158500
2024-10-01 00:00:00+00:00,37.0099983215332,37.279998779296875,35.0,35.7400016784668,187900
2024-10-02 00:00:00+00:00,35.400001525878906,36.90999984741211,35.349998474121094,36.439998626708984,147000
2024-10-03 00:00:00+00:00,36.040000915527344,36.81999969482422,35.40999984741211,35.720001220703125,120400
2024-10-04 00:00:00+00:00,36.90999984741211,37.33000183105469,36.040000915527344,36.34000015258789,125200
2024-10-07 00:00:00+00:00,35.849998474121094,36.31999969482422,35.33000183105469,35.77000045776367,199000
2024-10-08 00:00:00+00:00,35.77000045776367,36.16999816894531,35.29999923706055,35.91999816894531,111800
2024-10-09 00:00:00+00:00,35.97999954223633,36.91999816894531,35.189998626708984,36.310001373291016,170700
2024-10-10 00:00:00+00:00,35.290000915527344,35.939998626708984,34.43000030517578,35.900001525878906,196100
2024-10-11 00:00:00+00:00,35.709999084472656,38.619998931884766,35.709999084472656,38.560001373291016,215500
2024-10-14 00:00:00+00:00,38.97999954223633,39.290000915527344,38.08000183105469,38.45000076293945,130100
2024-10-15 00:00:00+00:00,38.11000061035156,38.849998474121094,36.54999923706055,36.7400016784668,161100
2024-10-16 00:00:00+00:00,37.150001525878906,37.81999969482422,36.459999084472656,37.22999954223633,111900
2024-10-17 00:00:00+00:00,38.11000061035156,38.11000061035156,37.16999816894531,37.45000076293945,123100
2024-10-18 00:00:00+00:00,37.54999923706055,38.79999923706055,37.34000015258789,37.84000015258789,142900
2024-10-21 00:00:00+00:00,37.790000915527344,37.790000915527344,35.900001525878906,36.58000183105469,177800
2024-10-22 00:00:00+00:00,36.09000015258789,36.70000076293945,35.939998626708984,36.20000076293945,111400
2024-10-23 00:00:00+00:00,36.15999984741211,36.40999984741211,35.13999938964844,35.43000030517578,107900
2024-10-24 00:00:00+00:00,35.4900016784668,36.08000183105469,35.40999984741211,35.45000076293945,110200
2024-10-25 00:00:00+00:00,35.95000076293945,37.0,35.79999923706055,36.0099983215332,171900
2024-10-28 00:00:00+00:00,36.029998779296875,36.77000045776367,35.61000061035156,36.220001220703125,162200
2024-10-29 00:00:00+00:00,35.77000045776367,37.060001373291016,35.4900016784668,36.630001068115234,171700
2024-10-30 00:00:00+00:00,35.75,36.5099983215332,34.88999938964844,34.959999084472656,125300
2024-10-31 00:00:00+00:00,34.58000183105469,34.58000183105469,32.70000076293945,33.040000915527344,196700
2024-11-01 00:00:00+00:00,33.22999954223633,35.779998779296875,33.22999954223633,34.0,386500
2024-11-04 00:00:00+00:00,33.689998626708984,35.40999984741211,33.08000183105469,33.25,427100
2024-11-05 00:00:00+00:00,28.520000457763672,30.170000076293945,26.030000686645508,26.770000457763672,1001400
2024-11-06 00:00:00+00:00,26.780000686645508,27.760000228881836,26.559999465942383,27.34000015258789,501600
2024-11-07 00:00:00+00:00,27.649999618530273,28.18000030517578,26.729999542236328,27.239999771118164,309400
2024-11-08 00:00:00+00:00,26.93000030517578,27.700000762939453,26.030000686645508,26.489999771118164,376000
2024-11-11 00:00:00+00:00,26.5,28.309999465942383,26.079999923706055,28.1200008392334,493500
2024-11-12 00:00:00+00:00,27.90999984741211,28.600000381469727,25.969999313354492,26.719999313354492,460700
2024-11-13 00:00:00+00:00,26.93000030517578,28.5,26.93000030517578,27.40999984741211,617700
2024-11-14 00:00:00+00:00,28.43000030517578,30.600000381469727,28.219999313354492,29.850000381469727,577700
2024-11-15 00:00:00+00:00,30.0,32.2400016784668,28.020000457763672,28.09000015258789,633600
2024-11-18 00:00:00+00:00,27.719999313354492,30.920000076293945,27.6299991607666,30.6200008392334,474600
2024-11-19 00:00:00+00:00,30.479999542236328,32.4900016784668,30.309999465942383,32.16999816894531,385800
2024-11-20 00:00:00+00:00,31.760000228881836,32.02000045776367,29.829999923706055,30.389999389648438,575600
2024-11-21 00:00:00+00:00,30.709999084472656,41.400001525878906,30.559999465942383,40.400001525878906,1788000
2024-11-22 00:00:00+00:00,41.25,42.20000076293945,37.11000061035156,38.630001068115234,1790900
2024-11-25 00:00:00+00:00,41.65999984741211,45.70000076293945,40.29999923706055,40.36000061035156,1316000
2024-11-26 00:00:00+00:00,39.970001220703125,41.099998474121094,38.70000076293945,39.68000030517578,963400
2024-11-27 00:00:00+00:00,39.31999969482422,39.31999969482422,34.9900016784668,36.04999923706055,1248300
2024-11-29 00:00:00+00:00,36.66999816894531,42.5099983215332,36.66999816894531,41.470001220703125,804400
2024-12-02 00:00:00+00:00,42.75,44.900001525878906,40.4900016784668,41.38999938964844,954100
2024-12-03 00:00:00+00:00,41.0,47.279998779296875,40.5099983215332,46.54999923706055,2870300
2024-12-04 00:00:00+00:00,47.599998474121094,51.689998626708984,46.91999816894531,49.15999984741211,1673300
2024-12-05 00:00:00+00:00,50.13999938964844,53.290000915527344,47.040000915527344,47.22999954223633,1232000
2024-12-06 00:00:00+00:00,48.0,49.77000045776367,47.040000915527344,48.43000030517578,664200
2024-12-09 00:00:00+00:00,48.43000030517578,49.61000061035156,46.9900016784668,48.689998626708984,730900
2024-12-10 00:00:00+00:00,48.18000030517578,49.88999938964844,46.400001525878906,46.7599983215332,592800
2024-12-11 00:00:00+00:00,47.33000183105469,50.0,46.93000030517578,48.880001068115234,656300
2024-12-12 00:00:00+00:00,47.380001068115234,49.08000183105469,47.0,47.18000030517578,491100
2024-12-13 00:00:00+00:00,48.0,49.61000061035156,44.689998626708984,45.20000076293945,744700
2024-12-16 00:00:00+00:00,45.209999084472656,45.38999938964844,36.0,43.02000045776367,2695600
2024-12-17 00:00:00+00:00,42.58000183105469,42.61000061035156,37.90999984741211,42.5099983215332,1420400
2024-12-18 00:00:00+00:00,43.5,46.220001220703125,41.52000045776367,42.459999084472656,1111100
2024-12-19 00:00:00+00:00,42.16999816894531,43.31999969482422,37.5,37.52000045776367,905600
2024-12-20 00:00:00+00:00,37.130001068115234,40.02000045776367,36.81999969482422,38.310001373291016,1175300
2024-12-23 00:00:00+00:00,38.400001525878906,39.27000045776367,37.849998474121094,38.97999954223633,433700
2024-12-24 00:00:00+00:00,39.04999923706055,40.2599983215332,38.5,39.779998779296875,158300
2024-12-26 00:00:00+00:00,39.79999923706055,41.41999816894531,38.68000030517578,41.04999923706055,346800
2024-12-27 00:00:00+00:00,40.650001525878906,40.79999923706055,38.02000045776367,38.36000061035156,481700
2024-12-30 00:00:00+00:00,37.7400016784668,37.7400016784668,36.0,36.91999816894531,337500
2024-12-31 00:00:00+00:00,37.58000183105469,38.369998931884766,36.77000045776367,37.029998779296875,513700
2025-01-02 00:00:00+00:00,37.790000915527344,39.349998474121094,35.34000015258789,36.540000915527344,349800
2025-01-03 00:00:00+00:00,36.90999984741211,38.7599983215332,36.81999969482422,38.630001068115234,351300
2025-01-06 00:00:00+00:00,40.0,41.849998474121094,39.45000076293945,40.560001373291016,526200
2025-01-07 00:00:00+00:00,41.04999923706055,41.650001525878906,38.4900016784668,38.58000183105469,462400
2025-01-08 00:00:00+00:00,38.0,39.060001373291016,36.619998931884766,38.86000061035156,389600
2025-01-10 00:00:00+00:00,37.7400016784668,38.189998626708984,34.880001068115234,36.0,776100
2025-01-13 00:00:00+00:00,35.0,35.54999923706055,33.630001068115234,35.2599983215332,548800
2025-01-14 00:00:00+00:00,36.040000915527344,36.689998626708984,34.869998931884766,35.529998779296875,248200
2025-01-15 00:00:00+00:00,37.0,38.38999938964844,36.599998474121094,36.66999816894531,389700
2025-01-16 00:00:00+00:00,37.099998474121094,38.790000915527344,36.72999954223633,38.310001373291016,621800
2025-01-17 00:00:00+00:00,39.400001525878906,41.66999816894531,38.52000045776367,41.599998474121094,872400
2025-01-21 00:00:00+00:00,42.0,42.5,40.380001068115234,42.36000061035156,565500
2025-01-22 00:00:00+00:00,42.599998474121094,44.90999984741211,41.790000915527344,42.11000061035156,786000
2025-01-23 00:00:00+00:00,41.150001525878906,42.209999084472656,38.97999954223633,39.33000183105469,785800
2025-01-24 00:00:00+00:00,38.52000045776367,41.150001525878906,36.619998931884766,40.70000076293945,902600
2025-01-27 00:00:00+00:00,37.939998626708984,39.2599983215332,34.52000045776367,35.220001220703125,832300
2025-01-28 00:00:00+00:00,36.380001068115234,36.93000030517578,34.970001220703125,35.849998474121094,501700
2025-01-29 00:00:00+00:00,35.959999084472656,36.119998931884766,35.08000183105469,35.630001068115234,365300
2025-01-30 00:00:00+00:00,36.560001373291016,37.720001220703125,36.16999816894531,37.41999816894531,434500
2025-01-31 00:00:00+00:00,37.36000061035156,39.36000061035156,36.279998779296875,38.41999816894531,590800
