"('date', '')","('open', 'APPS')","('high', 'APPS')","('low', 'APPS')","('close', 'APPS')","('volume', 'APPS')"
2024-03-08 00:00:00+00:00,3.119999885559082,3.2799999713897705,3.0799999237060547,3.0999999046325684,2772300
2024-03-11 00:00:00+00:00,3.0899999141693115,3.1600000858306885,3.0299999713897705,3.109999895095825,2171400
2024-03-12 00:00:00+00:00,3.130000114440918,3.130000114440918,2.940000057220459,3.0,2640400
2024-03-13 00:00:00+00:00,3.0,3.140000104904175,2.950000047683716,2.9800000190734863,2886800
2024-03-14 00:00:00+00:00,2.9800000190734863,2.990000009536743,2.740000009536743,2.799999952316284,4402000
2024-03-15 00:00:00+00:00,2.7699999809265137,3.049999952316284,2.7699999809265137,2.9600000381469727,23278500
2024-03-18 00:00:00+00:00,2.9600000381469727,2.9600000381469727,2.759999990463257,2.819999933242798,3278800
2024-03-19 00:00:00+00:00,2.759999990463257,2.8499999046325684,2.7200000286102295,2.819999933242798,3243500
2024-03-20 00:00:00+00:00,2.809999942779541,2.890000104904175,2.7100000381469727,2.8499999046325684,2418400
2024-03-21 00:00:00+00:00,2.869999885559082,2.940000057220459,2.75,2.7799999713897705,2390500
2024-03-22 00:00:00+00:00,2.7799999713897705,2.7899999618530273,2.549999952316284,2.559999942779541,2549800
2024-03-25 00:00:00+00:00,2.549999952316284,2.619999885559082,2.5199999809265137,2.569999933242798,2138800
2024-03-26 00:00:00+00:00,2.5799999237060547,2.6600000858306885,2.4700000286102295,2.4700000286102295,1951000
2024-03-27 00:00:00+00:00,2.509999990463257,2.619999885559082,2.4700000286102295,2.609999895095825,1632100
2024-03-28 00:00:00+00:00,2.609999895095825,2.75,2.5999999046325684,2.619999885559082,1641100
2024-04-01 00:00:00+00:00,2.619999885559082,2.630000114440918,2.4100000858306885,2.4200000762939453,1556300
2024-04-02 00:00:00+00:00,2.390000104904175,2.390000104904175,2.2899999618530273,2.359999895095825,1931800
2024-04-03 00:00:00+00:00,2.3399999141693115,2.369999885559082,2.2699999809265137,2.299999952316284,1680800
2024-04-04 00:00:00+00:00,2.3499999046325684,2.430000066757202,2.240000009536743,2.25,1629700
2024-04-05 00:00:00+00:00,2.259999990463257,2.2699999809265137,2.1500000953674316,2.1700000762939453,1717600
2024-04-08 00:00:00+00:00,2.180000066757202,2.200000047683716,2.0999999046325684,2.1500000953674316,2318700
2024-04-09 00:00:00+00:00,2.180000066757202,2.2799999713897705,2.1500000953674316,2.1700000762939453,1741700
2024-04-10 00:00:00+00:00,2.0999999046325684,2.130000114440918,2.009999990463257,2.049999952316284,2006300
2024-04-11 00:00:00+00:00,2.0399999618530273,2.109999895095825,2.009999990463257,2.0399999618530273,1587900
2024-04-12 00:00:00+00:00,2.0299999713897705,2.049999952316284,1.8700000047683716,1.8700000047683716,2301000
2024-04-15 00:00:00+00:00,1.850000023841858,1.8799999952316284,1.7799999713897705,1.8700000047683716,2486100
2024-04-16 00:00:00+00:00,1.8700000047683716,1.8700000047683716,1.7799999713897705,1.7899999618530273,2146300
2024-04-17 00:00:00+00:00,1.809999942779541,1.9299999475479126,1.809999942779541,1.8600000143051147,1900700
2024-04-18 00:00:00+00:00,1.8799999952316284,2.0299999713897705,1.840000033378601,1.909999966621399,1953100
2024-04-19 00:00:00+00:00,1.8799999952316284,1.909999966621399,1.809999942779541,1.850000023841858,1583600
2024-04-22 00:00:00+00:00,1.8799999952316284,1.9199999570846558,1.7999999523162842,1.8600000143051147,1270200
2024-04-23 00:00:00+00:00,1.8600000143051147,2.0899999141693115,1.850000023841858,1.940000057220459,1754900
2024-04-24 00:00:00+00:00,1.9500000476837158,1.9700000286102295,1.8700000047683716,1.9199999570846558,1411600
2024-04-25 00:00:00+00:00,1.8799999952316284,1.8899999856948853,1.8200000524520874,1.8200000524520874,1089600
2024-04-26 00:00:00+00:00,1.8600000143051147,1.8899999856948853,1.8200000524520874,1.8200000524520874,867100
2024-04-29 00:00:00+00:00,1.850000023841858,1.9800000190734863,1.850000023841858,1.9600000381469727,1566100
2024-04-30 00:00:00+00:00,1.9199999570846558,2.0399999618530273,1.8899999856948853,1.909999966621399,1388200
2024-05-01 00:00:00+00:00,1.909999966621399,2.009999990463257,1.8899999856948853,1.940000057220459,923400
2024-05-02 00:00:00+00:00,1.9900000095367432,2.0399999618530273,1.9199999570846558,2.0199999809265137,973700
2024-05-03 00:00:00+00:00,2.0999999046325684,2.190000057220459,1.9900000095367432,2.059999942779541,1136600
2024-05-06 00:00:00+00:00,2.0999999046325684,2.140000104904175,2.0799999237060547,2.0899999141693115,1649800
2024-05-07 00:00:00+00:00,2.130000114440918,2.1700000762939453,2.109999895095825,2.1600000858306885,1371200
2024-05-08 00:00:00+00:00,2.119999885559082,2.180000066757202,2.109999895095825,2.130000114440918,1020800
2024-05-09 00:00:00+00:00,2.140000104904175,2.2899999618530273,2.130000114440918,2.240000009536743,1474800
2024-05-10 00:00:00+00:00,2.2699999809265137,2.299999952316284,2.130000114440918,2.1500000953674316,1180000
2024-05-13 00:00:00+00:00,2.1600000858306885,2.3499999046325684,2.1600000858306885,2.3299999237060547,1435100
2024-05-14 00:00:00+00:00,2.380000114440918,2.5399999618530273,2.3299999237060547,2.359999895095825,2091100
2024-05-15 00:00:00+00:00,2.450000047683716,2.609999895095825,2.4000000953674316,2.559999942779541,2675500
2024-05-16 00:00:00+00:00,2.559999942779541,2.630000114440918,2.509999990463257,2.5899999141693115,1322600
2024-05-17 00:00:00+00:00,2.609999895095825,2.609999895095825,2.4600000381469727,2.490000009536743,1469500
2024-05-20 00:00:00+00:00,2.4700000286102295,2.5399999618530273,2.3299999237060547,2.369999885559082,1333400
2024-05-21 00:00:00+00:00,2.3499999046325684,2.4200000762939453,2.2699999809265137,2.3399999141693115,1167400
2024-05-22 00:00:00+00:00,2.299999952316284,2.359999895095825,2.299999952316284,2.3399999141693115,1268500
2024-05-23 00:00:00+00:00,2.3499999046325684,2.3499999046325684,2.130000114440918,2.190000057220459,3132900
2024-05-24 00:00:00+00:00,2.190000057220459,2.25,2.109999895095825,2.140000104904175,1562100
2024-05-28 00:00:00+00:00,2.1600000858306885,2.3399999141693115,2.119999885559082,2.240000009536743,4449000
2024-05-29 00:00:00+00:00,2.0,2.069999933242798,1.7999999523162842,1.8600000143051147,7524500
2024-05-30 00:00:00+00:00,1.8700000047683716,1.9600000381469727,1.7999999523162842,1.940000057220459,2602400
2024-05-31 00:00:00+00:00,1.9500000476837158,2.180000066757202,1.8700000047683716,1.8899999856948853,5045900
2024-06-03 00:00:00+00:00,1.9299999475479126,2.0199999809265137,1.7200000286102295,1.75,3845300
2024-06-04 00:00:00+00:00,1.7300000190734863,1.7300000190734863,1.600000023841858,1.6100000143051147,2557700
2024-06-05 00:00:00+00:00,1.6100000143051147,1.7000000476837158,1.5700000524520874,1.7000000476837158,1617500
2024-06-06 00:00:00+00:00,1.7000000476837158,1.7100000381469727,1.6399999856948853,1.649999976158142,1657900
2024-06-07 00:00:00+00:00,1.6399999856948853,1.649999976158142,1.5700000524520874,1.600000023841858,2436600
2024-06-10 00:00:00+00:00,1.5800000429153442,1.590000033378601,1.5,1.5099999904632568,2472600
2024-06-11 00:00:00+00:00,1.5,1.600000023841858,1.4500000476837158,1.5800000429153442,2307600
2024-06-12 00:00:00+00:00,1.6399999856948853,1.7899999618530273,1.6100000143051147,1.6100000143051147,3097400
2024-06-13 00:00:00+00:00,1.6399999856948853,1.6399999856948853,1.5199999809265137,1.5399999618530273,1550600
2024-06-14 00:00:00+00:00,1.5099999904632568,1.5299999713897705,1.4600000381469727,1.4700000286102295,2091300
2024-06-17 00:00:00+00:00,1.4700000286102295,1.5399999618530273,1.4700000286102295,1.5199999809265137,1246500
2024-06-18 00:00:00+00:00,1.5,1.5199999809265137,1.4299999475479126,1.440000057220459,2362400
2024-06-20 00:00:00+00:00,1.440000057220459,1.4500000476837158,1.3899999856948853,1.409999966621399,1512000
2024-06-21 00:00:00+00:00,1.4199999570846558,1.4700000286102295,1.399999976158142,1.4600000381469727,1771200
2024-06-24 00:00:00+00:00,1.4299999475479126,1.5800000429153442,1.4299999475479126,1.5099999904632568,1942400
2024-06-25 00:00:00+00:00,1.5,1.5,1.4299999475479126,1.4299999475479126,1343700
2024-06-26 00:00:00+00:00,1.4299999475479126,1.4500000476837158,1.399999976158142,1.4199999570846558,931900
2024-06-27 00:00:00+00:00,1.399999976158142,1.5,1.3899999856948853,1.4900000095367432,1012000
2024-06-28 00:00:00+00:00,1.5299999713897705,1.6699999570846558,1.5199999809265137,1.659999966621399,5064400
2024-07-01 00:00:00+00:00,1.649999976158142,1.7200000286102295,1.6299999952316284,1.690000057220459,2221100
2024-07-02 00:00:00+00:00,1.6799999475479126,1.7100000381469727,1.5700000524520874,1.6799999475479126,1325700
2024-07-03 00:00:00+00:00,1.6799999475479126,1.7100000381469727,1.6399999856948853,1.6699999570846558,643200
2024-07-05 00:00:00+00:00,1.6699999570846558,1.7699999809265137,1.6299999952316284,1.690000057220459,1625500
2024-07-08 00:00:00+00:00,1.7100000381469727,1.7999999523162842,1.6699999570846558,1.75,1465800
2024-07-09 00:00:00+00:00,1.7400000095367432,1.7899999618530273,1.6399999856948853,1.7799999713897705,1344400
2024-07-10 00:00:00+00:00,1.7899999618530273,1.8300000429153442,1.659999966621399,1.6699999570846558,1137600
2024-07-11 00:00:00+00:00,1.75,2.0299999713897705,1.75,2.0,3323100
2024-07-12 00:00:00+00:00,2.0999999046325684,2.25,2.0899999141693115,2.130000114440918,4015200
2024-07-15 00:00:00+00:00,2.1700000762939453,2.180000066757202,2.059999942779541,2.069999933242798,2184300
2024-07-16 00:00:00+00:00,2.0999999046325684,2.4800000190734863,2.0999999046325684,2.4700000286102295,4236900
2024-07-17 00:00:00+00:00,2.4000000953674316,2.5,2.299999952316284,2.390000104904175,3168500
2024-07-18 00:00:00+00:00,2.4200000762939453,2.440000057220459,2.2200000286102295,2.2200000286102295,2561900
2024-07-19 00:00:00+00:00,2.180000066757202,2.25,2.109999895095825,2.1700000762939453,1435600
2024-07-22 00:00:00+00:00,2.190000057220459,2.259999990463257,2.119999885559082,2.25,1045400
2024-07-23 00:00:00+00:00,2.2699999809265137,2.369999885559082,2.1700000762939453,2.359999895095825,1634300
2024-07-24 00:00:00+00:00,2.3499999046325684,2.4200000762939453,2.1700000762939453,2.180000066757202,1501000
2024-07-25 00:00:00+00:00,2.180000066757202,2.4200000762939453,2.1500000953674316,2.319999933242798,1622100
2024-07-26 00:00:00+00:00,2.4100000858306885,2.4200000762939453,2.299999952316284,2.369999885559082,1011700
2024-07-29 00:00:00+00:00,2.450000047683716,2.4700000286102295,2.299999952316284,2.369999885559082,1638200
2024-07-30 00:00:00+00:00,2.369999885559082,2.4200000762939453,2.25,2.309999942779541,962200
2024-07-31 00:00:00+00:00,2.3299999237060547,2.490000009536743,2.259999990463257,2.380000114440918,1663600
2024-08-01 00:00:00+00:00,2.380000114440918,2.4100000858306885,2.130000114440918,2.2100000381469727,1751800
2024-08-02 00:00:00+00:00,2.0799999237060547,2.0799999237060547,1.9500000476837158,1.9800000190734863,1998000
2024-08-05 00:00:00+00:00,1.6799999475479126,1.9199999570846558,1.6799999475479126,1.840000033378601,1509800
2024-08-06 00:00:00+00:00,1.940000057220459,1.9500000476837158,1.7699999809265137,1.7799999713897705,1108400
2024-08-07 00:00:00+00:00,1.809999942779541,1.8700000047683716,1.7599999904632568,1.7799999713897705,3361700
2024-08-08 00:00:00+00:00,2.0899999141693115,2.880000114440918,2.0899999141693115,2.880000114440918,69658100
2024-08-09 00:00:00+00:00,2.869999885559082,3.130000114440918,2.609999895095825,3.119999885559082,13771800
2024-08-12 00:00:00+00:00,3.2200000286102295,3.25,2.7899999618530273,2.809999942779541,5775100
2024-08-13 00:00:00+00:00,2.809999942779541,3.4200000762939453,2.809999942779541,3.25,9765500
2024-08-14 00:00:00+00:00,3.299999952316284,3.4200000762939453,2.9800000190734863,3.240000009536743,7824000
2024-08-15 00:00:00+00:00,3.4100000858306885,3.5199999809265137,3.259999990463257,3.4000000953674316,5737200
2024-08-16 00:00:00+00:00,3.309999942779541,3.6600000858306885,3.2899999618530273,3.6500000953674316,4934300
2024-08-19 00:00:00+00:00,3.690000057220459,4.349999904632568,3.5999999046325684,4.179999828338623,10568400
2024-08-20 00:00:00+00:00,4.199999809265137,4.619999885559082,3.990000009536743,4.059999942779541,6224100
2024-08-21 00:00:00+00:00,4.110000133514404,4.179999828338623,3.799999952316284,3.9600000381469727,4900700
2024-08-22 00:00:00+00:00,3.930000066757202,3.9700000286102295,3.5199999809265137,3.609999895095825,3618200
2024-08-23 00:00:00+00:00,3.6500000953674316,4.239999771118164,3.6500000953674316,3.9800000190734863,4030200
2024-08-26 00:00:00+00:00,3.9800000190734863,4.039999961853027,3.5899999141693115,3.7100000381469727,3520600
2024-08-27 00:00:00+00:00,3.680000066757202,3.7699999809265137,3.569999933242798,3.6500000953674316,1926200
2024-08-28 00:00:00+00:00,3.5299999713897705,3.680000066757202,3.450000047683716,3.490000009536743,2444200
2024-08-29 00:00:00+00:00,3.5399999618530273,3.630000114440918,3.450000047683716,3.4600000381469727,1920400
2024-08-30 00:00:00+00:00,3.5,3.5199999809265137,3.180000066757202,3.2200000286102295,2670200
2024-09-03 00:00:00+00:00,3.140000104904175,3.299999952316284,3.0199999809265137,3.0399999618530273,2114800
2024-09-04 00:00:00+00:00,2.9700000286102295,3.0199999809265137,2.7799999713897705,2.799999952316284,2426300
2024-09-05 00:00:00+00:00,2.819999933242798,3.069999933242798,2.7799999713897705,2.940000057220459,2705000
2024-09-06 00:00:00+00:00,2.9800000190734863,2.9800000190734863,2.740000009536743,2.8399999141693115,1748900
2024-09-09 00:00:00+00:00,2.880000114440918,2.990000009536743,2.8499999046325684,2.880000114440918,1827900
2024-09-10 00:00:00+00:00,2.9000000953674316,2.9100000858306885,2.5299999713897705,2.7200000286102295,3119600
2024-09-11 00:00:00+00:00,2.700000047683716,2.8499999046325684,2.6500000953674316,2.759999990463257,2130000
2024-09-12 00:00:00+00:00,2.759999990463257,2.7799999713897705,2.569999933242798,2.75,2373400
2024-09-13 00:00:00+00:00,2.819999933242798,2.9600000381469727,2.7300000190734863,2.940000057220459,3250300
2024-09-16 00:00:00+00:00,2.950000047683716,3.0199999809265137,2.869999885559082,2.9200000762939453,2763800
2024-09-17 00:00:00+00:00,2.9700000286102295,2.990000009536743,2.8499999046325684,2.869999885559082,1521600
2024-09-18 00:00:00+00:00,2.8399999141693115,3.0899999141693115,2.7699999809265137,2.9100000858306885,2815000
2024-09-19 00:00:00+00:00,3.059999942779541,3.069999933242798,2.869999885559082,2.9000000953674316,2779600
2024-09-20 00:00:00+00:00,2.869999885559082,2.890000104904175,2.7799999713897705,2.7899999618530273,2017100
2024-09-23 00:00:00+00:00,2.799999952316284,2.799999952316284,2.5799999237060547,2.6700000762939453,2454400
2024-09-24 00:00:00+00:00,2.7100000381469727,2.7899999618530273,2.6700000762939453,2.759999990463257,1300800
2024-09-25 00:00:00+00:00,2.7699999809265137,2.7799999713897705,2.6700000762939453,2.680000066757202,1173500
2024-09-26 00:00:00+00:00,2.799999952316284,3.049999952316284,2.759999990463257,3.0,2632700
2024-09-27 00:00:00+00:00,3.069999933242798,3.299999952316284,3.0199999809265137,3.140000104904175,3640300
2024-09-30 00:00:00+00:00,3.119999885559082,3.25,3.059999942779541,3.069999933242798,1776700
2024-10-01 00:00:00+00:00,3.059999942779541,3.0799999237060547,2.7699999809265137,2.809999942779541,3074100
2024-10-02 00:00:00+00:00,2.7899999618530273,2.890000104904175,2.759999990463257,2.7699999809265137,1624400
2024-10-03 00:00:00+00:00,2.75,2.799999952316284,2.6700000762939453,2.690000057220459,1481000
2024-10-04 00:00:00+00:00,2.7799999713897705,2.8499999046325684,2.7200000286102295,2.7699999809265137,1375800
2024-10-07 00:00:00+00:00,2.7799999713897705,3.069999933242798,2.640000104904175,3.049999952316284,5216700
2024-10-08 00:00:00+00:00,3.0999999046325684,3.2200000286102295,2.9600000381469727,3.0299999713897705,3578300
2024-10-09 00:00:00+00:00,3.009999990463257,3.2200000286102295,2.9600000381469727,3.130000114440918,2814300
2024-10-10 00:00:00+00:00,3.0399999618530273,3.0799999237060547,2.9200000762939453,2.9600000381469727,2039800
2024-10-11 00:00:00+00:00,2.950000047683716,3.5799999237060547,2.950000047683716,3.490000009536743,5736500
2024-10-14 00:00:00+00:00,3.5,3.569999933242798,3.319999933242798,3.509999990463257,2412200
2024-10-15 00:00:00+00:00,3.5299999713897705,3.5299999713897705,3.3399999141693115,3.4800000190734863,1668300
2024-10-16 00:00:00+00:00,3.549999952316284,3.640000104904175,3.369999885559082,3.4600000381469727,1924000
2024-10-17 00:00:00+00:00,3.430000066757202,3.440000057220459,3.2100000381469727,3.240000009536743,1931600
2024-10-18 00:00:00+00:00,3.2699999809265137,3.380000114440918,3.259999990463257,3.309999942779541,1080100
2024-10-21 00:00:00+00:00,3.259999990463257,3.3499999046325684,3.119999885559082,3.1700000762939453,1384200
2024-10-22 00:00:00+00:00,3.140000104904175,3.2899999618530273,3.0799999237060547,3.2899999618530273,1123400
2024-10-23 00:00:00+00:00,3.2100000381469727,3.2699999809265137,3.0299999713897705,3.059999942779541,1571300
2024-10-24 00:00:00+00:00,3.119999885559082,3.200000047683716,3.049999952316284,3.069999933242798,1120800
2024-10-25 00:00:00+00:00,3.180000066757202,3.190000057220459,3.0299999713897705,3.0799999237060547,1130700
2024-10-28 00:00:00+00:00,3.119999885559082,3.5,3.119999885559082,3.5,1999300
2024-10-29 00:00:00+00:00,3.4600000381469727,3.700000047683716,3.430000066757202,3.700000047683716,2320600
2024-10-30 00:00:00+00:00,3.6700000762939453,3.690000057220459,3.5199999809265137,3.5299999713897705,1472700
2024-10-31 00:00:00+00:00,3.5,3.5,3.1500000953674316,3.200000047683716,2307200
2024-11-01 00:00:00+00:00,3.2100000381469727,3.2799999713897705,3.1600000858306885,3.1600000858306885,1319000
2024-11-04 00:00:00+00:00,3.1700000762939453,3.2200000286102295,2.9100000858306885,3.109999895095825,2583900
2024-11-05 00:00:00+00:00,3.119999885559082,3.2799999713897705,3.0799999237060547,3.25,1632900
2024-11-06 00:00:00+00:00,3.359999895095825,3.4700000286102295,3.190000057220459,3.240000009536743,6316400
2024-11-07 00:00:00+00:00,1.909999966621399,1.9700000286102295,1.649999976158142,1.7899999618530273,25072800
2024-11-08 00:00:00+00:00,1.809999942779541,1.809999942779541,1.399999976158142,1.4600000381469727,18556900
2024-11-11 00:00:00+00:00,1.5299999713897705,1.5700000524520874,1.3899999856948853,1.399999976158142,9395900
2024-11-12 00:00:00+00:00,1.409999966621399,1.409999966621399,1.309999942779541,1.3600000143051147,5724500
2024-11-13 00:00:00+00:00,1.4199999570846558,1.5199999809265137,1.3899999856948853,1.4900000095367432,5663800
2024-11-14 00:00:00+00:00,1.5199999809265137,1.590000033378601,1.3799999952316284,1.399999976158142,4238600
2024-11-15 00:00:00+00:00,1.350000023841858,1.409999966621399,1.2899999618530273,1.309999942779541,7203300
2024-11-18 00:00:00+00:00,1.309999942779541,1.3200000524520874,1.2200000286102295,1.25,4440000
2024-11-19 00:00:00+00:00,1.2300000190734863,1.2599999904632568,1.1799999475479126,1.2100000381469727,4329700
2024-11-20 00:00:00+00:00,1.25,1.4600000381469727,1.2200000286102295,1.4299999475479126,6033300
2024-11-21 00:00:00+00:00,1.4500000476837158,1.5199999809265137,1.3899999856948853,1.4700000286102295,4630000
2024-11-22 00:00:00+00:00,1.4800000190734863,1.590000033378601,1.4800000190734863,1.5199999809265137,3649600
2024-11-25 00:00:00+00:00,1.5199999809265137,1.559999942779541,1.409999966621399,1.4900000095367432,3618600
2024-11-26 00:00:00+00:00,1.4600000381469727,1.5099999904632568,1.3899999856948853,1.4199999570846558,3043500
2024-11-27 00:00:00+00:00,1.4199999570846558,1.4700000286102295,1.4199999570846558,1.4299999475479126,1428600
2024-11-29 00:00:00+00:00,1.440000057220459,1.5199999809265137,1.4199999570846558,1.440000057220459,1039400
2024-12-02 00:00:00+00:00,1.440000057220459,1.4600000381469727,1.399999976158142,1.4500000476837158,2181300
2024-12-03 00:00:00+00:00,1.4700000286102295,1.4900000095367432,1.409999966621399,1.4600000381469727,2454400
2024-12-04 00:00:00+00:00,1.4900000095367432,1.5399999618530273,1.4600000381469727,1.4800000190734863,2228100
2024-12-05 00:00:00+00:00,1.4600000381469727,1.5099999904632568,1.399999976158142,1.4199999570846558,2115500
2024-12-06 00:00:00+00:00,1.4199999570846558,1.5199999809265137,1.4199999570846558,1.5,2448200
2024-12-09 00:00:00+00:00,1.5199999809265137,1.6399999856948853,1.4800000190734863,1.5099999904632568,3979500
2024-12-10 00:00:00+00:00,1.5199999809265137,1.5399999618530273,1.4299999475479126,1.4500000476837158,1918500
2024-12-11 00:00:00+00:00,1.4700000286102295,1.5,1.4299999475479126,1.4600000381469727,1768200
2024-12-12 00:00:00+00:00,1.4500000476837158,1.5099999904632568,1.4199999570846558,1.4199999570846558,1710400
2024-12-13 00:00:00+00:00,1.4199999570846558,1.4600000381469727,1.399999976158142,1.4299999475479126,1603700
2024-12-16 00:00:00+00:00,1.440000057220459,1.4800000190734863,1.409999966621399,1.4500000476837158,1170800
2024-12-17 00:00:00+00:00,1.440000057220459,1.4600000381469727,1.399999976158142,1.4600000381469727,1373400
2024-12-18 00:00:00+00:00,1.4900000095367432,1.7699999809265137,1.409999966621399,1.5,9577600
2024-12-19 00:00:00+00:00,1.5700000524520874,1.7799999713897705,1.5199999809265137,1.75,7989200
2024-12-20 00:00:00+00:00,1.659999966621399,1.7799999713897705,1.6299999952316284,1.7200000286102295,3812100
2024-12-23 00:00:00+00:00,1.7200000286102295,1.8799999952316284,1.6699999570846558,1.8700000047683716,3407200
2024-12-24 00:00:00+00:00,1.909999966621399,1.940000057220459,1.7400000095367432,1.7799999713897705,2145500
2024-12-26 00:00:00+00:00,1.7400000095367432,2.0399999618530273,1.7300000190734863,2.009999990463257,4712800
2024-12-27 00:00:00+00:00,2.0,2.0299999713897705,1.8200000524520874,1.8600000143051147,2918900
2024-12-30 00:00:00+00:00,1.7999999523162842,1.8700000047683716,1.6399999856948853,1.8200000524520874,5076600
2024-12-31 00:00:00+00:00,1.7899999618530273,1.9199999570846558,1.6799999475479126,1.690000057220459,2763800
2025-01-02 00:00:00+00:00,1.7400000095367432,1.8600000143051147,1.6799999475479126,1.7599999904632568,3527000
2025-01-03 00:00:00+00:00,1.7899999618530273,1.9900000095367432,1.75,1.9700000286102295,4288300
2025-01-06 00:00:00+00:00,2.0,2.119999885559082,1.9199999570846558,2.0299999713897705,3957700
2025-01-07 00:00:00+00:00,2.069999933242798,2.190000057220459,1.9800000190734863,2.0299999713897705,3650200
