"('date', '')","('open', 'AFRI')","('high', 'AFRI')","('low', 'AFRI')","('close', 'AFRI')","('volume', 'AFRI')"
2024-01-02 00:00:00+00:00,10.619999885559082,10.710000038146973,10.470000267028809,10.59000015258789,69000
2024-01-03 00:00:00+00:00,10.579999923706055,10.78499984741211,10.579999923706055,10.6899995803833,55800
2024-01-04 00:00:00+00:00,10.760000228881836,10.760000228881836,10.579999923706055,10.680000305175781,12800
2024-01-05 00:00:00+00:00,10.6899995803833,10.704999923706055,10.600000381469727,10.680000305175781,12500
2024-01-08 00:00:00+00:00,10.600000381469727,10.670000076293945,10.579999923706055,10.630000114440918,8800
2024-01-09 00:00:00+00:00,10.567000389099121,10.600000381469727,10.399999618530273,10.5600004196167,12700
2024-01-10 00:00:00+00:00,10.529999732971191,10.619999885559082,10.529999732971191,10.619999885559082,3900
2024-01-11 00:00:00+00:00,10.579999923706055,10.600000381469727,10.529999732971191,10.539999961853027,11600
2024-01-12 00:00:00+00:00,10.574999809265137,10.600000381469727,10.550000190734863,10.5600004196167,4400
2024-01-16 00:00:00+00:00,10.550000190734863,10.609999656677246,10.539999961853027,10.5600004196167,21300
2024-01-17 00:00:00+00:00,10.550000190734863,10.600000381469727,10.529999732971191,10.569999694824219,17200
2024-01-18 00:00:00+00:00,10.640000343322754,10.640000343322754,10.510000228881836,10.510000228881836,3700
2024-01-19 00:00:00+00:00,10.65999984741211,10.65999984741211,10.5,10.600000381469727,9300
2024-01-22 00:00:00+00:00,10.550000190734863,10.600000381469727,10.529999732971191,10.600000381469727,11500
2024-01-23 00:00:00+00:00,10.600000381469727,10.600000381469727,10.539999961853027,10.539999961853027,4800
2024-01-24 00:00:00+00:00,10.579999923706055,10.579999923706055,10.529999732971191,10.539999961853027,4100
2024-01-25 00:00:00+00:00,10.550000190734863,10.600000381469727,10.510000228881836,10.510000228881836,11100
2024-01-26 00:00:00+00:00,10.529999732971191,10.550000190734863,10.529999732971191,10.539999961853027,3200
2024-01-29 00:00:00+00:00,10.520000457763672,10.529999732971191,9.630000114440918,10.359999656677246,38400
2024-01-30 00:00:00+00:00,10.489999771118164,10.510000228881836,10.4399995803833,10.4399995803833,11600
2024-01-31 00:00:00+00:00,10.4399995803833,10.460000038146973,10.3100004196167,10.4399995803833,17200
2024-02-01 00:00:00+00:00,10.449999809265137,10.600000381469727,10.399999618530273,10.600000381469727,10900
2024-02-02 00:00:00+00:00,10.489999771118164,10.699999809265137,10.449999809265137,10.449999809265137,4300
2024-02-05 00:00:00+00:00,10.380000114440918,10.60099983215332,10.380000114440918,10.449999809265137,12000
2024-02-06 00:00:00+00:00,10.5649995803833,10.59000015258789,10.460000038146973,10.460000038146973,2100
2024-02-07 00:00:00+00:00,10.539999961853027,10.552000045776367,10.5,10.5,5600
2024-02-08 00:00:00+00:00,10.5,10.6899995803833,10.5,10.5600004196167,32300
2024-02-09 00:00:00+00:00,10.550000190734863,10.73900032043457,10.449999809265137,10.520000457763672,36300
2024-02-12 00:00:00+00:00,10.529999732971191,10.75,10.34000015258789,10.420000076293945,63700
2024-02-13 00:00:00+00:00,10.399999618530273,10.529999732971191,10.260000228881836,10.449999809265137,40700
2024-02-14 00:00:00+00:00,10.574999809265137,10.59000015258789,10.574999809265137,10.59000015258789,2900
