"('date', '')","('open', 'ATKR')","('high', 'ATKR')","('low', 'ATKR')","('close', 'ATKR')","('volume', 'ATKR')"
2024-05-03 00:00:00+00:00,174.91553665886215,174.91553665886215,169.32066515528774,172.09368896484375,533000
2024-05-06 00:00:00+00:00,174.15391338038458,176.36061267527575,172.06437947668667,172.24012756347656,465700
2024-05-07 00:00:00+00:00,151.46682425629467,160.25947206942624,149.75320610220024,150.70033264160156,2339500
2024-05-08 00:00:00+00:00,151.73535780033453,156.87619819662825,151.49125328978124,153.91278076171875,995300
2024-05-09 00:00:00+00:00,154.32288325189305,158.34572104494188,153.76631778495454,157.3400115966797,939500
2024-05-10 00:00:00+00:00,158.32620238436846,159.27332921361875,151.14953768003102,152.5262908935547,889100
2024-05-13 00:00:00+00:00,153.45385569160163,155.54338960523822,151.6963003205624,152.2919158935547,577500
2024-05-14 00:00:00+00:00,153.9518302420259,155.15282025688978,151.81347235527224,151.87205505371094,585800
2024-05-15 00:00:00+00:00,153.8053877862944,155.09425196856728,152.25287163863723,153.93231201171875,591200
2024-05-16 00:00:00+00:00,153.2780964945727,154.46835923783001,149.44078083030885,149.97781372070312,722300
2024-05-17 00:00:00+00:00,150.61249305059926,150.88588892872585,147.81114628258857,148.2788543701172,390900
2024-05-20 00:00:00+00:00,149.56066382943214,153.52349561634935,148.77787689643432,153.50393676757812,488400
2024-05-21 00:00:00+00:00,152.5645979909857,153.2984579822439,150.079265389976,151.66439819335938,421100
2024-05-22 00:00:00+00:00,150.7935362736899,153.36204598201994,150.7935362736899,151.94813537597656,502400
2024-05-23 00:00:00+00:00,153.1516711763065,153.1516711763065,148.45496488342647,149.5508575439453,547600
2024-05-24 00:00:00+00:00,150.78374708685666,152.83854576222635,149.14967263944877,152.64285278320312,427000
2024-05-28 00:00:00+00:00,153.44524349261897,153.86108555567063,147.05575524312076,147.5254364013672,567700
2024-05-29 00:00:00+00:00,145.77393036570007,148.03421653101333,144.87959830964368,147.7895965576172,455800
2024-05-30 00:00:00+00:00,148.13207472124213,149.96182739674495,147.17316857867272,148.00486755371094,345800
2024-05-31 00:00:00+00:00,147.89725237985039,148.9735863982457,143.59194616711036,148.875732421875,545100
2024-06-03 00:00:00+00:00,149.93243982891988,149.93243982891988,139.68775620429156,142.12417602539062,589100
2024-06-04 00:00:00+00:00,141.08702036976413,141.86980728250515,136.4685940080525,137.86781311035156,908700
2024-06-05 00:00:00+00:00,138.5723113695181,142.48134851703523,138.4509867960155,140.55862426757812,576600
2024-06-06 00:00:00+00:00,140.02047299102477,141.72301838044086,137.466639976483,138.670166015625,523100
2024-06-07 00:00:00+00:00,137.6721092981424,138.533176327547,135.5194566550482,138.36683654785156,540500
2024-06-10 00:00:00+00:00,136.79148220144634,138.45979209082313,135.28461491343376,137.31985473632812,512100
2024-06-11 00:00:00+00:00,135.09871749412744,138.47446992652712,134.90300958350468,138.36683654785156,731800
2024-06-12 00:00:00+00:00,142.46669396227253,147.78961262035008,140.5684403735372,140.59779357910156,870400
2024-06-13 00:00:00+00:00,139.48230352548885,140.30912018085382,136.42943628628836,139.3159637451172,552100
2024-06-14 00:00:00+00:00,136.8991204049421,137.61340652018524,132.84821439332742,133.94410705566406,787200
2024-06-17 00:00:00+00:00,134.05175099788087,135.26507149135264,132.18285074008432,133.91476440429688,848900
2024-06-18 00:00:00+00:00,133.5527231697836,134.69264565183923,131.8208096149765,133.48422241210938,667300
2024-06-20 00:00:00+00:00,132.9167123878425,133.48423254862755,131.17501927700044,131.37071228027344,475000
2024-06-21 00:00:00+00:00,131.37070303832724,132.14371050294014,129.3159042528876,131.59576416015625,601000
2024-06-24 00:00:00+00:00,131.59577936685767,132.7308048093186,130.06933803931818,130.17697143554688,427900
2024-06-25 00:00:00+00:00,129.74645351715958,130.44116595368814,127.28067974528923,129.13978576660156,680700
2024-06-26 00:00:00+00:00,128.1808723518697,129.15935229348705,127.27577541978988,127.4372329711914,698100
2024-06-27 00:00:00+00:00,127.98516678693473,129.84427252135498,127.58398646694988,129.6779327392578,405600
2024-06-28 00:00:00+00:00,131.00866318604042,134.43334257390657,130.3041565175317,132.02627563476562,869300
2024-07-01 00:00:00+00:00,133.35701056743656,134.67796432106005,129.23761881000226,129.48223876953125,760800
2024-07-02 00:00:00+00:00,129.36484503355373,131.22395102781746,127.80416826729996,128.18087768554688,309000
2024-07-03 00:00:00+00:00,129.14956535996495,132.74058474526,128.75816444782356,129.52137756347656,247300
2024-07-05 00:00:00+00:00,128.88538381936974,129.55074303740966,127.29045667845108,128.08302307128906,332900
2024-07-08 00:00:00+00:00,128.2787290532045,129.62902124874077,127.69163510354917,128.2591552734375,399700
2024-07-09 00:00:00+00:00,128.17109719425258,129.58989017074586,127.0654100456823,127.0849838256836,339700
2024-07-10 00:00:00+00:00,129.2571884970119,136.81105380266254,128.91471459234174,136.6446990966797,664900
2024-07-11 00:00:00+00:00,139.88348578368272,143.08310414004083,137.7601713725661,139.13983154296875,948800
2024-07-12 00:00:00+00:00,140.3433825264187,143.1124827830433,139.83458366438256,140.0498504638672,423300
2024-07-15 00:00:00+00:00,140.92066412211463,144.4236235765262,139.75627077830765,141.6447296142578,446900
2024-07-16 00:00:00+00:00,142.6134276187169,150.02052670348965,142.6134276187169,149.2866668701172,480300
2024-07-17 00:00:00+00:00,146.33167965865758,148.31799276476116,141.77195950368065,141.8795928955078,512800
2024-07-18 00:00:00+00:00,141.87959438221287,145.4999672527786,140.10854804120544,141.3218536376953,341400
2024-07-19 00:00:00+00:00,141.61538715959583,141.90893410617159,137.68190883890145,138.77780151367188,532400
2024-07-22 00:00:00+00:00,140.8228109591537,142.27095688196655,137.72103178623976,141.45883178710938,383100
2024-07-23 00:00:00+00:00,139.97155997713483,143.3668866015505,139.19855245480733,141.8795928955078,377500
2024-07-24 00:00:00+00:00,135.715152282415,137.95587950116237,129.2473998731956,129.77578735351562,761400
2024-07-25 00:00:00+00:00,130.69556689390973,134.48227931423443,129.50182022618645,132.36875915527344,571500
2024-07-26 00:00:00+00:00,135.11828002826124,137.08991634521135,133.28852747125947,136.2141876220703,523700
2024-07-29 00:00:00+00:00,136.55666316710014,136.85021014621063,133.2983230528547,134.423583984375,363300
2024-07-30 00:00:00+00:00,134.73667502067218,136.84041569798268,130.99888968364849,131.11630249023438,538100
2024-07-31 00:00:00+00:00,134.17893908016936,136.00869151927807,131.73273959241254,132.0947723388672,923700
2024-08-01 00:00:00+00:00,131.85017335233982,133.30811385378414,123.4743873634998,126.26304626464844,800500
2024-08-02 00:00:00+00:00,122.00665941944432,122.00665941944432,117.71700096987621,119.54088592529297,782600
2024-08-05 00:00:00+00:00,111.54670898149,119.15928143509153,109.88329613188479,115.91072845458984,1595500
2024-08-06 00:00:00+00:00,102.74038934146813,106.35000461336038,96.89886315304834,98.87539672851562,5908100
2024-08-07 00:00:00+00:00,96.85972465914837,100.4801048224118,93.63074541998884,94.29611206054688,2218400
2024-08-08 00:00:00+00:00,95.19630880630739,97.64250851620774,92.65226260105283,93.19042205810547,2609500
2024-08-09 00:00:00+00:00,92.52505203047699,94.34502514482544,91.39980617753567,92.83816528320312,1050700
2024-08-12 00:00:00+00:00,93.4154784833123,93.60139205563887,91.75205815217987,92.54463195800781,995800
2024-08-13 00:00:00+00:00,92.4859119216704,92.62290596834309,89.34499250631875,92.55440521240234,2444200
2024-08-14 00:00:00+00:00,93.85579128927249,94.66793140720677,90.4017583972208,90.50939178466797,1032000
2024-08-15 00:00:00+00:00,92.93602410440411,94.17869029161177,90.72465744210353,92.01625061035156,1531000
2024-08-16 00:00:00+00:00,91.92818387654378,94.03191716048131,91.63464438484667,93.53289031982422,981100
2024-08-19 00:00:00+00:00,94.37438187335276,96.00844895401647,93.69923582939415,94.89298248291016,752900
2024-08-20 00:00:00+00:00,94.25486207649904,95.36910797087586,93.08661383683862,93.93089294433594,681100
2024-08-21 00:00:00+00:00,94.66718546916974,96.66989359336684,94.11644391823295,96.0906753540039,640200
2024-08-22 00:00:00+00:00,96.14958414842336,96.14958414842336,94.04870558743214,95.57036590576172,423200
2024-08-23 00:00:00+00:00,96.30665478676528,100.96982112063442,95.65872399092464,100.87165069580078,834000
2024-08-26 00:00:00+00:00,101.49994344632904,101.51958202390382,98.32899475097656,98.32899475097656,466800
2024-08-27 00:00:00+00:00,97.4552681405914,97.72524243645003,93.97016924380958,94.2155990600586,533600
2024-08-28 00:00:00+00:00,94.01924442946707,94.36285214119005,90.72067481026511,91.65330505371094,847500
2024-08-29 00:00:00+00:00,92.61539157641799,92.61539157641799,89.76841170872588,91.21154022216797,733700
2024-08-30 00:00:00+00:00,92.3405064191684,92.5761244221175,90.21017753281846,91.62385559082031,570700
2024-09-03 00:00:00+00:00,90.83847877102221,91.08390857748878,86.29312145163357,86.7938003540039,905900
2024-09-04 00:00:00+00:00,86.3225737840062,86.84288378710528,84.50639467302743,85.46847534179688,864100
2024-09-05 00:00:00+00:00,85.66481363234054,85.8513351744405,82.81292074970997,83.27923583984375,650400
2024-09-06 00:00:00+00:00,83.48540456499872,84.69291502856069,81.74775732631912,82.23861694335938,764800
2024-09-09 00:00:00+00:00,82.46440804722798,83.17124702887754,81.18326426546878,81.4826889038086,697600
2024-09-10 00:00:00+00:00,81.57104414683639,82.44478111928876,79.50943533963145,81.60050201416016,578900
2024-09-11 00:00:00+00:00,81.48269543065804,82.15517070099104,78.64552747810971,81.26671600341797,791800
2024-09-12 00:00:00+00:00,81.48269026750087,84.35912770545654,81.15872114716909,83.45594787597656,673200
2024-09-13 00:00:00+00:00,84.72237213144655,86.39129181833135,84.34931403231649,84.7812728881836,713100
2024-09-16 00:00:00+00:00,84.74199911073357,86.60726704615593,83.62283984746476,84.16278839111328,485300
2024-09-17 00:00:00+00:00,85.23286175497759,85.97897045387778,84.01553202829439,85.82189178466797,577200
2024-09-18 00:00:00+00:00,86.62690106603561,88.60015877697272,84.86962277986775,85.07579040527344,603000
2024-09-19 00:00:00+00:00,88.24674886899041,88.24674886899041,85.70409943130714,87.53009796142578,598400
2024-09-20 00:00:00+00:00,87.05885664261633,88.51180431558056,85.3310287993428,85.42919921875,1117600
2024-09-23 00:00:00+00:00,85.8513424847496,86.05751011134174,83.48638424774748,83.79955291748047,540700
2024-09-24 00:00:00+00:00,84.66346346465303,85.24268169941173,83.44613372861411,83.53448486328125,500800
2024-09-25 00:00:00+00:00,83.86827771464311,84.22169725179107,82.31715946715188,82.38587951660156,476600
2024-09-26 00:00:00+00:00,84.4180359556696,85.6893680729264,83.27924552386503,83.71119689941406,504400
2024-09-27 00:00:00+00:00,84.94816213017744,86.39129056874764,83.50503369160724,84.06461334228516,589800
2024-09-30 00:00:00+00:00,83.25960749932553,84.09996193668167,82.35642758361377,83.19088745117188,519900
2024-10-01 00:00:00+00:00,82.66075317188036,83.64247236627287,81.24708262510282,82.60185241699219,584900
2024-10-02 00:00:00+00:00,82.05209559628454,83.08093394088237,81.42379588402628,81.9833755493164,766000
2024-10-03 00:00:00+00:00,81.48269800702896,81.72812782030314,79.99048803788827,80.93293762207031,495500
2024-10-04 00:00:00+00:00,82.89637269674742,82.92582307473346,81.13909440765643,81.79684448242188,403900
2024-10-07 00:00:00+00:00,81.08018528127329,84.63401148815173,80.90348301527597,84.59474182128906,661100
2024-10-08 00:00:00+00:00,84.2707703895493,84.72236780119599,81.87538069561978,82.90618133544922,626800
2024-10-09 00:00:00+00:00,83.15161153973466,85.31139822942099,82.87182546822923,84.90888977050781,585200
2024-10-10 00:00:00+00:00,83.45595313375567,84.28059368481911,82.95527423351099,84.03516387939453,438200
2024-10-11 00:00:00+00:00,83.6915692693927,85.92988804677282,83.6915692693927,85.60591888427734,495700
2024-10-14 00:00:00+00:00,85.64518348437264,85.64518348437264,84.19224321907019,85.27213287353516,480200
2024-10-15 00:00:00+00:00,84.84998677200448,85.8120748384019,83.90753728304199,83.97625732421875,393000
2024-10-16 00:00:00+00:00,85.38993949379909,88.54125723373363,85.33594463808693,87.36318969726562,720000
2024-10-17 00:00:00+00:00,87.16685166821145,87.8638714254212,86.29312214932013,87.01959228515625,522700
2024-10-18 00:00:00+00:00,87.51044777574944,88.39399654249608,86.79870286278684,87.91295623779297,883300
2024-10-21 00:00:00+00:00,87.87368649664914,88.3822148183307,85.1641394442418,85.64517974853516,374500
2024-10-22 00:00:00+00:00,85.18377607870029,85.25249612664511,83.308696204821,85.2132339477539,523200
2024-10-23 00:00:00+00:00,84.93834817304533,85.71390729721992,83.06326825706766,84.14315795898438,456400
2024-10-24 00:00:00+00:00,84.81071961226739,85.0561494079945,83.16143108538427,84.39839935302734,378700
2024-10-25 00:00:00+00:00,85.22304390503653,85.22304390503653,83.4265034076269,84.01553344726562,266700
2024-10-28 00:00:00+00:00,84.62419255524867,86.64653921261345,84.60946736635356,86.59745025634766,432300
2024-10-29 00:00:00+00:00,85.36048238528033,86.54541819177896,84.33950099715454,85.07579040527344,365700
2024-10-30 00:00:00+00:00,84.61438488291239,86.1949534807451,83.90754582177932,83.94681549072266,270000
2024-10-31 00:00:00+00:00,83.45596360414429,85.13470278507238,83.35287977736682,84.19225311279297,516000
2024-11-01 00:00:00+00:00,84.32968112343978,85.92301247011576,84.32968112343978,84.84017181396484,471300
2024-11-04 00:00:00+00:00,84.30022571223326,89.27262809055826,84.30022571223326,86.77415466308594,686100
2024-11-05 00:00:00+00:00,86.27348656082813,89.31682228305061,86.25385547103785,89.17937469482422,348200
2024-11-06 00:00:00+00:00,94.22540330593804,103.0216056171175,93.78362521326959,102.54055786132812,1874600
2024-11-07 00:00:00+00:00,102.54057184512453,103.35049471384069,99.90465807676516,100.82256317138672,1259400
2024-11-08 00:00:00+00:00,100.12554223063745,100.13045562034134,92.30123876445197,93.56765747070312,1222500
2024-11-11 00:00:00+00:00,94.78498989736796,95.2169412437503,91.96254725271213,93.97998046875,674600
2024-11-12 00:00:00+00:00,93.23878186972506,94.38248566531377,91.86928684680797,92.83136749267578,439300
2024-11-13 00:00:00+00:00,92.87063037475042,93.91125777006596,90.75012089905456,90.78939056396484,576100
2024-11-14 00:00:00+00:00,91.1820711925926,91.5551292600213,88.20746339137253,89.56224060058594,626000
2024-11-15 00:00:00+00:00,89.34627515558054,90.7206836668799,87.18648821213186,87.34356689453125,573800
2024-11-18 00:00:00+00:00,87.39264114905369,88.35276691461839,84.03516323420435,86.32257080078125,641100
2024-11-19 00:00:00+00:00,86.16549429483722,86.39129301532994,84.73218510496459,84.74200439453125,576400
2024-11-20 00:00:00+00:00,84.42785045371551,84.42785045371551,81.32561421397408,82.6116714477539,1305600
2024-11-21 00:00:00+00:00,75.09169977934434,86.91159988840226,74.62047875601621,83.58357238769531,2338000
2024-11-22 00:00:00+00:00,83.69156401988185,91.7809283452702,83.69156401988185,88.05039978027344,1980700
2024-11-25 00:00:00+00:00,89.87639663256559,93.05716477441028,88.65513470020741,92.88045501708984,953500
2024-11-26 00:00:00+00:00,93.23388723845156,95.54092619739153,92.20307893194101,93.21424865722656,1195000
2024-11-27 00:00:00+00:00,93.59710280479939,94.13705134849228,89.77821580282001,91.4667739868164,726900
2024-11-29 00:00:00+00:00,91.447154631934,93.03753511027749,90.71086515420494,92.58594512939453,340100
2024-12-02 00:00:00+00:00,92.90990291383531,93.31241137417523,91.59440280329821,92.45831298828125,570800
2024-12-03 00:00:00+00:00,92.72338278931736,93.54901205740693,90.4457943644901,92.16380310058594,339500
2024-12-04 00:00:00+00:00,92.34051217553069,93.97016975953125,90.11201272732572,91.9380111694336,408200
2024-12-05 00:00:00+00:00,92.32087757357954,92.47794875610529,88.30564201569852,88.53144073486328,424600
2024-12-06 00:00:00+00:00,89.65458104851541,89.90580821251223,87.09302309330545,87.68415069580078,386300
2024-12-09 00:00:00+00:00,88.33439218916521,90.60530584853707,88.33439218916521,89.51664733886719,554300
2024-12-10 00:00:00+00:00,89.24079830868828,89.24079830868828,86.29499932697702,87.703857421875,567200
2024-12-11 00:00:00+00:00,88.66936790868057,89.3196135479767,87.04869221365168,87.37873840332031,628700
2024-12-12 00:00:00+00:00,86.90583687727968,88.13735594795295,84.58072827052088,85.49697875976562,470800
2024-12-13 00:00:00+00:00,85.20141507987918,85.74327893804067,82.90586182550187,83.58565521240234,485100
2024-12-16 00:00:00+00:00,82.63000502067199,84.52161648060004,82.19650790904839,83.35906219482422,475800
2024-12-17 00:00:00+00:00,83.36891268001062,85.18170503460954,82.35413471311304,84.0487060546875,763800
2024-12-18 00:00:00+00:00,84.46249731573394,85.42800394428355,80.55119200467473,80.80734252929688,574000
2024-12-19 00:00:00+00:00,82.0191644955358,82.39354356143299,79.98666207264888,81.49700164794922,494400
2024-12-20 00:00:00+00:00,80.6300056397019,82.91571204251734,79.81228276390317,82.16694641113281,1096400
2024-12-23 00:00:00+00:00,82.16694497016675,82.265464981796,80.43296420243078,81.69403839111328,331800
2024-12-24 00:00:00+00:00,81.71375440881755,82.20636202880493,80.88420035051878,81.9797592163086,130900
2024-12-26 00:00:00+00:00,81.47729082443732,82.70388640610311,80.35414614199921,82.65955352783203,222000
2024-12-27 00:00:00+00:00,81.96005110824477,83.68417762862144,80.49207511608986,82.13739013671875,408800
2024-12-30 00:00:00+00:00,81.68420437950374,82.92557024933151,80.04874336856139,81.47730255126953,430100
2024-12-31 00:00:00+00:00,81.93049600151846,82.24576455085389,81.31572120282509,82.21620178222656,323000
2025-01-02 00:00:00+00:00,82.9255617682302,84.56102261190796,79.5098253524332,80.22607421875,415300
2025-01-03 00:00:00+00:00,80.78765504750632,82.22606849148256,79.62017731585011,82.20636749267578,447000
2025-01-06 00:00:00+00:00,83.7334374375297,86.13736492206027,83.15511810162313,85.34918975830078,522500
2025-01-07 00:00:00+00:00,85.91076416675715,87.64474505838989,85.12259650081181,85.69402313232422,387900
2025-01-08 00:00:00+00:00,83.28024290390422,84.29501339685706,80.91572482829426,81.61522674560547,584200
2025-01-10 00:00:00+00:00,80.03887729162436,83.34920082219213,79.81228201468988,80.6300048828125,369200
2025-01-13 00:00:00+00:00,79.82213617243781,83.35906282523287,79.08322473563449,83.23098754882812,359700
2025-01-14 00:00:00+00:00,83.77284764064821,84.90092325915705,80.14725538722234,81.60537719726562,502000
2025-01-15 00:00:00+00:00,84.24574818809208,84.24574818809208,81.7235923345128,82.52162170410156,390000
2025-01-16 00:00:00+00:00,82.59058835222154,82.75314975499381,81.24084088218804,82.21620178222656,275100
2025-01-17 00:00:00+00:00,83.35906372025862,84.22605044277552,81.86153231629791,83.91078186035156,989000
2025-01-21 00:00:00+00:00,84.94526073487776,87.39844462228884,84.45265310595047,86.87628173828125,417800
2025-01-22 00:00:00+00:00,87.29005926020218,88.14226824540262,85.95016607830586,86.05854034423828,395900
2025-01-23 00:00:00+00:00,85.2999288034275,87.11272105684996,84.72850221705065,85.35903930664062,314300
