"('date', '')","('open', 'ATKR')","('high', 'ATKR')","('low', 'ATKR')","('close', 'ATKR')","('volume', 'ATKR')"
2024-01-02 00:00:00+00:00,154.5623660759548,160.73005207581159,154.03620459429806,158.9469757080078,418900
2024-01-03 00:00:00+00:00,156.69620477227593,157.0664505702212,150.0997993035954,150.22645568847656,567500
2024-01-04 00:00:00+00:00,151.2105476537272,152.04849572530415,148.6772121254668,148.989013671875,373400
2024-01-05 00:00:00+00:00,147.15720669061452,150.21668853478866,146.9525999488549,148.47259521484375,331000
2024-01-08 00:00:00+00:00,148.57979483945408,152.272603578462,148.3118375806334,152.1556854248047,269600
2024-01-09 00:00:00+00:00,149.81720379048798,149.81720379048798,145.53003673913122,149.15464782714844,281400
2024-01-10 00:00:00+00:00,148.95979408002268,149.47620241666058,146.86005464939652,149.10594177246094,183300
2024-01-11 00:00:00+00:00,149.00848723325635,149.93219111947496,146.14388863554566,147.84901428222656,212000
2024-01-12 00:00:00+00:00,149.81721127862212,150.4700290519,146.90389172433157,147.03054809570312,243600
2024-01-16 00:00:00+00:00,145.66642517143893,146.37770188060978,143.24026999520848,145.37411499023438,423700
2024-01-17 00:00:00+00:00,142.80184906194478,145.78338097222968,141.837244542451,145.10133361816406,338400
2024-01-18 00:00:00+00:00,145.8613180924665,148.97925918984578,145.57388440753394,148.8428497314453,280500
2024-01-19 00:00:00+00:00,149.31055124937976,149.99259853774004,146.17311885540673,149.09619140625,307000
2024-01-22 00:00:00+00:00,151.02541511801192,153.61720968114417,150.37259736579725,151.4443817138672,318800
2024-01-23 00:00:00+00:00,153.3346349588455,154.12386215474166,148.66746907733446,149.15464782714844,233500
2024-01-24 00:00:00+00:00,151.13259780318148,151.13259780318148,147.8295263552237,148.2874755859375,238200
2024-01-25 00:00:00+00:00,151.2495017485174,152.46744855254548,149.59309706854216,150.38232421875,338300
2024-01-26 00:00:00+00:00,151.2105569931088,152.0387520253157,148.83312209121243,149.40798950195312,268800
2024-01-29 00:00:00+00:00,149.3203044886023,153.77312592525797,149.22773932578218,153.3931121826172,330500
2024-01-30 00:00:00+00:00,152.13619625389774,155.4782505790293,151.2690185778462,152.84747314453125,410800
2024-01-31 00:00:00+00:00,151.63925800428663,152.84745175339543,148.00489393200806,148.61874389648438,592000
2024-02-01 00:00:00+00:00,144.20491558344537,145.58850150291434,137.29672420917205,144.08799743652344,1119500
2024-02-02 00:00:00+00:00,141.79824770515538,146.57259357278062,141.0090204982739,144.7992706298828,688900
2024-02-05 00:00:00+00:00,143.19161112696176,144.1708304849874,140.47314487523386,141.32083129882812,376800
2024-02-06 00:00:00+00:00,141.32081052587375,141.32081052587375,138.60723608654,139.4403076171875,383300
2024-02-07 00:00:00+00:00,140.76545588059793,143.9321183554812,140.41468651944857,142.1685333251953,400400
2024-02-08 00:00:00+00:00,143.23055759199977,144.86747111378634,141.88107775882992,144.83824157714844,347000
2024-02-09 00:00:00+00:00,145.50080681770186,145.61675857123348,142.9674713783809,144.5069580078125,299300
2024-02-12 00:00:00+00:00,144.83826715479915,147.06955462896576,144.05879288344954,146.15365600585938,413300
2024-02-13 00:00:00+00:00,140.63875223339863,140.71670261431439,135.94235700646482,139.22593688964844,746100
2024-02-14 00:00:00+00:00,141.28183108006496,142.01844210520954,139.7082384367644,141.07720947265625,519600
2024-02-15 00:00:00+00:00,141.45721351284033,145.43259386319738,140.4146587277981,144.7602996826172,279100
2024-02-16 00:00:00+00:00,142.89928516399175,144.24486976035246,140.82389877677352,140.87261962890625,300300
2024-02-20 00:00:00+00:00,138.1541478036128,139.33312695804176,136.62441421077622,138.94338989257812,502900
2024-02-21 00:00:00+00:00,139.1187524903318,140.6095181669482,137.131069877348,140.59002685546875,421600
2024-02-22 00:00:00+00:00,141.77877572383483,142.8213455415125,140.03468207912047,142.63621520996094,288300
2024-02-23 00:00:00+00:00,143.4546514844425,148.1705531140754,141.9931152250455,147.75157165527344,561800
2024-02-26 00:00:00+00:00,147.64418701462603,157.53529220672954,147.43913265869833,157.23260498046875,800700
2024-02-27 00:00:00+00:00,159.0194344182778,160.68911573641316,156.98848321157445,159.63458251953125,655800
2024-02-28 00:00:00+00:00,159.56622591500582,161.59717711924324,157.04706571645045,160.06419372558594,626400
2024-02-29 00:00:00+00:00,161.89010141249548,166.04963657555004,160.77698552948337,165.4051971435547,626400
2024-03-01 00:00:00+00:00,166.06918248945186,169.14489336435852,165.3271101406281,168.45164489746094,599900
2024-03-04 00:00:00+00:00,168.67620829098104,171.16607715292568,167.99955729656347,168.13917541503906,658700
2024-03-05 00:00:00+00:00,165.7958019037427,167.44595093175434,158.04303954666926,158.12115478515625,479200
2024-03-06 00:00:00+00:00,160.0837431914405,162.30997524911467,156.23665352541968,160.152099609375,354100
2024-03-07 00:00:00+00:00,160.5133864160953,166.34260422983795,160.5133864160953,165.93251037597656,364300
2024-03-08 00:00:00+00:00,168.16848863274066,169.89675287681655,164.29210750449664,164.49716186523438,517300
2024-03-11 00:00:00+00:00,163.17898182105182,165.22946571168012,161.10898029642468,164.63385009765625,380600
2024-03-12 00:00:00+00:00,165.2392110691293,167.52891243087242,163.06180313904022,166.97723388671875,354100
2024-03-13 00:00:00+00:00,167.08463791002154,172.01555162802168,167.08463791002154,171.97650146484375,397800
2024-03-14 00:00:00+00:00,171.66404392822108,173.02126433433185,168.6566747400783,169.76979064941406,723200
2024-03-15 00:00:00+00:00,168.31494011887915,175.66736648929373,168.31494011887915,174.69094848632812,757600
2024-03-18 00:00:00+00:00,175.75523596073995,176.60471483355096,172.2498989970502,173.89027404785156,527200
2024-03-19 00:00:00+00:00,173.0993633521544,176.62423255147502,172.82596753328366,176.0383758544922,402600
2024-03-20 00:00:00+00:00,176.23369845955133,180.21748587450458,175.37933266943034,179.5339813232422,300900
2024-03-21 00:00:00+00:00,181.4282215470627,184.92673477967878,181.17435823719222,181.87738037109375,379600
2024-03-22 00:00:00+00:00,181.62352686606764,183.03934504152696,179.74880588698915,180.88145446777344,250900
2024-03-25 00:00:00+00:00,181.14507796775536,182.34606797871854,176.14580749884203,176.2239227294922,382900
2024-03-26 00:00:00+00:00,176.8586108324207,178.83096461823268,175.44279270338396,178.2744140625,302000
2024-03-27 00:00:00+00:00,180.0807666378932,182.6487507747839,179.83666213511518,181.67233276367188,339500
2024-03-28 00:00:00+00:00,181.72116443692477,186.64719172635728,181.12554882864586,185.87094116210938,481600
2024-04-01 00:00:00+00:00,186.7203960424106,190.38196326932552,185.890449743683,189.01498413085938,516900
2024-04-02 00:00:00+00:00,185.58778120455221,185.7801267353377,177.09293246599634,180.77403259277344,874300
2024-04-03 00:00:00+00:00,179.9831356101116,183.62517065696252,179.8073726188631,183.26390075683594,760800
2024-04-04 00:00:00+00:00,184.14266339566234,185.363185871479,174.5444728579654,175.28656005859375,855400
2024-04-05 00:00:00+00:00,177.0929323772819,181.48681348855865,175.78453579989574,179.48516845703125,515000
2024-04-08 00:00:00+00:00,180.55920886095936,181.0962417231692,176.61448682564284,176.93670654296875,399700
2024-04-09 00:00:00+00:00,177.1905715544036,177.51766323342412,172.5623449778066,172.9236297607422,437000
2024-04-10 00:00:00+00:00,167.7779057293149,171.44436006515937,166.00081782839254,168.67620849609375,578400
2024-04-11 00:00:00+00:00,169.5647638699398,170.95127572722072,166.92843808781538,170.88291931152344,518500
2024-04-12 00:00:00+00:00,169.42806002223523,169.86744515408947,165.44427268877405,167.5240478515625,321900
2024-04-15 00:00:00+00:00,170.76574868511466,174.76906856803433,169.25229775869593,171.71287536621094,749100
2024-04-16 00:00:00+00:00,170.11153963600032,170.27264204523576,166.91864870782297,168.09034729003906,461900
2024-04-17 00:00:00+00:00,168.9398518188119,170.6876335379693,165.47356483054045,166.1082305908203,445600
2024-04-18 00:00:00+00:00,167.20181658677674,169.82836838017,166.04963564822356,167.14321899414062,338200
2024-04-19 00:00:00+00:00,166.29377228004168,168.56882835108757,165.7860306717458,167.76817321777344,440200
2024-04-22 00:00:00+00:00,169.01795940189731,171.16607599214132,168.4321026504871,169.44757080078125,817100
2024-04-23 00:00:00+00:00,171.20513858372252,176.12629393571467,170.23360738441792,175.7357177734375,462500
2024-04-24 00:00:00+00:00,176.7316599127648,179.23617449370414,172.64046606465286,174.88623046875,369800
2024-04-25 00:00:00+00:00,172.22060596949018,177.33215462810603,170.52652019899307,176.93670654296875,386300
2024-04-26 00:00:00+00:00,177.23940793239606,179.35823330494813,176.8390729576717,178.67474365234375,256800
2024-04-29 00:00:00+00:00,179.62186615835589,181.04742812924823,177.25892143040727,178.84072875976562,337600
2024-04-30 00:00:00+00:00,177.97169537821446,179.12874820961025,171.1172375264189,171.1660614013672,508600
2024-05-01 00:00:00+00:00,171.36136269705636,175.61365900709026,169.5061744166139,170.87315368652344,605600
2024-05-02 00:00:00+00:00,173.36303519276268,173.36303519276268,169.53644649272567,171.1270294189453,466600
