"('date', '')","('open', 'ABT')","('high', 'ABT')","('low', 'ABT')","('close', 'ABT')","('volume', 'ABT')"
2024-06-14 00:00:00+00:00,100.80756038282242,101.22722619117195,99.96822876612333,101.18818664550781,3683100
2024-06-17 00:00:00+00:00,100.436684150917,101.44192813489093,100.07557398017552,100.96369934082031,3936200
2024-06-18 00:00:00+00:00,100.77827907865058,101.58832542339321,100.7685173310662,101.49073028564453,4501000
2024-06-20 00:00:00+00:00,101.04178217764303,104.27222800269253,100.98322658681815,104.00872039794922,9154900
2024-06-21 00:00:00+00:00,104.0965641027894,104.36007171480428,102.71068636476221,103.17915344238281,10324700
2024-06-24 00:00:00+00:00,103.73545346368776,103.73545346368776,102.4179005172019,102.76924896240234,5201300
2024-06-25 00:00:00+00:00,102.8668403819785,103.43290257280029,102.30077819115674,102.95467376708984,4637400
2024-06-26 00:00:00+00:00,102.56428887046901,103.11083502967828,101.81279813984958,102.35933685302734,5406600
2024-06-27 00:00:00+00:00,102.72045071385688,102.78876805544525,101.42241377764603,102.13487243652344,4137600
2024-06-28 00:00:00+00:00,102.1836578048123,102.63260880775222,101.04177914184666,101.41265106201172,8283600
2024-07-01 00:00:00+00:00,101.65664543093597,102.97419834367608,100.14389480584424,100.71971130371094,4588900
2024-07-02 00:00:00+00:00,100.23172819187894,100.90514726893713,100.23172819187894,100.71971130371094,3650500
2024-07-03 00:00:00+00:00,100.87587240515597,101.1686652591766,99.72423192992328,99.8706283569336,2017800
2024-07-05 00:00:00+00:00,99.57784852070618,101.56882082864375,99.31434087446459,101.52001953125,6582700
2024-07-08 00:00:00+00:00,101.28577234307892,101.35408968011347,99.48999808615277,99.6656723022461,4542000
2024-07-09 00:00:00+00:00,99.92918693009219,100.12437720790716,98.32860282470753,99.19721221923828,6268500
2024-07-10 00:00:00+00:00,98.98249634095595,100.60260390728627,98.83609991269223,100.57332611083984,6598900
2024-07-11 00:00:00+00:00,100.89538675285642,102.12510629456588,100.58307785531466,101.67616271972656,5025300
2024-07-12 00:00:00+00:00,102.15438415943512,102.40813746574446,101.60784544987484,101.71520233154297,4277600
2024-07-15 00:00:00+00:00,101.97028838020402,102.19595477649062,100.64574557913846,101.0185775756836,4970800
2024-07-16 00:00:00+00:00,100.9793373755101,101.91142865475774,100.57707223319856,100.78311157226562,7656900
2024-07-17 00:00:00+00:00,100.71443275409777,103.65786474407315,100.56725965749207,102.7061538696289,13438300
2024-07-18 00:00:00+00:00,100.45933642605928,102.18615201125436,97.82987013165071,98.1830825805664,13078800
2024-07-19 00:00:00+00:00,98.71290214218939,100.46915086634158,98.19289700036624,100.10612487792969,11963600
2024-07-22 00:00:00+00:00,100.56726243174958,101.87218577983138,100.3808426718708,101.7642593383789,7880300
2024-07-23 00:00:00+00:00,102.04879422225594,102.36276001725254,101.4208626322627,101.96048736572266,5894500
2024-07-24 00:00:00+00:00,102.25483193374573,105.28656339129756,101.58765369438458,105.23751068115234,8680900
2024-07-25 00:00:00+00:00,105.00202344827136,106.66015913829591,103.92276658791144,103.9620132446289,6356600
2024-07-26 00:00:00+00:00,104.45258922251067,105.11976744117052,102.6865345158473,103.2555923461914,8611600
2024-07-29 00:00:00+00:00,98.69326682198275,103.19672146707049,98.03590216878361,102.79444885253906,19452700
2024-07-30 00:00:00+00:00,102.78464532432231,103.68729598837157,100.84197695248764,103.3340835571289,9126300
2024-07-31 00:00:00+00:00,103.51069231460586,104.8156156351003,101.59746450300474,103.94239807128906,8238400
2024-08-01 00:00:00+00:00,104.6390092990372,108.59301842898202,104.32504351785269,108.07301330566406,9069200
2024-08-02 00:00:00+00:00,108.10245339485417,109.9273819548288,106.35601815661792,109.21114349365234,9885700
2024-08-05 00:00:00+00:00,109.24057207613417,109.8881307252504,106.32658061171564,106.58167266845703,7121400
2024-08-06 00:00:00+00:00,106.89564000140264,108.55377582185498,106.58167420850097,107.43527221679688,5634800
2024-08-07 00:00:00+00:00,107.54319456005986,110.2315270271403,107.33715521809178,107.86697387695312,6365100
2024-08-08 00:00:00+00:00,107.87678856671369,109.12284573980833,107.1605575804463,107.69037628173828,5476600
2024-08-09 00:00:00+00:00,107.21942333219003,107.21942333219003,105.65940784579506,106.66017150878906,5435000
2024-08-12 00:00:00+00:00,106.35601893062692,106.35601893062692,105.09034217914092,105.767333984375,4795900
2024-08-13 00:00:00+00:00,105.76732213248405,106.51298615426373,105.5710888486991,106.19902038574219,4920400
2024-08-14 00:00:00+00:00,106.03223503473554,108.10244953711373,105.67902258505258,107.81791687011719,5822900
2024-08-15 00:00:00+00:00,108.3869827489105,109.23076721789046,107.690371382294,108.8481216430664,7458500
2024-08-16 00:00:00+00:00,109.26019485559952,109.49566731623769,108.48509020856709,108.906982421875,4643300
2024-08-19 00:00:00+00:00,108.90698506854557,110.13341508057874,108.74999843394865,109.7900161743164,3495800
2024-08-20 00:00:00+00:00,109.71152440932782,109.97643000203985,108.24962191024953,108.68132019042969,5822400
2024-08-21 00:00:00+00:00,108.87755600172476,109.34850095198914,108.59302333006981,109.28963470458984,4081400
2024-08-22 00:00:00+00:00,109.68209194790894,110.03530439734546,108.95604746208274,109.98624420166016,3690400
2024-08-23 00:00:00+00:00,110.28058423145367,110.65341624697311,109.78019870850653,110.56511688232422,4511600
2024-08-26 00:00:00+00:00,110.6141673107326,111.12436635886274,109.94698912239386,110.57492065429688,3212700
2024-08-27 00:00:00+00:00,110.9281376803144,111.03606411860814,110.0254870014347,110.9673843383789,2705300
2024-08-28 00:00:00+00:00,110.96738975479553,111.28135554910189,110.2511587953787,110.77116394042969,3836700
2024-08-29 00:00:00+00:00,111.16362300246993,111.35984881674358,110.39832436151869,110.63380432128906,3375800
2024-08-30 00:00:00+00:00,110.86928018509381,111.33041909682365,109.78020966584874,111.13418579101562,4320100
2024-09-03 00:00:00+00:00,111.22248043278199,112.66476325851876,111.22248043278199,112.49797058105469,4436900
2024-09-04 00:00:00+00:00,112.52741445009454,113.41043811420155,111.42853040992487,112.24288177490234,3659200
2024-09-05 00:00:00+00:00,112.10551496564564,112.3213678422331,110.39831902474555,110.9673843383789,2928000
2024-09-06 00:00:00+00:00,111.487392053938,112.18400340835004,110.8790875536109,111.71305847167969,3802200
2024-09-09 00:00:00+00:00,112.30174137419716,114.52894244674036,112.16438181300023,114.2345962524414,5101000
2024-09-10 00:00:00+00:00,113.95987422739297,115.03913110310842,113.25344936749647,114.90177154541016,4963700
2024-09-11 00:00:00+00:00,114.19535073183553,114.51913005168309,112.55684203156662,114.4013900756836,6535600
2024-09-12 00:00:00+00:00,114.30327299910103,115.09799722286539,113.41042838948499,114.6270523071289,4349300
2024-09-13 00:00:00+00:00,113.83233014550876,114.84291481158888,113.75384430999267,114.20516967773438,3350100
2024-09-16 00:00:00+00:00,114.79385398844559,115.46103224267164,114.22478864223086,115.41197204589844,3637100
2024-09-17 00:00:00+00:00,115.57877027184146,116.30481476150666,115.04895159488525,115.90254211425781,4982500
2024-09-18 00:00:00+00:00,115.2844214175333,115.2844214175333,112.36060896794694,112.71382141113281,5990200
2024-09-19 00:00:00+00:00,113.31231847843843,113.47911864746595,111.11455801410906,111.99758911132812,8144100
2024-09-20 00:00:00+00:00,111.60512861401476,112.00740124207572,111.06549642650239,111.55606842041016,8403400
2024-09-23 00:00:00+00:00,111.64437800314246,112.73344845510428,110.8300266768044,112.6451416015625,5005200
2024-09-24 00:00:00+00:00,112.05645595062212,112.2526892430092,111.04587882281645,111.2028579711914,5029800
2024-09-25 00:00:00+00:00,111.6738090048762,112.03683497714707,109.74095414061655,110.48662567138672,5159100
2024-09-26 00:00:00+00:00,110.19228393438257,110.80059592954419,109.98624458574757,110.6043701171875,3508700
2024-09-27 00:00:00+00:00,110.80059244778845,111.24210425448456,110.20209400771213,110.31002044677734,3566400
2024-09-30 00:00:00+00:00,110.44737973736913,111.93871532315045,109.986240859864,111.8602294921875,5035600
2024-10-01 00:00:00+00:00,112.056461563179,112.06627509967356,110.6730523388493,111.41871643066406,4264000
2024-10-02 00:00:00+00:00,111.24210048437713,111.64437310462945,109.9175576236442,111.49720001220703,3454000
2024-10-03 00:00:00+00:00,111.36966323541274,111.36966323541274,109.68209427136402,110.11380004882812,3472100
2024-10-04 00:00:00+00:00,110.01568193296616,110.62399395148317,109.57417009544483,110.51606750488281,4366300
2024-10-07 00:00:00+00:00,110.18247812162069,111.46777441206342,109.69190610413446,111.22248840332031,6912900
2024-10-08 00:00:00+00:00,111.6051323336916,113.1259085597053,111.6051323336916,112.46853637695312,4341500
2024-10-09 00:00:00+00:00,112.81194555132299,114.07761478169367,112.3998593635494,113.7636489868164,4256900
2024-10-10 00:00:00+00:00,114.02854997958555,114.64666796740033,113.27306495338883,113.43986511230469,4068300
2024-10-11 00:00:00+00:00,114.01873454079171,115.06855824033593,113.76363502453277,113.93043518066406,3471300
2024-10-14 00:00:00+00:00,114.06779315946565,115.36290282223112,113.79307406214176,115.03912353515625,3674100
2024-10-15 00:00:00+00:00,115.08841871417785,116.67550586085213,114.16179434956189,114.39838409423828,6544900
2024-10-16 00:00:00+00:00,116.33049444978673,117.81899885125185,114.97998945849393,116.14319610595703,7356200
2024-10-17 00:00:00+00:00,117.02052586095776,117.06981727243513,115.52216171429518,116.21219635009766,5046900
2024-10-18 00:00:00+00:00,116.22205698537053,118.14430171401166,115.99532702005754,117.69084930419922,6741800
2024-10-21 00:00:00+00:00,117.19797317092934,117.22754501170019,114.94056323538229,115.32501220703125,8303300
2024-10-22 00:00:00+00:00,115.20671034787912,115.53200807624127,114.19136297734917,114.4673843383789,5360000
2024-10-23 00:00:00+00:00,114.50682518837736,115.48273349372896,114.28009521803624,115.3447265625,3655600
2024-10-24 00:00:00+00:00,115.54187914880927,115.73903728308974,114.55611103984837,114.88141632080078,3768000
2024-10-25 00:00:00+00:00,114.49696167273878,114.73354390131014,111.58894138326147,112.59442901611328,5989600
2024-10-28 00:00:00+00:00,113.13659836307531,113.19574956157402,111.93396763220001,112.44656372070312,4104700
2024-10-29 00:00:00+00:00,112.51556857167925,113.10702791826128,111.73681088236769,111.78610229492188,4543600
2024-10-30 00:00:00+00:00,111.03691394711406,113.10702537399217,110.89890702004308,112.82115173339844,5188000
2024-10-31 00:00:00+00:00,111.95368137084803,112.84087415355715,111.65794793634045,111.75653076171875,5323200
2024-11-01 00:00:00+00:00,118.04572892529299,118.21330769580752,115.4235821926195,116.91209411621094,10149300
2024-11-04 00:00:00+00:00,117.89786120837006,118.85405745209454,115.80803768598368,115.97561645507812,5604000
2024-11-05 00:00:00+00:00,115.91646705345565,116.5670776082364,114.67440466475124,116.05448150634766,4059200
2024-11-06 00:00:00+00:00,119.27793334861825,119.27793334861825,113.85620910549925,115.13771057128906,5256100
2024-11-07 00:00:00+00:00,115.81789227728368,115.81789227728368,112.90987938272231,113.65906524658203,5519000
2024-11-08 00:00:00+00:00,113.6886397856001,115.581312782675,113.05774878657515,114.93070220947266,5685700
2024-11-11 00:00:00+00:00,115.27571749581249,116.16290271894493,114.67439838718332,115.13771057128906,5301100
2024-11-12 00:00:00+00:00,115.0194191459346,115.63059805915223,114.76311734093193,114.7828369140625,4598900
2024-11-13 00:00:00+00:00,114.42796138621046,115.14756787833055,113.90550550323772,114.0927963256836,4760800
2024-11-14 00:00:00+00:00,114.32939041998473,114.4378179945606,113.29433088065063,113.39290618896484,3812300
2024-11-15 00:00:00+00:00,113.23518646958755,114.69411907318292,112.80144609082541,114.25052642822266,6898600
2024-11-18 00:00:00+00:00,113.93507705425401,116.26149033621198,113.86607358914567,115.68974304199219,6086500
2024-11-19 00:00:00+00:00,114.88142072809832,115.87704866217285,113.8069295372861,115.46302032470703,4542800
2024-11-20 00:00:00+00:00,115.02928383523479,115.10813956867742,113.88578921095716,114.28009796142578,5624400
2024-11-21 00:00:00+00:00,114.03365583803503,115.96576044083575,113.50134015346536,115.59117126464844,5561900
2024-11-22 00:00:00+00:00,115.55173736544808,116.3206352766585,114.72368825435044,116.08405303955078,5349500
2024-11-25 00:00:00+00:00,116.59665059485411,116.96138750225687,115.90661592767466,116.44878387451172,6879000
2024-11-26 00:00:00+00:00,116.95152683275435,117.30640395057245,115.34472753655459,116.28120422363281,4056800
2024-11-27 00:00:00+00:00,116.66565884031509,118.8146337043159,116.41921680325451,117.25711822509766,3510300
2024-11-29 00:00:00+00:00,117.02053008783145,117.49370208433982,116.18262870814465,117.07967376708984,2523200
2024-12-02 00:00:00+00:00,117.05996024302245,117.1191039215375,114.93069756671672,115.14756774902344,5338900
2024-12-03 00:00:00+00:00,115.43344136161865,115.76860642166776,114.41810143641122,114.63497161865234,4794900
2024-12-04 00:00:00+00:00,115.34472638910422,115.34472638910422,113.64920406991013,114.31952667236328,3557100
2024-12-05 00:00:00+00:00,113.61963327320248,114.63497321252711,113.25489636883353,113.94493103027344,3269800
2024-12-06 00:00:00+00:00,113.49147600844304,114.54624755010204,113.46190416946037,113.95478820800781,5300300
2024-12-09 00:00:00+00:00,114.02379337053158,114.22095150137464,112.229695744335,113.26475524902344,4868000
2024-12-10 00:00:00+00:00,113.44218802880556,114.73354175660127,112.64371080098128,113.85620880126953,4072100
2024-12-11 00:00:00+00:00,113.66891847917819,113.94493234694357,112.38742444729401,112.51557159423828,4747700
2024-12-12 00:00:00+00:00,112.7718710301258,113.1464601969324,111.68752763500042,112.23955535888672,3764700
2024-12-13 00:00:00+00:00,112.22969250314222,112.66343285765684,110.54403001738783,111.7663803100586,4550500
2024-12-16 00:00:00+00:00,111.09606001553914,112.03254420746539,110.7904743162776,111.01720428466797,5047200
2024-12-17 00:00:00+00:00,110.61303438835107,112.21983363722646,110.60317460180936,111.67766571044922,5805600
2024-12-18 00:00:00+00:00,111.42136425175575,112.52542720263264,110.25815762307218,110.33702087402344,6454600
2024-12-19 00:00:00+00:00,109.95256470078239,111.6875185036244,109.69626291244126,110.82003784179688,7738700
2024-12-20 00:00:00+00:00,111.0369111039417,113.47175935905493,110.91861623198983,112.60428619384766,12311900
2024-12-23 00:00:00+00:00,112.37755792626766,112.88030173860766,111.35235824970586,112.68314361572266,4028200
2024-12-24 00:00:00+00:00,112.51557580154078,113.19575823026379,111.97340031186098,113.12675476074219,1480000
2024-12-26 00:00:00+00:00,112.57471451311862,114.16180176285313,112.20012534094303,113.62948608398438,2960500
2024-12-27 00:00:00+00:00,113.37318942196416,114.29980630656898,112.88030538007155,113.35346984863281,2829500
2024-12-30 00:00:00+00:00,112.50571464766107,113.00845850281983,110.91862734712801,111.19464874267578,3475800
2024-12-31 00:00:00+00:00,111.45092984315656,112.1606840203047,110.94819356835424,111.5002212524414,3519900
2025-01-02 00:00:00+00:00,112.0719806667873,112.33813475168523,111.15521600865051,111.8255386352539,3569100
2025-01-03 00:00:00+00:00,112.31841891757337,112.604292567027,111.6678083662347,112.2099838256836,4416700
2025-01-06 00:00:00+00:00,111.89453319402412,112.63385922975795,111.1847789963895,111.43122100830078,6037200
2025-01-07 00:00:00+00:00,111.75653045571481,113.05774402652074,111.55937232631172,111.78610229492188,5300100
2025-01-08 00:00:00+00:00,111.92410613111366,112.68314422609558,110.66232422106854,112.6240005493164,4455800
2025-01-10 00:00:00+00:00,112.15083708656769,112.21984055498626,110.19902039654878,110.71161651611328,5108700
2025-01-13 00:00:00+00:00,110.99747925215777,111.77623690241285,110.3863078836939,111.57908630371094,4409700
2025-01-14 00:00:00+00:00,111.94381466013789,112.19025666671327,110.6918925758928,111.4114990234375,3972400
2025-01-15 00:00:00+00:00,111.13405048741338,111.73852518831225,109.85573550814925,110.09355926513672,6543700
2025-01-16 00:00:00+00:00,110.01427840796582,112.91773615481998,110.01427840796582,112.87810516357422,5598700
