"('date', '')","('open', 'ABT')","('high', 'ABT')","('low', 'ABT')","('close', 'ABT')","('volume', 'ABT')"
2024-01-02 00:00:00+00:00,105.88764263417296,107.27937745806628,105.88764263417296,106.16792297363281,5058600
2024-01-03 00:00:00+00:00,106.44819689802141,106.55451037808764,105.6266896759616,105.8489761352539,4239600
2024-01-04 00:00:00+00:00,106.00362739891635,107.30837516370173,105.83932741250828,107.26005554199219,5296100
2024-01-05 00:00:00+00:00,106.99908772341429,107.32769502738594,106.34188048913425,107.08607482910156,4127700
2024-01-08 00:00:00+00:00,107.40501151110809,108.74841926900787,107.20205142254015,108.6324462890625,5030400
2024-01-09 00:00:00+00:00,108.3908324459182,109.73424028268535,108.3038453321889,108.9513931274414,3802100
2024-01-10 00:00:00+00:00,109.26066671211619,110.57508130216151,109.02870599128659,110.56541442871094,4672100
2024-01-11 00:00:00+00:00,109.99244336388843,110.44888501737671,109.34176727844452,110.22551727294922,5163900
2024-01-12 00:00:00+00:00,110.87617980350731,111.62396935883788,110.17695070579556,110.63339233398438,3884800
2024-01-16 00:00:00+00:00,110.2352170030766,110.77905852568257,109.65252859895804,110.4780044555664,5876000
2024-01-17 00:00:00+00:00,110.34205046567014,111.19665968058867,110.16724319338164,110.64310455322266,4672000
2024-01-18 00:00:00+00:00,110.9053141730693,111.26464229873622,110.13811228222438,110.73050689697266,5098000
2024-01-19 00:00:00+00:00,110.3517559197006,111.54627350753469,110.18666222173621,111.38117980957031,6843100
2024-01-22 00:00:00+00:00,111.61425583010431,112.303771354711,110.84704653699066,110.8956069946289,5062500
2024-01-23 00:00:00+00:00,111.14809692553918,112.16780722768684,109.61368579971511,110.7110824584961,5037300
2024-01-24 00:00:00+00:00,107.55485241766822,110.07984069911522,106.57398893501541,107.57427215576172,8710800
2024-01-25 00:00:00+00:00,108.19582110394317,109.32235120996079,107.59370545859599,109.205810546875,5648600
2024-01-26 00:00:00+00:00,109.96331520532271,110.1381224976329,108.32206937248189,108.77851104736328,5176600
2024-01-29 00:00:00+00:00,108.91445817614829,110.19637569374446,108.79791752571757,110.17694854736328,6480600
2024-01-30 00:00:00+00:00,110.61397401025576,110.63339374798014,109.13782202748979,110.20609283447266,4768400
2024-01-31 00:00:00+00:00,110.71108841959067,111.23551025385039,109.37090422711744,109.88561248779297,8325200
2024-02-01 00:00:00+00:00,109.49715192144595,111.2355111426169,108.76878949181327,111.18695068359375,4520300
2024-02-02 00:00:00+00:00,109.70109393001576,110.76935735875563,108.74937115886574,108.87561798095703,7575700
2024-02-05 00:00:00+00:00,108.78820712998103,109.21551545142226,107.94331146985851,108.42888641357422,5670000
2024-02-06 00:00:00+00:00,108.59397549756747,111.20637095462084,108.49686199481182,110.7110824584961,4734600
2024-02-07 00:00:00+00:00,111.29376927998088,111.29376927998088,109.63310395615669,110.04098510742188,4757500
2024-02-08 00:00:00+00:00,110.07983456725252,110.07983456725252,108.30262855461847,109.1863784790039,6980500
2024-02-09 00:00:00+00:00,109.01157498451057,109.38060927479904,107.98215847366835,108.58426666259766,5947500
2024-02-12 00:00:00+00:00,108.2832174268309,109.38061418273745,108.00158305741361,109.28350067138672,4232100
2024-02-13 00:00:00+00:00,109.2252269700717,109.84676229359218,107.38975431009943,108.12782287597656,4263400
2024-02-14 00:00:00+00:00,108.4191680987159,109.13781690938724,107.91417343942166,108.8270492553711,3991100
2024-02-15 00:00:00+00:00,109.03099506472377,110.9732948478325,109.03099506472377,110.3614730834961,5450700
2024-02-16 00:00:00+00:00,110.22551378293159,112.15810001166227,110.17695332415872,110.7208023071289,7161100
2024-02-20 00:00:00+00:00,111.0315638261244,113.80905298229749,110.67223571526097,113.27491760253906,9601100
2024-02-21 00:00:00+00:00,112.61453685677546,114.57626372283195,112.61453685677546,114.46943664550781,6144600
2024-02-22 00:00:00+00:00,114.69279423363075,115.80961802770466,113.4303038914785,115.58625030517578,4916100
2024-02-23 00:00:00+00:00,115.9358712939856,116.68366085908625,115.43087661086564,116.01356506347656,4261300
2024-02-26 00:00:00+00:00,116.05241427360761,116.48942876950102,114.97443728049902,115.26578521728516,3483100
2024-02-27 00:00:00+00:00,114.7510755777489,116.05241288544656,114.43059433297475,115.9552993774414,3203300
2024-02-28 00:00:00+00:00,116.04269887208042,116.64481447428763,115.82904470970736,116.5865478515625,3383800
2024-02-29 00:00:00+00:00,116.84874852021714,116.97499533214769,115.11038941649443,115.21721649169922,6135200
2024-03-01 00:00:00+00:00,115.14924685181923,116.01356969638671,114.43059797854326,115.19780731201172,3899400
2024-03-04 00:00:00+00:00,114.8870368700933,116.80990953521811,114.76078264034119,116.57683563232422,3164000
2024-03-05 00:00:00+00:00,116.96529679456549,117.12067692635807,114.6733824286602,115.06184387207031,3502300
2024-03-06 00:00:00+00:00,115.178377207186,116.13010737380851,115.00356992798127,115.89702606201172,3388700
2024-03-07 00:00:00+00:00,116.63509965178814,117.99471097200582,116.48942568724952,117.43144226074219,4200800
2024-03-08 00:00:00+00:00,117.47999708128008,118.13066569447247,117.13038254687828,117.47028350830078,3357400
2024-03-11 00:00:00+00:00,117.44116015792385,117.91702154426947,116.16895613330587,116.7225112915039,3886000
2024-03-12 00:00:00+00:00,116.48942556773157,117.58682967808232,115.62510276411773,117.27606201171875,3079700
2024-03-13 00:00:00+00:00,117.04298177852985,117.44115679089332,116.16895280274935,116.69337463378906,3421700
2024-03-14 00:00:00+00:00,116.54768751205937,116.86816130933687,114.45000042468928,115.42115020751953,4952200
2024-03-15 00:00:00+00:00,109.75934748496803,112.15808868408203,109.02127896930602,112.15808868408203,22415700
2024-03-18 00:00:00+00:00,112.0221328880353,112.4203078800506,109.05041673996135,109.19609069824219,12991000
2024-03-19 00:00:00+00:00,109.19609560330224,111.11896822927139,108.80763416686548,109.89532470703125,8299200
2024-03-20 00:00:00+00:00,109.73993556274961,109.97300945748648,107.53542861285788,108.28321075439453,8317300
2024-03-21 00:00:00+00:00,108.7202315332584,108.90475239064727,107.8073556387711,108.29293060302734,9722700
2024-03-22 00:00:00+00:00,108.30263246147516,108.74936793100018,107.35090971857389,107.38004302978516,5387700
2024-03-25 00:00:00+00:00,107.26350545431431,107.60341385296357,105.96216812095571,106.8362045288086,6622400
2024-03-26 00:00:00+00:00,107.3023473088355,108.67167218514632,106.75850575135429,108.28321075439453,7770600
2024-03-27 00:00:00+00:00,108.76878773644114,110.41973958658357,108.71052111398231,110.20609283447266,7533400
2024-03-28 00:00:00+00:00,110.01184822640799,110.7304970042517,109.67194727805521,110.38088989257812,5278000
2024-04-01 00:00:00+00:00,110.38089832948103,110.38089832948103,108.59397870696783,108.85618591308594,3964000
2024-04-02 00:00:00+00:00,108.66196880931129,109.17667710441437,107.97245322442922,108.78821563720703,4560700
2024-04-03 00:00:00+00:00,108.90475436574657,109.30292940011526,107.84620448092733,108.06956481933594,4409900
2024-04-04 00:00:00+00:00,108.61341206615333,108.76879962207094,106.67111207290206,106.9333267211914,4799700
2024-04-05 00:00:00+00:00,106.53513467344861,108.0501334648526,106.37975455160105,107.99185943603516,5591200
2024-04-08 00:00:00+00:00,108.08898506701247,108.2637923425267,106.96244764496844,107.33148193359375,5810500
2024-04-09 00:00:00+00:00,107.39945756158724,109.32233751046677,107.3897513978444,109.19609069824219,4235700
2024-04-10 00:00:00+00:00,108.01129849826708,108.44831301154194,107.1663953754114,107.96273803710938,3965500
2024-04-11 00:00:00+00:00,108.42889172016129,108.7493729769268,107.12754695448594,108.23465728759766,4321500
2024-04-12 00:00:00+00:00,107.61979551009131,107.84427102467713,105.88257677001813,106.48767852783203,4041500
2024-04-15 00:00:00+00:00,107.44412100034661,108.2248969795727,106.21440888520816,106.27296447753906,4595600
2024-04-16 00:00:00+00:00,106.22416354799952,107.67835862810517,105.54099014837591,106.58527374267578,7283900
2024-04-17 00:00:00+00:00,104.94564244891521,106.10704458921916,101.74447456058039,103.35482025146484,12002900
2024-04-18 00:00:00+00:00,103.9404014321259,104.45766233239495,101.9591912159114,102.73995971679688,7306400
2024-04-19 00:00:00+00:00,103.43290847405639,105.17988154321357,102.84732275577903,104.70166015625,10533600
2024-04-22 00:00:00+00:00,104.89685383054463,105.30675786069844,103.71592813800449,104.4967041015625,4948300
2024-04-23 00:00:00+00:00,105.08228288234345,105.51171040907401,104.73093444156963,105.00420379638672,3849600
2024-04-24 00:00:00+00:00,104.14535544395571,104.53574342491527,103.02299279095877,104.32102966308594,5052700
2024-04-25 00:00:00+00:00,104.08679603973665,104.87732627384617,103.58905119609716,104.291748046875,3112300
2024-04-26 00:00:00+00:00,103.95018102267986,105.26773414398896,103.83306237672898,104.94566345214844,3575600
2024-04-29 00:00:00+00:00,104.80901315977415,105.58978912453895,104.03799894222756,104.69189453125,3305100
2024-04-30 00:00:00+00:00,103.9599261016303,104.30152026050482,103.3548317663182,103.42314910888672,5074000
2024-05-01 00:00:00+00:00,103.38410230863782,104.58454403927924,103.36458626043003,103.7354507446289,4096800
2024-05-02 00:00:00+00:00,104.09655657872368,104.09655657872368,102.62284555855476,103.37433624267578,3708500
2024-05-03 00:00:00+00:00,103.55977225633653,104.07703314187428,102.94491624172147,103.35482025146484,3610300
2024-05-06 00:00:00+00:00,103.55977954834663,103.61833514070992,102.61309109297173,103.10107421875,3789500
2024-05-07 00:00:00+00:00,103.95991859736515,104.0379976821022,103.24746742572567,103.61833190917969,6556400
2024-05-08 00:00:00+00:00,103.78424687098922,103.78424687098922,101.77375878995333,102.41790008544922,6234700
2024-05-09 00:00:00+00:00,102.21295910142497,102.48622848803218,101.98848356469342,102.1543960571289,5902000
2024-05-10 00:00:00+00:00,101.98847982526253,103.13035862573213,101.91040073308545,102.22270965576172,7349600
2024-05-13 00:00:00+00:00,102.46669741504603,102.9644423015824,101.89088088527463,102.25198364257812,5459200
2024-05-14 00:00:00+00:00,102.33006199959004,102.60333136403673,100.87587434105207,101.51025390625,7035100
2024-05-15 00:00:00+00:00,101.59808022023337,102.3105388245168,101.59808022023337,102.07630157470703,5443200
2024-05-16 00:00:00+00:00,101.93967499014154,102.66189539864423,101.6566513213869,102.3495864868164,8708300
2024-05-17 00:00:00+00:00,101.90064185517184,102.28126810490276,101.44193651677003,101.58832550048828,7004600
2024-05-20 00:00:00+00:00,101.28576972824503,101.30529322176876,100.54403334099649,100.7294692993164,7165900
2024-05-21 00:00:00+00:00,101.0320199634631,101.36385235067668,99.94870430805378,100.48548126220703,4391600
2024-05-22 00:00:00+00:00,100.47572169579325,102.61309014978619,100.46596739451009,102.30078125,5933400
2024-05-23 00:00:00+00:00,101.46145289293733,102.38862532032107,100.9539537070043,101.72496795654297,5862200
2024-05-24 00:00:00+00:00,101.64688839522732,101.86160216575057,101.09058791979511,101.45169067382812,4455600
2024-05-28 00:00:00+00:00,101.08082385938937,101.10033990806689,99.11912961889531,99.499755859375,4771100
2024-05-29 00:00:00+00:00,98.66043068181676,99.32408807031014,98.22124882082746,98.30908966064453,4960900
2024-05-30 00:00:00+00:00,98.8458638379388,100.14390077989336,98.43595978659476,99.29480743408203,5124000
2024-05-31 00:00:00+00:00,99.41192288053198,99.8413504135206,98.95321755139076,99.73399353027344,7915700
2024-06-03 00:00:00+00:00,99.7144708239311,101.62736379668426,99.47047925935495,100.39765167236328,4915100
2024-06-04 00:00:00+00:00,100.32933491328185,101.00274657211125,100.07558159976394,100.9441909790039,3880400
2024-06-05 00:00:00+00:00,100.45620769216772,100.93442907588101,99.52904272124968,100.7490005493164,3302300
2024-06-06 00:00:00+00:00,100.80754960417651,102.47645091120671,100.3390825523287,101.76399230957031,9835500
2024-06-07 00:00:00+00:00,101.36385033788726,105.53122274427568,100.88562898378427,104.99444580078125,8666600
2024-06-10 00:00:00+00:00,105.04325089817814,106.36081136890611,104.46743435138283,104.9066162109375,8555900
2024-06-11 00:00:00+00:00,104.7407018429751,104.7407018429751,102.99372129205227,103.2669906616211,7536000
2024-06-12 00:00:00+00:00,103.36459548809181,103.36459548809181,101.78352738498536,101.8713607788086,4569000
2024-06-13 00:00:00+00:00,101.14913529958366,101.20769088823268,100.13412956882452,100.96369934082031,4719500
