"('date', '')","('open', 'BEPH')","('high', 'BEPH')","('low', 'BEPH')","('close', 'BEPH')","('volume', 'BEPH')"
2024-03-21 00:00:00+00:00,15.85502732545746,15.881899158507219,15.514635966193502,15.586297035217285,55600
2024-03-22 00:00:00+00:00,15.57733935208323,15.57733935208323,15.28173722568001,15.451932907104492,72700
2024-03-25 00:00:00+00:00,15.451932844700364,15.541509608695415,15.326526400228092,15.416101455688477,149200
2024-03-26 00:00:00+00:00,15.416101517947897,15.57733935208323,15.416101517947897,15.451932907104492,32800
2024-03-27 00:00:00+00:00,15.51463617318715,15.559425409758743,15.31756865787617,15.362356185913086,170100
2024-03-28 00:00:00+00:00,15.407145588952998,15.640042787502942,15.227992057800293,15.227992057800293,459000
2024-04-01 00:00:00+00:00,15.227990456354444,15.227990456354444,14.798024077046838,14.85176944732666,39800
2024-04-02 00:00:00+00:00,14.780109610924354,14.780109610924354,14.480029417708282,14.556168556213379,26200
2024-04-03 00:00:00+00:00,14.520336248373127,14.69769922000877,14.466590877033733,14.57408332824707,35800
2024-04-04 00:00:00+00:00,14.681575011416735,14.748758011295584,14.448676109313965,14.448676109313965,36200
2024-04-05 00:00:00+00:00,14.475548830017939,14.663660193889523,14.350142393126593,14.412845611572266,63500
2024-04-08 00:00:00+00:00,14.439719135523955,14.468383219847773,14.359100223745706,14.403887748718262,17400
2024-04-09 00:00:00+00:00,14.448675289883553,14.457633136595016,14.332226699703668,14.412845611572266,13900
2024-04-10 00:00:00+00:00,14.368057332969947,14.368057332969947,14.0366238561672,14.197861671447754,66900
2024-04-11 00:00:00+00:00,14.170989990234375,14.197863532481835,14.018710001234835,14.170989990234375,21700
2024-04-12 00:00:00+00:00,14.142703500697435,14.270444361704502,14.06058443791885,14.1609525680542,14200
2024-04-15 00:00:00+00:00,14.26132096344177,14.26132096344177,13.732110150250445,13.868974685668945,46200
2024-04-16 00:00:00+00:00,13.868974247011446,14.14270417935422,13.759482448107029,13.932845115661621,28200
2024-04-17 00:00:00+00:00,14.051461164039438,14.097082966358192,13.96021842956543,13.96021842956543,8800
2024-04-18 00:00:00+00:00,13.960216965937684,14.024086960389532,13.786854309334934,13.850725173950195,23300
2024-04-19 00:00:00+00:00,13.887222205704687,14.14270304940299,13.868973138930253,14.004925727844238,14500
2024-04-22 00:00:00+00:00,14.042336093572839,14.206573347245506,13.978465228656908,14.069708824157715,11700
2024-04-23 00:00:00+00:00,14.106207233377383,14.379937171936035,14.097082699053948,14.379937171936035,11000
2024-04-24 00:00:00+00:00,14.352563015301874,14.389061151187665,14.206573952412525,14.357125282287598,12200
2024-04-25 00:00:00+00:00,14.279568533835043,14.31606579968512,14.170076736284814,14.270444869995117,15600
2024-04-26 00:00:00+00:00,14.270445020140329,14.361687750643794,14.179201419473399,14.23394775390625,10000
2024-04-29 00:00:00+00:00,14.334314773965895,14.334314773965895,13.95109304996409,14.240334510803223,8300
2024-04-30 00:00:00+00:00,14.106206815804955,14.29781768010759,13.96934228565884,14.188325881958008,17600
2024-05-01 00:00:00+00:00,14.051460930656704,14.188326335339752,13.96021819769816,14.078834533691406,14700
2024-05-02 00:00:00+00:00,14.197451155194575,14.334315692466472,14.024088479809096,14.281394958496094,9100
2024-05-03 00:00:00+00:00,14.443806606347467,14.571547471383598,14.443806606347467,14.47482967376709,5300
2024-05-06 00:00:00+00:00,14.589796715498716,14.66279125213623,14.407310373904927,14.66279125213623,14000
2024-05-07 00:00:00+00:00,14.726660374984416,14.744909443136098,14.354388782455485,14.580671310424805,19200
2024-05-08 00:00:00+00:00,14.507676803494004,14.507676803494004,14.20657413977283,14.279568672180176,17500
2024-05-09 00:00:00+00:00,14.361687952821356,14.416434288024902,14.206574351602033,14.416434288024902,12500
2024-05-10 00:00:00+00:00,14.370812116640094,14.443806648254395,14.133579453811885,14.443806648254395,30200
2024-05-13 00:00:00+00:00,14.46205606793444,14.598920600498726,14.46205606793444,14.58979606628418,10100
2024-05-14 00:00:00+00:00,14.535050832512454,14.598920832703213,14.38906176341158,14.471179962158203,17800
2024-05-15 00:00:00+00:00,14.462054328994707,14.735783361209677,14.462054328994707,14.681037902832031,11200
2024-05-16 00:00:00+00:00,14.671915438318303,14.708413575933793,14.452931833606327,14.516801834106445,9600
2024-05-17 00:00:00+00:00,14.389061626119181,14.50767709100926,14.379937091846564,14.462056159973145,6300
2024-05-20 00:00:00+00:00,14.379937091846564,14.60530769336659,14.379937091846564,14.462056159973145,4500
2024-05-21 00:00:00+00:00,14.53505017023543,14.662790164796586,14.452931105067,14.525925636291504,13600
2024-05-22 00:00:00+00:00,14.580671553308585,14.580671553308585,14.34343975452916,14.416434288024902,9900
2024-05-23 00:00:00+00:00,14.407309703341836,14.503115572071655,14.106207036185506,14.197450637817383,30800
2024-05-24 00:00:00+00:00,14.297818113436552,14.69016438798613,14.23394811345443,14.252196311950684,12000
2024-05-28 00:00:00+00:00,14.361686862522305,14.457492724314328,14.114417746798846,14.151827812194824,15100
2024-05-29 00:00:00+00:00,14.15182803540617,14.15182803540617,13.86897358249972,14.033211708068848,39600
2024-05-30 00:00:00+00:00,14.270443540927529,14.30694080337846,14.014961833607646,14.170075416564941,19000
2024-05-31 00:00:00+00:00,14.124454936431356,14.306942135845194,14.09251993758297,14.270444869995117,41400
2024-06-03 00:00:00+00:00,14.233948828580665,14.370813369750977,14.14270522102477,14.370813369750977,17600
2024-06-04 00:00:00+00:00,14.370810795126742,14.370810795126742,14.170075416564941,14.170075416564941,5100
2024-06-05 00:00:00+00:00,14.233946939003408,14.40730872614934,14.19744967485882,14.243070602416992,5900
2024-06-06 00:00:00+00:00,14.243070307815362,14.37993569814922,14.243070307815362,14.316064834594727,8300
2024-06-07 00:00:00+00:00,14.188327024802717,14.370813369750977,14.14270522102477,14.370813369750977,14400
2024-06-10 00:00:00+00:00,14.40730850355971,14.40730850355971,14.27044398267289,14.361686706542969,3700
2024-06-11 00:00:00+00:00,14.288692769459233,14.407309098535876,14.233947306909052,14.343439102172852,10500
2024-06-12 00:00:00+00:00,14.425558450432547,14.59892024547565,14.402747115450918,14.443806648254395,8600
2024-06-13 00:00:00+00:00,14.498552461071398,14.617168788223271,14.389060667584307,14.507676124572754,8600
2024-06-14 00:00:00+00:00,14.443806575877346,14.64454110172908,14.398184776306152,14.398184776306152,6500
2024-06-17 00:00:00+00:00,14.452931625700527,14.544174357936242,14.3069425579926,14.462056159973145,7700
2024-06-18 00:00:00+00:00,14.40730916100125,14.525925490592176,14.352562828050269,14.43468189239502,10200
2024-06-20 00:00:00+00:00,14.334315018509102,14.54417408181419,14.14270415323932,14.23394775390625,33800
2024-06-21 00:00:00+00:00,14.22482310357366,14.504940032958984,14.22482310357366,14.504940032958984,4800
2024-06-24 00:00:00+00:00,14.452930377442371,14.553297635282268,14.452930377442371,14.535049438476562,6900
2024-06-25 00:00:00+00:00,14.617169308022575,14.67374037455982,14.4739169089143,14.571547508239746,14600
2024-06-26 00:00:00+00:00,14.626294547683926,14.626294547683926,14.471180072873148,14.47574234008789,7400
2024-06-27 00:00:00+00:00,14.4711790948989,14.562422692700453,14.215698239283366,14.343439102172852,7800
2024-06-28 00:00:00+00:00,14.452930978074152,14.452930978074152,14.13357925415039,14.13357925415039,27800
2024-07-01 00:00:00+00:00,14.206574580477525,14.361688184195812,14.09708277846994,14.297818183898926,17400
2024-07-02 00:00:00+00:00,14.370811895755077,14.443806426247424,14.27044463386896,14.43468189239502,13600
2024-07-03 00:00:00+00:00,14.50767671210325,14.617169380187988,14.471179446129488,14.617169380187988,10100
2024-07-05 00:00:00+00:00,14.662790076491513,14.69928821204741,14.617169147373533,14.653665542602539,6100
2024-07-08 00:00:00+00:00,14.635418149603957,14.708412680061938,14.516800949905434,14.690163612365723,24200
2024-07-09 00:00:00+00:00,14.690163317214665,14.699287850879445,14.43468159558136,14.507676124572754,24100
2024-07-10 00:00:00+00:00,14.544174438940436,14.544174438940436,14.170077233314457,14.379937171936035,33700
2024-07-11 00:00:00+00:00,14.462055989505668,14.699288656816478,14.462055989505668,14.671915054321289,18200
2024-07-12 00:00:00+00:00,14.671915689817647,14.799655693007546,14.662791155257365,14.790531158447266,18300
2024-07-15 00:00:00+00:00,14.69670325416913,14.891793160579711,14.69670325416913,14.77102279663086,6900
2024-07-16 00:00:00+00:00,14.910370057219323,14.910370057219323,14.771021152107616,14.826761245727539,5600
2024-07-17 00:00:00+00:00,14.873212440161,14.891792768266363,14.761733129405245,14.849987030029297,11100
2024-07-18 00:00:00+00:00,14.863921402766934,14.929879260172667,14.696702003479004,14.696702003479004,7500
2024-07-19 00:00:00+00:00,14.733863320185398,14.845342636108398,14.733863320185398,14.845342636108398,10600
2024-07-22 00:00:00+00:00,14.910370258006623,14.928950584783049,14.724572305994828,14.771950721740723,11900
2024-07-23 00:00:00+00:00,14.82676178732488,14.82676178732488,14.668832549918058,14.733861923217773,21000
2024-07-24 00:00:00+00:00,14.76173291859959,14.82676229412209,14.554566515785519,14.622383117675781,15500
2024-07-25 00:00:00+00:00,14.733862550850436,14.798892812879073,14.538773536682129,14.538773536682129,23600
2024-07-26 00:00:00+00:00,14.678123386679422,14.76173309101852,14.585223518311802,14.700419425964355,9400
2024-07-29 00:00:00+00:00,14.77102218976475,14.77102218976475,14.673478126525879,14.673478126525879,8200
2024-07-30 00:00:00+00:00,14.6130929811605,14.743152618408203,14.6130929811605,14.743152618408203,7300
2024-07-31 00:00:00+00:00,14.687413351154193,14.780312332300817,14.33439509649592,14.50161361694336,54200
2024-08-01 00:00:00+00:00,14.613093632454872,14.761733604202215,14.613093632454872,14.66883373260498,33800
2024-08-02 00:00:00+00:00,14.538773293335819,14.752442631924191,14.538773293335819,14.705992698669434,17300
2024-08-05 00:00:00+00:00,14.622383076472433,14.771022154938619,14.098429704707968,14.603803634643555,9600
2024-08-06 00:00:00+00:00,14.46445383411241,14.640963404260102,14.315814755646224,14.603803634643555,37700
2024-08-07 00:00:00+00:00,14.585223156542185,14.668832858807441,14.445874243405948,14.566643714904785,22700
2024-08-08 00:00:00+00:00,14.566643258218397,14.733861771547572,14.540631509166275,14.696702003479004,12700
2024-08-09 00:00:00+00:00,14.63167278146697,14.78960201887379,14.39942400715797,14.733861923217773,18900
2024-08-12 00:00:00+00:00,14.72457310738703,14.771022154938619,14.566643865027007,14.603803634643555,18400
2024-08-13 00:00:00+00:00,14.73386311489856,14.891793251037598,14.73386311489856,14.891793251037598,9700
2024-08-14 00:00:00+00:00,14.93824131703199,15.49563873812851,14.928951153289999,15.477058410644531,20300
2024-08-15 00:00:00+00:00,15.551378290529588,15.551378290529588,15.356290163411828,15.430609703063965,4200
2024-08-16 00:00:00+00:00,15.430611478189501,15.542089914533301,15.430611478189501,15.51422119140625,6800
2024-08-19 00:00:00+00:00,15.51421906561249,15.51421906561249,15.430609363852135,15.477058410644531,9100
2024-08-20 00:00:00+00:00,15.477058107730791,15.477058107730791,15.346999361723523,15.402738571166992,4000
2024-08-21 00:00:00+00:00,15.477059593756408,15.774337768554688,15.384159721152523,15.774337768554688,8200
2024-08-22 00:00:00+00:00,15.774336154362793,15.774336154362793,15.560667709580988,15.586679458618164,19900
2024-08-23 00:00:00+00:00,15.700018163784497,15.700018163784497,15.607118291541978,15.634988784790039,6200
2024-08-26 00:00:00+00:00,15.63498925814229,15.690728474408244,15.467769837426694,15.50493049621582,13400
2024-08-27 00:00:00+00:00,15.514220632811012,15.52350902557373,15.467769809408743,15.52350902557373,4900
2024-08-28 00:00:00+00:00,15.607115435748574,15.607115435748574,15.5327959059371,15.583890914916992,7300
2024-08-29 00:00:00+00:00,15.560668028741516,15.73439036875583,15.439899444580078,15.439899444580078,14200
2024-08-30 00:00:00+00:00,15.560668089577623,15.616407300030241,15.114750862121582,15.114750862121582,36000
2024-09-03 00:00:00+00:00,15.2262298334318,15.5327981598795,15.170490620964294,15.224372863769531,14300
2024-09-04 00:00:00+00:00,15.281970407707522,15.393448829650879,15.263390080077773,15.393448829650879,7100
2024-09-05 00:00:00+00:00,15.486350010556805,15.653569429585081,15.486350010556805,15.607118606567383,15400
2024-09-06 00:00:00+00:00,15.653566897051615,15.690725777536255,15.440826946226819,15.560667037963867,10100
2024-09-09 00:00:00+00:00,15.63498680301626,16.080904006958008,15.616406476539323,16.080904006958008,14200
2024-09-10 00:00:00+00:00,16.16451591829515,16.461794094975517,15.895108235147713,16.15522575378418,14600
2024-09-11 00:00:00+00:00,16.27599586586104,16.3967644587788,16.24812537276417,16.322444915771484,6000
2024-09-12 00:00:00+00:00,16.3224437696885,16.3224437696885,16.248124231899546,16.266704559326172,8200
2024-09-13 00:00:00+00:00,16.406052253794762,16.489661949092852,16.406052253794762,16.45250129699707,7900
2024-09-16 00:00:00+00:00,16.406052777276283,16.582562336528444,16.406052777276283,16.563982009887695,11600
2024-09-17 00:00:00+00:00,16.647592844314204,16.777651595843054,16.58256346854978,16.721912384033203,11800
2024-09-18 00:00:00+00:00,16.786942059390366,16.805522387631115,16.7497831748265,16.796232223510742,5300
2024-09-19 00:00:00+00:00,16.91700094361185,17.07493019104004,16.90771255133752,17.07493019104004,13100
2024-09-20 00:00:00+00:00,17.130670779117057,17.130670779117057,16.954161207396275,17.065641403198242,6900
2024-09-23 00:00:00+00:00,17.232857196647082,17.232857196647082,17.121378784680957,17.204988479614258,12200
2024-09-24 00:00:00+00:00,17.27931054124824,17.27931054124824,17.168760597820764,17.251440048217773,8600
2024-09-25 00:00:00+00:00,17.372210412765455,17.372210412765455,17.223571327104978,17.251440048217773,10300
2024-09-26 00:00:00+00:00,17.36292013857209,17.409369188077996,16.842681570134143,16.87055206298828,30900
2024-09-27 00:00:00+00:00,17.028480565440635,17.04427366684049,16.322444058015044,16.443214416503906,36900
2024-09-30 00:00:00+00:00,16.554694511656518,16.675464882346358,16.16451644897461,16.16451644897461,65200
2024-10-01 00:00:00+00:00,16.322444354843054,16.57327346834201,16.2156101261863,16.517534255981445,12300
2024-10-02 00:00:00+00:00,16.61043212009993,16.684751659512905,16.582563400268555,16.582563400268555,21100
2024-10-03 00:00:00+00:00,16.461792596334135,16.889131265346563,16.461792596334135,16.610431671142578,19100
2024-10-04 00:00:00+00:00,16.65688270834296,16.65688270834296,16.350314391032494,16.647592544555664,17700
2024-10-07 00:00:00+00:00,16.629012461515728,16.629012461515728,16.424634170942493,16.48037338256836,7200
2024-10-08 00:00:00+00:00,16.563984270698814,16.777652740478516,16.563984270698814,16.777652740478516,11400
2024-10-09 00:00:00+00:00,16.777650658784296,16.81388282775879,16.694971216466275,16.81388282775879,10200
2024-10-10 00:00:00+00:00,16.76836281259081,16.76836281259081,16.536114010355934,16.712623596191406,9500
2024-10-11 00:00:00+00:00,16.69404037481457,16.95601836753611,16.508242428363417,16.935579299926758,13600
2024-10-14 00:00:00+00:00,16.917001665468856,16.917001665468856,16.69868899935382,16.777652740478516,8700
2024-10-15 00:00:00+00:00,16.918323361611513,17.097703409623794,16.738943313599233,17.059938430786133,20100
2024-10-16 00:00:00+00:00,17.059938145299636,17.14490754552916,16.937205567597694,17.11186408996582,5700
2024-10-17 00:00:00+00:00,17.050498320914937,17.050498320914937,16.842796325683594,16.842796325683594,9500
2024-10-18 00:00:00+00:00,16.918323145698604,16.918323145698604,16.569004298841495,16.738943099975586,13100
2024-10-21 00:00:00+00:00,16.748386821027616,16.75782806701255,16.14416148386021,16.163043975830078,19600
2024-10-22 00:00:00+00:00,16.248009488731828,16.455713272094727,16.172481331345317,16.455713272094727,10500
2024-10-23 00:00:00+00:00,16.417948343426193,16.44627207780806,16.04030755533454,16.233848571777344,8800
2024-10-24 00:00:00+00:00,16.285773793294588,16.408506368689544,16.021424353023523,16.399066925048828,10700
2024-10-25 00:00:00+00:00,16.512359149790367,16.521800394675324,16.115835868288826,16.172481536865234,15900
2024-10-28 00:00:00+00:00,16.266892389784072,16.49347686767578,16.266892389784072,16.49347686767578,12600
2024-10-29 00:00:00+00:00,16.493478231901122,16.493478231901122,16.238571798647218,16.446273803710938,6900
2024-10-30 00:00:00+00:00,16.446272002472156,16.672856474289226,16.446272002472156,16.606769561767578,10600
2024-10-31 00:00:00+00:00,16.78615000707773,16.890000100321988,16.15360099970502,16.635093688964844,41400
2024-11-01 00:00:00+00:00,16.776709276308345,16.776709276308345,16.299936294555664,16.299936294555664,12200
2024-11-04 00:00:00+00:00,16.42739034332709,16.606770401191064,16.219688350512712,16.521800994873047,8600
2024-11-05 00:00:00+00:00,16.39906929441647,16.757827628794686,16.370745557202333,16.74838638305664,18200
2024-11-06 00:00:00+00:00,16.71062285558463,16.71062285558463,16.417949645952568,16.488758087158203,7800
2024-11-07 00:00:00+00:00,16.54068170746999,16.663414280774557,16.29521476012764,16.531240463256836,8800
2024-11-08 00:00:00+00:00,16.60677059443885,16.918324487652573,16.471764207501806,16.842796325683594,16700
2024-11-11 00:00:00+00:00,16.899441399173433,16.899441399173433,16.394346496235663,16.49347686767578,5700
2024-11-12 00:00:00+00:00,16.380185191785742,16.58505462187652,16.002544403076172,16.002544403076172,24900
2024-11-13 00:00:00+00:00,16.144160741309445,16.385851585353254,15.842048086621416,15.955339431762695,14000
2024-11-14 00:00:00+00:00,16.049747878371537,16.049747878371537,15.79483968577437,15.92701530456543,8400
2024-11-15 00:00:00+00:00,15.81372264251539,15.81372264251539,15.46440379779092,15.587138175964355,57900
2024-11-18 00:00:00+00:00,15.530492238404705,15.672107302435364,15.530492238404705,15.643783569335938,15300
2024-11-19 00:00:00+00:00,15.596579138947751,15.86092677811868,15.596579138947751,15.719311714172363,13200
2024-11-20 00:00:00+00:00,15.558814442370501,15.610740386925935,15.473845042322205,15.587138175964355,15200
2024-11-21 00:00:00+00:00,15.577698669366722,15.804283161196768,15.577698669366722,15.728754997253418,13900
2024-11-22 00:00:00+00:00,15.728754588928483,15.830717517568331,15.63434393626687,15.775959014892578,9400
2024-11-25 00:00:00+00:00,15.889252271682167,16.049749842132833,15.738195946638417,15.860928535461426,12500
2024-11-26 00:00:00+00:00,15.898693722424046,15.898693722424046,15.445524741440018,15.568257331848145,21300
2024-11-27 00:00:00+00:00,15.568255948669071,15.653225350146059,15.445523369165258,15.6060209274292,19200
2024-11-29 00:00:00+00:00,15.653226191835632,15.813723758729687,15.51161111533697,15.521052360534668,110800
2024-12-02 00:00:00+00:00,15.483287960303764,15.66550057805809,15.35772281585967,15.417201042175293,30600
2024-12-03 00:00:00+00:00,15.351113613046167,15.530493671090513,15.15285106452696,15.218939781188965,33600
2024-12-04 00:00:00+00:00,15.14341095577364,15.445523587185916,15.14341095577364,15.247261047363281,18700
2024-12-05 00:00:00+00:00,15.247260855721034,15.530492794660105,15.247260855721034,15.454964637756348,30500
2024-12-06 00:00:00+00:00,15.596580155827597,15.596580155827597,15.247261294633791,15.34167194366455,21600
2024-12-09 00:00:00+00:00,15.30390684688391,15.492728143503413,15.247261178191394,15.256702423095703,16900
2024-12-10 00:00:00+00:00,15.285026157808632,15.379436806118383,15.16229177478595,15.256702423095703,22600
2024-12-11 00:00:00+00:00,15.285026039770322,15.634343094865468,15.162291657695457,15.171732902526855,17100
2024-12-12 00:00:00+00:00,15.133970502073383,15.233100876800044,14.964031687837155,15.001795768737793,32400
2024-12-13 00:00:00+00:00,14.973472127097969,15.067882780127569,14.841298293296589,14.935708045959473,36100
2024-12-16 00:00:00+00:00,14.982912507732184,15.200056637021055,14.982912507732184,15.171732902526855,52700
2024-12-17 00:00:00+00:00,15.228379336640097,15.228379336640097,15.011236096797429,15.077323913574219,23500
2024-12-18 00:00:00+00:00,15.058441031437692,15.1717332710665,14.964031281930362,15.048999786376953,114700
2024-12-19 00:00:00+00:00,15.048999447030871,15.086763526055583,14.916825620627712,15.020676612854004,25800
2024-12-20 00:00:00+00:00,15.115087900609709,15.200057307104792,15.008404350338484,15.143411636352539,24700
2024-12-23 00:00:00+00:00,15.0395594416829,15.192502929760103,14.949869414339254,15.048999786376953,30000
2024-12-24 00:00:00+00:00,15.086763803293096,15.086763803293096,14.8696205700024,14.964031219482422,29000
2024-12-26 00:00:00+00:00,14.99235362312969,15.275584663059805,14.982912378379801,15.162291526794434,63600
2024-12-27 00:00:00+00:00,15.077323458638437,15.190615697794454,14.964031219482422,14.964031219482422,21100
2024-12-30 00:00:00+00:00,14.916825152471157,15.190614941899236,14.82902319880182,14.982912063598633,16000
2024-12-31 00:00:00+00:00,14.822415336800324,15.01123573655977,14.742166554356722,14.897943496704102,126700
2025-01-02 00:00:00+00:00,14.982912318314083,15.379436492919922,14.968750451246022,15.379436492919922,25100
2025-01-03 00:00:00+00:00,15.379436517310005,15.521051586748593,15.34167153840195,15.388875961303711,11500
2025-01-06 00:00:00+00:00,15.464403953153225,15.521051420910041,15.360553863732303,15.462516784667969,16200
2025-01-07 00:00:00+00:00,15.521052618271018,15.521052618271018,15.067882745290088,15.086764335632324,9800
2025-01-08 00:00:00+00:00,15.13397027055011,15.13397027055011,14.831856727600098,14.831856727600098,22000
2025-01-10 00:00:00+00:00,14.83185689134234,14.926267543375259,14.690241813659668,14.690241813659668,31300
2025-01-13 00:00:00+00:00,14.680800437927246,14.853570903194178,14.388128139519294,14.680800437927246,42500
2025-01-14 00:00:00+00:00,14.68080007074139,14.841297633536868,14.68080007074139,14.803533554077148,13200
2025-01-15 00:00:00+00:00,15.071884171368508,15.264250089994135,14.985319278668712,15.235395431518555,33200
2025-01-16 00:00:00+00:00,15.177685089346724,15.446997373507184,14.994937697270387,15.312341690063477,21800
2025-01-17 00:00:00+00:00,15.293104132570837,15.350814364470889,15.052646514654484,15.16806697845459,17900
2025-01-21 00:00:00+00:00,15.312341600371887,15.620127066180997,15.312341600371887,15.552799224853516,61100
2025-01-22 00:00:00+00:00,15.523943398828058,15.64898238888542,15.495089658465632,15.58165454864502,53400
2025-01-23 00:00:00+00:00,15.610508306011981,15.667256319211571,15.53356194071827,15.543180465698242,21300
