"('date', '')","('open', 'CSR')","('high', 'CSR')","('low', 'CSR')","('close', 'CSR')","('volume', 'CSR')"
1997-10-17 00:00:00+00:00,13.452167379445042,14.172819203343884,13.452167379445042,13.932601928710938,580
1997-10-20 00:00:00+00:00,12.731514930725098,12.731514930725098,12.731514930725098,12.731514930725098,450
1997-10-21 00:00:00+00:00,12.971743323586205,13.211960792541504,12.971743323586205,13.211960792541504,300
1997-10-22 00:00:00+00:00,12.851627349853516,12.851627349853516,12.851627349853516,12.851627349853516,40
1997-10-23 00:00:00+00:00,12.851627349853516,12.851627349853516,12.851627349853516,12.851627349853516,100
1997-10-24 00:00:00+00:00,13.452166507118626,13.692383766174316,13.452166507118626,13.692383766174316,150
1997-10-27 00:00:00+00:00,12.851623562147033,12.851623562147033,12.731514930725098,12.731514930725098,390
1997-10-28 00:00:00+00:00,12.731518683032455,12.851627349853516,12.731518683032455,12.851627349853516,600
1997-10-29 00:00:00+00:00,12.731514930725098,13.211949456412837,12.731514930725098,12.731514930725098,500
1997-10-30 00:00:00+00:00,12.851627349853516,12.851627349853516,12.611410016211392,12.851627349853516,600
1997-10-31 00:00:00+00:00,12.851627349853516,12.851627349853516,12.851627349853516,12.851627349853516,120
1997-11-03 00:00:00+00:00,12.731516749770552,12.971734046936035,12.731516749770552,12.971734046936035,620
1997-11-04 00:00:00+00:00,12.971734046936035,12.971734046936035,12.971734046936035,12.971734046936035,0
1997-11-05 00:00:00+00:00,13.091840824990902,13.091840824990902,12.731514930725098,12.731514930725098,140
1997-11-06 00:00:00+00:00,12.851629099714646,13.091846466064453,12.851629099714646,13.091846466064453,210
1997-11-07 00:00:00+00:00,12.851627349853516,12.851627349853516,12.851627349853516,12.851627349853516,130
1997-11-10 00:00:00+00:00,12.851627349853516,12.851627349853516,12.851627349853516,12.851627349853516,40
1997-11-11 00:00:00+00:00,13.091846466064453,13.091846466064453,13.091846466064453,13.091846466064453,200
1997-11-12 00:00:00+00:00,13.211953350316698,13.211953350316698,12.851627349853516,12.851627349853516,710
1997-11-13 00:00:00+00:00,12.851634589108555,13.211960792541504,12.851634589108555,13.211960792541504,1550
1997-11-14 00:00:00+00:00,13.211953350316698,13.332062017137758,12.851627349853516,12.851627349853516,690
1997-11-17 00:00:00+00:00,12.851627349853516,12.851627349853516,12.851627349853516,12.851627349853516,610
1997-11-18 00:00:00+00:00,12.851627349853516,12.851627349853516,12.851627349853516,12.851627349853516,360
1997-11-19 00:00:00+00:00,12.851634589108555,13.211960792541504,12.851634589108555,13.211960792541504,170
1997-11-20 00:00:00+00:00,12.851625398353294,12.971734046936035,12.851625398353294,12.971734046936035,570
1997-11-21 00:00:00+00:00,12.971734046936035,12.971734046936035,12.971734046936035,12.971734046936035,100
1997-11-24 00:00:00+00:00,12.971734046936035,13.211951344101516,12.971734046936035,12.971734046936035,2710
1997-11-25 00:00:00+00:00,13.211955149239355,13.211955149239355,13.091846466064453,13.091846466064453,230
1997-11-26 00:00:00+00:00,13.332064628601072,13.332064628601072,13.332064628601072,13.332064628601074,600
1997-11-28 00:00:00+00:00,13.332064628601072,13.332064628601072,13.332064628601072,13.332064628601074,0
1997-12-01 00:00:00+00:00,13.332064628601072,13.332064628601072,13.332064628601072,13.332064628601074,0
1997-12-02 00:00:00+00:00,13.452167510986328,13.452167510986328,13.452167510986328,13.452167510986328,20
1997-12-03 00:00:00+00:00,13.452167379445042,13.932601928710936,13.452167379445042,13.932601928710938,180
1997-12-04 00:00:00+00:00,13.692383766174316,13.692383766174316,13.692383766174316,13.692383766174316,50
1997-12-05 00:00:00+00:00,13.452169367697387,13.572278022766113,13.452169367697387,13.572278022766113,700
1997-12-08 00:00:00+00:00,13.452167510986328,13.452167510986328,13.452167510986328,13.452167510986328,80
1997-12-09 00:00:00+00:00,14.052710703441074,14.052710703441074,13.452167510986328,13.452167510986328,170
1997-12-10 00:00:00+00:00,13.452167510986328,13.812493426459175,13.452167510986328,13.452167510986328,650
1997-12-11 00:00:00+00:00,13.452169269064198,13.812495231628418,13.452169269064198,13.812495231628418,90
1997-12-12 00:00:00+00:00,13.452167510986328,13.692384787968226,13.452167510986328,13.452167510986328,2310
1997-12-15 00:00:00+00:00,13.452167510986328,13.452167510986328,13.452167510986328,13.452167510986328,10
1997-12-16 00:00:00+00:00,13.812493426459175,13.812493426459175,13.452167510986328,13.452167510986328,810
1997-12-17 00:00:00+00:00,13.81249239570216,13.81249239570216,13.692383766174316,13.692383766174316,110
1997-12-18 00:00:00+00:00,13.452167510986328,13.452167510986328,13.452167510986328,13.452167510986328,180
1997-12-19 00:00:00+00:00,13.452166507118626,13.692383766174316,13.452166507118626,13.692383766174316,380
1997-12-22 00:00:00+00:00,13.572275136646471,13.692383766174316,13.452166507118626,13.692383766174316,1930
1997-12-23 00:00:00+00:00,13.572278022766113,13.572278022766113,13.572278022766113,13.572278022766113,190
1997-12-24 00:00:00+00:00,13.572278022766113,13.572278022766113,13.572278022766113,13.572278022766113,0
1997-12-26 00:00:00+00:00,13.452169367697387,13.572278022766113,13.452169367697387,13.572278022766113,20
1997-12-29 00:00:00+00:00,13.572275136646471,13.692383766174316,13.572275136646471,13.692383766174316,350
1997-12-30 00:00:00+00:00,14.26290286520253,14.26290286520253,14.019092559814451,14.019092559814453,150
1997-12-31 00:00:00+00:00,14.262904002748686,14.262904002748686,14.140998840332031,14.140998840332031,460
1998-01-02 00:00:00+00:00,14.019092559814451,14.019092559814451,14.019092559814451,14.019092559814453,100
1998-01-05 00:00:00+00:00,14.019092559814451,14.019092559814451,14.019092559814451,14.019092559814453,1370
1998-01-06 00:00:00+00:00,14.141001038632151,14.384811401367188,14.019095857264633,14.384811401367188,750
1998-01-07 00:00:00+00:00,14.384809165165342,14.384809165165342,14.140998840332031,14.140998840332031,230
1998-01-08 00:00:00+00:00,14.38480469674775,14.38480469674775,14.080041885375977,14.080041885375977,230
