"('date', '')","('open', 'BRW')","('high', 'BRW')","('low', 'BRW')","('close', 'BRW')","('volume', 'BRW')"
1992-03-09 00:00:00+00:00,1.2729965949404067,1.2729965949404067,1.145696935446366,1.2548109292984009,590750
1992-03-10 00:00:00+00:00,1.2548101748738971,1.2729958295822144,1.2184388654572624,1.2729958295822144,472750
1992-03-11 00:00:00+00:00,1.2548106002136015,1.309367582831584,1.2366249393409405,1.2911819219589233,412700
1992-03-12 00:00:00+00:00,1.291181054380205,1.3093667030334473,1.2729954057269626,1.3093667030334473,186100
1992-03-13 00:00:00+00:00,1.291181054380205,1.3093667030334473,1.2729954057269626,1.3093667030334473,169150
1992-03-16 00:00:00+00:00,1.291181054380205,1.3093667030334473,1.2729954057269626,1.3093667030334473,211850
1992-03-17 00:00:00+00:00,1.2911814842905318,1.309367138998849,1.2729958295822144,1.2729958295822144,183850
1992-03-18 00:00:00+00:00,1.2729954057269626,1.3093667030334473,1.2729954057269626,1.3093667030334473,283100
1992-03-19 00:00:00+00:00,1.2911819219589233,1.309367582831584,1.2729962610862624,1.2911819219589233,218900
1992-03-20 00:00:00+00:00,1.2729958295822144,1.2911814842905318,1.2729958295822144,1.2729958295822144,144300
1992-03-23 00:00:00+00:00,1.3093674934073671,1.327553153038025,1.2911818337767091,1.327553153038025,289600
1992-03-24 00:00:00+00:00,1.3093674934073671,1.327553153038025,1.3093674934073671,1.327553153038025,174900
1992-03-25 00:00:00+00:00,1.327553153038025,1.327553153038025,1.3093674934073671,1.327553153038025,152800
1992-03-26 00:00:00+00:00,1.327553153038025,1.327553153038025,1.3093674934073671,1.327553153038025,102350
1992-03-27 00:00:00+00:00,1.3093674934073671,1.327553153038025,1.3093674934073671,1.327553153038025,149650
1992-03-30 00:00:00+00:00,1.3093674934073671,1.327553153038025,1.3093674934073671,1.327553153038025,159350
1992-03-31 00:00:00+00:00,1.3356026411056519,1.3356026411056519,1.3173067145151633,1.3356026411056519,107300
1992-04-01 00:00:00+00:00,1.317307710647583,1.3356036510732439,1.317307710647583,1.317307710647583,111450
1992-04-02 00:00:00+00:00,1.317307710647583,1.3356036510732439,1.317307710647583,1.317307710647583,59300
1992-04-03 00:00:00+00:00,1.3173067145151633,1.3356026411056519,1.3173067145151633,1.3356026411056519,64600
1992-04-06 00:00:00+00:00,1.3173067145151633,1.3356026411056519,1.3173067145151633,1.3356026411056519,44500
1992-04-07 00:00:00+00:00,1.3173067145151633,1.3356026411056519,1.3173067145151633,1.3356026411056519,73000
1992-04-08 00:00:00+00:00,1.317307710647583,1.3356036510732439,1.317307710647583,1.317307710647583,126400
1992-04-09 00:00:00+00:00,1.3173060932674923,1.3538979291915894,1.3173060932674923,1.3538979291915894,86050
1992-04-10 00:00:00+00:00,1.3538979291915894,1.3538979291915894,1.3356020112295408,1.3538979291915894,120850
1992-04-13 00:00:00+00:00,1.3538985676961401,1.3538985676961401,1.3356026411056519,1.3356026411056519,124100
1992-04-14 00:00:00+00:00,1.3538985676961401,1.3538985676961401,1.3173067145151633,1.3356026411056519,129850
1992-04-15 00:00:00+00:00,1.3173067145151633,1.3538985676961401,1.3173067145151633,1.3356026411056519,102900
1992-04-16 00:00:00+00:00,1.3538995914989047,1.3538995914989047,1.317307710647583,1.317307710647583,41050
1992-04-20 00:00:00+00:00,1.3356026411056519,1.3538985676961401,1.3173067145151633,1.3356026411056519,42700
1992-04-21 00:00:00+00:00,1.3173067145151633,1.3356026411056519,1.3173067145151633,1.3356026411056519,84400
1992-04-22 00:00:00+00:00,1.3173067145151633,1.3538985676961401,1.3173067145151633,1.3356026411056519,66450
1992-04-23 00:00:00+00:00,1.3356026411056519,1.3538985676961401,1.3356026411056519,1.3356026411056519,103300
1992-04-24 00:00:00+00:00,1.3356026411056519,1.3356026411056519,1.3173067145151633,1.3356026411056519,29600
1992-04-27 00:00:00+00:00,1.3356036510732439,1.3356036510732439,1.2990117702219222,1.317307710647583,93350
1992-04-28 00:00:00+00:00,1.317307710647583,1.3356036510732439,1.317307710647583,1.317307710647583,56550
1992-04-29 00:00:00+00:00,1.317307710647583,1.3356036510732439,1.317307710647583,1.317307710647583,36950
1992-04-30 00:00:00+00:00,1.317307710647583,1.3356036510732439,1.317307710647583,1.317307710647583,80150
1992-05-01 00:00:00+00:00,1.3173067145151633,1.3356026411056519,1.3173067145151633,1.3356026411056519,78900
1992-05-04 00:00:00+00:00,1.299010992050171,1.317306921515666,1.2807150625846755,1.299010992050171,63150
1992-05-05 00:00:00+00:00,1.2881181777363093,1.306519865989685,1.2881181777363093,1.306519865989685,83500
1992-05-06 00:00:00+00:00,1.3065192136499617,1.324920892715454,1.2881175345844693,1.324920892715454,122500
1992-05-07 00:00:00+00:00,1.324920892715454,1.324920892715454,1.3065192136499617,1.324920892715454,43900
1992-05-08 00:00:00+00:00,1.324920892715454,1.324920892715454,1.3065192136499617,1.324920892715454,53450
1992-05-11 00:00:00+00:00,1.3065183472959963,1.343321681022644,1.3065183472959963,1.343321681022644,219200
1992-05-12 00:00:00+00:00,1.324920892715454,1.3433225717809465,1.3065192136499617,1.324920892715454,198200
1992-05-13 00:00:00+00:00,1.3065192136499617,1.324920892715454,1.3065192136499617,1.324920892715454,146900
1992-05-14 00:00:00+00:00,1.3065192136499617,1.324920892715454,1.3065192136499617,1.324920892715454,126600
1992-05-15 00:00:00+00:00,1.3065192136499617,1.324920892715454,1.3065192136499617,1.324920892715454,151500
1992-05-18 00:00:00+00:00,1.3065192136499617,1.324920892715454,1.3065192136499617,1.324920892715454,144200
1992-05-19 00:00:00+00:00,1.3065192136499617,1.324920892715454,1.3065192136499617,1.324920892715454,162900
1992-05-20 00:00:00+00:00,1.306519865989685,1.324921554243061,1.2881181777363093,1.306519865989685,158200
1992-05-21 00:00:00+00:00,1.2881181777363093,1.306519865989685,1.2881181777363093,1.306519865989685,123350
1992-05-22 00:00:00+00:00,1.306519865989685,1.306519865989685,1.2881181777363093,1.306519865989685,105700
1992-05-26 00:00:00+00:00,1.2881184816360474,1.306520174230848,1.2697167890412469,1.2881184816360474,128450
1992-05-27 00:00:00+00:00,1.2881181777363093,1.306519865989685,1.2881181777363093,1.306519865989685,140000
1992-05-28 00:00:00+00:00,1.2881181777363093,1.306519865989685,1.2881181777363093,1.306519865989685,139050
1992-05-29 00:00:00+00:00,1.2881181777363093,1.306519865989685,1.2881181777363093,1.306519865989685,60950
1992-06-01 00:00:00+00:00,1.2881181777363093,1.306519865989685,1.2697164894829336,1.306519865989685,128500
1992-06-02 00:00:00+00:00,1.2881169802900674,1.3065186514370684,1.2697153091430664,1.2697153091430664,159600
1992-06-03 00:00:00+00:00,1.2772683313914708,1.2957794666290283,1.2772683313914708,1.2957794666290283,69450
1992-06-04 00:00:00+00:00,1.2957794666290283,1.2957794666290283,1.2772683313914708,1.2957794666290283,81400
1992-06-05 00:00:00+00:00,1.2772669792175293,1.295778094858363,1.2772669792175293,1.2772669792175293,106050
1992-06-08 00:00:00+00:00,1.277268602814473,1.3142908811569214,1.277268602814473,1.3142908811569214,173900
1992-06-09 00:00:00+00:00,1.3142898595995374,1.3328009843826294,1.2957787348164451,1.3328009843826294,327250
1992-06-10 00:00:00+00:00,1.3328009843826294,1.3328009843826294,1.3142898595995374,1.3328009843826294,175200
1992-06-11 00:00:00+00:00,1.3328009843826294,1.3328009843826294,1.3142898595995374,1.3328009843826294,143000
1992-06-12 00:00:00+00:00,1.3328009843826294,1.3328009843826294,1.3142898595995374,1.3328009843826294,88750
1992-06-15 00:00:00+00:00,1.3328009843826294,1.3328009843826294,1.3142898595995374,1.3328009843826294,106600
1992-06-16 00:00:00+00:00,1.3142898595995374,1.3513121091657214,1.3142898595995374,1.3328009843826294,184650
1992-06-17 00:00:00+00:00,1.3328020203281457,1.3328020203281457,1.3142908811569214,1.3142908811569214,125800
1992-06-18 00:00:00+00:00,1.3142898595995374,1.3328009843826294,1.3142898595995374,1.3328009843826294,72550
1992-06-19 00:00:00+00:00,1.3142898595995374,1.3328009843826294,1.3142898595995374,1.3328009843826294,71000
1992-06-22 00:00:00+00:00,1.3328020203281457,1.3328020203281457,1.3142908811569214,1.3142908811569214,79150
1992-06-23 00:00:00+00:00,1.3328022107686082,1.3513133525848389,1.3142910689523775,1.3513133525848389,118800
1992-06-24 00:00:00+00:00,1.3142898595995374,1.3513121091657214,1.3142898595995374,1.3328009843826294,86450
