"('date', '')","('open', 'AWI')","('high', 'AWI')","('low', 'AWI')","('close', 'AWI')","('volume', 'AWI')"
2024-07-11 00:00:00+00:00,114.13438370829617,117.31220714745912,114.13438370829617,116.92611694335938,538400
2024-07-12 00:00:00+00:00,117.99529139108873,118.73777370278111,116.74791899262773,116.8370132446289,285100
2024-07-15 00:00:00+00:00,117.8467924107958,118.21308640048434,116.82711791992188,116.82711791992188,369300
2024-07-16 00:00:00+00:00,117.92598857325805,122.57887451712327,117.81709056771514,122.3808822631836,353200
2024-07-17 00:00:00+00:00,121.33150549576393,123.35105826358556,118.57937230477543,118.757568359375,379800
2024-07-18 00:00:00+00:00,118.5595742402191,123.03426418686409,117.85669191169117,120.17323303222656,288600
2024-07-19 00:00:00+00:00,120.07423653321271,120.2722287888635,118.90606409786399,119.66834259033203,214300
2024-07-22 00:00:00+00:00,120.43062893440006,126.25168736826312,119.8465389388169,125.90519714355469,1271200
2024-07-23 00:00:00+00:00,125.72700288029878,128.7365244916508,124.81622640441802,128.71673583984375,1153000
2024-07-24 00:00:00+00:00,128.102940718538,128.92462294709307,125.08351721612755,125.2815170288086,409800
2024-07-25 00:00:00+00:00,125.51911614882665,129.1028336496257,125.34092008408149,126.35069274902344,364200
2024-07-26 00:00:00+00:00,128.64746034029872,131.84508063284414,128.52866797829844,129.93443298339844,193700
2024-07-29 00:00:00+00:00,130.25121055832614,130.99369290597863,127.79605805254889,129.43942260742188,449600
2024-07-30 00:00:00+00:00,128.08317164047904,132.2608739149837,123.89556748559697,130.84519958496094,580000
2024-07-31 00:00:00+00:00,133.1518340740156,133.54781861628553,128.99393595681323,130.08290100097656,479100
2024-08-01 00:00:00+00:00,130.17200006321715,130.52839216539772,126.71697704779567,128.12274169921875,455900
2024-08-02 00:00:00+00:00,125.13302082403283,125.98440114827886,122.96497005032248,125.0835189819336,442400
2024-08-05 00:00:00+00:00,118.71797116940614,122.43038276616149,117.72799474360471,119.78714752197266,384800
2024-08-06 00:00:00+00:00,119.18326189983108,122.11359122864988,118.57937567280915,120.22274017333984,444500
2024-08-07 00:00:00+00:00,120.86621953415705,121.470105764792,116.84691761799475,117.36170959472656,243700
2024-08-08 00:00:00+00:00,118.79064428146684,119.52495907284916,118.06625481141185,118.9891128540039,229900
2024-08-09 00:00:00+00:00,118.8898747823344,119.77303911041903,117.8677862388748,118.9891128540039,205400
2024-08-12 00:00:00+00:00,118.71126447391137,119.35627412716414,117.01439781648796,117.78840637207031,171300
2024-08-13 00:00:00+00:00,118.64179953571501,120.21959257519035,117.93725310906203,119.5348892211914,215300
2024-08-14 00:00:00+00:00,119.46542291023144,120.03104509601188,118.19525432257025,118.70133972167969,159500
2024-08-15 00:00:00+00:00,120.84474758502819,121.93629824426237,119.991351643801,121.70806884765625,221200
2024-08-16 00:00:00+00:00,121.13252449815297,122.97824064514451,120.64628972805801,121.46991729736328,364700
2024-08-19 00:00:00+00:00,121.93629162916409,122.59122653165528,120.81497263736134,121.57905578613281,304600
2024-08-20 00:00:00+00:00,121.49968052953481,121.72790992239625,119.9417382104476,120.31881713867188,141600
2024-08-21 00:00:00+00:00,121.38059346721016,123.31561462014841,121.38059346721016,122.60115051269531,108600
2024-08-22 00:00:00+00:00,122.6805460969564,123.28586203693825,121.49969018307256,122.611083984375,164600
2024-08-23 00:00:00+00:00,123.05762854976797,125.16134250157963,123.05762854976797,124.93311309814453,430000
2024-08-26 00:00:00+00:00,125.91550293952994,127.47345283943258,124.58579757555945,124.68502807617188,105700
2024-08-27 00:00:00+00:00,123.99040238539708,125.13157209664254,122.33322951618783,123.69271087646484,140500
2024-08-28 00:00:00+00:00,122.87901558006834,124.49649482529584,122.87901558006834,123.9804916381836,214000
2024-08-29 00:00:00+00:00,124.86364720039849,125.56819360353079,123.14692999724933,124.25833129882812,256100
2024-08-30 00:00:00+00:00,125.18118315182825,125.7864990234375,123.31561650327451,125.7864990234375,255400
2024-09-03 00:00:00+00:00,125.30026562164424,125.99489428915093,122.42254316032356,122.8095474243164,196700
2024-09-04 00:00:00+00:00,122.78969516725061,123.77209758213793,121.42029606425895,122.92861938476562,234500
2024-09-05 00:00:00+00:00,123.45455444491213,123.53393430371315,120.57682447362058,121.70806884765625,165600
2024-09-06 00:00:00+00:00,122.05537480156964,123.30570027301995,120.08065988192156,120.26919555664062,130800
2024-09-09 00:00:00+00:00,120.22952085964972,120.66613660601787,118.92957623011071,119.74327850341797,254300
2024-09-10 00:00:00+00:00,120.69590603033639,121.61876414080572,119.00896467910543,120.81498718261719,208900
2024-09-11 00:00:00+00:00,119.94173441470711,121.01343437963997,117.23269718340079,120.99359130859375,151400
2024-09-12 00:00:00+00:00,121.11267821723614,123.28585421340642,120.59666749583171,123.05762481689453,238200
2024-09-13 00:00:00+00:00,124.33772143768,126.36204794021923,124.06979074974248,126.11396789550781,99500
2024-09-16 00:00:00+00:00,126.63990255083807,127.57267836050359,125.89566242492512,125.93535614013672,206300
2024-09-17 00:00:00+00:00,126.12388959699241,128.18790975593825,126.12388959699241,127.54290771484375,187100
2024-09-18 00:00:00+00:00,128.22760282523944,131.4724937486639,126.96735207537807,127.83068084716797,203700
2024-09-19 00:00:00+00:00,130.738178951898,131.07556416682124,129.17031130762663,130.82748413085938,161000
2024-09-20 00:00:00+00:00,130.86718875044062,132.05796992507817,129.1901652419509,130.29164123535156,602800
2024-09-23 00:00:00+00:00,130.79771254898364,132.27627497824585,130.35117152345987,131.36334228515625,212300
2024-09-24 00:00:00+00:00,131.47251521133722,132.37551513010348,130.1824958596071,131.70074462890625,128500
2024-09-25 00:00:00+00:00,131.90910681176032,131.94880809601716,129.06115290127093,129.87486267089844,151800
2024-09-26 00:00:00+00:00,130.69850941989205,131.2343557033687,129.18024547656262,129.3489532470703,153800
2024-09-27 00:00:00+00:00,130.13286902582996,130.7878039847867,128.62453809836714,130.04356384277344,165300
2024-09-30 00:00:00+00:00,129.309230110017,130.90686608040838,129.10085136782862,130.42062377929688,189700
2024-10-01 00:00:00+00:00,130.65879324434843,133.7250588952389,128.38638674731288,132.9609832763672,255700
2024-10-02 00:00:00+00:00,131.8595110692778,133.55637010685908,131.14503932452638,132.43505859375,166600
2024-10-03 00:00:00+00:00,131.96867218474196,132.9312240144007,131.19466362050576,132.84190368652344,145000
2024-10-04 00:00:00+00:00,133.36781511316676,135.17384495947738,131.76026139973652,133.70521545410156,201400
2024-10-07 00:00:00+00:00,132.63352469875238,133.13960256172814,131.85951613579888,132.23658752441406,197600
2024-10-08 00:00:00+00:00,133.21897030601906,134.56852621608678,131.99842085124396,133.05027770996094,176300
2024-10-09 00:00:00+00:00,133.98308330413457,135.3028710428852,133.49684093461426,134.38992309570312,214500
2024-10-10 00:00:00+00:00,132.97088135473317,133.6456516936391,131.22440358791627,132.27626037597656,187700
2024-10-11 00:00:00+00:00,132.3655776499447,135.5509318360562,132.3655776499447,135.21353149414062,256600
2024-10-14 00:00:00+00:00,135.13416249605513,137.1188029684303,134.99523826865305,137.07911682128906,181100
2024-10-15 00:00:00+00:00,136.9401725580379,139.9171328310387,136.93025480810493,137.58517456054688,210300
2024-10-16 00:00:00+00:00,138.3195141711175,140.96900732832685,137.7836679172929,140.02630615234375,216800
2024-10-17 00:00:00+00:00,140.00644430284186,141.1873076869048,139.34159162895844,140.10568237304688,252600
2024-10-18 00:00:00+00:00,139.8476765975725,141.2369339434573,138.87520705457624,139.94691467285156,241700
2024-10-21 00:00:00+00:00,140.3835247080707,140.51253116541855,138.20042353272385,138.48818969726562,304400
2024-10-22 00:00:00+00:00,137.42643241133277,138.0416661010428,135.7692594646327,137.0294952392578,202600
2024-10-23 00:00:00+00:00,136.94019455454006,137.9325148049353,135.94787430414485,137.11880493164062,183800
2024-10-24 00:00:00+00:00,138.6767257213679,139.11334896203786,136.44400562925284,138.9446563720703,204000
2024-10-25 00:00:00+00:00,138.36912935417803,138.99429591755555,133.65560846401218,135.1440887451172,323300
2024-10-28 00:00:00+00:00,136.09670258484505,137.27756598660025,134.5189171795302,136.2455596923828,412000
2024-10-29 00:00:00+00:00,135.0349268047854,139.3019064457422,130.91678912855818,138.92481994628906,471700
2024-10-30 00:00:00+00:00,139.45073651315656,141.97123793929939,139.24235778031317,139.29196166992188,239100
2024-10-31 00:00:00+00:00,138.4683538505511,140.2247648417251,138.101200222382,138.47828674316406,180200
2024-11-01 00:00:00+00:00,139.31183866183576,140.2644727598341,139.0538408489804,139.5102996826172,210400
2024-11-04 00:00:00+00:00,139.4408184754119,142.52693445449773,139.00419522821994,141.9811553955078,299500
2024-11-05 00:00:00+00:00,141.98116169734217,147.9946190795146,141.98116169734217,146.90306091308594,310700
2024-11-06 00:00:00+00:00,149.919714092316,153.0157477848575,148.2923098255183,152.43028259277344,345400
2024-11-07 00:00:00+00:00,152.52772627931205,153.02488316441023,150.49933286380207,151.65274047851562,216300
2024-11-08 00:00:00+00:00,152.130002701312,153.6711920375928,152.130002701312,152.82601928710938,321400
2024-11-11 00:00:00+00:00,154.35728320031225,155.49080035059282,153.16409447620654,154.2876739501953,162700
2024-11-12 00:00:00+00:00,153.82035155942108,154.48654002693488,152.34877129046566,153.69110107421875,177700
2024-11-13 00:00:00+00:00,155.24222229761054,156.61436505865024,152.67689080937126,152.79620361328125,144400
2024-11-14 00:00:00+00:00,153.00500982528362,153.4027292697836,151.74222707235856,152.3388214111328,221900
2024-11-15 00:00:00+00:00,151.473774521722,153.01496408725927,151.33457118385562,152.40843200683594,178300
2024-11-18 00:00:00+00:00,152.51779511139506,153.60159352586842,151.60302822442466,152.00074768066406,142300
2024-11-19 00:00:00+00:00,150.43968226167485,152.776310608454,150.0717758355501,152.54762268066406,158300
2024-11-20 00:00:00+00:00,152.8161057176949,153.67121627857134,151.86155769800862,153.53201293945312,120500
2024-11-21 00:00:00+00:00,154.00927460693532,156.3459182685693,154.00927460693532,156.19676208496094,149300
2024-11-22 00:00:00+00:00,157.4396630499036,158.75216471186476,156.27631757972517,158.1754608154297,175400
2024-11-25 00:00:00+00:00,159.45812231615616,163.46520629600852,159.45812231615616,161.03909301757812,325900
2024-11-26 00:00:00+00:00,159.85583621480836,161.54616666515363,158.3842408454033,161.08877563476562,177600
2024-11-27 00:00:00+00:00,161.76491628707947,162.37144831847536,158.94106870603375,159.3089599609375,157900
2024-11-29 00:00:00+00:00,160.43253428773585,160.89986297756158,158.90128257195917,158.92117309570312,113000
2024-12-02 00:00:00+00:00,158.09590408804956,158.87146768679494,155.96807302984615,158.235107421875,164300
2024-12-03 00:00:00+00:00,158.86152578870747,159.08027604633827,156.97232039753456,158.2450408935547,181800
2024-12-04 00:00:00+00:00,158.2848279493701,159.58737669612592,157.539092544248,159.0305633544922,91900
2024-12-05 00:00:00+00:00,159.18965990718647,159.18965990718647,157.49931415604144,158.0064239501953,104300
2024-12-06 00:00:00+00:00,159.33879951877466,159.6569872434438,155.70955991991866,156.88284301757812,207200
2024-12-09 00:00:00+00:00,156.97232259864077,158.07601157869968,155.1129605547315,155.3317108154297,154100
2024-12-10 00:00:00+00:00,154.76495331566528,155.60018852698954,151.69252698908758,153.9297332763672,131400
2024-12-11 00:00:00+00:00,155.6498906130759,156.28625089967136,154.54620158157155,156.18682861328125,154900
2024-12-12 00:00:00+00:00,155.74931910911354,156.37574168263117,154.26778602731196,154.4268798828125,117100
2024-12-13 00:00:00+00:00,154.47660481959798,155.93824743521827,152.37860192841705,152.7763214111328,283400
2024-12-16 00:00:00+00:00,152.6072880241683,153.93968013638366,151.60303648065667,152.0902557373047,161600
2024-12-17 00:00:00+00:00,151.1158215141111,151.28485305561819,149.00788091175693,149.7536163330078,242900
2024-12-18 00:00:00+00:00,150.45959357106673,151.69253315384387,142.5846137684218,142.90280151367188,285600
2024-12-19 00:00:00+00:00,143.28062841786968,145.64708500714366,140.63574999900908,141.05335998535156,247800
2024-12-20 00:00:00+00:00,141.27211181378254,143.0817551080817,139.65137540405533,142.06756591796875,476000
2024-12-23 00:00:00+00:00,141.41132440612049,142.61443573163055,140.6258079269286,142.33602905273438,150700
2024-12-24 00:00:00+00:00,142.2067642965412,144.0064698517299,142.2067642965412,143.8970947265625,47700
2024-12-26 00:00:00+00:00,143.68828868821308,144.5931179310259,143.2309128145447,144.2451171875,109200
2024-12-27 00:00:00+00:00,143.17125389223347,144.34453692945976,141.83886182884214,142.8331756591797,88700
2024-12-30 00:00:00+00:00,142.4553558820114,142.4553558820114,139.4724141991641,141.10308837890625,156400
2024-12-31 00:00:00+00:00,141.8488217270051,142.5647289341901,140.22808524795767,140.52638244628906,129000
2025-01-02 00:00:00+00:00,141.11303676570017,142.6442887754441,138.8261116008791,139.33322143554688,183000
2025-01-03 00:00:00+00:00,139.73093561551784,143.22097205404208,138.20963651369752,141.27212524414062,176600
2025-01-06 00:00:00+00:00,141.59028028730194,144.01640840800644,141.580342611144,141.96812438964844,185600
2025-01-07 00:00:00+00:00,141.93829971864645,143.4794891948301,139.07467102339038,140.17835998535156,158600
2025-01-08 00:00:00+00:00,139.43264039853904,142.1471283949613,139.10451497571788,141.8488311767578,210300
2025-01-10 00:00:00+00:00,140.0391663100107,140.93405792498555,139.39286834255057,140.22808837890625,124000
2025-01-13 00:00:00+00:00,138.9354708979771,142.09739685058594,138.9354708979771,142.09739685058594,180200
2025-01-14 00:00:00+00:00,142.9723805202762,145.0306174536978,142.9723805202762,145.01072692871094,166500
2025-01-15 00:00:00+00:00,147.92407316510642,148.36157367909578,147.08883801475167,147.158447265625,184200
2025-01-16 00:00:00+00:00,147.33740528436473,148.66979724997734,146.85020125334924,147.25787353515625,189700
2025-01-17 00:00:00+00:00,148.62009592437667,149.41555005778824,147.66554792987765,147.83457946777344,147700
2025-01-21 00:00:00+00:00,149.435419784565,151.15559364525348,149.435419784565,150.21099853515625,176900
2025-01-22 00:00:00+00:00,149.66413919942008,150.9766257169264,149.30618557245893,150.38998413085938,203300
2025-01-23 00:00:00+00:00,150.38003498525234,150.8274731918251,148.8985018587519,149.5447998046875,240500
2025-01-24 00:00:00+00:00,149.5547445837163,150.32035529755325,148.92832202509993,149.34593200683594,128900
