"('date', '')","('open', 'AWI')","('high', 'AWI')","('low', 'AWI')","('close', 'AWI')","('volume', 'AWI')"
2024-01-02 00:00:00+00:00,95.75614301087985,96.91885424385435,95.61819485761258,96.15028381347656,277700
2024-01-03 00:00:00+00:00,95.29301626734222,95.89407922500544,93.89382373405817,94.05147552490234,379300
2024-01-04 00:00:00+00:00,94.25841660188125,95.05654627365209,94.15002769366416,94.21900177001953,576900
2024-01-05 00:00:00+00:00,94.15002070320745,96.43602815818174,93.84455765836184,96.19953918457031,387000
2024-01-08 00:00:00+00:00,96.32764230909169,97.43122748379355,96.16012740140856,97.08635711669922,443300
2024-01-09 00:00:00+00:00,96.25866581806825,98.26877700128865,96.07144725880052,97.69727325439453,371500
2024-01-10 00:00:00+00:00,98.53482201598003,99.33295166867417,98.06185156255478,98.97822570800781,312900
2024-01-11 00:00:00+00:00,98.30818898071209,98.95852241687263,97.76625196818866,98.16039276123047,409100
2024-01-12 00:00:00+00:00,98.60380371059749,98.60380371059749,96.69222561012913,97.1454849243164,337400
2024-01-16 00:00:00+00:00,96.56412261462485,97.36225224284519,96.18969300878533,97.17504119873047,260200
2024-01-17 00:00:00+00:00,96.58382521887657,97.67756229921369,96.43602900608238,96.44587707519531,260200
2024-01-18 00:00:00+00:00,97.11591667342879,97.37210931164452,96.17983888577817,97.18489074707031,284500
2024-01-19 00:00:00+00:00,97.31298764144195,98.09141359999342,96.21925056832875,98.03228759765625,253000
2024-01-22 00:00:00+00:00,98.8796915369145,99.80592126151352,98.84027670633473,99.16544342041016,256200
2024-01-23 00:00:00+00:00,99.02749959337585,100.20006642205718,96.73163635579044,96.83016967773438,233600
2024-01-24 00:00:00+00:00,97.48049492282897,97.48049492282897,95.27331712324586,95.33243560791016,162300
2024-01-25 00:00:00+00:00,96.29807886066956,96.84987142392458,96.04188623446836,96.7217788696289,228100
2024-01-26 00:00:00+00:00,96.99768297377558,97.39181625496613,96.33749394079945,97.25386810302734,217100
2024-01-29 00:00:00+00:00,97.02723982927397,98.94866583940859,97.02723982927397,98.78115844726562,338100
2024-01-30 00:00:00+00:00,98.37715753404282,99.59899467565522,98.17023532077216,99.23441314697266,199800
2024-01-31 00:00:00+00:00,98.7910120434458,100.12123060193251,97.65786011673116,97.75639343261719,261400
2024-02-01 00:00:00+00:00,98.45599827695465,100.75186157226562,97.85493522509022,100.75186157226562,233300
2024-02-02 00:00:00+00:00,99.64825673829094,101.92441610040997,99.07676051873776,100.77155303955078,263800
2024-02-05 00:00:00+00:00,99.77635903146171,99.93401083145169,98.17023668325425,99.19499969482422,243300
2024-02-06 00:00:00+00:00,98.85998681948372,99.61870162657375,98.85998681948372,99.30339050292969,171400
2024-02-07 00:00:00+00:00,100.37742661285368,101.94412668567445,100.34785985124448,101.44159698486328,249900
2024-02-08 00:00:00+00:00,102.53533360789267,103.46156334249892,101.84559285932013,103.07727813720703,505500
2024-02-09 00:00:00+00:00,102.89992200281401,103.8458554570545,102.28900335799563,103.31376647949219,303200
2024-02-12 00:00:00+00:00,103.31376261521415,104.89031831331319,103.02801072030704,103.96409606933594,333700
2024-02-13 00:00:00+00:00,101.24452411403942,102.9688834055194,100.23947229189659,102.269287109375,392600
2024-02-14 00:00:00+00:00,103.39258469330272,103.964088441184,102.73240321778985,103.53053283691406,318600
2024-02-15 00:00:00+00:00,103.90495926839833,104.51587782690261,102.99844077586405,104.3779296875,299600
2024-02-16 00:00:00+00:00,103.25463961117521,105.20562485301633,103.23492843715486,103.55023956298828,708700
2024-02-20 00:00:00+00:00,111.74834855336357,115.7291488647461,108.69376296666935,115.7291488647461,1247200
2024-02-21 00:00:00+00:00,116.4484556398453,118.18267065217925,115.69958887035398,117.31555938720703,685400
2024-02-22 00:00:00+00:00,117.36481850423655,119.19756666084018,116.84258518863837,118.88225555419922,472800
2024-02-23 00:00:00+00:00,119.4340569693088,121.03032379372215,119.25669398881843,120.57706451416016,358300
2024-02-26 00:00:00+00:00,120.3799844332009,121.06973266453464,119.81833627556583,120.63617706298828,319300
2024-02-27 00:00:00+00:00,121.25695090050067,122.00581766098712,120.54749897136725,121.40475463867188,363300
2024-02-28 00:00:00+00:00,120.76281033442365,122.18494595307475,120.13075173385269,120.23938751220703,337200
2024-02-29 00:00:00+00:00,120.23939557812668,121.25661472119744,119.02465339991919,119.11354064941406,848000
2024-03-01 00:00:00+00:00,118.91603784119941,119.88387444510212,118.1259606857924,119.43946075439453,443500
2024-03-04 00:00:00+00:00,119.58758047047934,121.15785657202875,119.58758047047934,120.05175018310547,339300
2024-03-05 00:00:00+00:00,119.43945546117138,120.0221314980425,118.244469279259,118.69876098632812,229100
2024-03-06 00:00:00+00:00,119.55795034587796,120.75293641375657,119.23205053444423,120.07150268554688,201200
2024-03-07 00:00:00+00:00,120.94059114283485,121.61215442472364,120.31841050575862,120.8714599609375,226500
2024-03-08 00:00:00+00:00,121.60226599613219,121.69115324225136,119.8147259207477,120.59492492675781,225100
2024-03-11 00:00:00+00:00,119.80484915299664,119.80484915299664,118.2247025888644,119.17279052734375,347100
2024-03-12 00:00:00+00:00,119.17279497836762,120.58505267103057,119.09378576352678,120.20977020263672,261800
2024-03-13 00:00:00+00:00,120.24927807857571,121.53314394833593,119.93324874535574,120.15052032470703,367800
2024-03-14 00:00:00+00:00,119.47895586608614,120.56530621734643,118.73826141730864,120.0320053100586,403000
2024-03-15 00:00:00+00:00,119.43944413243273,121.01959068860921,119.43944413243273,120.861572265625,715900
2024-03-18 00:00:00+00:00,121.29611280539818,122.1651915090641,120.2591376472115,120.39740753173828,305700
2024-03-19 00:00:00+00:00,120.57517149290966,122.61949531628416,120.3085248181883,122.22445678710938,325500
2024-03-20 00:00:00+00:00,122.2738358751738,123.10341756692459,120.9010827810141,121.26649475097656,584500
2024-03-21 00:00:00+00:00,122.33309258915668,123.89348310079212,121.78991366961908,123.2021713256836,836400
2024-03-22 00:00:00+00:00,123.49845418310404,124.00212096998163,122.27383396841331,123.02440643310547,282500
2024-03-25 00:00:00+00:00,123.00466203542193,123.31081333202836,121.71091059852967,121.8788070678711,345800
2024-03-26 00:00:00+00:00,121.7405331148136,122.42197440105416,121.53313957872591,121.85904693603516,302500
2024-03-27 00:00:00+00:00,122.36272407232585,123.123167055472,122.36272407232585,122.92565155029297,283600
2024-03-28 00:00:00+00:00,122.99477840247837,123.60708850256026,122.56023526469552,122.67874908447266,355300
2024-04-01 00:00:00+00:00,123.22192241846616,123.22192241846616,121.52326951656065,121.71090698242188,351100
2024-04-02 00:00:00+00:00,120.66406238396374,120.67394041954297,118.48148367442666,118.89627075195312,439600
2024-04-03 00:00:00+00:00,118.89626129032966,121.20723167429219,118.89626129032966,121.02946472167969,1091800
2024-04-04 00:00:00+00:00,122.04668776351427,122.46147482150924,118.64936701864167,118.90614318847656,339900
2024-04-05 00:00:00+00:00,118.66912940723006,120.26902458317558,118.66912940723006,120.14064025878906,597900
2024-04-08 00:00:00+00:00,120.56529654542423,120.61467165054164,119.65671323614774,119.83447265625,497900
2024-04-09 00:00:00+00:00,119.69621246187339,120.12087755414208,117.31611836593628,118.4913558959961,296400
2024-04-10 00:00:00+00:00,116.42729429427169,118.44198415925052,116.19027417331354,117.2667465209961,500400
2024-04-11 00:00:00+00:00,117.83954328048075,117.83954328048075,116.79269758401257,117.14823150634766,274800
2024-04-12 00:00:00+00:00,116.53592475369015,117.3753769420031,115.38044324031586,115.73597717285156,303700
2024-04-15 00:00:00+00:00,116.91119848687627,117.30623699736866,114.52122642376007,115.05452728271484,226800
2024-04-16 00:00:00+00:00,114.72863273720566,114.72863273720566,113.49414196349534,114.215087890625,222100
2024-04-17 00:00:00+00:00,115.05452299554942,115.05452299554942,112.348521731817,113.26698303222656,258500
2024-04-18 00:00:00+00:00,113.96819535482011,114.40273100497097,112.06214120484846,112.43742370605469,200800
2024-04-19 00:00:00+00:00,112.65468324173673,113.9879316934402,112.11150431876374,112.56580352783203,223300
2024-04-22 00:00:00+00:00,113.50401270118451,114.02743555002458,111.99299729687768,113.27686309814453,292200
2024-04-23 00:00:00+00:00,113.75090547240302,115.35080804926736,113.75090547240302,115.05452728271484,270000
2024-04-24 00:00:00+00:00,115.1927958486449,116.28902419543145,113.711407005391,114.52123260498047,282100
2024-04-25 00:00:00+00:00,113.17810424017678,114.88664265966987,112.2497723707561,114.32371520996094,181200
2024-04-26 00:00:00+00:00,114.7483806939374,116.17050884105869,114.7483806939374,115.52857971191406,203400
2024-04-29 00:00:00+00:00,115.48907597536176,118.20495550590459,115.48907597536176,117.37537384033203,603100
2024-04-30 00:00:00+00:00,112.75345335777946,119.41970388218414,111.82512137133342,113.45464324951172,696500
2024-05-01 00:00:00+00:00,113.61264674429954,115.27180251345156,112.09175332801576,112.70406341552734,347300
2024-05-02 00:00:00+00:00,113.82992271155521,114.3335895015995,112.2201419863154,113.74103546142578,466200
2024-05-03 00:00:00+00:00,115.38044708226244,115.79523417245454,113.63240393329988,114.17558288574219,280100
2024-05-06 00:00:00+00:00,114.60023477907069,115.53844464160946,114.37308518844158,115.3508071899414,188200
2024-05-07 00:00:00+00:00,114.76813383482505,115.97299799866114,114.76813383482505,114.83726501464844,189800
2024-05-08 00:00:00+00:00,114.76796594254637,115.42134644807071,114.55016992306471,115.11445617675781,131100
2024-05-09 00:00:00+00:00,115.15406026339684,116.43113078915513,114.83726810178463,116.37173461914062,240300
2024-05-10 00:00:00+00:00,116.22324185331793,116.92612425738766,115.78764977922127,116.42123413085938,173200
2024-05-13 00:00:00+00:00,116.80731550789093,117.05480961252418,115.19365666473358,115.26295471191406,193600
2024-05-14 00:00:00+00:00,115.74804487986758,116.45092725397998,115.56984881650662,116.30243682861328,137500
2024-05-15 00:00:00+00:00,117.13400619430757,117.55969634423931,115.61934352566591,115.87673950195312,248200
2024-05-16 00:00:00+00:00,115.7282472144766,116.00543940889284,112.78801598256564,113.13450622558594,376200
2024-05-17 00:00:00+00:00,113.77798736879593,114.44126974068281,112.16432856414865,112.7286148071289,410200
2024-05-20 00:00:00+00:00,112.85731775620404,113.82749802160406,112.68902356874234,113.59980010986328,150400
2024-05-21 00:00:00+00:00,113.67898741789469,113.9759757946295,113.35229340585816,113.76808166503906,85100
2024-05-22 00:00:00+00:00,112.95630473071637,114.29277134831594,112.95630473071637,113.72848510742188,305500
2024-05-23 00:00:00+00:00,114.42147214938949,115.04515455157117,113.12459795179207,114.29277038574219,313500
2024-05-24 00:00:00+00:00,114.98576570406797,115.66884431576584,114.40167567345694,115.57975006103516,161200
2024-05-28 00:00:00+00:00,115.58965076793729,115.58965076793729,114.03538806572561,114.42147827148438,228700
2024-05-29 00:00:00+00:00,114.19377863927726,115.57974713910983,113.21370409741223,113.68888854980469,258400
2024-05-30 00:00:00+00:00,113.70868437659355,114.99565665515381,113.70868437659355,114.68875885009766,242400
2024-05-31 00:00:00+00:00,114.98577249250576,115.39165893177606,112.5801292847835,114.6392822265625,189300
2024-06-03 00:00:00+00:00,115.53024066753515,115.53024066753515,113.21369956087554,114.64916229248047,264600
2024-06-04 00:00:00+00:00,114.08487789250862,115.44114827565265,112.56031333455036,112.65931701660156,316200
2024-06-05 00:00:00+00:00,113.31270249730339,114.64916918167758,112.65932197395371,114.56997680664062,266900
2024-06-06 00:00:00+00:00,114.93625757006491,115.25304971330388,112.8474067792665,114.01557922363281,398500
2024-06-07 00:00:00+00:00,113.25330206198798,113.78789022618598,111.79803554049128,112.1643295288086,221400
2024-06-10 00:00:00+00:00,111.31294706268338,113.81758610638389,110.88725691533647,113.36219787597656,277900
2024-06-11 00:00:00+00:00,113.22360115940965,113.83738168038036,111.44164065644868,112.92660522460938,160300
2024-06-12 00:00:00+00:00,115.06496407225,116.4212269508997,113.11470929176633,113.6294937133789,303900
2024-06-13 00:00:00+00:00,113.39189625243955,114.19377470882728,111.9366297553504,113.86708068847656,232800
2024-06-14 00:00:00+00:00,112.768214859035,113.62948948942065,111.06545424997209,111.79803466796875,178700
2024-06-17 00:00:00+00:00,111.76833262054485,113.09489731832602,111.03575222853019,112.90680694580078,183800
2024-06-18 00:00:00+00:00,112.54052662169484,113.57010306791484,112.32273058748584,113.3226089477539,269200
2024-06-20 00:00:00+00:00,112.679120810864,113.1246071984185,110.80806589846148,112.9464111328125,283100
2024-06-21 00:00:00+00:00,112.5702166202612,113.46119689941406,110.2140754846531,113.46119689941406,759300
2024-06-24 00:00:00+00:00,113.55029094642744,114.21358087983182,113.01571033281883,113.81758880615234,280400
2024-06-25 00:00:00+00:00,113.56019669775695,113.56019669775695,109.71909082380054,110.98625946044922,254600
2024-06-26 00:00:00+00:00,110.57047035359167,111.63963916231617,109.65968629390079,110.90705871582031,296800
2024-06-27 00:00:00+00:00,111.32284890480362,112.4217233697561,110.67937025392665,111.57034301757812,183500
2024-06-28 00:00:00+00:00,111.83762914315491,113.33249554213099,111.08524500452243,112.10491943359375,439100
2024-07-01 00:00:00+00:00,112.68901711072218,113.09490351327625,109.88738204410397,110.31307220458984,219200
2024-07-02 00:00:00+00:00,109.83788060266282,111.85743340259253,109.78838631349417,111.10505676269531,267200
2024-07-03 00:00:00+00:00,111.15454322819477,112.49100978841136,110.9862490616096,111.74852752685547,158800
2024-07-05 00:00:00+00:00,111.24365095960306,111.77823912278274,109.57058842407338,111.01595306396484,274800
2024-07-08 00:00:00+00:00,111.57033173348748,112.60980992317718,111.57033173348748,111.67922973632812,179800
2024-07-09 00:00:00+00:00,111.29314663269028,111.94653469123539,110.76846034181533,111.24365234375,175600
2024-07-10 00:00:00+00:00,111.43174494769386,112.73851353791275,111.07535282736863,112.69891357421875,218800
