"('date', '')","('open', 'AMSF')","('high', 'AMSF')","('low', 'AMSF')","('close', 'AMSF')","('volume', 'AMSF')"
2024-01-02 00:00:00+00:00,42.13974441862523,42.61584787576446,42.09482958004686,42.2205924987793,83700
2024-01-03 00:00:00+00:00,42.2205995283781,42.87636587579638,41.88822555541992,41.88822555541992,104100
2024-01-04 00:00:00+00:00,42.09483097134778,42.535001201459636,41.99601626713988,42.085845947265625,94100
2024-01-05 00:00:00+00:00,42.03195593373015,42.41822978551461,41.888226367492905,41.924156188964844,87800
2024-01-08 00:00:00+00:00,41.83432307946747,42.05890072255105,41.54686397046311,41.987037658691406,83100
2024-01-09 00:00:00+00:00,41.7624569846067,41.807371824607046,41.232453648324274,41.64567565917969,59700
2024-01-10 00:00:00+00:00,41.47500468218019,41.74450064210624,41.36720835427986,41.546871185302734,64800
2024-01-11 00:00:00+00:00,41.591779004269966,42.00500104700899,40.998894160884404,41.62771224975586,85400
2024-01-12 00:00:00+00:00,41.843312128089565,41.92415679766258,41.44805324511098,41.69059753417969,67800
2024-01-16 00:00:00+00:00,41.75347499088606,42.66077058794216,41.62771205904452,41.987037658691406,134700
2024-01-17 00:00:00+00:00,41.825342894078716,42.49907584608317,41.74449480276686,42.16669845581055,111700
2024-01-18 00:00:00+00:00,42.13975143378733,42.552973500350966,41.960088622782195,42.454158782958984,92100
2024-01-19 00:00:00+00:00,42.49906929350818,42.957206122450415,42.4900842698683,42.939239501953125,90500
2024-01-22 00:00:00+00:00,43.082976487369756,43.78366110076911,43.082976487369756,43.73874282836914,77800
2024-01-23 00:00:00+00:00,43.82857836128043,44.1160375012069,43.34348977761079,43.559085845947266,75600
2024-01-24 00:00:00+00:00,43.738738995622455,44.035183118926675,43.52314638484008,43.55009460449219,63300
2024-01-25 00:00:00+00:00,43.6399333444375,43.75671126251682,43.262641086721345,43.47823715209961,61800
2024-01-26 00:00:00+00:00,43.43331251674681,44.044163947941605,43.43331251674681,44.017215728759766,91300
2024-01-29 00:00:00+00:00,43.86450515936264,44.241793939984966,43.50517957390855,43.78365707397461,82000
2024-01-30 00:00:00+00:00,43.76569227753629,44.250777383315146,43.61297769797445,44.214847564697266,61200
2024-01-31 00:00:00+00:00,44.169931103501106,46.30791131744594,44.169931103501106,44.77180099487305,233000
2024-02-01 00:00:00+00:00,44.57417559941679,44.969434497232115,43.505187109054155,44.412479400634766,264800
2024-02-02 00:00:00+00:00,44.08009899895773,44.376543129244986,43.8195881135749,44.07111740112305,78900
2024-02-05 00:00:00+00:00,43.88247239092029,44.26874623143965,43.43331708117993,43.8016242980957,94100
2024-02-06 00:00:00+00:00,43.63094690033692,44.43942783574094,43.63094690033692,43.927391052246094,82100
2024-02-07 00:00:00+00:00,43.9363758717113,44.07112384641804,43.63993512485315,43.8465461730957,54900
2024-02-08 00:00:00+00:00,43.882469787302426,44.11603245350828,43.63094392534184,44.02619934082031,62000
2024-02-09 00:00:00+00:00,44.169927928432955,44.93349394906019,44.017216780377176,44.72688293457031,73600
2024-02-12 00:00:00+00:00,44.8706097841191,45.91264981831035,44.8706097841191,45.62519073486328,98300
2024-02-13 00:00:00+00:00,45.30180130929268,45.34671615143478,44.080098413043835,44.24179458618164,110000
2024-02-14 00:00:00+00:00,44.55620312669373,44.81671401573953,44.080099618755675,44.40349197387695,102400
2024-02-15 00:00:00+00:00,44.69095270536987,45.73299287258456,44.64603786036932,45.445533752441406,123700
2024-02-16 00:00:00+00:00,45.23892473533346,45.61621356225197,44.96044720109611,45.14011001586914,155800
2024-02-20 00:00:00+00:00,44.816716441118324,45.35570487108359,44.55620553797427,44.78976821899414,118700
2024-02-21 00:00:00+00:00,44.64603257653742,44.79874371682263,44.026196137824826,44.1070442199707,230600
2024-02-22 00:00:00+00:00,43.74772725190634,45.616211532780476,43.74772725190634,45.382652282714844,186700
2024-02-23 00:00:00+00:00,45.355701466406586,46.25401202213291,45.03230911805986,45.60722732543945,162000
2024-02-26 00:00:00+00:00,45.59824452160767,46.667236328125,45.22993731289391,46.667236328125,161200
2024-02-27 00:00:00+00:00,46.71214466705261,47.56554030305719,46.1641747294039,47.50265884399414,160600
2024-02-28 00:00:00+00:00,47.529614094275125,47.70927690108834,46.84689954052453,47.48469924926758,131700
2024-02-29 00:00:00+00:00,47.71825547507322,47.745207121796014,47.071474209033795,47.39486312866211,118500
2024-03-01 00:00:00+00:00,47.448764381542375,47.52063087252567,46.86486113604324,46.88282775878906,98500
2024-03-04 00:00:00+00:00,47.47571162787304,49.22741790163534,47.47571162787304,47.70927429199219,212400
2024-03-05 00:00:00+00:00,47.583515381602524,47.89792273280284,47.32300447530334,47.349952697753906,115400
2024-03-06 00:00:00+00:00,47.68233227387685,48.10453596091441,47.10741056337865,47.90690994262695,126300
2024-03-07 00:00:00+00:00,48.21445983173492,48.25968846665762,47.49079132080078,47.49079132080078,95700
2024-03-08 00:00:00+00:00,47.77121730525424,48.0425925821403,47.42747344747918,47.698848724365234,111600
2024-03-11 00:00:00+00:00,47.52697653042827,47.762167507020116,47.2284613228486,47.43651580810547,108800
2024-03-12 00:00:00+00:00,47.273689589460005,47.60838908335492,46.58620535879428,47.201324462890625,168700
2024-03-13 00:00:00+00:00,47.44556379123908,47.66266262421534,46.703803118909995,46.91185760498047,125600
2024-03-14 00:00:00+00:00,47.038498819788,47.065635311029375,45.772076317427306,45.781124114990234,163500
2024-03-15 00:00:00+00:00,45.46452430868475,46.341974478817704,45.46452430868475,45.708763122558594,1017600
2024-03-18 00:00:00+00:00,45.69066422586063,46.23341821564764,45.2112344679973,45.346923828125,180200
2024-03-19 00:00:00+00:00,45.4102462720455,45.84444740933936,45.4102462720455,45.68162155151367,181700
2024-03-20 00:00:00+00:00,45.699713396848345,45.98013647253444,45.39215382861079,45.672576904296875,134100
2024-03-21 00:00:00+00:00,45.95299776106085,46.197236552742716,45.491660121699965,45.62734603881836,154800
2024-03-22 00:00:00+00:00,45.83539849895156,45.88967493381758,44.8041703915639,45.057456970214844,138500
2024-03-25 00:00:00+00:00,45.319782358044144,45.374058790410444,44.56897735595703,44.56897735595703,75800
2024-03-26 00:00:00+00:00,44.90367884895118,44.948907489387615,44.5961192629697,44.67753219604492,249500
2024-03-27 00:00:00+00:00,44.97604588873274,45.238373374539435,44.8584486670597,44.94890594482422,143500
2024-03-28 00:00:00+00:00,45.292645148540664,45.60020469228888,45.08459067052329,45.38310241699219,194600
2024-04-01 00:00:00+00:00,45.54592989977634,45.67257491117889,44.360923767089844,44.360923767089844,87200
2024-04-02 00:00:00+00:00,44.01718260558424,44.152871972136495,43.63725790039623,43.818172454833984,139800
2024-04-03 00:00:00+00:00,43.81817404430281,43.94481906801669,43.42920152684888,43.772945404052734,109500
2024-04-04 00:00:00+00:00,44.08955205693378,44.08955205693378,43.13973337379517,43.38397216796875,83700
2024-04-05 00:00:00+00:00,43.38396953314396,43.71866903671612,43.03118133544922,43.03118133544922,86600
2024-04-08 00:00:00+00:00,43.02213505860157,43.383967587127366,42.96785862649707,42.9949951171875,112600
2024-04-09 00:00:00+00:00,42.97690061199562,43.411105143529134,42.75980179695231,43.39301300048828,85500
2024-04-10 00:00:00+00:00,42.8502633799006,43.20305157794271,42.624116745184,43.10354995727539,104100
2024-04-11 00:00:00+00:00,43.058323237118735,43.402067130939486,42.343702404884425,42.985958099365234,133400
