"('date', '')","('open', 'DEA')","('high', 'DEA')","('low', 'DEA')","('close', 'DEA')","('volume', 'DEA')"
2015-02-06 00:00:00+00:00,25.382478467879757,25.67925726275125,24.210979461669922,24.210979461669922,1399240
2015-02-09 00:00:00+00:00,24.19535824407925,24.898257639744287,23.711140090451373,24.67957878112793,178520
2015-02-10 00:00:00+00:00,24.367175839981943,25.382474833314525,24.164115564631327,24.83577537536621,270880
2015-02-11 00:00:00+00:00,25.30438172142722,25.30438172142722,24.445282341996048,24.867021560668945,100840
2015-02-12 00:00:00+00:00,24.80453616369123,25.24189621168276,24.726436240243473,24.913875579833984,39800
2015-02-13 00:00:00+00:00,25.148180072851783,25.17941957141337,24.601480506050656,24.663959503173828,23080
2015-02-17 00:00:00+00:00,25.14818083925261,25.210659838279852,24.77330207824707,24.77330207824707,18360
2015-02-18 00:00:00+00:00,25.070075143058347,25.101314635399866,24.788914945143688,24.83577537536621,23720
2015-02-19 00:00:00+00:00,24.710823556042573,24.99198385105116,24.710823556042573,24.80454444885254,16400
2015-02-20 00:00:00+00:00,24.7576814383647,25.8823201185021,24.679581496918754,24.976360321044922,97480
2015-02-23 00:00:00+00:00,24.835776900342914,25.726115595557875,24.289077408825932,25.507436752319336,34320
2015-02-24 00:00:00+00:00,25.39809698214101,26.038514947648107,25.39809698214101,25.757354736328125,137280
2015-02-25 00:00:00+00:00,26.241580080526013,26.241580080526013,25.398101674163236,25.726119995117188,40360
2015-02-26 00:00:00+00:00,25.772982087835427,25.772982087835427,25.179422023673766,25.648021697998047,14360
2015-02-27 00:00:00+00:00,25.491819258066876,25.866700390101084,25.023219630589836,25.14818000793457,199120
2015-03-02 00:00:00+00:00,25.148180910504095,25.772980436230906,25.148180910504095,25.726119995117188,30880
2015-03-03 00:00:00+00:00,25.538678030534225,25.99946715745909,25.49181759416101,25.772977828979492,44000
2015-03-04 00:00:00+00:00,25.75735473632813,26.007275453817133,25.24189712956553,25.757354736328125,34320
2015-03-05 00:00:00+00:00,25.81983758957821,26.335297609350988,25.257517134658684,25.335617065429688,24280
2015-03-06 00:00:00+00:00,25.148174740929516,25.28875364636156,23.820476074482926,24.273454666137695,74080
2015-03-09 00:00:00+00:00,24.28908375187686,24.648343988235176,24.21098380412163,24.429662704467773,141240
2015-03-10 00:00:00+00:00,24.28908587907141,24.867025066390745,24.1016464647275,24.3828067779541,69120
2015-03-11 00:00:00+00:00,24.320318494045047,24.773299532415535,24.281268527810738,24.398418426513672,35720
2015-03-12 00:00:00+00:00,24.585858152615295,24.94511832398664,24.44527922545386,24.695199966430664,84800
2015-03-13 00:00:00+00:00,24.679579038056758,25.038839209598713,24.070400508840144,24.148500442504883,120880
2015-03-16 00:00:00+00:00,24.382800269282363,24.69520000427165,24.132879527922597,24.210979461669922,84400
