"('date', '')","('open', 'AFGC')","('high', 'AFGC')","('low', 'AFGC')","('close', 'AFGC')","('volume', 'AFGC')"
2024-01-02 00:00:00+00:00,19.788254530252306,19.872631631722165,19.788254530252306,19.85557746887207,5000
2024-01-03 00:00:00+00:00,19.73888393072519,19.873528091281795,19.65809709197255,19.80171775817871,6000
2024-01-04 00:00:00+00:00,19.891483258631386,19.963293599518035,19.747862576858086,19.954317092895508,5200
2024-01-05 00:00:00+00:00,19.96329211615155,19.96329211615155,19.701184305786445,19.85557746887207,8000
2024-01-08 00:00:00+00:00,19.90943584287936,19.936363650073144,19.729909138484285,19.83762550354004,11300
2024-01-09 00:00:00+00:00,19.936363149474637,19.936363149474637,19.891482330549586,19.92289924621582,2200
2024-01-10 00:00:00+00:00,19.832237646801673,20.015354596479806,19.832237646801673,19.927387237548828,3700
2024-01-11 00:00:00+00:00,19.720932632055177,19.86006591356604,19.720932632055177,19.83762550354004,2600
2024-01-12 00:00:00+00:00,19.88250604373189,19.99919891357422,19.801719199100592,19.99919891357422,8100
2024-01-16 00:00:00+00:00,20.214628227994815,20.214628227994815,19.80171753327187,19.90045738220215,5900
2024-01-17 00:00:00+00:00,19.711954679213076,19.815183639526367,19.711954679213076,19.815183639526367,1000
2024-01-18 00:00:00+00:00,19.74785864111407,19.918408808764344,19.61321449279785,19.61321449279785,6700
2024-01-19 00:00:00+00:00,19.76132484104403,20.10691261291504,19.640144579835226,20.10691261291504,5000
2024-01-22 00:00:00+00:00,20.340295005312267,20.340295005312267,19.96329034901929,20.196674346923828,14500
2024-01-23 00:00:00+00:00,20.192187250828976,20.322342297365932,19.990220161936016,20.28643798828125,4300
2024-01-24 00:00:00+00:00,20.286438598640796,20.286438598640796,19.99919726894781,20.09703826904297,23000
2024-01-25 00:00:00+00:00,20.247837661208933,20.55572509765625,20.01445538556191,20.55572509765625,7300
2024-01-26 00:00:00+00:00,20.43454648451299,20.717300415039062,20.43454648451299,20.717300415039062,5000
2024-01-29 00:00:00+00:00,20.71730256482229,20.86989974975586,20.456990727049458,20.86989974975586,8000
2024-01-30 00:00:00+00:00,20.869897811116015,20.869897811116015,20.609584285430607,20.618560791015625,6500
2024-01-31 00:00:00+00:00,20.60958183552621,20.60958183552621,19.900455099538902,19.936359405517578,40800
2024-02-01 00:00:00+00:00,20.062030150278602,20.097934458751357,19.824157044261742,19.945337295532227,10500
2024-02-02 00:00:00+00:00,19.873530101490903,19.873530101490903,19.541407919329988,19.67605209350586,7300
2024-02-05 00:00:00+00:00,19.6760490219005,19.776583140300907,19.56833267211914,19.56833267211914,5000
2024-02-06 00:00:00+00:00,19.37085363929286,19.447153072915942,19.159910059850862,19.272113800048828,15500
2024-02-07 00:00:00+00:00,19.424712652034497,19.478571684741446,19.236211173840232,19.3708553314209,4100
2024-02-08 00:00:00+00:00,19.45164276324675,19.550382614135742,19.316998601548473,19.550382614135742,8000
2024-02-09 00:00:00+00:00,19.483059802897618,19.891481399536133,19.39778556609385,19.891481399536133,8400
2024-02-12 00:00:00+00:00,19.918410832543312,20.196675662281933,19.84660049867227,20.017148971557617,20300
2024-02-13 00:00:00+00:00,19.632962481987956,19.910330156570005,19.25416355211787,19.56833267211914,11700
2024-02-14 00:00:00+00:00,19.577310265233653,19.613216287853923,19.487546920776367,19.487546920776367,5500
2024-02-15 00:00:00+00:00,19.487548407158606,19.622194290161133,19.487548407158606,19.622194290161133,4400
2024-02-16 00:00:00+00:00,19.532428219031306,19.747859204906362,19.370854551601692,19.541404724121094,8800
2024-02-20 00:00:00+00:00,19.415733988306464,19.613213662093152,19.29904285459964,19.532426834106445,10900
2024-02-21 00:00:00+00:00,19.792742426501725,19.792742426501725,19.31699958351096,19.52973747253418,5600
2024-02-22 00:00:00+00:00,19.667075297885283,19.667075297885283,19.397786953491487,19.586288452148438,2400
2024-02-23 00:00:00+00:00,19.577311147840437,19.879812382471016,19.577311147840437,19.756837844848633,5800
2024-02-26 00:00:00+00:00,19.85647479199405,19.85647479199405,19.74786129463535,19.819671630859375,5100
2024-02-27 00:00:00+00:00,19.882502789430294,19.882502789430294,19.61321449279785,19.61321449279785,6000
2024-02-28 00:00:00+00:00,19.61321519790025,19.61321519790025,19.487545837806444,19.56833267211914,5900
2024-02-29 00:00:00+00:00,19.531894157211912,19.905405044555664,19.531894157211912,19.905405044555664,13800
2024-03-01 00:00:00+00:00,19.905405835286047,20.001060684908193,19.63757051874458,19.700429916381836,4400
2024-03-04 00:00:00+00:00,19.613884273898037,19.845278642699054,19.5865535736084,19.5865535736084,7100
2024-03-05 00:00:00+00:00,19.7232040553645,19.832525121448473,19.550113091397964,19.78697395324707,7800
