"('date', '')","('open', 'CICB')","('high', 'CICB')","('low', 'CICB')","('close', 'CICB')","('volume', 'CICB')"
2024-10-09 00:00:00+00:00,23.352601529625332,23.436136414908994,23.25050294309375,23.40829086303711,162300
2024-10-10 00:00:00+00:00,23.343316866034403,23.436133590757223,23.343316866034403,23.37116241455078,35600
2024-10-11 00:00:00+00:00,23.389726859702968,23.459338077716875,23.380445009901415,23.436134338378906,113000
2024-10-14 00:00:00+00:00,23.46398115496518,23.57535981793521,23.43613560405671,23.519670486450195,55100
2024-10-15 00:00:00+00:00,23.52895450243748,23.72479749008968,23.51967265128032,23.64033317565918,74000
2024-10-16 00:00:00+00:00,23.668177438006147,23.853810910358604,23.659823241320808,23.807401657104492,62000
2024-10-17 00:00:00+00:00,23.723865661657417,24.160103770176676,23.696021881339618,23.946624755859375,51400
2024-10-18 00:00:00+00:00,23.983752105613554,23.983752105613554,23.825964192931945,23.872371673583984,27900
2024-10-21 00:00:00+00:00,23.86309225175178,23.91878335859978,23.760995429861296,23.89093780517578,35600
2024-10-22 00:00:00+00:00,23.90021683658891,23.90021683658891,23.751710776512386,23.853809356689453,35200
2024-10-23 00:00:00+00:00,23.83524720905696,23.83524720905696,23.705304840609436,23.807401657104492,20000
2024-10-24 00:00:00+00:00,23.835245992016137,23.835245992016137,23.709943670126037,23.798118591308594,17700
2024-10-25 00:00:00+00:00,23.816685611135654,23.928066058450135,23.8074037596651,23.867734909057617,38300
2024-10-28 00:00:00+00:00,23.853811524992715,24.085852486246218,23.835247823212747,23.974472045898438,320000
2024-10-29 00:00:00+00:00,23.928064516240006,23.974472000269568,23.658896151938855,23.900218963623047,37200
2024-10-30 00:00:00+00:00,23.9002182235573,23.946625706149863,23.779557706617453,23.835247039794922,32100
2024-10-31 00:00:00+00:00,23.853810910358604,23.853810910358604,23.668177438006147,23.807401657104492,732100
2024-11-01 00:00:00+00:00,23.760995298919358,23.760995298919358,23.621771073230775,23.66817855834961,16600
2024-11-04 00:00:00+00:00,23.66817717414945,23.76099390929094,23.649613473054757,23.68674087524414,7000
2024-11-05 00:00:00+00:00,23.668174965163825,23.752637495830097,23.631047566439594,23.714582443237305,17900
2024-11-06 00:00:00+00:00,23.64033084641347,23.64033084641347,23.533592224121094,23.533592224121094,4800
2024-11-07 00:00:00+00:00,23.57536051170272,23.626409804704547,23.51038932800293,23.51038932800293,19300
2024-11-08 00:00:00+00:00,23.59392340064668,23.668176432366316,23.59392340064668,23.621768951416016,7600
2024-11-11 00:00:00+00:00,23.575359344482422,23.612486744948107,23.501106313882946,23.575359344482422,6100
2024-11-12 00:00:00+00:00,23.57535843204164,23.57535843204164,23.445416076104706,23.538232803344727,19700
2024-11-13 00:00:00+00:00,23.566079185043353,23.566079185043353,23.528953552246094,23.528953552246094,8200
2024-11-14 00:00:00+00:00,23.509462718536657,23.547517776489258,23.4639828879262,23.547517776489258,1300
2024-11-15 00:00:00+00:00,23.547517253810735,23.575361035825672,23.473264217884196,23.528953552246094,39300
2024-11-18 00:00:00+00:00,23.64961371621859,23.937345775148852,23.4825439453125,23.4825439453125,18800
2024-11-19 00:00:00+00:00,23.491826272766467,23.57536115991501,23.4222150470307,23.426855087280273,22100
2024-11-20 00:00:00+00:00,23.48254442193529,23.528953676091167,23.385087643706,23.426855087280273,12800
2024-11-21 00:00:00+00:00,23.491825415918036,23.491825415918036,23.417572382308997,23.458412170410156,15500
2024-11-22 00:00:00+00:00,23.44541952582598,23.4918270111084,23.371166487174854,23.4918270111084,23000
2024-11-25 00:00:00+00:00,23.528952117832098,23.528952117832098,23.45469908643231,23.473262786865234,11500
2024-11-26 00:00:00+00:00,23.408292121334373,23.5011088622313,23.408292121334373,23.4918270111084,9500
2024-11-27 00:00:00+00:00,23.41757276114502,23.505749457085454,23.41757276114502,23.4825439453125,3800
2024-11-29 00:00:00+00:00,23.501108905735297,23.56608009338379,23.501108905735297,23.56608009338379,7500
2024-12-02 00:00:00+00:00,23.575361035825672,23.575361035825672,23.45470051631956,23.528953552246094,4900
2024-12-03 00:00:00+00:00,23.57536155912224,23.584643410110587,23.501108521547525,23.547517776489258,21100
2024-12-04 00:00:00+00:00,23.54751710044393,23.55679718083379,23.510389697556466,23.542875289916992,13500
2024-12-05 00:00:00+00:00,23.57536072891086,23.57536072891086,23.51038954461247,23.55679702758789,4100
2024-12-06 00:00:00+00:00,23.575359344482422,23.58464119459884,23.575359344482422,23.575359344482422,13200
2024-12-09 00:00:00+00:00,23.53823487973083,23.61248791400659,23.491825626850993,23.51038932800293,16200
2024-12-10 00:00:00+00:00,23.566078709088604,23.593924260873177,23.5196712264463,23.58464241027832,15700
2024-12-11 00:00:00+00:00,23.593922131556006,23.612485831070376,23.52895095358754,23.538232803344727,20700
2024-12-12 00:00:00+00:00,23.566078756749402,23.65889549255371,23.5382349752405,23.65889549255371,16800
2024-12-13 00:00:00+00:00,23.751518469003198,23.751518469003198,23.562490348391037,23.657005310058594,32900
2024-12-16 00:00:00+00:00,23.628651422300074,23.675908004055458,23.600296391613018,23.666458129882812,15600
2024-12-17 00:00:00+00:00,23.59557107685032,23.647554397583008,23.543587756117628,23.647554397583008,8100
2024-12-18 00:00:00+00:00,23.723164702585326,23.723164702585326,23.477426528930664,23.477426528930664,16700
2024-12-19 00:00:00+00:00,23.47742870133884,23.571943669601335,23.44907367004317,23.543588638305664,5500
2024-12-20 00:00:00+00:00,23.534134562963413,23.619197845458984,23.534134562963413,23.619197845458984,1300
2024-12-23 00:00:00+00:00,23.59084559963304,23.59084559963304,23.458525723576084,23.56249237060547,8800
2024-12-24 00:00:00+00:00,23.55303791523418,23.619197845458984,23.534134562963413,23.619197845458984,5000
2024-12-26 00:00:00+00:00,23.759081278452648,23.759081278452648,23.628650665283203,23.628650665283203,1000
2024-12-27 00:00:00+00:00,23.71371340972751,23.71371340972751,23.49633026123047,23.49633026123047,6500
2024-12-30 00:00:00+00:00,23.675907356482327,23.760970643493835,23.534135812370806,23.58139419555664,4500
2024-12-31 00:00:00+00:00,23.58139525680367,23.84603500366211,23.58139525680367,23.84603500366211,47300
2025-01-02 00:00:00+00:00,23.817682539178254,23.874390800649323,23.647555952041916,23.836584091186523,7200
2025-01-03 00:00:00+00:00,23.81768036432474,23.81768036432474,23.704262049015988,23.770421981811523,4900
2025-01-06 00:00:00+00:00,23.864936673059223,23.90274337864039,23.553038562906377,23.704261779785156,17300
2025-01-07 00:00:00+00:00,23.666457757737238,23.751519243014766,23.524684409254334,23.600296020507812,17600
