"('date', '')","('open', 'BLX')","('high', 'BLX')","('low', 'BLX')","('close', 'BLX')","('volume', 'BLX')"
2024-01-02 00:00:00+00:00,22.276198098716204,22.66589590222864,22.176507480539765,22.60245704650879,91700
2024-01-03 00:00:00+00:00,22.602458162467116,22.801837680084848,22.294325080689273,22.684022903442383,100200
2024-01-04 00:00:00+00:00,22.656834652142,23.10997134518484,22.62964582827088,22.874340057373047,106900
2024-01-05 00:00:00+00:00,22.874338071579665,24.070618560787192,22.7927733356265,23.853113174438477,262100
2024-01-08 00:00:00+00:00,24.46031935421186,24.523758216924637,23.853116094764882,23.97999382019043,160000
2024-01-09 00:00:00+00:00,23.78061204925992,23.916552703487042,23.182471787797205,23.24591064453125,94600
2024-01-10 00:00:00+00:00,23.164346347140864,23.282162850671394,23.00121686753197,23.182472229003906,89200
2024-01-11 00:00:00+00:00,23.15528474286823,23.15528474286823,22.6658980043705,22.992156982421875,104900
2024-01-12 00:00:00+00:00,23.227784970215417,23.282162615254702,22.910590683715675,22.974029541015625,63800
2024-01-16 00:00:00+00:00,22.810900292398898,22.983092712929434,22.44839129805506,22.520893096923828,241600
2024-01-17 00:00:00+00:00,22.19463201111097,22.475576238735922,22.0586913673298,22.221820831298828,85200
2024-01-18 00:00:00+00:00,22.221823880795164,22.40307752118376,22.040568511827257,22.122133255004883,66800
2024-01-19 00:00:00+00:00,22.140260051616043,22.140260051616043,21.42430321607378,21.90462875366211,191700
2024-01-22 00:00:00+00:00,22.031506232162872,22.43026701872012,22.00431913600673,22.26713752746582,116800
2024-01-23 00:00:00+00:00,22.366826880602925,22.729335880171195,22.312450962812502,22.684022903442383,128300
2024-01-24 00:00:00+00:00,22.747460110286642,22.874337818776375,22.49370296472804,22.620580673217773,96800
2024-01-25 00:00:00+00:00,22.69308700591284,22.79277590553405,22.403078062836606,22.49370574951172,91400
2024-01-26 00:00:00+00:00,22.548081012805838,22.548081012805838,22.18557200525191,22.258073806762695,89600
2024-01-29 00:00:00+00:00,22.104007127857113,22.584332640302744,21.832125805992366,22.57526969909668,104700
2024-01-30 00:00:00+00:00,22.548081429061384,22.964968091878934,22.539020216212144,22.85621452331543,112500
2024-01-31 00:00:00+00:00,22.85621554368517,22.85621554368517,21.759625510563147,21.795875549316406,120800
2024-02-01 00:00:00+00:00,21.931816895493185,22.076820500704766,21.623683802273746,21.850252151489258,86500
2024-02-02 00:00:00+00:00,21.72337162165494,21.89556404250941,21.451490307530396,21.496803283691406,185500
2024-02-05 00:00:00+00:00,21.433365490071466,21.96806693250642,20.989291733038584,21.850252151489258,215300
2024-02-06 00:00:00+00:00,21.823062706845327,21.823062706845327,21.24304830248934,21.342737197875977,99400
2024-02-07 00:00:00+00:00,21.505867998346865,21.696186316794037,21.070857168438163,21.333677291870117,108500
2024-02-08 00:00:00+00:00,21.21586069834059,21.333677211358346,21.070857088918256,21.288362503051758,64200
2024-02-09 00:00:00+00:00,21.297425639826592,21.614621686561165,21.125233203842786,21.587432861328125,96400
2024-02-12 00:00:00+00:00,21.56930848342255,21.904630437051996,21.56930848342255,21.786815643310547,96600
2024-02-13 00:00:00+00:00,21.60555593417314,21.60555593417314,20.780847357096345,20.962100982666016,114400
2024-02-14 00:00:00+00:00,21.134294713527172,21.188670631729348,20.92585225326943,20.953041076660156,51200
2024-02-15 00:00:00+00:00,21.052730718058054,21.705248673926974,20.98022891502588,21.62368392944336,91800
2024-02-16 00:00:00+00:00,21.623683187492773,21.741497965160356,21.27929833847195,21.342737197875977,84400
2024-02-20 00:00:00+00:00,21.13429762080558,21.795876857107995,21.13429762080558,21.786815643310547,80000
2024-02-21 00:00:00+00:00,21.786813541035567,21.94994130234161,21.741498833523323,21.877439498901367,110600
2024-02-22 00:00:00+00:00,21.83212670317393,22.421204077141617,21.83212670317393,22.26713752746582,143200
2024-02-23 00:00:00+00:00,24.44219092682883,25.683786141326205,23.898428315273552,24.72313690185547,455700
2024-02-26 00:00:00+00:00,24.904391906990607,25.248776757174877,23.99811853283305,24.831890106201172,455300
2024-02-27 00:00:00+00:00,24.88626601182358,25.203462038331118,24.5962588088153,24.922517776489258,149800
2024-02-28 00:00:00+00:00,24.922518871144447,25.140024282954005,24.75938938014244,25.094711303710938,105200
2024-02-29 00:00:00+00:00,25.285028010496664,25.420968677448602,25.02220961820017,25.348466873168945,116400
2024-03-01 00:00:00+00:00,25.394604102405786,25.652978304118243,24.960901532316033,25.053178787231445,102400
2024-03-04 00:00:00+00:00,25.108544410539917,25.44996972536583,25.108544410539917,25.163911819458008,77500
2024-03-05 00:00:00+00:00,25.154683650216192,25.763711061494522,25.136227847439944,25.708345413208008,152700
2024-03-06 00:00:00+00:00,25.837533981489823,25.837533981489823,24.99781426789479,25.7268009185791,162300
2024-03-07 00:00:00+00:00,25.837536376586904,26.11436641946191,25.708349257917565,26.022090911865234,167700
2024-03-08 00:00:00+00:00,26.151274149042482,26.612658658715013,26.151274149042482,26.234323501586914,117300
2024-03-11 00:00:00+00:00,26.19741155443559,26.55729266411681,26.07745235790332,26.465015411376953,138300
