"('date', '')","('open', 'CF')","('high', 'CF')","('low', 'CF')","('close', 'CF')","('volume', 'CF')"
2005-09-12 00:00:00+00:00,2.278075254735564,2.2877691498399444,2.2171418932040297,2.2282207012176514,3300500
2005-09-13 00:00:00+00:00,2.2323744106071293,2.2323744106071293,2.1742108974117613,2.1991381645202637,3798500
2005-09-14 00:00:00+00:00,2.1811350673678223,2.1977531899408875,2.167286604375818,2.176980495452881,2055500
2005-09-15 00:00:00+00:00,2.1811351840021453,2.1894441631896426,2.0814261130584955,2.0911200046539307,6004000
2005-09-16 00:00:00+00:00,2.0855811238151643,2.12435686343856,2.0149538778908807,2.121587038040161,9555000
2005-09-19 00:00:00+00:00,2.111893012866233,2.2088324384302,2.1035840324487967,2.1465141773223877,5559000
2005-09-20 00:00:00+00:00,2.1465144770078095,2.219911554006264,2.1395902431498524,2.1880600452423096,4178000
2005-09-21 00:00:00+00:00,2.174212865352653,2.174212865352653,2.0357279410795854,2.077273368835449,8313500
2005-09-22 00:00:00+00:00,2.0772720214724605,2.086965915310458,2.008029686791411,2.0094144344329834,7184000
2005-09-23 00:00:00+00:00,2.0080298247716204,2.1742116045119393,2.005259999124654,2.158978223800659,4830500
2005-09-26 00:00:00+00:00,2.1603626431048495,2.188059739756507,2.111893012866233,2.1465141773223877,7826500
2005-09-27 00:00:00+00:00,2.139590085769696,2.1548234651713947,2.124356871454742,2.140974998474121,4505000
2005-09-28 00:00:00+00:00,2.129896865614248,2.129896865614248,2.074502981308518,2.0980453491210938,3055000
2005-09-29 00:00:00+00:00,2.1035855721329426,2.1465157484285555,2.05234607916456,2.077273368835449,6141000
2005-09-30 00:00:00+00:00,2.0841974564682078,2.091121693928095,2.0301883052289806,2.0509610176086426,12109000
2005-10-03 00:00:00+00:00,2.0564993339048443,2.0564993339048443,1.9872568337048342,2.0080296993255615,4279000
2005-10-04 00:00:00+00:00,2.0011049657179205,2.008029197498811,1.942941286689072,1.9484806060791016,2002000
2005-10-05 00:00:00+00:00,1.9387870419766242,1.9387870419766242,1.7767598588753528,1.8210750818252563,10826000
2005-10-06 00:00:00+00:00,1.8279994926818488,1.8681599816661631,1.8141508603471608,1.8570811748504639,4121000
2005-10-07 00:00:00+00:00,1.9110903866202853,1.9110903866202853,1.86400549669675,1.8695449829101562,2174500
2005-10-10 00:00:00+00:00,1.8792386695058634,1.8889325629483407,1.7227508014074455,1.7379841804504395,2443000
2005-10-11 00:00:00+00:00,1.7518329475716703,1.7518329475716703,1.6632026485282614,1.6825906038284302,3256500
2005-10-12 00:00:00+00:00,1.6784360595883618,1.6867452070178133,1.6341208267469838,1.6535087823867798,2545500
2005-10-13 00:00:00+00:00,1.6521241021121171,1.6521241021121171,1.5496453180933958,1.5648787021636963,3555000
2005-10-14 00:00:00+00:00,1.5704177913594934,1.7310602615525237,1.567648130599752,1.711672306060791,7229500
2005-10-17 00:00:00+00:00,1.7116720853003866,1.7158266584475546,1.6756661698940156,1.6895146369934082,3007000
2005-10-18 00:00:00+00:00,1.689514361126268,1.689514361126268,1.6535082865122877,1.6618174314498901,2575000
2005-10-19 00:00:00+00:00,1.675666831285838,1.6978242883384458,1.6535092091464154,1.6839758157730103,5052000
2005-10-20 00:00:00+00:00,1.689514323116695,1.8127657564557804,1.6881294106293436,1.7753747701644897,7568500
2005-10-21 00:00:00+00:00,1.7767599296127252,1.80999634814838,1.7684507837071262,1.7947629690170288,4029500
2005-10-24 00:00:00+00:00,1.7947630126690308,1.8279994320130577,1.7947630126690308,1.8183053731918335,2160000
2005-10-25 00:00:00+00:00,1.8321540001576957,1.8570812755733161,1.8113812981591384,1.8279995918273926,2629500
2005-10-26 00:00:00+00:00,1.821075341101375,1.8487722768450559,1.7933782402709348,1.812766194343567,2839500
2005-10-27 00:00:00+00:00,1.8072274575561347,1.8252305062723064,1.7933789839416683,1.8003032207489014,810000
2005-10-28 00:00:00+00:00,1.8279993497030484,1.864005262679393,1.8279993497030484,1.8487720489501953,1664500
2005-10-31 00:00:00+00:00,1.8695450175322208,1.9374026105674735,1.8695450175322208,1.9138600826263428,3915000
2005-11-01 00:00:00+00:00,1.9595594824383473,1.9734079465124428,1.876468697993775,1.8833929300308228,2830000
2005-11-02 00:00:00+00:00,1.8861629682578338,1.904166008183533,1.8349236739206487,1.8750841617584229,3455000
2005-11-03 00:00:00+00:00,1.8556962432419206,1.8695447091172028,1.829384059026843,1.8418477773666382,1815000
2005-11-04 00:00:00+00:00,1.8418482090406727,1.9083208938385805,1.830769400726559,1.855696678161621,2600500
2005-11-07 00:00:00+00:00,1.8556968588605207,1.9124756538199674,1.850157371620668,1.8736999034881592,1783500
2005-11-08 00:00:00+00:00,1.8598512545609944,1.876469384512418,1.8446178724715712,1.8723148107528687,1599500
2005-11-09 00:00:00+00:00,1.8764755725860596,1.911148036016861,1.8667671505603576,1.8764755725860596,2294000
2005-11-10 00:00:00+00:00,1.8861832418301674,1.995748291346362,1.8459630975781611,1.9069867134094238,4019000
2005-11-11 00:00:00+00:00,1.9125343539940618,1.9624627549005942,1.9125343539940618,1.947206974029541,1347500
2005-11-14 00:00:00+00:00,1.9388852432383783,1.9693969659758532,1.9305637891593932,1.9513672590255737,1282500
2005-11-15 00:00:00+00:00,1.9624627343704097,2.0872837353309333,1.9499807169400092,2.0470635890960693,7032000
2005-11-16 00:00:00+00:00,2.0942186409768033,2.1496945789105983,2.080349656493355,2.10392689704895,4794000
2005-11-17 00:00:00+00:00,2.1150226985601965,2.2023975231996693,2.096992980713863,2.1913022994995117,8077500
2005-11-18 00:00:00+00:00,2.1913008146310715,2.1913008146310715,2.1011522864858163,2.164949655532837,3764000
2005-11-21 00:00:00+00:00,2.2051705660618466,2.2121050579384334,2.1718849058554333,2.194075345993042,4266000
2005-11-22 00:00:00+00:00,2.1940746450359003,2.205169861560034,2.151080743004109,2.1815924644470215,1920000
2005-11-23 00:00:00+00:00,2.1843660980365995,2.1843660980365995,2.1455329281040325,2.149693489074707,1068000
2005-11-25 00:00:00+00:00,2.1566285939891743,2.1732715039520683,2.1566285939891743,2.166337013244629,154000
2005-11-28 00:00:00+00:00,2.171884800039821,2.1760455280293254,2.128890886367143,2.1483075618743896,1477000
2005-11-29 00:00:00+00:00,2.1607887041027625,2.1607887041027625,2.1427590003485792,2.149693489074707,792000
2005-11-30 00:00:00+00:00,2.1469210055749137,2.1607899912889477,2.1344389845648237,2.1427602767944336,1513500
2005-12-01 00:00:00+00:00,2.138599105364863,2.1496941585168066,2.0928312671222282,2.117795467376709,3586000
2005-12-02 00:00:00+00:00,2.116408161372078,2.156628132740665,2.1011522189460545,2.1538543701171875,3127500
2005-12-05 00:00:00+00:00,2.1427593756024934,2.1913009705175606,2.121955905780871,2.1691105365753174,3232000
2005-12-06 00:00:00+00:00,2.1815931614163895,2.19823607418526,2.173271870363282,2.194075345993042,1503000
2005-12-07 00:00:00+00:00,2.1982357035651092,2.2176522114134185,2.166337013244629,2.166337013244629,1762000
2005-12-08 00:00:00+00:00,2.166337090724466,2.166337090724466,2.0914444892067823,2.096992015838623,5745000
2005-12-09 00:00:00+00:00,2.106700826210709,2.121956609943701,2.069254435840328,2.10392689704895,5531500
2005-12-12 00:00:00+00:00,2.1108609152711098,2.1316643873246095,2.08728368001007,2.0956051349639893,2333500
2005-12-13 00:00:00+00:00,2.095604444858087,2.1150209462480967,2.0429022999450313,2.0650925636291504,3260500
2005-12-14 00:00:00+00:00,2.05954584211804,2.073414824327753,2.037355404449976,2.0526113510131836,1973500
2005-12-15 00:00:00+00:00,2.0456763670198153,2.0775750514826967,2.0262596974057154,2.076188087463379,1495500
2005-12-16 00:00:00+00:00,2.091444728874157,2.108087476008147,2.0831232726415,2.0942184925079346,3498000
2005-12-19 00:00:00+00:00,2.0942189411758982,2.1219569141189387,2.052611981761337,2.1150224208831787,2893500
2005-12-20 00:00:00+00:00,2.0526108564538648,2.087283303624112,2.0290336254443506,2.076188087463379,3497000
2005-12-21 00:00:00+00:00,2.0775754811815883,2.0803492444626435,2.0276470807973785,2.0470635890960693,1900500
2005-12-22 00:00:00+00:00,2.0470644974289596,2.131665389694117,2.0470644974289596,2.127504825592041,2252000
2005-12-23 00:00:00+00:00,2.1011534368774023,2.135825903096892,2.1011534368774023,2.112248659133911,1622000
2005-12-27 00:00:00+00:00,2.1191830611444744,2.1483079976475272,2.115022332310988,2.1219568252563477,2007500
2005-12-28 00:00:00+00:00,2.119183149890907,2.120570114670603,2.0706416972405854,2.1150224208831787,4846500
2005-12-29 00:00:00+00:00,2.1219560253594616,2.1413726974859326,2.1150215350281414,2.1261167526245117,1294000
2005-12-30 00:00:00+00:00,2.126117643126667,2.1399866295981873,2.1067011281990826,2.1150224208831787,741000
2006-01-03 00:00:00+00:00,2.115022332310988,2.1358258111470674,2.094218853474908,2.1219568252563477,2272500
2006-01-04 00:00:00+00:00,2.1219570106536065,2.1774331243948355,2.1219570106536065,2.1580164432525635,2567500
2006-01-05 00:00:00+00:00,2.1635626293771955,2.252324190951422,2.1594020680933577,2.239842176437378,5217500
2006-01-06 00:00:00+00:00,2.2329077025882627,2.2329077025882627,2.1913007668128253,2.2218124866485596,5087000
2006-01-09 00:00:00+00:00,2.2218141528328337,2.3022543220553415,2.2218141528328337,2.2745163440704346,3454500
2006-01-10 00:00:00+00:00,2.2509392421617838,2.2856117168966463,2.2356832871458834,2.2814509868621826,2359500
2006-01-11 00:00:00+00:00,2.2814499017652845,2.2814499017652845,2.2467774435212404,2.2592594623565674,2560500
2006-01-12 00:00:00+00:00,2.2537116141515616,2.2994792855808206,2.2398426328294403,2.260646104812622,2819000
2006-01-13 00:00:00+00:00,2.262032744117409,2.2772885221813426,2.2564850531867533,2.2703540325164795,1849000
2006-01-17 00:00:00+00:00,2.2495513632119835,2.2661941112577084,2.1996229537434737,2.2578728199005127,2442500
2006-01-18 00:00:00+00:00,2.246778249724281,2.3008674031923917,2.225974767313019,2.299480438232422,1538500
2006-01-19 00:00:00+00:00,2.302252377539329,2.30363934139968,2.266192970482696,2.29254412651062,1172500
2006-01-20 00:00:00+00:00,2.2967056544246027,2.300866382126707,2.203783341959073,2.2121047973632812,1943500
2006-01-23 00:00:00+00:00,2.2148787543138093,2.2717416521063183,2.21349178984811,2.2509381771087646,1171000
2006-01-24 00:00:00+00:00,2.2537111932748326,2.3050263815173966,2.2467767039087763,2.286996841430664,3657000
2006-01-25 00:00:00+00:00,2.2883840674568643,2.293931759184492,2.23290814216838,2.260646104812622,11327500
2006-01-26 00:00:00+00:00,2.2648066912632534,2.3341515935562795,2.2648066912632534,2.3244433403015137,2149500
2006-01-27 00:00:00+00:00,2.323057748761196,2.3715993743796635,2.31751021943237,2.360504150390625,1289500
2006-01-30 00:00:00+00:00,2.357728411166212,2.392400853762223,2.3258297309116323,2.3438594341278076,1613500
2006-01-31 00:00:00+00:00,2.3438602962680775,2.374372023909422,2.3369256398668585,2.3591160774230957,2094500
2006-02-01 00:00:00+00:00,2.3466349759198386,2.3466349759198386,2.3230575648108296,2.3272182941436768,2454500
2006-02-02 00:00:00+00:00,2.3188973000594966,2.327218594467668,2.2648081424151076,2.2883853912353516,7376500
2006-02-03 00:00:00+00:00,2.2856102258308018,2.343860077649978,2.271741244984578,2.3410861492156982,2558000
2006-02-06 00:00:00+00:00,2.3410865159267495,2.370211446398507,2.3369257879548813,2.3688244819641113,2713000
2006-02-07 00:00:00+00:00,2.370212587940956,2.370212587940956,2.3410876434420347,2.3494091033935547,2793000
2006-02-08 00:00:00+00:00,2.3480209028023107,2.4007230689910197,2.3369256838155334,2.391014814376831,2350000
2006-02-09 00:00:00+00:00,2.3896279751684233,2.467294341439063,2.385467247451905,2.4270741939544678,1597500
2006-02-10 00:00:00+00:00,2.4270737348957194,2.438168951597439,2.4062702655792236,2.4062702655792236,2953000
2006-02-13 00:00:00+00:00,2.4048826945041575,2.4048826945041575,2.3632757663726807,2.3632757663726807,1087500
2006-02-14 00:00:00+00:00,2.3577299207404225,2.415979628530777,2.332765713021313,2.4104321002960205,1291000
2006-02-15 00:00:00+00:00,2.4090447225964504,2.440943417806386,2.371598500102754,2.4243006706237793,955000
2006-02-16 00:00:00+00:00,2.422913007966165,2.44094271444005,2.3896275231922828,2.4062702655792236,1903500
2006-02-17 00:00:00+00:00,2.422914535902366,2.4340097596009462,2.386855100214827,2.402111053466797,1560000
2006-02-21 00:00:00+00:00,2.396562132157747,2.396562132157747,2.33553851992891,2.3660502433776855,2890000
2006-02-22 00:00:00+00:00,2.3702108856828494,2.460359419309351,2.3618894317077017,2.4561986923217773,2073500
2006-02-23 00:00:00+00:00,2.447877067960865,2.482549514891787,2.4256866357925673,2.472841262817383,904500
2006-02-24 00:00:00+00:00,2.3438599507473787,2.661459859460305,2.341086022463287,2.5588293075561523,4643000
2006-02-27 00:00:00+00:00,2.5505075089489635,2.5505075089489635,2.418752050504221,2.492257833480835,3970000
2006-02-28 00:00:00+00:00,2.482550429218433,2.4894849211586,2.4270744936970963,2.4437172412872314,1863500
2006-03-01 00:00:00+00:00,2.4478773903223536,2.4908712963110813,2.418752464932404,2.4631333351135254,2538500
2006-03-02 00:00:00+00:00,2.4714642107117233,2.4964565550974824,2.411760322878436,2.4159257411956787,4221000
2006-03-03 00:00:00+00:00,2.4089837448312763,2.4159260544208534,2.386768287937543,2.402041435241699,5297000
2006-03-06 00:00:00+00:00,2.3881558144811246,2.3950981211591307,2.3256748888614234,2.3589980602264404,2579500
2006-03-07 00:00:00+00:00,2.346502930806818,2.363164440521444,2.3409489838901325,2.3548336029052734,1487000
2006-03-08 00:00:00+00:00,2.347890383242564,2.3548326900589625,2.3228980455999984,2.3437249660491943,1638000
2006-03-09 00:00:00+00:00,2.3437253697667977,2.353444733398082,2.3159561377178233,2.3173446655273438,563500
2006-03-10 00:00:00+00:00,2.3215101846211246,2.352056308102812,2.3117908205662223,2.3409485816955566,2066000
2006-03-13 00:00:00+00:00,2.3465027817741646,2.3465027817741646,2.3201219080102877,2.332617998123169,1571000
2006-03-14 00:00:00+00:00,2.3256768374131975,2.3437268830026445,2.3187345249186246,2.3395614624023438,1968000
2006-03-15 00:00:00+00:00,2.339559951855916,2.363163931511687,2.3104023575151,2.3173446655273438,2505000
2006-03-16 00:00:00+00:00,2.3242872348900985,2.331229543682958,2.2937409437873577,2.3048486709594727,1293000
2006-03-17 00:00:00+00:00,2.3117922124240513,2.346503940414703,2.3104038492358083,2.3395614624023438,3242500
2006-03-20 00:00:00+00:00,2.339561103293253,2.3423381602790485,2.3076264376164457,2.3187341690063477,1892500
2006-03-21 00:00:00+00:00,2.3173449368039676,2.3173449368039676,2.2423679021840517,2.260417938232422,1888000
2006-03-22 00:00:00+00:00,2.2548645728303134,2.3367839373817834,2.246533899404603,2.335395574569702,1547000
2006-03-23 00:00:00+00:00,2.334007007949202,2.3687185604478858,2.3173454958533815,2.3423378467559814,806000
2006-03-24 00:00:00+00:00,2.347891070051333,2.367329634134039,2.322898725097968,2.3603873252868652,977500
2006-03-27 00:00:00+00:00,2.3589986164176358,2.3673294526024984,2.3395600538255175,2.3409485816955566,414500
2006-03-28 00:00:00+00:00,2.332617723549653,2.3340062514066195,2.2909638740528715,2.2992947101593018,2245000
2006-03-29 00:00:00+00:00,2.3048495461484104,2.345115051747084,2.297907234719442,2.3187341690063477,960000
2006-03-30 00:00:00+00:00,2.3117912177512507,2.3701067500290143,2.3117912177512507,2.3548336029052734,958000
2006-03-31 00:00:00+00:00,2.346501974413089,2.3617749497941136,2.3020710792597323,2.3589980602264404,1156500
2006-04-03 00:00:00+00:00,2.3617765723940938,2.390934346680903,2.3603882094152406,2.370107412338257,1725000
2006-04-04 00:00:00+00:00,2.3701068637246325,2.3798260643979248,2.331229895513741,2.3340067863464355,1048500
2006-04-05 00:00:00+00:00,2.339560284599308,2.370106576611762,2.264583413610582,2.345114231109619,1519000
2006-04-06 00:00:00+00:00,2.3409480297600953,2.3645518393617864,2.3034596068023925,2.3589980602264404,1093500
2006-04-07 00:00:00+00:00,2.3603876331100273,2.3603876331100273,2.2770797505618856,2.3367836475372314,765000
2006-04-10 00:00:00+00:00,2.338171949427907,2.3603874046932987,2.2923526763916016,2.2923526763916016,661000
2006-04-11 00:00:00+00:00,2.2992956950030243,2.3104034260634116,2.2395917853814784,2.2409801483154297,940000
2006-04-12 00:00:00+00:00,2.235426082513922,2.324287754228374,2.235426082513922,2.2979068756103516,1701000
2006-04-13 00:00:00+00:00,2.285410086657948,2.324287045839363,2.277079250577043,2.303460121154785,892500
2006-04-17 00:00:00+00:00,2.304847825319071,2.3409478840040383,2.2784671277922666,2.279855489730835,1075500
2006-04-18 00:00:00+00:00,2.2756903800903685,2.3603865877691006,2.2701364354373754,2.3589980602264404,2204000
2006-04-19 00:00:00+00:00,2.3603874909175913,2.4339760029649518,2.3381720348406754,2.410372018814087,1862000
2006-04-20 00:00:00+00:00,2.418703900500891,2.499234756651875,2.413150116842664,2.4853501319885254,1691000
2006-04-21 00:00:00+00:00,2.508953542628425,2.5228381640615507,2.3923226232795227,2.4659111499786377,7823500
2006-04-24 00:00:00+00:00,2.4645221673834694,2.470076114243698,2.404818273121715,2.4173145294189453,1505000
2006-04-25 00:00:00+00:00,2.415926621036556,2.4714651107788086,2.3950996873832113,2.4714651107788086,1388500
2006-04-26 00:00:00+00:00,2.4825726798445,2.5464420050877594,2.4464725976604416,2.457580327987671,1692500
2006-04-27 00:00:00+00:00,2.4436957363338467,2.4922919122815674,2.4256456950211436,2.454803466796875,1275500
2006-04-28 00:00:00+00:00,2.4298106736000076,2.4298106736000076,2.306237463594906,2.402041435241699,3939500
2006-05-01 00:00:00+00:00,2.3603879772804692,2.477018897439758,2.339560879468324,2.457580327987671,2382500
2006-05-02 00:00:00+00:00,2.4922911760195046,2.6033682823181152,2.485348867220697,2.6033682823181152,4408000
2006-05-03 00:00:00+00:00,2.5964257413121987,2.5964257413121987,2.528391021857845,2.5450525283813477,3149000
2006-05-04 00:00:00+00:00,2.545054051144485,2.545054051144485,2.481184711485964,2.4853501319885254,2255500
2006-05-05 00:00:00+00:00,2.485349140937111,2.506176069627243,2.453414483842032,2.4922914505004883,1963000
2006-05-08 00:00:00+00:00,2.493679486150248,2.493679486150248,2.4200909862076982,2.446471691131592,1486000
2006-05-09 00:00:00+00:00,2.446472003334195,2.456191368457967,2.429810494649837,2.4325873851776123,1416500
2006-05-10 00:00:00+00:00,2.427033655153405,2.499233637982187,2.4020413088425205,2.431199073791504,2660000
2006-05-11 00:00:00+00:00,2.4284196222032848,2.4770713719117103,2.368647439420099,2.37003755569458,1813000
2006-05-12 00:00:00+00:00,2.370036448926913,2.381156876808618,2.3297249185691005,2.3408453464508057,1243000
2006-05-15 00:00:00+00:00,2.3241653771433883,2.356136553274559,2.3074846482353033,2.321385145187378,1124500
2006-05-16 00:00:00+00:00,2.318604383094348,2.436758737434283,2.3130442522649854,2.406177520751953,2123000
2006-05-17 00:00:00+00:00,2.406177632408764,2.4381488004285594,2.321384556231083,2.3408453464508057,3117500
2006-05-18 00:00:00+00:00,2.354746577016506,2.408958617770489,2.3241655150488,2.358916759490967,1314500
2006-05-19 00:00:00+00:00,2.3589158348513735,2.410347623324327,2.335284865327881,2.364475965499878,3127000
2006-05-22 00:00:00+00:00,2.3450158608941587,2.4159084537217224,2.2435420456189554,2.303314208984375,7404500
2006-05-23 00:00:00+00:00,2.32833518946072,2.385327288248628,2.260222826652032,2.281073570251465,2404500
2006-05-24 00:00:00+00:00,2.2741234792668124,2.3074846050445506,2.237982121585103,2.293584108352661,3430500
2006-05-25 00:00:00+00:00,2.3255546585645055,2.4089577819964787,2.310264050032139,2.3575258255004883,2158500
2006-05-26 00:00:00+00:00,2.3769866354822446,2.4047876216294375,2.329724859607848,2.383936882019043,2737500
2006-05-30 00:00:00+00:00,2.383937680223737,2.4103485596238436,2.2991445778010715,2.3283355236053467,1524500
2006-05-31 00:00:00+00:00,2.342236549930916,2.389498352295876,2.296364863935265,2.3742077350616455,3197000
2006-06-01 00:00:00+00:00,2.3742059227644465,2.3742059227644465,2.2908029812386914,2.317214012145996,1906500
2006-06-02 00:00:00+00:00,2.3352867973412765,2.3436271659210686,2.2630042105756902,2.2796847820281982,2036000
2006-06-05 00:00:00+00:00,2.268562583992089,2.268562583992089,2.224081039428711,2.224081039428711,1736500
2006-06-06 00:00:00+00:00,2.22408109788356,2.258832331378766,2.162918827507826,2.185159683227539,1874000
2006-06-07 00:00:00+00:00,2.1809896069058037,2.2199110234327577,2.125387630640715,2.182379722595215,2106000
2006-06-08 00:00:00+00:00,2.168479268189726,2.168479268189726,2.0864664117144045,2.1295578479766846,2603500
2006-06-09 00:00:00+00:00,2.1295579981784676,2.1309481140975786,2.0586654004435596,2.07395601272583,2787500
2006-06-12 00:00:00+00:00,2.0683957384816556,2.0683957384816556,1.9655319730310017,1.9710921049118042,2687000
2006-06-13 00:00:00+00:00,1.9530212745860145,1.9669217689049427,1.8376471385975175,1.8765685558319092,7447500
2006-06-14 00:00:00+00:00,1.8612784354414775,1.9710924688737692,1.8612784354414775,1.962752103805542,4066500
2006-06-15 00:00:00+00:00,1.9822122253696324,2.0350341328306545,1.9697018477346049,1.9988927841186523,4515000
2006-06-16 00:00:00+00:00,2.0002832207436456,2.0072334684800692,1.9669219321846263,1.9822125434875488,4184500
2006-06-19 00:00:00+00:00,1.984992147906873,1.984992147906873,1.9127096213959944,1.9224399328231812,1349000
2006-06-20 00:00:00+00:00,1.911319837823275,1.9140999036128583,1.8723984196482046,1.9085397720336914,3152500
2006-06-21 00:00:00+00:00,1.9029798759173486,1.9544118495484402,1.8974197431660424,1.9321709871292114,1470500
2006-06-22 00:00:00+00:00,1.9321709093770023,1.9321709093770023,1.873788855009623,1.8876893520355225,2478500
2006-06-23 00:00:00+00:00,1.8862988911011793,1.971091973735788,1.8598880178645452,1.9641417264938354,1949000
2006-06-26 00:00:00+00:00,1.978042319973143,1.978042319973143,1.9446811978249268,1.9460711479187012,1194000
2006-06-27 00:00:00+00:00,1.9558013718731635,1.9558013718731635,1.876568586117924,1.8779585361480713,1904000
2006-06-28 00:00:00+00:00,1.8876887036571477,1.905759376725349,1.8473771767039393,1.859887719154358,2147500
2006-06-29 00:00:00+00:00,1.8835190754945574,2.007233592255927,1.8835190754945574,2.001673460006714,1919500
2006-06-30 00:00:00+00:00,2.022524079782992,2.0447647731153613,1.9683120480147018,1.9822125434875488,6341500
2006-07-03 00:00:00+00:00,1.953021973362695,1.9822130881595925,1.928001041494929,1.951632022857666,737000
2006-07-05 00:00:00+00:00,1.9516310852020722,1.964141462271869,1.9099294416532162,1.950240969657898,1311000
2006-07-06 00:00:00+00:00,1.9571914714910827,1.980822278878626,1.9224402354191175,1.9488511085510254,1026000
2006-07-07 00:00:00+00:00,1.9419006649662214,1.9419006649662214,1.8946390549703602,1.911319613456726,1393500
2006-07-10 00:00:00+00:00,1.9113197222833387,1.9266103317621759,1.8946391628472161,1.900199294090271,1174500
2006-07-11 00:00:00+00:00,1.8918591890264675,1.9349507919998474,1.8557179996133881,1.918270230293274,1635000
2006-07-12 00:00:00+00:00,1.9140998144842416,1.98499240020588,1.909929633140564,1.909929633140564,1696000
2006-07-13 00:00:00+00:00,1.8904691513361345,1.9196602572510912,1.8529376821006267,1.8543277978897095,1275000
2006-07-14 00:00:00+00:00,1.8626680025448012,1.869618249484235,1.8154062239324764,1.8376470804214478,1323000
2006-07-17 00:00:00+00:00,1.833477587328902,1.8473780864254485,1.7945561567171675,1.812626838684082,1248500
2006-07-18 00:00:00+00:00,1.8209664965748,1.8543277838983125,1.807066001616746,1.8515477180480957,1095000
2006-07-19 00:00:00+00:00,1.8571080093510346,1.9710922103686195,1.8571080093510346,1.96831214427948,1850000
2006-07-20 00:00:00+00:00,1.9752623054171425,1.9808224373506995,1.9029795960390377,1.9043697118759155,1747000
2006-07-21 00:00:00+00:00,1.9043701160002242,1.9544119768494754,1.8821292521323318,1.9238307476043701,3119000
2006-07-24 00:00:00+00:00,1.9252210499586258,1.9877732992172241,1.9015902333801167,1.9877732992172241,1791500
2006-07-25 00:00:00+00:00,1.994723821142801,2.0656164462525393,1.9738730685466486,2.06144642829895,2108500
2006-07-26 00:00:00+00:00,2.0586656434084265,2.076736323954643,1.9975035184749323,2.0656158924102783,1541500
2006-07-27 00:00:00+00:00,2.078126004927117,2.1198274902069185,2.0239139746391914,2.0975866317749023,1927500
2006-07-28 00:00:00+00:00,2.2101807636179354,2.2254712080325625,2.172649296175295,2.201840400695801,3937000
2006-07-31 00:00:00+00:00,2.190720138170939,2.27551322671748,2.1517987177609372,2.253272533416748,3384000
2006-08-01 00:00:00+00:00,2.253272366839481,2.253272366839481,2.16986923457979,2.19350004196167,1699000
2006-08-02 00:00:00+00:00,2.2074008541097436,2.2074008541097436,2.114267402479866,2.1295578479766846,2219000
2006-08-03 00:00:00+00:00,2.1142664264126028,2.1531878286572814,2.0989758222678327,2.1156563758850098,1364500
2006-08-04 00:00:00+00:00,2.161527705640839,2.204619281397485,2.114266116371574,2.140676975250244,1243000
2006-08-07 00:00:00+00:00,2.11982813717044,2.14067888617391,2.1017574548926943,2.1365087032318115,2593500
2006-08-08 00:00:00+00:00,2.149018792511083,2.1643094047933533,2.068395880463361,2.07395601272583,1819500
