"('date', '')","('open', 'BKE')","('high', 'BKE')","('low', 'BKE')","('close', 'BKE')","('volume', 'BKE')"
2024-01-02 00:00:00+00:00,40.04432977628694,40.63595199584961,39.571031355820466,40.63595199584961,363100
2024-01-03 00:00:00+00:00,40.37394631178889,40.48381979083983,38.70895316218343,38.78501892089844,605400
2024-01-04 00:00:00+00:00,38.75120884161666,38.92869775053498,38.33707557699732,38.70050048828125,615800
2024-01-05 00:00:00+00:00,37.99055574566849,38.53991667697158,37.43274127248353,37.97365188598633,463900
2024-01-08 00:00:00+00:00,38.03281293486925,38.3708836728118,37.33131728206698,37.474998474121094,549900
2024-01-09 00:00:00+00:00,37.32287129683353,37.64403821275134,36.10582230231398,36.5030517578125,1060000
2024-01-10 00:00:00+00:00,36.62982569818379,37.28906010588682,36.46924386720221,36.950992584228516,1524000
2024-01-11 00:00:00+00:00,36.67071619372827,37.131810944098206,35.7485232440812,36.06496047973633,747900
2024-01-12 00:00:00+00:00,36.200581684899454,36.68880213458699,35.694278613122655,35.866058349609375,490900
2024-01-16 00:00:00+00:00,35.34167358590096,35.39592144830258,32.954822822745975,33.05427551269531,1152700
2024-01-17 00:00:00+00:00,32.945777307359435,33.49728512907669,32.493722168103595,32.89153289794922,820600
2024-01-18 00:00:00+00:00,33.07236191847885,33.07236191847885,31.96934606576159,32.538936614990234,700900
2024-01-19 00:00:00+00:00,32.71974886352732,32.90057160417985,32.177284090476654,32.665504455566406,483400
2024-01-22 00:00:00+00:00,32.70167043135707,33.28934355149069,32.611260773909144,33.20797348022461,679400
2024-01-23 00:00:00+00:00,33.62386462468716,33.62386462468716,32.7016716003418,32.7016716003418,479400
2024-01-24 00:00:00+00:00,33.12659931086658,33.397831698563564,32.86440650823316,33.18084716796875,403400
2024-01-25 00:00:00+00:00,33.35263195005831,33.605781757238155,33.135647386449136,33.26222229003906,336000
2024-01-26 00:00:00+00:00,33.50632933608231,33.8318061506574,33.04523114651346,33.21701431274414,418500
2024-01-29 00:00:00+00:00,33.27125872405309,33.33454616985162,32.77399874324732,33.21701431274414,349900
2024-01-30 00:00:00+00:00,33.04523173413238,34.2296175031077,33.0271491137388,34.03071212768555,584600
2024-01-31 00:00:00+00:00,33.98551260136973,34.63647324143036,33.42496507737737,33.62386703491211,626100
2024-02-01 00:00:00+00:00,33.93126301798897,34.482770926973785,33.37071552230775,34.44660568237305,469200
2024-02-02 00:00:00+00:00,34.09399787297521,34.52797039403986,33.69619059089269,34.33810806274414,487900
2024-02-05 00:00:00+00:00,33.72331569550799,34.50085115594842,33.23509527398857,34.18441390991211,426400
2024-02-06 00:00:00+00:00,34.211536032529,34.555098933739366,33.858933545271626,34.28386306762695,417700
2024-02-07 00:00:00+00:00,34.16633052682086,34.627425282033414,33.8950981149954,34.47372817993164,313900
2024-02-08 00:00:00+00:00,34.45564499939792,35.21509780951272,34.43756237904909,35.03427505493164,360800
2024-02-09 00:00:00+00:00,34.94386810343094,36.02879781697358,34.88962023819082,35.98359298706055,320900
2024-02-12 00:00:00+00:00,36.0378392198303,36.571264466018484,36.01975659890272,36.11920928955078,528900
2024-02-13 00:00:00+00:00,35.034282402977205,35.260310031383504,34.41044739018265,34.491817474365234,407100
2024-02-14 00:00:00+00:00,34.90770188337402,35.016194161911656,34.4285244916677,34.72687911987305,460900
2024-02-15 00:00:00+00:00,34.952901492294686,36.16440934324983,34.952901492294686,36.13728713989258,427800
2024-02-16 00:00:00+00:00,35.748526858204706,36.336196562249235,35.35071606584051,35.793731689453125,464600
2024-02-20 00:00:00+00:00,35.61290454460064,36.0016722536552,35.2964673157921,35.667152404785156,249400
2024-02-21 00:00:00+00:00,35.76660215134928,36.20057465043993,35.621944651652406,35.8931770324707,335100
2024-02-22 00:00:00+00:00,35.94742800716793,36.39948320742808,35.893183590437495,36.15537643432617,319400
2024-02-23 00:00:00+00:00,36.1915358433166,36.94194908175442,36.1915358433166,36.50797653198242,305600
2024-02-26 00:00:00+00:00,36.48989738857364,37.22222462720357,36.354279444949356,37.09564971923828,247600
2024-02-27 00:00:00+00:00,37.321673006604186,37.69235810084762,37.28551121487611,37.55674362182617,264200
2024-02-28 00:00:00+00:00,37.14989386363069,37.412086688945585,36.76112614303474,36.85153579711914,343600
2024-02-29 00:00:00+00:00,37.25838863292606,37.39400657204011,36.48989617503298,37.014278411865234,357800
2024-03-01 00:00:00+00:00,36.941950905715615,37.06852580786852,36.54414012876945,36.71592330932617,260100
2024-03-04 00:00:00+00:00,37.01427829897083,37.85510124153553,36.96907346903984,37.25838851928711,330400
2024-03-05 00:00:00+00:00,37.005235561521026,37.15893265998044,36.43564509595081,36.526058197021484,302800
2024-03-06 00:00:00+00:00,36.688796073016896,36.688796073016896,34.63646536521462,34.69975280761719,590300
2024-03-07 00:00:00+00:00,34.916744503577156,35.27839006200372,34.14825200305527,35.016197204589844,545600
2024-03-08 00:00:00+00:00,35.44112528410767,35.64907024413409,34.38331441477386,34.5189323425293,420600
2024-03-11 00:00:00+00:00,34.491809936750336,34.62742441481307,33.83180637099784,34.24769973754883,294200
2024-03-12 00:00:00+00:00,34.320031603655806,34.754004202618,34.130169238280025,34.67263412475586,267600
2024-03-13 00:00:00+00:00,34.68167985448863,34.817294362187674,34.22058156115134,34.491817474365234,319100
2024-03-14 00:00:00+00:00,34.49180935766894,34.54605376842047,33.78660097773525,34.04879379272461,388800
2024-03-15 00:00:00+00:00,34.663593720148434,36.851539286084,34.62742847552779,35.10660934448242,2182300
2024-03-18 00:00:00+00:00,34.91673903626885,35.15180964711075,33.41591606694242,33.56057357788086,660000
2024-03-19 00:00:00+00:00,33.198933591246465,33.877016362643445,32.46660295653109,33.86797332763672,535400
2024-03-20 00:00:00+00:00,33.69619412245078,34.83537167852458,33.63290667205264,34.826332092285156,331000
2024-03-21 00:00:00+00:00,34.8172856566807,36.507974377643805,34.8172856566807,35.441123962402344,415500
2024-03-22 00:00:00+00:00,35.19701750122544,35.31455281676001,34.790167138919145,34.85345458984375,266200
2024-03-25 00:00:00+00:00,34.88961424698283,34.98906692505807,34.32906686472141,34.40139389038086,275100
2024-03-26 00:00:00+00:00,34.62742641744224,35.25126477889397,34.338111375487685,34.79920959472656,326900
2024-03-27 00:00:00+00:00,35.24221974383042,35.75756234862304,35.24221974383042,35.69427490234375,279300
2024-03-28 00:00:00+00:00,35.80277159366238,36.43564958347565,35.80277159366238,36.40852737426758,298700
2024-04-01 00:00:00+00:00,36.70688202227918,36.9057874202253,36.14633452223089,36.40852737426758,317800
2024-04-02 00:00:00+00:00,35.938390128524446,35.974555374001675,34.81729166108382,35.332637786865234,348700
2024-04-03 00:00:00+00:00,35.332633599503744,35.450165460014276,34.45564546960708,34.6455078125,288000
2024-04-04 00:00:00+00:00,35.07947724279725,35.11564248077469,34.25673704779872,34.3561897277832,307000
2024-04-05 00:00:00+00:00,34.43756237904909,35.142767328117415,34.383314518002614,35.03427505493164,310400
2024-04-08 00:00:00+00:00,35.12468884922012,35.70332242188605,35.12468884922012,35.64907455444336,324100
2024-04-09 00:00:00+00:00,35.920307505785836,35.920307505785836,35.07948451743227,35.332637786865234,325400
2024-04-10 00:00:00+00:00,34.7539995964419,34.7539995964419,33.93125933994907,34.34715270996094,337000
2024-04-11 00:00:00+00:00,34.45665518252482,34.57528341813181,34.073399548840435,34.43840789794922,235300
2024-04-12 00:00:00+00:00,34.228521702081395,34.356277045529566,33.489384931791456,33.60801315307617,287100
2024-04-15 00:00:00+00:00,33.73576891130885,33.94564749260158,32.88712746292049,33.334259033203125,328000
