"('date', '')","('open', 'COSO')","('high', 'COSO')","('low', 'COSO')","('close', 'COSO')","('volume', 'COSO')"
2025-05-08 00:00:00+00:00,19.63800048828125,20.899999618530273,19.63800048828125,20.899999618530273,2000
2025-05-09 00:00:00+00:00,20.899999618530273,20.899999618530273,20.899999618530273,20.899999618530273,0
2025-05-12 00:00:00+00:00,20.899999618530273,20.899999618530273,20.899999618530273,20.899999618530273,0
2025-05-13 00:00:00+00:00,20.899999618530273,20.899999618530273,20.899999618530273,20.899999618530273,0
2025-05-14 00:00:00+00:00,19.5,19.5,19.5,19.5,500
2025-05-15 00:00:00+00:00,20.040000915527344,20.040000915527344,20.007999420166016,20.040000915527344,1500
2025-05-16 00:00:00+00:00,20.040000915527344,20.040000915527344,20.040000915527344,20.040000915527344,0
2025-05-19 00:00:00+00:00,20.040000915527344,20.040000915527344,20.040000915527344,20.040000915527344,0
2025-05-20 00:00:00+00:00,19.399999618530273,20.040000915527344,19.399999618530273,20.040000915527344,1400
2025-05-21 00:00:00+00:00,20.040000915527344,20.040000915527344,20.040000915527344,20.040000915527344,0
2025-05-22 00:00:00+00:00,20.040000915527344,20.040000915527344,20.040000915527344,20.040000915527344,0
2025-05-23 00:00:00+00:00,20.040000915527344,20.040000915527344,20.040000915527344,20.040000915527344,0
2025-05-27 00:00:00+00:00,20.040000915527344,20.040000915527344,20.040000915527344,20.040000915527344,100
2025-05-28 00:00:00+00:00,20.040000915527344,20.040000915527344,20.040000915527344,20.040000915527344,0
2025-05-29 00:00:00+00:00,19.864999771118164,19.864999771118164,19.864999771118164,19.864999771118164,400
2025-05-30 00:00:00+00:00,20.709999084472656,20.952999114990234,20.709999084472656,20.950000762939453,900
2025-06-02 00:00:00+00:00,20.702999114990234,20.702999114990234,20.010000228881836,20.128999710083008,300
2025-06-03 00:00:00+00:00,21.0,21.0,21.0,21.0,100
2025-06-04 00:00:00+00:00,21.0,21.0,21.0,21.0,0
2025-06-05 00:00:00+00:00,21.0,21.0,21.0,21.0,0
2025-06-06 00:00:00+00:00,21.0,21.0,21.0,21.0,0
2025-06-09 00:00:00+00:00,21.0,21.0,21.0,21.0,0
2025-06-10 00:00:00+00:00,21.0,21.0,21.0,21.0,0
2025-06-11 00:00:00+00:00,21.0,21.0,21.0,21.0,0
2025-06-12 00:00:00+00:00,20.0,20.0,20.0,20.0,100
2025-06-13 00:00:00+00:00,19.790000915527344,19.790000915527344,19.350000381469727,19.350000381469727,500
2025-06-16 00:00:00+00:00,19.350000381469727,19.350000381469727,19.350000381469727,19.350000381469727,0
2025-06-17 00:00:00+00:00,19.350000381469727,19.350000381469727,19.350000381469727,19.350000381469727,0
2025-06-18 00:00:00+00:00,20.204999923706055,20.399999618530273,20.204999923706055,20.204999923706055,900
2025-06-20 00:00:00+00:00,20.006999969482422,20.006999969482422,20.006999969482422,20.006999969482422,200
2025-06-23 00:00:00+00:00,19.790000915527344,19.790000915527344,19.399999618530273,19.399999618530273,500
2025-06-24 00:00:00+00:00,21.0,22.0,20.937999725341797,22.0,1700
2025-06-25 00:00:00+00:00,21.524999618530273,21.635000228881836,20.969999313354492,21.020000457763672,1800
