"('date', '')","('open', 'COSO')","('high', 'COSO')","('low', 'COSO')","('close', 'COSO')","('volume', 'COSO')"
2025-06-26 00:00:00+00:00,21.030000686645508,21.049999237060547,21.030000686645508,21.030000686645508,700
2025-06-27 00:00:00+00:00,21.0,21.200000762939453,20.600000381469727,21.200000762939453,2500
2025-06-30 00:00:00+00:00,21.25,21.290000915527344,21.25,21.290000915527344,800
2025-07-01 00:00:00+00:00,21.350000381469727,21.350000381469727,20.260000228881836,20.906999588012695,2600
2025-07-02 00:00:00+00:00,21.93000030517578,21.93000030517578,20.899999618530273,21.5,287100
2025-07-03 00:00:00+00:00,21.5,21.530000686645508,21.25,21.25,131300
2025-07-07 00:00:00+00:00,22.68400001525879,22.68400001525879,21.0,21.25,33700
2025-07-08 00:00:00+00:00,21.34000015258789,21.5,21.25,21.440000534057617,31800
2025-07-09 00:00:00+00:00,21.549999237060547,21.899999618530273,21.270000457763672,21.299999237060547,33100
2025-07-10 00:00:00+00:00,21.450000762939453,21.489999771118164,21.049999237060547,21.06999969482422,34900
2025-07-11 00:00:00+00:00,21.030000686645508,21.43000030517578,21.0,21.3700008392334,30200
2025-07-14 00:00:00+00:00,21.170000076293945,21.649999618530273,21.049999237060547,21.19499969482422,42600
2025-07-15 00:00:00+00:00,21.43000030517578,21.54599952697754,21.010000228881836,21.110000610351562,9800
2025-07-16 00:00:00+00:00,21.049999237060547,21.31999969482422,21.049999237060547,21.31999969482422,1700
2025-07-17 00:00:00+00:00,21.479999542236328,21.479999542236328,21.0,21.040000915527344,20700
2025-07-18 00:00:00+00:00,21.1200008392334,21.18000030517578,21.100000381469727,21.15999984741211,2700
2025-07-21 00:00:00+00:00,21.5,21.5,21.0,21.0,15600
2025-07-22 00:00:00+00:00,21.0,21.5,20.950000762939453,21.059999465942383,99400
2025-07-23 00:00:00+00:00,21.149999618530273,21.229999542236328,20.959999084472656,20.989999771118164,6600
2025-07-24 00:00:00+00:00,21.100000381469727,21.1299991607666,20.90999984741211,21.06999969482422,6800
2025-07-25 00:00:00+00:00,21.1299991607666,21.479999542236328,20.899999618530273,21.299999237060547,7500
2025-07-28 00:00:00+00:00,21.3700008392334,21.3700008392334,20.99799919128418,21.079999923706055,12000
2025-07-29 00:00:00+00:00,21.399999618530273,21.399999618530273,20.979999542236328,21.0,11700
2025-07-30 00:00:00+00:00,21.18000030517578,21.18000030517578,20.899999618530273,20.90999984741211,9300
2025-07-31 00:00:00+00:00,20.989999771118164,21.399999618530273,20.770000457763672,20.979999542236328,30500
2025-08-01 00:00:00+00:00,20.940000534057617,21.163999557495117,20.299999237060547,20.489999771118164,30100
2025-08-04 00:00:00+00:00,20.270000457763672,20.739999771118164,20.110000610351562,20.3700008392334,36800
2025-08-05 00:00:00+00:00,20.479999542236328,20.746999740600586,19.889999389648438,20.299999237060547,34900
2025-08-06 00:00:00+00:00,20.18000030517578,20.360000610351562,19.81999969482422,19.920000076293945,16800
2025-08-07 00:00:00+00:00,19.969999313354492,21.329999923706055,19.65999984741211,20.739999771118164,19600
2025-08-08 00:00:00+00:00,20.670000076293945,20.670000076293945,19.549999237060547,20.170000076293945,45700
2025-08-11 00:00:00+00:00,20.3700008392334,20.3700008392334,19.75,19.989999771118164,10700
2025-08-12 00:00:00+00:00,19.540000915527344,20.200000762939453,19.540000915527344,20.049999237060547,10400
2025-08-13 00:00:00+00:00,20.100000381469727,21.799999237060547,19.239999771118164,20.06999969482422,38800
2025-08-14 00:00:00+00:00,20.149999618530273,20.149999618530273,19.850000381469727,20.045000076293945,8800
2025-08-15 00:00:00+00:00,20.0,20.25,19.75,20.040000915527344,18800
2025-08-18 00:00:00+00:00,20.0,21.260000228881836,20.0,21.15999984741211,8800
2025-08-19 00:00:00+00:00,21.100000381469727,21.149999618530273,20.735000610351562,21.149999618530273,6800
2025-08-20 00:00:00+00:00,20.739999771118164,21.479999542236328,20.739999771118164,21.479999542236328,5500
2025-08-21 00:00:00+00:00,21.229999542236328,21.969999313354492,21.0,21.260000228881836,10100
2025-08-22 00:00:00+00:00,21.5,22.25,20.895000457763672,22.25,18100
2025-08-25 00:00:00+00:00,22.149999618530273,22.25,21.25,21.309999465942383,64200
2025-08-26 00:00:00+00:00,21.18000030517578,21.774999618530273,21.18000030517578,21.649999618530273,1600
2025-08-27 00:00:00+00:00,21.559999465942383,22.229999542236328,21.5,21.739999771118164,5900
2025-08-28 00:00:00+00:00,21.6200008392334,22.06999969482422,21.40999984741211,21.75,25400
2025-08-29 00:00:00+00:00,21.420000076293945,22.0,21.420000076293945,21.68000030517578,11300
2025-09-02 00:00:00+00:00,21.649999618530273,21.989999771118164,21.399999618530273,21.649999618530273,6400
2025-09-03 00:00:00+00:00,21.68000030517578,21.979999542236328,21.524999618530273,21.770000457763672,5100
2025-09-04 00:00:00+00:00,21.979999542236328,22.280000686645508,21.575000762939453,22.059999465942383,14500
2025-09-05 00:00:00+00:00,21.969999313354492,22.665000915527344,21.969999313354492,22.350000381469727,27500
2025-09-08 00:00:00+00:00,22.81999969482422,24.25,22.280000686645508,23.360000610351562,114600
2025-09-09 00:00:00+00:00,23.450000762939453,23.584999084472656,22.81999969482422,23.010000228881836,61600
2025-09-10 00:00:00+00:00,23.0,23.388999938964844,22.809999465942383,23.18000030517578,31700
2025-09-11 00:00:00+00:00,23.329999923706055,23.4950008392334,23.149999618530273,23.149999618530273,41900
2025-09-12 00:00:00+00:00,23.229999542236328,23.739999771118164,23.125,23.290000915527344,30400
2025-09-15 00:00:00+00:00,23.3799991607666,23.795000076293945,23.200000762939453,23.31999969482422,39500
2025-09-16 00:00:00+00:00,23.329999923706055,23.329999923706055,23.100000381469727,23.209999084472656,16900
2025-09-17 00:00:00+00:00,23.239999771118164,23.924999237060547,23.239999771118164,23.469999313354492,63500
2025-09-18 00:00:00+00:00,23.729999542236328,23.84000015258789,23.420000076293945,23.420000076293945,54100
2025-09-19 00:00:00+00:00,23.489999771118164,24.09000015258789,23.489999771118164,23.8700008392334,892700
2025-09-22 00:00:00+00:00,23.780000686645508,23.829999923706055,23.3700008392334,23.3700008392334,41000
2025-09-23 00:00:00+00:00,23.479999542236328,23.690000534057617,23.1200008392334,23.1200008392334,28600
2025-09-24 00:00:00+00:00,23.110000610351562,23.299999237060547,22.889999389648438,22.959999084472656,14300
2025-09-25 00:00:00+00:00,22.829999923706055,23.079999923706055,22.829999923706055,22.8700008392334,6900
2025-09-26 00:00:00+00:00,22.889999389648438,23.040000915527344,22.889999389648438,23.030000686645508,9100
