"('date', '')","('open', 'ARQT')","('high', 'ARQT')","('low', 'ARQT')","('close', 'ARQT')","('volume', 'ARQT')"
2025-09-26 00:00:00+00:00,16.75,17.69499969482422,16.709999084472656,17.56999969482422,1421630
