"('date', '')","('open', 'ACMR')","('high', 'ACMR')","('low', 'ACMR')","('close', 'ACMR')","('volume', 'ACMR')"
2024-02-29 00:00:00+00:00,31.709999084472656,32.97999954223633,30.0,30.920000076293945,3508000
2024-03-01 00:00:00+00:00,31.549999237060547,34.400001525878906,30.81599998474121,33.90999984741211,3746500
2024-03-04 00:00:00+00:00,33.560001373291016,33.720001220703125,30.030000686645508,31.920000076293945,4187600
2024-03-05 00:00:00+00:00,31.31999969482422,31.329999923706055,27.281999588012695,29.219999313354492,3264600
2024-03-06 00:00:00+00:00,31.190000534057617,31.200000762939453,29.350000381469727,30.459999084472656,1762700
2024-03-07 00:00:00+00:00,31.360000610351562,32.18000030517578,30.299999237060547,30.399999618530273,2514500
2024-03-08 00:00:00+00:00,30.5,30.75,30.01099967956543,30.15999984741211,1648300
2024-03-11 00:00:00+00:00,29.34000015258789,29.399999618530273,27.520000457763672,28.34000015258789,1571200
2024-03-12 00:00:00+00:00,28.760000228881836,29.709999084472656,28.020000457763672,29.350000381469727,1164000
2024-03-13 00:00:00+00:00,29.040000915527344,29.690000534057617,28.520000457763672,28.75,966900
2024-03-14 00:00:00+00:00,28.530000686645508,28.530000686645508,26.950000762939453,27.469999313354492,1163400
2024-03-15 00:00:00+00:00,27.100000381469727,27.6299991607666,26.78499984741211,27.110000610351562,1326100
2024-03-18 00:00:00+00:00,27.549999237060547,28.8799991607666,27.31999969482422,28.6299991607666,2149600
2024-03-19 00:00:00+00:00,27.75,27.850000381469727,24.06999969482422,27.549999237060547,3035900
2024-03-20 00:00:00+00:00,27.8799991607666,29.389999389648438,27.31999969482422,29.219999313354492,1424100
2024-03-21 00:00:00+00:00,30.030000686645508,31.05900001525879,30.030000686645508,30.190000534057617,1844400
2024-03-22 00:00:00+00:00,30.190000534057617,31.38599967956543,29.450000762939453,30.84000015258789,1253400
2024-03-25 00:00:00+00:00,30.729999542236328,32.13999938964844,29.975000381469727,30.15999984741211,1250000
2024-03-26 00:00:00+00:00,30.3799991607666,31.79400062561035,29.600000381469727,29.645000457763672,1056100
2024-03-27 00:00:00+00:00,29.860000610351562,29.93000030517578,28.149999618530273,28.700000762939453,1331700
2024-03-28 00:00:00+00:00,28.709999084472656,29.600000381469727,28.610000610351562,29.139999389648438,1343100
2024-04-01 00:00:00+00:00,29.510000228881836,31.18000030517578,29.360000610351562,30.31999969482422,1274800
2024-04-02 00:00:00+00:00,29.440000534057617,30.530000686645508,28.770000457763672,30.479999542236328,908200
2024-04-03 00:00:00+00:00,30.0,31.709999084472656,29.899999618530273,31.209999084472656,1306500
2024-04-04 00:00:00+00:00,32.25,33.400001525878906,30.399999618530273,30.610000610351562,1726600
2024-04-05 00:00:00+00:00,30.899999618530273,32.689998626708984,29.700000762939453,32.040000915527344,1734500
2024-04-08 00:00:00+00:00,32.83000183105469,32.95000076293945,31.0,31.190000534057617,993000
2024-04-09 00:00:00+00:00,31.360000610351562,31.700000762939453,29.149999618530273,29.760000228881836,1284800
2024-04-10 00:00:00+00:00,28.8799991607666,29.959999084472656,28.510000228881836,28.610000610351562,1327700
2024-04-11 00:00:00+00:00,28.84000015258789,30.10099983215332,28.299999237060547,30.049999237060547,940200
2024-04-12 00:00:00+00:00,29.540000915527344,29.780000686645508,28.469999313354492,28.610000610351562,893800
2024-04-15 00:00:00+00:00,29.030000686645508,29.68000030517578,28.010000228881836,28.209999084472656,1300900
2024-04-16 00:00:00+00:00,27.81999969482422,29.190000534057617,27.6200008392334,28.84000015258789,760600
2024-04-17 00:00:00+00:00,28.899999618530273,29.25,27.610000610351562,27.90999984741211,848300
2024-04-18 00:00:00+00:00,27.700000762939453,28.40999984741211,26.788999557495117,27.405000686645508,1255800
2024-04-19 00:00:00+00:00,27.0,27.211000442504883,24.5,25.0,1791200
2024-04-22 00:00:00+00:00,25.530000686645508,26.15999984741211,25.0,25.75,1007800
2024-04-23 00:00:00+00:00,26.139999389648438,28.25,25.899999618530273,27.389999389648438,1796600
2024-04-24 00:00:00+00:00,28.190000534057617,29.16900062561035,27.559999465942383,28.149999618530273,1215300
2024-04-25 00:00:00+00:00,27.280000686645508,28.579999923706055,26.670000076293945,28.290000915527344,1088900
2024-04-26 00:00:00+00:00,26.06999969482422,28.940000534057617,25.332000732421875,27.040000915527344,2549200
2024-04-29 00:00:00+00:00,27.110000610351562,27.15999984741211,25.1299991607666,26.729999542236328,1057500
2024-04-30 00:00:00+00:00,26.5,26.65999984741211,25.5,25.520000457763672,942100
2024-05-01 00:00:00+00:00,25.139999389648438,26.040000915527344,24.56999969482422,24.920000076293945,1023000
2024-05-02 00:00:00+00:00,25.75,26.565000534057617,25.030000686645508,26.510000228881836,1084000
2024-05-03 00:00:00+00:00,27.3700008392334,27.81100082397461,26.850000381469727,27.0,883900
2024-05-06 00:00:00+00:00,27.510000228881836,27.969999313354492,27.389999389648438,27.75,1031100
2024-05-07 00:00:00+00:00,27.700000762939453,27.969999313354492,27.020000457763672,27.329999923706055,1182400
2024-05-08 00:00:00+00:00,27.530000686645508,28.209999084472656,25.399999618530273,25.559999465942383,1760900
2024-05-09 00:00:00+00:00,26.0,26.30500030517578,25.100000381469727,25.290000915527344,1006900
2024-05-10 00:00:00+00:00,25.31999969482422,25.559999465942383,22.739999771118164,23.125,2257600
2024-05-13 00:00:00+00:00,23.399999618530273,23.975000381469727,22.520000457763672,23.020000457763672,1331300
2024-05-14 00:00:00+00:00,23.239999771118164,23.59000015258789,23.020000457763672,23.15999984741211,1343800
2024-05-15 00:00:00+00:00,23.420000076293945,23.920000076293945,22.450000762939453,23.8700008392334,1439100
2024-05-16 00:00:00+00:00,24.079999923706055,24.860000610351562,23.950000762939453,24.489999771118164,1227400
2024-05-17 00:00:00+00:00,24.459999084472656,24.969999313354492,23.739999771118164,23.799999237060547,1135700
2024-05-20 00:00:00+00:00,23.860000610351562,24.121000289916992,23.1299991607666,23.34000015258789,841800
2024-05-21 00:00:00+00:00,23.09000015258789,23.719999313354492,23.020000457763672,23.229999542236328,745200
2024-05-22 00:00:00+00:00,23.309999465942383,23.309999465942383,22.459999084472656,22.6299991607666,1133100
2024-05-23 00:00:00+00:00,23.25,23.510000228881836,22.170000076293945,22.280000686645508,810000
2024-05-24 00:00:00+00:00,22.549999237060547,22.809999465942383,22.10099983215332,22.559999465942383,970400
2024-05-28 00:00:00+00:00,22.860000610351562,23.6299991607666,22.579999923706055,23.56999969482422,1143300
2024-05-29 00:00:00+00:00,22.81999969482422,23.25,22.40999984741211,22.6200008392334,1118700
2024-05-30 00:00:00+00:00,22.760000228881836,22.760000228881836,22.149999618530273,22.350000381469727,677500
2024-05-31 00:00:00+00:00,22.40999984741211,22.44099998474121,21.1200008392334,21.600000381469727,1128200
2024-06-03 00:00:00+00:00,22.0,22.040000915527344,20.84000015258789,21.280000686645508,1456900
2024-06-04 00:00:00+00:00,21.25,21.48900032043457,20.299999237060547,20.600000381469727,1444500
2024-06-05 00:00:00+00:00,21.3799991607666,23.165000915527344,21.229999542236328,22.959999084472656,1835200
2024-06-06 00:00:00+00:00,23.030000686645508,23.299999237060547,22.422000885009766,22.75,1139300
2024-06-07 00:00:00+00:00,22.68000030517578,22.68000030517578,21.860000610351562,22.40999984741211,893000
2024-06-10 00:00:00+00:00,22.010000228881836,23.690000534057617,21.770000457763672,23.270000457763672,1420400
2024-06-11 00:00:00+00:00,23.350000381469727,23.961000442504883,22.40999984741211,22.8799991607666,1150200
2024-06-12 00:00:00+00:00,23.6299991607666,25.020000457763672,23.6299991607666,24.559999465942383,1237800
2024-06-13 00:00:00+00:00,24.809999465942383,26.850000381469727,24.739999771118164,25.450000762939453,1762900
2024-06-14 00:00:00+00:00,24.899999618530273,24.959999084472656,23.34000015258789,23.540000915527344,1221100
2024-06-17 00:00:00+00:00,23.729999542236328,24.0,23.010000228881836,23.690000534057617,1323500
2024-06-18 00:00:00+00:00,23.68000030517578,24.674999237060547,23.360000610351562,24.09000015258789,1226600
2024-06-20 00:00:00+00:00,24.1200008392334,24.149999618530273,22.820999145507812,23.020000457763672,1214600
2024-06-21 00:00:00+00:00,22.799999237060547,22.979999542236328,21.579999923706055,22.719999313354492,1240600
2024-06-24 00:00:00+00:00,22.549999237060547,22.950000762939453,21.8799991607666,22.6299991607666,695800
2024-06-25 00:00:00+00:00,22.709999084472656,22.860000610351562,21.549999237060547,21.850000381469727,1111900
2024-06-26 00:00:00+00:00,21.760000228881836,22.15999984741211,21.549999237060547,21.8799991607666,743200
2024-06-27 00:00:00+00:00,21.8799991607666,22.6200008392334,21.329999923706055,22.3700008392334,758100
2024-06-28 00:00:00+00:00,22.75,23.850000381469727,22.6299991607666,23.059999465942383,2548800
2024-07-01 00:00:00+00:00,22.969999313354492,23.31999969482422,22.149999618530273,23.190000534057617,780300
2024-07-02 00:00:00+00:00,23.170000076293945,23.489999771118164,22.450000762939453,22.790000915527344,589800
2024-07-03 00:00:00+00:00,22.739999771118164,24.100000381469727,22.55500030517578,23.8700008392334,790200
2024-07-05 00:00:00+00:00,23.959999084472656,24.809999465942383,23.59000015258789,23.940000534057617,1021400
2024-07-08 00:00:00+00:00,24.3700008392334,25.329999923706055,23.40999984741211,23.540000915527344,1428200
2024-07-09 00:00:00+00:00,23.639999389648438,23.709999084472656,22.43000030517578,22.540000915527344,1626400
2024-07-10 00:00:00+00:00,23.1200008392334,23.93000030517578,23.0,23.8799991607666,1044500
2024-07-11 00:00:00+00:00,24.5,25.030000686645508,23.3799991607666,23.8700008392334,1168900
2024-07-12 00:00:00+00:00,24.06999969482422,24.860000610351562,23.950000762939453,24.489999771118164,957100
2024-07-15 00:00:00+00:00,24.899999618530273,25.72800064086914,24.59000015258789,25.520000457763672,1518700
2024-07-16 00:00:00+00:00,25.8799991607666,25.8799991607666,23.530000686645508,23.90999984741211,1805800
2024-07-17 00:00:00+00:00,23.260000228881836,23.770000457763672,22.270000457763672,22.31999969482422,1848100
2024-07-18 00:00:00+00:00,22.959999084472656,23.229999542236328,20.860000610351562,21.1299991607666,1991700
2024-07-19 00:00:00+00:00,21.040000915527344,21.233999252319336,20.030000686645508,20.110000610351562,1305900
2024-07-22 00:00:00+00:00,20.6299991607666,21.625,20.56999969482422,21.479999542236328,1539700
2024-07-23 00:00:00+00:00,21.040000915527344,21.329999923706055,20.760000228881836,21.0049991607666,918500
2024-07-24 00:00:00+00:00,20.760000228881836,20.760000228881836,19.280000686645508,19.31999969482422,1431100
2024-07-25 00:00:00+00:00,19.0,19.309999465942383,18.1200008392334,18.700000762939453,1800300
2024-07-26 00:00:00+00:00,19.610000610351562,19.670000076293945,18.579999923706055,18.739999771118164,1248300
2024-07-29 00:00:00+00:00,18.989999771118164,19.6200008392334,18.360000610351562,18.360000610351562,806100
2024-07-30 00:00:00+00:00,18.450000762939453,18.59000015258789,17.190000534057617,17.360000610351562,1445100
2024-07-31 00:00:00+00:00,18.200000762939453,18.43600082397461,17.75,17.950000762939453,1806900
2024-08-01 00:00:00+00:00,17.950000762939453,17.950000762939453,15.869999885559082,16.270000457763672,2218500
2024-08-02 00:00:00+00:00,15.550000190734863,16.020000457763672,15.0,15.640000343322754,2476600
2024-08-05 00:00:00+00:00,14.029999732971191,15.5,13.9399995803833,15.010000228881836,1546800
2024-08-06 00:00:00+00:00,15.329999923706055,15.380000114440918,14.630000114440918,15.125,1997600
2024-08-07 00:00:00+00:00,18.15999984741211,18.530000686645508,16.5,17.59000015258789,4659800
2024-08-08 00:00:00+00:00,18.049999237060547,19.700000762939453,18.049999237060547,19.489999771118164,2557100
2024-08-09 00:00:00+00:00,19.209999084472656,19.634000778198242,18.59000015258789,19.100000381469727,1646900
2024-08-12 00:00:00+00:00,19.09000015258789,19.219999313354492,18.31999969482422,18.889999389648438,1158400
2024-08-13 00:00:00+00:00,19.1299991607666,19.43000030517578,18.860000610351562,19.3799991607666,797200
2024-08-14 00:00:00+00:00,19.479999542236328,20.209999084472656,19.110000610351562,19.68000030517578,1283400
2024-08-15 00:00:00+00:00,19.829999923706055,20.389999389648438,19.614999771118164,20.309999465942383,1226800
2024-08-16 00:00:00+00:00,20.040000915527344,20.489999771118164,19.860000610351562,20.020000457763672,986700
2024-08-19 00:00:00+00:00,19.959999084472656,20.34000015258789,19.579999923706055,20.290000915527344,636900
2024-08-20 00:00:00+00:00,20.31999969482422,20.344999313354492,19.610000610351562,19.889999389648438,661100
2024-08-21 00:00:00+00:00,20.100000381469727,20.200000762939453,19.631000518798828,19.940000534057617,725400
2024-08-22 00:00:00+00:00,19.940000534057617,19.989999771118164,19.110000610351562,19.219999313354492,862300
2024-08-23 00:00:00+00:00,19.280000686645508,19.84000015258789,19.280000686645508,19.489999771118164,799600
2024-08-26 00:00:00+00:00,19.489999771118164,19.489999771118164,18.5,18.600000381469727,820400
2024-08-27 00:00:00+00:00,18.5,18.600000381469727,18.100000381469727,18.420000076293945,755400
2024-08-28 00:00:00+00:00,18.219999313354492,18.520000457763672,17.43400001525879,17.860000610351562,1052600
2024-08-29 00:00:00+00:00,18.229999542236328,18.309999465942383,17.700000762939453,17.780000686645508,828900
2024-08-30 00:00:00+00:00,18.200000762939453,18.299999237060547,17.809999465942383,18.040000915527344,774000
2024-09-03 00:00:00+00:00,17.600000381469727,17.649999618530273,16.600000381469727,16.704999923706055,1092500
2024-09-04 00:00:00+00:00,16.530000686645508,16.850000381469727,16.290000915527344,16.469999313354492,1322500
2024-09-05 00:00:00+00:00,16.56999969482422,16.860000610351562,16.170000076293945,16.530000686645508,871300
2024-09-06 00:00:00+00:00,16.329999923706055,16.420000076293945,15.595000267028809,15.649999618530273,1059800
2024-09-09 00:00:00+00:00,15.770000457763672,15.869999885559082,15.430000305175781,15.600000381469727,1130100
2024-09-10 00:00:00+00:00,15.729999542236328,15.930000305175781,15.40999984741211,15.869999885559082,929600
2024-09-11 00:00:00+00:00,15.979999542236328,16.68000030517578,15.520000457763672,16.639999389648438,785500
2024-09-12 00:00:00+00:00,16.56999969482422,16.649999618530273,15.949999809265137,16.260000228881836,1167800
2024-09-13 00:00:00+00:00,16.520000457763672,17.18000030517578,16.5,16.799999237060547,1015800
2024-09-16 00:00:00+00:00,16.549999237060547,16.649999618530273,16.139999389648438,16.3700008392334,633500
2024-09-17 00:00:00+00:00,16.700000762939453,16.979999542236328,16.513999938964844,16.780000686645508,578200
2024-09-18 00:00:00+00:00,16.780000686645508,17.184999465942383,16.3799991607666,16.530000686645508,889200
2024-09-19 00:00:00+00:00,17.350000381469727,17.56999969482422,16.95199966430664,17.475000381469727,962000
2024-09-20 00:00:00+00:00,17.239999771118164,17.374000549316406,16.8799991607666,17.040000915527344,767600
2024-09-23 00:00:00+00:00,17.139999389648438,17.209999084472656,16.73200035095215,17.06999969482422,630200
2024-09-24 00:00:00+00:00,17.719999313354492,18.299999237060547,17.1200008392334,18.200000762939453,1461700
2024-09-25 00:00:00+00:00,18.0,18.5,17.665000915527344,17.739999771118164,986800
2024-09-26 00:00:00+00:00,19.09000015258789,19.920000076293945,18.43000030517578,19.30500030517578,1886000
2024-09-27 00:00:00+00:00,19.389999389648438,19.739999771118164,19.010000228881836,19.489999771118164,871600
2024-09-30 00:00:00+00:00,19.84000015258789,21.290000915527344,19.760000228881836,20.299999237060547,2257700
2024-10-01 00:00:00+00:00,20.280000686645508,20.290000915527344,18.40999984741211,19.030000686645508,1929300
2024-10-02 00:00:00+00:00,19.969999313354492,20.239999771118164,19.020000457763672,19.110000610351562,1379500
2024-10-03 00:00:00+00:00,18.600000381469727,19.56999969482422,18.579999923706055,18.899999618530273,765200
2024-10-04 00:00:00+00:00,21.700000762939453,22.225000381469727,20.709999084472656,22.040000915527344,6074500
2024-10-07 00:00:00+00:00,23.360000610351562,26.31999969482422,22.989999771118164,23.594999313354492,6371200
2024-10-08 00:00:00+00:00,21.90999984741211,22.524999618530273,20.530000686645508,21.80500030517578,2770800
2024-10-09 00:00:00+00:00,21.700000762939453,22.280000686645508,21.43000030517578,22.06999969482422,1305200
2024-10-10 00:00:00+00:00,21.5,21.790000915527344,20.649999618530273,20.770000457763672,1513800
2024-10-11 00:00:00+00:00,20.360000610351562,21.600000381469727,20.341999053955078,21.31999969482422,1012000
2024-10-14 00:00:00+00:00,21.3700008392334,21.65999984741211,20.75,21.329999923706055,801300
2024-10-15 00:00:00+00:00,20.959999084472656,21.309999465942383,19.549999237060547,19.56999969482422,1620400
2024-10-16 00:00:00+00:00,19.799999237060547,19.905000686645508,19.367000579833984,19.459999084472656,855000
2024-10-17 00:00:00+00:00,19.520000457763672,19.530000686645508,18.450000762939453,19.0049991607666,1871900
2024-10-18 00:00:00+00:00,19.739999771118164,20.25,19.125,19.209999084472656,1533800
2024-10-21 00:00:00+00:00,19.149999618530273,19.43000030517578,18.989999771118164,19.149999618530273,738500
2024-10-22 00:00:00+00:00,19.049999237060547,20.049999237060547,18.9950008392334,19.43000030517578,840300
2024-10-23 00:00:00+00:00,19.239999771118164,19.690000534057617,18.860000610351562,19.079999923706055,1017200
2024-10-24 00:00:00+00:00,19.350000381469727,19.799999237060547,19.059999465942383,19.239999771118164,822100
2024-10-25 00:00:00+00:00,19.3700008392334,20.149999618530273,19.31999969482422,19.520000457763672,803900
2024-10-28 00:00:00+00:00,19.469999313354492,20.040000915527344,19.450000762939453,19.690000534057617,688800
2024-10-29 00:00:00+00:00,19.760000228881836,20.05500030517578,19.290000915527344,19.96500015258789,871100
2024-10-30 00:00:00+00:00,20.030000686645508,20.399999618530273,19.709999084472656,20.030000686645508,916500
2024-10-31 00:00:00+00:00,19.8799991607666,20.0,18.56999969482422,18.795000076293945,1397100
2024-11-01 00:00:00+00:00,18.90999984741211,19.260000228881836,18.510000228881836,18.549999237060547,1069400
2024-11-04 00:00:00+00:00,18.56999969482422,19.190000534057617,18.559999465942383,18.559999465942383,1224900
2024-11-05 00:00:00+00:00,18.6299991607666,19.09000015258789,18.110000610351562,18.18000030517578,1654500
2024-11-06 00:00:00+00:00,18.18000030517578,19.020000457763672,17.920000076293945,18.950000762939453,2053300
2024-11-07 00:00:00+00:00,21.290000915527344,22.1200008392334,19.700000762939453,20.600000381469727,2702200
2024-11-08 00:00:00+00:00,20.0,20.37299919128418,18.850000381469727,19.219999313354492,1786200
2024-11-11 00:00:00+00:00,19.299999237060547,19.68000030517578,18.690000534057617,19.09000015258789,1420800
2024-11-12 00:00:00+00:00,19.030000686645508,19.1200008392334,18.360000610351562,18.670000076293945,1240700
2024-11-13 00:00:00+00:00,18.610000610351562,18.920000076293945,18.479999542236328,18.59000015258789,985900
2024-11-14 00:00:00+00:00,18.889999389648438,18.989999771118164,18.479999542236328,18.729999542236328,850200
2024-11-15 00:00:00+00:00,18.389999389648438,18.6200008392334,18.114999771118164,18.329999923706055,967400
2024-11-18 00:00:00+00:00,18.350000381469727,18.924999237060547,18.34000015258789,18.450000762939453,715600
2024-11-19 00:00:00+00:00,18.420000076293945,18.600000381469727,18.209999084472656,18.399999618530273,498700
2024-11-20 00:00:00+00:00,18.239999771118164,18.797000885009766,18.209999084472656,18.68000030517578,586000
2024-11-21 00:00:00+00:00,18.739999771118164,19.610000610351562,18.59000015258789,19.18000030517578,916000
2024-11-22 00:00:00+00:00,19.040000915527344,19.30500030517578,18.780000686645508,18.790000915527344,998600
2024-11-25 00:00:00+00:00,19.079999923706055,19.149999618530273,18.399999618530273,18.440000534057617,981400
2024-11-26 00:00:00+00:00,18.3799991607666,18.440000534057617,17.1200008392334,17.3700008392334,1879500
2024-11-27 00:00:00+00:00,17.600000381469727,17.68899917602539,16.93000030517578,17.270000457763672,1266800
2024-11-29 00:00:00+00:00,17.34000015258789,17.670000076293945,17.1200008392334,17.190000534057617,985000
2024-12-02 00:00:00+00:00,16.75,17.239999771118164,15.449999809265137,15.65999984741211,4610700
2024-12-03 00:00:00+00:00,15.760000228881836,16.280000686645508,15.710000038146973,16.200000762939453,2377000
2024-12-04 00:00:00+00:00,16.350000381469727,16.84000015258789,16.079999923706055,16.56999969482422,2094500
2024-12-05 00:00:00+00:00,16.5,16.56999969482422,13.869999885559082,14.100000381469727,6070700
2024-12-06 00:00:00+00:00,14.359999656677246,15.09000015258789,14.220000267028809,14.890000343322754,2206400
2024-12-09 00:00:00+00:00,15.430000305175781,16.450000762939453,15.40999984741211,16.020000457763672,2236400
2024-12-10 00:00:00+00:00,15.779999732971191,16.020000457763672,15.329999923706055,15.779999732971191,1841500
2024-12-11 00:00:00+00:00,15.920000076293945,16.100000381469727,15.494999885559082,15.600000381469727,1228300
2024-12-12 00:00:00+00:00,15.350000381469727,15.600000381469727,15.199999809265137,15.260000228881836,860900
2024-12-13 00:00:00+00:00,15.399999618530273,15.619999885559082,15.180000305175781,15.59000015258789,1471600
2024-12-16 00:00:00+00:00,15.619999885559082,15.630000114440918,15.210000038146973,15.239999771118164,781000
2024-12-17 00:00:00+00:00,15.369999885559082,15.510000228881836,15.064000129699707,15.300000190734863,836800
2024-12-18 00:00:00+00:00,15.470000267028809,16.190000534057617,14.899999618530273,15.15999984741211,1445300
2024-12-19 00:00:00+00:00,15.699999809265137,15.890000343322754,15.130000114440918,15.210000038146973,1500800
2024-12-20 00:00:00+00:00,14.890000343322754,15.180000305175781,14.710000038146973,14.90999984741211,1199900
2024-12-23 00:00:00+00:00,15.0600004196167,15.300000190734863,14.970000267028809,15.289999961853027,606100
2024-12-24 00:00:00+00:00,15.3100004196167,15.489999771118164,15.199999809265137,15.380000114440918,363500
2024-12-26 00:00:00+00:00,15.300000190734863,15.6899995803833,15.100000381469727,15.65999984741211,747500
2024-12-27 00:00:00+00:00,15.5600004196167,15.600000381469727,15.0600004196167,15.199999809265137,903800
2024-12-30 00:00:00+00:00,15.029999732971191,15.140000343322754,14.647000312805176,15.069999694824219,1034100
2024-12-31 00:00:00+00:00,15.15999984741211,15.274999618530273,14.930000305175781,15.100000381469727,1117500
2025-01-02 00:00:00+00:00,15.210000038146973,15.770000457763672,15.180000305175781,15.569999694824219,986600
2025-01-03 00:00:00+00:00,15.800000190734863,16.125999450683594,15.380000114440918,15.5,1142900
2025-01-06 00:00:00+00:00,16.149999618530273,16.5,15.8149995803833,15.869999885559082,1202900
2025-01-07 00:00:00+00:00,15.989999771118164,16.329999923706055,15.789999961853027,16.149999618530273,899500
2025-01-08 00:00:00+00:00,15.859999656677246,16.0049991607666,15.319999694824219,15.40999984741211,790800
2025-01-10 00:00:00+00:00,15.460000038146973,15.760000228881836,15.239999771118164,15.619999885559082,1191700
2025-01-13 00:00:00+00:00,15.1899995803833,15.529999732971191,14.970000267028809,15.489999771118164,710500
2025-01-14 00:00:00+00:00,16.5,17.989999771118164,16.440000534057617,17.860000610351562,2961300
2025-01-15 00:00:00+00:00,18.389999389648438,18.489999771118164,17.790000915527344,17.889999389648438,1847500
2025-01-16 00:00:00+00:00,18.075000762939453,18.3700008392334,17.040000915527344,17.68000030517578,1220700
2025-01-17 00:00:00+00:00,18.0,18.100000381469727,17.579999923706055,17.639999389648438,675600
2025-01-21 00:00:00+00:00,17.709999084472656,18.81999969482422,17.290000915527344,18.59000015258789,1252900
2025-01-22 00:00:00+00:00,18.639999389648438,19.3799991607666,18.56999969482422,18.690000534057617,978800
2025-01-23 00:00:00+00:00,18.270000457763672,18.559999465942383,18.18000030517578,18.420000076293945,672000
2025-01-24 00:00:00+00:00,18.5,18.799999237060547,18.229999542236328,18.600000381469727,736400
2025-01-27 00:00:00+00:00,17.899999618530273,18.0,16.81999969482422,17.219999313354492,1370200
