"('date', '')","('open', 'CXDO')","('high', 'CXDO')","('low', 'CXDO')","('close', 'CXDO')","('volume', 'CXDO')"
2018-03-27 00:00:00+00:00,2.8904404640197754,2.8904404640197754,2.8904404640197754,2.8904404640197754,500
2018-03-28 00:00:00+00:00,2.7617565613888386,2.771655321121216,2.672667723797441,2.771655321121216,4400
2018-03-29 00:00:00+00:00,2.5736798904686187,2.771655321121216,2.5736798904686187,2.771655321121216,3500
2018-04-02 00:00:00+00:00,2.7716553122898824,2.8211491107940674,2.7716553122898824,2.8211491107940674,6200
2018-04-03 00:00:00+00:00,2.8211491107940674,2.8211491107940674,2.8211491107940674,2.8211491107940674,500
2018-04-04 00:00:00+00:00,2.8211491107940674,2.8211491107940674,2.8211491107940674,2.8211491107940674,0
2018-04-05 00:00:00+00:00,2.8211491107940674,2.8211491107940674,2.8211491107940674,2.8211491107940674,5000
2018-04-06 00:00:00+00:00,2.8211491107940674,2.8211491107940674,2.8211491107940674,2.8211491107940674,0
2018-04-09 00:00:00+00:00,2.8211491107940674,2.8211491107940674,2.8211491107940674,2.8211491107940674,0
2018-04-10 00:00:00+00:00,2.8211491107940674,2.8211491107940674,2.8211491107940674,2.8211491107940674,300
2018-04-11 00:00:00+00:00,2.8211491107940674,2.860744385602463,2.8211491107940674,2.8211491107940674,5700
2018-04-12 00:00:00+00:00,2.6726677417755127,2.6726677417755127,2.6726677417755127,2.6726677417755127,100
2018-04-13 00:00:00+00:00,2.6726677417755127,2.6726677417755127,2.6726677417755127,2.6726677417755127,0
2018-04-16 00:00:00+00:00,2.801351609568883,2.801351609568883,2.7221615314483643,2.7221615314483643,1600
2018-04-17 00:00:00+00:00,2.732060291213429,2.732060291213429,2.7221615314483643,2.7221615314483643,6100
2018-04-18 00:00:00+00:00,2.6726677152815124,2.8211491107940674,2.6726677152815124,2.8211491107940674,5300
2018-04-19 00:00:00+00:00,2.82114917851668,2.82114917851668,2.2866156698297346,2.4746923446655273,4900
2018-04-20 00:00:00+00:00,2.524186134338379,2.524186134338379,2.524186134338379,2.524186134338379,500
2018-04-23 00:00:00+00:00,2.7716553678226328,2.821149167318473,2.524186134338379,2.524186134338379,4000
2018-04-24 00:00:00+00:00,2.5736799440501272,2.593477463927047,2.4746923446655273,2.4746923446655273,34800
2018-04-25 00:00:00+00:00,2.4746923446655273,2.4746923446655273,2.4746923446655273,2.4746923446655273,0
2018-04-26 00:00:00+00:00,2.4746923446655273,2.4746923446655273,2.4746923446655273,2.4746923446655273,0
2018-04-27 00:00:00+00:00,2.4746923446655273,2.4746923446655273,2.4746923446655273,2.4746923446655273,0
2018-04-30 00:00:00+00:00,2.4746923446655273,2.4746923446655273,2.4746923446655273,2.4746923446655273,0
2018-05-01 00:00:00+00:00,2.4746923446655273,2.4746923446655273,2.4746923446655273,2.4746923446655273,0
2018-05-02 00:00:00+00:00,2.4746923446655273,2.4746923446655273,2.4746923446655273,2.4746923446655273,0
2018-05-03 00:00:00+00:00,2.4746923446655273,2.4746923446655273,2.4746923446655273,2.4746923446655273,0
2018-05-04 00:00:00+00:00,2.4746923446655273,2.4746923446655273,2.4746923446655273,2.4746923446655273,0
2018-05-07 00:00:00+00:00,2.4746923446655273,2.4746923446655273,2.4746923446655273,2.4746923446655273,1000
2018-05-08 00:00:00+00:00,2.5736796855926514,2.5736796855926514,2.5736796855926514,2.5736796855926514,1100
2018-05-09 00:00:00+00:00,2.5736796855926514,2.5736796855926514,2.5736796855926514,2.5736796855926514,0
2018-05-10 00:00:00+00:00,2.5736796855926514,2.5736796855926514,2.5736796855926514,2.5736796855926514,100
2018-05-11 00:00:00+00:00,2.5736796855926514,2.5736796855926514,2.5736796855926514,2.5736796855926514,0
2018-05-14 00:00:00+00:00,2.8211491107940674,2.8211491107940674,2.8211491107940674,2.8211491107940674,300
2018-05-15 00:00:00+00:00,2.87064266204834,2.87064266204834,2.87064266204834,2.87064266204834,1300
2018-05-16 00:00:00+00:00,2.5736796855926514,2.5736796855926514,2.5736796855926514,2.5736796855926514,2800
2018-05-17 00:00:00+00:00,2.5736798904686187,2.771655321121216,2.5736798904686187,2.771655321121216,2800
2018-05-18 00:00:00+00:00,2.8211491107940674,2.8211491107940674,2.8211491107940674,2.8211491107940674,1000
2018-05-21 00:00:00+00:00,2.8211492082697855,2.8211492082697855,2.8112504482269287,2.8112504482269287,5200
2018-05-22 00:00:00+00:00,2.781554071990719,2.8211491107940674,2.781554071990719,2.8211491107940674,400
2018-05-23 00:00:00+00:00,2.8211491107940674,2.8211491107940674,2.8211491107940674,2.8211491107940674,100
2018-05-24 00:00:00+00:00,2.722161305763586,2.722161305763586,2.5736796855926514,2.5736796855926514,200
2018-05-25 00:00:00+00:00,2.831047393905563,2.87064266204834,2.831047393905563,2.87064266204834,1000
2018-05-29 00:00:00+00:00,2.87064266204834,2.87064266204834,2.87064266204834,2.87064266204834,1200
2018-05-30 00:00:00+00:00,2.8211491107940674,2.8211491107940674,2.8211491107940674,2.8211491107940674,1500
2018-05-31 00:00:00+00:00,2.771655321121216,2.771655321121216,2.771655321121216,2.771655321121216,200
2018-06-01 00:00:00+00:00,2.8211488952075228,2.8211488952075228,2.5736796855926514,2.5736796855926514,2900
2018-06-04 00:00:00+00:00,2.5736796855926514,2.5736796855926514,2.5736796855926514,2.5736796855926514,0
2018-06-05 00:00:00+00:00,2.781553976555161,2.831047773361206,2.781553976555161,2.831047773361206,700
2018-06-06 00:00:00+00:00,2.8211491107940674,2.8211491107940674,2.8211491107940674,2.8211491107940674,500
2018-06-07 00:00:00+00:00,2.8211491107940674,2.8211491107940674,2.8211491107940674,2.8211491107940674,0
2018-06-08 00:00:00+00:00,2.7221614498860744,2.7221614498860744,2.6330726146698,2.6330726146698,1000
2018-06-11 00:00:00+00:00,2.8112503510932303,2.8211491107940674,2.8112503510932303,2.8211491107940674,400
2018-06-12 00:00:00+00:00,2.8211491107940674,2.8211491107940674,2.8211491107940674,2.8211491107940674,0
2018-06-13 00:00:00+00:00,2.8013516191620296,2.821149138759955,2.6726677417755127,2.6726677417755127,1500
2018-06-14 00:00:00+00:00,2.8310478888640773,2.8310478888640773,2.7221615314483643,2.7221615314483643,1700
2018-06-15 00:00:00+00:00,2.7518578107435587,2.8310478888640773,2.7221615314483643,2.7221615314483643,2100
2018-06-18 00:00:00+00:00,2.7221615314483643,2.7221615314483643,2.7221615314483643,2.7221615314483643,0
2018-06-19 00:00:00+00:00,2.8211491487854614,2.8211491487854614,2.623173952102661,2.623173952102661,1800
2018-06-20 00:00:00+00:00,2.7221615314483643,2.7221615314483643,2.7221615314483643,2.7221615314483643,200
2018-06-21 00:00:00+00:00,2.7221615314483643,2.7221615314483643,2.7221615314483643,2.7221615314483643,0
2018-06-22 00:00:00+00:00,2.7221615314483643,2.7221615314483643,2.7221615314483643,2.7221615314483643,0
2018-06-25 00:00:00+00:00,2.6726677417755127,2.6726677417755127,2.6726677417755127,2.6726677417755127,200
2018-06-26 00:00:00+00:00,2.623173952102661,2.623173952102661,2.623173952102661,2.623173952102661,1000
2018-06-27 00:00:00+00:00,2.623173952102661,2.623173952102661,2.623173952102661,2.623173952102661,4500
2018-06-28 00:00:00+00:00,2.6231737590258404,2.6429712772369385,2.6231737590258404,2.6429712772369385,2100
2018-06-29 00:00:00+00:00,2.583578444537045,2.583578444537045,2.5736796855926514,2.5736796855926514,500
2018-07-02 00:00:00+00:00,2.5736796855926514,2.5736796855926514,2.5736796855926514,2.5736796855926514,0
2018-07-03 00:00:00+00:00,2.5736796855926514,2.5736796855926514,2.5736796855926514,2.5736796855926514,0
2018-07-05 00:00:00+00:00,2.5736796855926514,2.5736796855926514,2.5736796855926514,2.5736796855926514,0
2018-07-06 00:00:00+00:00,2.5736796855926514,2.5736796855926514,2.5736796855926514,2.5736796855926514,0
2018-07-09 00:00:00+00:00,2.5736796855926514,2.5736796855926514,2.5736796855926514,2.5736796855926514,0
2018-07-10 00:00:00+00:00,2.593477249145508,2.593477249145508,2.593477249145508,2.593477249145508,200
2018-07-11 00:00:00+00:00,2.593477249145508,2.593477249145508,2.593477249145508,2.593477249145508,0
2018-07-12 00:00:00+00:00,2.593477249145508,2.593477249145508,2.593477249145508,2.593477249145508,0
2018-07-13 00:00:00+00:00,2.583578586578369,2.583578586578369,2.583578586578369,2.583578586578369,300
2018-07-16 00:00:00+00:00,2.583578586578369,2.583578586578369,2.583578586578369,2.583578586578369,0
2018-07-17 00:00:00+00:00,2.5736796855926514,2.5736796855926514,2.5736796855926514,2.5736796855926514,100
2018-07-18 00:00:00+00:00,2.5736796855926514,2.5736796855926514,2.5736796855926514,2.5736796855926514,0
2018-07-19 00:00:00+00:00,2.5736796855926514,2.5736796855926514,2.5736796855926514,2.5736796855926514,0
2018-07-20 00:00:00+00:00,2.6726677417755127,2.6726677417755127,2.6726677417755127,2.6726677417755127,3100
2018-07-23 00:00:00+00:00,2.6726677417755127,2.6726677417755127,2.6726677417755127,2.6726677417755127,0
2018-07-24 00:00:00+00:00,2.5736796855926514,2.6132749573752556,2.5736796855926514,2.5736796855926514,3200
2018-07-25 00:00:00+00:00,2.5736796855926514,2.5736796855926514,2.5736796855926514,2.5736796855926514,800
2018-07-26 00:00:00+00:00,2.5736796855926514,2.5736796855926514,2.5736796855926514,2.5736796855926514,400
2018-07-27 00:00:00+00:00,2.5736796855926514,2.5736796855926514,2.5736796855926514,2.5736796855926514,0
2018-07-30 00:00:00+00:00,2.5736796855926514,2.5736796855926514,2.5736796855926514,2.5736796855926514,3900
2018-07-31 00:00:00+00:00,2.573679933834219,2.6231739693351117,2.524186134338379,2.524186134338379,4900
2018-08-01 00:00:00+00:00,2.524186134338379,2.524186134338379,2.524186134338379,2.524186134338379,5000
2018-08-02 00:00:00+00:00,2.524186134338379,2.524186134338379,2.524186134338379,2.524186134338379,0
2018-08-03 00:00:00+00:00,2.6330727025796614,2.6726677417755127,2.6330727025796614,2.6726677417755127,300
2018-08-06 00:00:00+00:00,2.6726677417755127,2.6726677417755127,2.6726677417755127,2.6726677417755127,28000
2018-08-07 00:00:00+00:00,2.623173738619915,2.623173738619915,2.2767167006107583,2.375704526901245,5600
2018-08-08 00:00:00+00:00,2.375704526901245,2.375704526901245,2.375704526901245,2.375704526901245,0
2018-08-09 00:00:00+00:00,2.5340848942375467,2.5340848942375467,2.524186134338379,2.524186134338379,200
2018-08-10 00:00:00+00:00,2.524186134338379,2.524186134338379,2.524186134338379,2.524186134338379,7100
2018-08-13 00:00:00+00:00,2.524186134338379,2.524186134338379,2.524186134338379,2.524186134338379,0
2018-08-14 00:00:00+00:00,2.4746923446655273,2.4746923446655273,2.4746923446655273,2.4746923446655273,1500
2018-08-15 00:00:00+00:00,2.375704526901245,2.375704526901245,2.375704526901245,2.375704526901245,500
2018-08-16 00:00:00+00:00,2.3262105044650427,2.3262105044650427,2.276716709136963,2.276716709136963,5100
2018-08-17 00:00:00+00:00,2.316311745399427,2.316311745399427,2.276716709136963,2.276716709136963,400
2018-08-20 00:00:00+00:00,2.2767169098912743,2.4746923446655273,2.2767169098912743,2.4746923446655273,300
2018-08-21 00:00:00+00:00,2.4746923446655273,2.4746923446655273,2.4746923446655273,2.4746923446655273,0
2018-08-22 00:00:00+00:00,2.4746923446655273,2.4746923446655273,2.4746923446655273,2.4746923446655273,0
2018-08-23 00:00:00+00:00,2.4746923446655273,2.4746923446655273,2.4746923446655273,2.4746923446655273,0
