"('date', '')","('open', 'BDN')","('high', 'BDN')","('low', 'BDN')","('close', 'BDN')","('volume', 'BDN')"
2024-02-07 00:00:00+00:00,3.4342308840825293,3.44248643603772,3.2938898468385513,3.3434221744537354,3564600
2024-02-08 00:00:00+00:00,3.33516628167504,3.434230533135563,3.33516628167504,3.4012091159820557,2951200
2024-02-09 00:00:00+00:00,3.4012091159820557,3.434230533135563,3.318655573098286,3.4012091159820557,2052600
2024-02-12 00:00:00+00:00,3.425975339343068,3.541550298154848,3.417719788319057,3.442486047744751,3670000
2024-02-13 00:00:00+00:00,3.285634473117344,3.285634473117344,3.1783146601853547,3.236102342605591,3610700
2024-02-14 00:00:00+00:00,3.2773791329959066,3.326911460557005,3.2195916471350152,3.252613067626953,2607800
2024-02-15 00:00:00+00:00,3.2938895417783427,3.4424861172153913,3.2938895417783427,3.4342305660247803,2694000
2024-02-16 00:00:00+00:00,3.3599332419106287,3.5250403621030615,3.3186562650393077,3.492018938064575,1623200
2024-02-20 00:00:00+00:00,3.450741908808817,3.500274044114618,3.401209773503016,3.425976037979126,1427000
2024-02-21 00:00:00+00:00,3.4259761347724846,3.483763430772028,3.4012098695966584,3.45074200630188,1825000
2024-02-22 00:00:00+00:00,3.45074200630188,3.483763430772028,3.417720581831732,3.45074200630188,1737300
2024-02-23 00:00:00+00:00,3.4589967928238656,3.4755075014006196,3.3599325413633423,3.4012091159820557,2033600
2024-02-26 00:00:00+00:00,3.4012092531183966,3.4672520900882517,3.3186557069060783,3.376443386077881,2138400
2024-02-27 00:00:00+00:00,3.425975339343068,3.492018172949799,3.417719788319057,3.442486047744751,1421700
2024-02-28 00:00:00+00:00,3.4012098695966584,3.508529695947854,3.392954710302337,3.45074200630188,1186500
2024-02-29 00:00:00+00:00,3.533295882978722,3.60759388957011,3.5002740655924782,3.549806594848633,1850100
2024-03-01 00:00:00+00:00,3.558061753960377,3.591083177700199,3.4837633537225674,3.549806594848633,2265600
2024-03-04 00:00:00+00:00,3.558061786141548,3.5663173389743825,3.434231249174011,3.492018938064575,2828700
2024-03-05 00:00:00+00:00,3.450741712015959,3.582827792278424,3.4094651317716362,3.566317081451416,1797200
2024-03-06 00:00:00+00:00,3.5993386022382468,3.6323600248017383,3.5415509159289327,3.59108304977417,1600300
2024-03-07 00:00:00+00:00,3.6323597985803464,3.648870508833814,3.5828276678199433,3.607593536376953,1392300
2024-03-08 00:00:00+00:00,3.648870596059781,3.747934859948711,3.615849174763471,3.706657886505127,1521600
2024-03-11 00:00:00+00:00,3.681892003015038,3.7479348453504193,3.657125740316074,3.6901471614837646,1127400
2024-03-12 00:00:00+00:00,3.6653817289049675,3.7314245791047336,3.599338878705201,3.640615463256836,1292100
2024-03-13 00:00:00+00:00,3.6323598712635015,3.7149134241827286,3.6323598712635015,3.6901471614837646,1091200
2024-03-14 00:00:00+00:00,3.657125667137356,3.6818919293407495,3.53329553705954,3.607593536376953,1596800
2024-03-15 00:00:00+00:00,3.5828276678199433,3.6653812190872817,3.5745721158700174,3.607593536376953,2966500
2024-03-18 00:00:00+00:00,3.607594038156953,3.6571261758067775,3.57457261305707,3.640615463256836,942700
2024-03-19 00:00:00+00:00,3.632360219955444,3.6653816442930585,3.5828280834490225,3.6323602199554443,1019400
2024-03-20 00:00:00+00:00,3.624104150636373,3.855254481708672,3.591082731004098,3.846998929977417,1899200
2024-03-21 00:00:00+00:00,3.921297281036075,4.036872248571944,3.8552544424441497,3.8882758617401123,5422400
2024-03-22 00:00:00+00:00,3.9212977384847223,3.9708298732069593,3.747935070133684,3.7644457817077637,3571200
2024-03-25 00:00:00+00:00,3.7892115428899613,3.846998828905008,3.7727008335076104,3.822232961654663,1577700
2024-03-26 00:00:00+00:00,3.855254892188406,3.855254892188406,3.747935070133684,3.7644457817077637,1418000
2024-03-27 00:00:00+00:00,3.8139776625588047,3.8965312149341575,3.797466952083734,3.8387439250946045,3576000
2024-03-28 00:00:00+00:00,3.863509824680215,3.9708296404440406,3.863509824680215,3.9625744819641113,2695800
2024-04-01 00:00:00+00:00,3.979084929892848,3.987340087827817,3.8469988601160527,3.8552544116973877,1723100
2024-04-02 00:00:00+00:00,3.8222334690402477,3.8222334690402477,3.706658094375279,3.7644457817077637,2959700
2024-04-03 00:00:00+00:00,3.730301002511793,3.74737330247842,3.670548156146467,3.713228702545166,2194900
2024-04-04 00:00:00+00:00,3.7217650560463484,3.807126555879484,3.6961564025785387,3.713228702545166,1425800
2024-04-05 00:00:00+00:00,3.704692701095691,3.7217650008089356,3.610794849154979,3.6876204013824463,1524400
2024-04-08 00:00:00+00:00,3.713228669563901,3.8327347682688258,3.6961563697489117,3.807126522064209,1152300
2024-04-09 00:00:00+00:00,3.8327344058997506,3.9180963039398193,3.815662107698876,3.9180963039398193,1053800
2024-04-10 00:00:00+00:00,3.7644455197485276,3.8071264722453586,3.6193307697021773,3.644939422607422,3280000
2024-04-11 00:00:00+00:00,3.653475648849369,3.8583432368228983,3.644939295832615,3.8327345848083496,1826500
2024-04-12 00:00:00+00:00,3.798589944039889,3.8156622428454456,3.679083852400993,3.7217648029327393,1403300
2024-04-15 00:00:00+00:00,3.738837015043446,3.738837015043446,3.610794573452919,3.653475522994995,1585700
2024-04-16 00:00:00+00:00,3.610795036067348,3.627867336664339,3.5595781342763777,3.6022586822509766,1284600
2024-04-17 00:00:00+00:00,3.6620117221990083,3.7217649742874257,3.602258470110591,3.644939422607422,2775500
2024-04-18 00:00:00+00:00,3.747373337489991,3.8156625379945233,3.5937226363547947,3.619330883026123,2271000
2024-04-19 00:00:00+00:00,3.593722264147634,3.7473729493690007,3.593722264147634,3.7388370037078857,1645100
2024-04-22 00:00:00+00:00,3.7303009837352827,3.8071265367162717,3.7132286838545894,3.7985901832580566,1139200
2024-04-23 00:00:00+00:00,3.7900538773053403,3.9778491581784245,3.781517524656897,3.909559965133667,1894600
2024-04-24 00:00:00+00:00,3.866879561292412,3.892487806082193,3.7985899587696688,3.8498072624206543,1212200
2024-04-25 00:00:00+00:00,3.7729822209043005,3.790054522069832,3.713228963307058,3.7559099197387695,1564000
2024-04-26 00:00:00+00:00,3.781517785158666,3.8583433361442374,3.755909539520626,3.815662384033203,991700
2024-04-29 00:00:00+00:00,3.866879465598678,3.9607769035518086,3.866879465598678,3.943704605102539,1517500
2024-04-30 00:00:00+00:00,3.8839521556050234,3.9693136564570115,3.8583435018315555,3.875415802001953,1252600
2024-05-01 00:00:00+00:00,3.9095600489604423,4.003457894928142,3.866879505910183,3.901024103164673,1785600
2024-05-02 00:00:00+00:00,3.9778492874086333,4.0461384826719335,3.8754154945136827,4.011993885040283,1574200
2024-05-03 00:00:00+00:00,4.0973563600654686,4.191253813186721,3.97784984457989,4.003458499908447,1606400
2024-05-06 00:00:00+00:00,4.054674722963156,4.122963916329455,4.029066071932944,4.037602424621582,731800
2024-05-07 00:00:00+00:00,4.071747177070497,4.097355829080375,3.969313383102417,3.969313383102417,736900
2024-05-08 00:00:00+00:00,3.9266324461844127,3.9778493433521906,3.8924878480725607,3.9607770442962646,778500
2024-05-09 00:00:00+00:00,3.977849548992756,4.063211455721007,3.9607772490542534,4.054675102233887,811700
2024-05-10 00:00:00+00:00,4.088819418869912,4.088819418869912,3.9693133275788277,4.0205302238464355,657600
2024-05-13 00:00:00+00:00,4.0632115347426625,4.157108982712683,4.0632115347426625,4.122964382171631,1014300
2024-05-14 00:00:00+00:00,4.182717337539791,4.233934234688967,4.148572739440341,4.17418098449707,665300
2024-05-15 00:00:00+00:00,4.259542663229932,4.310759969621063,4.208325763874536,4.225398063659668,1281400
2024-05-16 00:00:00+00:00,4.225397881646246,4.268078832788416,4.140036386397621,4.17418098449707,655900
2024-05-17 00:00:00+00:00,4.191252711316418,4.191252711316418,4.088818931003319,4.105891227722168,820700
2024-05-20 00:00:00+00:00,4.105892002049395,4.131500655475017,4.054675102233887,4.054675102233887,699000
2024-05-21 00:00:00+00:00,4.037602703963586,4.105891902054481,4.037602703963586,4.071747303009033,668600
2024-05-22 00:00:00+00:00,4.0632112882400655,4.0802835874748675,3.9949216842651367,3.9949216842651367,735300
2024-05-23 00:00:00+00:00,3.9949214423259067,4.020530093145067,3.8839517075380705,3.9180963039398193,1003200
2024-05-24 00:00:00+00:00,3.9693132562942943,4.020530151642102,3.9266323066532696,3.943704605102539,1161300
2024-05-28 00:00:00+00:00,4.097356257593218,4.097356257593218,3.8924882411956787,3.8924882411956787,1267800
2024-05-29 00:00:00+00:00,3.8583438026796792,3.8583438026796792,3.7644459409030864,3.8241991996765137,1583700
2024-05-30 00:00:00+00:00,3.8839516639709473,3.9180962599896887,3.832734362907143,3.8839516639709473,1640000
2024-05-31 00:00:00+00:00,3.901024145508432,4.003457938383772,3.8839518466958753,3.935168743133545,3248300
2024-06-03 00:00:00+00:00,3.994921585459638,4.003457938383772,3.901024145508432,3.935168743133545,1049900
2024-06-04 00:00:00+00:00,3.901024201118382,4.011993941464042,3.8924878480725607,3.9607770442962646,1132500
2024-06-05 00:00:00+00:00,3.9693132562942943,3.9863855547435634,3.9095600082040005,3.943704605102539,755200
2024-06-06 00:00:00+00:00,3.9180963039398193,3.9778491441250323,3.909559951321534,3.9180963039398193,746900
2024-06-07 00:00:00+00:00,3.849807555264228,3.9095604023427484,3.832734848058087,3.875415802001953,867900
2024-06-10 00:00:00+00:00,3.849807654439584,3.866879955049783,3.807126699396209,3.8583436012268066,1145400
2024-06-11 00:00:00+00:00,3.824198297682664,3.8412705951574924,3.7644450530029254,3.7729814052581787,1411700
2024-06-12 00:00:00+00:00,3.9351690561162163,4.0802838110824675,3.849807555264228,3.875415802001953,1740900
2024-06-13 00:00:00+00:00,3.8924876531206594,3.9351686021406937,3.8583430567189105,3.9180963039398193,730400
2024-06-14 00:00:00+00:00,3.8583430703500983,3.91809631778211,3.849807124737352,3.909559965133667,726400
2024-06-17 00:00:00+00:00,3.866879955049783,3.892488202447205,3.832734946793631,3.8583436012268066,927200
2024-06-18 00:00:00+00:00,3.8583432088316365,3.960777002075271,3.849807262912523,3.9266324043273926,975600
2024-06-20 00:00:00+00:00,3.9095601054534534,3.960777002075271,3.90102415953434,3.9266324043273926,975300
2024-06-21 00:00:00+00:00,3.926632702513146,3.9607773028539413,3.875415802001953,3.875415802001953,5309900
2024-06-24 00:00:00+00:00,3.9095604023427484,3.9693136564570115,3.832734848058087,3.875415802001953,1483700
2024-06-25 00:00:00+00:00,3.8583435374773334,3.8754158378054555,3.7729820358367223,3.78151798248291,1555500
2024-06-26 00:00:00+00:00,3.8156625831391544,3.824198936821089,3.6876205341961117,3.78151798248291,2054000
2024-06-27 00:00:00+00:00,3.790054436395056,3.790054436395056,3.7046929324970104,3.7644457817077637,1153400
2024-06-28 00:00:00+00:00,3.815662845407835,3.8327351469094175,3.7729822951717655,3.8241991996765137,2335300
2024-07-01 00:00:00+00:00,3.8498077953796455,3.858343742479366,3.7217653325976863,3.747373580932617,1671000
2024-07-02 00:00:00+00:00,3.7985899587696688,3.8498072624206543,3.7473730621543955,3.8498072624206543,1772600
2024-07-03 00:00:00+00:00,3.849807508110319,3.9557654086265637,3.849807508110319,3.893956422805786,844000
2024-07-05 00:00:00+00:00,3.867466844423067,3.9027861417296417,3.805657863616943,3.8056578636169434,1201300
2024-07-08 00:00:00+00:00,3.840976989549785,3.8586366374151484,3.8056576938190596,3.849807024002075,1130800
2024-07-09 00:00:00+00:00,3.832147547116492,3.8586368095768053,3.805657863616943,3.8056578636169434,716500
2024-07-10 00:00:00+00:00,3.8409774224972537,3.8409774224972537,3.779168858521151,3.796828508377075,791500
2024-07-11 00:00:00+00:00,3.9204455770984636,4.061722758638844,3.9027859294059164,4.035233497619629,1754200
2024-07-12 00:00:00+00:00,4.079382455609243,4.158851081705273,4.052893194270045,4.088212490081787,2356800
2024-07-15 00:00:00+00:00,4.14119146270743,4.203000441329053,4.1147017801441,4.150021076202393,1394800
2024-07-16 00:00:00+00:00,4.185340440328314,4.229489771638806,4.167680792011963,4.1941704750061035,1821100
2024-07-17 00:00:00+00:00,4.1411915456291295,4.317788029456697,4.1411915456291295,4.211830139160156,2057300
2024-07-18 00:00:00+00:00,4.203000441329053,4.273639033445638,4.105872166649137,4.150021076202393,2595400
2024-07-19 00:00:00+00:00,4.123531749480607,4.132361362835964,4.061722771836254,4.079382419586182,1384700
2024-07-22 00:00:00+00:00,4.070553446488548,4.22066068649292,4.0617234107051,4.22066068649292,1469000
2024-07-23 00:00:00+00:00,4.211830704205854,4.30895899386105,4.167681366806414,4.291299343109131,2085000
2024-07-24 00:00:00+00:00,4.22948968634925,4.3442776086103985,4.114701764088103,4.13236141204834,1877500
2024-07-25 00:00:00+00:00,4.167680899021706,4.406086367933383,4.141191636386652,4.317788124084473,1913900
2024-07-26 00:00:00+00:00,4.388426909588456,4.494385227844184,4.370767260052378,4.4767255783081055,1543700
2024-07-29 00:00:00+00:00,4.5297039908485575,4.556193251498176,4.432575719375142,4.450235366821289,1808100
2024-07-30 00:00:00+00:00,4.4502358934843596,4.485555192556516,4.388426909588456,4.4767255783081055,789700
2024-07-31 00:00:00+00:00,4.476725048510114,4.582682933187001,4.4060860376863165,4.450235366821289,1406600
2024-08-01 00:00:00+00:00,4.485554664590343,4.547363641211104,4.379596779845501,4.423746109008789,1512700
2024-08-02 00:00:00+00:00,4.282468370730951,4.388426252071783,4.2648087238408126,4.335447311401367,1446800
2024-08-05 00:00:00+00:00,4.105872202152452,4.238319774035929,4.026403574814521,4.158851146697998,1680500
2024-08-06 00:00:00+00:00,4.167681366806414,4.344278295364887,4.141192101198178,4.291299343109131,1439300
2024-08-07 00:00:00+00:00,4.353107272599714,4.361937307201937,4.167680756345277,4.185340404510498,2126800
2024-08-08 00:00:00+00:00,4.194170979272217,4.238320315890793,4.1676812930932154,4.229490280151367,854000
2024-08-09 00:00:00+00:00,4.238319822253906,4.24714943592567,4.1676808076836505,4.211830139160156,916700
2024-08-12 00:00:00+00:00,4.185340475995631,4.211830159215516,4.114701882128247,4.203000545501709,1085200
2024-08-13 00:00:00+00:00,4.264808858117135,4.459065401063967,4.238319597467517,4.450235366821289,2463300
2024-08-14 00:00:00+00:00,4.46789501713287,4.512044346296157,4.4060860405121085,4.423746109008789,1143100
2024-08-15 00:00:00+00:00,4.503214345771599,4.5297040276757885,4.414916107822981,4.4590654373168945,916200
2024-08-16 00:00:00+00:00,4.4678950142674365,4.52087395660588,4.423746106171671,4.450235366821289,997200
2024-08-19 00:00:00+00:00,4.467895580168226,4.565023863943847,4.467895580168226,4.556193828582764,1158800
2024-08-20 00:00:00+00:00,4.512044892055675,4.573853455113354,4.494385242462158,4.494385242462158,659300
2024-08-21 00:00:00+00:00,4.529704074225558,4.556193335362757,4.467895096506737,4.538533687591553,700900
2024-08-22 00:00:00+00:00,4.556193784658583,4.556193784658583,4.485555186607947,4.5032148361206055,1188700
2024-08-23 00:00:00+00:00,4.520874170382765,4.723960336136326,4.512044556761771,4.653321743011475,1765800
2024-08-26 00:00:00+00:00,4.715130742781491,4.715130742781491,4.626832079956682,4.644492149353027,1059000
2024-08-27 00:00:00+00:00,4.58268316545941,4.688641055506751,4.55619348242796,4.670981407165527,1075200
2024-08-28 00:00:00+00:00,4.670981827102009,4.688641477030893,4.5915131919024,4.600343227386475,1558500
2024-08-29 00:00:00+00:00,4.626832456479317,4.63566249189606,4.565023892719164,4.591513156890869,1005100
2024-08-30 00:00:00+00:00,4.60917238010385,4.644492097462703,4.565023470223926,4.618002414703369,1162000
2024-09-03 00:00:00+00:00,4.591512614266334,4.618002296346753,4.485554728023083,4.5208740234375,1718500
2024-09-04 00:00:00+00:00,4.503214375730291,4.6091722619735425,4.485554728023083,4.5208740234375,856700
2024-09-05 00:00:00+00:00,4.565023353225127,4.582683000932336,4.494384762396294,4.5208740234375,864000
2024-09-06 00:00:00+00:00,4.512044343402409,4.547363638294705,4.423746106171671,4.450235366821289,1029400
2024-09-09 00:00:00+00:00,4.4414057368766295,4.494384679015377,4.361937113148906,4.432575702667236,1230000
2024-09-10 00:00:00+00:00,4.4590653842562125,4.467894997426401,4.379596760528489,4.432575702667236,834900
2024-09-11 00:00:00+00:00,4.388426880701249,4.44140625,4.326618318251462,4.44140625,1047500
2024-09-12 00:00:00+00:00,4.43257628080241,4.591513127948579,4.423746666480587,4.556193828582764,860800
2024-09-13 00:00:00+00:00,4.591512397266193,4.750449640158726,4.591512397266193,4.732789993286133,1157800
2024-09-16 00:00:00+00:00,4.82108826041526,4.874067201393108,4.741619638428891,4.794598579406738,1692200
2024-09-17 00:00:00+00:00,4.821088729115199,4.847577991659776,4.741620099402994,4.750450134277344,1389100
2024-09-18 00:00:00+00:00,4.77693889994802,4.856407521394286,4.679811052668353,4.732789993286133,3893900
2024-09-19 00:00:00+00:00,4.847578007361774,4.847578007361774,4.697471203364733,4.7681097984313965,2013100
2024-09-20 00:00:00+00:00,4.715131111686324,4.768110060902666,4.565023878387057,4.573853492736816,5746100
2024-09-23 00:00:00+00:00,4.5915131424755975,4.63566247734218,4.573853492736816,4.573853492736816,1784800
2024-09-24 00:00:00+00:00,4.573853196179812,4.732790454563013,4.556193547586038,4.715130805969238,2250800
2024-09-25 00:00:00+00:00,4.697470699540946,4.7857689339039124,4.697470699540946,4.732789993286133,2851300
2024-09-26 00:00:00+00:00,4.785769462585449,4.8299183741244445,4.750450164938558,4.785769462585449,1752200
2024-09-27 00:00:00+00:00,4.847577923152784,4.847577923152784,4.688641087013739,4.706300735473633,1290500
2024-09-30 00:00:00+00:00,4.679811120015218,4.85640759128254,4.670981085932253,4.803428649902344,2262800
2024-10-01 00:00:00+00:00,4.812258893891274,5.02417510823603,4.732790681921338,4.953536510467529,3869900
2024-10-02 00:00:00+00:00,4.918216783052432,5.050663931808446,4.909386748581115,5.033004283905029,3608700
2024-10-03 00:00:00+00:00,4.9888553781766865,5.050663935362528,4.953536082345,5.006515026092529,5156100
2024-10-04 00:00:00+00:00,5.033004335906262,5.174281941632496,5.033004335906262,5.0594940185546875,2839900
2024-10-07 00:00:00+00:00,5.085983648654495,5.0948132620865945,4.944706044387948,5.033004283905029,1962500
2024-10-08 00:00:00+00:00,5.068323566781501,5.068323566781501,4.980025327489687,4.988855361938477,2632700
2024-10-09 00:00:00+00:00,4.961643686942419,5.061420924410182,4.943502410359385,5.043279647827148,1745900
2024-10-10 00:00:00+00:00,4.997926645669948,5.17933941052168,4.988855791166287,5.1158447265625,2225500
2024-10-11 00:00:00+00:00,5.143056367974935,5.20655061336784,5.12491509321666,5.152126789093018,1694900
2024-10-14 00:00:00+00:00,5.161197593723149,5.442387566067308,5.143056319137143,5.415175437927246,2673200
2024-10-15 00:00:00+00:00,5.415175864127222,5.732648843152124,5.415175864127222,5.623800754547119,4134100
2024-10-16 00:00:00+00:00,5.678224548700876,5.750789646795618,5.632871146130611,5.651012420654297,1522800
2024-10-17 00:00:00+00:00,5.641942018223553,5.814284356238963,5.641942018223553,5.787072658538818,2145300
2024-10-18 00:00:00+00:00,5.778001314730429,5.932202363706504,5.732648344898824,5.923131942749023,2658700
2024-10-21 00:00:00+00:00,5.868708659854824,5.932203347172005,5.768931850170617,5.8052144050598145,1480300
2024-10-22 00:00:00+00:00,5.805213947210026,5.886849473011146,5.67822501511329,5.687295436859131,2171300
2024-10-23 00:00:00+00:00,5.3516813157659655,5.406105140771056,4.90721942944122,4.916290283203125,5528100
2024-10-24 00:00:00+00:00,4.898149002922671,4.961643249099126,4.75301837054339,4.934431552886963,5609500
2024-10-25 00:00:00+00:00,4.952573356371958,4.961643778569905,4.69859504699707,4.69859504699707,2866400
2024-10-28 00:00:00+00:00,4.743947980565423,4.870936906277019,4.70766543036211,4.8255839347839355,1698700
2024-10-29 00:00:00+00:00,4.798371783010558,4.852795608056248,4.734877104196196,4.753018379211426,1769200
2024-10-30 00:00:00+00:00,4.798371797224731,4.852795622431641,4.7711601008823346,4.780230522155762,1155600
2024-10-31 00:00:00+00:00,4.762089302849991,4.798371853412792,4.598817825317383,4.598817825317383,2091000
2024-11-01 00:00:00+00:00,4.662312047290166,4.689524176325946,4.58067652522706,4.607888221740723,2362100
2024-11-04 00:00:00+00:00,4.589747385488758,4.762089732471332,4.571606108570706,4.69859504699707,2703300
2024-11-05 00:00:00+00:00,4.6623120179464,4.789301375951304,4.6623120179464,4.780230522155762,1384100
2024-11-06 00:00:00+00:00,4.916290272645324,5.03420877616418,4.807442622868894,4.952572822570801,2591800
2024-11-07 00:00:00+00:00,4.92536068487224,4.952572813527716,4.816513035294559,4.907219409942627,1500700
2024-11-08 00:00:00+00:00,4.925360704442917,4.943501979444614,4.861866458198034,4.916290283203125,1672500
2024-11-11 00:00:00+00:00,4.943502454390575,5.043279692747042,4.861866925300879,4.870937347412109,1405400
2024-11-12 00:00:00+00:00,4.852796102232839,4.907219932820691,4.707665887331899,4.734877586364746,1591200
2024-11-13 00:00:00+00:00,4.807443126337374,4.807443126337374,4.716736309502129,4.734877586364746,1456700
2024-11-14 00:00:00+00:00,4.771160572612139,4.825584403199992,4.716736309502129,4.734877586364746,1377500
2024-11-15 00:00:00+00:00,4.816513068914132,4.816513068914132,4.644170739618787,4.71673583984375,1477300
2024-11-18 00:00:00+00:00,4.698594564787509,4.771160097534588,4.653241593407965,4.71673583984375,1596500
2024-11-19 00:00:00+00:00,4.698594571294737,4.852795625747398,4.6532415998523815,4.843725204467773,1139000
2024-11-20 00:00:00+00:00,4.816513040462476,4.8981489939943845,4.743947940666162,4.889078140258789,1228000
2024-11-21 00:00:00+00:00,4.898148977100591,5.097703000852187,4.870936848509772,5.025137901306152,1558500
2024-11-22 00:00:00+00:00,5.0523505280791206,5.1249156347803675,4.997926698053185,5.034209251403809,1582000
2024-11-25 00:00:00+00:00,5.106773841933634,5.333539993715532,5.097702988251746,5.224692344665527,4217200
2024-11-26 00:00:00+00:00,5.143056362927205,5.22469231552037,5.061420410334041,5.1702680587768555,2017500
2024-11-27 00:00:00+00:00,5.215621466332941,5.306327840112571,5.170268063182072,5.233762741088867,2003500
2024-11-29 00:00:00+00:00,5.270045312341763,5.2791161660182,5.079561710357666,5.079561710357666,1500500
2024-12-02 00:00:00+00:00,5.106774304580988,5.170268556018019,4.988855791166287,5.1158447265625,2396600
2024-12-03 00:00:00+00:00,5.06142045107917,5.115844275738696,4.9162902519871,5.025137901306152,1283200
2024-12-04 00:00:00+00:00,5.043279185294398,5.106773863772824,5.025137910375149,5.070491313934326,1051600
2024-12-05 00:00:00+00:00,5.025137910375149,5.161197688530571,5.01606748917658,5.070491313934326,2208700
2024-12-06 00:00:00+00:00,5.161197658146132,5.161197658146132,5.025137880791706,5.097702980041504,1572400
2024-12-09 00:00:00+00:00,5.152127264468657,5.297257908447848,5.133985988036526,5.2156219482421875,1823700
2024-12-10 00:00:00+00:00,5.215621513288317,5.251904063126815,5.052350039015077,5.070491313934326,1187000
2024-12-11 00:00:00+00:00,5.133985533851604,5.206550633160556,5.0432791597154125,5.161197662353516,1794400
2024-12-12 00:00:00+00:00,5.133985529666403,5.25190403220838,5.097702980041504,5.097702980041504,1574100
2024-12-13 00:00:00+00:00,5.08863253374641,5.233762731528718,4.961643178164784,5.188409328460693,1631500
2024-12-16 00:00:00+00:00,5.197480645279891,5.351681710426965,5.152127238169995,5.288187026977539,2692400
2024-12-17 00:00:00+00:00,5.251904020212295,5.324469119296343,5.2156214706702695,5.297257423400879,1604200
2024-12-18 00:00:00+00:00,5.3244691870023635,5.3516813157659655,4.898149008201428,4.916290283203125,2389000
2024-12-19 00:00:00+00:00,4.925360726072859,5.034208809083165,4.8346543506660336,4.843725204467773,1843100
2024-12-20 00:00:00+00:00,4.816513040462476,5.025137918637933,4.753018361879645,4.889078140258789,9408200
2024-12-23 00:00:00+00:00,4.880007713809262,4.91629026366849,4.798371760364946,4.907219409942627,1649200
2024-12-24 00:00:00+00:00,4.934431506729458,5.115844254853954,4.870936828624831,5.097702980041504,777800
2024-12-26 00:00:00+00:00,5.052350033816995,5.188409379310322,5.052350033816995,5.088632583618164,991300
2024-12-27 00:00:00+00:00,5.034208785189499,5.115844306407121,4.988855381440287,4.997926235198975,959500
2024-12-30 00:00:00+00:00,4.988855820071354,5.016067951217853,4.889078582563725,4.979784965515137,1046300
2024-12-31 00:00:00+00:00,5.025137885865368,5.143056388526401,5.025137885865368,5.079561710357666,1771400
2025-01-02 00:00:00+00:00,5.097703475590102,5.179339436443024,5.025138369286237,5.10677433013916,1849500
2025-01-03 00:00:00+00:00,5.124915574276842,5.2246928110741875,5.106774297815702,5.133985996246338,2397400
2025-01-06 00:00:00+00:00,5.170268583908387,5.215621991627048,5.043279647827148,5.043279647827148,2331800
2025-01-07 00:00:00+00:00,5.088632597220763,5.115844293383324,4.816513040462476,4.889078140258789,3664700
2025-01-08 00:00:00+00:00,4.842426859117462,4.889078102827873,4.739793411108999,4.805105686187744,2859700
