"('date', '')","('open', 'AOMD')","('high', 'AOMD')","('low', 'AOMD')","('close', 'AOMD')","('volume', 'AOMD')"
2025-05-27 00:00:00+00:00,24.75,24.75,24.15999984741211,24.610000610351562,142900
2025-05-28 00:00:00+00:00,24.719999313354492,24.729999542236328,24.600000381469727,24.6200008392334,64200
2025-05-29 00:00:00+00:00,24.670000076293945,24.739999771118164,24.59000015258789,24.739999771118164,47800
2025-05-30 00:00:00+00:00,24.75,24.75,24.600000381469727,24.600000381469727,27400
2025-06-02 00:00:00+00:00,24.729999542236328,24.729999542236328,24.610000610351562,24.667999267578125,4200
2025-06-03 00:00:00+00:00,24.639999389648438,24.670000076293945,24.579999923706055,24.6200008392334,9400
2025-06-04 00:00:00+00:00,24.700000762939453,24.709999084472656,24.56999969482422,24.579999923706055,20300
2025-06-05 00:00:00+00:00,24.69099998474121,24.700000762939453,24.600000381469727,24.600000381469727,6200
2025-06-06 00:00:00+00:00,24.600000381469727,24.649999618530273,24.559999465942383,24.610000610351562,6000
2025-06-09 00:00:00+00:00,24.6200008392334,24.649999618530273,24.530000686645508,24.604999542236328,33500
2025-06-10 00:00:00+00:00,24.649999618530273,24.700000762939453,24.625,24.649999618530273,10900
2025-06-11 00:00:00+00:00,24.649999618530273,24.649999618530273,24.56999969482422,24.579999923706055,35000
2025-06-12 00:00:00+00:00,24.6299991607666,24.639999389648438,24.549999237060547,24.566999435424805,7600
2025-06-13 00:00:00+00:00,24.5,24.700000762939453,24.5,24.600000381469727,11400
2025-06-16 00:00:00+00:00,24.549999237060547,24.700000762939453,24.549999237060547,24.649999618530273,3100
2025-06-17 00:00:00+00:00,24.613000869750977,24.700000762939453,24.610000610351562,24.6299991607666,9000
2025-06-18 00:00:00+00:00,24.649999618530273,24.649999618530273,24.6299991607666,24.639999389648438,2700
2025-06-20 00:00:00+00:00,24.670000076293945,24.700000762939453,24.634000778198242,24.635000228881836,8800
2025-06-23 00:00:00+00:00,24.6299991607666,24.649999618530273,24.56999969482422,24.579999923706055,13800
2025-06-24 00:00:00+00:00,24.719999313354492,24.719999313354492,24.540000915527344,24.549999237060547,15600
2025-06-25 00:00:00+00:00,24.6299991607666,24.6299991607666,24.524999618530273,24.530000686645508,18100
2025-06-26 00:00:00+00:00,24.649999618530273,24.649999618530273,24.479999542236328,24.530000686645508,32800
2025-06-27 00:00:00+00:00,24.530000686645508,24.549999237060547,24.469999313354492,24.530000686645508,17100
2025-06-30 00:00:00+00:00,24.549999237060547,24.565000534057617,24.48900032043457,24.489999771118164,20400
2025-07-01 00:00:00+00:00,24.6299991607666,24.649999618530273,24.520000457763672,24.610000610351562,6100
2025-07-02 00:00:00+00:00,24.6299991607666,24.700000762939453,24.520000457763672,24.579999923706055,18500
2025-07-03 00:00:00+00:00,24.649999618530273,24.700000762939453,24.600000381469727,24.700000762939453,13000
2025-07-07 00:00:00+00:00,24.739999771118164,24.75,24.68000030517578,24.700000762939453,2800
2025-07-08 00:00:00+00:00,24.600000381469727,24.75,24.559999465942383,24.65999984741211,26900
2025-07-09 00:00:00+00:00,24.708999633789062,24.75,24.700000762939453,24.700000762939453,4700
2025-07-10 00:00:00+00:00,24.739999771118164,24.749000549316406,24.739999771118164,24.739999771118164,600
2025-07-11 00:00:00+00:00,24.780000686645508,24.780000686645508,24.700000762939453,24.742000579833984,4100
2025-07-14 00:00:00+00:00,24.799999237060547,24.829999923706055,24.770000457763672,24.790000915527344,12700
2025-07-15 00:00:00+00:00,24.799999237060547,24.950000762939453,24.799999237060547,24.93000030517578,8900
2025-07-16 00:00:00+00:00,24.799999237060547,24.979999542236328,24.799999237060547,24.899999618530273,10100
2025-07-17 00:00:00+00:00,24.950000762939453,24.950000762939453,24.875,24.885000228881836,7000
2025-07-18 00:00:00+00:00,24.8799991607666,24.950000762939453,24.8799991607666,24.920000076293945,1200
2025-07-21 00:00:00+00:00,24.950000762939453,24.950000762939453,24.889999389648438,24.899999618530273,3200
2025-07-22 00:00:00+00:00,24.889999389648438,24.889999389648438,24.81999969482422,24.81999969482422,3300
