"('date', '')","('open', 'APLE')","('high', 'APLE')","('low', 'APLE')","('close', 'APLE')","('volume', 'APLE')"
2025-09-26 00:00:00+00:00,12.029999732971191,12.109999656677246,11.975000381469727,12.029999732971191,1878273
