"('date', '')","('open', 'AFGE')","('high', 'AFGE')","('low', 'AFGE')","('close', 'AFGE')","('volume', 'AFGE')"
2024-01-02 00:00:00+00:00,17.50813622689769,17.544141782510216,17.256090469925002,17.46312713623047,15000
2024-01-03 00:00:00+00:00,17.427120387584406,17.427120387584406,17.10306182464996,17.328102111816406,8400
2024-01-04 00:00:00+00:00,17.38121163332306,17.38121163332306,17.328102111816406,17.328102111816406,4600
2024-01-05 00:00:00+00:00,17.391113207520043,17.391113207520043,17.14806928406138,17.278593063354492,2900
2024-01-08 00:00:00+00:00,17.193077257617997,17.54413953524783,17.148068172716073,17.175073623657227,3900
2024-01-09 00:00:00+00:00,17.265091285335124,17.292095021245878,17.193078461371186,17.229084014892578,7200
2024-01-10 00:00:00+00:00,17.346104546611475,17.553141184417925,16.95003318786621,16.95003318786621,36300
2024-01-11 00:00:00+00:00,17.013043323409104,17.18407440185547,17.013043323409104,17.18407440185547,7000
2024-01-12 00:00:00+00:00,17.328101871333697,17.328101871333697,17.148068957330615,17.152570724487305,10600
2024-01-16 00:00:00+00:00,17.10306167602539,17.436122053582757,16.968037848283096,17.10306167602539,6800
2024-01-17 00:00:00+00:00,16.977040856616018,17.416318590156685,16.90502802897388,17.157072067260742,3600
2024-01-18 00:00:00+00:00,17.24708627572097,17.24708627572097,16.92122840202034,17.031047821044922,3000
2024-01-19 00:00:00+00:00,17.11206245039835,17.391111906312442,17.017545948432115,17.274091720581055,3400
2024-01-22 00:00:00+00:00,17.40911664879602,17.553142294370495,17.40911664879602,17.539640426635742,16200
2024-01-23 00:00:00+00:00,17.58915036428575,17.58915036428575,17.292095525240267,17.43612289428711,7400
2024-01-24 00:00:00+00:00,17.57114504572019,17.669261932373047,17.371309172073293,17.669261932373047,4500
2024-01-25 00:00:00+00:00,17.886201494626008,18.210258317361546,17.607150322401306,18.066232681274414,15500
2024-01-26 00:00:00+00:00,17.985218828362207,18.219260926410257,17.8772004550607,18.043729782104492,6500
2024-01-29 00:00:00+00:00,18.1742508749979,18.408292938507728,18.1742508749979,18.390289306640625,9600
2024-01-30 00:00:00+00:00,18.53431805585615,18.588327243651996,18.372288775547485,18.52531623840332,6400
2024-01-31 00:00:00+00:00,18.615330236884514,18.615330236884514,17.787182026756856,17.85019302368164,51300
2024-02-01 00:00:00+00:00,17.922206881650663,17.922206881650663,17.3281007089821,17.679162979125977,11200
2024-02-02 00:00:00+00:00,17.616153361569893,17.845695415393745,17.51713508604422,17.657560348510742,6100
2024-02-05 00:00:00+00:00,17.652159959513575,17.805187417263177,17.382110595703125,17.382110595703125,6300
2024-02-06 00:00:00+00:00,17.526135904079624,17.526135904079624,17.07605535651488,17.094058990478516,8100
2024-02-07 00:00:00+00:00,17.2290819382378,17.247085571289062,17.112061757246508,17.247085571289062,7100
2024-02-08 00:00:00+00:00,17.265090765492186,17.41811822642312,17.247087130812993,17.36410903930664,9800
2024-02-09 00:00:00+00:00,17.472126343755022,17.760177613300872,17.373108076003263,17.679162979125977,5500
2024-02-12 00:00:00+00:00,17.64315899837534,17.85019565216365,17.61615354560772,17.634157180786133,4700
2024-02-13 00:00:00+00:00,17.355106778001517,17.62335337340655,17.350605010986328,17.350605010986328,5300
2024-02-14 00:00:00+00:00,17.427118641487024,17.598148006414142,17.41811682487176,17.55314064025879,2000
2024-02-15 00:00:00+00:00,17.59814593649524,17.652156829833984,17.427116591684836,17.652156829833984,3300
2024-02-16 00:00:00+00:00,17.65216066709048,17.65216066709048,17.409116744995117,17.409116744995117,2400
2024-02-20 00:00:00+00:00,17.508132406955117,17.544137954711914,17.328099517408496,17.544137954711914,1900
2024-02-21 00:00:00+00:00,17.427118977720358,17.598148345947266,17.395613477419563,17.598148345947266,2100
2024-02-22 00:00:00+00:00,17.715173040420527,17.715173040420527,17.512636423038032,17.607152938842773,13700
2024-02-23 00:00:00+00:00,17.760179490969314,18.0842380619295,17.760179490969314,18.003223419189453,21300
2024-02-26 00:00:00+00:00,18.093240910676094,18.192257477617492,18.034729950491673,18.075237274169922,15600
2024-02-27 00:00:00+00:00,18.129246466767164,18.273272124973996,18.003224445066508,18.075237274169922,5400
2024-02-28 00:00:00+00:00,18.093238133631978,18.093238133631978,17.93120886378807,17.985218048095703,6700
2024-02-29 00:00:00+00:00,18.132212630191624,18.396982192993164,18.02721765344167,18.396982192993164,33200
2024-03-01 00:00:00+00:00,18.40611226595679,18.40611226595679,17.80079210272868,18.241771697998047,5200
2024-03-04 00:00:00+00:00,18.16873550415039,18.26003603259592,18.095695429676518,18.16873550415039,7200
2024-03-05 00:00:00+00:00,18.333074043163528,18.4608937237499,18.168733458745308,18.24907875061035,11000
2024-03-06 00:00:00+00:00,18.44263532190365,18.746665059883107,18.44263532190365,18.547630310058594,5200
2024-03-07 00:00:00+00:00,18.61610446923078,18.61610446923078,18.355899118963226,18.52389144897461,7700
2024-03-08 00:00:00+00:00,18.616102723854958,18.67088407560551,18.48828305259516,18.634363174438477,6000
2024-03-11 00:00:00+00:00,18.74392342307037,18.74392342307037,18.278292399388633,18.533931732177734,3300
2024-03-12 00:00:00+00:00,18.625234545245895,18.77131467960762,18.625234545245895,18.698274612426758,3700
2024-03-13 00:00:00+00:00,18.743922914206,18.779529571533203,18.670882858047403,18.779529571533203,3100
2024-03-14 00:00:00+00:00,18.780443349276844,18.780443349276844,18.39698259300298,18.561323165893555,5800
2024-03-15 00:00:00+00:00,18.670882255206873,18.71653163580247,18.305680244793127,18.48828125,4400
2024-03-18 00:00:00+00:00,18.588714655388845,18.698273881169182,18.383288930285087,18.515674591064453,4200
2024-03-19 00:00:00+00:00,18.475500982416616,18.81696409249165,18.475500982416616,18.78044319152832,5000
2024-03-20 00:00:00+00:00,18.662666093179205,18.999563217163086,18.662666093179205,18.999563217163086,16200
2024-03-21 00:00:00+00:00,19.081737043648133,19.574758845633536,19.081737043648133,19.510848999023438,23600
2024-03-22 00:00:00+00:00,19.492586135864258,19.565626200306426,19.410415845690256,19.492586135864258,14700
2024-03-25 00:00:00+00:00,19.456064926448313,19.556495666503906,19.364764411980723,19.556495666503906,16500
2024-03-26 00:00:00+00:00,19.602143298314314,19.757353636591574,19.383023128054475,19.71170425415039,17800
2024-03-27 00:00:00+00:00,19.638663851543917,19.84865379333496,19.551929329868212,19.84865379333496,18200
2024-03-28 00:00:00+00:00,19.876048095488738,19.88517832176535,19.725401974043592,19.76648712158203,13600
2024-04-01 00:00:00+00:00,19.748223411820874,19.830393693344853,19.56562414064383,19.71170425415039,14900
2024-04-02 00:00:00+00:00,19.556494607926318,19.629534667264295,18.42437281748149,18.470022201538086,127400
2024-04-03 00:00:00+00:00,18.41524314880371,18.470022759609265,18.260032800344288,18.41524314880371,31900
2024-04-04 00:00:00+00:00,18.50654396920762,18.65353659485793,18.34220339264239,18.351333618164062,11100
2024-04-05 00:00:00+00:00,18.39698359616201,18.475502145044267,18.351334208497626,18.37872314453125,2100
2024-04-08 00:00:00+00:00,18.406113394986622,18.406113394986622,18.031782852302456,18.132213592529297,41700
2024-04-09 00:00:00+00:00,18.123083114624023,18.213469386439883,18.086562212718153,18.123083114624023,3900
2024-04-10 00:00:00+00:00,17.894831297235573,18.12034245042347,17.712230284865004,17.92222023010254,11800
2024-04-11 00:00:00+00:00,18.004391482151636,18.004391482151636,17.438331447828524,17.657451629638672,11100
2024-04-12 00:00:00+00:00,17.41094123392848,17.54332689147525,17.273991334340852,17.374422073364258,7700
2024-04-15 00:00:00+00:00,17.191821026890587,17.25573086386514,16.634889462262407,16.698801040649414,11300
2024-04-16 00:00:00+00:00,16.53628549711099,17.264861122859973,16.516200045854983,16.780969619750977,9900
2024-04-17 00:00:00+00:00,16.954440226458026,17.054870964407865,16.83118479572298,16.91792106628418,5600
2024-04-18 00:00:00+00:00,16.954439311022483,16.954439311022483,16.717058687766055,16.735319137573242,7100
2024-04-19 00:00:00+00:00,16.826622009277344,16.844882461650062,16.753581941199062,16.826622009277344,1800
2024-04-22 00:00:00+00:00,16.826620250801255,16.981830596923828,16.762710415588266,16.981830596923828,10500
2024-04-23 00:00:00+00:00,16.981831524194774,17.246601104736328,16.945310621271805,17.246601104736328,8700
2024-04-24 00:00:00+00:00,17.210081943225855,17.246601104736328,17.210081943225855,17.246601104736328,1700
2024-04-25 00:00:00+00:00,17.109649377093874,17.21921033276714,16.872268757645397,17.128822326660156,10700
2024-04-26 00:00:00+00:00,17.155302889301414,17.38355331577059,17.00922101426159,17.191822052001953,18500
2024-04-29 00:00:00+00:00,17.310510635375977,17.337901312080753,16.908791158847396,17.310510635375977,9900
2024-04-30 00:00:00+00:00,17.310512733043378,17.566153855695507,16.972703053144766,17.091392517089844,28600
2024-05-01 00:00:00+00:00,17.16443036982328,17.383552298858426,17.098695532525184,17.374422073364258,7100
2024-05-02 00:00:00+00:00,17.365292494523175,17.365292494523175,17.328771591186523,17.328771591186523,1100
2024-05-03 00:00:00+00:00,17.465722932304722,17.534198760986328,17.465722932304722,17.534198760986328,2700
2024-05-06 00:00:00+00:00,17.61180224479121,17.703101014486133,17.529631958935855,17.657451629638672,13100
2024-05-07 00:00:00+00:00,17.739621713023496,17.739621713023496,17.575281143188477,17.575281143188477,4900
2024-05-08 00:00:00+00:00,17.511371157470855,17.682102709294924,17.42007064819336,17.42007064819336,4800
2024-05-09 00:00:00+00:00,17.465719622720272,17.465719622720272,17.109649560438122,17.25572967529297,5100
2024-05-10 00:00:00+00:00,17.356162268689012,17.441984301835117,17.137042072906663,17.328771591186523,6900
2024-05-13 00:00:00+00:00,17.39268006725369,17.53967442782499,17.28038160698001,17.351594924926758,1900
2024-05-14 00:00:00+00:00,17.502243027601896,17.530546206280228,17.132476704398748,17.200952529907227,4100
2024-05-15 00:00:00+00:00,17.34703139688175,17.520502198446056,17.264861108846684,17.374422073364258,8100
2024-05-16 00:00:00+00:00,17.420071094688872,17.575281442015115,17.198211669921875,17.198211669921875,3400
2024-05-17 00:00:00+00:00,17.28312170008367,17.420071600782613,17.118781122679945,17.310510635375977,3000
2024-05-20 00:00:00+00:00,17.191821154068816,17.372595440596616,17.191821154068816,17.228342056274414,1600
2024-05-21 00:00:00+00:00,17.31964280955897,17.328773036154463,17.091392368909688,17.155303955078125,8400
2024-05-22 00:00:00+00:00,17.191820755303908,17.191820755303908,17.064001083374023,17.064001083374023,4500
2024-05-23 00:00:00+00:00,17.137042162466727,17.137042162466727,16.75358138249048,16.88140106201172,13400
