"('date', '')","('open', 'BCH')","('high', 'BCH')","('low', 'BCH')","('close', 'BCH')","('volume', 'BCH')"
2024-01-02 00:00:00+00:00,19.598925733053193,19.675952210604144,19.427757052585257,19.616043090820312,122300
2024-01-03 00:00:00+00:00,19.479108290989238,19.61604389393037,19.36784709334885,19.564693450927734,147200
2024-01-04 00:00:00+00:00,19.427758190195988,19.53045907801028,19.179561385242614,19.333614349365234,145800
2024-01-05 00:00:00+00:00,19.119650993824884,19.32505438823111,18.871454205333357,19.171001434326172,107600
2024-01-08 00:00:00+00:00,19.171001655634484,19.171001655634484,18.717403099901503,19.016948699951172,121200
2024-01-09 00:00:00+00:00,18.82866217020612,18.82866217020612,18.40073802997416,18.768753051757812,161400
2024-01-10 00:00:00+00:00,18.674610421573316,18.708845138549805,18.37506317763364,18.708845138549805,111800
2024-01-11 00:00:00+00:00,18.623261074627678,18.78587272503461,18.520558550054552,18.760196685791016,236200
2024-01-12 00:00:00+00:00,18.794428439796587,18.905689636228807,18.674610196624474,18.862897872924805,135400
2024-01-16 00:00:00+00:00,18.589024910208007,18.589024910208007,18.22956855075421,18.452089309692383,101500
2024-01-17 00:00:00+00:00,18.25524458800131,18.47776534693948,18.17821810866113,18.452089309692383,126100
2024-01-18 00:00:00+00:00,18.529115676879883,18.546233034941007,18.315153598319142,18.529115676879883,97500
2024-01-19 00:00:00+00:00,18.529116549294812,18.734519958496094,18.486324784528325,18.734519958496094,72300
2024-01-22 00:00:00+00:00,18.70028525461674,18.777311730450577,18.606141421397375,18.768753051757812,85200
2024-01-23 00:00:00+00:00,18.828663799863794,18.91424896179796,18.503442143395397,18.734519958496094,167200
2024-01-24 00:00:00+00:00,19.008390417350117,19.059742491915944,18.777312611408394,18.974157333374023,199500
2024-01-25 00:00:00+00:00,19.01694996187279,19.188120286746294,18.90569039338585,19.145328521728516,121700
2024-01-26 00:00:00+00:00,19.01694949473011,19.111093334338054,18.862898165009593,18.931365966796875,85300
2024-01-29 00:00:00+00:00,19.051183108461224,19.30793694219316,18.888571476483765,18.914247512817383,104000
2024-01-30 00:00:00+00:00,18.94848119385545,19.128210189063875,18.820104272935783,19.085416793823242,180900
2024-01-31 00:00:00+00:00,19.016948699951172,19.359289326981237,18.897130459931304,19.016948699951172,153300
