"('date', '')","('open', 'BKH')","('high', 'BKH')","('low', 'BKH')","('close', 'BKH')","('volume', 'BKH')"
2024-02-02 00:00:00+00:00,47.7917357289589,47.85635629852749,46.86858071048542,47.247074127197266,589100
2024-02-05 00:00:00+00:00,46.61932391918955,46.61932391918955,45.83464363808325,45.85310363769531,639700
2024-02-06 00:00:00+00:00,45.92696041313378,46.360844382125876,45.66847814474195,46.07466506958008,514400
2024-02-07 00:00:00+00:00,46.18544302049736,46.27776063242684,45.54846734518959,45.806949615478516,579900
2024-02-08 00:00:00+00:00,46.29622597854823,47.31169509887695,45.69617380281774,47.31169509887695,1699400
2024-02-09 00:00:00+00:00,47.09013417378111,47.819427456150976,47.00705008437749,47.65325927734375,781400
2024-02-12 00:00:00+00:00,47.81019882955174,48.77028088545629,47.634797123794876,48.76104736328125,729800
2024-02-13 00:00:00+00:00,47.93019946572022,48.160988184692044,46.628551231581426,47.062435150146484,720500
2024-02-14 00:00:00+00:00,47.357854122638415,47.71788403448188,46.877813066328095,47.468631744384766,461200
2024-02-15 00:00:00+00:00,47.78652458664439,49.07678978295761,47.70237677891433,48.95524215698242,495800
2024-02-16 00:00:00+00:00,48.59059940347037,49.16093410805485,48.31010435314554,48.69344711303711,554800
2024-02-20 00:00:00+00:00,48.534500636004104,49.553622447880954,48.48775264891013,48.86174011230469,575100
2024-02-21 00:00:00+00:00,49.086141014052096,49.55362807132879,48.88044556752453,49.47882843017578,490000
2024-02-22 00:00:00+00:00,48.80564498901367,48.92719261134875,48.14181428493638,48.80564498901367,505000
2024-02-23 00:00:00+00:00,48.75889518340044,49.273130166451736,48.61864765773066,48.91783905029297,287800
2024-02-26 00:00:00+00:00,48.66540064066338,48.66540064066338,47.85197418153338,48.235313415527344,470400
2024-02-27 00:00:00+00:00,48.51580432354786,49.01133944342717,48.43165651388505,49.001991271972656,373300
2024-02-28 00:00:00+00:00,48.77759013143931,49.31052857377706,48.46905057707813,48.525150299072266,510000
2024-02-29 00:00:00+00:00,48.9645893132551,49.08613693671077,48.319458511792625,48.646697998046875,562300
2024-03-01 00:00:00+00:00,48.52515134804154,48.54384768913444,47.74912122690565,48.08571243286133,595100
2024-03-04 00:00:00+00:00,47.86132201331664,49.06743943609214,47.86132201331664,48.98329162597656,345700
2024-03-05 00:00:00+00:00,49.19833132600975,49.834113937087565,48.68409633469049,48.86174011230469,353400
2024-03-06 00:00:00+00:00,49.28247833706311,49.488173756940725,48.730843538280844,48.91783905029297,452600
2024-03-07 00:00:00+00:00,49.422726622564156,49.81541399384838,49.375978635503095,49.60972213745117,308200
2024-03-08 00:00:00+00:00,49.90891729659273,50.38575250718634,49.63777395790075,50.33900451660156,383500
2024-03-11 00:00:00+00:00,50.3483503380218,50.909336898783906,49.918263138087546,50.48859786987305,457000
2024-03-12 00:00:00+00:00,50.13330250993958,50.60078948782656,49.48817176444689,49.899559020996094,360300
2024-03-13 00:00:00+00:00,50.13330618970062,50.81583679951592,49.28247997016178,49.31053161621094,556400
2024-03-14 00:00:00+00:00,49.07678978295761,49.34792954862737,48.188563716172105,48.95524215698242,895700
2024-03-15 00:00:00+00:00,48.441006732670346,49.39468069005666,48.441006732670346,48.7308464050293,1577200
2024-03-18 00:00:00+00:00,48.63735045298478,48.84304588507364,48.16986342852316,48.366207122802734,710600
2024-03-19 00:00:00+00:00,48.48775412376421,49.10483684544572,48.48775412376421,48.646697998046875,1133000
2024-03-20 00:00:00+00:00,48.51580175625859,48.88979279422367,48.441005688651295,48.80564498901367,677300
2024-03-21 00:00:00+00:00,48.805643518394746,49.32922667579773,48.515800294373264,48.65604782104492,662700
2024-03-22 00:00:00+00:00,49.086137616463255,49.10483752545716,48.80564611484063,48.852394104003906,437100
2024-03-25 00:00:00+00:00,49.07678870835635,49.40402819422846,48.72149757609312,49.39468002319336,533400
2024-03-26 00:00:00+00:00,49.58167131118416,49.58167131118416,48.665397196404385,48.824344635009766,452100
2024-03-27 00:00:00+00:00,49.1235361245076,50.572745149781916,49.1235361245076,50.525997161865234,531600
2024-03-28 00:00:00+00:00,50.57274822270618,51.07763508282738,50.51664849381169,51.049583435058594,680700
2024-04-01 00:00:00+00:00,51.09633480398995,51.189830785159494,50.16136072572219,50.33900451660156,347400
2024-04-02 00:00:00+00:00,50.03981142952191,50.769090044944846,50.03981142952191,50.69429397583008,532900
2024-04-03 00:00:00+00:00,50.58209332070811,50.778440576586746,50.226805759227034,50.525997161865234,570000
2024-04-04 00:00:00+00:00,51.01218242850937,51.04023050702122,50.03980861814747,50.49794387817383,292800
2024-04-05 00:00:00+00:00,50.07721067473377,50.423150069549756,49.67517155374104,50.245506286621094,410900
2024-04-08 00:00:00+00:00,50.423150287347276,51.01218493149718,50.357702389846494,50.956085205078125,523100
2024-04-09 00:00:00+00:00,51.14307846148477,51.358122053269646,50.60079183004596,50.862586975097656,358300
2024-04-10 00:00:00+00:00,49.66581611910981,50.20810273185705,48.59059819724608,48.88978958129883,540200
2024-04-11 00:00:00+00:00,49.28247624600509,49.366624044508015,48.49709798219198,49.04873275756836,419800
2024-04-12 00:00:00+00:00,49.151583852363366,49.413375436138566,48.31945754681263,48.84304428100586,337100
2024-04-15 00:00:00+00:00,49.03003580953793,49.09548370491869,48.24465749832598,48.618648529052734,396400
2024-04-16 00:00:00+00:00,48.33815732646753,48.40360522223707,47.43123138988564,47.870670318603516,377400
2024-04-17 00:00:00+00:00,48.13246361057192,48.56255081708231,47.78652421113034,48.366207122802734,429900
2024-04-18 00:00:00+00:00,48.58124578069491,49.142232292928604,48.37555393618755,49.04873275756836,536400
2024-04-19 00:00:00+00:00,49.039388829529344,50.619493664058005,49.039388829529344,50.48859786987305,525500
2024-04-22 00:00:00+00:00,50.38575306239384,51.208531258995826,50.264205432219626,50.78779220581055,338800
2024-04-23 00:00:00+00:00,50.47924993923613,51.22722845717131,50.47924993923613,50.834537506103516,330800
2024-04-24 00:00:00+00:00,50.30160214493857,51.068280564881846,49.927614672595176,50.99348449707031,357600
2024-04-25 00:00:00+00:00,50.76908648663796,50.83453438001737,50.301599495846375,50.67559051513672,423200
2024-04-26 00:00:00+00:00,50.8625871652706,51.06827902051408,50.32965226914963,50.35770034790039,460300
2024-04-29 00:00:00+00:00,50.61014637762051,51.42357280330365,50.61014637762051,51.40487289428711,560200
2024-04-30 00:00:00+00:00,51.10568277776081,51.55446990559615,50.675595559415655,51.330078125,712600
2024-05-01 00:00:00+00:00,51.47966725097664,52.51748534514132,51.124376149384375,51.98455047607422,358200
2024-05-02 00:00:00+00:00,52.35854365787494,52.64838687997242,51.69471297820686,52.33984375,614200
2024-05-03 00:00:00+00:00,52.83538005601178,52.872779872632734,51.83495814457966,52.14350128173828,401900
2024-05-06 00:00:00+00:00,52.49879151989903,52.9288787038494,52.09675241461936,52.80733108520508,574900
2024-05-07 00:00:00+00:00,53.12522254871695,53.28416998383209,52.86343096928351,53.0504264831543,401000
2024-05-08 00:00:00+00:00,52.72318510356525,53.11587605173215,52.601637480722765,52.69513702392578,422300
2024-05-09 00:00:00+00:00,52.69513831183747,54.03215149585378,52.32114726317052,53.83580780029297,813900
2024-05-10 00:00:00+00:00,54.03215339039432,54.97647564975701,53.228075104216906,53.34027099609375,523900
2024-05-13 00:00:00+00:00,53.52726373895075,53.891903043540125,53.19067251420889,53.28417205810547,331400
2024-05-14 00:00:00+00:00,53.779707538104496,53.779707538104496,52.732537605552416,53.00367736816406,407300
2024-05-15 00:00:00+00:00,53.564661301983165,53.68620535396858,53.0784743941132,53.17197036743164,398300
2024-05-16 00:00:00+00:00,53.2003457986534,54.08938138960767,52.992272180563944,53.84347915649414,633000
2024-05-17 00:00:00+00:00,53.72998271982267,53.928596465767754,53.39895620203508,53.70160675048828,369600
2024-05-20 00:00:00+00:00,53.73944286218343,53.80564744895887,53.41787618018299,53.77727508544922,269800
2024-05-21 00:00:00+00:00,53.73944143193727,54.04209199424994,53.3989586473657,53.67323684692383,589300
2024-05-22 00:00:00+00:00,53.436791262965116,53.57866029354064,52.54775568061252,52.61396026611328,411500
2024-05-23 00:00:00+00:00,52.27347520650094,52.45317284392237,51.431728134974485,51.81003952026367,440800
2024-05-24 00:00:00+00:00,51.961368694807895,52.19781468130974,51.40335602234837,51.88570785522461,326800
2024-05-28 00:00:00+00:00,51.989741305955455,52.39642866508091,51.85733213933399,51.9708251953125,447500
2024-05-29 00:00:00+00:00,51.40335529332551,51.724921974722605,51.185825421774446,51.26148986816406,337300
2024-05-30 00:00:00+00:00,51.60196820358121,52.13160485103892,51.58305209361785,52.0086555480957,270500
2024-05-31 00:00:00+00:00,52.24510579154707,53.455708065360625,52.05594828429386,53.389503479003906,390200
2024-06-03 00:00:00+00:00,53.502998935497864,53.682696591099706,53.228720718095424,53.28546905517578,471100
2024-06-04 00:00:00+00:00,52.99227207050267,53.31383874875517,52.377514685055985,52.850406646728516,378300
2024-06-05 00:00:00+00:00,52.64233336347475,52.68962183836653,51.620888595870746,51.7154655456543,326800
2024-06-06 00:00:00+00:00,51.52630535858376,51.93299271568615,51.12907786069539,51.28040313720703,192700
2024-06-07 00:00:00+00:00,50.675103589392315,51.15745179564288,50.28732872303573,50.70347595214844,219900
2024-06-10 00:00:00+00:00,50.504867414817966,50.89263871335639,50.12655236888208,50.580528259277344,311400
2024-06-11 00:00:00+00:00,50.17384060812343,50.59944413079954,49.93739460751222,50.2684211730957,295700
2024-06-12 00:00:00+00:00,51.07232834745454,51.876243183846164,49.965762965041655,50.04142379760742,312200
2024-06-13 00:00:00+00:00,50.05088350502514,50.23058475955155,49.09564332965805,49.426666259765625,362700
2024-06-14 00:00:00+00:00,49.12401386091827,49.72931858006671,48.859195526707786,49.69148635864258,340700
2024-06-17 00:00:00+00:00,49.32263769058039,49.99414347350373,49.17131239290923,49.74823760986328,398100
2024-06-18 00:00:00+00:00,49.60636791355105,50.031971404171514,49.55907943856641,49.66311264038086,259500
2024-06-20 00:00:00+00:00,49.577994337377234,50.467033584707245,49.577994337377234,50.013057708740234,597700
2024-06-21 00:00:00+00:00,50.23058641635692,50.85480368220562,50.117093351987926,50.221126556396484,943500
2024-06-24 00:00:00+00:00,50.249502808643996,51.72492347730793,50.249502808643996,51.214202880859375,355300
2024-06-25 00:00:00+00:00,51.129079951850876,51.48847524334064,50.53323507276936,50.637271881103516,482900
2024-06-26 00:00:00+00:00,50.438654706237884,50.73184539217148,50.16437652246593,50.646724700927734,387100
2024-06-27 00:00:00+00:00,50.73184764145671,51.403353342219106,50.55214999992119,51.223655700683594,335900
2024-06-28 00:00:00+00:00,51.52631295123309,51.58306129124179,51.0534209414664,51.43173599243164,947300
2024-07-01 00:00:00+00:00,51.54521942971332,52.14106426085009,51.01557917893853,51.16690444946289,428700
2024-07-02 00:00:00+00:00,51.16690879618589,51.61142839456105,51.05341573562094,51.327693939208984,421000
2024-07-03 00:00:00+00:00,51.34660818127347,51.64925873701451,51.2709437383986,51.36552429199219,212600
2024-07-05 00:00:00+00:00,51.40335547261303,51.51685214259331,50.78859807901045,50.80751419067383,279400
2024-07-08 00:00:00+00:00,50.94938050823469,51.214202468278515,50.35353921586488,50.52377700805664,406300
2024-07-09 00:00:00+00:00,50.33462318539833,51.01558517890672,50.33462318539833,50.82643127441406,291300
2024-07-10 00:00:00+00:00,51.10070278390706,51.27094417394249,50.816968336474424,51.223655700683594,258800
2024-07-11 00:00:00+00:00,52.02757093897373,53.578659571180445,51.85733315560933,53.512454986572266,503600
2024-07-12 00:00:00+00:00,53.871853337966506,54.741976454716024,53.69215568492929,54.183963775634766,608000
2024-07-15 00:00:00+00:00,53.98534672120862,54.382574227260484,53.90968227745822,54.11775588989258,679500
2024-07-16 00:00:00+00:00,54.58118572870892,55.091909879318045,54.33528351242254,54.98787307739258,400500
2024-07-17 00:00:00+00:00,55.129742855751765,56.46329797315737,55.10136688618711,55.99040603637695,489600
2024-07-18 00:00:00+00:00,55.53643669988181,56.33089539082681,55.11083318546849,55.1297492980957,419800
2024-07-19 00:00:00+00:00,55.205404061965545,55.205404061965545,54.18395934772615,54.55281448364258,297600
2024-07-22 00:00:00+00:00,54.55281824902318,55.12974703286918,54.543358389158485,54.93113327026367,304200
2024-07-23 00:00:00+00:00,54.931132814156875,55.28107186077707,54.685226970028545,54.846012115478516,292100
2024-07-24 00:00:00+00:00,54.95950209801283,55.88636987175011,54.94058598737992,55.24323654174805,416900
2024-07-25 00:00:00+00:00,55.67829729767739,56.22685369259129,54.91221464613942,55.1108283996582,506100
2024-07-26 00:00:00+00:00,55.678295263225934,55.88636886857374,55.158114857735555,55.60263442993164,309800
2024-07-29 00:00:00+00:00,55.70667561973118,55.848541046285135,54.97842155154004,55.158119201660156,395300
2024-07-30 00:00:00+00:00,55.2810677224777,55.76341590696058,55.10136647878713,55.75395965576172,373100
2024-07-31 00:00:00+00:00,55.905285776758355,56.57679146630033,55.52697078125008,55.84853744506836,870800
2024-08-01 00:00:00+00:00,55.12974330981161,56.34034552341891,55.12974330981161,56.07552719116211,610400
2024-08-02 00:00:00+00:00,55.640468849634445,56.19847788988698,54.81763425480802,55.7255859375,519400
2024-08-05 00:00:00+00:00,54.855466847151035,55.11082893610915,53.13414041747423,53.37058639526367,595700
2024-08-06 00:00:00+00:00,53.37058854695232,54.64739543533934,53.219263259381414,54.09884262084961,367900
2024-08-07 00:00:00+00:00,54.373115473212835,54.609561437231555,53.89076368620234,53.91913604736328,297500
2024-08-08 00:00:00+00:00,53.76781786837384,54.306914448830014,53.625952435973545,54.212337493896484,331500
2024-08-09 00:00:00+00:00,54.240708951090554,54.590651615823425,53.22872039714307,54.04209518432617,322800
2024-08-12 00:00:00+00:00,54.04209199424994,54.259621860419706,53.26654947733882,53.67323684692383,339400
2024-08-13 00:00:00+00:00,54.02317712841119,54.25962311116074,53.50299668793806,54.0042610168457,757200
2024-08-14 00:00:00+00:00,53.94751482652659,54.373118305505784,53.540827458599736,54.27853775024414,283900
2024-08-15 00:00:00+00:00,54.60010385288217,54.67576829630229,53.83401759871011,54.49606704711914,377000
2024-08-16 00:00:00+00:00,54.65685310504246,54.9405875568832,54.49606796400915,54.66630935668945,258900
2024-08-19 00:00:00+00:00,54.58022630509268,55.12545433854138,54.55152759618051,54.981971740722656,290300
2024-08-20 00:00:00+00:00,54.90544600779919,55.05849239716873,54.51326440698264,55.0010986328125,570400
2024-08-21 00:00:00+00:00,55.058491663370894,55.632414703629195,54.9054452760411,55.154144287109375,456500
2024-08-22 00:00:00+00:00,55.068057822895334,55.316760493520896,54.94370648758255,55.20197296142578,290500
2024-08-23 00:00:00+00:00,55.49850225224155,56.00546775059423,55.14458314861311,55.70894241333008,749600
2024-08-26 00:00:00+00:00,56.0341624302956,56.49330158146373,55.986332470639944,56.10111999511719,309700
2024-08-27 00:00:00+00:00,55.85242512780604,56.3211317958167,55.737641236239526,56.09156036376953,378500
2024-08-28 00:00:00+00:00,56.215907335324864,56.6463514563592,55.78546321429052,56.110687255859375,330900
2024-08-29 00:00:00+00:00,56.37851515773431,56.4359089210935,55.74719835643795,56.06285858154297,248900
2024-08-30 00:00:00+00:00,56.14895189772091,56.56982858264497,55.83329164734238,56.550697326660156,332100
2024-09-03 00:00:00+00:00,56.378518577400015,56.914182787835706,56.36895477405022,56.588958740234375,396300
2024-09-04 00:00:00+00:00,56.7707024826415,57.16288411623514,56.6176560804809,57.1533203125,374900
2024-09-05 00:00:00+00:00,57.39244859976252,57.73680387518727,57.3159235834843,57.51679992675781,402200
2024-09-06 00:00:00+00:00,57.52636557557611,57.72723827638278,57.048095155228566,57.06722640991211,360500
2024-09-09 00:00:00+00:00,56.923745274438275,57.344625590371294,56.78026633402696,57.01940155029297,281900
2024-09-10 00:00:00+00:00,57.10548835050511,57.79419526768467,56.93331070898179,57.727237701416016,235200
2024-09-11 00:00:00+00:00,57.47853798599899,57.47853798599899,56.57939092933598,56.981136322021484,355300
2024-09-12 00:00:00+00:00,56.89504878258067,57.27766657853117,56.67504482702894,56.8089599609375,248000
2024-09-13 00:00:00+00:00,57.20114293600212,57.92811603601587,57.06722779887164,57.918548583984375,282800
2024-09-16 00:00:00+00:00,58.253340031524964,58.64552163950114,58.01420481571232,58.435081481933594,302400
2024-09-17 00:00:00+00:00,58.827265271982604,59.20031563866163,58.4255198459941,58.49247741699219,351500
2024-09-18 00:00:00+00:00,58.5976900440068,58.9994390928099,58.157682134914495,58.23420715332031,326300
2024-09-19 00:00:00+00:00,58.23420789251434,58.540300672195556,57.48810354924184,58.205509185791016,364200
2024-09-20 00:00:00+00:00,58.02376501680492,58.29159527423621,57.60288837671096,58.04289627075195,867900
2024-09-23 00:00:00+00:00,58.28203398375648,58.91335079556485,58.02376751771027,58.85595703125,406400
2024-09-24 00:00:00+00:00,58.731612834126935,59.26727340386685,58.41595258503251,58.48291015625,466700
2024-09-25 00:00:00+00:00,58.827259984295445,58.827259984295445,58.023765555626575,58.28203201293945,392600
2024-09-26 00:00:00+00:00,58.243769871032896,58.64551891235107,57.97593960942987,58.01420211791992,368200
2024-09-27 00:00:00+00:00,58.46377381906009,58.82726035187318,58.205507360133446,58.39681625366211,321200
2024-09-30 00:00:00+00:00,58.46377182006836,58.69334321423598,57.99506887830835,58.46377182006836,359000
2024-10-01 00:00:00+00:00,58.492477641208346,58.62639278371785,58.06203350534641,58.22464370727539,251300
2024-10-02 00:00:00+00:00,57.90898587813463,58.39682012248404,57.698545716419964,57.880287170410156,217400
2024-10-03 00:00:00+00:00,57.880286838743416,57.9376806049496,57.29679996909297,57.38288879394531,235800
2024-10-04 00:00:00+00:00,57.057665841677206,57.39245369533442,56.904619444446205,57.344627380371094,298200
2024-10-07 00:00:00+00:00,57.12462405946277,57.24897174999312,56.25417198118042,56.550697326660156,329700
2024-10-08 00:00:00+00:00,56.93331129195847,57.18201030508668,56.59851980827335,56.8089599609375,321300
2024-10-09 00:00:00+00:00,56.62722089397529,57.19158015981147,56.445475791251546,56.5985221862793,271400
2024-10-10 00:00:00+00:00,56.59852110968825,56.94287640417899,56.07242436484465,56.25416946411133,310000
2024-10-11 00:00:00+00:00,56.41678070637355,56.856788635760566,56.368954392120855,56.73244094848633,285100
2024-10-14 00:00:00+00:00,56.90461295665994,58.19594155801294,56.71330406970414,57.82289123535156,508300
2024-10-15 00:00:00+00:00,57.98550738864378,59.085530865231625,57.956812329765214,58.26290512084961,513600
2024-10-16 00:00:00+00:00,58.55943256379101,59.496842167871954,58.52117005368637,59.34379577636719,385000
2024-10-17 00:00:00+00:00,59.36292468549793,59.487272365053315,58.922913134510644,59.16204833984375,613800
2024-10-18 00:00:00+00:00,59.209880852497456,59.420317361000926,58.789000537662886,59.07596206665039,348200
2024-10-21 00:00:00+00:00,59.238573952541834,59.238573952541834,57.88985152686127,57.985504150390625,816000
2024-10-22 00:00:00+00:00,57.870724595084006,58.2820374750283,57.373322887967326,58.22464370727539,760100
2024-10-23 00:00:00+00:00,57.95681159434596,58.702912307032584,57.95681159434596,58.415950775146484,1281100
2024-10-24 00:00:00+00:00,58.425521410239476,58.5785678121775,57.52637060605375,57.7942008972168,309400
2024-10-25 00:00:00+00:00,58.16724761505052,58.16724761505052,57.23940186735544,57.268096923828125,315800
2024-10-28 00:00:00+00:00,57.52636500261005,57.96637290920798,57.11505215329476,57.727237701416016,299800
2024-10-29 00:00:00+00:00,57.27766980963965,57.746372804759744,57.00027207437285,57.344627380371094,599900
2024-10-30 00:00:00+00:00,57.468974183326615,58.014202158493305,56.92374255924628,56.981136322021484,489100
2024-10-31 00:00:00+00:00,57.02896575988863,57.306363488473636,56.579394031365666,56.617652893066406,520100
2024-11-01 00:00:00+00:00,56.74200601234852,57.05766626147399,55.32632591531753,55.40284729003906,357600
2024-11-04 00:00:00+00:00,55.00109954015678,55.58459004953943,54.857616951356064,55.09675216674805,327700
2024-11-05 00:00:00+00:00,54.86718448304089,56.34025828773401,54.714138090924315,56.25416946411133,380200
2024-11-06 00:00:00+00:00,57.06722565277254,58.02376648077672,56.22546870243304,57.7368049621582,939600
2024-11-07 00:00:00+00:00,56.44547214952717,58.014202158493305,55.86198531475732,56.981136322021484,900400
2024-11-08 00:00:00+00:00,57.459406699012476,58.329858698248906,56.914178724156336,58.1385498046875,456300
2024-11-11 00:00:00+00:00,58.34899415950167,59.764674235665815,58.081163878553134,59.66902160644531,555900
2024-11-12 00:00:00+00:00,59.66901983549609,60.27163794974487,58.942046738906406,59.08552932739258,554100
2024-11-13 00:00:00+00:00,59.55422719719402,60.43424660986351,59.496837085852924,60.41511535644531,970700
2024-11-14 00:00:00+00:00,60.596858986174745,60.835994189196605,59.88902082862165,59.95597839355469,655000
2024-11-15 00:00:00+00:00,60.539471064525465,60.778606276204975,59.96554436714637,60.01337432861328,502900
2024-11-18 00:00:00+00:00,59.95538246440298,61.15391182684095,59.781402336192414,60.854278564453125,422600
2024-11-19 00:00:00+00:00,60.68996270204378,60.68996270204378,59.79106665154141,60.61263656616211,553900
2024-11-20 00:00:00+00:00,60.44832446264466,60.631968505923055,59.92638410328951,60.342002868652344,329800
2024-11-21 00:00:00+00:00,60.380666195697344,61.356884705686745,60.3323355166841,61.173240661621094,363300
2024-11-22 00:00:00+00:00,61.56952727243645,62.59407645108625,61.52120028102468,62.159122467041016,520000
2024-11-25 00:00:00+00:00,62.65206615934262,63.396309924399596,62.44909058705435,62.49742126464844,609700
2024-11-26 00:00:00+00:00,62.30410871562222,62.47808883882732,61.443875710393236,61.46320724487305,510100
2024-11-27 00:00:00+00:00,61.8304975576737,62.08180381283108,61.540528234474706,61.80149841308594,391700
2024-11-29 00:00:00+00:00,61.94648238885975,62.30411025490197,61.89815908213615,61.927154541015625,254200
2024-12-02 00:00:00+00:00,61.94647833782683,62.09146299696942,60.42899165759648,60.709293365478516,468600
2024-12-03 00:00:00+00:00,61.21190531283251,61.5212024935269,60.7576234655756,60.892940521240234,456100
2024-12-04 00:00:00+00:00,60.72862671519864,61.124913949977476,60.457988922513536,60.90260314941406,373000
2024-12-05 00:00:00+00:00,60.83494391742196,61.08625017292096,60.573973738455976,60.670631408691406,283300
2024-12-06 00:00:00+00:00,60.70929676409064,60.776955292248005,59.597757480739695,59.84906005859375,362900
2024-12-09 00:00:00+00:00,60.119696203022954,60.2066862635606,59.21113252916018,59.32712173461914,493800
2024-12-10 00:00:00+00:00,59.31745412394098,59.61708737404024,58.26390947392424,59.32712173461914,367800
2024-12-11 00:00:00+00:00,59.36578240436998,59.52043468167158,58.940499703130264,58.95983123779297,487600
2024-12-12 00:00:00+00:00,58.979161420489916,59.327121662215845,58.814845223180164,58.94049835205078,474400
2024-12-13 00:00:00+00:00,58.75685295988095,59.191803252061554,58.631199833892545,58.921165466308594,461100
2024-12-16 00:00:00+00:00,58.9115009452916,59.317452089132885,58.72785321983795,58.74718475341797,543400
2024-12-17 00:00:00+00:00,58.36056670256874,58.93083405352137,57.75163628342298,58.05126953125,463200
2024-12-18 00:00:00+00:00,57.95461056342698,58.22524834760737,55.74119973494605,55.7991943359375,477200
2024-12-19 00:00:00+00:00,55.828188290322615,56.94939140285673,55.828188290322615,56.108489990234375,583100
2024-12-20 00:00:00+00:00,55.37391625535332,56.64976808621754,55.286926190198336,56.03117370605469,1817100
2024-12-23 00:00:00+00:00,55.97317797518697,56.5241138143903,55.393246677219246,56.485450744628906,429900
2024-12-24 00:00:00+00:00,56.39845864672445,57.084715205336856,56.195483068469144,57.007389068603516,189500
2024-12-26 00:00:00+00:00,56.572438767261325,57.162037654957054,56.25347767101915,57.007389068603516,289200
2024-12-27 00:00:00+00:00,56.57244245137416,57.403680039823755,56.417793854949586,56.591773986816406,263800
2024-12-30 00:00:00+00:00,56.30180148573935,56.707752619341626,55.7991926866749,56.43711853027344,368600
2024-12-31 00:00:00+00:00,56.591770115826456,57.01705649223863,56.18581896064734,56.562774658203125,309900
2025-01-02 00:00:00+00:00,56.97839466258131,56.97839466258131,56.01184005825292,56.16648864746094,299900
2025-01-03 00:00:00+00:00,56.156818733769015,56.321134927065465,55.44157042068013,55.8571891784668,549300
2025-01-06 00:00:00+00:00,55.6445478364783,56.00217200486194,54.4556861250031,54.53300857543945,504000
2025-01-07 00:00:00+00:00,54.5716734698784,54.977628331368074,53.93374756220604,54.31070327758789,557500
2025-01-08 00:00:00+00:00,54.030406580635514,54.368699234359504,53.38281304578951,54.33003616333008,488200
2025-01-10 00:00:00+00:00,53.711439109894386,54.12705788505224,53.160503279962015,53.875755310058594,590400
2025-01-13 00:00:00+00:00,53.93374557757021,54.26237428683068,53.817760058746856,54.08839416503906,599400
2025-01-14 00:00:00+00:00,54.301035325637855,54.7166540802578,54.09805975350617,54.61033248901367,447600
2025-01-15 00:00:00+00:00,55.480234571265456,55.74120106416746,54.8229771594747,55.045284271240234,407300
2025-01-16 00:00:00+00:00,55.09361064351509,57.23936297477029,55.09361064351509,57.13304138183594,510200
2025-01-17 00:00:00+00:00,57.10404873963357,57.78063402418252,57.07504959378628,57.58732604980469,387700
2025-01-21 00:00:00+00:00,57.993275208015234,58.62153716428065,57.57765644072207,57.78063201904297,514400
2025-01-22 00:00:00+00:00,57.635652752391074,57.635652752391074,55.4802364023644,55.596221923828125,398300
2025-01-23 00:00:00+00:00,55.69287526458704,55.71220679912565,55.15160704595858,55.393245697021484,419300
2025-01-24 00:00:00+00:00,55.39324523158268,55.72187394175148,55.083948055790074,55.634883880615234,419100
