"('date', '')","('open', 'CAT')","('high', 'CAT')","('low', 'CAT')","('close', 'CAT')","('volume', 'CAT')"
1970-01-02 00:00:00+00:00,1.2645861685458397,1.2645861685458397,1.23111183179479,1.2348309755325317,276000
1970-01-05 00:00:00+00:00,1.2348313867211813,1.2459895026870917,1.2273927562501332,1.2311122417449951,103200
1970-01-06 00:00:00+00:00,1.2311124534844033,1.2311124534844033,1.1939186136948305,1.2013572454452515,105600
1970-01-07 00:00:00+00:00,1.1901990892342955,1.1901990892342955,1.156724736657218,1.1641637086868286,201600
1970-01-08 00:00:00+00:00,1.1641638924377034,1.1901992770945786,1.1604444058358168,1.167883038520813,325200
1970-01-09 00:00:00+00:00,1.167881723237096,1.167881723237096,1.1455655097961426,1.1455655097961426,345600
1970-01-12 00:00:00+00:00,1.14556643411197,1.1567245498355239,1.1232502026648623,1.1381278038024902,414000
1970-01-13 00:00:00+00:00,1.1418472462532896,1.1567245063124756,1.1418472462532896,1.1530053615570068,297600
1970-01-14 00:00:00+00:00,1.153005591161136,1.1641637086868286,1.134408501605833,1.1641637086868286,256800
1970-01-15 00:00:00+00:00,1.1641635065940974,1.1641635065940974,1.1492859056362739,1.1604440212249756,201600
1970-01-16 00:00:00+00:00,1.160443098929576,1.1716012056500529,1.1455655097961426,1.1455655097961426,217200
1970-01-19 00:00:00+00:00,1.1455655097961426,1.1567236165166193,1.134407403075666,1.1455655097961426,178800
1970-01-20 00:00:00+00:00,1.1455655097961426,1.160443098929576,1.134407403075666,1.1455655097961426,279600
1970-01-21 00:00:00+00:00,1.14556643411197,1.1530054049401182,1.1232502026648623,1.1381278038024902,292800
1970-01-22 00:00:00+00:00,1.138127720692391,1.153005320743604,1.130689090926106,1.1344082355499268,216000
1970-01-23 00:00:00+00:00,1.134407930129155,1.1641631222204825,1.1306887865066528,1.1306887865066528,247200
1970-01-26 00:00:00+00:00,1.1306885506866633,1.1306885506866633,1.0860561123769066,1.0972142219543457,198000
1970-01-27 00:00:00+00:00,1.093495655033049,1.093495655033049,1.07489890365779,1.078618049621582,204000
1970-01-28 00:00:00+00:00,1.0786175675536678,1.1009337954376652,1.0748984232520775,1.0897756814956665,276000
1970-01-29 00:00:00+00:00,1.0897758541804732,1.104653455300166,1.0786177384703703,1.0860567092895508,241200
1970-01-30 00:00:00+00:00,1.0860566261618851,1.1046533707490902,1.071179026180936,1.0823371410369873,547200
1970-02-02 00:00:00+00:00,1.0860567092895508,1.1269696867203713,1.0860567092895508,1.0860567092895508,172800
1970-02-03 00:00:00+00:00,1.0860563451463559,1.1269693088594928,1.0860563451463559,1.1083725690841675,806400
1970-02-04 00:00:00+00:00,1.1083735746327579,1.1120927216508085,1.0860573304490033,1.0934959650039673,346800
1970-02-05 00:00:00+00:00,1.0897758541804732,1.0897758541804732,1.0711791081698578,1.0860567092895508,277200
1970-02-06 00:00:00+00:00,1.0860566261618851,1.1009338856241924,1.071179026180936,1.0823371410369873,196800
1970-02-09 00:00:00+00:00,1.0823373988183664,1.1195312373699122,1.078617912807595,1.1009341478347778,87600
1970-02-10 00:00:00+00:00,1.1009340211075374,1.1195311085019826,1.0972148760435954,1.112092137336731,237600
1970-02-11 00:00:00+00:00,1.1120916577930968,1.1492854760250042,1.1046530303541302,1.1232497692108154,242400
1970-02-12 00:00:00+00:00,1.1232498246970062,1.1269693088594928,1.1083725690841675,1.1083725690841675,181200
1970-02-13 00:00:00+00:00,1.1083725690841675,1.1195306810530734,1.104653084921681,1.1083725690841675,562800
1970-02-16 00:00:00+00:00,1.108372992272789,1.1232502535659246,1.108372992272789,1.112092137336731,157200
1970-02-17 00:00:00+00:00,1.1120917127281003,1.1158111968905868,1.104653084921681,1.1083725690841675,166800
1970-02-18 00:00:00+00:00,1.1083730379436014,1.1269697855856469,1.100934066471825,1.1195311546325684,1314000
1970-02-19 00:00:00+00:00,1.1232503840801404,1.1678828541829105,1.1232503840801404,1.1641637086868286,788400
1970-02-20 00:00:00+00:00,1.1641638924377034,1.197638250298352,1.1418476538639377,1.167883038520813,291600
1970-02-24 00:00:00+00:00,1.1678826668437738,1.1976378691517608,1.164163521944277,1.1901988983154297,169200
1970-02-25 00:00:00+00:00,1.1901987075486855,1.2050763063180765,1.1827600784232972,1.197637677192688,226800
1970-02-26 00:00:00+00:00,1.1939175117690608,1.1939175117690608,1.1753207792974896,1.182759404182434,88800
1970-02-27 00:00:00+00:00,1.182759404182434,1.1976369944707432,1.1790399214807519,1.182759404182434,99600
1970-03-02 00:00:00+00:00,1.1864799819444098,1.2385510852348243,1.1864799819444098,1.2013572454452515,298800
1970-03-03 00:00:00+00:00,1.2013570140512577,1.2236732455229138,1.1901988983154297,1.1901988983154297,459600
1970-03-04 00:00:00+00:00,1.1976379730215911,1.2273928373915164,1.1976379730215911,1.2125152349472046,265200
1970-03-05 00:00:00+00:00,1.2125152270277664,1.2311123150913654,1.2125152270277664,1.2236733436584473,217200
1970-03-06 00:00:00+00:00,1.2236733436584473,1.2348314602891284,1.2199541984606843,1.2236733436584473,255600
