"('date', '')","('open', 'CANG')","('high', 'CANG')","('low', 'CANG')","('close', 'CANG')","('volume', 'CANG')"
2018-07-26 00:00:00+00:00,3.1628627542356997,3.517103286187187,3.0085151386996176,3.1679234504699707,853400
2018-07-27 00:00:00+00:00,3.17551426464037,3.3652860305594285,2.9857424987213115,3.0565905570983887,104000
2018-07-30 00:00:00+00:00,3.0515298302769476,3.0515298302769476,2.6568044861582436,2.7301828861236572,216400
2018-07-31 00:00:00+00:00,2.7301834080893506,2.7833195176235463,2.7175319074750552,2.720062255859375,33200
2018-08-01 00:00:00+00:00,2.740304281913971,2.783319234848023,2.740304281913971,2.7833192348480225,59200
2018-08-02 00:00:00+00:00,2.7731983653935712,2.7731983653935712,2.593547732331032,2.720062255859375,38600
2018-08-03 00:00:00+00:00,2.732713545569245,2.8086223020892516,2.732713545569245,2.7681374549865723,38100
2018-08-06 00:00:00+00:00,2.7352438269667596,2.82886453590932,2.7352438269667596,2.7833192348480225,11500
2018-08-07 00:00:00+00:00,2.8086222901184548,2.8086222901184548,2.770667791366577,2.770667791366577,8400
2018-08-08 00:00:00+00:00,2.770667767813111,2.7807889191327813,2.7554861614872457,2.775728464126587,21500
2018-08-09 00:00:00+00:00,2.763076920793406,2.8010311773129235,2.6745166671714937,2.7858495712280273,48300
2018-08-10 00:00:00+00:00,2.7580162361901293,2.7934403860497246,2.7504254331156726,2.7833192348480225,39600
2018-08-13 00:00:00+00:00,2.770667814630694,2.806091965501764,2.6087293907795965,2.6568048000335693,86800
2018-08-14 00:00:00+00:00,2.682107424413733,2.6947586810277935,2.5758352279663086,2.5758352279663086,9100
2018-08-15 00:00:00+00:00,2.5302903447347247,2.5302903447347247,2.2114737033843994,2.2114737033843994,23400
2018-08-16 00:00:00+00:00,2.1887008589930073,2.2241250075713963,2.084959002600838,2.20135235786438,7000
2018-08-17 00:00:00+00:00,2.1887007277067227,2.1988218779352633,2.1507464746765104,2.1760494709014893,12500
2018-08-20 00:00:00+00:00,2.1760494709014893,2.2114733760477527,2.1760494709014893,2.1760494709014893,4600
2018-08-21 00:00:00+00:00,2.1962921979277117,2.2165345023163017,2.1684588484129237,2.1887011528015137,5900
2018-08-22 00:00:00+00:00,2.1811098684749353,2.1811098684749353,2.0748376731933993,2.0773680210113525,8700
2018-08-23 00:00:00+00:00,2.10520132231618,2.4214875902750905,2.0950801713937857,2.4164271354675293,37800
2018-08-24 00:00:00+00:00,2.416427034818256,2.656804540193344,2.416427034818256,2.606198787689209,58600
2018-08-27 00:00:00+00:00,2.6568046084263464,2.67704690994787,2.4872751522031313,2.591017007827759,22100
2018-08-28 00:00:00+00:00,2.57077453164614,2.628971325547045,2.5176384334354234,2.5201687812805176,13200
2018-08-29 00:00:00+00:00,2.48221485089696,2.5201691082688744,2.48221485089696,2.499926805496216,10600
2018-08-30 00:00:00+00:00,2.4999267848399365,2.5505325413534408,2.494866088534945,2.5049872398376465,23500
2018-08-31 00:00:00+00:00,2.4543814113921596,2.6568046728209227,2.110262035878354,2.6315016746520996,40200
2018-09-04 00:00:00+00:00,2.6112594181514392,2.6112594181514392,2.4417299548645177,2.45691180229187,6100
2018-09-05 00:00:00+00:00,2.441729854428005,2.4467905504647187,2.2848518968989118,2.3152153491973877,9100
2018-09-06 00:00:00+00:00,2.315215470005524,2.3354577725940864,2.2823219092795712,2.2873823642730713,2900
2018-09-07 00:00:00+00:00,2.267140076907436,2.267140076907436,2.2266554714584736,2.2291858196258545,2200
2018-09-10 00:00:00+00:00,2.3025642327033697,2.3025642327033697,2.2823219299316406,2.2823219299316406,1200
2018-09-11 00:00:00+00:00,2.2671401828984923,2.2924431831406755,2.259549379348755,2.259549379348755,700
2018-09-12 00:00:00+00:00,2.2468974390987784,2.254488241161607,2.229185487183096,2.251957893371582,1100
2018-09-13 00:00:00+00:00,2.2848521646749878,2.322806665476659,2.2772613610375725,2.3076248168945312,4400
2018-09-14 00:00:00+00:00,2.2873824086623245,2.348109317606486,2.277261257171631,2.277261257171631,4400
2018-09-17 00:00:00+00:00,2.277261257171631,2.277261257171631,2.277261257171631,2.277261257171631,0
2018-09-18 00:00:00+00:00,2.239306938477936,2.2494280896932377,2.226655439131988,2.23677659034729,3500
2018-09-19 00:00:00+00:00,2.2266555316706618,2.2696704864501958,2.2190647282705354,2.2696704864501953,3500
2018-09-20 00:00:00+00:00,2.2241249084472656,2.2620791620625793,2.2013522597551733,2.2241249084472656,3400
2018-09-21 00:00:00+00:00,2.2266553320818114,2.2266553320818114,2.2013523346064,2.2064130306243896,1900
2018-09-24 00:00:00+00:00,2.1887007614476492,2.2241249084472656,2.1887007614476492,2.2241249084472656,700
2018-09-25 00:00:00+00:00,2.226655355607125,2.226655355607125,2.20135235786438,2.20135235786438,4300
2018-09-26 00:00:00+00:00,2.2215944984818696,2.4037754416235826,2.201352198278041,2.3506393432617188,23700
2018-09-27 00:00:00+00:00,2.348109199976716,2.5226993560791016,2.3126852921875107,2.5226993560791016,34000
2018-09-28 00:00:00+00:00,2.5201689514172165,2.8668186664581303,2.3961847943244536,2.86681866645813,33800
2018-10-01 00:00:00+00:00,2.9098334959315917,3.2109378993354065,2.9098334959315917,3.0059845447540283,16700
2018-10-02 00:00:00+00:00,2.955378973808662,2.955378973808662,2.854167222976684,2.8541672229766846,21100
2018-10-03 00:00:00+00:00,2.8212736810009162,2.902243137359619,2.765607466306721,2.902243137359619,14100
2018-10-04 00:00:00+00:00,2.8566973328471525,2.9857421777117095,2.7681370884168284,2.9098334312438965,16000
2018-10-05 00:00:00+00:00,2.8820003249011577,2.8820003249011577,2.7985007762908936,2.7985007762908936,800
2018-10-08 00:00:00+00:00,2.937667033798096,2.937667033798096,2.621380737429801,2.6365625858306885,1600
2018-10-09 00:00:00+00:00,2.6315015347239883,2.6315015347239883,2.497396230697632,2.497396230697632,6300
2018-10-10 00:00:00+00:00,2.4695631076713664,2.4695631076713664,2.3278667609363084,2.3354575634002686,18200
2018-10-11 00:00:00+00:00,2.327866771114342,2.393654369575661,2.327866771114342,2.3885936737060547,4500
2018-10-12 00:00:00+00:00,2.4037759109305394,2.472093868437122,2.4037759109305394,2.46197247505188,1600
2018-10-15 00:00:00+00:00,2.499926805496216,2.499926805496216,2.499926805496216,2.499926805496216,800
2018-10-16 00:00:00+00:00,2.4847449196045583,2.4847449196045583,2.4543814659118652,2.4543814659118652,3200
2018-10-17 00:00:00+00:00,2.4214875262555897,2.4316086769104,2.4214875262555897,2.4316086769104004,300
2018-10-18 00:00:00+00:00,2.4569119694559185,2.4569119694559185,2.4189577102661133,2.4189577102661133,300
2018-10-19 00:00:00+00:00,2.4543811731185388,2.487274971021739,2.4543811731185388,2.4670326709747314,1100
2018-10-22 00:00:00+00:00,2.48474462318905,2.48474462318905,2.4670326709747314,2.4670326709747314,300
2018-10-23 00:00:00+00:00,2.4594423177505176,2.4594423177505176,2.4189577102661133,2.4189577102661133,400
2018-10-24 00:00:00+00:00,2.504987125261746,2.504987125261746,2.365821361541748,2.365821361541748,1100
2018-10-25 00:00:00+00:00,2.368351252474518,2.368351252474518,2.360760450363159,2.360760450363159,1200
