"('date', '')","('open', 'BSBR')","('high', 'BSBR')","('low', 'BSBR')","('close', 'BSBR')","('volume', 'BSBR')"
2009-10-07 00:00:00+00:00,4.950457249784939,5.225896025636432,4.764349678341395,4.842514991760254,149317996
2009-10-08 00:00:00+00:00,4.742015869460071,4.954178133842237,4.708516350005286,4.838791847229004,44723394
2009-10-09 00:00:00+00:00,4.868570161762571,4.943013265460063,4.838792846165479,4.879736423492432,18126763
2009-10-12 00:00:00+00:00,4.924402481248041,4.976512323158335,4.84623716249685,4.849959373474121,13560725
2009-10-13 00:00:00+00:00,4.89834576542988,4.913234233856201,4.78668169634691,4.913234233856201,10015614
2009-10-14 00:00:00+00:00,4.957899724379858,4.987676657292975,4.913233583829524,4.980232238769531,10837973
2009-10-15 00:00:00+00:00,4.928122756110993,5.136563539898486,4.905790238522768,5.110508441925049,16758601
2009-10-16 00:00:00+00:00,5.062123116100929,5.177509827428657,5.02490136918163,5.028623580932617,15514362
2009-10-19 00:00:00+00:00,5.121676903970049,5.166342699541661,5.065844474210264,5.0770111083984375,12469014
2009-10-20 00:00:00+00:00,4.980232597727168,5.006288064437207,4.794125456540087,4.898345470428467,16119569
2009-10-21 00:00:00+00:00,4.928121595871692,5.058396684477522,4.797846507265863,4.835068225860596,27615053
2009-10-22 00:00:00+00:00,4.9206806495725885,4.980234918028058,4.8685708036455,4.916958808898926,7346524
2009-10-23 00:00:00+00:00,5.017454157894866,5.017454157894866,4.876012784078665,4.931845188140869,8947706
2009-10-26 00:00:00+00:00,5.006290247370781,5.024900561954905,4.816460443290301,4.924402713775635,13624513
2009-10-27 00:00:00+00:00,4.943012245007979,4.943012245007979,4.820181167794302,4.838791847229004,8577922
2009-10-28 00:00:00+00:00,4.8201805446521915,4.838791221680947,4.451688101829841,4.552185535430908,25094628
2009-10-29 00:00:00+00:00,4.6377947654302565,4.663849858825315,4.563351694385849,4.604295253753662,10787965
2009-10-30 00:00:00+00:00,4.648962377543573,4.6712952665281655,4.362357030673038,4.414466857910156,8057488
2009-11-02 00:00:00+00:00,4.45913258026248,4.503798357674568,4.280469470614131,4.373523235321045,5343192
2009-11-03 00:00:00+00:00,4.302799325056324,4.671291914146281,4.295355281130655,4.555905342102051,10322759
2009-11-04 00:00:00+00:00,4.608020197557978,4.693629198764424,4.518688244120127,4.559631824493408,11294096
2009-11-05 00:00:00+00:00,4.626630061179775,4.652685165405273,4.548465119093748,4.652685165405273,6543688
2009-11-06 00:00:00+00:00,4.611741436133736,4.6526850111634195,4.570797861104051,4.581964492797852,3421606
2009-11-09 00:00:00+00:00,4.78668059079105,4.78668059079105,4.622905993566219,4.645238876342773,6291457
2009-11-10 00:00:00+00:00,4.593130906168755,4.660129586781265,4.544742908405753,4.652685165405273,1779080
2009-11-11 00:00:00+00:00,4.805291536617939,4.8313466317729015,4.719682202959023,4.775514602661133,7490178
2009-11-12 00:00:00+00:00,4.771792967274826,4.786682178381294,4.6452404170212835,4.675017356872559,7119871
2009-11-13 00:00:00+00:00,4.656405845797313,4.80156940923567,4.626628172449499,4.704793453216553,3315640
2009-11-16 00:00:00+00:00,4.790404020773472,4.864847111626835,4.768071130576505,4.827625751495361,3717266
2009-11-17 00:00:00+00:00,4.8648460310687165,4.883456707000732,4.816458051291276,4.883456707000732,1544180
2009-11-18 00:00:00+00:00,4.998843688596611,5.021176575379377,4.950455705468892,4.995121479034424,7635398
2009-11-19 00:00:00+00:00,4.987677504535476,4.9913997144294795,4.771792665996828,4.846235752105713,6992190
2009-11-20 00:00:00+00:00,4.83879254843779,4.864847651658283,4.764349449320733,4.816459655761719,2508314
2009-11-23 00:00:00+00:00,4.931846016117632,4.9727895883221445,4.894624283630448,4.935567855834961,4995958
2009-11-24 00:00:00+00:00,4.916957067546048,5.006288623887519,4.831347350560142,4.987677574157715,4346590
2009-11-25 00:00:00+00:00,4.9839555858201905,5.013732896121509,4.9467342258863525,4.9653449058532715,7216859
2009-11-27 00:00:00+00:00,4.7196840025148195,5.006289787908219,4.6712963737378335,4.9690680503845215,4823802
2009-11-30 00:00:00+00:00,4.965344269357332,5.1142304311881395,4.935566962873097,5.08073091506958,12970552
2009-12-01 00:00:00+00:00,5.132842157605765,5.378503984912066,5.129120317532575,5.3636155128479,15040177
2009-12-02 00:00:00+00:00,5.289171990167076,5.426891550212957,5.255672838042639,5.4045586585998535,8506408
2009-12-03 00:00:00+00:00,5.371058078293575,5.378502126458254,5.18495057414082,5.214727878570557,7066940
2009-12-04 00:00:00+00:00,5.311506349854129,5.38967167739972,5.02490089003471,5.0770111083984375,7992029
2009-12-07 00:00:00+00:00,5.0881768266402805,5.136564824897402,5.039788828383159,5.069565773010254,4190512
2009-12-08 00:00:00+00:00,5.006288925573511,5.136564057990318,4.9244014135989085,5.10306453704834,2705108
2009-12-09 00:00:00+00:00,5.084452609916854,5.203561453203979,5.047231258522896,5.173783779144287,4034747
2009-12-10 00:00:00+00:00,5.155174777329342,5.177507667929812,5.080731685130966,5.095620155334473,2692894
2009-12-11 00:00:00+00:00,5.129119637649786,5.144008107740431,5.017454814903472,5.10306453704834,6561227
2009-12-14 00:00:00+00:00,5.121674380606643,5.140285057827222,4.9430116569348765,4.995121479034424,6276528
