"('date', '')","('open', 'AON')","('high', 'AON')","('low', 'AON')","('close', 'AON')","('volume', 'AON')"
2025-09-26 00:00:00+00:00,354.1700134277344,358.989990234375,351.489990234375,356.0799865722656,585704
