"('date', '')","('open', 'APOS')","('high', 'APOS')","('low', 'APOS')","('close', 'APOS')","('volume', 'APOS')"
2024-01-02 00:00:00+00:00,24.165767509556556,24.23193950811889,24.095184829741182,24.209882736206055,64200
2024-01-03 00:00:00+00:00,24.139301812182506,24.227528906251116,24.086363536352597,24.1040096282959,265000
2024-01-04 00:00:00+00:00,24.21870629203251,24.386339108362595,24.130477519697603,24.174591064453125,402900
2024-01-05 00:00:00+00:00,24.280464396588073,24.280464396588073,24.095183818086973,24.130475997924805,228000
2024-01-08 00:00:00+00:00,24.20105867477671,24.20105867477671,24.077539410991815,24.130475997924805,52900
2024-01-09 00:00:00+00:00,24.165767004512126,24.18341309480314,24.05107078326814,24.095184326171875,221600
2024-01-10 00:00:00+00:00,24.17459008393947,24.17459008393947,23.97166509377645,24.042247772216797,304200
2024-01-11 00:00:00+00:00,24.13047532931514,24.13047532931514,23.998133024237738,24.059892654418945,219800
2024-01-12 00:00:00+00:00,24.18341535921681,24.25399804416607,24.05989608126159,24.1040096282959,232500
2024-01-16 00:00:00+00:00,24.08636128102637,24.170179368496775,24.05107078326814,24.095184326171875,25400
2024-01-17 00:00:00+00:00,24.095186582324246,24.148124858154155,24.006957805431682,24.1040096282959,64400
2024-01-18 00:00:00+00:00,24.130475487111802,24.16576598337882,24.00695454311794,24.015777587890625,32600
2024-01-19 00:00:00+00:00,24.09518400982531,24.09518400982531,23.945195609968504,24.033424377441406,54600
2024-01-22 00:00:00+00:00,24.077538901299416,24.08636026324838,23.96725336587644,24.015777587890625,103800
2024-01-23 00:00:00+00:00,23.962842048618434,24.06871690769085,23.962842048618434,24.042247772216797,73500
2024-01-24 00:00:00+00:00,24.077539952848866,24.08636131518309,24.006955591584727,24.042247772216797,38200
2024-01-25 00:00:00+00:00,24.077540662748625,24.386338838264837,23.99813493680907,24.37751579284668,41400
2024-01-26 00:00:00+00:00,24.35104837518495,24.501036781866215,24.183413877641453,24.3245792388916,28800
2024-01-29 00:00:00+00:00,24.44809780653326,24.44809780653326,24.2187053632134,24.30693244934082,32900
2024-01-30 00:00:00+00:00,24.34222402848052,24.364280799467288,24.11282990800589,24.130475997924805,57200
2024-01-31 00:00:00+00:00,24.245171413099644,24.245171413099644,23.892258040538078,23.901081085205078,79400
2024-02-01 00:00:00+00:00,23.97166505978238,24.095184326171875,23.962842014636877,24.095184326171875,14000
2024-02-02 00:00:00+00:00,23.99813391357024,24.059893546040158,23.93637259827655,23.980487823486328,26500
2024-02-05 00:00:00+00:00,23.980489267086742,24.042248903274526,23.7775642673772,23.812854766845703,28300
2024-02-06 00:00:00+00:00,23.954017728304756,23.958430092060777,23.548167769583525,23.645217895507812,31500
2024-02-07 00:00:00+00:00,23.751094274098058,24.059894126724295,23.609928915667293,23.839323043823242,53400
2024-02-08 00:00:00+00:00,23.91872803314615,23.91872803314615,23.821676221148973,23.87461280822754,56900
2024-02-09 00:00:00+00:00,23.93637579104407,23.93637579104407,23.804033463409716,23.856971740722656,21400
2024-02-12 00:00:00+00:00,23.918729894897563,24.086362714164945,23.874614666545177,24.07754135131836,32000
2024-02-13 00:00:00+00:00,23.892259441909815,23.96284212056207,23.706980541506567,23.78638458251953,55700
2024-02-14 00:00:00+00:00,23.874612237175114,24.08636026324838,23.77491502860885,24.015777587890625,15600
2024-02-15 00:00:00+00:00,24.015780851403335,24.192238405188462,23.92755375733472,24.1040096282959,40700
2024-02-16 00:00:00+00:00,24.06871980150242,24.06871980150242,23.795210417190894,23.856971740722656,74300
2024-02-20 00:00:00+00:00,23.892260411340647,24.06871795654297,23.892260411340647,24.06871795654297,23700
2024-02-21 00:00:00+00:00,24.068716557560077,24.068716557560077,23.936372564938836,24.033424377441406,23000
2024-02-22 00:00:00+00:00,24.077540337905354,24.121653881577128,23.945196341242397,23.99813461303711,41300
2024-02-23 00:00:00+00:00,24.10400845588911,24.10400845588911,23.971666138399307,24.06871795654297,42800
2024-02-26 00:00:00+00:00,24.104006163670565,24.200176172961662,24.03342348886661,24.112829208374023,35400
2024-02-27 00:00:00+00:00,24.059893546040158,24.11724081457721,23.945195643318502,23.980487823486328,52000
2024-02-28 00:00:00+00:00,23.98048868258291,24.09518490658976,23.86579077575222,23.95401954650879,58500
2024-02-29 00:00:00+00:00,24.05909570149379,24.10399814226766,23.816618410310934,24.02317237854004,179300
2024-03-01 00:00:00+00:00,24.07705493307368,24.07705493307368,23.924384240903183,23.99622917175293,47600
2024-03-04 00:00:00+00:00,23.996229641860783,23.996229641860783,23.852539777346276,23.87948226928711,43900
2024-03-05 00:00:00+00:00,23.92438387923355,23.987247978661966,23.901932659854577,23.951326370239258,50700
2024-03-06 00:00:00+00:00,23.978268656316995,24.023171094691183,23.762732155949855,23.88846206665039,93900
2024-03-07 00:00:00+00:00,23.933365582962256,24.005210515347727,23.897443973228672,23.960308074951172,26600
2024-03-08 00:00:00+00:00,23.98724937438965,24.041134359536432,23.951327763876797,23.98724937438965,30600
2024-03-11 00:00:00+00:00,24.041132960673384,24.041132960673384,23.92438387923355,23.951326370239258,23200
2024-03-12 00:00:00+00:00,23.978268143851412,23.978268143851412,23.825597458556548,23.92438316345215,31900
2024-03-13 00:00:00+00:00,23.951326370239258,23.951326370239258,23.906423931481314,23.951326370239258,34200
2024-03-14 00:00:00+00:00,23.960306435500016,23.960306435500016,23.78967409041545,23.843557357788086,53900
2024-03-15 00:00:00+00:00,23.843560336991047,23.933366935778714,23.762734569373986,23.9154052734375,13400
2024-03-18 00:00:00+00:00,23.91540412259711,24.02317237854004,23.91540412259711,24.02317237854004,32100
2024-03-19 00:00:00+00:00,24.032153368859063,24.032153368859063,23.946838045654864,24.005210876464844,78700
2024-03-20 00:00:00+00:00,24.005207936781215,24.02316959617777,23.88846057653984,24.014188766479492,42700
2024-03-21 00:00:00+00:00,24.103997309920505,24.15788057957214,24.032152379412235,24.095016479492188,46400
2024-03-22 00:00:00+00:00,24.112977470571916,24.265648157776095,24.059094202416976,24.14889907836914,21800
2024-03-25 00:00:00+00:00,24.139919549455694,24.148900380118665,23.8884631425657,23.960308074951172,22500
2024-03-26 00:00:00+00:00,24.005211390706563,24.05909637664933,23.906425675648226,23.969289779663086,21900
2024-03-27 00:00:00+00:00,24.041133678331356,24.059095339538008,23.924384593406412,23.978269577026367,26100
2024-03-28 00:00:00+00:00,23.942342118749146,24.05011035445459,23.59209835031294,23.75374984741211,131200
2024-04-01 00:00:00+00:00,23.78069496154785,23.834579945693402,23.64598592702059,23.78069496154785,54400
2024-04-02 00:00:00+00:00,23.628023862756738,23.690887963603007,23.51127649160199,23.654966354370117,25900
2024-04-03 00:00:00+00:00,23.583118336391966,23.71782735099138,23.4753500969616,23.68190574645996,47300
2024-04-04 00:00:00+00:00,23.74477258302283,23.789675022105538,23.58312106165587,23.610063552856445,23700
2024-04-05 00:00:00+00:00,23.610063914599433,23.681908845983497,23.60108308406164,23.654966354370117,25100
