"('date', '')","('open', 'AEP')","('high', 'AEP')","('low', 'AEP')","('close', 'AEP')","('volume', 'AEP')"
2025-09-26 00:00:00+00:00,108.37000274658203,109.50499725341797,108.1449966430664,109.13999938964844,3302894
