"('date', '')","('open', 'ACRS')","('high', 'ACRS')","('low', 'ACRS')","('close', 'ACRS')","('volume', 'ACRS')"
2024-02-15 00:00:00+00:00,1.2200000286102295,1.2699999809265137,1.2100000381469727,1.2300000190734863,1452900
2024-02-16 00:00:00+00:00,1.2400000095367432,1.2450000047683716,1.159999966621399,1.190000057220459,1153100
2024-02-20 00:00:00+00:00,1.1799999475479126,1.2300000190734863,1.1299999952316284,1.2100000381469727,2289700
2024-02-21 00:00:00+00:00,1.2000000476837158,1.2450000047683716,1.1699999570846558,1.2000000476837158,585600
2024-02-22 00:00:00+00:00,1.190000057220459,1.2649999856948853,1.190000057220459,1.2100000381469727,986900
2024-02-23 00:00:00+00:00,1.190000057220459,1.2400000095367432,1.1699999570846558,1.190000057220459,720600
2024-02-26 00:00:00+00:00,1.2200000286102295,1.25,1.2000000476837158,1.2100000381469727,860900
2024-02-27 00:00:00+00:00,1.2400000095367432,1.3700000047683716,1.159999966621399,1.2000000476837158,2828000
2024-02-28 00:00:00+00:00,1.2000000476837158,1.2699999809265137,1.190000057220459,1.190000057220459,1951000
2024-02-29 00:00:00+00:00,1.2200000286102295,1.2699999809265137,1.190000057220459,1.190000057220459,3109100
2024-03-01 00:00:00+00:00,1.2100000381469727,1.2549999952316284,1.190000057220459,1.2400000095367432,1507400
2024-03-04 00:00:00+00:00,1.2300000190734863,1.2899999618530273,1.2200000286102295,1.25,935400
2024-03-05 00:00:00+00:00,1.2400000095367432,1.2999999523162842,1.2400000095367432,1.2699999809265137,1374400
2024-03-06 00:00:00+00:00,1.3200000524520874,1.5099999904632568,1.309999942779541,1.440000057220459,2064200
2024-03-07 00:00:00+00:00,1.440000057220459,1.4500000476837158,1.3250000476837158,1.350000023841858,850800
2024-03-08 00:00:00+00:00,1.340000033378601,1.4850000143051147,1.340000033378601,1.409999966621399,1198600
2024-03-11 00:00:00+00:00,1.3300000429153442,1.4500000476837158,1.2799999713897705,1.2899999618530273,1464200
2024-03-12 00:00:00+00:00,1.3200000524520874,1.4299999475479126,1.2100000381469727,1.2200000286102295,965900
2024-03-13 00:00:00+00:00,1.2200000286102295,1.3200000524520874,1.2200000286102295,1.25,834700
2024-03-14 00:00:00+00:00,1.2699999809265137,1.2699999809265137,1.1100000143051147,1.149999976158142,2036500
2024-03-15 00:00:00+00:00,1.1399999856948853,1.2200000286102295,1.1100000143051147,1.1699999570846558,1161100
2024-03-18 00:00:00+00:00,1.159999966621399,1.2000000476837158,1.1349999904632568,1.149999976158142,865600
2024-03-19 00:00:00+00:00,1.1799999475479126,1.190000057220459,1.1449999809265137,1.149999976158142,439700
2024-03-20 00:00:00+00:00,1.1699999570846558,1.2200000286102295,1.1200000047683716,1.190000057220459,793800
2024-03-21 00:00:00+00:00,1.2200000286102295,1.2899999618530273,1.159999966621399,1.2000000476837158,1186900
2024-03-22 00:00:00+00:00,1.2000000476837158,1.2100000381469727,1.1299999952316284,1.149999976158142,548600
2024-03-25 00:00:00+00:00,1.149999976158142,1.2100000381469727,1.149999976158142,1.159999966621399,586700
2024-03-26 00:00:00+00:00,1.159999966621399,1.2100000381469727,1.159999966621399,1.1799999475479126,716200
2024-03-27 00:00:00+00:00,1.2000000476837158,1.284999966621399,1.190000057220459,1.2599999904632568,1286200
2024-03-28 00:00:00+00:00,1.2599999904632568,1.2899999618530273,1.2400000095367432,1.2400000095367432,599100
2024-04-01 00:00:00+00:00,1.2599999904632568,1.3200000524520874,1.2300000190734863,1.2599999904632568,721500
2024-04-02 00:00:00+00:00,1.25,1.2599999904632568,1.190000057220459,1.2200000286102295,764700
2024-04-03 00:00:00+00:00,1.2200000286102295,1.2699999809265137,1.2100000381469727,1.25,733500
2024-04-04 00:00:00+00:00,1.2699999809265137,1.2899999618530273,1.2200000286102295,1.2300000190734863,623300
2024-04-05 00:00:00+00:00,1.2200000286102295,1.2350000143051147,1.184000015258789,1.190000057220459,531500
2024-04-08 00:00:00+00:00,1.2100000381469727,1.218000054359436,1.1699999570846558,1.190000057220459,625200
2024-04-09 00:00:00+00:00,1.190000057220459,1.2400000095367432,1.190000057220459,1.190000057220459,333100
2024-04-10 00:00:00+00:00,1.2000000476837158,1.215000033378601,1.149999976158142,1.159999966621399,614000
2024-04-11 00:00:00+00:00,1.1799999475479126,1.2400000095367432,1.159999966621399,1.2200000286102295,631500
2024-04-12 00:00:00+00:00,1.2200000286102295,1.2300000190734863,1.184999942779541,1.2100000381469727,871100
2024-04-15 00:00:00+00:00,1.2200000286102295,1.2999999523162842,1.2100000381469727,1.2100000381469727,1069300
2024-04-16 00:00:00+00:00,1.2300000190734863,1.2549999952316284,1.2100000381469727,1.2200000286102295,676800
2024-04-17 00:00:00+00:00,1.2300000190734863,1.25,1.2139999866485596,1.2300000190734863,563000
2024-04-18 00:00:00+00:00,1.2200000286102295,1.2599999904632568,1.2100000381469727,1.2300000190734863,645800
2024-04-19 00:00:00+00:00,1.2300000190734863,1.25,1.2100000381469727,1.2400000095367432,579800
2024-04-22 00:00:00+00:00,1.2400000095367432,1.25,1.2100000381469727,1.2200000286102295,663100
2024-04-23 00:00:00+00:00,1.25,1.25,1.215000033378601,1.2200000286102295,637700
2024-04-24 00:00:00+00:00,1.2100000381469727,1.2350000143051147,1.1399999856948853,1.1699999570846558,1439400
2024-04-25 00:00:00+00:00,1.190000057220459,1.225000023841858,1.1399999856948853,1.190000057220459,1626700
2024-04-26 00:00:00+00:00,1.2000000476837158,1.2000000476837158,1.159999966621399,1.2000000476837158,445200
2024-04-29 00:00:00+00:00,1.2000000476837158,1.2200000286102295,1.1820000410079956,1.2200000286102295,654800
2024-04-30 00:00:00+00:00,1.190000057220459,1.2300000190734863,1.190000057220459,1.2100000381469727,930300
2024-05-01 00:00:00+00:00,1.2100000381469727,1.2699999809265137,1.2050000429153442,1.2599999904632568,979100
2024-05-02 00:00:00+00:00,1.25,1.309999942779541,1.2100000381469727,1.309999942779541,865100
2024-05-03 00:00:00+00:00,1.309999942779541,1.399999976158142,1.309999942779541,1.3600000143051147,690100
2024-05-06 00:00:00+00:00,1.399999976158142,1.4040000438690186,1.2599999904632568,1.309999942779541,631700
2024-05-07 00:00:00+00:00,1.2999999523162842,1.3600000143051147,1.2799999713897705,1.340000033378601,736900
2024-05-08 00:00:00+00:00,1.25,1.3480000495910645,1.2000000476837158,1.2200000286102295,1233900
2024-05-09 00:00:00+00:00,1.2200000286102295,1.2450000047683716,1.2000000476837158,1.225000023841858,413500
2024-05-10 00:00:00+00:00,1.2400000095367432,1.2599999904632568,1.1649999618530273,1.1699999570846558,497500
2024-05-13 00:00:00+00:00,1.1699999570846558,1.2079999446868896,1.1399999856948853,1.1799999475479126,683700
2024-05-14 00:00:00+00:00,1.190000057220459,1.2400000095367432,1.1699999570846558,1.1799999475479126,631200
2024-05-15 00:00:00+00:00,1.2000000476837158,1.2100000381469727,1.1649999618530273,1.1799999475479126,630000
2024-05-16 00:00:00+00:00,1.1799999475479126,1.190000057220459,1.1699999570846558,1.1799999475479126,406500
2024-05-17 00:00:00+00:00,1.2000000476837158,1.2000000476837158,1.149999976158142,1.190000057220459,446300
2024-05-20 00:00:00+00:00,1.1699999570846558,1.2100000381469727,1.149999976158142,1.190000057220459,307400
2024-05-21 00:00:00+00:00,1.1799999475479126,1.190000057220459,1.149999976158142,1.1799999475479126,511600
2024-05-22 00:00:00+00:00,1.1699999570846558,1.2000000476837158,1.1399999856948853,1.149999976158142,512200
2024-05-23 00:00:00+00:00,1.1699999570846558,1.1979999542236328,1.1399999856948853,1.1799999475479126,585500
2024-05-24 00:00:00+00:00,1.1799999475479126,1.190000057220459,1.1100000143051147,1.1100000143051147,409300
2024-05-28 00:00:00+00:00,1.1100000143051147,1.1399999856948853,1.0199999809265137,1.0499999523162842,1136900
2024-05-29 00:00:00+00:00,1.0399999618530273,1.0499999523162842,0.9520000219345093,1.0099999904632568,932000
2024-05-30 00:00:00+00:00,1.0299999713897705,1.059999942779541,1.0099999904632568,1.0499999523162842,549000
2024-05-31 00:00:00+00:00,1.0499999523162842,1.059999942779541,1.0099999904632568,1.0299999713897705,546100
2024-06-03 00:00:00+00:00,1.0399999618530273,1.059999942779541,1.0199999809265137,1.0399999618530273,378900
2024-06-04 00:00:00+00:00,1.0299999713897705,1.0299999713897705,1.0,1.0099999904632568,289800
2024-06-05 00:00:00+00:00,1.0399999618530273,1.0499999523162842,1.0099999904632568,1.0499999523162842,241800
2024-06-06 00:00:00+00:00,1.0499999523162842,1.059999942779541,1.0099999904632568,1.0299999713897705,269500
2024-06-07 00:00:00+00:00,1.0199999809265137,1.0299999713897705,1.0,1.0099999904632568,307300
2024-06-10 00:00:00+00:00,0.9909999966621399,1.0700000524520874,0.9900000095367432,1.059999942779541,298400
2024-06-11 00:00:00+00:00,1.059999942779541,1.1349999904632568,1.0099999904632568,1.1200000047683716,1444100
2024-06-12 00:00:00+00:00,1.1100000143051147,1.1749999523162842,1.090000033378601,1.149999976158142,521100
2024-06-13 00:00:00+00:00,1.1399999856948853,1.2200000286102295,1.1100000143051147,1.190000057220459,974100
2024-06-14 00:00:00+00:00,1.2200000286102295,1.2300000190734863,1.149999976158142,1.1799999475479126,1003900
2024-06-17 00:00:00+00:00,1.2000000476837158,1.2000000476837158,1.0950000286102295,1.1299999952316284,905200
2024-06-18 00:00:00+00:00,1.1200000047683716,1.1799999475479126,1.1150000095367432,1.1299999952316284,564700
2024-06-20 00:00:00+00:00,1.159999966621399,1.1649999618530273,1.100000023841858,1.1299999952316284,493700
2024-06-21 00:00:00+00:00,1.1399999856948853,1.149999976158142,1.1100000143051147,1.149999976158142,470300
2024-06-24 00:00:00+00:00,1.149999976158142,1.2899999618530273,1.1399999856948853,1.2899999618530273,982800
2024-06-25 00:00:00+00:00,1.2799999713897705,1.2899999618530273,1.2400000095367432,1.2899999618530273,731800
2024-06-26 00:00:00+00:00,1.2799999713897705,1.2799999713897705,1.1100000143051147,1.1150000095367432,830900
2024-06-27 00:00:00+00:00,1.1200000047683716,1.1799999475479126,1.100000023841858,1.1100000143051147,894100
2024-06-28 00:00:00+00:00,1.1299999952316284,1.159999966621399,1.100000023841858,1.100000023841858,9375800
2024-07-01 00:00:00+00:00,1.100000023841858,1.2699999809265137,1.100000023841858,1.149999976158142,1651800
2024-07-02 00:00:00+00:00,1.1799999475479126,1.190000057220459,1.1200000047683716,1.1399999856948853,653200
2024-07-03 00:00:00+00:00,1.1699999570846558,1.184999942779541,1.1399999856948853,1.149999976158142,419800
2024-07-05 00:00:00+00:00,1.149999976158142,1.2400000095367432,1.1200000047683716,1.2000000476837158,935900
2024-07-08 00:00:00+00:00,1.2400000095367432,1.2899999618530273,1.2000000476837158,1.2699999809265137,1373500
2024-07-09 00:00:00+00:00,1.2999999523162842,1.3200000524520874,1.25,1.2599999904632568,883100
2024-07-10 00:00:00+00:00,1.25,1.2799999713897705,1.25,1.2699999809265137,655500
2024-07-11 00:00:00+00:00,1.2999999523162842,1.2999999523162842,1.25,1.2599999904632568,759400
2024-07-12 00:00:00+00:00,1.2599999904632568,1.3300000429153442,1.25,1.3200000524520874,551100
2024-07-15 00:00:00+00:00,1.3300000429153442,1.3700000047683716,1.2999999523162842,1.350000023841858,608900
2024-07-16 00:00:00+00:00,1.350000023841858,1.3700000047683716,1.3300000429153442,1.340000033378601,2539100
2024-07-17 00:00:00+00:00,1.4299999475479126,1.4299999475479126,1.3200000524520874,1.3200000524520874,3536500
2024-07-18 00:00:00+00:00,1.3200000524520874,1.350000023841858,1.2599999904632568,1.309999942779541,1134600
2024-07-19 00:00:00+00:00,1.309999942779541,1.340000033378601,1.2999999523162842,1.3200000524520874,431600
2024-07-22 00:00:00+00:00,1.3200000524520874,1.399999976158142,1.309999942779541,1.3300000429153442,535200
2024-07-23 00:00:00+00:00,1.3700000047683716,1.399999976158142,1.350000023841858,1.399999976158142,625200
2024-07-24 00:00:00+00:00,1.3899999856948853,1.4199999570846558,1.3600000143051147,1.3799999952316284,510400
2024-07-25 00:00:00+00:00,1.3799999952316284,1.399999976158142,1.3350000381469727,1.350000023841858,525000
2024-07-26 00:00:00+00:00,1.340000033378601,1.409999966621399,1.340000033378601,1.3899999856948853,403600
2024-07-29 00:00:00+00:00,1.3799999952316284,1.409999966621399,1.3300000429153442,1.3300000429153442,401000
2024-07-30 00:00:00+00:00,1.3300000429153442,1.3650000095367432,1.2799999713897705,1.309999942779541,695400
2024-07-31 00:00:00+00:00,1.309999942779541,1.3600000143051147,1.3049999475479126,1.340000033378601,540700
2024-08-01 00:00:00+00:00,1.3899999856948853,1.3899999856948853,1.309999942779541,1.3200000524520874,488400
2024-08-02 00:00:00+00:00,1.309999942779541,1.315000057220459,1.274999976158142,1.2799999713897705,693500
2024-08-05 00:00:00+00:00,1.2200000286102295,1.281000018119812,1.1950000524520874,1.2400000095367432,781600
2024-08-06 00:00:00+00:00,1.2799999713897705,1.2949999570846558,1.215000033378601,1.2200000286102295,1076900
2024-08-07 00:00:00+00:00,1.2799999713897705,1.2799999713897705,1.1649999618530273,1.190000057220459,1220400
2024-08-08 00:00:00+00:00,1.2000000476837158,1.2300000190734863,1.1399999856948853,1.1699999570846558,817100
2024-08-09 00:00:00+00:00,1.1799999475479126,1.190000057220459,1.149999976158142,1.159999966621399,431700
2024-08-12 00:00:00+00:00,1.190000057220459,1.190000057220459,1.1349999904632568,1.1399999856948853,283400
2024-08-13 00:00:00+00:00,1.1399999856948853,1.2000000476837158,1.1349999904632568,1.190000057220459,393100
2024-08-14 00:00:00+00:00,1.2000000476837158,1.2300000190734863,1.1699999570846558,1.1699999570846558,292000
2024-08-15 00:00:00+00:00,1.2300000190734863,1.2300000190734863,1.149999976158142,1.1799999475479126,724700
2024-08-16 00:00:00+00:00,1.1699999570846558,1.2000000476837158,1.149999976158142,1.190000057220459,239500
2024-08-19 00:00:00+00:00,1.2000000476837158,1.2799999713897705,1.1799999475479126,1.2799999713897705,443500
2024-08-20 00:00:00+00:00,1.2799999713897705,1.2799999713897705,1.2300000190734863,1.25,211800
2024-08-21 00:00:00+00:00,1.25,1.2799999713897705,1.2300000190734863,1.2699999809265137,226600
2024-08-22 00:00:00+00:00,1.2599999904632568,1.2599999904632568,1.2000000476837158,1.2000000476837158,149900
2024-08-23 00:00:00+00:00,1.2300000190734863,1.2300000190734863,1.2000000476837158,1.2100000381469727,115900
2024-08-26 00:00:00+00:00,1.2000000476837158,1.2200000286102295,1.2000000476837158,1.2200000286102295,167300
2024-08-27 00:00:00+00:00,1.2000000476837158,1.2200000286102295,1.1799999475479126,1.190000057220459,164800
2024-08-28 00:00:00+00:00,1.1799999475479126,1.2100000381469727,1.159999966621399,1.2000000476837158,389200
2024-08-29 00:00:00+00:00,1.2000000476837158,1.2100000381469727,1.1699999570846558,1.1699999570846558,160000
2024-08-30 00:00:00+00:00,1.1799999475479126,1.190000057220459,1.1699999570846558,1.1799999475479126,170900
2024-09-03 00:00:00+00:00,1.159999966621399,1.1799999475479126,1.149999976158142,1.149999976158142,327700
2024-09-04 00:00:00+00:00,1.149999976158142,1.2000000476837158,1.149999976158142,1.1699999570846558,206800
2024-09-05 00:00:00+00:00,1.159999966621399,1.2000000476837158,1.149999976158142,1.1799999475479126,133600
2024-09-06 00:00:00+00:00,1.1699999570846558,1.1799999475479126,1.159999966621399,1.1699999570846558,392500
2024-09-09 00:00:00+00:00,1.159999966621399,1.2000000476837158,1.149999976158142,1.1799999475479126,139900
2024-09-10 00:00:00+00:00,1.1699999570846558,1.190000057220459,1.1699999570846558,1.1699999570846558,162800
2024-09-11 00:00:00+00:00,1.1799999475479126,1.190000057220459,1.1699999570846558,1.1799999475479126,140200
2024-09-12 00:00:00+00:00,1.1799999475479126,1.2050000429153442,1.1699999570846558,1.1699999570846558,219300
2024-09-13 00:00:00+00:00,1.1799999475479126,1.2000000476837158,1.1649999618530273,1.1799999475479126,327600
2024-09-16 00:00:00+00:00,1.190000057220459,1.2000000476837158,1.1749999523162842,1.190000057220459,149900
2024-09-17 00:00:00+00:00,1.2000000476837158,1.2100000381469727,1.1699999570846558,1.1699999570846558,239500
2024-09-18 00:00:00+00:00,1.159999966621399,1.2000000476837158,1.159999966621399,1.1699999570846558,307800
2024-09-19 00:00:00+00:00,1.190000057220459,1.2100000381469727,1.1749999523162842,1.2100000381469727,150300
2024-09-20 00:00:00+00:00,1.2200000286102295,1.2200000286102295,1.149999976158142,1.149999976158142,781400
2024-09-23 00:00:00+00:00,1.149999976158142,1.1649999618530273,1.1399999856948853,1.159999966621399,211100
2024-09-24 00:00:00+00:00,1.1699999570846558,1.1790000200271606,1.149999976158142,1.159999966621399,323400
2024-09-25 00:00:00+00:00,1.149999976158142,1.159999966621399,1.1200000047683716,1.1200000047683716,382100
2024-09-26 00:00:00+00:00,1.1299999952316284,1.1799999475479126,1.1200000047683716,1.1799999475479126,320900
2024-09-27 00:00:00+00:00,1.1799999475479126,1.2000000476837158,1.1699999570846558,1.1699999570846558,238500
2024-09-30 00:00:00+00:00,1.159999966621399,1.1699999570846558,1.1299999952316284,1.149999976158142,461600
2024-10-01 00:00:00+00:00,1.159999966621399,1.190000057220459,1.149999976158142,1.1799999475479126,182900
2024-10-02 00:00:00+00:00,1.1699999570846558,1.1799999475479126,1.159999966621399,1.1699999570846558,115000
2024-10-03 00:00:00+00:00,1.1699999570846558,1.190000057220459,1.1699999570846558,1.190000057220459,127700
2024-10-04 00:00:00+00:00,1.2000000476837158,1.2000000476837158,1.1799999475479126,1.190000057220459,165600
2024-10-07 00:00:00+00:00,1.1799999475479126,1.190000057220459,1.1200000047683716,1.149999976158142,436300
2024-10-08 00:00:00+00:00,1.1699999570846558,1.1699999570846558,1.1299999952316284,1.159999966621399,259000
2024-10-09 00:00:00+00:00,1.149999976158142,1.1799999475479126,1.149999976158142,1.1699999570846558,236000
2024-10-10 00:00:00+00:00,1.149999976158142,1.1699999570846558,1.1399999856948853,1.159999966621399,188900
2024-10-11 00:00:00+00:00,1.159999966621399,1.1799999475479126,1.159999966621399,1.1799999475479126,125700
2024-10-14 00:00:00+00:00,1.1799999475479126,1.2200000286102295,1.1799999475479126,1.2000000476837158,295500
2024-10-15 00:00:00+00:00,1.190000057220459,1.190000057220459,1.159999966621399,1.1799999475479126,152600
2024-10-16 00:00:00+00:00,1.1799999475479126,1.190000057220459,1.149999976158142,1.159999966621399,175200
2024-10-17 00:00:00+00:00,1.159999966621399,1.1799999475479126,1.159999966621399,1.1699999570846558,202800
2024-10-18 00:00:00+00:00,1.1699999570846558,1.2200000286102295,1.1699999570846558,1.190000057220459,190800
2024-10-21 00:00:00+00:00,1.190000057220459,1.2200000286102295,1.1699999570846558,1.2100000381469727,210900
2024-10-22 00:00:00+00:00,1.2100000381469727,1.2799999713897705,1.2100000381469727,1.2699999809265137,546200
2024-10-23 00:00:00+00:00,1.2599999904632568,1.2949999570846558,1.2549999952316284,1.2599999904632568,396900
2024-10-24 00:00:00+00:00,1.2799999713897705,1.2899999618530273,1.2599999904632568,1.2899999618530273,248700
2024-10-25 00:00:00+00:00,1.2999999523162842,1.7100000381469727,1.2649999856948853,1.690000057220459,7195000
2024-10-28 00:00:00+00:00,1.5499999523162842,1.649999976158142,1.5199999809265137,1.6100000143051147,1159200
2024-10-29 00:00:00+00:00,1.600000023841858,1.8700000047683716,1.590000033378601,1.7100000381469727,1731000
2024-10-30 00:00:00+00:00,1.6799999475479126,1.8350000381469727,1.649999976158142,1.7999999523162842,737300
2024-10-31 00:00:00+00:00,1.8200000524520874,1.934999942779541,1.7999999523162842,1.809999942779541,717800
2024-11-01 00:00:00+00:00,1.809999942779541,2.130000114440918,1.7699999809265137,2.0899999141693115,1257500
2024-11-04 00:00:00+00:00,2.0899999141693115,2.2249999046325684,2.0399999618530273,2.1700000762939453,1803500
2024-11-05 00:00:00+00:00,2.180000066757202,2.309999942779541,2.1500000953674316,2.2200000286102295,1215300
2024-11-06 00:00:00+00:00,2.240000009536743,2.3499999046325684,2.194000005722046,2.259999990463257,578600
2024-11-07 00:00:00+00:00,2.2699999809265137,2.549999952316284,2.259999990463257,2.450000047683716,1006000
2024-11-08 00:00:00+00:00,2.4800000190734863,2.6700000762939453,2.4800000190734863,2.640000104904175,1002600
2024-11-11 00:00:00+00:00,2.6700000762939453,2.680000066757202,2.0899999141693115,2.630000114440918,1759200
2024-11-12 00:00:00+00:00,2.4800000190734863,2.5899999141693115,2.3399999141693115,2.559999942779541,628500
2024-11-13 00:00:00+00:00,2.549999952316284,2.7200000286102295,2.430000066757202,2.440000057220459,1414300
2024-11-14 00:00:00+00:00,2.4000000953674316,2.4700000286102295,2.180000066757202,2.180000066757202,1158700
2024-11-15 00:00:00+00:00,2.200000047683716,2.2899999618530273,2.0299999713897705,2.049999952316284,736000
2024-11-18 00:00:00+00:00,2.430000066757202,3.5399999618530273,2.2899999618530273,3.140000104904175,30495700
2024-11-19 00:00:00+00:00,3.7100000381469727,5.170000076293945,3.690000057220459,4.590000152587891,56385800
2024-11-20 00:00:00+00:00,4.440000057220459,4.440000057220459,3.6700000762939453,3.9600000381469727,5894100
2024-11-21 00:00:00+00:00,4.25,4.550000190734863,4.070000171661377,4.320000171661377,2965700
2024-11-22 00:00:00+00:00,4.28000020980835,4.440000057220459,3.799999952316284,3.799999952316284,2988900
2024-11-25 00:00:00+00:00,4.110000133514404,4.23199987411499,3.859999895095825,3.990000009536743,1689400
2024-11-26 00:00:00+00:00,3.930000066757202,4.150000095367432,3.625,3.630000114440918,1997300
2024-11-27 00:00:00+00:00,3.640000104904175,3.940000057220459,3.640000104904175,3.819999933242798,846500
2024-11-29 00:00:00+00:00,3.859999895095825,4.239999771118164,3.8499999046325684,4.070000171661377,1008000
2024-12-02 00:00:00+00:00,4.050000190734863,4.164999961853027,3.809999942779541,3.9600000381469727,1053500
2024-12-03 00:00:00+00:00,3.930000066757202,3.9600000381469727,3.7100000381469727,3.8450000286102295,1292200
2024-12-04 00:00:00+00:00,3.880000114440918,4.050000190734863,3.75,3.759999990463257,768000
2024-12-05 00:00:00+00:00,3.7100000381469727,3.9700000286102295,3.7100000381469727,3.809999942779541,710500
2024-12-06 00:00:00+00:00,3.9000000953674316,3.98799991607666,3.759999990463257,3.940000057220459,772600
2024-12-09 00:00:00+00:00,3.9700000286102295,4.03000020980835,3.7699999809265137,3.9100000858306885,1065900
2024-12-10 00:00:00+00:00,3.930000066757202,4.0,3.6050000190734863,3.630000114440918,695700
2024-12-11 00:00:00+00:00,3.640000104904175,3.6600000858306885,3.380000114440918,3.5399999618530273,830000
2024-12-12 00:00:00+00:00,3.5299999713897705,3.569999933242798,3.259999990463257,3.2699999809265137,683000
2024-12-13 00:00:00+00:00,3.1600000858306885,3.3499999046325684,3.140000104904175,3.2200000286102295,860700
2024-12-16 00:00:00+00:00,3.200000047683716,3.2679998874664307,2.990000009536743,3.0199999809265137,1049300
2024-12-17 00:00:00+00:00,3.0,3.2899999618530273,2.9110000133514404,3.259999990463257,1460100
2024-12-18 00:00:00+00:00,3.2200000286102295,3.25,2.9170000553131104,3.0799999237060547,1400100
2024-12-19 00:00:00+00:00,3.0899999141693115,3.1050000190734863,2.759999990463257,2.7699999809265137,657800
2024-12-20 00:00:00+00:00,2.740000009536743,2.9000000953674316,2.7100000381469727,2.7200000286102295,1158000
2024-12-23 00:00:00+00:00,2.990000009536743,3.119999885559082,2.8420000076293945,2.890000104904175,1803600
2024-12-24 00:00:00+00:00,2.9600000381469727,2.9649999141693115,2.8399999141693115,2.9000000953674316,499800
2024-12-26 00:00:00+00:00,2.9100000858306885,3.0199999809265137,2.799999952316284,2.9149999618530273,758200
2024-12-27 00:00:00+00:00,2.9600000381469727,2.9690001010894775,2.7100000381469727,2.7300000190734863,552300
2024-12-30 00:00:00+00:00,2.680000066757202,2.740000009536743,2.4749999046325684,2.4800000190734863,827200
2024-12-31 00:00:00+00:00,2.630000114440918,2.6500000953674316,2.3499999046325684,2.4800000190734863,909700
2025-01-02 00:00:00+00:00,2.5,2.615000009536743,2.4800000190734863,2.4800000190734863,501400
2025-01-03 00:00:00+00:00,2.490000009536743,2.7950000762939453,2.490000009536743,2.5999999046325684,1045700
