"('date', '')","('open', 'CAG')","('high', 'CAG')","('low', 'CAG')","('close', 'CAG')","('volume', 'CAG')"
1980-03-17 00:00:00+00:00,0.141205295920372,0.14329732742852003,0.141205295920372,0.141205295920372,10409
1980-03-18 00:00:00+00:00,0.14120535054533395,0.14225137103013813,0.14015933871269226,0.14015933871269226,52043
1980-03-19 00:00:00+00:00,0.14015933871269226,0.14015933871269226,0.14015933871269226,0.14015933871269226,27756
1980-03-20 00:00:00+00:00,0.14015933871269226,0.14015933871269226,0.14015933871269226,0.14015933871269226,20817
1980-03-21 00:00:00+00:00,0.13806750608983817,0.13806750608983817,0.13388372957706451,0.13388372957706451,170006
1980-03-24 00:00:00+00:00,0.13388372957706451,0.1359754750728595,0.13388372957706451,0.13388372957706451,135311
1980-03-25 00:00:00+00:00,0.13388372957706451,0.13388372957706451,0.13388372957706451,0.13388372957706451,183884
1980-03-26 00:00:00+00:00,0.13388384802959089,0.13388384802959089,0.13179181516170502,0.13179181516170502,62451
1980-03-27 00:00:00+00:00,0.13179171878223578,0.13179171878223578,0.12760794162750244,0.12760794162750244,156128
1980-03-28 00:00:00+00:00,0.1296997368335724,0.13283778957092118,0.1296997368335724,0.1296997368335724,149189
1980-03-31 00:00:00+00:00,0.1296996593022063,0.13283771016370308,0.1296996593022063,0.13074567914009094,90207
1980-04-01 00:00:00+00:00,0.12969967879209696,0.12969967879209696,0.12760794162750244,0.12760794162750244,38165
1980-04-02 00:00:00+00:00,0.12760799873291148,0.1296997368335724,0.12760799873291148,0.1296997368335724,83268
1980-04-03 00:00:00+00:00,0.12969963624196493,0.12969963624196493,0.12656188011169434,0.12656188011169434,83268
1980-04-07 00:00:00+00:00,0.12656192163243304,0.12865366744918597,0.12656192163243304,0.12760794162750244,86738
1980-04-08 00:00:00+00:00,0.12760799377224685,0.12865372002124786,0.12656197334973973,0.12865372002124786,104085
1980-04-09 00:00:00+00:00,0.13074567914009094,0.13074567914009094,0.13074567914009094,0.13074567914009094,20817
1980-04-10 00:00:00+00:00,0.13283770974249665,0.13388372957706451,0.13283770974249665,0.13388372957706451,48573
1980-04-11 00:00:00+00:00,0.13388376385070078,0.13597550988197327,0.13388376385070078,0.13597550988197327,34695
1980-04-14 00:00:00+00:00,0.13492945523829164,0.13492945523829164,0.13388372957706451,0.13388372957706451,27756
1980-04-15 00:00:00+00:00,0.13388372957706451,0.13388372957706451,0.13388372957706451,0.13388372957706451,31226
1980-04-16 00:00:00+00:00,0.13388374764160543,0.13388374764160543,0.13283772766590118,0.13283772766590118,142250
1980-04-17 00:00:00+00:00,0.13388372957706451,0.13388372957706451,0.13388372957706451,0.13388372957706451,79799
1980-04-18 00:00:00+00:00,0.13388372957706451,0.1359754750728595,0.13388372957706451,0.13388372957706451,10409
1980-04-21 00:00:00+00:00,0.13179181516170502,0.13179181516170502,0.13179181516170502,0.13179181516170502,17348
1980-04-22 00:00:00+00:00,0.13283772766590118,0.13283772766590118,0.13283772766590118,0.13283772766590118,34695
1980-04-23 00:00:00+00:00,0.13388378190089706,0.13492950797080994,0.13388378190089706,0.13492950797080994,156128
1980-04-24 00:00:00+00:00,0.13492945523829164,0.1359754750728595,0.13388372957706451,0.13388372957706451,20817
1980-04-25 00:00:00+00:00,0.13388372957706451,0.1359754750728595,0.13388372957706451,0.13388372957706451,13878
1980-04-28 00:00:00+00:00,0.13283778440695237,0.13283778440695237,0.12865372002124786,0.12865372002124786,135311
1980-04-29 00:00:00+00:00,0.1296997368335724,0.1296997368335724,0.1296997368335724,0.1296997368335724,48573
1980-04-30 00:00:00+00:00,0.12865372002124786,0.12865372002124786,0.12760799377224685,0.12865372002124786,38165
1980-05-01 00:00:00+00:00,0.12969965889095014,0.13388372957706451,0.12969965889095014,0.13388372957706451,114494
1980-05-02 00:00:00+00:00,0.13388378190089706,0.13492950797080994,0.13179175006632032,0.13492950797080994,104085
1980-05-05 00:00:00+00:00,0.13492950797080994,0.13597552821417855,0.13492950797080994,0.13492950797080994,48573
1980-05-06 00:00:00+00:00,0.13597550988197327,0.13597550988197327,0.13597550988197327,0.13597550988197327,100616
1980-05-07 00:00:00+00:00,0.13597550988197327,0.13597550988197327,0.13388376385070078,0.13597550988197327,31226
1980-05-08 00:00:00+00:00,0.13597547956148906,0.13911353051662445,0.13597547956148906,0.13911353051662445,45104
1980-05-09 00:00:00+00:00,0.1391136124014117,0.14015933871269226,0.13806759191660756,0.14015933871269226,45104
1980-05-12 00:00:00+00:00,0.13806748390197754,0.13806748390197754,0.13806748390197754,0.13806748390197754,10409
1980-05-13 00:00:00+00:00,0.13806756004875528,0.13911358029212387,0.13388378190089706,0.13492950797080994,79799
1980-05-14 00:00:00+00:00,0.1349294216916415,0.13702145218849182,0.1349294216916415,0.13702145218849182,10409
1980-05-15 00:00:00+00:00,0.13597550988197327,0.13597550988197327,0.13388376385070078,0.13597550988197327,62451
1980-05-16 00:00:00+00:00,0.13806759191660756,0.14015933871269226,0.13806759191660756,0.14015933871269226,6939
1980-05-19 00:00:00+00:00,0.14015933871269226,0.14015933871269226,0.13492953911435754,0.14015933871269226,62451
1980-05-20 00:00:00+00:00,0.14015933871269226,0.14015933871269226,0.1391136124014117,0.14015933871269226,13878
1980-05-21 00:00:00+00:00,0.14015921673873208,0.1412052276610798,0.13702145218849182,0.13702145218849182,41634
1980-05-22 00:00:00+00:00,0.13911353051662445,0.14120526742931183,0.13911353051662445,0.13911353051662445,34695
1980-05-23 00:00:00+00:00,0.14120528021686696,0.1443433314561844,0.14120528021686696,0.1443433314561844,135311
1980-05-27 00:00:00+00:00,0.14434338955370524,0.1464351361498965,0.14225135743618011,0.14225135743618011,62451
1980-05-28 00:00:00+00:00,0.1422513009933082,0.1485271006822586,0.1422513009933082,0.1485271006822586,48573
1980-05-29 00:00:00+00:00,0.1485270597848999,0.14957308811883177,0.14538930356502533,0.14538930356502533,97146
1980-05-30 00:00:00+00:00,0.14538930356502533,0.14538930356502533,0.14538930356502533,0.14538930356502533,13878
1980-06-02 00:00:00+00:00,0.14748119526210077,0.14957323670387268,0.14748119526210077,0.14957323670387268,38165
1980-06-03 00:00:00+00:00,0.15166513098112058,0.1589866727590561,0.15166513098112058,0.1589866727590561,100616
1980-06-04 00:00:00+00:00,0.15689513087272647,0.15689513087272647,0.15689513087272647,0.15689513087272644,52043
1980-06-05 00:00:00+00:00,0.1589866727590561,0.16107871240956145,0.1589866727590561,0.1589866727590561,183884
1980-06-06 00:00:00+00:00,0.1589866727590561,0.1589866727590561,0.1589866727590561,0.1589866727590561,86738
1980-06-09 00:00:00+00:00,0.1589866727590561,0.1589866727590561,0.1589866727590561,0.1589866727590561,72860
1980-06-10 00:00:00+00:00,0.1589866727590561,0.1589866727590561,0.1589866727590561,0.1589866727590561,34695
1980-06-11 00:00:00+00:00,0.1589866727590561,0.1589866727590561,0.1589866727590561,0.1589866727590561,58982
1980-06-12 00:00:00+00:00,0.16003277349365377,0.16840062530104744,0.16003277349365377,0.16735461354255676,298377
1980-06-13 00:00:00+00:00,0.16735462587009836,0.1684006377056395,0.16630859673023224,0.16630859673023224,149189
1980-06-16 00:00:00+00:00,0.1673546333736024,0.16840064525604248,0.1673546333736024,0.16840064525604248,170006
1980-06-17 00:00:00+00:00,0.1684005464912708,0.16944655776023865,0.1684005464912708,0.16944655776023865,513486
1980-06-18 00:00:00+00:00,0.16944655331838715,0.1736303387198513,0.16840054207683933,0.17258431017398834,86738
1980-06-19 00:00:00+00:00,0.170492292160157,0.170492292160157,0.16735453522230298,0.16944655776023865,41634
1980-06-20 00:00:00+00:00,0.16944655776023865,0.1715383034291248,0.16944655776023865,0.16944655776023865,454505
1980-06-23 00:00:00+00:00,0.16944653309608496,0.17153827846050262,0.16840052197937153,0.17153827846050262,246335
1980-06-24 00:00:00+00:00,0.1715383034291248,0.1715383034291248,0.1684005464912708,0.16944655776023865,409401
1980-06-25 00:00:00+00:00,0.16944652743540856,0.17049226164817813,0.1684005163536391,0.1704922616481781,301847
1980-06-26 00:00:00+00:00,0.1704922673437892,0.17363031799824258,0.1704922673437892,0.17153827846050262,204701
1980-06-27 00:00:00+00:00,0.1715383034291248,0.1715383034291248,0.1684005464912708,0.16944655776023865,83268
