"('date', '')","('open', 'BAH')","('high', 'BAH')","('low', 'BAH')","('close', 'BAH')","('volume', 'BAH')"
2024-01-02 00:00:00+00:00,123.58057163996786,124.659072365771,123.00731095793793,123.86234283447266,519400
2024-01-03 00:00:00+00:00,123.54170699194252,123.78461242943635,122.01626114099665,122.53121948242188,563500
2024-01-04 00:00:00+00:00,123.18221726642456,124.12469164935429,121.7442210760281,121.82194519042969,629200
2024-01-05 00:00:00+00:00,120.597695310856,121.88023573531807,119.67465019272409,120.25762176513672,637000
2024-01-08 00:00:00+00:00,120.90861931799587,123.41539793139269,120.51996911492405,123.3668212890625,447300
2024-01-09 00:00:00+00:00,123.36681126947603,123.6874482169353,121.86079463472042,123.6485824584961,494500
2024-01-10 00:00:00+00:00,123.6485993452901,125.31978270909765,122.6964066657017,123.60973358154297,473000
2024-01-11 00:00:00+00:00,124.00808912156663,124.26071286814124,122.01626885590865,122.9295883178711,542400
2024-01-12 00:00:00+00:00,123.41540191296089,125.03801600716727,122.67697465747631,124.97972106933594,598400
2024-01-16 00:00:00+00:00,124.62020775815297,124.62020775815297,122.31746881741512,123.07533264160156,515500
2024-01-17 00:00:00+00:00,122.62839103016883,124.1927027791362,122.62839103016883,122.94902801513672,513500
2024-01-18 00:00:00+00:00,122.99759042404106,124.0955277158817,122.30773988987787,124.04694366455078,569000
2024-01-19 00:00:00+00:00,124.38702080895705,124.62020054088096,123.48340487043784,123.87205505371094,656700
2024-01-22 00:00:00+00:00,124.26070358930735,126.70919452244127,124.01779815459327,126.29138946533203,747100
2024-01-23 00:00:00+00:00,126.20394306145376,126.59258581435276,124.95055758144937,125.22261047363281,497300
2024-01-24 00:00:00+00:00,125.73758600113719,126.55374478938617,125.06716455872814,125.48495483398438,536000
2024-01-25 00:00:00+00:00,125.49466336581625,126.31082204236658,124.43559926226138,125.22261047363281,1031000
2024-01-26 00:00:00+00:00,135.9395893693252,143.33363076017446,135.91044190572393,142.22598266601562,2370100
2024-01-29 00:00:00+00:00,142.43974943470283,143.0130026887115,138.43665788497879,140.3021697998047,1297500
2024-01-30 00:00:00+00:00,140.9822976026869,140.9822976026869,138.4269280955301,140.57420349121094,1042700
2024-01-31 00:00:00+00:00,141.0308852687949,141.0308852687949,136.74604479550538,136.7751922607422,1306300
2024-02-01 00:00:00+00:00,136.98897607039046,138.14519366974025,135.4149385217559,138.13548278808594,1086600
2024-02-02 00:00:00+00:00,138.36867338701182,139.26256372393982,137.2318775837738,138.40753173828125,766400
2024-02-05 00:00:00+00:00,138.69899544957448,138.69899544957448,136.61001475840038,137.84396362304688,528900
2024-02-06 00:00:00+00:00,137.8439843850972,140.12730161768266,137.3096042387995,139.96212768554688,651900
2024-02-07 00:00:00+00:00,140.33132902711768,141.51670880554292,139.18482242300558,139.58319091796875,531700
2024-02-08 00:00:00+00:00,139.53461271569714,141.36126651495877,138.80589633736693,140.5159454345703,424500
2024-02-09 00:00:00+00:00,141.28623464471744,143.11935281031253,140.10641998742767,143.03160095214844,737900
2024-02-12 00:00:00+00:00,142.79757250431797,144.3771802471779,142.02728144316933,142.2515411376953,705100
2024-02-13 00:00:00+00:00,141.71526514771023,143.2461170112141,140.55494097157464,140.7987060546875,540400
2024-02-14 00:00:00+00:00,142.28080443546145,142.9048424641075,140.3306837361625,141.51051330566406,855100
2024-02-15 00:00:00+00:00,141.7152714737065,142.7975890861705,141.21799603812488,141.74452209472656,621700
2024-02-16 00:00:00+00:00,141.9297795316692,143.38262478237502,140.78896072872837,141.9590301513672,591300
2024-02-20 00:00:00+00:00,141.57877458402655,143.099866507868,140.95473649018797,141.4812774658203,614700
2024-02-21 00:00:00+00:00,140.84746033622648,142.18330309266292,139.4823818386707,141.2764892578125,533400
2024-02-22 00:00:00+00:00,142.3100549548013,144.25043040539458,142.08579524044816,143.8603973388672,796700
2024-02-23 00:00:00+00:00,144.308919613,145.6154968008809,143.81164423266176,145.19622802734375,532400
2024-02-26 00:00:00+00:00,145.82028663543989,145.98604511900558,143.87016582420898,144.04566955566406,447000
2024-02-27 00:00:00+00:00,143.03160832304263,143.6068903716397,141.50075639772712,142.87559509277344,536300
2024-02-28 00:00:00+00:00,142.70007414506335,144.14315915528755,142.36854235119344,143.63612365722656,512700
2024-02-29 00:00:00+00:00,143.64588066870846,145.098710893822,143.5971246814102,144.02615356445312,689100
2024-03-01 00:00:00+00:00,143.6556436616536,144.5916932691672,143.24612009858637,144.48443603515625,649800
2024-03-04 00:00:00+00:00,144.88421410482715,146.83433480844926,144.5916930236358,145.33274841308594,491400
2024-03-05 00:00:00+00:00,145.29373494331867,145.58625601902602,144.26017337029398,145.46925354003906,497300
2024-03-06 00:00:00+00:00,145.54724480491083,146.522305035627,145.03046407289034,145.18646240234375,744800
2024-03-07 00:00:00+00:00,145.70324986595597,146.18103475724672,143.37285640200804,144.68919372558594,639700
2024-03-08 00:00:00+00:00,144.84520598214985,145.64474766630255,142.9048306900502,143.47036743164062,380200
2024-03-11 00:00:00+00:00,142.8950979948007,142.9925951033524,140.58419483634592,140.97422790527344,550900
2024-03-12 00:00:00+00:00,141.25699656106295,142.56358881538623,140.2136896610765,142.00779724121094,520900
2024-03-13 00:00:00+00:00,142.00779501856923,142.70009444391394,141.20825323312297,142.45632934570312,403100
2024-03-14 00:00:00+00:00,142.85607672029056,143.0511006795012,140.623195218425,141.54949951171875,500500
2024-03-15 00:00:00+00:00,140.61346366926878,142.2125620941895,140.61346366926878,141.17898559570312,622300
2024-03-18 00:00:00+00:00,141.1789655198224,142.1832912544089,140.62318892003458,140.88645935058594,583400
2024-03-19 00:00:00+00:00,141.1789786339569,142.6415691289536,140.61345673540927,142.52456665039062,576800
2024-03-20 00:00:00+00:00,142.59283926856784,143.48989305757314,142.04679294295323,143.16812133789062,380600
2024-03-21 00:00:00+00:00,143.57764346040722,144.72820758732888,142.5733324417414,144.55270385742188,439300
2024-03-22 00:00:00+00:00,145.079213902192,145.56674404685435,143.07059208670148,143.92864990234375,424900
2024-03-25 00:00:00+00:00,144.15290995252101,144.61118947987399,142.0955321419277,142.48556518554688,430400
2024-03-26 00:00:00+00:00,142.56355892809393,144.08465046533388,142.22228190550686,143.5093536376953,597600
2024-03-27 00:00:00+00:00,144.25042180882124,144.81595856290278,143.40212411681858,144.5234375,415900
2024-03-28 00:00:00+00:00,144.6209430879469,146.0737733350228,144.6209430879469,144.73794555664062,418300
2024-04-01 00:00:00+00:00,144.60142788000627,145.38147900078854,143.7531154049706,145.34246826171875,569000
2024-04-02 00:00:00+00:00,145.06946599383824,145.76176533298224,143.14859606885219,143.18760681152344,407300
2024-04-03 00:00:00+00:00,142.95361211922278,144.6502226459233,142.93410674445843,144.05543518066406,438500
2024-04-04 00:00:00+00:00,144.78671705963114,145.57651356442355,142.55382052119708,142.70008850097656,557100
2024-04-05 00:00:00+00:00,142.9536068581023,144.4942040864726,142.16381030899117,143.16812133789062,655400
2024-04-08 00:00:00+00:00,143.0023611095017,144.11392936473442,142.17355382240882,143.64590454101562,589000
2024-04-09 00:00:00+00:00,143.48013774927978,144.0359293414598,139.79441047750595,139.92117309570312,490500
2024-04-10 00:00:00+00:00,138.61460790027104,140.35021444570728,138.4000933943638,139.15089416503906,465400
2024-04-11 00:00:00+00:00,140.24291594432827,141.35448402152852,138.51705515559368,140.6036834716797,574200
2024-04-12 00:00:00+00:00,139.94065283124726,141.4909950755333,139.7163782588747,140.49642944335938,553100
2024-04-15 00:00:00+00:00,141.15947741481165,142.41729859851776,138.65356541555389,138.71206665039062,637900
2024-04-16 00:00:00+00:00,139.6676605496184,140.02842814561535,138.35132302535928,138.61459350585938,521100
2024-04-17 00:00:00+00:00,138.75109438815664,138.75109438815664,136.45969655478456,136.761962890625,535800
2024-04-18 00:00:00+00:00,137.18123377939088,138.263551290099,135.455372910264,136.03065490722656,436800
2024-04-19 00:00:00+00:00,136.51817917856718,138.8875833042192,136.3524207227523,138.59506225585938,747500
2024-04-22 00:00:00+00:00,139.27761616046664,141.0717236251517,138.68282875466736,139.44337463378906,499600
2024-04-23 00:00:00+00:00,140.05766190610532,142.77807361628285,139.44336915164217,142.31980895996094,583900
2024-04-24 00:00:00+00:00,142.9243401194215,143.4898768770693,139.6091261826831,140.78895568847656,514700
2024-04-25 00:00:00+00:00,140.57444611735494,142.97310107774146,140.43793826616155,141.6470184326172,469600
2024-04-26 00:00:00+00:00,141.36424532627254,141.92003686712803,140.69145130449596,141.51051330566406,405600
2024-04-29 00:00:00+00:00,141.89077699492347,144.07490251364885,141.7445090250693,143.89939880371094,567100
2024-04-30 00:00:00+00:00,145.07923024441925,145.27425422684377,142.98285633752408,143.98716735839844,707400
2024-05-01 00:00:00+00:00,144.3966801402038,145.15722600440182,143.3728638220173,143.6556396484375,795500
2024-05-02 00:00:00+00:00,144.81596830868835,144.9524761634644,142.5830717605597,143.04135131835938,698700
2024-05-03 00:00:00+00:00,144.2406706160317,144.57220244291278,142.13455156483553,143.57763671875,796800
2024-05-06 00:00:00+00:00,144.24066961685844,149.1744874576314,143.60688634424474,149.06723022460938,1525400
2024-05-07 00:00:00+00:00,149.18423275197412,150.95884972103653,147.4973825214048,147.62413024902344,804000
2024-05-08 00:00:00+00:00,147.72162165356096,148.5504287824504,144.8744476288611,147.30235290527344,1042200
2024-05-09 00:00:00+00:00,147.92641554841956,150.51031958232724,147.6826504554758,150.49081420898438,872600
2024-05-10 00:00:00+00:00,151.436627676852,152.24592959067834,150.5980751414137,152.1679229736328,802000
2024-05-13 00:00:00+00:00,152.16790701070207,152.91870760254295,147.86788754593974,148.03366088867188,722700
2024-05-14 00:00:00+00:00,147.6338656393472,148.4334072514268,144.191904389199,145.34246826171875,1164100
2024-05-15 00:00:00+00:00,144.94272188355572,147.92641919240924,144.6989567846071,147.18536376953125,704400
2024-05-16 00:00:00+00:00,147.24388188503465,149.07700040021743,147.05863288632887,148.7454833984375,533600
2024-05-17 00:00:00+00:00,148.85271053257904,149.90577745303096,148.24816302302503,148.49192810058594,620000
2024-05-20 00:00:00+00:00,148.50170664258374,150.1593063999216,148.20918553758494,150.13980102539062,559000
2024-05-21 00:00:00+00:00,150.2958120029785,150.64683434804533,149.4670046976636,150.30555725097656,470000
2024-05-22 00:00:00+00:00,150.22756944719808,151.05636189599008,149.07699038890112,149.63278198242188,281500
2024-05-23 00:00:00+00:00,150.69559595376117,150.84184907038238,148.25794482179558,148.56021118164062,733500
2024-05-24 00:00:00+00:00,156.58492029651683,160.3291480455628,152.58718224135703,154.55679321289062,1466200
2024-05-28 00:00:00+00:00,156.07790459894312,156.82869029469617,150.42255205590072,150.74432373046875,885800
2024-05-29 00:00:00+00:00,149.8180118881687,151.21235587939572,148.51143463301142,150.58831787109375,733800
2024-05-30 00:00:00+00:00,150.36406805243112,150.36406805243112,147.09760982148296,147.94590759277344,1091500
2024-05-31 00:00:00+00:00,148.569938776133,149.008727830341,147.3901241002689,148.4139404296875,1035800
2024-06-03 00:00:00+00:00,148.28718433519742,148.67720253579438,145.67401478082758,146.75633239746094,564900
2024-06-04 00:00:00+00:00,146.91234871404808,149.11597986235287,146.91234871404808,148.09217834472656,682300
2024-06-05 00:00:00+00:00,148.17017028849077,150.64681691332657,147.92640521257925,149.59375,612500
2024-06-06 00:00:00+00:00,149.61325122603876,151.13434287705732,148.16040605769967,148.482177734375,617400
2024-06-07 00:00:00+00:00,148.84295154059933,149.84726247753736,147.72163812657797,147.95565795898438,650200
2024-06-10 00:00:00+00:00,147.77038543322533,148.86244816379227,147.02933011327877,148.0531463623047,797200
2024-06-11 00:00:00+00:00,147.68264473136878,148.01416167414516,146.19078873239528,146.94158935546875,673700
2024-06-12 00:00:00+00:00,147.48762115784808,149.2232273667357,147.23411082649866,148.13116455078125,489600
