"('date', '')","('open', 'BAH')","('high', 'BAH')","('low', 'BAH')","('close', 'BAH')","('volume', 'BAH')"
2024-06-13 00:00:00+00:00,148.11160567113274,148.21922418681845,146.5658192314451,147.15283203125,394400
2024-06-14 00:00:00+00:00,146.04728537364528,147.59307168258067,145.36244711737123,147.16259765625,376000
2024-06-17 00:00:00+00:00,146.77126016694325,149.62802458992587,145.98858150609848,149.58888244628906,522500
2024-06-18 00:00:00+00:00,149.04101865886832,151.08575537070087,148.3659584697096,150.52810668945312,505600
2024-06-20 00:00:00+00:00,150.5476675188044,151.2031565906523,149.4225623039746,151.10531616210938,565900
2024-06-21 00:00:00+00:00,151.11511977124493,151.82930717901783,149.29539814240576,151.49667358398438,1325200
2024-06-24 00:00:00+00:00,151.65320505965144,154.87196745041484,151.61407784051823,153.8153533935547,620800
2024-06-25 00:00:00+00:00,154.07949936875568,154.66649718294596,152.57284029612347,153.98165893554688,503400
2024-06-26 00:00:00+00:00,153.02289630569194,153.41422820973605,151.92714010332904,152.84678649902344,677200
2024-06-27 00:00:00+00:00,152.4065403096378,153.01310926303267,150.48899300545455,152.86636352539062,586300
2024-06-28 00:00:00+00:00,153.4827234789563,154.16756179294936,149.71609035946102,150.56724548339844,1816800
2024-07-01 00:00:00+00:00,151.2521038224199,151.75105426906583,147.56373994714667,147.7300567626953,944200
2024-07-02 00:00:00+00:00,147.5930766184234,149.69651167482752,147.04520599508214,149.47149658203125,515400
2024-07-03 00:00:00+00:00,149.73565710147057,151.18360305607135,148.63990090242885,151.16403198242188,261000
2024-07-05 00:00:00+00:00,150.83138250809287,151.45752244382297,149.2855962761819,149.48126220703125,401300
2024-07-08 00:00:00+00:00,150.2248058052804,151.68252960314513,150.1171873096757,150.37155151367188,490700
2024-07-09 00:00:00+00:00,150.37157065812374,151.30099509575535,149.89219133077788,151.046630859375,437900
2024-07-10 00:00:00+00:00,151.64339419399377,152.27931213378906,150.528082085443,152.27931213378906,339700
2024-07-11 00:00:00+00:00,152.72938083736145,154.01100991455212,152.71960276526576,153.58053588867188,369900
2024-07-12 00:00:00+00:00,154.49042967116654,155.60574213679416,154.12843194688222,154.73501586914062,373000
2024-07-15 00:00:00+00:00,154.12841593168625,155.99705787284694,153.67838573405552,153.8153533935547,461500
2024-07-16 00:00:00+00:00,154.59804170427142,156.34927223975973,154.54912148105927,154.7643585205078,493600
2024-07-17 00:00:00+00:00,154.16755124990888,155.15567396907025,152.83700193299066,152.87612915039062,391600
2024-07-18 00:00:00+00:00,152.86634276713423,155.20458574896614,152.64132769052006,153.3065948486328,434000
2024-07-19 00:00:00+00:00,153.8055863887817,154.10887087604328,152.15218135476212,152.68048095703125,436500
2024-07-22 00:00:00+00:00,152.94461572339,154.90130495683192,151.19337049958116,154.74476623535156,388500
2024-07-23 00:00:00+00:00,155.0480614245743,157.14171845233702,154.2262554723733,156.81886291503906,565900
2024-07-24 00:00:00+00:00,156.0948965692555,156.17316593500274,150.62595339472924,150.7531280517578,617700
2024-07-25 00:00:00+00:00,151.32058841612684,153.3653254652067,150.18570486538468,150.2541961669922,797600
2024-07-26 00:00:00+00:00,137.7020190780697,139.90329469388254,131.74390332740833,136.8117218017578,2954200
2024-07-29 00:00:00+00:00,138.74884454181668,141.8599733433221,138.45533816302165,141.36102294921875,2045100
2024-07-30 00:00:00+00:00,142.17303654399797,142.99484237956543,134.91370687809294,135.8137969970703,1221300
2024-07-31 00:00:00+00:00,137.97596382966043,140.99904563240358,136.59649410005102,140.2065887451172,1207700
2024-08-01 00:00:00+00:00,140.206574801884,141.20449056324995,137.58461820453078,139.8543701171875,896900
2024-08-02 00:00:00+00:00,137.7020114620025,140.88163162009494,137.0367442560735,140.862060546875,953500
2024-08-05 00:00:00+00:00,136.33234489875625,141.85998668442778,135.7159829381569,141.50778198242188,1420700
2024-08-06 00:00:00+00:00,142.43719050429928,146.2820926468932,141.84039968535637,143.0339813232422,1147900
2024-08-07 00:00:00+00:00,144.0808335613336,145.39181192577522,142.21219153133282,142.2219696044922,754000
2024-08-08 00:00:00+00:00,142.84810149513845,144.6189179075238,141.83062959539936,144.5895538330078,700500
2024-08-09 00:00:00+00:00,144.3254047141054,144.8145770315341,142.94593519615137,144.4134521484375,425300
2024-08-12 00:00:00+00:00,144.47215971194575,144.9809031346681,142.9068171527041,143.17095947265625,522200
2024-08-13 00:00:00+00:00,143.59163189405717,145.05914869974754,142.5154469318764,143.09266662597656,653700
2024-08-14 00:00:00+00:00,143.34794398983522,145.47837880719598,142.8276081348416,145.2820281982422,739400
2024-08-15 00:00:00+00:00,145.8121937096579,146.30307773037933,144.35916622229664,145.25257873535156,456000
2024-08-16 00:00:00+00:00,145.04640734116126,147.0099433090528,144.92858499628616,144.97767639160156,561500
2024-08-19 00:00:00+00:00,145.10532099835908,147.1179484999212,145.10532099835908,145.9987335205078,664300
2024-08-20 00:00:00+00:00,146.0772465863492,147.93278741132116,146.0772465863492,147.90333557128906,436200
2024-08-21 00:00:00+00:00,148.27642390003055,150.98609826118442,147.82481899680053,150.80938720703125,584100
2024-08-22 00:00:00+00:00,151.19229637590655,152.8711265180351,150.21052821762143,151.31993103027344,627300
2024-08-23 00:00:00+00:00,151.7715180153338,152.17404650789018,150.52468338803695,152.11514282226562,375100
2024-08-26 00:00:00+00:00,152.79256508220882,153.44052060430596,150.81920173134736,151.16282653808594,525900
2024-08-27 00:00:00+00:00,150.97630073139996,153.17546671956782,150.13197954653657,152.91038513183594,378900
2024-08-28 00:00:00+00:00,153.20489236351904,154.12775663805112,151.4082552083196,152.6649169921875,607100
2024-08-29 00:00:00+00:00,153.51905598345223,156.01275507012215,152.69437446622203,154.50082397460938,408600
2024-08-30 00:00:00+00:00,154.3633883422546,156.09130972061632,154.01977850857898,155.8851318359375,577300
2024-09-03 00:00:00+00:00,155.84585162916989,156.46435525822324,153.02816739236366,153.607421875,393400
2024-09-04 00:00:00+00:00,153.40126296157715,154.54011753314597,152.72384058744407,153.9412384033203,627500
2024-09-05 00:00:00+00:00,154.7953524415472,155.07024627187516,152.3212929880054,153.03799438476562,577300
2024-09-06 00:00:00+00:00,153.25399066683872,154.4124697152072,148.42367892787112,149.33673095703125,558000
2024-09-09 00:00:00+00:00,150.16142445168657,151.329730860761,148.62986864774066,149.18948364257812,1038500
2024-09-10 00:00:00+00:00,149.67053376555384,150.40685979094744,148.28623724247194,149.08148193359375,572300
2024-09-11 00:00:00+00:00,148.77712326492616,149.15019991661057,146.34234270270258,148.86549377441406,665700
2024-09-12 00:00:00+00:00,148.8949459431917,152.27223042947446,148.8949459431917,151.90896606445312,653900
2024-09-13 00:00:00+00:00,152.3802311062755,154.99172282784465,152.14460137279744,154.12777709960938,466600
2024-09-16 00:00:00+00:00,155.11934934865818,155.9145790591839,154.52047024878465,155.56114196777344,410500
2024-09-17 00:00:00+00:00,154.13757221938616,155.345142635202,152.21330039512384,152.6256561279297,569900
2024-09-18 00:00:00+00:00,152.9300152512875,154.2455808593608,151.68316561766397,151.69297790527344,426700
2024-09-19 00:00:00+00:00,153.78414118087588,153.78414118087588,152.09549899761134,153.31289672851562,662600
2024-09-20 00:00:00+00:00,152.5765720367951,155.2469822575753,151.95805338856854,155.0113525390625,1001700
2024-09-23 00:00:00+00:00,155.16843687032434,157.46577041680877,155.16843687032434,156.9454345703125,526000
2024-09-24 00:00:00+00:00,157.0141600681434,157.524683658536,155.91458462476726,156.82763671875,444900
2024-09-25 00:00:00+00:00,157.32831961432316,157.32831961432316,155.9440231599724,156.99452209472656,388000
2024-09-26 00:00:00+00:00,156.6999954546518,157.45596103032554,155.72803971449986,156.71963500976562,495200
2024-09-27 00:00:00+00:00,156.96507003370317,159.53729735730585,156.33673912333495,159.0955047607422,778800
2024-09-30 00:00:00+00:00,159.40965261376022,159.8612724490915,157.93700073156938,159.79254150390625,595700
2024-10-01 00:00:00+00:00,159.8514870167981,161.0983217004878,157.563965577837,160.4110870361328,612800
2024-10-02 00:00:00+00:00,157.082874399855,159.390035109839,156.28764474510018,158.36898803710938,459700
2024-10-03 00:00:00+00:00,158.6046454891331,158.81080840871994,157.31853162687693,158.02540588378906,777100
2024-10-04 00:00:00+00:00,158.53589645781412,158.70279522436724,157.16142721526404,157.86830139160156,632400
2024-10-07 00:00:00+00:00,157.46575197958853,159.51764328349094,157.1025026524583,158.31988525390625,670500
2024-10-08 00:00:00+00:00,158.23154923560628,158.80097648217776,156.9356232452572,158.4573516845703,657100
2024-10-09 00:00:00+00:00,159.04641886344822,159.75329303462195,157.61303096618178,158.64389038085938,1667500
2024-10-10 00:00:00+00:00,159.05624470074164,159.66495111035866,155.36480203281718,156.18948364257812,834500
2024-10-11 00:00:00+00:00,156.61163803677812,158.1824578733203,156.61163803677812,157.887939453125,726200
2024-10-14 00:00:00+00:00,158.04501943615375,160.1558297712976,157.5148712707463,159.6845703125,577600
2024-10-15 00:00:00+00:00,161.00014474484234,161.4026582521733,159.08568510053598,159.38021850585938,1362000
2024-10-16 00:00:00+00:00,159.87111451603016,161.19650744913147,159.70421573596275,161.13760375976562,900100
2024-10-17 00:00:00+00:00,161.54993343454262,161.5793852771962,159.83183937032356,160.32272338867188,588800
2024-10-18 00:00:00+00:00,160.1459952140306,161.28484971673558,158.7715259732426,160.92160034179688,1009100
2024-10-21 00:00:00+00:00,160.64669811410562,160.74486592298922,159.3703967538953,160.26380920410156,755800
2024-10-22 00:00:00+00:00,158.89916984944995,159.714024173489,158.1432042327646,159.4685821533203,867900
2024-10-23 00:00:00+00:00,158.58497762794943,160.73505186060075,158.11373320097894,160.28343200683594,620000
2024-10-24 00:00:00+00:00,160.5779816161457,164.04362167207617,160.01838161143718,163.5134735107422,1308800
2024-10-25 00:00:00+00:00,177.70982756882444,185.68179424228546,173.37041462868356,178.61305236816406,2387400
2024-10-28 00:00:00+00:00,180.7238633541856,182.66775988692277,178.70142358025004,182.60885620117188,1493000
2024-10-29 00:00:00+00:00,183.40406061913993,184.07167058693253,180.5471124096094,180.82200622558594,1204600
2024-10-30 00:00:00+00:00,180.25260322564492,181.22454391726694,179.19229203248344,180.13478088378906,896700
2024-10-31 00:00:00+00:00,180.11517747292723,181.15584923461944,177.7982042187365,178.34799194335938,998000
2024-11-01 00:00:00+00:00,179.49664266631078,180.3900551288541,177.54291898128594,177.9748992919922,816700
2024-11-04 00:00:00+00:00,177.35638216155544,179.31991814997275,176.84587359059228,179.29046630859375,778900
2024-11-05 00:00:00+00:00,179.15302408706654,181.91178982624925,177.3858386550269,181.9019775390625,963500
2024-11-06 00:00:00+00:00,186.9973786005344,187.11518598340373,176.62990945143233,176.6790008544922,2456500
2024-11-07 00:00:00+00:00,177.74910013670967,178.03380626643593,172.31009700491722,172.59481811523438,2339700
2024-11-08 00:00:00+00:00,176.24700162410406,180.53732313806375,173.77294198433776,180.15443420410156,1537500
2024-11-11 00:00:00+00:00,180.40969626187498,183.18810171476662,179.6046542294221,180.05625915527344,944000
2024-11-12 00:00:00+00:00,179.96790441424366,180.9889516069516,176.93424464126753,178.14181518554688,1146600
2024-11-13 00:00:00+00:00,178.97631917313163,179.02541057193153,168.51066812607837,168.86410522460938,2272800
2024-11-14 00:00:00+00:00,166.9496570499589,166.9496570499589,151.23154125007824,151.75189208984375,4469400
2024-11-15 00:00:00+00:00,151.35787132960868,152.1163243771098,146.4721753768588,147.15184020996094,3898100
2024-11-18 00:00:00+00:00,145.68416658184182,146.56083206318073,136.91751176845293,138.43443298339844,4290900
2024-11-19 00:00:00+00:00,138.43442587360266,140.75906900127248,135.4498224763641,135.8536834716797,3980900
2024-11-20 00:00:00+00:00,136.88795922958096,142.2760091504859,134.94747247407201,142.02975463867188,2895500
2024-11-21 00:00:00+00:00,141.2220438669762,148.77713108720707,140.79849328742836,147.634521484375,3797200
2024-11-22 00:00:00+00:00,146.7677003281018,147.84136647493577,144.1278589729302,146.98440551757812,2296600
2024-11-25 00:00:00+00:00,147.27989764320878,148.2747604263581,143.6845728744517,145.25076293945312,2349400
2024-11-26 00:00:00+00:00,147.1025831162244,147.5655427742438,145.42805553815805,146.40322875976562,1661900
2024-11-27 00:00:00+00:00,146.78738855698305,147.87089935355226,144.7089999476198,145.1424102783203,1026600
2024-11-29 00:00:00+00:00,146.2062307235714,147.42765858975778,145.1818185033577,145.95997619628906,540900
2024-12-02 00:00:00+00:00,144.8666085901178,147.67390095176327,143.89143533154785,146.49188232421875,1864000
2024-12-03 00:00:00+00:00,146.82679436833993,147.75271377952095,143.7830920717258,143.85203552246094,1575700
2024-12-04 00:00:00+00:00,143.5466745688517,143.98992968022264,141.5470891527394,142.30555725097656,1911800
2024-12-05 00:00:00+00:00,142.93598537856002,143.49743791241346,140.20748087493052,140.5620880126953,1667400
2024-12-06 00:00:00+00:00,145.44776663681372,147.03364627416897,142.08885153064787,143.55653381347656,1898200
2024-12-09 00:00:00+00:00,143.11327341616183,144.6302097100371,138.31624006942033,138.6905517578125,1955200
2024-12-10 00:00:00+00:00,139.68541787160243,141.23190354201054,137.61688882765426,139.65586853027344,1671200
2024-12-11 00:00:00+00:00,140.01046329015114,140.48326773983885,132.0121216329611,132.96759033203125,2753500
2024-12-12 00:00:00+00:00,131.51962664571215,134.20872196732142,128.3675715945348,133.56846618652344,1666700
2024-12-13 00:00:00+00:00,132.9774292266736,133.7851511964636,131.3718450863526,132.44552612304688,1177200
2024-12-16 00:00:00+00:00,133.4108553707031,134.38601368136355,131.52946717127932,133.529052734375,1262800
2024-12-17 00:00:00+00:00,133.1350461885905,134.7997291347225,132.24852090588163,133.7654571533203,1798600
2024-12-18 00:00:00+00:00,133.89350057267757,134.799730434008,131.18470084918235,131.37185668945312,1677600
2024-12-19 00:00:00+00:00,131.9924144868595,133.20398244123564,125.87545349342119,126.732421875,2571000
2024-12-20 00:00:00+00:00,126.58467663198533,130.11104340108412,126.2694786407111,129.2245330810547,2892800
2024-12-23 00:00:00+00:00,128.8896221448879,129.3624266161749,127.08703724976384,129.14572143554688,873700
2024-12-24 00:00:00+00:00,128.85022194525726,129.29347710723158,126.93928432722416,127.75685119628906,524600
2024-12-26 00:00:00+00:00,127.3332899009721,128.62366116565008,126.69301913845035,128.44635009765625,672600
2024-12-27 00:00:00+00:00,127.52044738575547,128.7418601869378,126.57482341466881,127.70758819580078,474700
2024-12-30 00:00:00+00:00,126.28917346747241,127.56968493533485,125.38295113088896,126.43692016601562,981100
2024-12-31 00:00:00+00:00,127.03778679579366,128.22965029149063,125.20565251075533,126.7718276977539,1097300
2025-01-02 00:00:00+00:00,127.65835337510877,129.7662915343713,125.98381807502622,126.20051574707031,2194700
2025-01-03 00:00:00+00:00,125.58980722549329,130.1996846997528,125.58980722549329,129.95343017578125,1526200
2025-01-06 00:00:00+00:00,130.56414552433418,132.15986995556327,127.8454860872089,128.78126525878906,1588400
2025-01-07 00:00:00+00:00,128.54485881901653,129.58897557394323,126.24976490008186,127.30374145507812,1515800
2025-01-08 00:00:00+00:00,127.41209032650028,128.14099406159144,125.1859399220995,128.1311492919922,1623500
2025-01-10 00:00:00+00:00,127.68790370886508,132.80015015663886,127.6091004556408,130.4853515625,2054100
2025-01-13 00:00:00+00:00,129.88448846509425,135.29224329483444,129.42152875140982,133.09564208984375,1819200
2025-01-14 00:00:00+00:00,132.89861870724397,134.3367515134221,131.15513274438896,134.100341796875,1327500
2025-01-15 00:00:00+00:00,134.84896962948662,135.32178913133498,132.2386777200834,134.0314178466797,1208500
2025-01-16 00:00:00+00:00,133.9723014325162,135.66653370448907,132.98728336881953,134.25796508789062,1456700
2025-01-17 00:00:00+00:00,135.30208720868703,135.4005950310454,133.5586009581911,134.0215606689453,1455500
2025-01-21 00:00:00+00:00,135.02628398807224,141.79335357735698,135.02628398807224,140.31582641601562,2197800
2025-01-22 00:00:00+00:00,140.45371209354502,143.07386356364086,139.5081032366355,140.9166717529297,3481100
2025-01-23 00:00:00+00:00,142.33509393695348,144.74838491116319,130.1405668924202,134.14959716796875,3229900
