"('date', '')","('open', 'BANC')","('high', 'BANC')","('low', 'BANC')","('close', 'BANC')","('volume', 'BANC')"
2024-01-02 00:00:00+00:00,12.691905660709187,12.920589341441673,12.58709295070586,12.663320541381836,1823400
2024-01-03 00:00:00+00:00,12.49180912828955,12.51086648201991,11.996329744460503,12.005858421325684,2690700
2024-01-04 00:00:00+00:00,11.910573602205709,12.225012672607567,11.872459803026835,12.158313751220703,2011800
2024-01-05 00:00:00+00:00,11.958214241467779,12.35840952572472,11.920100448143524,12.244068145751953,3296700
2024-01-08 00:00:00+00:00,12.196427277594292,12.444167421067926,12.09161365066834,12.386996269226074,2037800
2024-01-09 00:00:00+00:00,12.215483058863757,12.386995596368166,12.139255466351704,12.329824447631836,2159100
2024-01-10 00:00:00+00:00,12.26312454597931,12.44416574517664,12.167840517347905,12.434637069702148,1574800
2024-01-11 00:00:00+00:00,12.301238582210726,12.329823700494458,12.05349846720631,12.205954551696777,1889100
2024-01-12 00:00:00+00:00,12.339352212752699,12.52039341312945,12.091612101028995,12.139254570007324,2278100
2024-01-16 00:00:00+00:00,11.977270848099606,12.139254699126155,11.834344348348896,11.843873023986816,2459600
2024-01-17 00:00:00+00:00,11.577076537194216,11.834345348943003,11.500848943054857,11.739060401916504,2390100
2024-01-18 00:00:00+00:00,11.83434526940831,11.910572863035368,11.57707645938854,11.75811767578125,1704300
2024-01-19 00:00:00+00:00,11.777174182767647,11.967744076558208,11.653304115285621,11.929630279541016,1646300
2024-01-22 00:00:00+00:00,12.072555997537833,12.548978883285326,11.977271056906519,12.529921531677246,2621400
2024-01-23 00:00:00+00:00,12.653792618839127,12.663321295417147,12.234540845156985,12.339353561401367,2544100
2024-01-24 00:00:00+00:00,12.444165977073745,12.634734946592316,12.310767244058482,12.568035125732422,3030400
2024-01-25 00:00:00+00:00,12.463222067882343,13.597108994745291,12.434636950437541,13.55899429321289,7465800
2024-01-26 00:00:00+00:00,13.682865523810916,14.073533069775078,13.57805281169638,13.882963180541992,4105300
2024-01-29 00:00:00+00:00,13.968718328799605,14.283157348632812,13.835320507479157,14.283157348632812,4572900
2024-01-30 00:00:00+00:00,14.264102004338666,14.426085864442062,13.968719403942892,13.987776756286621,1925200
2024-01-31 00:00:00+00:00,13.53040999442101,13.692393850916496,13.101629571987775,13.13021469116211,3123800
2024-02-01 00:00:00+00:00,13.301727424350027,13.377955015768284,11.901043841806537,12.644264221191406,5243800
2024-02-02 00:00:00+00:00,12.282182730360342,12.94917461085827,12.225011582338428,12.815775871276855,3603400
2024-02-05 00:00:00+00:00,12.644264333300331,12.892003553253938,12.358410408595086,12.710963249206543,2236900
2024-02-06 00:00:00+00:00,12.663321423137843,12.892004211089112,12.186898493887051,12.320297241210938,3091100
2024-02-07 00:00:00+00:00,12.406052032804165,12.406052032804165,11.881986691451566,12.139254570007324,3374600
2024-02-08 00:00:00+00:00,12.043972283516318,12.425110273084544,11.996329807644129,12.348882675170898,1760900
2024-02-09 00:00:00+00:00,12.310769337818272,12.672850895837005,12.21548438250109,12.615679740905762,1887900
2024-02-12 00:00:00+00:00,12.615677433096087,13.273141505363194,12.615677433096087,13.15880012512207,2094800
2024-02-13 00:00:00+00:00,12.577564565231658,12.720491982579095,12.2821828717152,12.520394325256348,2699100
2024-02-14 00:00:00+00:00,12.787189560244434,12.872945819935163,12.406051637957283,12.768132209777832,1749500
2024-02-15 00:00:00+00:00,13.073044786119691,13.921076976647694,13.01587363760885,13.882963180541992,3649300
2024-02-16 00:00:00+00:00,13.654281314583669,13.902021460146111,13.52088256496436,13.797207832336426,2023900
2024-02-20 00:00:00+00:00,13.597109388254518,13.873434621429963,13.558994685619052,13.759092330932617,1699800
2024-02-21 00:00:00+00:00,13.720978937866718,13.787678760722924,13.530409962644455,13.682865142822266,2092400
2024-02-22 00:00:00+00:00,13.701923107866287,13.968719685116767,13.663809311116218,13.9306058883667,1980600
2024-02-23 00:00:00+00:00,13.892491506095318,14.044946686670125,13.663808735233108,13.768621444702148,1767500
2024-02-26 00:00:00+00:00,13.65428055125006,13.940134479479738,13.463711568665138,13.587581634521484,2228500
