"('date', '')","('open', 'CPT')","('high', 'CPT')","('low', 'CPT')","('close', 'CPT')","('volume', 'CPT')"
1993-07-22 00:00:00+00:00,4.264497274937837,4.311359882354736,4.241065971229387,4.311359882354736,3159100
1993-07-23 00:00:00+00:00,4.311358462097824,4.428514942046135,4.311358462097824,4.358221054077148,609900
1993-07-26 00:00:00+00:00,4.358220545800178,4.358220545800178,4.264495372772217,4.264495372772217,218400
1993-07-27 00:00:00+00:00,4.287926666029207,4.287926666029207,4.264495372772217,4.264495372772217,183800
1993-07-28 00:00:00+00:00,4.264497274937837,4.334791186063186,4.264497274937837,4.311359882354736,192900
1993-07-29 00:00:00+00:00,4.311360843846056,4.334792152780001,4.287929534912109,4.287929534912109,114100
1993-07-30 00:00:00+00:00,4.287929534912109,4.287929534912109,4.264498225978164,4.287929534912109,57200
1993-08-02 00:00:00+00:00,4.287926666029207,4.311357959286197,4.264495372772217,4.264495372772217,79800
1993-08-03 00:00:00+00:00,4.287928578646286,4.311359882354736,4.264497274937837,4.311359882354736,155100
1993-08-04 00:00:00+00:00,4.311358456998258,4.334789752960205,4.287927161036311,4.334789752960205,81000
1993-08-05 00:00:00+00:00,4.311360843846056,4.334792152780001,4.287929534912109,4.287929534912109,94500
1993-08-06 00:00:00+00:00,4.287928578646286,4.311359882354736,4.287928578646286,4.311359882354736,137000
1993-08-09 00:00:00+00:00,4.287929534912109,4.311360843846056,4.287929534912109,4.287929534912109,119200
1993-08-10 00:00:00+00:00,4.287929073969523,4.287929073969523,4.217635154724121,4.217635154724121,75700
1993-08-11 00:00:00+00:00,4.2410650200018,4.2410650200018,4.170771124642655,4.194202423095703,37100
1993-08-12 00:00:00+00:00,4.194202420416842,4.194202420416842,4.17077112197876,4.17077112197876,21400
1993-08-13 00:00:00+00:00,4.147339826189605,4.217633721548752,4.123908527736557,4.194202423095703,49500
1993-08-16 00:00:00+00:00,4.194202423095703,4.194202423095703,4.194202423095703,4.194202423095703,9800
1993-08-17 00:00:00+00:00,4.194203848308987,4.217635154724121,4.170772541893853,4.217635154724121,29900
1993-08-18 00:00:00+00:00,4.194202899932861,4.194202899932861,4.147340297698975,4.147340297698975,61500
1993-08-19 00:00:00+00:00,4.147339826189605,4.217633721548752,4.147339826189605,4.194202423095703,56300
1993-08-20 00:00:00+00:00,4.17077112197876,4.17077112197876,4.147339823540677,4.17077112197876,37100
1993-08-23 00:00:00+00:00,4.217632786258236,4.264495372772217,4.217632786258236,4.264495372772217,51700
1993-08-24 00:00:00+00:00,4.3113608055926385,4.405086040496826,4.3113608055926385,4.405086040496826,87400
1993-08-25 00:00:00+00:00,4.405086040496826,4.428517349222873,4.358223423044732,4.405086040496826,42200
1993-08-26 00:00:00+00:00,4.405084609985352,4.405084609985352,4.358222007751465,4.381653308868408,25100
1993-08-27 00:00:00+00:00,4.381654731770779,4.405086040496826,4.358223423044732,4.405086040496826,22000
1993-08-30 00:00:00+00:00,4.405086040496826,4.428517349222873,4.381654731770779,4.405086040496826,38600
1993-08-31 00:00:00+00:00,4.428514502942562,4.522239677608013,4.428514502942562,4.49880838394165,79300
1993-09-01 00:00:00+00:00,4.522242054647329,4.639398584560472,4.522242054647329,4.592535972595215,69200
1993-09-02 00:00:00+00:00,4.615966804248771,4.615966804248771,4.522241589949303,4.54567289352417,46800
1993-09-03 00:00:00+00:00,4.569104666612587,4.592535972595215,4.522242054647329,4.592535972595215,27800
1993-09-07 00:00:00+00:00,4.592535972595215,4.615967278577844,4.569104666612587,4.592535972595215,23900
1993-09-08 00:00:00+00:00,4.592535972595215,4.592535972595215,4.545673360629958,4.592535972595215,36800
1993-09-09 00:00:00+00:00,4.569104666612587,4.615967278577844,4.569104666612587,4.592535972595215,20800
1993-09-10 00:00:00+00:00,4.615964896751173,4.6393961906433105,4.592533602859034,4.6393961906433105,10700
1993-09-13 00:00:00+00:00,4.639398093223572,4.733123307228088,4.615966789722442,4.68626070022583,24600
1993-09-14 00:00:00+00:00,4.6628293967247005,4.733123307228088,4.639398093223572,4.68626070022583,25500
1993-09-15 00:00:00+00:00,4.686260688595655,4.873711116139481,4.662829385152677,4.803417205810547,51700
1993-09-16 00:00:00+00:00,4.803417205810547,4.803417205810547,4.75655459892459,4.803417205810547,16600
1993-09-17 00:00:00+00:00,4.779986367709395,4.850280284881592,4.756555061985329,4.850280284881592,38100
1993-09-20 00:00:00+00:00,4.826848509253525,4.850279812696503,4.803417205810547,4.803417205810547,28200
1993-09-21 00:00:00+00:00,4.803417687322579,4.803417687322579,4.709692464155309,4.779986381530762,53200
1993-09-22 00:00:00+00:00,4.779986381530762,4.826848993114396,4.756555075738944,4.779986381530762,26100
1993-09-23 00:00:00+00:00,4.756555075738944,4.803417687322579,4.756555075738944,4.779986381530762,20700
1993-09-24 00:00:00+00:00,4.733122351134352,4.756553649902344,4.733122351134352,4.756553649902344,23000
1993-09-27 00:00:00+00:00,4.779985902367568,4.803417205810547,4.779985902367568,4.803417205810547,35400
1993-09-28 00:00:00+00:00,4.850280262389274,4.967436790466309,4.826848956773866,4.967436790466309,235900
1993-09-29 00:00:00+00:00,4.967436781553465,5.037730698273561,4.967436781553465,5.014299392700195,36300
1993-09-30 00:00:00+00:00,5.037729272015018,5.1548857667130425,4.967435375196204,5.1314544677734375,66100
1993-10-01 00:00:00+00:00,5.1314544677734375,5.178317065652647,5.1080231688338325,5.1314544677734375,55500
1993-10-04 00:00:00+00:00,5.014299862883812,5.061162478424782,4.990868555113327,5.037731170654297,88600
1993-10-05 00:00:00+00:00,5.01430083440503,5.037732146715334,4.967438209784422,4.990869522094727,43900
1993-10-06 00:00:00+00:00,4.967435836791992,4.967435836791992,4.9205732345581055,4.944004535675049,34200
1993-10-07 00:00:00+00:00,4.87864005047342,4.926005487856657,4.854957331781802,4.902322769165039,204200
1993-10-08 00:00:00+00:00,4.902322769165039,4.926005487856657,4.87864005047342,4.902322769165039,126000
1993-10-11 00:00:00+00:00,4.878638281141009,5.020734541756766,4.878638281141009,4.973369121551514,20300
1993-10-12 00:00:00+00:00,4.949691410951836,5.162836017165073,4.949691410951836,5.091787815093994,76100
1993-10-13 00:00:00+00:00,5.115467575361144,5.115467575361144,5.0207366943359375,5.0207366943359375,48800
1993-10-14 00:00:00+00:00,5.044417251859392,5.044417251859392,4.949686411448887,4.973369121551514,19600
1993-10-15 00:00:00+00:00,4.949688533567032,5.0207366943359375,4.926005813310731,5.0207366943359375,74900
1993-10-18 00:00:00+00:00,4.997053376945532,5.0681015292243785,4.997053376945532,5.044418811798096,10000
1993-10-19 00:00:00+00:00,5.068099961962019,5.091782672064644,4.973369121551514,4.973369121551514,12500
1993-10-20 00:00:00+00:00,4.997051831654139,4.997051831654139,4.973369121551514,4.973369121551514,40600
1993-10-21 00:00:00+00:00,5.020734904501675,5.0444176163153625,4.973369480874301,4.997052192687988,27700
1993-10-22 00:00:00+00:00,4.997053974079636,5.044419414592239,4.973371253823334,5.0207366943359375,39600
1993-10-25 00:00:00+00:00,4.997053974079636,5.0207366943359375,4.997053974079636,5.0207366943359375,15200
1993-10-26 00:00:00+00:00,5.044417251859392,5.044417251859392,4.949686411448887,4.973369121551514,30300
1993-10-27 00:00:00+00:00,4.949691377035002,4.949691377035002,4.831277707727945,4.8549604415893555,40800
1993-10-28 00:00:00+00:00,4.8312762043263655,4.8312762043263655,4.736545298359181,4.783910751342773,23700
1993-10-29 00:00:00+00:00,4.783909175706946,4.902322769165039,4.783909175706946,4.902322769165039,112100
1993-11-01 00:00:00+00:00,4.902322769165039,4.926005487856657,4.902322769165039,4.902322769165039,16600
1993-11-02 00:00:00+00:00,4.902324884131764,4.973373070858312,4.902324884131764,4.949690341949463,127900
1993-11-03 00:00:00+00:00,4.97336935538512,4.97336935538512,4.926003932952881,4.926003932952881,27800
1993-11-04 00:00:00+00:00,4.926003932952881,4.97336935538512,4.902321221736761,4.926003932952881,71300
1993-11-05 00:00:00+00:00,4.926005487856657,4.926005487856657,4.87864005047342,4.902322769165039,16700
1993-11-08 00:00:00+00:00,4.87864005047342,4.926005487856657,4.87864005047342,4.902322769165039,6400
1993-11-09 00:00:00+00:00,4.926003701346261,4.973369121551514,4.926003701346261,4.973369121551514,4800
1993-11-10 00:00:00+00:00,4.997051831654139,4.997051831654139,4.949686411448887,4.973369121551514,7300
1993-11-11 00:00:00+00:00,4.97336935538512,4.97336935538512,4.926003932952881,4.926003932952881,36000
1993-11-12 00:00:00+00:00,4.926005487856657,4.926005487856657,4.87864005047342,4.902322769165039,33000
1993-11-15 00:00:00+00:00,4.9023241155287804,4.9023241155287804,4.831275939941406,4.831275939941406,7400
1993-11-16 00:00:00+00:00,4.831275113110472,4.831275113110472,4.807592391967773,4.807592391967773,5900
1993-11-17 00:00:00+00:00,4.783905829616527,4.783905829616527,4.6891750211092695,4.712857723236084,8900
1993-11-18 00:00:00+00:00,4.6891797333955765,4.6891797333955765,4.452352474133173,4.547083377838135,83300
1993-11-19 00:00:00+00:00,4.547082298160217,4.5944477387660525,4.4997168575543816,4.570765018463135,16600
1993-11-22 00:00:00+00:00,4.547085232204862,4.547085232204862,4.47603702545166,4.47603702545166,78500
1993-11-23 00:00:00+00:00,4.523400651911894,4.547083377838135,4.523400651911894,4.547083377838135,13900
1993-11-24 00:00:00+00:00,4.547083377838135,4.570766103764375,4.523400651911894,4.547083377838135,6400
1993-11-26 00:00:00+00:00,4.547082298160217,4.570765018463135,4.547082298160217,4.570765018463135,1000
1993-11-29 00:00:00+00:00,4.570766103764375,4.594448829690615,4.547083377838135,4.547083377838135,4700
1993-11-30 00:00:00+00:00,4.547083377838135,4.570766103764375,4.499717925985654,4.547083377838135,53800
1993-12-01 00:00:00+00:00,4.547083117298245,4.594448566436768,4.547083117298245,4.594448566436768,8100
1993-12-02 00:00:00+00:00,4.594449860010392,4.641815322484726,4.594449860010392,4.618132591247559,32200
1993-12-03 00:00:00+00:00,4.570765018463135,4.5944477387660525,4.523399577857299,4.570765018463135,84600
1993-12-06 00:00:00+00:00,4.570765841867506,4.594448566436768,4.570765841867506,4.594448566436768,5500
1993-12-07 00:00:00+00:00,4.5944481247349795,4.5944481247349795,4.452351790980289,4.4997172355651855,96000
1993-12-08 00:00:00+00:00,4.499719761036061,4.523402496620461,4.45235428986726,4.47603702545166,21500
1993-12-09 00:00:00+00:00,4.4760340644467265,4.4760340644467265,4.381303184775896,4.4049859046936035,101100
1993-12-10 00:00:00+00:00,4.404985656129552,4.452351093292236,4.381302937548211,4.452351093292236,4700
1993-12-13 00:00:00+00:00,4.452352177013051,4.476034901358864,4.404986728321422,4.428669452667236,8000
1993-12-14 00:00:00+00:00,4.404983864455927,4.428666573404614,4.286570319712488,4.333935737609863,49400
1993-12-15 00:00:00+00:00,4.33393855528398,4.452352177013051,4.33393855528398,4.428669452667236,72200
1993-12-16 00:00:00+00:00,4.4286690686878405,4.5470826801500825,4.4286690686878405,4.4997172355651855,19000
1993-12-17 00:00:00+00:00,4.547083377838135,4.547083377838135,4.547083377838135,4.547083377838135,27900
1993-12-20 00:00:00+00:00,4.5470826801500825,4.5470826801500825,4.4760345132727375,4.4997172355651855,23900
1993-12-21 00:00:00+00:00,4.499719761036061,4.523402496620461,4.42867155428286,4.47603702545166,49400
1993-12-22 00:00:00+00:00,4.476033811873577,4.476033811873577,4.452351093292236,4.452351093292236,9900
1993-12-23 00:00:00+00:00,4.428669452667236,4.428669452667236,4.357621279629794,4.428669452667236,27500
1993-12-27 00:00:00+00:00,4.433486010577227,4.457581043243408,4.433486010577227,4.457581043243408,8100
1993-12-28 00:00:00+00:00,4.5057759284973145,4.626251220703125,4.481680870056152,4.602156162261963,49900
1993-12-29 00:00:00+00:00,4.626248873197115,4.69853401184082,4.626248873197115,4.69853401184082,13000
1993-12-30 00:00:00+00:00,4.7467241287231445,4.794914221400537,4.698534036045753,4.7467241287231445,12500
1993-12-31 00:00:00+00:00,4.72262960377306,4.867199897766113,4.72262960377306,4.867199897766113,11200
1994-01-03 00:00:00+00:00,4.867197913352889,4.867197913352889,4.722627678302803,4.770817756652832,15100
1994-01-04 00:00:00+00:00,4.819007835002861,4.819007835002861,4.746722717477818,4.770817756652832,18500
1994-01-05 00:00:00+00:00,4.770817756652832,4.770817756652832,4.746722717477818,4.770817756652832,11300
1994-01-06 00:00:00+00:00,4.770819175061841,4.770819175061841,4.722629082384449,4.7467241287231445,7900
1994-01-07 00:00:00+00:00,4.722630023956299,4.746725075098933,4.722630023956299,4.722630023956299,18900
1994-01-10 00:00:00+00:00,4.746724104269957,4.746724104269957,4.674438965626252,4.69853401184082,6100
1994-01-11 00:00:00+00:00,4.698532060020328,4.698532060020328,4.626246951404631,4.650341987609863,25500
1994-01-12 00:00:00+00:00,4.698534458875656,4.698534458875656,4.626249313354492,4.626249313354492,9200
1994-01-13 00:00:00+00:00,4.674439921671031,4.722630023956299,4.626249819385762,4.722630023956299,65700
1994-01-14 00:00:00+00:00,4.722628563949742,4.722628563949742,4.6744384765625,4.6744384765625,63600
1994-01-17 00:00:00+00:00,4.674439410368601,4.674439410368601,4.626249313354492,4.626249313354492,8900
1994-01-18 00:00:00+00:00,4.6503443618615465,4.6503443618615465,4.578059216340383,4.626249313354492,10200
1994-01-19 00:00:00+00:00,4.626249313354492,4.626249313354492,4.602154264847437,4.626249313354492,16200
1994-01-20 00:00:00+00:00,4.6503443618615465,4.6503443618615465,4.602154264847437,4.626249313354492,40000
1994-01-21 00:00:00+00:00,4.626249313354492,4.626249313354492,4.578059216340383,4.626249313354492,12800
1994-01-24 00:00:00+00:00,4.674439410368601,4.674439410368601,4.602154264847437,4.626249313354492,21700
1994-01-25 00:00:00+00:00,4.650346279144287,4.650346279144287,4.553966045379639,4.602156162261963,54600
1994-01-26 00:00:00+00:00,4.6503448705283965,4.722630023956299,4.626249819385762,4.722630023956299,12400
1994-01-27 00:00:00+00:00,4.722630023956299,4.746725075098933,4.674439921671031,4.722630023956299,11200
1994-01-28 00:00:00+00:00,4.746725075098933,4.746725075098933,4.698534972813665,4.722630023956299,27000
1994-01-31 00:00:00+00:00,4.770817168636025,4.794912204841258,4.650341987609863,4.650341987609863,82200
1994-02-01 00:00:00+00:00,4.698534036045753,4.7467241287231445,4.674438989707056,4.7467241287231445,28300
1994-02-02 00:00:00+00:00,4.746723607643363,4.746723607643363,4.6744384765625,4.6744384765625,61200
