"('date', '')","('open', 'BH')","('high', 'BH')","('low', 'BH')","('close', 'BH')","('volume', 'BH')"
2024-02-16 00:00:00+00:00,152.92999267578125,157.10000610351562,152.69000244140625,152.69000244140625,1700
2024-02-20 00:00:00+00:00,152.69000244140625,156.77999877929688,150.0,151.3300018310547,2000
2024-02-21 00:00:00+00:00,151.69000244140625,153.75,151.69000244140625,152.4499969482422,1100
2024-02-22 00:00:00+00:00,153.10000610351562,159.57000732421875,151.6999969482422,157.02999877929688,2300
2024-02-23 00:00:00+00:00,157.52000427246094,163.5,157.52000427246094,163.5,1600
2024-02-26 00:00:00+00:00,178.0,178.0,170.0,175.0,4000
2024-02-27 00:00:00+00:00,175.38999938964844,177.61000061035156,175.0,175.0,900
2024-02-28 00:00:00+00:00,174.00999450683594,178.00999450683594,171.0,171.0,6600
2024-02-29 00:00:00+00:00,173.1199951171875,177.10000610351562,171.8000030517578,173.2100067138672,900
2024-03-01 00:00:00+00:00,172.41000366210938,172.41000366210938,169.0,169.0,800
2024-03-04 00:00:00+00:00,169.39999389648438,184.17999267578125,169.39999389648438,181.00999450683594,3600
2024-03-05 00:00:00+00:00,181.99000549316406,181.99000549316406,175.11000061035156,177.75999450683594,1500
2024-03-06 00:00:00+00:00,179.32000732421875,192.6999969482422,179.32000732421875,190.10000610351562,3300
2024-03-07 00:00:00+00:00,190.9499969482422,191.24000549316406,186.52000427246094,188.86000061035156,2200
2024-03-08 00:00:00+00:00,190.17999267578125,190.17999267578125,180.92999267578125,184.02000427246094,3000
2024-03-11 00:00:00+00:00,183.05999755859375,191.11000061035156,173.89999389648438,185.0,4700
2024-03-12 00:00:00+00:00,187.39999389648438,196.85000610351562,182.27999877929688,191.14999389648438,4300
2024-03-13 00:00:00+00:00,194.07000732421875,197.05999755859375,188.25,193.99000549316406,4100
2024-03-14 00:00:00+00:00,192.5399932861328,193.0,184.3000030517578,185.27999877929688,1300
2024-03-15 00:00:00+00:00,184.02999877929688,198.02999877929688,181.2100067138672,197.97000122070312,10000
2024-03-18 00:00:00+00:00,195.1999969482422,206.97000122070312,190.86000061035156,201.24000549316406,6000
2024-03-19 00:00:00+00:00,203.4199981689453,204.35000610351562,197.4199981689453,199.0,2000
2024-03-20 00:00:00+00:00,198.72000122070312,203.0,195.0,199.39999389648438,2400
2024-03-21 00:00:00+00:00,198.39999389648438,203.9199981689453,198.39999389648438,202.69000244140625,3500
2024-03-22 00:00:00+00:00,203.0,204.99000549316406,200.0,201.00999450683594,2600
2024-03-25 00:00:00+00:00,198.0,203.6300048828125,198.0,200.77999877929688,1400
2024-03-26 00:00:00+00:00,200.0,200.17999267578125,186.2100067138672,187.38999938964844,3200
2024-03-27 00:00:00+00:00,188.58999633789062,190.17999267578125,184.50999450683594,188.60000610351562,2200
2024-03-28 00:00:00+00:00,189.99000549316406,190.97999572753906,186.55999755859375,189.67999267578125,4300
2024-04-01 00:00:00+00:00,189.99000549316406,199.0,188.0,198.41000366210938,6700
2024-04-02 00:00:00+00:00,197.89999389648438,200.0,190.10000610351562,197.11000061035156,2200
2024-04-03 00:00:00+00:00,195.0,201.5,192.0,193.92999267578125,4900
2024-04-04 00:00:00+00:00,193.55999755859375,197.89999389648438,193.55999755859375,194.97000122070312,1300
2024-04-05 00:00:00+00:00,194.11000061035156,197.0,190.25999450683594,194.1699981689453,1000
2024-04-08 00:00:00+00:00,193.6300048828125,198.1699981689453,193.00999450683594,195.36000061035156,700
2024-04-09 00:00:00+00:00,195.5399932861328,198.7899932861328,193.02000427246094,195.05999755859375,1000
2024-04-10 00:00:00+00:00,192.88999938964844,195.0,188.6300048828125,192.02000427246094,2200
2024-04-11 00:00:00+00:00,192.9600067138672,197.05999755859375,191.80999755859375,195.0,1400
2024-04-12 00:00:00+00:00,196.07000732421875,196.07000732421875,190.32000732421875,191.07000732421875,1300
2024-04-15 00:00:00+00:00,193.0,197.49000549316406,191.36000061035156,193.02000427246094,1700
2024-04-16 00:00:00+00:00,191.52000427246094,197.35000610351562,191.52000427246094,195.07000732421875,1400
2024-04-17 00:00:00+00:00,195.77999877929688,196.00999450683594,191.14999389648438,192.16000366210938,1400
2024-04-18 00:00:00+00:00,192.19000244140625,198.47000122070312,192.19000244140625,196.57000732421875,3200
2024-04-19 00:00:00+00:00,193.4199981689453,200.0,193.4199981689453,199.72999572753906,2200
2024-04-22 00:00:00+00:00,197.27999877929688,203.0,197.27999877929688,201.02000427246094,5000
2024-04-23 00:00:00+00:00,199.0800018310547,202.5,199.02000427246094,201.9600067138672,3400
2024-04-24 00:00:00+00:00,201.63999938964844,201.63999938964844,198.5,200.19000244140625,2300
2024-04-25 00:00:00+00:00,197.83999633789062,201.9499969482422,196.9199981689453,201.36000061035156,1100
2024-04-26 00:00:00+00:00,202.92999267578125,207.0,200.72000122070312,206.85000610351562,2400
2024-04-29 00:00:00+00:00,207.0,207.0,200.05999755859375,203.60000610351562,4800
2024-04-30 00:00:00+00:00,203.0399932861328,203.0399932861328,196.64999389648438,197.11000061035156,4500
2024-05-01 00:00:00+00:00,198.91000366210938,199.6699981689453,196.67999267578125,198.8699951171875,1100
2024-05-02 00:00:00+00:00,201.00999450683594,201.00999450683594,197.38999938964844,200.39999389648438,1000
2024-05-03 00:00:00+00:00,201.83999633789062,205.6999969482422,199.3800048828125,203.94000244140625,2100
2024-05-06 00:00:00+00:00,205.05999755859375,206.99000549316406,198.89999389648438,201.0,1800
2024-05-07 00:00:00+00:00,199.82000732421875,203.9600067138672,199.82000732421875,201.8699951171875,1300
2024-05-08 00:00:00+00:00,201.00999450683594,203.80999755859375,201.00999450683594,203.3300018310547,1200
2024-05-09 00:00:00+00:00,203.61000061035156,209.5,203.35000610351562,209.5,2900
2024-05-10 00:00:00+00:00,209.0500030517578,212.0,208.0,212.0,1500
2024-05-13 00:00:00+00:00,212.0,216.13999938964844,202.38999938964844,202.8699951171875,4000
2024-05-14 00:00:00+00:00,204.0800018310547,209.9499969482422,203.0,209.22000122070312,2900
2024-05-15 00:00:00+00:00,211.3000030517578,216.10000610351562,208.85000610351562,213.8300018310547,2900
2024-05-16 00:00:00+00:00,212.39999389648438,219.0,211.27000427246094,215.8000030517578,3200
2024-05-17 00:00:00+00:00,215.27000427246094,215.27000427246094,198.64999389648438,200.0,9100
2024-05-20 00:00:00+00:00,200.11000061035156,200.11000061035156,194.83999633789062,196.6199951171875,3300
2024-05-21 00:00:00+00:00,196.60000610351562,197.69000244140625,193.75999450683594,195.10000610351562,2200
2024-05-22 00:00:00+00:00,195.0500030517578,197.1300048828125,193.07000732421875,197.1300048828125,1700
2024-05-23 00:00:00+00:00,197.22000122070312,197.22000122070312,192.9499969482422,194.47000122070312,2900
2024-05-24 00:00:00+00:00,195.47000122070312,195.47000122070312,193.94000244140625,194.7100067138672,900
2024-05-28 00:00:00+00:00,192.89999389648438,194.97999572753906,192.69000244140625,194.6199951171875,2200
2024-05-29 00:00:00+00:00,192.86000061035156,196.0500030517578,192.86000061035156,194.6199951171875,1500
2024-05-30 00:00:00+00:00,196.58999633789062,198.0,194.97000122070312,196.5,1700
2024-05-31 00:00:00+00:00,196.4199981689453,199.0,193.27000427246094,198.99000549316406,5200
2024-06-03 00:00:00+00:00,198.99000549316406,198.99000549316406,194.52999877929688,196.22999572753906,5000
2024-06-04 00:00:00+00:00,194.22000122070312,195.94000244140625,194.0500030517578,194.99000549316406,800
2024-06-05 00:00:00+00:00,195.94000244140625,199.8800048828125,192.3800048828125,198.44000244140625,1000
2024-06-06 00:00:00+00:00,196.25,196.25,194.2100067138672,194.91000366210938,500
2024-06-07 00:00:00+00:00,193.50999450683594,195.60000610351562,193.30999755859375,195.60000610351562,300
2024-06-10 00:00:00+00:00,194.1300048828125,194.1300048828125,188.10000610351562,189.27999877929688,2400
2024-06-11 00:00:00+00:00,187.89999389648438,188.35000610351562,186.00999450683594,188.35000610351562,1000
2024-06-12 00:00:00+00:00,190.88999938964844,193.8800048828125,190.25,193.17999267578125,900
2024-06-13 00:00:00+00:00,189.41000366210938,193.2100067138672,188.02999877929688,193.2100067138672,1300
2024-06-14 00:00:00+00:00,190.22000122070312,190.22000122070312,180.02000427246094,180.02000427246094,5500
2024-06-17 00:00:00+00:00,180.97999572753906,187.86000061035156,180.0,187.86000061035156,2000
2024-06-18 00:00:00+00:00,187.5,187.9499969482422,180.0,182.32000732421875,4400
2024-06-20 00:00:00+00:00,182.69000244140625,186.75999450683594,181.75999450683594,186.11000061035156,1900
2024-06-21 00:00:00+00:00,184.33999633789062,189.9499969482422,180.0,189.9499969482422,12900
2024-06-24 00:00:00+00:00,188.60000610351562,188.60000610351562,182.9199981689453,184.02999877929688,1600
2024-06-25 00:00:00+00:00,185.75999450683594,186.41000366210938,180.00999450683594,185.6699981689453,1100
2024-06-26 00:00:00+00:00,184.47000122070312,188.86000061035156,184.44000244140625,188.05999755859375,1700
2024-06-27 00:00:00+00:00,188.99000549316406,189.0,184.9499969482422,188.0,1600
2024-06-28 00:00:00+00:00,189.85000610351562,193.3800048828125,185.47999572753906,193.3800048828125,6800
2024-07-01 00:00:00+00:00,190.58999633789062,191.5800018310547,185.55999755859375,190.0,3500
2024-07-02 00:00:00+00:00,191.0,191.94000244140625,185.00999450683594,185.00999450683594,2300
2024-07-03 00:00:00+00:00,186.99000549316406,188.13999938964844,184.80999755859375,187.66000366210938,1000
2024-07-05 00:00:00+00:00,186.0,186.99000549316406,181.3000030517578,183.35000610351562,2300
2024-07-08 00:00:00+00:00,183.5,186.5500030517578,182.50999450683594,184.91000366210938,1700
2024-07-09 00:00:00+00:00,185.0,188.36000061035156,185.0,186.39999389648438,1600
2024-07-10 00:00:00+00:00,188.63999938964844,188.63999938964844,182.97999572753906,184.55999755859375,1600
2024-07-11 00:00:00+00:00,185.9600067138672,192.0,182.0,190.42999267578125,2700
2024-07-12 00:00:00+00:00,191.0,193.8000030517578,187.13999938964844,192.77999877929688,2600
2024-07-15 00:00:00+00:00,193.63999938964844,196.27999877929688,193.38999938964844,195.49000549316406,2400
2024-07-16 00:00:00+00:00,195.99000549316406,200.94000244140625,195.27999877929688,198.9499969482422,3900
2024-07-17 00:00:00+00:00,198.0,201.0,197.99000549316406,199.60000610351562,2300
2024-07-18 00:00:00+00:00,199.60000610351562,200.97999572753906,196.02999877929688,196.38999938964844,1100
2024-07-19 00:00:00+00:00,196.00999450683594,197.35000610351562,193.07000732421875,194.77999877929688,1300
2024-07-22 00:00:00+00:00,192.97999572753906,196.25999450683594,192.0,195.7100067138672,1200
2024-07-23 00:00:00+00:00,196.52000427246094,198.5,192.24000549316406,197.74000549316406,2500
2024-07-24 00:00:00+00:00,195.9600067138672,198.11000061035156,192.55999755859375,195.22999572753906,1500
2024-07-25 00:00:00+00:00,196.0,199.55999755859375,195.32000732421875,197.83999633789062,1800
2024-07-26 00:00:00+00:00,198.3800048828125,201.89999389648438,197.5,198.97000122070312,1600
2024-07-29 00:00:00+00:00,199.60000610351562,200.22000122070312,197.22999572753906,197.7100067138672,1900
2024-07-30 00:00:00+00:00,197.5800018310547,199.38999938964844,197.5800018310547,199.38999938964844,500
2024-07-31 00:00:00+00:00,198.99000549316406,202.0,198.0,200.75,1900
2024-08-01 00:00:00+00:00,200.0,200.0,191.61000061035156,195.5,1700
2024-08-02 00:00:00+00:00,188.5800018310547,194.3000030517578,182.9499969482422,188.10000610351562,1000
2024-08-05 00:00:00+00:00,185.0,185.77000427246094,179.6300048828125,181.30999755859375,2000
2024-08-06 00:00:00+00:00,182.0,189.1300048828125,182.0,189.1300048828125,1600
2024-08-07 00:00:00+00:00,188.44000244140625,192.8699951171875,185.9600067138672,188.0500030517578,1300
2024-08-08 00:00:00+00:00,191.38999938964844,191.38999938964844,186.88999938964844,188.05999755859375,700
2024-08-09 00:00:00+00:00,188.0399932861328,193.02999877929688,187.00999450683594,187.02999877929688,1400
2024-08-12 00:00:00+00:00,190.0,190.3300018310547,168.4199981689453,172.1699981689453,6800
2024-08-13 00:00:00+00:00,175.83999633789062,178.02999877929688,172.50999450683594,175.97000122070312,1200
2024-08-14 00:00:00+00:00,176.3800048828125,177.16000366210938,173.0,173.1300048828125,800
2024-08-15 00:00:00+00:00,178.5,183.0,175.58999633789062,183.0,1700
2024-08-16 00:00:00+00:00,182.63999938964844,183.50999450683594,175.27000427246094,178.97999572753906,1000
2024-08-19 00:00:00+00:00,178.6999969482422,181.5,176.0,177.9499969482422,1900
2024-08-20 00:00:00+00:00,178.0,178.0,175.25,175.25999450683594,700
2024-08-21 00:00:00+00:00,176.1999969482422,183.6199951171875,176.0,177.6699981689453,800
2024-08-22 00:00:00+00:00,178.6199951171875,178.6199951171875,175.05999755859375,176.14999389648438,300
2024-08-23 00:00:00+00:00,177.0,181.7899932861328,176.30999755859375,181.7899932861328,2800
2024-08-26 00:00:00+00:00,180.08999633789062,180.08999633789062,174.5500030517578,174.5500030517578,1700
2024-08-27 00:00:00+00:00,176.07000732421875,177.69000244140625,175.0,176.08999633789062,700
2024-08-28 00:00:00+00:00,177.10000610351562,178.6999969482422,175.52999877929688,178.64999389648438,1300
2024-08-29 00:00:00+00:00,179.5500030517578,179.5500030517578,177.4199981689453,179.1300048828125,500
2024-08-30 00:00:00+00:00,179.0500030517578,179.58999633789062,175.36000061035156,178.99000549316406,900
2024-09-03 00:00:00+00:00,176.0,178.41000366210938,172.0,172.00999450683594,1400
2024-09-04 00:00:00+00:00,173.22999572753906,173.22999572753906,170.00999450683594,171.25,600
2024-09-05 00:00:00+00:00,172.89999389648438,172.99000549316406,169.69000244140625,169.69000244140625,1000
2024-09-06 00:00:00+00:00,171.0,171.11000061035156,166.13999938964844,168.49000549316406,1400
2024-09-09 00:00:00+00:00,170.3300018310547,170.3300018310547,164.0,164.8000030517578,2300
2024-09-10 00:00:00+00:00,164.0,167.4199981689453,162.22000122070312,166.4199981689453,1900
2024-09-11 00:00:00+00:00,165.0,169.49000549316406,159.69000244140625,165.7100067138672,5500
2024-09-12 00:00:00+00:00,166.92999267578125,171.8300018310547,162.8000030517578,166.97999572753906,2400
2024-09-13 00:00:00+00:00,168.58999633789062,172.39999389648438,164.52000427246094,171.4499969482422,1900
2024-09-16 00:00:00+00:00,172.72000122070312,172.72000122070312,169.00999450683594,170.0,1800
2024-09-17 00:00:00+00:00,171.82000732421875,177.14999389648438,171.3300018310547,175.25,5700
2024-09-18 00:00:00+00:00,175.25,178.25,173.82000732421875,174.25999450683594,1300
2024-09-19 00:00:00+00:00,177.89999389648438,178.9499969482422,174.41000366210938,177.6300048828125,2000
2024-09-20 00:00:00+00:00,175.5500030517578,178.58999633789062,173.82000732421875,174.75,5300
2024-09-23 00:00:00+00:00,176.3300018310547,176.3300018310547,172.1699981689453,172.1699981689453,2200
2024-09-24 00:00:00+00:00,171.36000061035156,175.0399932861328,164.60000610351562,169.25999450683594,8900
2024-09-25 00:00:00+00:00,170.3300018310547,170.3800048828125,166.6300048828125,168.8000030517578,3900
2024-09-26 00:00:00+00:00,171.0,172.0,169.5500030517578,171.97999572753906,1400
2024-09-27 00:00:00+00:00,171.14999389648438,171.17999267578125,169.72000122070312,169.72000122070312,1200
2024-09-30 00:00:00+00:00,171.25,172.00999450683594,167.5,172.00999450683594,2700
2024-10-01 00:00:00+00:00,169.41000366210938,170.08999633789062,167.9600067138672,170.0800018310547,1900
2024-10-02 00:00:00+00:00,167.82000732421875,169.3800048828125,165.4199981689453,169.19000244140625,2900
2024-10-03 00:00:00+00:00,167.11000061035156,169.25,164.6199951171875,165.4199981689453,2100
2024-10-04 00:00:00+00:00,168.8800048828125,172.5399932861328,167.0,169.94000244140625,1000
2024-10-07 00:00:00+00:00,171.0500030517578,171.0500030517578,168.1999969482422,168.1999969482422,1100
2024-10-08 00:00:00+00:00,169.57000732421875,172.0,166.92999267578125,168.08999633789062,1900
2024-10-09 00:00:00+00:00,168.0800018310547,170.47999572753906,167.52000427246094,168.9499969482422,1500
2024-10-10 00:00:00+00:00,167.5,173.1699981689453,167.5,170.9199981689453,1300
2024-10-11 00:00:00+00:00,171.6300048828125,173.60000610351562,171.5,172.0500030517578,1100
2024-10-14 00:00:00+00:00,170.0,170.5399932861328,168.55999755859375,170.05999755859375,900
2024-10-15 00:00:00+00:00,168.9199981689453,169.6999969482422,168.9199981689453,168.9199981689453,1100
2024-10-16 00:00:00+00:00,168.88999938964844,171.0800018310547,168.88999938964844,171.0800018310547,600
2024-10-17 00:00:00+00:00,170.89999389648438,172.5,170.88999938964844,172.5,1100
2024-10-18 00:00:00+00:00,173.0,173.0,171.60000610351562,172.0,1000
2024-10-21 00:00:00+00:00,173.0,173.0,167.5,167.52000427246094,2600
2024-10-22 00:00:00+00:00,168.05999755859375,168.32000732421875,165.36000061035156,165.36000061035156,1200
2024-10-23 00:00:00+00:00,165.41000366210938,170.89999389648438,165.41000366210938,170.89999389648438,2000
2024-10-24 00:00:00+00:00,170.89999389648438,170.94000244140625,168.30999755859375,170.94000244140625,1200
2024-10-25 00:00:00+00:00,172.94000244140625,173.0,170.9499969482422,172.27999877929688,3600
2024-10-28 00:00:00+00:00,172.9600067138672,173.0,171.97000122070312,172.61000061035156,900
2024-10-29 00:00:00+00:00,171.0500030517578,172.88999938964844,171.0500030517578,172.7899932861328,700
2024-10-30 00:00:00+00:00,172.24000549316406,173.0,171.9499969482422,173.0,800
2024-10-31 00:00:00+00:00,172.41000366210938,172.47999572753906,170.30999755859375,170.30999755859375,700
2024-11-01 00:00:00+00:00,171.57000732421875,173.0,170.89999389648438,173.0,1400
2024-11-04 00:00:00+00:00,170.85000610351562,173.0,170.85000610351562,173.0,700
2024-11-05 00:00:00+00:00,171.52999877929688,173.0,171.5,173.0,800
2024-11-06 00:00:00+00:00,173.0,180.99000549316406,173.0,179.97000122070312,14300
2024-11-07 00:00:00+00:00,180.58999633789062,182.3699951171875,177.11000061035156,179.8800048828125,2400
2024-11-08 00:00:00+00:00,180.6199951171875,183.30999755859375,180.0,180.60000610351562,2700
2024-11-11 00:00:00+00:00,179.47000122070312,179.91000366210938,171.0,174.52999877929688,2600
2024-11-12 00:00:00+00:00,174.6999969482422,187.0,171.94000244140625,185.47999572753906,9300
2024-11-13 00:00:00+00:00,186.8300018310547,205.0,186.8300018310547,204.0,14600
2024-11-14 00:00:00+00:00,204.0399932861328,215.05999755859375,202.00999450683594,212.16000366210938,14600
2024-11-15 00:00:00+00:00,214.1199951171875,214.77999877929688,204.94000244140625,210.0,18800
2024-11-18 00:00:00+00:00,210.11000061035156,215.0,189.2100067138672,210.0,20000
2024-11-19 00:00:00+00:00,209.55999755859375,211.89999389648438,205.0,209.02999877929688,10700
2024-11-20 00:00:00+00:00,210.0,213.5,209.92999267578125,210.61000061035156,6900
2024-11-21 00:00:00+00:00,209.63999938964844,213.9499969482422,200.00999450683594,208.5,7900
2024-11-22 00:00:00+00:00,208.49000549316406,208.49000549316406,203.80999755859375,206.41000366210938,4400
2024-11-25 00:00:00+00:00,208.8800048828125,211.69000244140625,205.14999389648438,206.97999572753906,7900
2024-11-26 00:00:00+00:00,205.8800048828125,208.0,201.02999877929688,206.86000061035156,5600
2024-11-27 00:00:00+00:00,207.44000244140625,217.69000244140625,204.30999755859375,215.0,9700
2024-11-29 00:00:00+00:00,214.3300018310547,216.0,208.7100067138672,210.42999267578125,1500
2024-12-02 00:00:00+00:00,212.42999267578125,219.5,208.38999938964844,216.0399932861328,11200
2024-12-03 00:00:00+00:00,217.72999572753906,226.3000030517578,216.92999267578125,224.0,16300
2024-12-04 00:00:00+00:00,224.0,228.97999572753906,221.4600067138672,224.17999267578125,6500
2024-12-05 00:00:00+00:00,228.0500030517578,231.5,219.52000427246094,230.0,10700
2024-12-06 00:00:00+00:00,232.27999877929688,236.50999450683594,225.0,229.6699981689453,12500
2024-12-09 00:00:00+00:00,229.97000122070312,233.66000366210938,226.24000549316406,226.30999755859375,4400
2024-12-10 00:00:00+00:00,230.27000427246094,232.49000549316406,224.0,228.60000610351562,6300
2024-12-11 00:00:00+00:00,231.7100067138672,234.60000610351562,228.5,230.7899932861328,6200
2024-12-12 00:00:00+00:00,234.49000549316406,239.67999267578125,230.6699981689453,236.10000610351562,6100
2024-12-13 00:00:00+00:00,238.7100067138672,239.66000366210938,230.82000732421875,230.8300018310547,3200
2024-12-16 00:00:00+00:00,231.00999450683594,244.27000427246094,220.75,236.24000549316406,6600
2024-12-17 00:00:00+00:00,235.0,265.7300109863281,232.10000610351562,256.69000244140625,16800
2024-12-18 00:00:00+00:00,256.0400085449219,262.45001220703125,235.89999389648438,236.41000366210938,9700
2024-12-19 00:00:00+00:00,236.8699951171875,254.99000549316406,232.33999633789062,243.6999969482422,45300
2024-12-20 00:00:00+00:00,238.9199981689453,253.1300048828125,234.00999450683594,250.67999267578125,100600
2024-12-23 00:00:00+00:00,250.33999633789062,258.989990234375,248.0,253.58999633789062,27200
2024-12-24 00:00:00+00:00,255.3699951171875,266.92999267578125,255.1999969482422,264.54998779296875,11300
2024-12-26 00:00:00+00:00,262.5899963378906,271.3500061035156,260.4599914550781,262.9200134277344,8300
2024-12-27 00:00:00+00:00,259.1400146484375,266.989990234375,252.6199951171875,257.20001220703125,10700
2024-12-30 00:00:00+00:00,249.6999969482422,262.9800109863281,249.58999633789062,256.0,8900
2024-12-31 00:00:00+00:00,255.75999450683594,262.69000244140625,251.8699951171875,254.2899932861328,24300
2025-01-02 00:00:00+00:00,254.2899932861328,257.0799865722656,244.97999572753906,249.9600067138672,11100
2025-01-03 00:00:00+00:00,247.60000610351562,269.0,244.6999969482422,257.760009765625,32500
2025-01-06 00:00:00+00:00,257.67999267578125,260.0,248.0500030517578,248.1699981689453,7200
2025-01-07 00:00:00+00:00,245.52000427246094,248.1999969482422,229.74000549316406,236.39999389648438,19100
2025-01-08 00:00:00+00:00,233.07000732421875,234.0,227.22999572753906,228.11000061035156,8100
2025-01-10 00:00:00+00:00,224.33999633789062,228.92999267578125,214.17999267578125,218.16000366210938,10500
2025-01-13 00:00:00+00:00,217.30999755859375,221.0800018310547,215.47999572753906,218.32000732421875,5900
2025-01-14 00:00:00+00:00,222.02999877929688,223.0,216.8000030517578,219.17999267578125,6900
2025-01-15 00:00:00+00:00,223.0,223.10000610351562,217.22000122070312,218.97000122070312,4100
2025-01-16 00:00:00+00:00,219.36000061035156,219.36000061035156,213.10000610351562,214.38999938964844,2800
2025-01-17 00:00:00+00:00,216.14999389648438,219.97000122070312,215.5,218.33999633789062,5700
2025-01-21 00:00:00+00:00,221.22000122070312,223.69000244140625,215.32000732421875,220.9199981689453,3400
2025-01-22 00:00:00+00:00,221.33999633789062,224.75,219.42999267578125,221.57000732421875,3400
2025-01-23 00:00:00+00:00,218.8699951171875,222.52999877929688,218.8699951171875,222.0500030517578,5500
2025-01-24 00:00:00+00:00,220.3800048828125,225.91000366210938,220.3800048828125,225.24000549316406,4700
2025-01-27 00:00:00+00:00,223.4199981689453,234.35000610351562,223.4199981689453,228.08999633789062,4500
2025-01-28 00:00:00+00:00,226.27999877929688,232.17999267578125,226.27999877929688,229.72999572753906,3200
2025-01-29 00:00:00+00:00,227.25999450683594,232.8699951171875,226.92999267578125,231.6999969482422,5300
2025-01-30 00:00:00+00:00,230.72999572753906,236.5,230.72999572753906,233.86000061035156,3500
2025-01-31 00:00:00+00:00,235.47000122070312,235.89999389648438,228.92999267578125,232.00999450683594,3600
2025-02-03 00:00:00+00:00,227.55999755859375,232.22000122070312,225.0,228.7899932861328,1800
2025-02-04 00:00:00+00:00,230.83999633789062,237.0500030517578,230.22000122070312,234.75,2700
2025-02-05 00:00:00+00:00,236.0,239.50999450683594,232.36000061035156,235.3300018310547,3900
2025-02-06 00:00:00+00:00,233.80999755859375,237.5,231.02999877929688,233.3300018310547,1500
2025-02-07 00:00:00+00:00,232.33999633789062,235.61000061035156,230.17999267578125,231.2100067138672,3700
2025-02-10 00:00:00+00:00,234.36000061035156,239.75,234.0,236.69000244140625,2400
2025-02-11 00:00:00+00:00,236.24000549316406,244.32000732421875,236.24000549316406,240.0500030517578,2200
2025-02-12 00:00:00+00:00,240.75999450683594,241.1300048828125,235.91000366210938,237.55999755859375,2600
2025-02-13 00:00:00+00:00,239.72000122070312,245.0,235.63999938964844,242.8800048828125,2200
2025-02-14 00:00:00+00:00,245.0,246.02000427246094,241.07000732421875,241.8300018310547,2000
2025-02-18 00:00:00+00:00,240.8800048828125,247.57000732421875,234.0500030517578,238.75,3400
