"('date', '')","('open', 'CME')","('high', 'CME')","('low', 'CME')","('close', 'CME')","('volume', 'CME')"
2002-12-06 00:00:00+00:00,3.842388627992261,4.256184391439722,3.832536359095732,4.226627349853516,27551000
2002-12-09 00:00:00+00:00,4.2069198129921235,4.216772309761532,4.053224245898259,4.1399245262146,3149500
2002-12-10 00:00:00+00:00,4.142883093039474,4.266036576042043,4.103474016062113,4.211849212646484,1723000
2002-12-11 00:00:00+00:00,4.206923522286052,4.482787567754311,4.167514440046776,4.439437389373779,2549000
2002-12-12 00:00:00+00:00,4.439434644930564,4.439434644930564,4.295591536701185,4.3261332511901855,1355500
2002-12-13 00:00:00+00:00,4.326133015417476,4.332044420756119,4.2611080264854015,4.3005170822143555,987500
2002-12-16 00:00:00+00:00,4.285738359197136,4.3103691339209895,4.231551030639022,4.246329307556152,798000
2002-12-17 00:00:00+00:00,4.236479496634561,4.335002177297254,4.216774960502023,4.263080596923828,1646000
2002-12-18 00:00:00+00:00,4.25618462273749,4.25618462273749,4.192144753981564,4.203967571258545,742000
2002-12-19 00:00:00+00:00,4.1921431987299425,4.206921479946912,4.154704447840068,4.1675124168396,684000
2002-12-20 00:00:00+00:00,4.177365236965326,4.394115594800103,4.137956166412308,4.379337310791016,904500
2002-12-23 00:00:00+00:00,4.369483407593968,4.38918793655408,4.270960762793405,4.2758870124816895,638500
2002-12-24 00:00:00+00:00,4.295594282295119,4.295594282295119,4.232539561472758,4.241406440734863,218000
2002-12-26 00:00:00+00:00,4.24633122364821,4.251257474774467,4.19214387063888,4.197070121765137,325000
2002-12-27 00:00:00+00:00,4.187216750200215,4.187216750200215,4.113324877819791,4.137955188751221,830500
2002-12-30 00:00:00+00:00,4.167511919157991,4.221699257011257,4.147807389957437,4.169482231140137,1076500
2002-12-31 00:00:00+00:00,4.164557550567132,4.315297262234105,4.164557550567132,4.301504135131836,1778000
2003-01-02 00:00:00+00:00,4.301504554343136,4.330075967583294,4.280814391880177,4.307415962219238,315000
2003-01-03 00:00:00+00:00,4.30741539613801,4.51234245300293,4.287710862404977,4.51234245300293,861500
2003-01-06 00:00:00+00:00,4.4364786174261805,4.763574354935526,4.4364786174261805,4.738943576812744,1874500
2003-01-07 00:00:00+00:00,4.729094006669934,4.788207623029151,4.655201633875967,4.731064319610596,1383000
2003-01-08 00:00:00+00:00,4.732046624772243,4.755692244985497,4.696578664245343,4.730076313018799,411000
2003-01-09 00:00:00+00:00,4.7389450505807025,4.847320226148806,4.6955948863948285,4.8325419425964355,649000
2003-01-10 00:00:00+00:00,4.81283698942047,4.862098086909179,4.799043393538783,4.826630115509033,844000
2003-01-13 00:00:00+00:00,4.827616557737284,4.894611893669802,4.814808584415486,4.888700485229492,810000
2003-01-14 00:00:00+00:00,4.888699072081402,4.926137824783413,4.834511725134305,4.837467193603516,554000
2003-01-15 00:00:00+00:00,4.768500139185592,4.768500139185592,4.606922833010973,4.635494232177734,1459000
2003-01-16 00:00:00+00:00,4.630569087126384,4.630569087126384,4.4601248677633185,4.4709625244140625,725000
2003-01-17 00:00:00+00:00,4.458155852577778,4.484756954102203,4.413820526772661,4.435495376586914,590500
2003-01-21 00:00:00+00:00,4.438450916620543,4.45322920062963,4.360617931809355,4.379337310791016,468000
2003-01-22 00:00:00+00:00,4.364556930693656,4.37440942955732,4.34485240275933,4.349778652191162,163500
2003-01-23 00:00:00+00:00,4.354706996138325,4.507417043631168,4.34781043153387,4.475890159606934,476000
2003-01-24 00:00:00+00:00,4.468006954428413,4.6404219699825715,4.43352413923483,4.629584312438965,685000
2003-01-27 00:00:00+00:00,4.609878083328186,4.620715736884154,4.5517496620794535,4.556675910949707,209000
2003-01-28 00:00:00+00:00,4.561604778147684,4.589191035986695,4.532047737753588,4.5330328941345215,364500
2003-01-29 00:00:00+00:00,4.522194295450402,4.6305689802849725,4.508401170827568,4.581307888031006,401500
2003-01-30 00:00:00+00:00,4.5813101705848815,4.590177049462157,4.315298636540253,4.354707717895508,735000
2003-01-31 00:00:00+00:00,4.3350009735829245,4.3399272236964705,4.1389408230358695,4.187216758728027,2886000
2003-02-03 00:00:00+00:00,4.182290652293477,4.226625965252355,4.153719246280889,4.172438621520996,780000
2003-02-04 00:00:00+00:00,4.157659719372205,4.157659719372205,4.093620347198807,4.137955188751221,740000
2003-02-05 00:00:00+00:00,4.133029175083332,4.13795495511566,4.073915586558027,4.112339019775391,1159000
2003-02-06 00:00:00+00:00,4.108399584495738,4.139926934790134,4.083768798035131,4.088695049285889,1077500
2003-02-07 00:00:00+00:00,4.098546969523301,4.1527347922082685,4.093621188200894,4.148793697357178,744500
2003-02-10 00:00:00+00:00,4.148794729593802,4.275889315196852,4.142883320742966,4.236480236053467,278500
2003-02-11 00:00:00+00:00,4.236476975748185,4.288693988917699,4.226624478647977,4.227609634399414,222500
2003-02-12 00:00:00+00:00,4.211846202790584,4.231550727198081,4.1852451183301085,4.227609634399414,355500
2003-02-13 00:00:00+00:00,4.221700519024989,4.3074156929740415,4.218745050168279,4.285740375518799,265500
2003-02-14 00:00:00+00:00,4.305444898493352,4.413820076085053,4.305444898493352,4.384263038635254,958000
2003-02-18 00:00:00+00:00,4.408892851818512,4.413819101938432,4.34977925975868,4.386232852935791,753500
2003-02-19 00:00:00+00:00,4.387219673143919,4.4335253143322735,4.374411699849699,4.410865306854248,420500
2003-02-20 00:00:00+00:00,4.413819567210077,4.443376601252208,4.403967065931661,4.436479568481445,159000
2003-02-21 00:00:00+00:00,4.437465355544347,4.498549268391556,4.433524260931277,4.468992233276367,206000
2003-02-24 00:00:00+00:00,4.43352267908356,4.5123407848781705,4.43352267908356,4.486724853515625,182500
2003-02-25 00:00:00+00:00,4.482785965070565,4.512342531286313,4.4680072121695416,4.50446081161499,144500
2003-02-26 00:00:00+00:00,4.506431971372345,4.532047917465252,4.443377732353317,4.467022895812988,214000
2003-02-27 00:00:00+00:00,4.457168960878669,4.458154116878507,4.2660346031188965,4.2660346031188965,945000
2003-02-28 00:00:00+00:00,4.261110982267685,4.31529882382794,4.223672682210653,4.241406440734863,565000
2003-03-03 00:00:00+00:00,4.242388184527564,4.291649258379516,4.236476780498466,4.249284744262695,211000
2003-03-04 00:00:00+00:00,4.246330528073279,4.260123653132868,4.218744277954102,4.218744277954102,151000
2003-03-05 00:00:00+00:00,4.219729495228482,4.232537464368491,4.157659961767486,4.162586212158203,269500
2003-03-06 00:00:00+00:00,4.162586476076358,4.215965544869176,4.162586476076358,4.185322284698486,352500
2003-03-07 00:00:00+00:00,4.186308273334907,4.224859905268402,4.172469298490277,4.184330940246582,175500
2003-03-10 00:00:00+00:00,4.179391328456477,4.216954081019846,4.178402896988365,4.1872992515563965,163000
2003-03-11 00:00:00+00:00,4.188285774879897,4.2209063552410635,4.168515740459638,4.178400993347168,104500
2003-03-12 00:00:00+00:00,4.191254035523914,4.206081925354002,4.141829150155694,4.189277172088623,312000
2003-03-13 00:00:00+00:00,4.2011376469229305,4.220907687583664,4.192241293599833,4.2031145095825195,204000
2003-03-14 00:00:00+00:00,4.201137907813031,4.290103331988548,4.201137907813031,4.270333290100098,471500
2003-03-17 00:00:00+00:00,4.270332161477639,4.565894280297973,4.270332161477639,4.54217004776001,607000
2003-03-18 00:00:00+00:00,4.544148390410697,4.629159614075483,4.517458858556459,4.552056312561035,478500
2003-03-19 00:00:00+00:00,4.5569998726896985,4.641022682189941,4.5569998726896985,4.641022682189941,149500
2003-03-20 00:00:00+00:00,4.642011858908913,4.642011858908913,4.5026326179504395,4.5026326179504395,571000
2003-03-21 00:00:00+00:00,4.517461010828606,4.658816659596776,4.517461010828606,4.655851364135742,632500
