"('date', '')","('open', 'BFAM')","('high', 'BFAM')","('low', 'BFAM')","('close', 'BFAM')","('volume', 'BFAM')"
2025-09-26 00:00:00+00:00,108.02999877929688,108.75499725341797,107.18000030517578,108.5199966430664,336771
