"('date', '')","('open', 'CBL')","('high', 'CBL')","('low', 'CBL')","('close', 'CBL')","('volume', 'CBL')"
2021-11-02 00:00:00+00:00,19.313487768173218,32.005208301544194,19.313487768173218,22.07255744934082,209600
2021-11-03 00:00:00+00:00,22.07255665848895,22.771521514008576,21.079291328189875,22.624370574951172,131600
2021-11-04 00:00:00+00:00,22.072557633922944,22.87452734022231,21.263230240012017,22.80830955505371,184200
2021-11-05 00:00:00+00:00,22.661158871883973,23.911937713623047,22.072557889498196,23.911937713623047,87600
2021-11-08 00:00:00+00:00,23.632350563203495,23.911937074869797,23.249760636540483,23.588207244873047,36300
2021-11-09 00:00:00+00:00,23.455768539774045,23.455768539774045,22.35214075634047,22.477218627929688,60000
2021-11-10 00:00:00+00:00,22.447790180767164,22.992246407291585,22.134359439902337,22.29328155517578,56000
2021-11-11 00:00:00+00:00,22.440432184841853,23.21297109216621,22.352141342384765,23.146753311157227,99200
2021-11-12 00:00:00+00:00,22.98488564610721,23.41897931248924,22.624367439055806,23.10260581970215,249700
2021-11-15 00:00:00+00:00,22.661156953346516,23.617633819580078,22.625105269019443,23.617633819580078,108200
2021-11-16 00:00:00+00:00,22.977531636853364,23.86043448343839,22.977531636853364,23.602922439575195,153900
2021-11-17 00:00:00+00:00,23.264477451261676,23.919294839278717,23.264477451261676,23.360124588012695,114100
2021-11-18 00:00:00+00:00,23.139401927752864,23.396914015839418,22.050487855739263,22.543441772460938,52600
2021-11-19 00:00:00+00:00,22.21970642218141,22.651592679366733,21.67524881847063,22.45514678955078,50900
2021-11-22 00:00:00+00:00,22.594941186878476,22.749449822529566,22.0799156758242,22.705305099487305,86100
2021-11-23 00:00:00+00:00,22.263853659058324,22.727376759340714,22.094631051283436,22.705305099487305,63000
2021-11-24 00:00:00+00:00,22.403644460614032,23.47784149121502,22.07255556579302,23.242401123046875,86100
2021-11-26 00:00:00+00:00,22.815666453743237,23.17618471423103,21.98426602574587,22.418359756469727,34900
2021-11-29 00:00:00+00:00,21.94012206358574,23.176185515619093,21.734112423803793,22.80830955505371,156800
2021-11-30 00:00:00+00:00,22.425717547176912,23.032713425252577,22.260173089216696,22.786235809326172,337100
2021-12-01 00:00:00+00:00,22.153489258686275,22.955458909394967,22.153489258686275,22.89659881591797,91500
2021-12-02 00:00:00+00:00,22.675873984716503,22.91867206255624,22.49929369204537,22.80830955505371,63100
2021-12-03 00:00:00+00:00,22.521364898140313,22.771520642967896,22.072555814184593,22.580224990844727,55000
2021-12-06 00:00:00+00:00,22.44043263854422,22.808308583438386,22.07255669365005,22.39628791809082,197500
2021-12-07 00:00:00+00:00,22.175560530645857,22.60965423873321,21.550172574589602,22.021053314208984,167500
2021-12-08 00:00:00+00:00,22.065198719017776,22.4110015975145,21.56488721594313,22.116701126098633,151900
2021-12-09 00:00:00+00:00,22.072555566383922,22.80830741859672,21.815042137442383,21.844472885131836,197500
2021-12-10 00:00:00+00:00,21.719395341881,22.256493865301014,21.52809968901867,22.006338119506836,107200
2021-12-13 00:00:00+00:00,21.88861573155875,22.006335905579313,20.82177507574535,21.079288482666016,96900
2021-12-14 00:00:00+00:00,21.0792928686344,21.307375577839508,20.0418827421398,20.137531280517578,165200
2021-12-15 00:00:00+00:00,20.02716713500414,20.58633877315295,19.983022411905285,20.417116165161133,226900
2021-12-16 00:00:00+00:00,20.36561366144361,20.80706510042522,20.02716704366805,20.799707412719727,256500
2021-12-17 00:00:00+00:00,20.505404767562172,20.601051891017224,20.104419951407177,20.292036056518555,463600
2021-12-20 00:00:00+00:00,20.049237519496543,20.553227133933504,19.740221692420434,20.027164459228516,181200
2021-12-21 00:00:00+00:00,19.799079392514198,21.189649744786106,19.47534823101465,21.101360321044922,281600
2021-12-22 00:00:00+00:00,21.285304319897318,21.285304319897318,20.564267739537225,20.704059600830078,34300
2021-12-23 00:00:00+00:00,20.851209237650107,21.152867408425163,20.417115498566897,21.108722686767578,56100
2021-12-27 00:00:00+00:00,21.219085340233143,22.24178005298527,20.81442234832939,22.07255744934082,40800
2021-12-28 00:00:00+00:00,21.851831049850084,22.182918548583984,21.712037801939157,22.182918548583984,23300
2021-12-29 00:00:00+00:00,21.55752851193675,22.278566387065602,21.55752851193675,22.12405776977539,78700
2021-12-30 00:00:00+00:00,21.95483586234481,22.407323092949195,21.70468011485592,22.182918548583984,101500
2021-12-31 00:00:00+00:00,22.0357715605391,23.161471150844573,22.0357715605391,22.955461502075195,267300
2022-01-03 00:00:00+00:00,22.720018331488042,22.867169274615954,22.0725572690631,22.08727264404297,117400
2022-01-04 00:00:00+00:00,22.07255619543169,22.46250519341837,22.07255619543169,22.322711944580078,30200
2022-01-05 00:00:00+00:00,22.455148232015027,22.455148232015027,21.859188185076082,22.15349006652832,43000
2022-01-06 00:00:00+00:00,21.921721976523724,22.131411098937615,21.62006389153058,21.976903915405273,43000
2022-01-07 00:00:00+00:00,21.976908892894247,22.065198331099158,21.064575342541385,21.16758155822754,50300
2022-01-10 00:00:00+00:00,20.821776585103965,21.546492599162114,20.637838624446385,21.336803436279297,69600
2022-01-11 00:00:00+00:00,21.233798882235888,22.49929156154835,20.940969117700284,22.109342575073242,102000
2022-01-12 00:00:00+00:00,22.124058958256043,22.403645460434454,21.98720990473533,22.256494522094727,61000
2022-01-13 00:00:00+00:00,22.087270387322157,22.34478380981741,21.996772103444282,22.227062225341797,65400
2022-01-14 00:00:00+00:00,21.969550531747362,22.439695915602606,21.96881378072795,22.315353393554688,71600
2022-01-18 00:00:00+00:00,21.976908745914727,22.366856334826565,21.976908745914727,22.197633743286133,84700
2022-01-19 00:00:00+00:00,22.028412727376054,22.190277643470473,21.976910317861257,22.07255744934082,120100
2022-01-20 00:00:00+00:00,21.97690829210934,22.197633284922954,21.631104025809993,21.741466522216797,34500
2022-01-21 00:00:00+00:00,21.380944481132172,21.667888604735356,20.836488379511422,20.902706146240234,56100
2022-01-24 00:00:00+00:00,20.78499016057342,21.024110077737152,19.329672501880573,20.608409881591797,131800
2022-01-25 00:00:00+00:00,20.299393173169317,20.88799407789981,20.067630952972518,20.829133987426758,38600
2022-01-26 00:00:00+00:00,20.821776885658295,21.17493884175341,20.196388933063503,20.292036056518555,30300
2022-01-27 00:00:00+00:00,20.29939371900367,20.86592298212481,20.15960047412053,20.520118713378906,44400
2022-01-28 00:00:00+00:00,20.166959526083595,21.480276559181792,20.166959526083595,21.388307571411133,197200
2022-01-31 00:00:00+00:00,21.11608000366993,22.190277099609375,20.917426654694154,22.190277099609375,232100
2022-02-01 00:00:00+00:00,22.131413390746282,22.219704221432682,21.057216470183445,21.564884185791016,83300
2022-02-02 00:00:00+00:00,21.65317761900702,21.65317761900702,21.057219001083844,21.586959838867188,37800
2022-02-03 00:00:00+00:00,21.241154078000953,21.873899641781524,20.917422908391167,21.248510360717773,74800
2022-02-04 00:00:00+00:00,20.976285606522055,21.241156724046867,20.601051991140334,20.88799476623535,33900
2022-02-07 00:00:00+00:00,20.79235040005917,21.237479995677397,20.689345575508966,20.895355224609375,36900
2022-02-08 00:00:00+00:00,20.733488020879676,21.277944238898744,20.586337084837623,21.189653396606445,118600
2022-02-09 00:00:00+00:00,20.9689271637175,21.667891963842184,20.9689271637175,21.366233825683594,85200
2022-02-10 00:00:00+00:00,21.04985897687286,21.550170414230944,20.80338139964417,20.939495086669922,71600
2022-02-11 00:00:00+00:00,20.7849882606819,20.7849882606819,20.06395183658081,20.22581672668457,71800
2022-02-14 00:00:00+00:00,20.20374683989561,20.32882472113079,19.857943946285598,19.93887710571289,82200
2022-02-15 00:00:00+00:00,19.92416147128842,20.380328268482785,19.556285519895848,20.372970581054688,79400
2022-02-16 00:00:00+00:00,20.262609244742087,20.630485217348134,19.95359337161959,20.542194366455078,82100
2022-02-17 00:00:00+00:00,20.306752260737667,20.77763301700533,19.971985209953253,20.527477264404297,97600
2022-02-18 00:00:00+00:00,20.39798349575198,20.66358853592198,20.07130951840287,20.189029693603516,32200
