"('date', '')","('open', 'ATHS')","('high', 'ATHS')","('low', 'ATHS')","('close', 'ATHS')","('volume', 'ATHS')"
2024-03-15 00:00:00+00:00,23.426046563621938,23.668128340461244,23.426046563621938,23.630884170532227,1484500
2024-03-18 00:00:00+00:00,23.70537008674569,23.789167690896456,23.640194567050585,23.677438735961914,1456900
2024-03-19 00:00:00+00:00,23.65881729797899,23.73330386193726,23.57501969153847,23.630884170532227,636300
2024-03-20 00:00:00+00:00,23.63088479636977,23.76123761867381,23.602953444083045,23.668128967285156,589400
2024-03-21 00:00:00+00:00,23.733306884765625,23.789171370874648,23.70537375376112,23.733306884765625,482100
2024-03-22 00:00:00+00:00,23.751926568468377,23.779859696646124,23.677440002560864,23.696062088012695,233000
2024-03-25 00:00:00+00:00,23.696061461178207,23.73330385519688,23.630884163820937,23.658817291259766,490500
2024-03-26 00:00:00+00:00,23.668129608545243,23.6960627374886,23.612265126558395,23.649507522583008,279500
2024-03-27 00:00:00+00:00,23.66812895983495,23.71468239756471,23.621575522105182,23.696062088012695,428900
2024-03-28 00:00:00+00:00,23.705373121900262,23.835725953880118,23.686752810960236,23.723995208740234,3366900
2024-04-01 00:00:00+00:00,23.733303369806197,23.733303369806197,23.53777680943258,23.56570816040039,273100
2024-04-02 00:00:00+00:00,23.463291817344906,23.48191212726974,23.342250035384325,23.416736602783203,274200
2024-04-03 00:00:00+00:00,23.351560432255773,23.500533562932063,23.230520429543716,23.46329116821289,200100
2024-04-04 00:00:00+00:00,23.519155026142638,23.56570846228518,23.34224877218142,23.398113250732422,257400
2024-04-05 00:00:00+00:00,23.36087339291035,23.453982051202487,23.36087339291035,23.407426834106445,414700
2024-04-08 00:00:00+00:00,23.41673787752565,23.444671007783278,23.398115790687235,23.407426834106445,93600
2024-04-09 00:00:00+00:00,23.45397998004031,23.519155502319336,23.444668937443335,23.519155502319336,100800
2024-04-10 00:00:00+00:00,23.42604763769242,23.485637957131075,23.2677634600364,23.444669723510742,257600
2024-04-11 00:00:00+00:00,23.416736602783203,23.453980774432566,23.32362794955964,23.416736602783203,104300
2024-04-12 00:00:00+00:00,23.39811353413866,23.426046661702372,23.295695618204594,23.31431770324707,36500
2024-04-15 00:00:00+00:00,23.323626142983713,23.323626142983713,23.007057812083918,23.072235107421875,163100
2024-04-16 00:00:00+00:00,22.997749830478586,23.18396535700444,22.969816702344794,23.00705909729004,202900
2024-04-17 00:00:00+00:00,23.109479895433847,23.239830947820373,23.02568228292825,23.137413024902344,142700
2024-04-18 00:00:00+00:00,23.090857976005125,23.174655589116345,23.01171677245559,23.02568244934082,183700
2024-04-19 00:00:00+00:00,23.02568214358375,23.21189945378034,23.02568214358375,23.16534423828125,81400
