"('date', '')","('open', 'ADEA')","('high', 'ADEA')","('low', 'ADEA')","('close', 'ADEA')","('volume', 'ADEA')"
2024-01-02 00:00:00+00:00,11.909300607668523,12.201195421445387,11.773083708371878,12.191465377807617,706607
2024-01-03 00:00:00+00:00,12.064976896659461,12.230383917305797,11.899569876013125,12.103896141052246,555095
2024-01-04 00:00:00+00:00,11.948219983449636,12.089302833998042,11.646596050683042,11.938490867614746,574546
2024-01-05 00:00:00+00:00,11.821733276491486,12.113628120039895,11.704975524653747,11.782814025878906,486686
2024-01-08 00:00:00+00:00,11.75362271256339,11.841191242718368,11.675784225294066,11.743892669677734,642120
2024-01-09 00:00:00+00:00,11.597947476185434,11.636866725652844,11.447135500487732,11.481189727783203,373570
2024-01-10 00:00:00+00:00,11.403351228848383,11.524973999422553,11.354799365387668,11.481189727783203,456497
2024-01-11 00:00:00+00:00,11.520108959602467,11.549298164681284,10.839021631012125,11.062807083129883,532557
2024-01-12 00:00:00+00:00,11.091993959500643,11.219649961549232,10.92172285903169,10.984966278076172,276021
2024-01-16 00:00:00+00:00,10.848749751994823,10.974265085342333,10.80983050615811,10.868209838867188,340869
2024-01-17 00:00:00+00:00,10.702802247946588,10.712532290869905,10.44982669938812,10.624963760375977,377421
2024-01-18 00:00:00+00:00,10.731992412576155,10.946048736572266,10.683343121498668,10.946048736572266,356485
2024-01-19 00:00:00+00:00,11.043347172116588,11.169834028167555,10.80983076362641,11.101725578308105,405015
2024-01-22 00:00:00+00:00,11.189293718767468,11.622270439650084,11.160104516706664,11.568757057189941,478135
2024-01-23 00:00:00+00:00,11.67578451949735,11.802272296474197,11.481188296420658,11.753623008728027,436483
2024-01-24 00:00:00+00:00,11.987139488231188,12.11703269847706,11.77308408873282,11.850922584533691,433582
2024-01-25 00:00:00+00:00,12.064977476940296,12.064977476940296,11.704974217015202,11.80227279663086,420297
2024-01-26 00:00:00+00:00,11.889841332703346,12.026058230675638,11.675785014293714,11.80227279663086,270836
2024-01-29 00:00:00+00:00,11.734165720550578,12.01633052095984,11.675786380369154,11.977411270141602,306410
2024-01-30 00:00:00+00:00,11.987138342915765,12.298493224278806,11.923894919085695,12.133086204528809,484718
2024-01-31 00:00:00+00:00,12.133087157374316,12.240114855302688,11.802273091894559,11.812003135681152,547246
2024-02-01 00:00:00+00:00,11.870381361025478,12.191465377807617,11.850922201657971,12.191465377807617,505735
2024-02-02 00:00:00+00:00,12.045518434873202,12.269303871093708,11.944814431829153,12.191465377807617,295481
2024-02-05 00:00:00+00:00,12.045516638143381,12.279032083170096,11.812001193116666,12.162274360656738,401787
2024-02-06 00:00:00+00:00,12.113626186952946,12.34714165336413,12.065074329811512,12.327682495117188,415599
2024-02-07 00:00:00+00:00,12.376331941201457,12.522278877601789,12.249844163297439,12.49308967590332,417186
2024-02-08 00:00:00+00:00,12.512549148211052,12.746065551379301,12.337413005719885,12.600117683410645,500571
2024-02-09 00:00:00+00:00,12.668226061408907,12.770388725819652,12.455531930858802,12.726604461669922,647454
2024-02-12 00:00:00+00:00,12.84336464364783,13.028231778242558,12.54174068622629,12.551469802856445,738360
2024-02-13 00:00:00+00:00,12.113626397311833,12.13308648380469,11.306051366018243,11.374159812927246,840858
2024-02-14 00:00:00+00:00,11.588216875536238,11.724434706086933,11.471459132739094,11.559027671813965,522694
2024-02-15 00:00:00+00:00,11.578487604021175,12.181737373909256,11.578487604021175,12.035789489746094,606007
2024-02-16 00:00:00+00:00,12.016328813925547,12.045518015915588,11.753623212291178,11.792542457580566,724554
2024-02-20 00:00:00+00:00,11.636866533402824,11.719570053143258,11.403351040456219,11.539567947387695,633066
2024-02-21 00:00:00+00:00,11.208754796334048,11.80227357288369,10.537396594227454,11.539567947387695,1124090
2024-02-22 00:00:00+00:00,11.617406637628712,11.646596770662011,10.702803811138278,10.74172306060791,785063
2024-02-23 00:00:00+00:00,10.86821054629893,11.310917344473637,10.770911961419797,11.05307674407959,546041
2024-02-26 00:00:00+00:00,10.984967983852645,10.984967983852645,10.770911659856534,10.946048736572266,559555
2024-02-27 00:00:00+00:00,11.02388854750094,11.325513445872094,10.99469934053217,11.247674942016602,509970
2024-02-28 00:00:00+00:00,11.091995923657267,11.228213756061615,10.946048975151804,11.082266807556152,392242
2024-02-29 00:00:00+00:00,11.16010576697221,11.208755061129063,10.931454362807436,11.033617973327637,852124
2024-03-01 00:00:00+00:00,11.08226795988005,11.228214923560943,10.877941653981901,11.218484878540039,548719
2024-03-04 00:00:00+00:00,11.218483761738943,11.714704873508184,11.179564513437908,11.276863098144531,691406
2024-03-05 00:00:00+00:00,11.07253480283615,11.218481725497513,10.848748469793104,10.984966278076172,705476
2024-03-06 00:00:00+00:00,11.004428690459012,11.101726350179044,10.600641129246027,10.74172306060791,607318
2024-03-07 00:00:00+00:00,10.790372524121898,11.101726524775621,10.741723229542725,11.00442886352539,564240
2024-03-08 00:00:00+00:00,11.062806331544415,11.174407686878144,10.858480054058031,11.101725578308105,528705
2024-03-11 00:00:00+00:00,11.07240740172772,11.111497946888589,10.749910171152512,10.769455909729004,467702
2024-03-12 00:00:00+00:00,10.779228594877472,10.886728300522172,10.66195695125867,10.78900146484375,393928
2024-03-13 00:00:00+00:00,10.759683040440759,10.906272351795993,10.661956211542527,10.769455909729004,475763
2024-03-14 00:00:00+00:00,10.720593468322496,10.749911146856107,10.49582211425229,10.6228666305542,482170
2024-03-15 00:00:00+00:00,10.515367046177161,10.98934002933212,10.515367046177161,10.896499633789062,2100101
2024-03-18 00:00:00+00:00,10.847637766629772,11.160264290837592,10.661956964999895,10.691274642944336,422179
2024-03-19 00:00:00+00:00,10.691273508267983,10.75968265886758,10.574001876944205,10.661955833435059,318522
2024-03-20 00:00:00+00:00,10.62286549918645,10.691273719143254,10.500707430982384,10.544684410095215,667306
2024-03-21 00:00:00+00:00,10.632638535669903,10.867181806635124,10.613092797093412,10.769455909729004,897212
2024-03-22 00:00:00+00:00,10.837863590527343,10.837863590527343,10.329685596775075,10.339458465576172,390093
2024-03-25 00:00:00+00:00,10.368776526309036,10.437185678473451,10.271050630633173,10.349231719970703,353441
2024-03-26 00:00:00+00:00,10.42741491965091,10.476278343374071,10.256393402615993,10.32968807220459,341993
2024-03-27 00:00:00+00:00,10.476276954243543,10.681502561074536,10.442072841770404,10.564230918884277,462966
2024-03-28 00:00:00+00:00,10.593549890831973,10.710821547351348,10.544686467617497,10.671730995178223,670716
2024-04-01 00:00:00+00:00,10.63263971717332,10.652184525929526,10.427414099275966,10.554458618164062,368194
2024-04-02 00:00:00+00:00,10.427412215183079,10.427412215183079,10.251504308200332,10.407866477966309,594344
2024-04-03 00:00:00+00:00,10.300367719151536,10.512922485425621,10.300367719151536,10.456729888916016,400774
2024-04-04 00:00:00+00:00,10.583775525691486,10.789001128627005,10.505594432381969,10.534912109375,647567
2024-04-05 00:00:00+00:00,10.525140570131338,10.603321666400376,10.417640863767273,10.446958541870117,390654
2024-04-08 00:00:00+00:00,10.486049274711359,10.54468556394208,10.417641047269019,10.50070858001709,308952
2024-04-09 00:00:00+00:00,10.544685185501642,10.554458055354722,10.329686708694727,10.51536750793457,349473
2024-04-10 00:00:00+00:00,10.280824678225251,10.349232906238774,10.095143870771105,10.183097839355469,449144
2024-04-11 00:00:00+00:00,10.21241417529572,10.231959913296311,9.977870911241132,10.173323631286621,347755
2024-04-12 00:00:00+00:00,10.095143149093621,10.129347260655214,9.933894528880302,9.968098640441895,381703
2024-04-15 00:00:00+00:00,10.016961669310094,10.065825083363686,9.850826620723144,9.958325386047363,469222
2024-04-16 00:00:00+00:00,9.919236015324897,9.948554626422705,9.635829298658248,9.841054916381836,459993
2024-04-17 00:00:00+00:00,9.938781624038052,10.007189851706496,9.655374911135949,9.66514778137207,412975
2024-04-18 00:00:00+00:00,9.704237963493677,9.82150960591753,9.479466616520495,9.508784294128418,409056
2024-04-19 00:00:00+00:00,9.479466945656196,9.767760092788366,9.479466945656196,9.714010238647461,483114
2024-04-22 00:00:00+00:00,9.801964406605382,9.880145505865054,9.714010436940198,9.743329048156738,473651
2024-04-23 00:00:00+00:00,9.792191806240139,10.251407641166704,9.792191806240139,10.144006729125977,450112
2024-04-24 00:00:00+00:00,10.12446024641007,10.134233115437521,9.968098069939193,10.026734352111816,325004
2024-04-25 00:00:00+00:00,9.899691374096133,9.96809960383078,9.782419723697208,9.919236183166504,373130
2024-04-26 00:00:00+00:00,9.958325217330133,10.036507237686557,9.855712888348975,9.904576301574707,271026
2024-04-29 00:00:00+00:00,9.948553263876379,10.134233115437521,9.948553263876379,10.026734352111816,259506
2024-04-30 00:00:00+00:00,10.124461507237422,10.124461507237422,9.596738629933375,9.616284370422363,484230
2024-05-01 00:00:00+00:00,9.684692030606042,9.889917633752752,9.547875583169668,9.577193260192871,356711
2024-05-02 00:00:00+00:00,9.694464293481065,9.811735926225746,9.626056074044692,9.782418251037598,275905
2024-05-03 00:00:00+00:00,10.016961332493306,10.016961332493306,9.67491837761134,9.70423698425293,453713
2024-05-06 00:00:00+00:00,9.792191303652668,9.85571308974972,9.694464475204164,9.762872695922852,469794
2024-05-07 00:00:00+00:00,10.261278236606863,10.92093202393002,10.07559837383052,10.779228210449219,981848
2024-05-08 00:00:00+00:00,10.642412102103041,10.955136483875414,10.39809594584533,10.935590744018555,724201
2024-05-09 00:00:00+00:00,10.867182131169058,11.018657881692038,10.769456231344485,10.97468090057373,528359
2024-05-10 00:00:00+00:00,10.974680716855477,11.028430566654102,10.789000857902607,10.994226455688477,465964
2024-05-13 00:00:00+00:00,11.121270205512484,11.123126733697992,10.857408341171073,10.876954078674316,367381
2024-05-14 00:00:00+00:00,11.111498475567803,11.111498475567803,10.935590547978226,11.052863121032715,346090
2024-05-15 00:00:00+00:00,11.160361815313228,11.37536028843967,11.091953591497058,11.346041679382324,418133
2024-05-16 00:00:00+00:00,11.306951906866708,11.375361067359295,11.214112434471119,11.31672477722168,316201
2024-05-17 00:00:00+00:00,11.36558723449707,11.443768326731563,11.218996987563294,11.36558723449707,392298
2024-05-20 00:00:00+00:00,11.316724429224434,11.370474282531719,11.179907044438703,11.20922565460205,239657
2024-05-21 00:00:00+00:00,11.17990640671153,11.54638062491918,11.135930357959372,11.512176513671875,302163
2024-05-22 00:00:00+00:00,11.492631711224734,11.492631711224734,11.331383092429148,11.463313102722168,436770
2024-05-23 00:00:00+00:00,11.473085605386517,11.541494757713082,11.346041101913869,11.50240421295166,368372
2024-05-24 00:00:00+00:00,11.58091926574707,11.728133964392239,11.472960946503601,11.58091926574707,436102
2024-05-28 00:00:00+00:00,11.610362401097756,11.639805154603927,11.257046551118936,11.38463306427002,277747
2024-05-29 00:00:00+00:00,11.207973516921331,11.306117266457843,11.070572454763848,11.23741626739502,374235
2024-05-30 00:00:00+00:00,11.345374768539575,11.620175961475388,11.227601892741763,11.600546836853027,451865
