"('date', '')","('open', 'BAX')","('high', 'BAX')","('low', 'BAX')","('close', 'BAX')","('volume', 'BAX')"
2024-01-02 00:00:00+00:00,36.74562110881199,38.016003267215474,36.592793097792615,37.108585357666016,5707000
2024-01-03 00:00:00+00:00,36.86979437468273,37.13724614859571,36.34444827161876,36.42086410522461,4911700
2024-01-04 00:00:00+00:00,36.44951506973865,37.223208921424614,36.24892898942617,36.8984489440918,4271400
2024-01-05 00:00:00+00:00,36.75516610750936,37.872723741773285,36.65964998041627,37.404685974121094,3453700
2024-01-08 00:00:00+00:00,37.605275936925985,40.34663352272833,37.46200173139064,38.84700393676758,11038200
2024-01-09 00:00:00+00:00,38.636865870373505,39.391455705602084,38.56045004942064,38.83745193481445,4144500
2024-01-10 00:00:00+00:00,38.88521530493904,38.980735094158874,38.321661301517864,38.48404312133789,2353400
2024-01-11 00:00:00+00:00,38.43627897706541,38.55089906231608,38.00644910274191,38.245243072509766,2459700
2024-01-12 00:00:00+00:00,38.44582903385162,38.59865702836214,38.06375722572193,38.207035064697266,2910800
2024-01-16 00:00:00+00:00,37.90137959813599,37.939587508217,37.194547836464615,37.299617767333984,4272800
2024-01-17 00:00:00+00:00,37.0799233830046,37.404683293032356,36.83157928413933,36.95574951171875,4003300
2024-01-18 00:00:00+00:00,36.783819766793435,37.108579696125396,36.30623184975858,37.099029541015625,3508500
2024-01-19 00:00:00+00:00,37.13724470172545,37.13724470172545,36.61189861912901,36.86979293823242,2790200
2024-01-22 00:00:00+00:00,36.974855533492274,37.50020151165846,36.85068529896472,36.98440933227539,2799000
2024-01-23 00:00:00+00:00,37.20409874839505,37.270960763994175,36.48771688665589,36.697853088378906,1882900
2024-01-24 00:00:00+00:00,36.58323618479803,36.86023806986017,36.17251025693537,36.182064056396484,2073800
2024-01-25 00:00:00+00:00,36.506827436814156,37.26141369831236,36.43996540913339,37.242313385009766,2840700
2024-01-26 00:00:00+00:00,37.45244932350279,37.5575192643582,36.89844914950226,37.05127716064453,2228900
2024-01-29 00:00:00+00:00,36.87934372885707,37.60527584204287,36.7551698360741,37.328277587890625,3052800
2024-01-30 00:00:00+00:00,37.414239351514446,37.414239351514446,36.90799727565076,36.965309143066406,2026600
2024-01-31 00:00:00+00:00,37.25185531441379,37.624373284564896,36.87933734426268,36.95574951171875,3080700
2024-02-01 00:00:00+00:00,36.83158379013529,37.74855177402907,36.71696005936842,37.43334197998047,2862100
2024-02-02 00:00:00+00:00,37.2805118168537,37.509755621362665,36.726511725159256,37.23275375366211,2688400
2024-02-05 00:00:00+00:00,36.96530690251176,37.414237083749086,36.79337495439303,36.80292510986328,2609800
2024-02-06 00:00:00+00:00,36.81248427032546,37.94914240957797,36.755172398036855,37.93003845214844,3651900
2024-02-07 00:00:00+00:00,38.01600216802608,38.101968149470565,37.33782811646792,37.614830017089844,5802200
2024-02-08 00:00:00+00:00,37.25185978281304,39.45831740476029,36.40175382204451,38.64641571044922,7956200
2024-02-09 00:00:00+00:00,38.68462426195734,38.68462426195734,37.041720534722565,37.77720642089844,4745100
2024-02-12 00:00:00+00:00,37.910931606470925,38.54134757878804,37.40468952613193,38.503143310546875,3560500
2024-02-13 00:00:00+00:00,38.23568857741719,38.62731053496134,37.32827442377821,37.84406661987305,3567800
2024-02-14 00:00:00+00:00,37.96824437697832,38.20703836677063,37.71034643075777,37.86317443847656,4198700
2024-02-15 00:00:00+00:00,37.968246045186554,39.41056020367187,37.968246045186554,39.10490417480469,6525600
2024-02-16 00:00:00+00:00,39.07624675307507,39.99321476205815,38.94252270722841,39.372352600097656,5250000
2024-02-20 00:00:00+00:00,39.31503581259053,40.1651416922535,39.200415736739906,39.8976936340332,5002700
2024-02-21 00:00:00+00:00,39.802182039216376,40.38483998028008,39.515629968906744,40.33708190917969,3910400
2024-02-22 00:00:00+00:00,40.184245911671844,40.24155777183002,39.40100204137617,40.12693405151367,4115900
2024-02-23 00:00:00+00:00,40.10783834619855,40.94839052944093,39.754420633544065,40.64273452758789,3262600
2024-02-26 00:00:00+00:00,40.53766192824419,40.633181699859314,39.93590376374916,40.11738586425781,2346200
2024-02-27 00:00:00+00:00,40.04096784956886,40.28931559843245,39.69710762174519,39.97410583496094,2137600
2024-02-28 00:00:00+00:00,39.77352139488518,39.78307519376097,39.31503742892677,39.69710922241211,2792000
2024-02-29 00:00:00+00:00,39.82216016137516,39.82216016137516,39.06226784673121,39.360450744628906,5249100
2024-03-01 00:00:00+00:00,39.360447619575,39.639395966496124,38.73522274155375,39.447017669677734,2825000
2024-03-04 00:00:00+00:00,39.43739830465878,41.01489364975543,39.28349640926668,40.88022994995117,6431100
2024-03-05 00:00:00+00:00,41.89983158716119,42.25572902620275,40.630140054457264,40.79365921020508,6879200
2024-03-06 00:00:00+00:00,40.832138385774556,41.38041414550625,40.46661998951649,41.351558685302734,3445700
2024-03-07 00:00:00+00:00,41.6497432323334,42.01526164327752,41.399654005462764,41.83250427246094,3949700
2024-03-08 00:00:00+00:00,41.72669765387086,42.33268438206074,41.640127597085005,42.10183334350586,2816300
2024-03-11 00:00:00+00:00,41.986410279394555,42.2942141283407,41.72670009385037,41.8228874206543,1973200
2024-03-12 00:00:00+00:00,41.61126473871666,41.717072984124776,41.18803542639499,41.255367279052734,3648600
2024-03-13 00:00:00+00:00,41.32269499843782,41.697830616954256,40.75518110472283,41.053367614746094,3852000
2024-03-14 00:00:00+00:00,40.78404023710393,41.0148912319281,40.08185898212852,40.418521881103516,3795700
2024-03-15 00:00:00+00:00,39.735589037351914,40.31272028881996,39.72596810388454,40.02415466308594,5489400
2024-03-18 00:00:00+00:00,40.05301258105386,40.33196095973759,39.6682596129178,39.956825256347656,2697300
2024-03-19 00:00:00+00:00,39.96644345729962,40.38005556798531,39.860635196057515,40.351200103759766,3372300
2024-03-20 00:00:00+00:00,40.32233756456439,40.54357500264543,39.99529921279992,40.23577117919922,2059700
2024-03-21 00:00:00+00:00,40.380045757384686,40.73594318384031,39.899101900813676,40.40890121459961,3736100
2024-03-22 00:00:00+00:00,40.46662207206048,40.61090671912505,40.004916338489274,40.341575622558594,2060500
2024-03-25 00:00:00+00:00,40.54357252542784,40.71671262420133,39.97605857262824,40.19729232788086,4388200
2024-03-26 00:00:00+00:00,40.24539089977751,40.32234002568023,39.67787687766393,39.956825256347656,4566400
2024-03-27 00:00:00+00:00,40.25500613352255,41.15918308511154,40.14920154940842,41.062992095947266,4168600
2024-03-28 00:00:00+00:00,41.11109161376953,41.476606384119144,40.986045155854534,41.11109161376953,3951700
2024-04-01 00:00:00+00:00,41.842115546174874,42.313442140387,41.40926534114546,41.89020919799805,4552700
2024-04-02 00:00:00+00:00,41.341936648914896,41.65936137992453,41.05337104664931,41.27460479736328,2900600
2024-04-03 00:00:00+00:00,41.32269700591029,42.05373375331673,41.12070145832848,41.63050079345703,2544700
2024-04-04 00:00:00+00:00,41.91906982081772,42.03449532317546,40.76480378930856,41.00527572631836,3126300
2024-04-05 00:00:00+00:00,40.8321397023383,41.16879897993706,40.764807846818556,40.99565887451172,2970200
2024-04-08 00:00:00+00:00,40.92832466640569,41.149558417441206,40.495474427722854,40.6397590637207,2397900
2024-04-09 00:00:00+00:00,40.79366373218757,41.22651400025236,40.562809032782695,41.19765853881836,2773000
2024-04-10 00:00:00+00:00,40.630142867286935,40.65899832751997,39.754825103547084,40.399288177490234,3615400
2024-04-11 00:00:00+00:00,40.82251709116676,40.86099348397111,40.1011012379837,40.514713287353516,3060600
2024-04-12 00:00:00+00:00,40.14919993599224,40.30310184315942,38.67750905006332,38.792938232421875,4126900
2024-04-15 00:00:00+00:00,39.158451561314656,39.29311526658241,38.30237200413185,38.51398849487305,3062100
2024-04-16 00:00:00+00:00,38.475509296312225,38.523602949070515,37.85028080252295,38.06189727783203,2658800
2024-04-17 00:00:00+00:00,38.196570412166345,38.33123414089098,37.956098419640526,38.01381301879883,2809400
2024-04-18 00:00:00+00:00,38.225425034331906,38.225425034331906,37.79257476501612,38.13885498046875,2332100
2024-04-19 00:00:00+00:00,38.40818101837405,38.55246565936972,37.88876071396265,37.96571350097656,2808400
2024-04-22 00:00:00+00:00,38.26389833196827,39.26426259838456,38.0234263642323,38.86027145385742,3272900
2024-04-23 00:00:00+00:00,38.86026892245175,39.61054023873486,38.71598428348464,39.45663833618164,2646300
2024-04-24 00:00:00+00:00,39.225786760715046,39.495117863540806,38.99493572321992,39.37007141113281,2161900
2024-04-25 00:00:00+00:00,39.19692507234697,39.23540146225496,38.25427553546423,38.69674301147461,3568000
2024-04-26 00:00:00+00:00,38.677512174460546,38.87950775593902,38.44666112971692,38.600563049316406,2013200
2024-04-29 00:00:00+00:00,38.64865414280351,39.398925492327876,38.542845892114485,39.091121673583984,3263000
2024-04-30 00:00:00+00:00,38.76407760189793,39.158451453082364,38.523605651924235,38.8314094543457,3465100
2024-05-01 00:00:00+00:00,38.60055572637352,39.148831440264786,38.43703290383357,38.80255126953125,3358200
2024-05-02 00:00:00+00:00,37.60980968357332,37.65790700668329,34.820337400792326,35.50327682495117,10810800
2024-05-03 00:00:00+00:00,35.81108514560736,36.00346345446782,35.10890743718107,35.48404312133789,6246800
2024-05-06 00:00:00+00:00,35.637939075624544,35.68603272747027,34.897285095407035,35.1185188293457,5784400
2024-05-07 00:00:00+00:00,35.36861771812942,35.40709411388816,34.59910814951,34.74338912963867,5717600
2024-05-08 00:00:00+00:00,34.61834016818532,34.829952968464404,34.349009115259506,34.38748550415039,5194200
2024-05-09 00:00:00+00:00,34.38749001626366,34.57986831665039,34.21434991284669,34.57986831665039,5067900
2024-05-10 00:00:00+00:00,34.262444906551934,34.77224797285127,34.19511304918786,34.329776763916016,3963000
2024-05-13 00:00:00+00:00,34.33939535874595,34.70491375190804,34.04120881836231,34.07968521118164,4461700
2024-05-14 00:00:00+00:00,34.118164467895525,34.397109165973475,33.60836139352324,33.89693069458008,4472900
2024-05-15 00:00:00+00:00,34.0123533584032,34.21434891673852,33.89692784925599,34.07968521118164,4906900
2024-05-16 00:00:00+00:00,34.127784058886725,34.22397505556712,33.781503809460006,33.82959747314453,5884000
2024-05-17 00:00:00+00:00,33.83921568877566,34.08930492142945,33.55065006054096,33.90654754638672,3583400
2024-05-20 00:00:00+00:00,33.85845429133969,33.993118008171706,33.58912318836458,33.6853141784668,2307400
2024-05-21 00:00:00+00:00,33.68530724328985,33.762256350218145,33.10817242943113,33.13703155517578,4961100
2024-05-22 00:00:00+00:00,33.06970309231882,33.377506890128586,33.04084396362305,33.04084396362305,2781300
2024-05-23 00:00:00+00:00,32.74266569799596,32.89656761852016,32.3001981351528,32.70418930053711,6329300
2024-05-24 00:00:00+00:00,33.05046540174158,33.07932086156794,32.49256871636013,32.60799789428711,4982200
2024-05-28 00:00:00+00:00,32.473328333504035,32.790753047463845,32.24247733181554,32.559898376464844,3571400
2024-05-29 00:00:00+00:00,32.415617443087335,32.57913659696868,31.886579922051105,31.925052642822266,4258800
2024-05-30 00:00:00+00:00,31.74229843096471,32.30019513435391,31.74229843096471,32.15591049194336,3888200
2024-05-31 00:00:00+00:00,32.24323485774741,33.09710429816807,32.214126892064606,33.07769775390625,5923100
2024-06-03 00:00:00+00:00,32.89334177840984,33.35908774553633,32.70898145502942,33.067996978759766,4443500
2024-06-04 00:00:00+00:00,32.99037149768111,33.14562015667222,32.25294129282833,32.3111572265625,5622200
2024-06-05 00:00:00+00:00,32.282048174666784,32.282048174666784,31.787190546038975,32.20442199707031,7123300
