"('date', '')","('open', 'AESI')","('high', 'AESI')","('low', 'AESI')","('close', 'AESI')","('volume', 'AESI')"
2024-01-02 00:00:00+00:00,15.676854143047697,16.176695175985998,14.972532057214844,15.06795597076416,543700
2024-01-03 00:00:00+00:00,15.013428000719962,15.713206821108763,14.957081957510965,15.531445503234863,721700
2024-01-04 00:00:00+00:00,15.585975195179723,15.585975195179723,14.995253436775549,15.022518157958984,561300
2024-01-05 00:00:00+00:00,15.040691242691773,15.231540803069398,14.91345935804297,15.204276084899902,421900
2024-01-08 00:00:00+00:00,15.04977812224527,15.04977812224527,14.50449680865791,14.986162185668945,473900
2024-01-09 00:00:00+00:00,14.995251673462871,14.995251673462871,14.604466049476406,14.722611427307129,597100
2024-01-10 00:00:00+00:00,14.677169865271132,14.87710765865175,14.286385117715962,14.340912818908691,903800
2024-01-11 00:00:00+00:00,14.504497452397798,14.740785598754881,14.38635294586817,14.740785598754883,1086700
2024-01-12 00:00:00+00:00,14.967986249307712,15.031603921586736,14.659903097699639,14.768050193786621,397500
2024-01-16 00:00:00+00:00,14.695345721756041,14.795314614216979,14.24094418643075,14.3863525390625,516100
2024-01-17 00:00:00+00:00,14.304561195560789,15.204276094892386,14.131888980551555,15.06795597076416,974000
2024-01-18 00:00:00+00:00,15.077043683053382,15.404213356246526,15.054323952060384,15.249716758728027,602200
2024-01-19 00:00:00+00:00,15.27698043428256,15.322421631730448,14.77259440973988,14.868020057678223,743800
2024-01-22 00:00:00+00:00,14.877107860273238,15.65867736597577,14.67717006418297,15.56779670715332,992200
2024-01-23 00:00:00+00:00,15.54053249022722,15.794996234660951,15.42238712310791,15.42238712310791,824100
2024-01-24 00:00:00+00:00,15.54962169537008,15.622325874499976,15.149747843453476,15.286067962646484,563800
2024-01-25 00:00:00+00:00,15.376948775464674,15.767734392267723,15.267891638964416,15.695030212402344,562600
2024-01-26 00:00:00+00:00,15.649588615772448,15.858614644260413,15.558709693321711,15.849526405334473,299300
2024-01-29 00:00:00+00:00,15.822262081060295,15.967670440673828,15.58597306333721,15.967670440673828,376800
2024-01-30 00:00:00+00:00,15.894964646429486,16.21304605080348,15.476916088352498,16.11307716369629,431800
2024-01-31 00:00:00+00:00,16.276663378911003,16.285751617917615,15.776822367377664,15.785910606384277,395400
2024-02-01 00:00:00+00:00,15.940406902771823,16.140342956942522,15.685941415587399,15.949493408203125,555300
2024-02-02 00:00:00+00:00,15.876789634752429,15.876789634752429,15.195187305383024,15.286067962646484,460400
2024-02-05 00:00:00+00:00,15.186098652247308,15.413299422508848,14.922546660114165,15.340595245361328,360300
2024-02-06 00:00:00+00:00,15.404213745198918,15.986755497556155,15.367860787968727,15.740469932556152,352600
2024-02-07 00:00:00+00:00,15.685941420401823,15.749557358866374,15.24971635658405,15.540533065795898,337400
2024-02-08 00:00:00+00:00,15.540532943963088,15.831349650895026,15.518721517602762,15.704117774963379,281700
