"('date', '')","('open', 'AMPX')","('high', 'AMPX')","('low', 'AMPX')","('close', 'AMPX')","('volume', 'AMPX')"
2024-02-29 00:00:00+00:00,3.2200000286102295,3.2799999713897705,3.140000104904175,3.25,327800
2024-03-01 00:00:00+00:00,3.25,3.255000114440918,3.069999933242798,3.0899999141693115,568100
2024-03-04 00:00:00+00:00,3.0999999046325684,3.0999999046325684,2.880000114440918,2.930000066757202,663500
2024-03-05 00:00:00+00:00,2.940000057220459,3.009999990463257,2.869999885559082,2.9100000858306885,757000
2024-03-06 00:00:00+00:00,2.9200000762939453,2.930000066757202,2.7200000286102295,2.7200000286102295,797700
2024-03-07 00:00:00+00:00,2.75,2.799999952316284,2.6500000953674316,2.7200000286102295,555500
2024-03-08 00:00:00+00:00,2.7300000190734863,2.8299999237060547,2.5899999141693115,2.6600000858306885,513100
2024-03-11 00:00:00+00:00,2.680000066757202,2.9800000190734863,2.6510000228881836,2.950000047683716,570000
2024-03-12 00:00:00+00:00,3.0,3.059999942779541,2.7899999618530273,2.8399999141693115,531100
2024-03-13 00:00:00+00:00,2.8399999141693115,2.9000000953674316,2.759999990463257,2.869999885559082,391300
2024-03-14 00:00:00+00:00,2.880000114440918,2.880000114440918,2.680000066757202,2.7799999713897705,514500
2024-03-15 00:00:00+00:00,2.75,2.9200000762939453,2.7100000381469727,2.8299999237060547,605800
2024-03-18 00:00:00+00:00,2.859999895095825,2.859999895095825,2.7100000381469727,2.799999952316284,613600
2024-03-19 00:00:00+00:00,2.8299999237060547,2.8399999141693115,2.680000066757202,2.700000047683716,430900
2024-03-20 00:00:00+00:00,2.759999990463257,3.0,2.680000066757202,2.9100000858306885,656800
2024-03-21 00:00:00+00:00,3.0,3.25,2.930000066757202,2.9600000381469727,1441900
2024-03-22 00:00:00+00:00,2.9700000286102295,2.9700000286102295,2.6500000953674316,2.759999990463257,1051400
2024-03-25 00:00:00+00:00,2.7200000286102295,2.819999933242798,2.4600000381469727,2.559999942779541,937200
2024-03-26 00:00:00+00:00,2.569999933242798,2.6500000953674316,2.4800000190734863,2.559999942779541,533500
2024-03-27 00:00:00+00:00,2.549999952316284,2.640000104904175,2.4800000190734863,2.640000104904175,652000
2024-03-28 00:00:00+00:00,2.680000066757202,2.8350000381469727,2.625,2.6500000953674316,572200
2024-04-01 00:00:00+00:00,2.700000047683716,2.7009999752044678,2.555000066757202,2.5899999141693115,599400
2024-04-02 00:00:00+00:00,2.5299999713897705,2.5299999713897705,2.2850000858306885,2.380000114440918,1011500
2024-04-03 00:00:00+00:00,2.3499999046325684,2.4100000858306885,2.2799999713897705,2.2899999618530273,520500
2024-04-04 00:00:00+00:00,2.2799999713897705,2.309999942779541,2.0999999046325684,2.1500000953674316,857100
2024-04-05 00:00:00+00:00,2.180000066757202,2.180000066757202,1.9800000190734863,2.0399999618530273,974200
2024-04-08 00:00:00+00:00,2.049999952316284,2.130000114440918,1.9500000476837158,2.109999895095825,1057500
2024-04-09 00:00:00+00:00,2.130000114440918,2.1700000762939453,1.9500000476837158,2.0299999713897705,1143000
2024-04-10 00:00:00+00:00,1.9900000095367432,2.0399999618530273,1.7899999618530273,1.840000033378601,1433600
2024-04-11 00:00:00+00:00,1.8799999952316284,2.0299999713897705,1.8200000524520874,1.9500000476837158,982600
2024-04-12 00:00:00+00:00,2.0,2.0,1.8700000047683716,1.8799999952316284,450500
2024-04-15 00:00:00+00:00,1.8849999904632568,1.8849999904632568,1.7799999713897705,1.7799999713897705,650600
2024-04-16 00:00:00+00:00,1.75,1.7599999904632568,1.6699999570846558,1.690000057220459,569600
2024-04-17 00:00:00+00:00,1.7100000381469727,1.75,1.6449999809265137,1.7300000190734863,366400
2024-04-18 00:00:00+00:00,1.7899999618530273,1.9600000381469727,1.690000057220459,1.7599999904632568,801100
2024-04-19 00:00:00+00:00,1.7300000190734863,1.809999942779541,1.7300000190734863,1.7599999904632568,304100
2024-04-22 00:00:00+00:00,1.7799999713897705,1.7799999713897705,1.5800000429153442,1.690000057220459,767700
2024-04-23 00:00:00+00:00,1.659999966621399,1.75,1.659999966621399,1.75,189400
2024-04-24 00:00:00+00:00,1.7100000381469727,1.7350000143051147,1.6299999952316284,1.649999976158142,464200
2024-04-25 00:00:00+00:00,1.659999966621399,1.659999966621399,1.559999942779541,1.6100000143051147,297500
2024-04-26 00:00:00+00:00,1.600000023841858,1.75,1.600000023841858,1.7400000095367432,367700
2024-04-29 00:00:00+00:00,1.7400000095367432,2.049999952316284,1.7400000095367432,1.8799999952316284,1212900
2024-04-30 00:00:00+00:00,1.8799999952316284,1.9199999570846558,1.7100000381469727,1.8700000047683716,479000
2024-05-01 00:00:00+00:00,1.850000023841858,2.069999933242798,1.840000033378601,2.009999990463257,596400
2024-05-02 00:00:00+00:00,2.0299999713897705,2.180000066757202,2.0,2.1600000858306885,526800
2024-05-03 00:00:00+00:00,2.2799999713897705,2.2799999713897705,2.0999999046325684,2.190000057220459,705500
2024-05-06 00:00:00+00:00,2.190000057220459,2.3299999237060547,2.190000057220459,2.3299999237060547,718600
2024-05-07 00:00:00+00:00,2.309999942779541,2.313999891281128,2.009999990463257,2.069999933242798,763500
2024-05-08 00:00:00+00:00,2.109999895095825,2.1600000858306885,1.9700000286102295,2.1600000858306885,463300
2024-05-09 00:00:00+00:00,2.180000066757202,2.244999885559082,2.0999999046325684,2.2200000286102295,583200
2024-05-10 00:00:00+00:00,2.240000009536743,2.2899999618530273,1.9500000476837158,1.9700000286102295,704300
2024-05-13 00:00:00+00:00,1.2999999523162842,1.4199999570846558,1.2699999809265137,1.4199999570846558,5029600
2024-05-14 00:00:00+00:00,1.399999976158142,1.4550000429153442,1.2899999618530273,1.2999999523162842,1812100
2024-05-15 00:00:00+00:00,1.3300000429153442,1.350000023841858,1.2200000286102295,1.3200000524520874,1303100
2024-05-16 00:00:00+00:00,1.309999942779541,1.3200000524520874,1.25,1.2999999523162842,775900
2024-05-17 00:00:00+00:00,1.2999999523162842,1.3899999856948853,1.2890000343322754,1.3700000047683716,1558600
2024-05-20 00:00:00+00:00,1.399999976158142,1.4500000476837158,1.3600000143051147,1.4199999570846558,1371500
2024-05-21 00:00:00+00:00,1.3600000143051147,1.399999976158142,1.309999942779541,1.3300000429153442,712800
2024-05-22 00:00:00+00:00,1.3300000429153442,1.4700000286102295,1.2999999523162842,1.4600000381469727,2346200
2024-05-23 00:00:00+00:00,1.4500000476837158,1.4600000381469727,1.3899999856948853,1.399999976158142,765600
2024-05-24 00:00:00+00:00,1.4299999475479126,1.4500000476837158,1.3600000143051147,1.4500000476837158,854500
2024-05-28 00:00:00+00:00,1.4900000095367432,1.4900000095367432,1.340000033378601,1.399999976158142,922500
2024-05-29 00:00:00+00:00,1.3799999952316284,1.4600000381469727,1.350000023841858,1.440000057220459,895100
2024-05-30 00:00:00+00:00,1.440000057220459,1.6399999856948853,1.3899999856948853,1.559999942779541,1641500
2024-05-31 00:00:00+00:00,1.5099999904632568,1.5399999618530273,1.3799999952316284,1.3899999856948853,897700
2024-06-03 00:00:00+00:00,1.399999976158142,1.4299999475479126,1.3600000143051147,1.3799999952316284,758200
2024-06-04 00:00:00+00:00,1.3700000047683716,1.3799999952316284,1.309999942779541,1.3200000524520874,928400
2024-06-05 00:00:00+00:00,1.3200000524520874,1.3899999856948853,1.2999999523162842,1.3899999856948853,662700
2024-06-06 00:00:00+00:00,1.399999976158142,1.399999976158142,1.3200000524520874,1.350000023841858,383600
2024-06-07 00:00:00+00:00,1.3200000524520874,1.399999976158142,1.3200000524520874,1.3600000143051147,409800
2024-06-10 00:00:00+00:00,1.3799999952316284,1.3940000534057617,1.2999999523162842,1.3200000524520874,355400
2024-06-11 00:00:00+00:00,1.3300000429153442,1.3300000429153442,1.25,1.3200000524520874,840000
2024-06-12 00:00:00+00:00,1.2999999523162842,1.3600000143051147,1.25,1.2799999713897705,1054100
2024-06-13 00:00:00+00:00,1.25,1.2699999809265137,1.149999976158142,1.25,1609800
2024-06-14 00:00:00+00:00,1.2100000381469727,1.2300000190734863,1.0800000429153442,1.090000033378601,1263300
2024-06-17 00:00:00+00:00,1.149999976158142,1.1749999523162842,1.0099999904632568,1.159999966621399,1044700
2024-06-18 00:00:00+00:00,1.1699999570846558,1.2300000190734863,1.0809999704360962,1.090000033378601,597700
2024-06-20 00:00:00+00:00,1.1299999952316284,1.2599999904632568,1.090000033378601,1.2300000190734863,977200
2024-06-21 00:00:00+00:00,1.190000057220459,1.2999999523162842,1.1699999570846558,1.2300000190734863,683100
2024-06-24 00:00:00+00:00,1.2699999809265137,1.3200000524520874,1.2100000381469727,1.25,463800
2024-06-25 00:00:00+00:00,1.2599999904632568,1.2790000438690186,1.2100000381469727,1.2400000095367432,421600
2024-06-26 00:00:00+00:00,1.2300000190734863,1.2949999570846558,1.2000000476837158,1.2000000476837158,502300
2024-06-27 00:00:00+00:00,1.2300000190734863,1.2699999809265137,1.2100000381469727,1.2200000286102295,1209200
2024-06-28 00:00:00+00:00,1.2799999713897705,1.2799999713897705,1.2100000381469727,1.2699999809265137,1008500
2024-07-01 00:00:00+00:00,1.2799999713897705,1.309999942779541,1.2300000190734863,1.2400000095367432,515300
2024-07-02 00:00:00+00:00,1.25,1.2599999904632568,1.1699999570846558,1.2300000190734863,552200
2024-07-03 00:00:00+00:00,1.2699999809265137,1.2699999809265137,1.2100000381469727,1.25,162800
2024-07-05 00:00:00+00:00,1.2599999904632568,1.309999942779541,1.2410000562667847,1.2999999523162842,419900
2024-07-08 00:00:00+00:00,1.2799999713897705,1.309999942779541,1.25,1.2899999618530273,273700
2024-07-09 00:00:00+00:00,1.2999999523162842,1.2999999523162842,1.25,1.25,333000
2024-07-10 00:00:00+00:00,1.25,1.2799999713897705,1.2200000286102295,1.2699999809265137,237100
2024-07-11 00:00:00+00:00,1.2899999618530273,1.409999966621399,1.2699999809265137,1.3700000047683716,1196700
2024-07-12 00:00:00+00:00,1.3899999856948853,1.4199999570846558,1.3300000429153442,1.3799999952316284,558500
2024-07-15 00:00:00+00:00,1.3700000047683716,1.399999976158142,1.3300000429153442,1.3799999952316284,458800
2024-07-16 00:00:00+00:00,1.3899999856948853,1.4500000476837158,1.3799999952316284,1.440000057220459,1241700
2024-07-17 00:00:00+00:00,1.4199999570846558,1.4299999475479126,1.2999999523162842,1.3300000429153442,538200
2024-07-18 00:00:00+00:00,1.3700000047683716,1.3700000047683716,1.2599999904632568,1.2799999713897705,789400
2024-07-19 00:00:00+00:00,1.2599999904632568,1.309999942779541,1.2300000190734863,1.2799999713897705,447700
2024-07-22 00:00:00+00:00,1.3200000524520874,1.3300000429153442,1.2699999809265137,1.3200000524520874,158000
2024-07-23 00:00:00+00:00,1.3300000429153442,1.340000033378601,1.2400000095367432,1.2799999713897705,374800
2024-07-24 00:00:00+00:00,1.2400000095367432,1.2799999713897705,1.1799999475479126,1.2000000476837158,575100
2024-07-25 00:00:00+00:00,1.190000057220459,1.2300000190734863,1.1399999856948853,1.2000000476837158,285000
2024-07-26 00:00:00+00:00,1.2300000190734863,1.2300000190734863,1.159999966621399,1.190000057220459,351900
2024-07-29 00:00:00+00:00,1.2100000381469727,1.2400000095367432,1.1699999570846558,1.190000057220459,376000
2024-07-30 00:00:00+00:00,1.2400000095367432,1.25,1.159999966621399,1.2000000476837158,496300
2024-07-31 00:00:00+00:00,1.2400000095367432,1.2400000095367432,1.159999966621399,1.2000000476837158,355700
2024-08-01 00:00:00+00:00,1.2200000286102295,1.2259999513626099,1.159999966621399,1.2000000476837158,684400
2024-08-02 00:00:00+00:00,1.2000000476837158,1.25,1.100000023841858,1.2400000095367432,893200
2024-08-05 00:00:00+00:00,1.1699999570846558,1.1699999570846558,1.100000023841858,1.1399999856948853,678600
2024-08-06 00:00:00+00:00,1.159999966621399,1.1679999828338623,1.100000023841858,1.1100000143051147,284700
2024-08-07 00:00:00+00:00,1.1200000047683716,1.1299999952316284,1.0299999713897705,1.059999942779541,1048200
2024-08-08 00:00:00+00:00,1.159999966621399,1.2300000190734863,1.0850000381469727,1.2100000381469727,696300
2024-08-09 00:00:00+00:00,1.1699999570846558,1.1699999570846558,1.0399999618530273,1.090000033378601,577200
2024-08-12 00:00:00+00:00,1.100000023841858,1.1100000143051147,1.0299999713897705,1.0399999618530273,758100
2024-08-13 00:00:00+00:00,1.059999942779541,1.0800000429153442,1.0199999809265137,1.059999942779541,758400
2024-08-14 00:00:00+00:00,1.0499999523162842,1.100000023841858,1.0199999809265137,1.0499999523162842,248200
2024-08-15 00:00:00+00:00,1.059999942779541,1.1200000047683716,1.0399999618530273,1.1100000143051147,544900
2024-08-16 00:00:00+00:00,1.090000033378601,1.1299999952316284,1.0449999570846558,1.1299999952316284,536700
2024-08-19 00:00:00+00:00,1.1399999856948853,1.149999976158142,1.0750000476837158,1.100000023841858,594500
2024-08-20 00:00:00+00:00,1.1100000143051147,1.1369999647140503,1.0399999618530273,1.0700000524520874,400100
2024-08-21 00:00:00+00:00,1.0800000429153442,1.090000033378601,1.0299999713897705,1.0800000429153442,594400
2024-08-22 00:00:00+00:00,1.0800000429153442,1.100000023841858,1.0399999618530273,1.0700000524520874,355600
2024-08-23 00:00:00+00:00,1.0499999523162842,1.1699999570846558,1.0499999523162842,1.1399999856948853,560200
2024-08-26 00:00:00+00:00,1.149999976158142,1.159999966621399,1.100000023841858,1.149999976158142,242500
2024-08-27 00:00:00+00:00,1.1299999952316284,1.1299999952316284,1.100000023841858,1.1299999952316284,162400
2024-08-28 00:00:00+00:00,1.1100000143051147,1.1200000047683716,1.0499999523162842,1.059999942779541,309500
2024-08-29 00:00:00+00:00,1.059999942779541,1.1200000047683716,1.0499999523162842,1.1100000143051147,245100
2024-08-30 00:00:00+00:00,1.100000023841858,1.1200000047683716,1.059999942779541,1.0700000524520874,254800
2024-09-03 00:00:00+00:00,1.0700000524520874,1.0700000524520874,0.949999988079071,0.9860000014305115,1366900
2024-09-04 00:00:00+00:00,0.9710000157356262,0.9940000176429749,0.8999999761581421,0.9070000052452087,1255600
2024-09-05 00:00:00+00:00,0.8999999761581421,0.8999999761581421,0.7239999771118164,0.8209999799728394,2084400
2024-09-06 00:00:00+00:00,0.8199999928474426,0.8389999866485596,0.6899999976158142,0.7129999995231628,1088600
2024-09-09 00:00:00+00:00,0.699999988079071,0.7639999985694885,0.6129999756813049,0.7549999952316284,717800
2024-09-10 00:00:00+00:00,0.7689999938011169,0.8059999942779541,0.7350000143051147,0.7950000166893005,300200
2024-09-11 00:00:00+00:00,0.8339999914169312,0.9200000166893005,0.8100000023841858,0.8809999823570251,464700
2024-09-12 00:00:00+00:00,0.9300000071525574,0.9390000104904175,0.8519999980926514,0.8600000143051147,335000
2024-09-13 00:00:00+00:00,0.8600000143051147,0.8899999856948853,0.8600000143051147,0.8899999856948853,166000
2024-09-16 00:00:00+00:00,0.8899999856948853,0.8999999761581421,0.8270000219345093,0.8690000176429749,305500
2024-09-17 00:00:00+00:00,0.8799999952316284,0.9079999923706055,0.8600000143051147,0.8650000095367432,196000
2024-09-18 00:00:00+00:00,0.8899999856948853,0.8899999856948853,0.8100000023841858,0.8100000023841858,289700
2024-09-19 00:00:00+00:00,0.8199999928474426,0.9440000057220459,0.8199999928474426,0.875,488500
2024-09-20 00:00:00+00:00,0.8999999761581421,0.9480000138282776,0.8889999985694885,0.8889999985694885,1149500
2024-09-23 00:00:00+00:00,0.9520000219345093,1.2300000190734863,0.9200000166893005,1.1299999952316284,4427500
2024-09-24 00:00:00+00:00,1.190000057220459,1.190000057220459,0.949999988079071,0.9509999752044678,2906200
2024-09-25 00:00:00+00:00,1.0,1.0099999904632568,0.8309999704360962,0.8600000143051147,2056200
2024-09-26 00:00:00+00:00,0.8999999761581421,0.9589999914169312,0.8899999856948853,0.9309999942779541,1343200
2024-09-27 00:00:00+00:00,0.9200000166893005,1.1200000047683716,0.9200000166893005,1.1100000143051147,1648200
2024-09-30 00:00:00+00:00,1.1299999952316284,1.1299999952316284,1.0299999713897705,1.1100000143051147,751900
2024-10-01 00:00:00+00:00,1.0800000429153442,1.100000023841858,1.0199999809265137,1.0199999809265137,518800
2024-10-02 00:00:00+00:00,1.0299999713897705,1.059999942779541,0.9900000095367432,1.0,501400
2024-10-03 00:00:00+00:00,0.9950000047683716,1.100000023841858,0.9729999899864197,1.059999942779541,890600
2024-10-04 00:00:00+00:00,1.1399999856948853,1.350000023841858,1.1100000143051147,1.2200000286102295,6989300
2024-10-07 00:00:00+00:00,1.3200000524520874,1.3799999952316284,1.1100000143051147,1.3300000429153442,4311800
2024-10-08 00:00:00+00:00,1.350000023841858,1.3700000047683716,1.1799999475479126,1.2300000190734863,1970400
2024-10-09 00:00:00+00:00,1.2599999904632568,1.2599999904632568,1.159999966621399,1.2000000476837158,455000
2024-10-10 00:00:00+00:00,1.2000000476837158,1.2599999904632568,1.1399999856948853,1.149999976158142,1538600
2024-10-11 00:00:00+00:00,1.2000000476837158,1.3799999952316284,1.159999966621399,1.350000023841858,2481200
2024-10-14 00:00:00+00:00,1.3799999952316284,1.4500000476837158,1.3220000267028809,1.3700000047683716,1473000
2024-10-15 00:00:00+00:00,1.3700000047683716,1.3700000047683716,1.2300000190734863,1.2699999809265137,972600
2024-10-16 00:00:00+00:00,1.3200000524520874,1.434999942779541,1.281000018119812,1.3300000429153442,1607300
2024-10-17 00:00:00+00:00,1.3799999952316284,1.4299999475479126,1.2899999618530273,1.2999999523162842,1253000
2024-10-18 00:00:00+00:00,1.309999942779541,1.4299999475479126,1.2400000095367432,1.399999976158142,1884700
2024-10-21 00:00:00+00:00,1.399999976158142,1.600000023841858,1.3869999647140503,1.5399999618530273,2914900
2024-10-22 00:00:00+00:00,1.600000023841858,1.7489999532699585,1.5399999618530273,1.600000023841858,3740300
2024-10-23 00:00:00+00:00,1.649999976158142,1.6699999570846558,1.4700000286102295,1.5399999618530273,1878900
2024-10-24 00:00:00+00:00,1.559999942779541,1.5800000429153442,1.399999976158142,1.4500000476837158,2522600
2024-10-25 00:00:00+00:00,1.4299999475479126,1.4700000286102295,1.340000033378601,1.3700000047683716,1797900
2024-10-28 00:00:00+00:00,1.3600000143051147,1.4199999570846558,1.2799999713897705,1.3899999856948853,1459000
2024-10-29 00:00:00+00:00,1.3600000143051147,1.565000057220459,1.3300000429153442,1.5,2002500
2024-10-30 00:00:00+00:00,1.5299999713897705,1.690000057220459,1.434999942779541,1.5099999904632568,2337900
2024-10-31 00:00:00+00:00,1.5399999618530273,1.5399999618530273,1.340000033378601,1.350000023841858,1774100
2024-11-01 00:00:00+00:00,1.3600000143051147,1.3899999856948853,1.2899999618530273,1.3200000524520874,1673500
2024-11-04 00:00:00+00:00,1.2899999618530273,1.2949999570846558,1.1799999475479126,1.190000057220459,1817800
2024-11-05 00:00:00+00:00,1.2100000381469727,1.2999999523162842,1.2050000429153442,1.2799999713897705,1396200
2024-11-06 00:00:00+00:00,1.340000033378601,1.340000033378601,1.2200000286102295,1.2599999904632568,1438500
2024-11-07 00:00:00+00:00,1.309999942779541,1.340000033378601,1.2300000190734863,1.2999999523162842,1679500
2024-11-08 00:00:00+00:00,1.3799999952316284,1.774999976158142,1.3300000429153442,1.7300000190734863,6307900
2024-11-11 00:00:00+00:00,1.7300000190734863,2.4700000286102295,1.7300000190734863,2.450000047683716,10550800
2024-11-12 00:00:00+00:00,2.7100000381469727,2.7100000381469727,2.0199999809265137,2.509999990463257,6197700
2024-11-13 00:00:00+00:00,2.4800000190734863,2.7200000286102295,2.319999933242798,2.3399999141693115,3099900
2024-11-14 00:00:00+00:00,2.380000114440918,2.549999952316284,2.184999942779541,2.2300000190734863,2620500
2024-11-15 00:00:00+00:00,2.2100000381469727,2.25,2.0199999809265137,2.119999885559082,1745300
2024-11-18 00:00:00+00:00,2.140000104904175,2.1500000953674316,1.8200000524520874,1.9299999475479126,3083400
2024-11-19 00:00:00+00:00,1.8600000143051147,2.0999999046325684,1.850000023841858,2.069999933242798,2161600
2024-11-20 00:00:00+00:00,2.130000114440918,2.130000114440918,1.8700000047683716,1.9299999475479126,1971600
2024-11-21 00:00:00+00:00,1.9500000476837158,2.0250000953674316,1.899999976158142,1.9800000190734863,1421800
2024-11-22 00:00:00+00:00,2.0299999713897705,2.0999999046325684,1.909999966621399,1.940000057220459,1184900
2024-11-25 00:00:00+00:00,2.0,2.190000057220459,1.9600000381469727,2.0399999618530273,2750100
2024-11-26 00:00:00+00:00,2.180000066757202,2.196000099182129,1.934999942779541,1.9800000190734863,1963200
2024-11-27 00:00:00+00:00,1.9700000286102295,2.059999942779541,1.909999966621399,1.9600000381469727,1448100
2024-11-29 00:00:00+00:00,2.0,2.174999952316284,1.9800000190734863,2.140000104904175,1606100
2024-12-02 00:00:00+00:00,2.2799999713897705,2.640000104904175,2.259999990463257,2.4700000286102295,7560400
2024-12-03 00:00:00+00:00,2.6500000953674316,2.6500000953674316,2.2200000286102295,2.3399999141693115,4657200
2024-12-04 00:00:00+00:00,2.380000114440918,2.380000114440918,2.109999895095825,2.1700000762939453,2461300
2024-12-05 00:00:00+00:00,2.1700000762939453,2.2300000190734863,2.049999952316284,2.0899999141693115,2727200
2024-12-06 00:00:00+00:00,2.109999895095825,2.2100000381469727,2.0299999713897705,2.049999952316284,2307900
2024-12-09 00:00:00+00:00,2.069999933242798,2.2300000190734863,2.0,2.2100000381469727,3010700
2024-12-10 00:00:00+00:00,2.1500000953674316,2.1700000762939453,1.9199999570846558,1.9500000476837158,3591800
2024-12-11 00:00:00+00:00,1.9700000286102295,1.9869999885559082,1.8600000143051147,1.9299999475479126,2729500
2024-12-12 00:00:00+00:00,1.9199999570846558,1.9199999570846558,1.75,1.7699999809265137,3077200
2024-12-13 00:00:00+00:00,1.7799999713897705,1.7899999618530273,1.6299999952316284,1.7100000381469727,2896400
2024-12-16 00:00:00+00:00,1.7300000190734863,1.8650000095367432,1.7050000429153442,1.7200000286102295,2502300
2024-12-17 00:00:00+00:00,1.7200000286102295,1.809999942779541,1.6799999475479126,1.7599999904632568,1983900
2024-12-18 00:00:00+00:00,1.7899999618530273,1.8899999856948853,1.6299999952316284,1.659999966621399,3082200
2024-12-19 00:00:00+00:00,1.7200000286102295,1.75,1.6699999570846558,1.7000000476837158,1982500
2024-12-20 00:00:00+00:00,1.659999966621399,1.8550000190734863,1.659999966621399,1.8200000524520874,2830400
2024-12-23 00:00:00+00:00,1.850000023841858,1.9700000286102295,1.850000023841858,1.899999976158142,2536700
2024-12-24 00:00:00+00:00,1.9199999570846558,1.9199999570846558,1.7400000095367432,1.899999976158142,1947200
2024-12-26 00:00:00+00:00,1.9199999570846558,2.4200000762939453,1.9149999618530273,2.369999885559082,10317200
2024-12-27 00:00:00+00:00,2.390000104904175,2.609999895095825,2.194999933242798,2.359999895095825,9261700
2024-12-30 00:00:00+00:00,2.3299999237060547,3.059999942779541,2.309999942779541,2.9800000190734863,11534700
2024-12-31 00:00:00+00:00,3.0,3.359999895095825,2.5199999809265137,2.799999952316284,6645800
2025-01-02 00:00:00+00:00,2.880000114440918,3.0429999828338623,2.7100000381469727,2.859999895095825,2805900
2025-01-03 00:00:00+00:00,2.950000047683716,3.390000104904175,2.869999885559082,3.2799999713897705,4809600
2025-01-06 00:00:00+00:00,3.5299999713897705,4.150000095367432,3.299999952316284,3.8399999141693115,9709400
2025-01-07 00:00:00+00:00,3.9200000762939453,4.204999923706055,3.4200000762939453,3.5399999618530273,4704000
2025-01-08 00:00:00+00:00,3.549999952316284,3.5799999237060547,2.869999885559082,3.0299999713897705,4587200
