"('date', '')","('open', 'BKN')","('high', 'BKN')","('low', 'BKN')","('close', 'BKN')","('volume', 'BKN')"
2025-09-26 00:00:00+00:00,11.270000457763672,11.319999694824219,11.25,11.300000190734863,30313
