"('date', '')","('open', 'CWEN')","('high', 'CWEN')","('low', 'CWEN')","('close', 'CWEN')","('volume', 'CWEN')"
2015-05-15 00:00:00+00:00,14.183287345049877,14.50175699895742,13.915999364977324,13.933060646057129,526100
2015-05-18 00:00:00+00:00,13.88187691734531,14.211720735587312,13.193754899084391,13.506537437438965,777500
2015-05-19 00:00:00+00:00,13.461034130225267,13.660077943717875,13.335921402884939,13.40416431427002,1173000
2015-05-20 00:00:00+00:00,13.375740720663515,13.6202803669176,13.193758030809981,13.36436653137207,354600
2015-05-21 00:00:00+00:00,13.318867961079794,13.472416228999121,13.119824030595721,13.381424903869629,539600
2015-05-22 00:00:00+00:00,13.318866148887293,13.489474589116215,13.12550933812011,13.398483276367188,736400
2015-05-26 00:00:00+00:00,13.455353528388743,14.308397924954566,13.443979342772709,14.160536766052246,1401100
2015-05-27 00:00:00+00:00,13.972867081803814,14.871407138678764,13.89893704449411,14.791790008544922,1482900
2015-05-28 00:00:00+00:00,15.427937839468596,15.972386304421772,15.049689823455418,15.319047927856445,1510600
2015-05-29 00:00:00+00:00,15.433665723811968,15.657175569490203,15.319044673506165,15.513899803161621,1081400
2015-06-01 00:00:00+00:00,15.582670514241881,15.920801363839093,15.508166513831812,15.536822319030762,1047300
2015-06-02 00:00:00+00:00,15.599865044337301,16.109927515780047,15.124189543850706,15.513899803161621,714900
2015-06-03 00:00:00+00:00,15.63998530297627,15.685833510709015,15.22161917766903,15.47951602935791,706000
2015-06-04 00:00:00+00:00,15.479516785474031,15.508171506791362,14.854834241409796,15.038227081298828,605200
2015-06-05 00:00:00+00:00,15.015301634059393,15.319045577001667,14.9006805769934,15.238811492919922,349100
2015-06-08 00:00:00+00:00,15.296125314056269,15.37062825201128,15.147118345038601,15.244545936584473,331300
2015-06-09 00:00:00+00:00,15.290392782700023,15.35343448132721,14.728751937262972,15.038227081298828,581600
2015-06-10 00:00:00+00:00,15.049689521404009,15.439399855682678,14.940799611977308,15.026764869689941,482700
2015-06-11 00:00:00+00:00,14.917873494850639,15.164306899866446,14.631321956215755,14.906411170959473,428900
2015-06-12 00:00:00+00:00,14.831907023558406,14.90067987317105,14.522431933069912,14.591203689575195,458600
2015-06-15 00:00:00+00:00,14.671439876008451,14.745942799551347,14.28746074750098,14.293191909790039,319000
2015-06-16 00:00:00+00:00,14.356234207431434,14.465124117592895,14.224420738508782,14.253076553344727,474800
2015-06-17 00:00:00+00:00,14.235878716011806,14.390616789537578,14.035292445860685,14.195761680603027,623400
2015-06-18 00:00:00+00:00,14.356233685270787,14.533896451469055,13.9149450839233,13.995179176330566,957600
2015-06-19 00:00:00+00:00,14.018101159052263,14.361963234184222,13.960791724119773,14.023832321166992,930600
2015-06-22 00:00:00+00:00,14.32757832137645,14.407812410181766,14.063951404954711,14.086874961853027,495200
2015-06-23 00:00:00+00:00,13.565349374551564,13.639852290838565,12.89481875553923,12.975052833557129,3584900
2015-06-24 00:00:00+00:00,12.780201487282978,13.576815713784129,12.751546763260286,13.490850448608398,11887200
2015-06-25 00:00:00+00:00,13.479384534495036,13.588273331288873,13.318915280593657,13.46792221069336,2466000
2015-06-26 00:00:00+00:00,13.433538454454533,13.473655500990215,13.055290454107329,13.169910430908203,2322100
2015-06-29 00:00:00+00:00,13.05529413508607,13.19856996631486,12.699969592671223,12.7171630859375,1629000
2015-06-30 00:00:00+00:00,12.808854082862862,12.946398691171764,12.487916663475426,12.545226097106934,1697200
2015-07-01 00:00:00+00:00,12.51084147328727,12.814586530297314,12.287331599003126,12.361834526062012,3047400
2015-07-02 00:00:00+00:00,12.419145285190027,12.77446971861274,12.379028239648713,12.539496421813965,1798400
2015-07-06 00:00:00+00:00,12.419145267175367,12.688503353353111,12.40768294186376,12.665579795837402,1021600
2015-07-07 00:00:00+00:00,12.717159061277776,12.96932365739907,12.47072453465731,12.814586639404297,1478200
2015-07-08 00:00:00+00:00,12.940666981590585,12.940666981590585,12.516570850640656,12.677040100097656,718400
2015-07-09 00:00:00+00:00,12.79739063993757,12.831776515731377,12.45352860267764,12.482184410095215,1064400
2015-07-10 00:00:00+00:00,12.539495262873752,12.745812727283422,12.413412975238623,12.69996452331543,989800
2015-07-13 00:00:00+00:00,12.740078284686499,12.84323699032884,12.579610158671416,12.757271766662598,739100
2015-07-14 00:00:00+00:00,12.74008272414784,12.76873853742686,12.528035171420628,12.665579795837402,665500
2015-07-15 00:00:00+00:00,12.648383239690183,12.654114400955752,12.195632430782705,12.212824821472168,755500
2015-07-16 00:00:00+00:00,12.212830311368505,12.55669249012441,12.212830311368505,12.23575496673584,791900
2015-07-17 00:00:00+00:00,12.224290970901732,12.31025623058279,11.645456619158157,11.662650108337402,1219500
2015-07-20 00:00:00+00:00,11.651184466536376,11.760074347468661,11.04369556548018,11.095274925231934,1365600
2015-07-21 00:00:00+00:00,11.135389623937552,11.49071281305366,11.037962086320483,11.0895414352417,2674300
2015-07-22 00:00:00+00:00,11.032236741770076,11.232823082969237,10.820188074077791,11.152587890625,1169400
2015-07-23 00:00:00+00:00,11.08954485454858,11.410482274376145,11.009309679761152,11.158316612243652,915300
2015-07-24 00:00:00+00:00,11.118205916931197,11.192709972248064,10.648261296408204,10.87750244140625,1561700
2015-07-27 00:00:00+00:00,10.82591597691718,11.439136049218602,10.78006777786027,11.295860290527344,1761700
2015-07-28 00:00:00+00:00,11.318782378720968,11.35889940719146,11.06661679434025,11.0895414352417,1466000
2015-07-29 00:00:00+00:00,11.08954352463779,11.15258411278025,10.814454340632736,10.92907428741455,1851100
2015-07-30 00:00:00+00:00,10.871764297294245,11.026502380753307,10.774336736572685,10.923343658447266,1686900
2015-07-31 00:00:00+00:00,10.997847141433715,11.433405563116038,10.934805460118291,11.055157661437988,4930900
2015-08-03 00:00:00+00:00,11.05515760898241,11.181239877907762,10.653985063963272,10.791529655456543,1570300
2015-08-04 00:00:00+00:00,10.568024218976802,10.602410107851028,9.135265549740382,9.169651985168457,4431600
2015-08-05 00:00:00+00:00,9.249883091008728,9.926144880537107,9.106607871750704,9.742752075195312,3954000
2015-08-06 00:00:00+00:00,9.62812906795434,9.639591389234809,8.9404061877331,8.969060897827148,1675500
2015-08-07 00:00:00+00:00,8.940407909017852,9.335849324470823,8.940407909017852,9.135262489318848,1716200
2015-08-10 00:00:00+00:00,9.169646498383205,9.37596389439108,9.032101932080302,9.209763526916504,1362100
