"('date', '')","('open', 'BBY')","('high', 'BBY')","('low', 'BBY')","('close', 'BBY')","('volume', 'BBY')"
2024-02-01 00:00:00+00:00,67.13929426086908,69.36037797300688,66.72457252912797,69.3419418334961,2374500
2024-02-02 00:00:00+00:00,68.69682262296348,70.19904466238724,67.50794466496788,69.75667572021484,2399700
2024-02-05 00:00:00+00:00,68.76133805470438,68.8442795982342,67.70148491119141,68.39269256591797,1859600
2024-02-06 00:00:00+00:00,68.19915554709205,69.28665587625825,67.79364480462495,68.97330474853516,1683700
2024-02-07 00:00:00+00:00,69.38802507123002,69.68294002112039,68.40190254834718,69.5631332397461,2014500
2024-02-08 00:00:00+00:00,69.63686961525532,69.98708601722191,69.15763536957519,69.57235717773438,1877500
2024-02-09 00:00:00+00:00,69.5815693301563,69.74745944557402,68.89957975847355,69.6737289428711,1532900
2024-02-12 00:00:00+00:00,69.8488440126675,71.10223455682987,68.81663796708425,69.9686508178711,2578000
2024-02-13 00:00:00+00:00,68.25445086002074,68.81663365851304,66.75222872792622,67.18538665771484,2719700
2024-02-14 00:00:00+00:00,67.31441127921677,68.78898622422078,67.0102782192487,68.75212097167969,2427100
2024-02-15 00:00:00+00:00,68.92722737953905,69.8857028268177,68.65074150830043,68.79820251464844,1873700
2024-02-16 00:00:00+00:00,68.4756460920434,69.04703996121663,67.78443838733769,67.96875762939453,1919800
2024-02-20 00:00:00+00:00,67.48030615086472,67.85816271118958,66.76145125402307,67.52638244628906,3180300
2024-02-21 00:00:00+00:00,67.27753990532428,68.95487007102585,67.16694415776371,68.30974578857422,1821400
2024-02-22 00:00:00+00:00,68.69682340631685,69.67372794347085,68.55858047356375,69.31430053710938,1791200
2024-02-23 00:00:00+00:00,69.54470261003203,70.92711786554075,69.36959442764277,70.30042266845703,1895900
2024-02-26 00:00:00+00:00,70.10688296375757,71.12987078013468,69.83961517979778,70.45709228515625,2426500
2024-02-27 00:00:00+00:00,70.64141864113193,73.01917448998066,70.52160482287587,72.86249542236328,3756600
2024-02-28 00:00:00+00:00,73.19428591633331,74.01451849368387,72.8532946166677,73.43390655517578,4756200
2024-02-29 00:00:00+00:00,76.50285170336983,79.35984143283821,73.90391166114901,74.5398178100586,9020700
2024-03-01 00:00:00+00:00,74.93611688681189,75.36927476984064,71.44321367521827,71.81185913085938,4911800
2024-03-04 00:00:00+00:00,72.33718152721671,73.10211966908203,71.33262979955778,71.46165466308594,4453100
2024-03-05 00:00:00+00:00,70.01472649342249,70.51239683433782,69.21292310561542,70.00550842285156,5229000
2024-03-06 00:00:00+00:00,69.88569496302802,72.79797919742253,69.04702640428125,72.0791244506836,4223500
2024-03-07 00:00:00+00:00,72.25424661474761,73.369394198313,71.97776072106137,73.28644561767578,2773100
2024-03-08 00:00:00+00:00,73.62744268161552,74.08824780894136,72.1528676804385,72.42013549804688,3295900
2024-03-11 00:00:00+00:00,72.4477681527789,72.4477681527789,70.27276782544584,70.4110107421875,2456000
2024-03-12 00:00:00+00:00,70.38338004979734,72.7887834579673,70.3649439065395,71.27733612060547,2825100
2024-03-13 00:00:00+00:00,71.62753301282196,73.06524241674732,71.31418194477385,71.44320678710938,2517500
2024-03-14 00:00:00+00:00,71.73813353388776,72.0791318341316,70.61377501280211,71.38792419433594,2685600
2024-03-15 00:00:00+00:00,70.87182332864029,72.06070128917285,70.67828603711092,71.90402221679688,8646700
2024-03-18 00:00:00+00:00,71.57224528056372,71.97774895198376,70.43866173939631,71.08378601074219,3451800
2024-03-19 00:00:00+00:00,70.63220091123569,72.88093191381697,70.4017983751131,72.09756469726562,3597200
2024-03-20 00:00:00+00:00,74.16842514949725,74.33633281900583,72.76919694253999,73.31022644042969,4083600
2024-03-21 00:00:00+00:00,73.29158336759431,75.30647568133614,73.29158336759431,75.03595733642578,4898100
2024-03-22 00:00:00+00:00,77.42396990098418,77.75978527954075,75.51168827958391,76.17399597167969,4949800
2024-03-25 00:00:00+00:00,75.95010471028979,76.84560990099477,75.15721015655708,75.29713439941406,2813700
2024-03-26 00:00:00+00:00,75.20386384201807,76.2952602696435,74.63484373185227,74.68148040771484,2106700
2024-03-27 00:00:00+00:00,74.95199954766203,77.13479954303443,74.95199954766203,76.36988830566406,3906800
2024-03-28 00:00:00+00:00,76.55644813213618,77.3866563978193,76.1833191424616,76.51913452148438,2571300
2024-04-01 00:00:00+00:00,76.58443031289426,77.3400184618042,76.12735104433429,76.15533447265625,1888100
2024-04-02 00:00:00+00:00,75.70758395297261,75.95944191994698,74.5508834140384,74.78408813476562,2020100
2024-04-03 00:00:00+00:00,74.74677614508535,75.09192170130405,73.79530399531224,73.98186492919922,2063000
2024-04-04 00:00:00+00:00,74.9333387472655,75.41840141020786,73.10501468410904,73.69268798828125,2252700
2024-04-05 00:00:00+00:00,73.5807426518118,74.48557800523098,73.50612255836678,74.26170349121094,1680100
2024-04-08 00:00:00+00:00,74.59751840288948,75.94077971317189,74.43894091954847,74.75609588623047,2444300
2024-04-09 00:00:00+00:00,75.2877983841301,77.72245582389716,75.2504847811371,77.00418853759766,3370800
2024-04-10 00:00:00+00:00,75.48369806988492,76.53778790332302,74.40163192706444,74.52289581298828,4456700
2024-04-11 00:00:00+00:00,74.97064962738789,75.40906848587937,73.72066873280694,74.63483428955078,2461500
2024-04-12 00:00:00+00:00,73.69268358670749,73.83260782701277,71.83637620806202,72.7598648071289,2710600
2024-04-15 00:00:00+00:00,73.55276306455546,74.23372393948165,70.94087461980781,71.16474914550781,3084700
2024-04-16 00:00:00+00:00,70.88490633173804,71.28601874405378,70.1199951171875,70.1199951171875,3936700
2024-04-17 00:00:00+00:00,70.66102375400824,71.53787569910438,70.27856463179647,71.10877990722656,2307500
2024-04-18 00:00:00+00:00,71.54720406204089,72.12555432010758,70.54908816167689,70.89423370361328,1659900
2024-04-19 00:00:00+00:00,70.8102898735443,71.67780466442046,70.8102898735443,71.03416442871094,1368400
2024-04-22 00:00:00+00:00,71.43527133532433,71.64049262703573,69.52298979002438,70.07335662841797,2504800
2024-04-23 00:00:00+00:00,70.0826838083139,70.89423884132435,69.34575599791573,69.99873352050781,2412100
2024-04-24 00:00:00+00:00,69.58828024489705,69.87745890897683,68.5994946058207,69.42970275878906,3495000
2024-04-25 00:00:00+00:00,68.58084538829453,70.23193889875257,68.17040989384361,70.18529510498047,1857700
2024-04-26 00:00:00+00:00,70.14796612821209,71.03414819786794,69.97073540775465,70.00804901123047,2125300
2024-04-29 00:00:00+00:00,70.25991991796297,70.71699919050559,69.67224656755104,69.96141815185547,1856000
2024-04-30 00:00:00+00:00,69.56030135614341,70.1013379971571,68.46890500974354,68.69277954101562,3431100
2024-05-01 00:00:00+00:00,68.64613599052785,68.7953904231237,66.85512550043599,67.1909408569336,2466100
2024-05-02 00:00:00+00:00,68.17040592270347,68.31033017902504,66.91110184949588,67.57340240478516,1894100
2024-05-03 00:00:00+00:00,68.2823267504779,69.66290157319817,68.20770666245024,69.46701049804688,2058400
2024-05-06 00:00:00+00:00,69.80283049674149,70.13864582439346,69.23381047582245,69.40171813964844,2066100
2024-05-07 00:00:00+00:00,69.46701898621556,70.36252420354691,68.00249371669823,68.15174102783203,2615100
2024-05-08 00:00:00+00:00,67.40548269612029,68.90732140458309,66.9857100020387,68.31031799316406,1699700
2024-05-09 00:00:00+00:00,68.15173487887111,69.2151476733088,68.15173487887111,69.17784118652344,1283900
2024-05-10 00:00:00+00:00,69.39239322036435,69.44836007360213,68.7674063030658,69.18717193603516,1415100
2024-05-13 00:00:00+00:00,69.66291871306335,70.68901812353538,69.42971397809954,69.68157196044922,2108500
2024-05-14 00:00:00+00:00,70.4278227452009,71.35131140834909,69.29911279761023,69.3550796508789,2443700
2024-05-15 00:00:00+00:00,70.0267053365696,70.40916445139796,68.32897544633104,68.41292572021484,2412300
2024-05-16 00:00:00+00:00,68.37562454811707,69.66291199898542,68.22637011604033,68.69277954101562,2208800
2024-05-17 00:00:00+00:00,68.37561980057299,68.67412152715751,67.6666755311188,68.42225646972656,1603800
2024-05-20 00:00:00+00:00,68.47823928978313,69.34575403999374,68.25435762826737,68.94464874267578,2399800
2024-05-21 00:00:00+00:00,68.85135384935971,68.9446414235096,67.54541321337378,67.7879409790039,2452600
2024-05-22 00:00:00+00:00,66.92975654331505,67.92787248862524,65.56784179380679,65.76373291015625,4399400
2024-05-23 00:00:00+00:00,65.88499787676622,65.8943280586993,64.6350239377891,64.95217895507812,2247500
2024-05-24 00:00:00+00:00,65.31597341828446,66.74319225163167,65.31597341828446,66.69654846191406,2983400
2024-05-28 00:00:00+00:00,67.04169303180912,68.48755797316994,66.88310841917017,67.67601013183594,3370900
2024-05-29 00:00:00+00:00,67.16295972539274,67.64802241422063,66.10887694732169,67.0696792602539,5764400
2024-05-30 00:00:00+00:00,72.7132270374363,76.33256875643131,72.20018093632605,76.07138061523438,13932500
2024-05-31 00:00:00+00:00,75.7448749844572,79.13101139301965,73.69267670768868,79.1216812133789,9814600
2024-06-03 00:00:00+00:00,79.95190335644972,81.82687125119642,79.37355310321259,81.09927368164062,9941100
2024-06-04 00:00:00+00:00,81.09926636430475,82.14401883479987,80.30636471414944,81.94812774658203,4427700
2024-06-05 00:00:00+00:00,82.08805285229892,82.98355802939379,80.76345188931538,82.96490478515625,3443200
2024-06-06 00:00:00+00:00,82.479832439174,82.97422523961093,82.00409999923033,82.2373046875,2883800
2024-06-07 00:00:00+00:00,81.89216385163043,83.02087375312938,81.6682893308548,82.013427734375,2380500
2024-06-10 00:00:00+00:00,81.92015295103428,81.99478016874252,80.66084889879139,81.295166015625,3247300
2024-06-11 00:00:00+00:00,80.95001871822528,81.39777489793447,80.11981051051973,81.25785064697266,2331900
2024-06-12 00:00:00+00:00,82.04141433586457,82.91826632504109,79.97056248404819,80.57688903808594,2674100
2024-06-13 00:00:00+00:00,80.57688581910753,82.15335187705031,79.83063504516433,81.83619689941406,2944000
2024-06-14 00:00:00+00:00,81.15524413931531,81.79889145643081,80.57689386039681,81.35113525390625,2857500
2024-06-17 00:00:00+00:00,84.13093531235802,85.67941092014874,82.15335676588234,85.1290512084961,5237700
2024-06-18 00:00:00+00:00,85.11971470072653,87.42377825378622,84.71860233581927,87.3398208618164,5575900
2024-06-20 00:00:00+00:00,86.9723403289122,87.3775205201015,86.1619799465336,87.03829956054688,3586600
2024-06-21 00:00:00+00:00,86.99118044646302,87.17963333501143,84.9841291462566,85.1820068359375,7164700
2024-06-24 00:00:00+00:00,85.52122606397339,85.74737096347985,84.14549987603253,84.17376708984375,2308900
2024-06-25 00:00:00+00:00,83.94761132726528,84.05126256604782,81.05481581991698,81.52595520019531,3867900
2024-06-26 00:00:00+00:00,81.2621315644959,81.39405003738979,79.07604477066032,79.39642333984375,3970100
2024-06-27 00:00:00+00:00,79.11372857484648,79.62255999846543,78.41644426352427,79.45294952392578,2392800
2024-06-28 00:00:00+00:00,79.24564734086444,80.27273499316924,78.98181042145164,79.4246826171875,3627900
2024-07-01 00:00:00+00:00,79.45295560908785,79.76390936772876,77.40821214593534,77.54013061523438,2571900
2024-07-02 00:00:00+00:00,76.8428394710007,77.46473974439756,75.88171106345538,77.42704772949219,3112400
2024-07-03 00:00:00+00:00,78.11491080156202,78.90642151085292,77.46473615534705,77.57781219482422,1471300
2024-07-05 00:00:00+00:00,77.5495513764423,78.001841193611,76.91821909024306,77.69088745117188,3627800
2024-07-08 00:00:00+00:00,78.22798507055951,81.4411593220225,78.22798507055951,80.57426452636719,4763100
2024-07-09 00:00:00+00:00,80.88522390470348,81.79923566229456,80.53658528431542,81.43174743652344,3598700
2024-07-10 00:00:00+00:00,82.44939675000452,82.80746011355846,80.18792614420103,80.63079833984375,3623300
2024-07-11 00:00:00+00:00,81.37520633326064,82.91111835134875,80.64022994191764,81.04541015625,2738400
2024-07-12 00:00:00+00:00,81.43173327436756,82.27036084261304,80.9511762559461,81.29039001464844,2423700
2024-07-15 00:00:00+00:00,80.83810395516566,81.44116184815468,80.28215569158749,80.5648422241211,2442100
2024-07-16 00:00:00+00:00,81.13963173477534,82.76977010709327,80.64964271063268,82.21382904052734,2590100
2024-07-17 00:00:00+00:00,81.33750482180596,84.55067894471816,81.15846955131624,84.01358032226562,3977400
2024-07-18 00:00:00+00:00,83.6178207500887,85.34219272174883,82.79804277495154,83.01476287841797,3610400
2024-07-19 00:00:00+00:00,83.15610473419439,83.88165625256049,82.65669811662832,83.48590087890625,3024000
2024-07-22 00:00:00+00:00,84.18317470326934,84.18317470326934,81.7803683574815,83.82511138916016,3756900
2024-07-23 00:00:00+00:00,83.353997290138,84.31512587076854,82.95824184588686,83.81571197509766,2589700
2024-07-24 00:00:00+00:00,83.81571200680766,83.90052085290388,81.94057885822619,82.6661376953125,2586500
2024-07-25 00:00:00+00:00,82.38344372902822,83.38225705301886,82.09133957329905,82.30805969238281,1823900
2024-07-26 00:00:00+00:00,83.01476886064428,83.58013475744998,81.77096101206479,82.30805969238281,1734700
2024-07-29 00:00:00+00:00,82.37400586029608,82.67553477002909,79.87696575740476,80.54598999023438,2973600
2024-07-30 00:00:00+00:00,80.54600091502142,81.13963401466435,79.60372204567358,80.42350006103516,2326300
2024-07-31 00:00:00+00:00,80.47060758934235,82.2797810842472,79.94292659489946,81.52595520019531,5801700
2024-08-01 00:00:00+00:00,81.73326709409135,82.35517459843538,79.4623787578137,80.72502899169922,2521100
2024-08-02 00:00:00+00:00,79.15141568991088,79.30218374195286,77.16320693495966,77.6060791015625,2875200
2024-08-05 00:00:00+00:00,74.91117042971186,76.14555345328824,74.01600837565555,75.59903717041016,3048400
2024-08-06 00:00:00+00:00,75.9382369159522,77.69087587154283,75.21268548075288,77.26685333251953,2871800
2024-08-07 00:00:00+00:00,78.14318564214791,78.8687371964895,75.96652379010601,76.04190063476562,2055700
2024-08-08 00:00:00+00:00,76.39054691636224,77.898191655027,76.25862845104265,77.79454040527344,1688400
2024-08-09 00:00:00+00:00,77.7191622477459,78.95354523340008,77.2009060077293,78.89701080322266,1679500
2024-08-12 00:00:00+00:00,78.02068274488454,78.44470530335019,76.38111255704712,76.51303100585938,2493200
2024-08-13 00:00:00+00:00,77.05955711386729,79.0006490910057,77.03128990084356,78.34105682373047,2111400
2024-08-14 00:00:00+00:00,79.03834832911907,79.30219244916206,77.77569810520495,78.12434387207031,1403500
2024-08-15 00:00:00+00:00,80.89464212987066,81.36578157988623,79.01008432980836,79.20796203613281,2300700
2024-08-16 00:00:00+00:00,79.17968304079048,80.42349071624497,78.98180536390186,80.31983947753906,1919700
2024-08-19 00:00:00+00:00,80.11254382996381,80.93232900897705,79.43410910379981,80.13139343261719,1464100
2024-08-20 00:00:00+00:00,79.75449027802298,80.31043860047292,79.33988523680729,79.84871673583984,1193600
2024-08-21 00:00:00+00:00,81.03598218417187,82.0442202796003,80.6967612185121,82.01595306396484,1902200
2024-08-22 00:00:00+00:00,81.40346526885786,81.74268621327926,80.37638482364959,80.80040740966797,2184200
2024-08-23 00:00:00+00:00,81.30924278389772,83.1655332676066,81.13020750201196,83.06188201904297,2067200
2024-08-26 00:00:00+00:00,83.3257155126188,84.49413922488998,82.72265764892937,83.75916290283203,3658600
2024-08-27 00:00:00+00:00,82.9864894818141,84.30568117370078,82.65669335609653,83.7497329711914,2838900
2024-08-28 00:00:00+00:00,82.52478617693811,83.73090199515862,82.27979165479414,82.72266387939453,4293700
2024-08-29 00:00:00+00:00,96.72492908307211,97.72374240171938,92.01353465320028,94.39749908447266,12091200
2024-08-30 00:00:00+00:00,94.9534435920561,96.20667628084644,93.15369459339502,94.60480499267578,5553100
2024-09-03 00:00:00+00:00,94.22788775674945,96.82857947176059,93.94520121787228,95.11363220214844,3501200
2024-09-04 00:00:00+00:00,94.84036788458691,95.19843126027425,93.34214077172885,94.19019317626953,3301800
2024-09-05 00:00:00+00:00,94.43518723040872,95.1795883824874,93.20080424088202,93.67194366455078,1965400
2024-09-06 00:00:00+00:00,93.56829435286835,94.63306688435192,92.36217136453804,92.81446838378906,2463200
2024-09-09 00:00:00+00:00,93.07829814261689,93.45521109810744,91.67430475215666,92.4281234741211,3263700
2024-09-10 00:00:00+00:00,92.0794938814179,92.14545311587095,89.91224956821678,90.80741882324219,3651700
2024-09-11 00:00:00+00:00,90.52472989803762,92.07949145665128,89.35630612320203,91.96641540527344,3063200
2024-09-12 00:00:00+00:00,91.73084459063428,92.73908267236408,90.9204842046813,92.10775756835938,1957100
2024-09-13 00:00:00+00:00,92.82389086229115,93.71905288777963,92.31505942424967,92.76734924316406,1942900
2024-09-16 00:00:00+00:00,93.0500383902418,93.4175265743325,91.48585201568767,93.08773040771484,2617800
2024-09-17 00:00:00+00:00,93.6342561563488,94.49172621042317,93.29503517985285,93.73790740966797,2128100
2024-09-18 00:00:00+00:00,93.75674268055201,94.56710304165601,93.10656799363866,93.3515625,2319200
2024-09-19 00:00:00+00:00,94.61679419441825,96.02472878439448,93.4847389247036,93.66548919677734,2897300
2024-09-20 00:00:00+00:00,93.57987728062929,93.70354432019431,92.05778344475765,92.56198120117188,3241800
2024-09-23 00:00:00+00:00,93.10423401644185,93.44670443773143,91.99120151830972,93.09471893310547,2079100
2024-09-24 00:00:00+00:00,93.43718525188514,94.1792020461391,93.08519976271367,94.1601791381836,2047000
2024-09-25 00:00:00+00:00,93.98894283835583,93.99845066328179,92.81883442099823,93.07568359375,2147000
2024-09-26 00:00:00+00:00,93.76061925950926,95.3017359852005,93.45620194728544,95.13050079345703,2839700
2024-09-27 00:00:00+00:00,96.47184870123245,97.66098001492746,95.9010598643536,97.28045654296875,4033300
2024-09-30 00:00:00+00:00,97.56584258230548,98.44104873511718,97.26142525981317,98.26981353759766,2807000
2024-10-01 00:00:00+00:00,97.62291814516298,98.07954046406206,95.41589091613506,96.41475677490234,2375700
2024-10-02 00:00:00+00:00,95.7203129320162,96.48135258698078,94.48361351311203,94.85462188720703,1782500
2024-10-03 00:00:00+00:00,94.09359411576675,94.42654946048184,91.89607432488285,93.40865325927734,3608300
2024-10-04 00:00:00+00:00,94.37897511664373,96.11986513650419,93.85576168291217,94.7594985961914,2170900
2024-10-07 00:00:00+00:00,94.94975082343335,95.21611506524685,92.13388886187705,93.05665588378906,3012400
2024-10-08 00:00:00+00:00,92.96152769809943,93.99844668592051,92.83785340047875,93.54182434082031,1988600
2024-10-09 00:00:00+00:00,93.4181620016011,93.91284473964522,92.81884237523306,93.83673858642578,1689900
2024-10-10 00:00:00+00:00,93.12324859570076,93.54182513047722,92.01973853749195,92.7712631225586,1981100
2024-10-11 00:00:00+00:00,92.81883458669677,93.97942792331864,92.32415914804368,92.6951675415039,2137700
2024-10-14 00:00:00+00:00,91.91509205254636,92.32415349437346,90.80205968244302,92.19097137451172,2321500
2024-10-15 00:00:00+00:00,92.41929361938556,94.54069996705822,92.40026345262106,92.81884002685547,2369600
2024-10-16 00:00:00+00:00,93.45620981569846,94.94025068838235,93.09471649508515,93.87478637695312,2454400
2024-10-17 00:00:00+00:00,94.17920289466903,94.17920289466903,91.41090162883036,91.5916519165039,2392900
2024-10-18 00:00:00+00:00,91.81045105231289,92.05778513598679,91.29674546195092,91.45846557617188,1864600
2024-10-21 00:00:00+00:00,91.28723689839833,91.62019223318366,88.41429867811671,88.63309478759766,2323400
2024-10-22 00:00:00+00:00,88.28110531449518,89.29900135586244,87.38687630806525,89.20386505126953,2032500
2024-10-23 00:00:00+00:00,88.76626821769227,89.38461792616638,88.09084253110343,88.8043212890625,1500800
2024-10-24 00:00:00+00:00,89.03263693918292,89.64147885386,88.471370438464,89.53683471679688,1324500
2024-10-25 00:00:00+00:00,89.53683566171483,89.89832897491412,87.67227859836612,88.16695404052734,2022900
2024-10-28 00:00:00+00:00,88.70918913638904,89.39412988133044,87.0539205080347,87.08245849609375,2197800
2024-10-29 00:00:00+00:00,86.25483125688011,86.74951397089539,84.86592668856039,85.58892059326172,3408000
2024-10-30 00:00:00+00:00,85.5984382014258,86.87318358306429,85.2083996170282,86.00749969482422,2201300
2024-10-31 00:00:00+00:00,85.56988254878263,86.30239146920489,84.95154010001525,86.0265121459961,2670400
2024-11-01 00:00:00+00:00,86.12164732173582,87.10149038821677,85.82674507085989,86.4736328125,1975500
2024-11-04 00:00:00+00:00,86.86366012140104,89.59390817519837,86.78756123485543,88.30013275146484,2585200
2024-11-05 00:00:00+00:00,87.29174894667369,88.31915283203125,86.64486125551016,88.31915283203125,2260400
2024-11-06 00:00:00+00:00,84.54248609848419,85.61745823909311,81.63148758299535,85.04667663574219,4943200
2024-11-07 00:00:00+00:00,85.5889171767918,87.0824658266164,85.37011382011869,85.72209930419922,2453100
2024-11-08 00:00:00+00:00,86.35946311495327,86.42605417184375,84.0287688659055,84.85639953613281,2631700
2024-11-11 00:00:00+00:00,84.81835719392527,85.6745258867133,83.89559018364187,84.94202423095703,2608800
2024-11-12 00:00:00+00:00,85.31304091540461,86.79707453595935,84.75176713719362,85.8077163696289,2773600
2024-11-13 00:00:00+00:00,86.33093913055181,87.24419116941677,85.80771841448656,86.28337097167969,2451800
2024-11-14 00:00:00+00:00,86.44509580508169,88.1859785970238,86.09311031031258,87.12052154541016,2669700
2024-11-15 00:00:00+00:00,87.30125818845875,88.44282856321925,87.27272019921897,88.1479263305664,3766400
2024-11-18 00:00:00+00:00,88.40478224564852,88.40478224564852,84.57102389674074,84.66615295410156,3501100
2024-11-19 00:00:00+00:00,83.46749536058664,83.62922272016824,81.90735580303405,82.78255462646484,2879900
2024-11-20 00:00:00+00:00,81.7741839756534,83.20114159861639,81.15583422079308,82.54473876953125,4051500
2024-11-21 00:00:00+00:00,82.57328841703107,83.60069244430085,81.9168855529814,82.29740905761719,3295300
2024-11-22 00:00:00+00:00,83.10601004009125,85.82674307326366,82.76353964025965,85.17985534667969,4553100
2024-11-25 00:00:00+00:00,88.35721123688806,90.8401180206601,87.49152740759234,88.49990844726562,8716800
2024-11-26 00:00:00+00:00,82.34495203950762,84.57100933956613,79.72886349404112,84.17146301269531,10598100
2024-11-27 00:00:00+00:00,84.17147352501296,85.50329478091574,82.82061484592633,83.8765640258789,4011800
2024-11-29 00:00:00+00:00,84.93251373131707,86.63535064233584,84.71371763415712,85.6174545288086,2411700
2024-12-02 00:00:00+00:00,85.82674861689205,87.25370628906502,84.29514680146248,86.5021743774414,4253200
2024-12-03 00:00:00+00:00,86.51168349735794,86.51168349735794,84.40930020955743,84.63761138916016,3994100
2024-12-04 00:00:00+00:00,84.20001526835097,86.68292212563202,83.553127518985,86.0835952758789,3654500
2024-12-05 00:00:00+00:00,86.09311097981983,86.90171885788817,85.08472990302039,85.42720031738281,2873600
2024-12-06 00:00:00+00:00,85.86479534284493,85.96943947836323,83.80997296308377,83.8765640258789,3295400
2024-12-09 00:00:00+00:00,84.19050297648614,84.38076109700899,82.97283358622296,83.06796264648438,3610100
2024-12-10 00:00:00+00:00,82.6113303175848,83.28676331666927,81.8027224447581,82.48766326904297,5305700
2024-12-11 00:00:00+00:00,83.02038964017615,83.97169470301152,82.61132817284167,82.83013153076172,2892900
2024-12-12 00:00:00+00:00,82.66840236416911,84.76127037019634,82.53522025057907,84.0953598022461,2829100
2024-12-13 00:00:00+00:00,84.16196577132114,84.85641444981822,82.78256898204243,83.3343276977539,2238100
2024-12-16 00:00:00+00:00,84.65662765251393,87.08245824075495,83.61970871404323,84.24756622314453,4909300
2024-12-17 00:00:00+00:00,83.72836265569484,84.41103444692048,82.57454528830671,84.11296844482422,2619200
2024-12-18 00:00:00+00:00,84.40141771976931,85.99752918536988,82.68031248974935,82.69954681396484,3440800
2024-12-19 00:00:00+00:00,83.29567603767761,83.71874312733651,80.93036040464342,81.92071533203125,2853900
2024-12-20 00:00:00+00:00,80.59383109294396,82.63223653194039,80.23806947315718,82.25724792480469,5213600
2024-12-23 00:00:00+00:00,82.12264208270392,82.83415803051636,81.2765078721477,82.03610229492188,2049200
2024-12-24 00:00:00+00:00,82.07456076960666,83.50720977783203,81.90148853577276,83.50720977783203,1025000
2024-12-26 00:00:00+00:00,83.08415051227634,86.21867039187588,83.08415051227634,85.93022155761719,2630100
2024-12-27 00:00:00+00:00,85.37254253992151,85.62253739527604,84.24757669444368,84.64179229736328,1773800
2024-12-30 00:00:00+00:00,83.95912211200947,84.03604473599229,82.36301801096447,82.54570007324219,2045300
2024-12-31 00:00:00+00:00,82.75723959268768,83.31491765318472,81.85341703503701,82.49763488769531,1962200
2025-01-02 00:00:00+00:00,82.96876222499652,84.01680540526135,82.51685100570995,82.85337829589844,1758600
2025-01-03 00:00:00+00:00,83.14183932308109,83.36298269713102,80.0265464123166,80.40153503417969,3412900
2025-01-06 00:00:00+00:00,80.82459899575612,82.43993750303994,80.76691069269991,81.50727081298828,2804800
2025-01-07 00:00:00+00:00,81.90148632895809,82.2764749362034,80.78613033302696,81.03612518310547,1920900
2025-01-08 00:00:00+00:00,80.76691081211771,81.01690568530684,79.55540509592718,80.94960021972656,2207900
2025-01-10 00:00:00+00:00,80.4592253972265,81.59380845383127,79.96885282693033,80.06500244140625,2139400
2025-01-13 00:00:00+00:00,80.12269546268585,81.63226710148103,79.4496335118391,81.06497192382812,2756500
2025-01-14 00:00:00+00:00,81.14189681400478,81.33419604205021,78.84388656085889,79.61309814453125,1942900
2025-01-15 00:00:00+00:00,81.04575006327676,81.38227739211821,79.47849002567477,80.00731658935547,2429100
2025-01-16 00:00:00+00:00,79.71886119355283,79.71886119355283,78.45927710078551,79.0457992553711,2354400
