"('date', '')","('open', 'CRGY')","('high', 'CRGY')","('low', 'CRGY')","('close', 'CRGY')","('volume', 'CRGY')"
2021-12-08 00:00:00+00:00,12.787606468933063,14.345831453016181,12.787606468933063,14.244207382202148,176200
2021-12-09 00:00:00+00:00,14.125648090369461,14.396643473787405,13.600593323552271,13.871588706970215,440300
2021-12-10 00:00:00+00:00,13.888526998763496,14.007088696228948,13.058603192805208,13.549782752990723,386600
2021-12-13 00:00:00+00:00,13.55825277890816,13.583659205345732,12.5843615714795,12.64364242553711,310300
2021-12-14 00:00:00+00:00,12.355707167574016,12.516610467959628,11.95768210881077,12.279489517211914,376100
2021-12-15 00:00:00+00:00,12.279489517211914,12.419221606999129,11.491908206976749,12.279489517211914,309900
2021-12-16 00:00:00+00:00,12.29642627232158,12.694450495634545,11.466501791268236,11.669748306274414,269500
2021-12-17 00:00:00+00:00,11.601999674884407,11.601999674884407,11.034602537982416,11.246317863464355,502300
2021-12-20 00:00:00+00:00,10.729733800134117,10.907574723083355,10.399457569619832,10.492612838745117,352500
2021-12-21 00:00:00+00:00,10.49261311532915,10.772077314811744,10.136931260054942,10.365583419799805,730900
2021-12-22 00:00:00+00:00,10.340177298441287,11.043072166745958,10.077649919947163,10.534955024719238,402900
2021-12-23 00:00:00+00:00,10.797482737190995,10.93298043055456,10.467206503894838,10.526487350463867,271200
2021-12-27 00:00:00+00:00,10.424863841039729,10.873700141906738,10.263959728143105,10.873700141906738,424100
2021-12-28 00:00:00+00:00,10.882168887473668,11.81371590646488,10.882168887473668,11.364879608154297,772700
2021-12-29 00:00:00+00:00,11.644345229119907,11.644345229119907,11.05154236079981,11.381817817687988,340000
2021-12-30 00:00:00+00:00,11.474972854303363,11.873844359768725,10.797483530104158,10.831357955932617,314000
2021-12-31 00:00:00+00:00,10.831356552078732,11.051540695240625,10.501080337335894,10.738202095031738,306600
2022-01-03 00:00:00+00:00,10.772077969100541,11.525784149641705,10.772077969100541,11.390286445617676,299700
2022-01-04 00:00:00+00:00,11.525784046540856,12.000026814012765,11.525784046540856,11.805248260498047,245300
2022-01-05 00:00:00+00:00,11.906872442345268,12.330303170901031,11.390286436624022,11.466504096984863,322300
2022-01-06 00:00:00+00:00,11.771373549016294,12.186336263341238,11.551190191107338,12.008495330810547,287200
2022-01-07 00:00:00+00:00,12.076244099054842,12.098262515460108,11.686687811742427,11.89840316772461,156700
2022-01-10 00:00:00+00:00,11.856060487952593,11.915340531950747,11.23785200731462,11.500378608703613,221900
2022-01-11 00:00:00+00:00,11.50037637973818,12.398049712341972,11.288661054915858,12.381112098693848,197400
2022-01-12 00:00:00+00:00,12.65210903733794,12.863824388621326,12.194803910871027,12.398051261901855,205400
2022-01-13 00:00:00+00:00,12.440393793850753,12.474268218044418,11.940746238901685,12.127055168151855,202900
2022-01-14 00:00:00+00:00,12.194804742578494,12.838419648206866,12.194804742578494,12.813014030456543,161300
2022-01-18 00:00:00+00:00,12.9993210636625,13.202567578479316,12.484428762111428,12.880760192871094,226500
2022-01-19 00:00:00+00:00,12.880761834746993,13.058602759788075,12.008494825083577,12.025431632995605,319300
2022-01-20 00:00:00+00:00,12.025432819362868,12.533550028931316,11.29713223943613,11.415692329406738,367900
2022-01-21 00:00:00+00:00,11.331005694983665,11.398754542768293,10.424864250141784,10.670454025268555,500700
2022-01-24 00:00:00+00:00,10.48414486467218,11.203976613744663,10.077650948054883,11.06001091003418,413300
2022-01-25 00:00:00+00:00,10.916044375177654,11.779842633729789,10.45873922473711,11.585064888000488,215200
2022-01-26 00:00:00+00:00,11.72056261595352,11.957683596196102,10.86523235625526,11.06001091003418,181400
2022-01-27 00:00:00+00:00,11.3310045382814,11.449565413616442,10.670452935997341,10.899105072021484,111400
2022-01-28 00:00:00+00:00,10.831357185322462,11.009198110176667,10.289365602997748,10.746670722961426,154800
2022-01-31 00:00:00+00:00,10.924509860637091,11.485978962857974,10.72126335337636,11.237849235534668,164100
2022-02-01 00:00:00+00:00,11.263258186490404,11.940747552525554,11.263258186490404,11.81371784210205,183700
2022-02-02 00:00:00+00:00,11.889935728192842,11.957684585294675,11.136228683397349,11.43263053894043,209700
2022-02-03 00:00:00+00:00,11.26325511932373,11.314066343552359,10.941447737899642,11.26325511932373,146300
