"('date', '')","('open', 'CNNE')","('high', 'CNNE')","('low', 'CNNE')","('close', 'CNNE')","('volume', 'CNNE')"
2017-12-15 00:00:00+00:00,15.984323435765221,16.32053254064858,15.78259907215054,16.0323543548584,1261600
2017-12-18 00:00:00+00:00,15.993930955364329,16.455016824014454,15.955508049073005,16.109203338623047,176200
2017-12-19 00:00:00+00:00,16.33014147998006,16.33014147998006,15.801814106151836,15.85944938659668,197700
2017-12-20 00:00:00+00:00,15.869052894326037,16.10920199321526,15.869052894326037,16.0323543548584,54100
2017-12-21 00:00:00+00:00,16.10920298200093,16.349352095630547,16.0525277765268,16.253292083740234,56200
2017-12-22 00:00:00+00:00,16.24368947805345,16.464626271542134,16.01314649804012,16.349355697631836,141600
2017-12-26 00:00:00+00:00,16.4165950336558,16.579896518927328,16.282112104206007,16.44541358947754,129200
2017-12-27 00:00:00+00:00,16.41659468163129,16.579896163401116,16.320534663144493,16.42620086669922,62100
2017-12-28 00:00:00+00:00,16.503048924456653,16.61831948374647,16.291716512104482,16.560684204101562,91100
2017-12-29 00:00:00+00:00,16.46462548770191,16.570291702249786,16.282113449000764,16.35896110534668,303600
2018-01-02 00:00:00+00:00,16.3205360870149,16.522262326655852,16.13802221918597,16.291717529296875,220400
2018-01-03 00:00:00+00:00,16.34935323229634,16.378169955332243,16.214868473423103,16.26289939880371,178900
2018-01-04 00:00:00+00:00,16.37816895801171,16.555880622809816,16.296519138125298,16.36856460571289,80100
2018-01-05 00:00:00+00:00,16.39738346414347,16.42620202137304,16.109205220618147,16.272506713867188,214700
2018-01-08 00:00:00+00:00,16.224475265595544,16.52226151752065,16.138021428867937,16.464624404907227,235800
2018-01-09 00:00:00+00:00,16.531863956848948,16.546274149430285,16.15723192919596,16.301321029663086,126000
2018-01-10 00:00:00+00:00,16.166838256258185,16.570288840443634,16.166838256258185,16.253292083740234,557600
2018-01-11 00:00:00+00:00,16.25329229291053,16.42139594173772,16.205263202443433,16.320533752441406,160900
2018-01-12 00:00:00+00:00,16.243687014793544,16.560683793265262,16.243687014793544,16.42620086669922,112700
2018-01-16 00:00:00+00:00,16.42620168862397,16.57029080746779,16.061173966547575,16.08999252319336,114000
2018-01-17 00:00:00+00:00,16.47422922436643,17.06019366200274,16.14762627540773,17.04098129272461,355100
2018-01-18 00:00:00+00:00,17.002558944184035,17.175464776782796,16.81043890948438,17.1274356842041,171500
2018-01-19 00:00:00+00:00,17.040979087580713,17.943940172691306,17.040979087580713,17.674972534179688,214900
2018-01-22 00:00:00+00:00,17.550098065667616,17.77103481554005,17.44443186694933,17.530885696411133,90200
2018-01-23 00:00:00+00:00,17.415614247070657,17.511674266312436,17.137042206681222,17.30994987487793,59400
2018-01-24 00:00:00+00:00,17.30995143146275,17.444434371179035,17.290739059448242,17.290739059448242,94200
2018-01-25 00:00:00+00:00,17.32916097543545,17.406008618759653,16.992951848819924,17.02176856994629,97700
2018-01-26 00:00:00+00:00,17.031377945439935,17.050590317918765,16.871918551812488,16.983348846435547,240400
2018-01-29 00:00:00+00:00,16.85846724655421,17.079405826215226,16.743196696654195,16.81043815612793,124100
2018-01-30 00:00:00+00:00,16.81044154194279,16.916107760793818,16.685564782367443,16.83926010131836,112600
2018-01-31 00:00:00+00:00,16.858470524441447,16.944924369772345,16.608717007032983,16.723987579345703,169100
2018-02-01 00:00:00+00:00,16.76240927350011,17.338765694529815,16.65674307462156,16.8776798248291,169800
2018-02-02 00:00:00+00:00,16.733592661394926,16.762411218667566,16.445414417438887,16.55107879638672,139100
2018-02-05 00:00:00+00:00,16.387778690574226,16.52226347037516,16.013146575269843,16.02275276184082,180900
2018-02-06 00:00:00+00:00,15.628906926614214,16.41659583562985,15.609694555127835,16.272506713867188,281600
2018-02-07 00:00:00+00:00,16.243687983247014,16.570290966258824,16.118811234303706,16.483837127685547,275400
2018-02-08 00:00:00+00:00,16.435809623429112,16.52226347037516,15.936298914894772,16.02275276184082,155900
2018-02-09 00:00:00+00:00,16.186050625074714,16.474228828553322,15.772993856480998,16.253292083740234,193300
2018-02-12 00:00:00+00:00,16.176446515955035,16.531866223696227,15.955509742797801,16.483837127685547,238900
2018-02-13 00:00:00+00:00,16.30132472951302,16.820047807558066,16.30132472951302,16.791229248046875,159000
2018-02-14 00:00:00+00:00,16.71438204344055,17.26192186371678,16.71438204344055,17.204286575317383,186500
2018-02-15 00:00:00+00:00,17.165859291915645,17.314750568405533,16.86807307455123,16.954526901245117,467400
2018-02-16 00:00:00+00:00,16.983346894038576,17.530886621391517,16.935315968363117,17.473251342773438,110000
2018-02-20 00:00:00+00:00,17.33876489771081,17.48285582853878,17.050586700439453,17.050586700439453,101000
2018-02-21 00:00:00+00:00,17.146648611012534,17.49246211963405,17.137042425746312,17.213890075683594,85200
2018-02-22 00:00:00+00:00,17.223496428560914,17.406010286010282,16.973741105786118,17.002559661865234,116000
2018-02-23 00:00:00+00:00,17.089011580350064,17.223494495910565,16.87767919053521,17.16585922241211,67600
2018-02-26 00:00:00+00:00,17.213888932448654,17.530885696411133,17.137041287615094,17.530885696411133,92200
2018-02-27 00:00:00+00:00,17.559705176796793,17.761429568056307,17.425220417097975,17.473251342773438,133400
2018-02-28 00:00:00+00:00,17.463647303713785,17.77103793704151,17.463647303713785,17.655765533447266,248700
2018-03-01 00:00:00+00:00,17.95354900127871,18.52990726461173,17.70379369276132,17.87670135498047,180500
2018-03-02 00:00:00+00:00,17.7230066867707,17.991972542194084,17.59812811201629,17.915124893188477,169400
2018-03-05 00:00:00+00:00,17.809462010712338,18.32818322684382,17.809462010712338,18.222517013549805,91100
2018-03-06 00:00:00+00:00,18.22251541568713,18.433847823744227,17.77103570862487,17.96315574645996,140800
2018-03-07 00:00:00+00:00,17.838276656875678,18.3858163670375,17.838276656875678,18.318574905395508,129700
2018-03-08 00:00:00+00:00,18.376211667875108,18.424242595925723,18.20330582347059,18.347394943237305,79500
2018-03-09 00:00:00+00:00,18.520300912403304,18.520300912403304,18.193697960539698,18.251333236694336,156300
2018-03-12 00:00:00+00:00,18.25133303435271,18.26093921897072,17.943942455345972,18.020790100097656,112000
2018-03-13 00:00:00+00:00,18.040006133203537,18.222518181436193,18.011187573496553,18.068822860717773,144600
2018-03-14 00:00:00+00:00,18.222516433188666,18.222516433188666,17.838278168256007,17.85749053955078,254100
2018-03-15 00:00:00+00:00,18.25133646359106,18.25133646359106,17.66537191714252,18.049612045288086,248000
2018-03-16 00:00:00+00:00,18.10724314843149,18.25133224710173,17.588520194587876,17.867094039916992,853300
2018-03-19 00:00:00+00:00,17.915125707438477,18.746041522637224,17.847884240526476,18.67399787902832,331200
2018-03-20 00:00:00+00:00,18.77005694387909,18.808479852069258,18.289758682250977,18.289758682250977,265300
2018-03-21 00:00:00+00:00,18.270547666582335,18.337789135044556,18.131260720657682,18.203306198120117,116900
2018-03-22 00:00:00+00:00,18.11685124995119,18.337788013440232,17.819065004699883,18.030397415161133,210700
2018-03-23 00:00:00+00:00,18.116851340737703,18.43384812582561,17.80946074091822,17.81906509399414,2794000
2018-03-26 00:00:00+00:00,18.097639488043676,18.34739481559159,17.939140174868204,18.23212242126465,340000
2018-03-27 00:00:00+00:00,18.29936643571519,18.472274135183447,17.919932130985188,17.991975784301758,526200
2018-03-28 00:00:00+00:00,18.04961054101443,18.25133494250548,17.8863090498201,18.184093475341797,434900
2018-03-29 00:00:00+00:00,18.251336660979007,18.376213421441953,17.819067428236618,18.116853713989258,862300
2018-04-02 00:00:00+00:00,18.145668933157648,18.251335143977037,17.674976825623457,17.80946159362793,175500
2018-04-03 00:00:00+00:00,17.799855257859026,17.90551963559515,17.670174499908146,17.85749053955078,212400
2018-04-04 00:00:00+00:00,17.71340146972618,18.030398268223454,17.71340146972618,17.972761154174805,120500
2018-04-05 00:00:00+00:00,18.020789181158694,18.174484462824637,17.982364444646066,18.07842445373535,218900
2018-04-06 00:00:00+00:00,18.011185044720566,18.126457435171474,17.972760303839433,18.030397415161133,167400
2018-04-09 00:00:00+00:00,18.12645573057201,18.12645573057201,17.92472952430124,17.934335708618164,126100
2018-04-10 00:00:00+00:00,18.097637953527602,18.184091783894168,18.02079030788981,18.088031768798828,129500
2018-04-11 00:00:00+00:00,18.001578640205544,18.206185069546844,17.982366269999023,18.12645721435547,152200
2018-04-12 00:00:00+00:00,18.155273790227618,18.51069530739581,18.09763851226796,18.17448616027832,1681900
2018-04-13 00:00:00+00:00,18.260938709547286,18.770055486944656,18.127415861808892,18.53951072692871,642600
2018-04-16 00:00:00+00:00,18.6836021623491,18.6836021623491,18.405028305285093,18.51069450378418,335600
2018-04-17 00:00:00+00:00,18.635574243656677,19.21193258772702,18.529909860315193,19.125478744506836,605200
2018-04-18 00:00:00+00:00,19.19271928383525,19.346414590501578,19.087054905622512,19.18311309814453,736400
2018-04-19 00:00:00+00:00,19.183112714533724,19.483781007282154,18.85650973635082,18.88532829284668,1134800
2018-04-20 00:00:00+00:00,18.818088426259905,19.480900624469484,18.467470870620993,19.307992935180664,1667100
2018-04-23 00:00:00+00:00,19.54814032955814,19.77868328370726,19.42326175094037,19.70183563232422,1507100
2018-04-24 00:00:00+00:00,19.83631819217462,19.98040730679142,19.543335954211376,19.845924377441406,730300
2018-04-25 00:00:00+00:00,19.692231389706958,20.009228211960874,19.46168841281254,19.538536071777344,946200
2018-04-26 00:00:00+00:00,19.692229775240627,20.124498966598544,19.413655889211622,19.884349822998047,2340600
2018-04-27 00:00:00+00:00,19.83631706237793,19.941983262101765,19.307989728143554,19.83631706237793,708600
2018-04-30 00:00:00+00:00,19.845924377441406,20.142748723072867,19.69222907755782,19.845924377441406,382100
2018-05-01 00:00:00+00:00,19.84592402485533,20.00922550710446,19.29838429972367,19.826711654663086,483400
2018-05-02 00:00:00+00:00,19.86513924090422,19.932380714017537,19.644202448619676,19.769079208374023,678400
2018-05-03 00:00:00+00:00,19.78829034727146,20.162922435364234,19.624988851811832,19.97080421447754,695500
2018-05-04 00:00:00+00:00,19.893953089805667,20.263782970613445,19.893953089805667,20.1533145904541,339100
2018-05-07 00:00:00+00:00,20.21095408502176,20.460707597856086,20.153316967728294,20.28780174255371,333100
2018-05-08 00:00:00+00:00,20.326222595885593,20.42228261611644,20.143708740666234,20.33582878112793,449800
2018-05-09 00:00:00+00:00,20.422283750205082,20.499131404218762,20.258982256401946,20.345436096191406,427100
2018-05-10 00:00:00+00:00,20.422282650490047,20.422282650490047,19.74025815467633,20.009225845336914,558000
2018-05-11 00:00:00+00:00,20.057253952610385,20.16292015306259,19.91316484520709,19.951589584350586,262700
2018-05-14 00:00:00+00:00,19.970804299249437,19.97560647611013,19.442475067135003,19.480899810791016,630200
2018-05-15 00:00:00+00:00,19.384839812199264,19.538535122662893,19.317598342895508,19.317598342895508,434700
2018-05-16 00:00:00+00:00,19.31759821912834,19.413656413408194,19.20232582092285,19.20232582092285,374100
2018-05-17 00:00:00+00:00,19.317598707572596,19.740259903230243,19.13508483587931,19.61538314819336,1151400
2018-05-18 00:00:00+00:00,19.682623683959267,19.682623683959267,19.211931580109688,19.231143951416016,466100
2018-05-21 00:00:00+00:00,19.32720226718041,19.557745205898026,19.183111327313544,19.298383712768555,256800
2018-05-22 00:00:00+00:00,19.25035556177226,19.25035556177226,18.942963129599704,19.07744789123535,176700
2018-05-23 00:00:00+00:00,19.048630462930657,19.202325772018128,18.97178280838692,19.087055206298828,332300
2018-05-24 00:00:00+00:00,19.096659161006958,19.68262365978216,18.981388597695734,19.394445419311523,356500
2018-05-25 00:00:00+00:00,19.442471681359436,19.576954596350937,19.32720113485023,19.452077865600586,274800
2018-05-29 00:00:00+00:00,19.423260088636106,19.519320102691918,19.202323338842405,19.442472457885742,375700
2018-05-30 00:00:00+00:00,19.490504662140058,19.605775220829976,19.28877843614395,19.404050827026367,416200
2018-05-31 00:00:00+00:00,19.356021130401757,19.404052059734298,19.144690537916414,19.20232582092285,273500
2018-06-01 00:00:00+00:00,19.31759572850215,19.356018634821684,19.154294254211266,19.279170989990234,222600
2018-06-04 00:00:00+00:00,19.211931556510752,19.404051604952887,19.10626534664832,19.394445419311523,395800
2018-06-05 00:00:00+00:00,19.404052127759755,19.740259473303134,19.346415012358648,19.644201278686523,406200
2018-06-06 00:00:00+00:00,19.624989182169124,20.0092274626032,19.54814152608231,19.66341209411621,992100
2018-06-07 00:00:00+00:00,19.807501446826084,19.807501446826084,19.259959880375224,19.404050827026367,740100
2018-06-08 00:00:00+00:00,19.442473975035835,19.99961990140433,19.279172488055803,19.74986457824707,1522400
2018-06-11 00:00:00+00:00,19.769079640421708,20.028441184263695,19.404053707460697,19.461688995361328,350000
2018-06-12 00:00:00+00:00,19.528927245453186,19.84592402485533,19.40405050358854,19.826711654663086,651600
2018-06-13 00:00:00+00:00,19.903559843634557,20.210952278478953,19.45208012501367,19.47129249572754,1127700
2018-06-14 00:00:00+00:00,19.48090098048374,19.90356219292201,19.432870048029802,19.605777740478516,1567900
2018-06-15 00:00:00+00:00,19.548138873668222,19.6826217955245,19.3368064739599,19.346412658691406,722100
2018-06-18 00:00:00+00:00,19.307989735949846,19.817104700950743,19.12547589058736,19.673015594482422,455500
2018-06-19 00:00:00+00:00,19.61537918937908,19.721045383064062,19.480896275374405,19.500106811523438,285100
2018-06-20 00:00:00+00:00,19.500110176966285,19.538534920280497,19.202325745051574,19.250356674194336,310600
2018-06-21 00:00:00+00:00,19.211932975229274,19.269568261141007,18.93335906763595,18.98138999938965,353300
2018-06-22 00:00:00+00:00,19.019809888333025,19.03902225797962,18.414634902004643,18.645177841186523,1389200
2018-06-25 00:00:00+00:00,18.587544875402667,18.587544875402667,18.23212332152128,18.33778953552246,362700
2018-06-26 00:00:00+00:00,18.34739461147037,18.34739461147037,18.15527456712706,18.164880752563477,282900
2018-06-27 00:00:00+00:00,18.145664527430917,18.16487689422292,17.655760167387683,17.674972534179688,290100
2018-06-28 00:00:00+00:00,17.646160325670127,17.833476369280525,17.607735582266656,17.713401794433594,249300
2018-06-29 00:00:00+00:00,17.723006905694927,17.934337485022695,17.636553070471635,17.81906509399414,438400
2018-07-02 00:00:00+00:00,17.694188146537318,17.799854351083074,17.545295024876708,17.75182342529297,358200
2018-07-03 00:00:00+00:00,17.809460182251318,17.857489274894295,17.665369239937505,17.73261070251465,191900
2018-07-05 00:00:00+00:00,17.76143128943377,17.915126602105925,17.588523604629433,17.847885131835938,478300
2018-07-06 00:00:00+00:00,17.8478864535735,18.078429439654755,17.8478864535735,17.924734115600586,134900
2018-07-09 00:00:00+00:00,17.98236689365658,18.179289114621838,17.886308703677454,18.164880752563477,323800
2018-07-10 00:00:00+00:00,18.174486789247663,18.308969719871765,18.116851509293404,18.212909698486328,377600
2018-07-11 00:00:00+00:00,18.126458221528612,18.491484114772376,18.08803347898055,18.462665557861328,329400
2018-07-12 00:00:00+00:00,18.491484017272494,18.770057902699417,18.2993639699303,18.67399787902832,307900
2018-07-13 00:00:00+00:00,18.635572564142024,19.135083206131206,18.635572564142024,18.750844955444336,358700
2018-07-16 00:00:00+00:00,18.77005660800666,18.971780994828414,18.68360277588521,18.875720977783203,141600
2018-07-17 00:00:00+00:00,18.78927051540746,19.08225279545342,18.65478756674089,18.904542922973633,277100
2018-07-18 00:00:00+00:00,18.894935577217094,19.15429710418588,18.894935577217094,19.058237075805664,487400
2018-07-19 00:00:00+00:00,19.00060194374863,19.192720169854258,18.962177199211908,19.010208129882812,173500
2018-07-20 00:00:00+00:00,19.019808312296867,19.12547450440491,18.942960672270722,18.990991592407227,304300
2018-07-23 00:00:00+00:00,18.99099465173545,19.183112866653698,18.78926841904985,18.837299346923828,257100
2018-07-24 00:00:00+00:00,18.856509311646285,19.029416982341964,18.846904958556525,18.914146423339844,181000
2018-07-25 00:00:00+00:00,18.875720977783203,19.02941627217857,18.645178036190153,18.875720977783203,154000
2018-07-26 00:00:00+00:00,18.827694322212757,18.933358705665373,18.683605194091797,18.683605194091797,139700
2018-07-27 00:00:00+00:00,18.808480079058498,18.827692449481678,18.15527414221028,18.19369888305664,289700
2018-07-30 00:00:00+00:00,18.020793320812043,18.241730109935382,17.473253525074767,17.492464065551758,430900
2018-07-31 00:00:00+00:00,17.492460957898164,17.723005724591218,17.079406012038017,17.530885696411133,996400
2018-08-01 00:00:00+00:00,17.521280844139838,17.771036166888948,17.45403937882133,17.60773468017578,264300
2018-08-02 00:00:00+00:00,17.54049363951005,17.665370387811592,17.39640452002594,17.578916549682617,309200
2018-08-03 00:00:00+00:00,17.540492776931984,17.867095742204175,17.43482657281673,17.799854278564453,414300
2018-08-06 00:00:00+00:00,17.838277430551216,18.184092770785647,17.77103596599285,18.145668029785156,234200
2018-08-07 00:00:00+00:00,18.136061214133363,18.3185750631566,18.011184474607422,18.10724449157715,173400
2018-08-08 00:00:00+00:00,18.0976399347559,18.57793823062056,18.0976399347559,18.529909133911133,224600
2018-08-09 00:00:00+00:00,18.568328851117656,18.92375033509033,17.953547724453877,18.07842445373535,369100
2018-08-10 00:00:00+00:00,17.982365919858776,18.16487976888201,17.78064153319554,18.10724449157715,179900
2018-08-13 00:00:00+00:00,16.906500411048413,17.77103697870926,16.2629006201534,17.43482780456543,762500
2018-08-14 00:00:00+00:00,17.559707451647547,17.905521000348458,17.103423675677952,17.771038055419922,490400
2018-08-15 00:00:00+00:00,17.69418909837663,18.08803355007953,17.588522888146677,17.972761154174805,341000
2018-08-16 00:00:00+00:00,18.08803436002895,18.731634171517513,18.08803436002895,18.56833267211914,317100
2018-08-17 00:00:00+00:00,18.57793765388059,18.683603861992104,18.4050299795863,18.60675621032715,276400
2018-08-20 00:00:00+00:00,18.549119139882727,18.635572977227717,18.25133471802362,18.280153274536133,169600
2018-08-21 00:00:00+00:00,18.2897599859788,18.558725859059752,18.270547614417993,18.529909133911133,280000
2018-08-22 00:00:00+00:00,18.520302625260364,18.8901325264919,18.520302625260364,18.789268493652344,404000
2018-08-23 00:00:00+00:00,18.760451792312463,18.837299445118866,18.549119372950436,18.625967025756836,236100
2018-08-24 00:00:00+00:00,18.664392638738736,19.067843292836884,18.654786452665846,18.894935607910156,365200
2018-08-27 00:00:00+00:00,18.875719004109417,19.125474289435207,18.875719004109417,18.923749923706055,245500
2018-08-28 00:00:00+00:00,18.914146515021958,18.92567283810104,18.606755913269634,18.70281410217285,178100
2018-08-29 00:00:00+00:00,18.731634370698327,18.786387616666676,18.606757614391782,18.635574340820312,186000
2018-08-30 00:00:00+00:00,18.65478500772124,18.731632658159324,18.558724986625514,18.70281410217285,174300
2018-08-31 00:00:00+00:00,18.70281460359486,18.779662256093225,18.616360765510127,18.67399787902832,293000
2018-09-04 00:00:00+00:00,18.577936935281077,18.818086066469103,18.520301656809842,18.731632232666016,277000
2018-09-05 00:00:00+00:00,18.693206716820118,18.97178057689523,18.678798355848095,18.74123764038086,228200
2018-09-06 00:00:00+00:00,18.73163201406767,18.990993512450178,18.635571996274987,18.82769203186035,207100
2018-09-07 00:00:00+00:00,18.789267350414143,19.1158703126115,18.770056812549704,18.942962646484375,213900
2018-09-10 00:00:00+00:00,19.00059911543443,19.115869667500796,18.91414528528846,19.067840576171875,182800
2018-09-11 00:00:00+00:00,19.048629985367377,19.29838531442112,18.923753236936786,18.95256996154785,261000
2018-09-12 00:00:00+00:00,18.894932915879934,19.202323497646766,18.83729763984675,19.067840576171875,271700
2018-09-13 00:00:00+00:00,19.10626458066033,19.413655180090114,19.10626458066033,19.404050827026367,455500
2018-09-14 00:00:00+00:00,19.356021602966607,20.143710541325074,19.356021602966607,20.0572566986084,396400
2018-09-17 00:00:00+00:00,20.134102957110986,20.700855072368277,20.076467676699618,20.470312118530273,461200
2018-09-18 00:00:00+00:00,20.5663734139381,20.950611694122898,20.46070719981504,20.873764038085938,428700
2018-09-19 00:00:00+00:00,20.873759792638285,21.03706125752754,20.412673950195312,20.412673950195312,240900
2018-09-20 00:00:00+00:00,20.518343649135904,20.556766559809308,20.162922106395854,20.23016357421875,256500
2018-09-21 00:00:00+00:00,20.220556920494996,20.60479701149125,20.08607398796183,20.58558464050293,823200
2018-09-24 00:00:00+00:00,20.57597789870649,20.643219363155097,20.4030702288715,20.499130249023438,156000
2018-09-25 00:00:00+00:00,20.55676304693471,20.6432168714168,20.35503867793801,20.412673950195312,192300
2018-09-26 00:00:00+00:00,20.47991964741791,20.47991964741791,20.05725662155921,20.105287551879883,185500
2018-09-27 00:00:00+00:00,20.124499345759805,20.26858846819634,20.062060054233353,20.1821346282959,248700
2018-09-28 00:00:00+00:00,20.16291936541106,20.220554639682412,20.038042632457742,20.124496459960938,165700
2018-10-01 00:00:00+00:00,20.19174178012968,20.2109541526251,19.941986434267275,19.961198806762695,360700
2018-10-02 00:00:00+00:00,19.932378064145123,19.951590434535554,19.745062033319616,19.893953323364258,200700
2018-10-03 00:00:00+00:00,19.884351885042257,20.29740691582793,19.841124961423752,20.11489486694336,278000
2018-10-04 00:00:00+00:00,20.00922492227491,20.124497307866722,19.884348184060162,20.06686019897461,140600
2018-10-05 00:00:00+00:00,20.124499955099623,20.22055815150408,19.72104930074588,19.941986083984375,178800
2018-10-08 00:00:00+00:00,19.951591842731087,19.999620939904606,19.673017948985354,19.97080421447754,161200
2018-10-09 00:00:00+00:00,19.90356118804768,20.374253309175977,19.90356118804768,19.990015029907227,308800
2018-10-10 00:00:00+00:00,19.90356045740431,20.114892877388765,19.211931580109688,19.231143951416016,304900
2018-10-11 00:00:00+00:00,19.11587032605104,19.356019455353675,18.76045064071092,18.779661178588867,269700
2018-10-12 00:00:00+00:00,19.058235630569296,19.06784181589812,18.395423500420527,18.70281410217285,232200
2018-10-15 00:00:00+00:00,18.597149088473383,19.058234975247323,18.395422867889504,18.82769203186035,380700
2018-10-16 00:00:00+00:00,18.96217614714906,19.02941761416496,18.722027003696525,18.95256996154785,366000
2018-10-17 00:00:00+00:00,18.837298864583875,19.041905298729546,18.616360266405948,18.70281410217285,270000
2018-10-18 00:00:00+00:00,18.664392328295772,18.792151119774182,18.064019450170935,18.27054786682129,132500
2018-10-19 00:00:00+00:00,18.20330508474125,18.337788013440232,17.96315595081164,18.030397415161133,156000
2018-10-22 00:00:00+00:00,18.059213918632643,18.38581688337364,18.02079101041207,18.12645721435547,136700
2018-10-23 00:00:00+00:00,17.934340302378068,18.12165636405704,17.8478864535735,17.924734115600586,217500
2018-10-24 00:00:00+00:00,17.89591312722599,17.972760778826707,17.060195145092248,17.069801330566406,228500
2018-10-25 00:00:00+00:00,17.22349801616707,17.439632626201742,16.935317925389953,17.261920928955078,279300
2018-10-26 00:00:00+00:00,17.060196273410913,17.357980714034344,16.69516853002108,17.079408645629883,289800
2018-10-29 00:00:00+00:00,17.30995131838218,17.57891719605768,16.534748785613907,16.733592987060547,475500
2018-10-30 00:00:00+00:00,16.70477385909107,17.338767452248796,16.55107855360996,17.2523136138916,436500
2018-10-31 00:00:00+00:00,17.49246268910302,17.857490412333,17.290738288522686,17.742218017578125,476900
2018-11-01 00:00:00+00:00,17.713400516853362,17.924731093752392,17.454039014164223,17.75182342529297,404800
2018-11-02 00:00:00+00:00,17.828670696130693,17.915124528526295,17.098617129341424,17.1274356842041,327000
2018-11-05 00:00:00+00:00,17.175468015021295,17.343573535125977,16.84406281648378,17.204286575317383,396500
2018-11-06 00:00:00+00:00,17.20428233791518,17.338765255121658,17.10822232611384,17.23310089111328,202600
2018-11-07 00:00:00+00:00,17.300342761910454,17.530885696411133,17.03137508889681,17.530885696411133,429800
2018-11-08 00:00:00+00:00,16.88728653266762,17.636552468289047,15.840236192662687,16.522260665893555,765400
2018-11-09 00:00:00+00:00,16.772016200342886,18.241729696821526,16.772016200342886,17.357980728149414,1024300
2018-11-12 00:00:00+00:00,17.069799795046773,17.17546416137235,16.49344154379162,16.59910774230957,681800
2018-11-13 00:00:00+00:00,16.647135914785878,16.98334502881959,16.62792354662572,16.820043563842773,428900
2018-11-14 00:00:00+00:00,16.98334616208068,17.242707652972637,16.829650870928198,16.992952346801758,463100
2018-11-15 00:00:00+00:00,16.820046744063358,17.434827983888972,16.820046744063358,17.22349739074707,425700
2018-11-16 00:00:00+00:00,17.290737893886334,17.309950264605746,16.87768108438158,17.002559661865234,373600
2018-11-19 00:00:00+00:00,17.108224261298524,17.117830446784488,16.781621283545906,16.9064998626709,483700
2018-11-20 00:00:00+00:00,16.81043952548617,16.906499546356024,16.33974743863566,16.560684204101562,436200
2018-11-21 00:00:00+00:00,16.58950331401147,16.791227715601302,16.474230918679734,16.647138595581055,256900
2018-11-23 00:00:00+00:00,16.512655885549123,16.77201557223252,16.503049699791575,16.55107879638672,96500
2018-11-26 00:00:00+00:00,16.685563338089157,16.83445463482663,16.474230918679734,16.647138595581055,294800
2018-11-27 00:00:00+00:00,16.55107668462971,16.61831814416059,16.24849011674076,16.320533752441406,284200
2018-11-28 00:00:00+00:00,16.378169013521983,16.906498169172846,16.157232266053324,16.81043815612793,566100
2018-11-29 00:00:00+00:00,16.66635174609474,16.973742371761784,16.56068553144945,16.63753318786621,271300
2018-11-30 00:00:00+00:00,16.579896905694447,16.791227490072856,16.51265543940098,16.74319839477539,345300
2018-12-03 00:00:00+00:00,16.896893773473632,16.896893773473632,16.58950316494124,16.695167541503906,292900
2018-12-04 00:00:00+00:00,16.61831929464268,16.791226963802355,16.128416674946923,16.330141067504883,377400
2018-12-06 00:00:00+00:00,16.157235134089692,16.426202851920873,15.87866306222229,16.378171920776367,539200
2018-12-07 00:00:00+00:00,16.397383131978184,16.53186606527341,15.90747866215516,16.08999252319336,458700
2018-12-10 00:00:00+00:00,15.993931914382461,16.464623995876856,15.926690450196475,16.330141067504883,323400
2018-12-11 00:00:00+00:00,16.54147164525977,16.551077830456695,16.13802102795136,16.330141067504883,273800
