"('date', '')","('open', 'ALTG')","('high', 'ALTG')","('low', 'ALTG')","('close', 'ALTG')","('volume', 'ALTG')"
2024-01-02 00:00:00+00:00,11.704706533587876,11.933463708883407,11.614157746300757,11.637986183166504,250200
2024-01-03 00:00:00+00:00,11.542670671864897,11.552202410254557,11.180472794027304,11.237662315368652,317400
2024-01-04 00:00:00+00:00,11.352040395957346,11.381588239429119,11.204302087595075,11.275788307189941,235400
2024-01-05 00:00:00+00:00,11.20906758805702,11.342508284512284,11.085157720636722,11.180472373962402,342100
2024-01-08 00:00:00+00:00,11.180472614474,11.56173396296803,11.104220526574514,11.552202224731445,251200
2024-01-09 00:00:00+00:00,11.533139493669117,11.533139493669117,11.161409888684275,11.30438232421875,235700
2024-01-10 00:00:00+00:00,11.304381322335786,11.456886391452027,11.027967304869625,11.342507362365723,245500
2024-01-11 00:00:00+00:00,10.999374101047051,11.190004320242656,10.770617838012328,11.027968406677246,298100
2024-01-12 00:00:00+00:00,11.256726579938787,11.275789149055575,10.608582868027968,10.665771484375,172800
2024-01-16 00:00:00+00:00,10.484671778533524,10.589518169080097,10.351230174113427,10.532329559326172,206000
2024-01-17 00:00:00+00:00,10.351230911222238,10.465609047871494,10.21779020629642,10.322636604309082,187900
2024-01-18 00:00:00+00:00,10.370294791767165,10.389357360785016,9.922313057389353,10.217790603637695,172000
2024-01-19 00:00:00+00:00,10.303574562072754,10.39888922631503,9.912781438990402,10.303574562072754,167600
2024-01-22 00:00:00+00:00,10.427483437374987,10.675303198286171,10.427483437374987,10.541862487792969,223600
2024-01-23 00:00:00+00:00,10.72295909779279,10.751553400867884,10.084347238804522,10.465607643127441,285900
2024-01-24 00:00:00+00:00,10.665771545148905,10.665771545148905,10.112943402661998,10.141538619995117,150300
2024-01-25 00:00:00+00:00,10.389356977820915,10.656240206206514,10.341700102534643,10.484672546386719,190500
2024-01-26 00:00:00+00:00,10.570456987324915,10.732492917855337,10.446547104625376,10.551393508911133,215400
2024-01-29 00:00:00+00:00,10.579987138067064,10.694365264387137,10.441779667307468,10.684833526611328,120600
2024-01-30 00:00:00+00:00,10.579987443354922,10.60286234208176,10.322635969961414,10.456077575683594,99600
2024-01-31 00:00:00+00:00,10.456077163630212,10.532329247038922,10.1034110506158,10.198725700378418,208400
2024-02-01 00:00:00+00:00,10.30357446591606,10.613348712556709,10.30357446591606,10.541862487792969,231200
2024-02-02 00:00:00+00:00,10.370294228340445,10.513266669694845,10.27497866143977,10.43701457977295,130200
2024-02-05 00:00:00+00:00,10.246384513209577,10.398888695408585,10.098646200328867,10.322636604309082,229100
2024-02-06 00:00:00+00:00,10.274978788401386,10.570456322247223,10.19872669753729,10.522798538208008,211100
2024-02-07 00:00:00+00:00,10.608582421923613,10.713428820148692,10.389356977820915,10.484672546386719,3213700
2024-02-08 00:00:00+00:00,10.503736453088772,11.332978661122622,10.503736453088772,11.1900053024292,1893400
2024-02-09 00:00:00+00:00,11.256725898530238,11.323446249895184,11.047032196959044,11.161410331726074,237800
2024-02-12 00:00:00+00:00,11.132816185823673,11.199536538150756,11.027968879027824,11.047032356262207,178300
2024-02-13 00:00:00+00:00,10.589519054095568,10.675302884892375,10.341700209456242,10.40842056274414,299000
2024-02-14 00:00:00+00:00,10.587595021187393,10.836715119042688,10.501361070870846,10.817551612854004,172200
2024-02-15 00:00:00+00:00,10.865460528091768,11.459515571594238,10.865460528091768,11.459515571594238,215600
2024-02-16 00:00:00+00:00,11.34453635131513,11.689471244812012,11.124160595145185,11.689471244812012,225000
2024-02-20 00:00:00+00:00,11.449932078554792,11.584073873333486,11.416396858301672,11.49783992767334,297500
2024-02-21 00:00:00+00:00,11.478677201660352,11.493049831501356,11.018764011943565,11.181650161743164,123800
2024-02-22 00:00:00+00:00,11.162486678433826,11.373280681040907,11.047508380766223,11.133742332458496,174700
2024-02-23 00:00:00+00:00,11.066671895379391,11.564911185637857,10.93253009111897,11.411606788635254,248600
2024-02-26 00:00:00+00:00,11.363698338064602,11.497840135265207,11.21039394913033,11.440350532531738,158900
2024-02-27 00:00:00+00:00,11.574492284829143,11.618567799048186,11.191231313980325,11.210393905639648,120500
2024-02-28 00:00:00+00:00,11.06667202635393,11.358908193936415,11.061881149670112,11.219976425170898,203600
2024-02-29 00:00:00+00:00,11.440350011794346,11.50742136422484,10.817550731655643,10.99959945678711,291300
2024-03-01 00:00:00+00:00,11.057090157138383,11.085834503173828,10.817551808054997,11.085834503173828,186700
2024-03-04 00:00:00+00:00,11.16248669373298,11.277465905324457,10.76006219446167,10.80797004699707,234300
2024-03-05 00:00:00+00:00,10.673828280832938,10.712154376964074,10.3001481582297,10.386382102966309,201500
2024-03-06 00:00:00+00:00,10.54926919042754,10.71215534210205,10.386383038753028,10.71215534210205,226100
2024-03-07 00:00:00+00:00,10.79838886010983,10.9229479934219,10.446746019651636,10.453453063964844,135300
2024-03-08 00:00:00+00:00,10.558850685348181,10.807969869665534,10.415127130100121,10.491779327392578,262800
2024-03-11 00:00:00+00:00,10.482196735819873,10.482196735819873,10.185169723512319,10.300148010253906,181900
2024-03-12 00:00:00+00:00,10.252240947430058,10.367219242976423,10.098936553368237,10.261822700500488,201000
2024-03-13 00:00:00+00:00,10.204331945615555,10.42470767256345,10.175587603410582,10.319311141967773,176900
2024-03-14 00:00:00+00:00,10.166007127670106,10.367219375897616,10.031866238029286,10.070192337036133,531700
2024-03-15 00:00:00+00:00,10.194751329774434,11.421187284544697,10.0797730446803,10.587594032287598,1128500
